POW_SA3_CODE_2021,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
50903,7,774,541,98,86,20,10,752,576,99,102,42,13,828,640,105,116,51,12,927,535,91,126,51,13,815,418,78,115,64,12,692,160,47,71,49,3,336,18,28,57,37,0,145,7,25,30,33,4,98,5206,726,869,400,79,7277,162,0,0,14,0,176,151,3,3,7,0,163,148,5,0,5,0,160,165,6,15,17,0,205,217,19,36,18,6,294,178,14,23,17,0,230,193,19,21,19,6,252,205,18,34,17,3,277,218,25,35,25,5,306,194,23,45,19,6,286,112,19,33,41,0,210,50,23,33,23,4,138,26,8,31,36,8,110,2029,187,311,259,32,2811,572,38,66,23,15,715,162,4,16,28,23,232,7964,953,1266,709,145,11036
51001,8,1297,942,73,41,4,13,1078,937,75,63,17,6,1091,1014,95,58,7,4,1178,838,85,56,7,10,997,600,60,51,10,9,731,266,23,32,4,3,331,66,17,6,8,0,96,8,7,3,7,0,32,9368,591,412,79,61,10505,369,0,0,0,0,373,251,0,12,0,5,266,313,0,8,0,0,326,382,7,16,3,0,417,337,16,25,7,0,390,329,8,23,7,6,370,234,13,15,5,0,268,229,15,25,3,8,282,206,14,22,10,0,255,189,18,32,3,0,247,151,12,13,6,0,189,34,10,18,8,5,71,12,8,5,6,0,35,3041,122,219,62,31,3470,742,17,19,7,9,792,322,15,11,10,40,396,13468,752,647,154,147,15170
51002,5,3081,2471,59,25,7,8,2568,2354,46,37,5,7,2445,2164,62,25,5,5,2257,1818,52,17,4,3,1896,1132,23,13,5,4,1177,369,15,7,0,0,393,62,8,0,0,0,74,15,4,0,0,0,20,20450,381,210,29,65,21136,312,0,3,6,0,321,204,0,0,0,0,210,288,0,11,3,0,311,439,8,22,4,4,469,392,16,19,0,0,427,311,5,11,4,3,339,238,11,12,0,0,259,220,7,10,5,0,244,157,4,4,4,0,180,136,5,8,3,0,161,48,10,0,0,0,65,16,0,9,0,0,29,3,0,0,0,0,0,2786,73,104,31,12,3004,2868,41,34,6,16,2963,601,9,11,0,41,660,26704,498,358,66,136,27768
51003,3,3036,2529,67,27,3,12,2636,2519,64,32,3,7,2624,2249,55,32,10,5,2352,1767,63,32,0,9,1879,1108,40,20,0,5,1168,355,18,9,5,0,388,62,4,7,7,0,78,6,0,0,0,0,12,19856,477,244,37,52,20666,451,0,0,3,3,459,212,0,0,5,3,221,310,0,10,3,0,324,493,10,38,4,0,542,547,10,40,7,5,605,386,14,19,3,3,426,351,6,13,8,4,382,251,5,14,0,0,277,201,9,10,3,3,216,151,8,10,0,0,179,47,3,6,0,0,59,22,0,0,0,0,22,11,0,5,0,0,13,3429,64,162,38,21,3724,2815,27,23,9,23,2887,501,7,10,3,23,552,26598,581,448,89,111,27827
51101,0,498,376,50,48,8,0,490,420,66,75,25,4,592,445,82,76,22,8,637,365,56,84,17,0,527,286,43,46,23,10,402,96,23,27,14,3,162,13,10,10,4,0,44,4,8,14,19,0,44,3825,426,482,152,50,4938,225,0,0,0,0,230,125,0,5,0,0,130,126,3,10,5,5,145,189,10,20,16,0,235,181,17,20,12,5,228,155,10,24,9,0,198,157,5,26,12,7,204,158,12,26,10,0,203,155,14,35,7,3,220,129,3,33,12,3,186,78,14,18,14,0,117,16,7,20,10,0,54,16,5,12,13,4,41,1709,105,233,125,35,2198,368,34,45,14,13,471,123,16,10,6,21,177,6030,575,776,298,110,7790
51102,0,305,240,44,41,9,4,331,241,49,42,7,4,342,249,58,42,3,3,359,237,41,37,3,4,322,166,32,40,6,0,243,61,14,25,5,0,114,9,9,13,3,0,37,3,0,9,3,0,12,2403,295,295,51,29,3069,122,0,0,0,0,121,98,0,0,0,0,101,108,0,3,6,0,117,115,0,12,0,0,129,113,5,18,5,5,143,78,11,12,3,0,99,93,9,6,0,4,118,82,8,9,4,8,110,92,11,12,10,0,120,79,8,19,9,5,115,29,10,3,7,0,49,23,0,6,3,0,32,3,0,3,4,0,10,1033,70,101,49,19,1275,192,8,14,3,0,226,97,10,5,3,20,136,3721,385,415,109,74,4703
51103,7,2467,2019,90,38,3,3,2153,2032,121,42,5,6,2201,1916,124,50,16,6,2113,1682,118,54,4,5,1860,1156,76,50,4,10,1297,405,26,32,5,8,477,79,7,12,0,0,104,9,6,6,3,3,34,18574,728,389,61,60,19807,533,0,0,3,0,543,306,0,3,0,0,313,378,3,9,3,0,392,487,14,25,9,0,535,477,14,22,9,0,517,372,14,22,5,3,424,333,20,13,6,0,369,331,11,24,3,7,371,311,19,21,10,4,367,261,15,26,14,0,313,142,15,17,5,0,181,47,9,10,9,0,71,15,8,0,0,0,32,3997,151,192,80,16,4431,1740,12,26,5,31,1811,528,18,17,13,29,604,24835,909,623,157,131,26655
51104,7,1765,1520,127,120,23,6,1792,1612,160,126,35,7,1940,1629,169,160,46,7,2014,1428,180,166,42,6,1823,1003,132,163,59,7,1364,354,81,90,42,4,583,78,35,40,25,7,187,13,18,29,25,3,91,14058,1140,1109,361,73,16744,1006,0,3,17,0,1029,577,4,15,0,0,593,491,3,23,0,3,530,554,21,39,13,0,629,582,34,54,27,7,696,556,21,46,18,0,644,574,40,68,20,0,705,587,41,82,23,4,741,584,31,84,39,3,734,524,48,103,47,10,734,268,40,70,47,6,425,101,21,37,45,3,207,45,17,29,37,3,134,6452,329,657,320,46,7803,1415,54,56,33,18,1577,393,19,17,29,36,502,22326,1539,1843,740,175,26622
59797,0,165,144,0,0,0,0,144,151,0,3,0,0,151,161,0,0,0,0,160,112,5,4,0,0,115,47,3,0,0,0,51,8,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,1019,17,8,0,5,1046,3,0,0,0,0,3,7,0,0,0,0,7,5,0,0,0,0,5,6,0,0,0,0,11,10,0,0,0,0,10,3,0,0,0,0,3,9,0,0,0,0,11,15,0,0,0,0,12,4,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,4,0,0,77,227,0,8,0,5,235,26,0,0,0,0,27,1334,16,17,4,11,1386
59999,32,4082,2071,524,892,30,25,3538,1936,495,952,36,34,3453,1900,463,1071,29,38,3498,1476,401,974,35,35,2920,1006,261,690,36,23,2013,351,110,249,26,17,758,73,41,75,18,0,213,5,16,40,15,5,81,19983,3553,7547,275,282,31634,1002,0,148,30,4,1191,1710,41,444,13,12,2215,1228,59,562,26,15,1889,1132,116,768,39,17,2077,1140,143,868,51,27,2231,990,161,882,41,19,2094,1015,168,973,46,30,2234,1026,183,1040,47,35,2336,959,183,1116,46,39,2347,876,171,1030,60,37,2176,490,138,672,67,26,1403,246,65,277,57,7,657,92,39,126,59,11,326,11910,1483,8910,576,289,23168,3221,244,717,147,89,4409,958,68,169,48,110,1359,36070,5347,17340,1043,767,60566
