POW_SA3_CODE_2021,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
50101,15,1179,976,177,190,20,10,1365,982,209,233,25,11,1461,949,196,194,24,7,1370,752,174,185,18,16,1143,498,119,128,26,11,777,170,48,82,22,3,318,27,29,25,27,3,120,10,14,21,17,0,54,7986,1177,1369,205,93,10824,1279,0,13,11,3,1297,517,0,9,3,0,532,474,0,54,11,6,544,591,39,110,9,5,748,785,79,157,25,6,1043,801,68,164,32,3,1072,762,53,175,28,11,1024,689,62,151,30,10,946,673,69,145,33,3,919,629,88,190,43,6,954,341,54,120,66,5,576,125,38,75,35,7,276,38,10,34,31,4,116,7705,556,1387,345,80,10073,907,55,146,40,15,1165,231,14,32,22,42,343,16826,1807,2930,618,219,22399
50102,7,3011,2841,176,150,21,0,3196,3014,217,194,35,18,3480,3056,235,217,39,19,3562,2565,210,204,31,16,3031,1723,165,160,26,12,2089,494,81,81,27,12,688,80,28,43,15,9,175,22,10,21,18,6,79,24628,1429,1429,246,126,27855,2174,0,10,11,0,2194,1107,3,25,8,0,1148,1006,7,49,8,4,1077,1251,20,91,24,3,1390,1489,36,127,26,9,1686,1360,66,113,24,12,1562,1344,53,115,19,8,1543,1293,50,117,21,17,1497,1150,57,120,32,7,1378,1037,72,142,42,8,1301,554,49,134,43,11,786,186,37,84,53,4,358,67,23,35,42,7,179,14010,474,1177,347,81,16090,2055,69,99,27,27,2273,629,23,45,29,63,790,41332,1993,2745,644,295,47015
50103,4,486,392,51,61,21,9,538,440,85,81,31,11,642,425,80,96,32,15,649,427,69,124,42,7,677,340,65,78,32,10,533,123,31,76,35,4,269,20,23,48,25,0,120,9,11,39,33,4,87,3742,516,719,286,62,5335,341,0,3,8,0,355,139,0,4,4,0,147,153,0,15,3,0,177,193,4,27,16,0,233,204,14,40,14,4,271,203,9,36,10,3,261,256,10,34,11,5,326,254,18,50,17,3,347,286,10,57,19,4,376,296,23,66,22,4,413,142,24,74,46,7,288,62,16,51,42,7,174,26,10,23,40,4,108,2563,139,472,246,44,3464,363,27,53,28,3,471,123,13,24,26,13,205,6795,695,1274,586,126,9475
50201,3,1586,1305,145,129,9,6,1596,1495,192,156,18,10,1870,1525,165,169,14,13,1882,1270,160,194,18,10,1649,789,104,121,22,7,1043,240,48,47,10,0,353,51,30,15,14,4,113,6,11,4,8,0,35,11994,1123,1153,140,57,14473,2229,0,12,6,9,2250,1486,9,37,4,6,1539,873,12,77,11,5,968,967,36,102,24,5,1131,1074,50,135,19,0,1271,964,36,121,19,4,1158,970,43,123,24,9,1168,962,67,141,23,7,1203,951,71,127,22,8,1185,803,74,163,38,9,1083,376,63,104,29,3,575,142,25,69,25,3,268,54,18,32,25,5,134,11854,506,1243,266,83,13949,1141,34,67,26,19,1292,394,14,36,24,56,520,25386,1683,2504,460,212,30240
50301,0,2901,2313,198,104,13,0,2632,2327,278,123,22,7,2752,2245,310,147,24,3,2736,1962,244,151,20,9,2381,1322,176,105,14,8,1623,494,98,58,10,4,654,114,55,37,6,4,217,29,32,14,9,0,85,21042,1715,984,135,45,23924,1930,3,27,4,5,1962,2912,4,61,0,3,2981,1561,11,69,0,3,1642,1621,33,80,9,0,1750,1767,65,126,20,5,1978,1471,83,120,19,4,1691,1306,101,145,33,5,1589,1282,127,168,36,7,1621,1227,114,179,38,4,1555,1079,112,173,36,9,1404,676,137,149,26,4,997,277,97,88,31,0,490,150,68,60,54,5,348,17263,949,1427,315,54,20005,1954,31,54,19,17,2075,417,28,36,32,41,558,40675,2731,2505,498,156,46564
50302,26,21637,17956,1106,437,37,27,19555,16364,1153,501,40,34,18097,14507,1083,565,48,27,16228,10894,890,453,25,19,12287,6513,613,341,25,15,7508,2304,354,193,13,14,2880,512,119,69,9,11,721,109,57,39,13,7,223,135252,7094,3527,281,229,146390,3665,9,32,14,9,3727,7320,17,130,21,10,7500,5114,52,211,13,8,5394,5706,141,247,35,18,6147,6526,221,318,54,17,7146,5374,233,299,52,9,5963,4355,213,284,41,8,4898,3665,225,304,58,13,4258,3261,202,280,39,15,3800,2923,228,298,50,19,3510,1758,214,221,45,11,2242,776,141,146,49,11,1130,256,77,77,41,10,452,50695,1965,2839,523,146,56161,9097,131,119,31,59,9436,2208,104,125,76,204,2725,197251,9298,6613,909,641,214707
50401,7,1841,1440,197,108,14,7,1767,1309,225,156,16,8,1715,1414,226,163,17,7,1824,1167,185,162,11,7,1537,761,147,134,4,10,1055,283,78,55,4,4,427,76,31,26,3,5,138,10,10,13,0,0,35,12585,1479,1140,100,64,15370,1422,7,15,7,0,1448,1358,3,49,9,7,1424,804,19,65,7,5,903,664,43,112,16,0,835,773,55,151,19,9,1007,678,68,114,20,0,878,629,63,111,12,8,815,611,60,128,13,0,820,610,51,132,22,11,820,515,60,130,19,3,722,289,65,98,17,11,483,139,36,57,17,0,256,37,24,30,24,7,118,8526,554,1195,193,62,10530,719,33,45,7,12,816,348,26,29,12,40,443,22177,2089,2405,317,176,27166
50402,0,562,439,73,55,6,0,574,452,89,87,14,0,638,499,100,82,11,0,691,459,99,88,9,0,661,311,55,54,5,3,427,121,33,31,7,0,181,19,17,15,3,0,56,3,6,10,4,0,24,4103,577,520,60,26,5281,675,0,12,3,0,685,356,4,28,0,0,386,207,0,29,6,0,243,188,13,42,0,0,245,227,19,56,11,0,319,217,22,57,10,0,306,230,25,67,11,0,335,251,27,78,12,5,376,257,42,82,16,0,394,183,49,77,17,3,329,129,31,71,15,3,245,48,21,39,8,0,118,28,8,32,6,3,68,2994,258,666,113,22,4050,309,16,36,4,0,372,98,7,11,14,23,145,7500,856,1230,196,59,9849
50403,12,4640,3845,338,242,35,17,4474,3786,379,264,43,14,4495,3750,458,301,37,31,4580,3058,408,279,41,18,3804,1977,282,198,29,19,2498,647,146,107,20,8,923,121,48,40,20,0,231,26,33,21,18,0,103,33278,2839,2121,298,146,38680,3298,5,19,24,8,3347,2611,13,65,15,0,2701,1604,18,118,18,9,1768,1687,69,205,42,8,2006,1690,97,211,55,10,2059,1477,101,181,37,6,1802,1372,97,174,52,9,1704,1289,98,194,37,7,1630,1213,118,185,28,12,1556,1071,94,194,46,13,1414,580,110,128,53,3,871,237,62,65,32,10,401,112,37,44,34,5,218,18237,911,1782,464,97,21484,2036,68,72,23,26,2224,833,53,77,24,67,1052,54380,3866,4057,814,334,63447
50501,3,2468,1893,285,226,15,4,2420,2125,358,274,18,7,2786,2188,360,313,30,12,2911,1751,302,280,25,8,2365,1140,243,157,18,8,1566,329,105,103,7,0,546,75,34,34,0,0,147,16,10,9,0,0,30,17990,2220,1922,145,65,22343,4248,5,33,18,10,4309,3165,11,68,16,4,3267,1511,19,121,7,4,1661,1513,69,187,22,4,1794,1670,111,268,40,4,2100,1628,115,285,51,8,2081,1683,115,265,40,7,2112,1638,121,286,38,11,2083,1519,142,253,39,16,1965,1290,144,285,46,11,1771,632,110,203,56,7,1001,234,77,125,41,0,484,84,34,40,19,5,178,20814,1074,2400,432,84,24803,1615,64,114,28,19,1832,509,36,48,23,33,650,40932,3391,4487,625,201,49633
