POW_SA3_CODE_2021,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20mo_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20mo_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20mo_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20mo_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20mo_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20mo_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20mo_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20mo_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20mo_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20mo_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20mo_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20mo_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20mo_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20mo_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20mo_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20mo_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20mo_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20mo_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20mo_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20mo_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20mo_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20mo_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20mo_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20mo_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20mo_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20mo_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20mo_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20mo_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20mo_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20mo_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
50101,140,490,92,3,728,139,177,14,0,331,86,164,10,0,253,12,29,5,0,42,57,141,10,5,205,22,52,6,0,89,12,24,0,0,39,40,43,10,0,89,14,11,0,0,32,524,1130,144,8,1807,337,266,8,0,613,505,82,14,0,606,594,170,0,6,772,214,26,0,0,235,143,56,0,0,202,63,23,0,0,88,54,14,0,3,73,231,52,0,7,283,46,10,0,0,55,2183,702,32,22,2930,477,755,106,9,1343,646,260,31,0,936,682,334,9,6,1028,222,51,5,0,279,201,199,10,5,411,88,76,15,0,174,69,42,0,3,116,264,92,11,7,371,62,17,0,0,81,2710,1824,172,31,4738
50102,77,468,141,4,697,138,208,22,0,372,102,195,10,0,312,14,20,3,0,34,58,193,22,0,280,33,61,11,0,110,26,41,4,0,76,33,54,7,0,92,16,16,5,0,36,503,1260,229,10,1993,286,234,16,8,533,420,103,4,0,528,499,219,5,3,720,193,30,0,0,220,123,71,4,0,195,68,31,0,0,98,95,28,0,0,125,225,64,6,5,294,20,4,0,0,31,1930,774,27,13,2745,365,700,151,13,1225,562,309,29,0,898,596,412,10,3,1027,206,48,0,0,254,182,265,28,0,475,100,95,10,0,205,123,70,8,0,202,252,115,9,5,381,42,22,5,0,66,2430,2034,259,19,4744
50103,88,259,46,4,400,25,34,0,0,60,40,49,0,0,92,0,6,0,0,4,9,38,5,0,53,4,18,0,0,25,13,10,0,0,21,6,31,0,0,34,0,0,0,0,0,183,452,55,7,695,350,219,9,5,590,105,19,0,0,128,162,53,0,0,225,63,8,0,0,76,36,27,0,0,62,15,9,0,0,28,33,12,0,0,47,85,23,0,3,115,8,9,0,0,18,871,388,8,12,1274,440,482,53,10,985,127,56,0,0,183,206,108,0,9,316,64,9,0,0,80,39,67,5,0,117,21,33,0,0,56,40,24,0,0,68,93,51,0,3,146,12,9,0,0,20,1053,832,60,19,1974
50201,135,343,86,0,574,119,150,20,0,283,101,151,0,0,254,30,26,0,0,57,81,156,7,0,254,33,57,6,0,105,35,20,0,0,57,30,38,0,0,71,8,14,0,0,24,579,965,134,6,1683,163,157,7,0,324,377,51,17,0,442,525,189,3,6,720,255,22,0,0,285,95,60,5,0,152,75,24,0,0,99,110,12,0,0,124,248,63,0,0,317,33,0,0,0,40,1882,579,29,12,2504,300,504,99,0,896,493,197,30,0,722,625,342,9,6,978,288,48,5,0,342,173,213,11,0,400,105,88,6,0,206,148,30,0,0,181,280,106,0,4,393,48,12,0,6,65,2461,1545,164,21,4180
50301,238,522,123,0,885,541,491,47,8,1084,94,126,5,0,226,26,22,5,0,50,76,86,11,0,172,78,77,17,0,175,14,6,0,0,18,12,21,3,0,33,52,21,5,0,80,1131,1380,211,13,2731,131,91,6,0,233,962,206,26,0,1200,322,73,0,0,393,229,37,0,0,263,110,23,0,0,134,70,15,0,0,87,24,0,0,0,31,94,15,0,0,114,53,10,0,0,59,1995,467,39,3,2505,368,613,132,0,1117,1503,695,70,8,2281,408,203,8,0,617,253,61,5,0,318,183,110,15,0,304,147,96,20,0,260,39,5,0,0,45,107,38,3,0,150,104,30,5,0,133,3131,1846,250,11,5232
50302,559,1943,655,9,3169,1368,2183,455,5,4006,251,380,29,0,655,70,121,17,0,205,165,298,47,0,505,118,249,39,0,402,39,11,6,0,64,54,80,10,0,133,70,64,17,0,150,2684,5330,1268,12,9298,307,321,49,0,681,2330,705,369,3,3409,707,168,3,4,880,486,75,9,0,567,199,51,11,0,260,135,45,12,0,190,149,3,0,3,154,294,60,0,0,354,91,19,3,5,124,4694,1453,449,15,6613,869,2263,709,7,3845,3697,2888,821,8,7415,953,549,28,4,1536,553,199,21,0,773,366,343,55,0,766,250,297,46,0,593,182,20,6,5,211,349,141,7,0,496,158,85,20,4,275,7382,6778,1718,29,15913
50401,123,506,120,0,751,190,165,21,0,375,153,217,9,0,377,33,41,0,0,71,59,125,18,0,204,34,56,7,0,92,49,33,0,0,82,37,54,3,6,99,7,18,6,0,31,682,1222,179,7,2089,128,117,6,0,255,548,72,3,0,630,490,139,0,0,631,210,22,0,0,228,126,36,0,0,161,73,25,0,0,95,148,8,0,0,163,166,33,6,0,197,30,6,0,0,37,1915,462,21,3,2405,254,622,127,0,1010,737,239,25,0,1004,644,360,9,0,1017,238,61,0,0,299,183,164,18,0,364,105,84,7,0,185,202,41,0,0,247,204,84,8,6,297,39,25,6,0,65,2595,1684,196,11,4495
50402,61,188,44,0,293,97,77,3,0,178,58,84,0,0,139,8,4,0,0,6,44,76,8,0,131,15,14,0,0,33,14,17,0,0,36,10,11,0,0,26,3,5,0,0,13,315,477,67,0,856,83,62,5,0,155,266,30,0,0,294,269,64,0,5,341,111,8,0,0,120,71,23,0,0,92,34,13,0,0,45,56,9,0,0,63,86,19,0,0,102,15,3,0,0,18,993,226,7,0,1230,145,243,48,0,444,361,106,3,0,479,332,142,0,5,474,119,12,0,0,130,113,101,8,0,221,51,23,0,0,78,74,25,0,0,98,101,34,0,0,132,21,8,0,0,30,1310,698,70,8,2087
50403,197,970,273,0,1444,167,269,34,0,472,267,409,18,0,700,62,39,10,0,104,139,282,29,4,452,63,102,16,0,188,169,99,13,0,278,68,84,11,0,166,28,29,4,3,70,1168,2282,404,13,3866,294,245,33,4,578,608,108,11,0,731,863,213,5,0,1084,381,38,0,0,423,199,62,0,0,261,98,47,0,0,144,324,24,0,5,353,363,54,0,0,419,42,11,0,0,57,3179,809,54,12,4057,493,1215,303,9,2018,774,376,44,0,1197,1132,624,24,0,1784,441,76,8,0,530,335,347,29,4,711,160,148,16,0,334,495,123,15,4,634,439,138,11,0,586,76,40,4,3,129,4352,3086,457,21,7918
50501,254,584,115,0,957,470,391,32,0,905,290,303,9,0,602,51,59,0,0,117,164,210,8,0,388,81,85,15,0,184,42,13,0,0,51,67,62,0,0,133,31,24,5,0,54,1456,1733,187,7,3391,253,138,9,0,400,1096,182,12,0,1294,987,204,0,6,1186,502,49,0,4,553,275,49,0,0,323,123,26,0,0,149,131,7,0,0,143,318,56,0,4,378,51,10,0,0,59,3730,719,31,12,4487,508,726,123,0,1363,1568,574,49,0,2195,1275,502,10,7,1788,555,107,5,4,667,441,254,12,0,710,203,116,15,0,330,170,28,0,0,200,388,114,0,4,507,84,34,5,0,120,5186,2455,219,17,7877
