POW_SA3_CODE_2021,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20mo_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20mo_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20mo_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20mo_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20mo_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20mo_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20mo_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20mo_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20mo_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20mo_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20mo_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20mo_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20mo_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20mo_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20mo_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20mo_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20mo_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20mo_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20mo_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20mo_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20mo_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20mo_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20mo_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20mo_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20mo_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20mo_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20mo_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20mo_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20mo_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20mo_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
50502,363,1246,346,3,1960,678,698,91,0,1470,375,486,26,0,891,71,56,6,0,138,186,343,41,0,572,167,164,21,0,345,85,35,7,0,127,85,97,11,0,193,63,36,6,5,107,2075,3159,563,8,5808,301,231,29,0,558,1381,226,18,0,1627,1034,222,5,0,1262,576,35,0,4,618,243,55,3,0,303,164,42,0,0,210,382,14,5,0,398,383,70,0,4,458,55,10,0,0,60,4520,903,63,13,5501,665,1475,374,5,2516,2066,922,110,0,3099,1409,706,33,6,2155,645,96,6,4,755,433,395,46,0,877,332,204,22,0,560,463,50,10,0,526,463,169,9,4,646,121,45,10,5,170,6596,4065,619,26,11301
50503,266,1060,248,8,1578,251,293,21,0,567,362,549,25,7,940,48,49,4,0,99,164,310,34,0,510,101,87,7,0,194,136,75,4,0,217,130,121,5,0,254,29,26,4,0,59,1486,2571,354,12,4432,310,259,24,0,595,776,92,12,0,876,1380,305,3,6,1694,552,44,6,3,597,285,72,3,0,360,119,28,0,0,148,332,33,0,4,363,497,89,0,0,588,57,6,0,0,60,4304,921,49,13,5286,576,1319,273,3,2172,1031,391,27,0,1443,1742,858,25,10,2632,598,88,7,3,695,448,385,40,0,870,218,116,9,0,349,466,105,4,4,580,628,213,6,0,842,87,24,7,0,121,5791,3493,404,25,9712
50601,79,321,72,0,478,102,105,15,0,222,120,118,5,0,242,17,13,0,0,30,60,96,7,0,167,25,35,9,0,65,51,13,5,0,73,38,33,0,0,74,13,4,0,0,18,505,742,112,7,1366,109,97,7,7,218,283,43,3,0,328,371,105,0,0,480,212,22,0,0,236,83,37,0,0,115,49,12,3,0,64,149,15,6,0,164,176,19,3,0,199,26,4,0,0,30,1458,351,23,3,1832,184,424,76,6,690,380,145,19,0,548,493,226,8,0,724,233,32,0,0,268,142,136,7,0,283,73,47,8,0,130,200,30,5,0,239,218,51,3,0,273,38,5,4,0,49,1960,1093,132,14,3200
50602,140,679,253,0,1072,223,305,29,0,565,131,180,10,0,325,22,31,4,0,61,120,140,22,0,280,45,98,14,0,162,152,31,6,0,198,46,31,0,0,79,22,36,3,0,58,907,1548,346,0,2798,155,122,17,0,291,456,97,12,0,565,335,100,0,0,437,213,18,0,0,234,207,27,3,4,241,69,15,3,0,91,380,5,3,0,392,183,22,0,0,204,31,6,4,3,46,2032,424,36,11,2501,300,798,266,6,1372,681,406,44,0,1127,465,277,11,0,760,234,51,4,0,289,322,171,26,4,524,118,117,20,0,251,532,45,13,0,586,224,52,0,0,280,52,46,0,3,102,2937,1964,384,15,5298
50603,171,985,295,0,1456,238,281,34,0,561,168,345,16,0,531,23,41,0,0,69,136,258,29,0,426,60,117,26,0,199,134,68,3,0,207,62,45,3,0,118,18,35,5,4,70,1019,2181,422,12,3630,157,160,26,0,342,478,104,10,0,593,499,131,3,0,635,232,20,0,0,252,218,51,8,0,279,90,27,0,0,119,362,14,3,0,389,229,45,0,0,269,50,6,0,0,57,2321,562,46,4,2933,333,1147,320,0,1796,717,390,44,0,1154,674,469,21,3,1166,259,62,0,0,322,358,310,33,0,705,146,142,26,0,312,504,86,6,0,603,291,91,7,0,390,70,42,5,4,123,3343,2743,470,10,6568
50604,122,446,105,0,668,127,147,7,0,288,155,186,3,0,345,24,17,4,0,46,86,131,4,0,226,27,46,10,0,82,92,57,4,0,151,40,37,3,0,87,9,18,0,0,31,692,1089,149,0,1924,148,109,5,0,261,351,58,9,0,416,480,135,0,3,617,241,14,0,0,263,111,31,0,0,147,69,18,0,0,83,246,12,0,0,259,198,44,0,0,242,25,8,0,0,32,1877,432,15,3,2327,268,551,107,0,929,484,205,16,0,704,636,324,3,3,965,268,37,5,0,304,199,160,7,0,374,93,65,10,0,167,344,65,5,0,417,243,80,3,0,325,39,27,0,0,62,2564,1520,162,4,4247
50605,98,227,74,0,408,132,100,9,0,240,81,88,9,0,177,17,13,0,0,30,63,89,15,0,173,20,28,8,0,53,75,36,0,0,115,21,36,0,0,58,3,3,0,0,12,514,614,114,0,1253,114,84,4,0,200,277,51,3,0,325,282,67,0,6,356,147,17,0,0,167,110,30,0,0,141,37,7,0,0,46,102,10,0,0,119,98,25,0,0,123,10,3,0,0,17,1179,308,5,3,1493,216,315,80,0,607,408,152,9,0,567,366,155,9,6,526,164,32,0,0,197,175,118,15,0,308,52,35,8,0,97,173,49,0,0,231,124,56,0,0,181,17,5,0,0,30,1695,924,122,6,2744
50606,47,101,14,5,168,22,42,0,0,61,45,59,0,0,109,12,0,0,0,11,37,48,5,0,93,11,4,0,0,14,25,11,0,0,41,24,12,4,0,33,4,8,0,0,12,220,289,29,4,550,81,54,0,4,135,83,14,0,0,96,196,55,0,0,247,75,6,0,0,84,58,14,0,0,75,19,4,0,0,27,65,6,0,3,74,87,14,0,0,99,14,0,0,0,17,677,165,0,4,850,130,151,23,7,299,105,55,0,0,161,238,113,0,0,355,87,7,0,0,97,94,64,5,0,167,32,9,0,0,37,97,19,0,3,119,105,22,4,0,135,18,9,0,0,32,903,455,33,12,1399
50607,102,217,50,0,374,227,270,21,0,517,27,63,0,0,93,19,22,3,0,43,50,48,3,0,107,32,51,6,0,94,8,5,0,0,8,16,8,3,0,35,12,14,5,0,26,494,715,97,3,1303,55,47,5,0,102,416,90,7,0,510,138,28,0,0,167,86,10,0,0,99,58,14,0,0,68,38,5,0,0,46,30,0,0,0,30,60,18,0,0,73,12,0,0,0,14,894,205,7,3,1107,157,262,54,0,475,643,359,24,0,1028,167,95,0,0,260,105,36,3,0,144,107,63,3,4,175,75,59,6,0,138,36,5,0,0,43,75,27,3,0,107,25,14,5,0,46,1382,917,104,7,2407
50701,169,784,253,3,1211,189,222,22,0,426,210,339,15,0,566,40,27,5,0,73,96,228,29,3,360,44,83,10,0,138,73,47,0,0,125,55,63,9,0,128,25,27,5,0,56,904,1822,348,5,3079,160,146,10,0,314,626,82,7,0,723,700,188,5,0,891,351,29,0,0,374,149,60,0,0,212,64,30,0,0,97,157,16,0,4,171,247,48,0,0,297,39,7,0,0,47,2496,604,24,3,3132,330,934,268,4,1531,817,306,31,0,1151,907,527,18,0,1456,392,54,5,0,452,245,291,31,3,569,107,110,7,0,232,228,62,0,4,298,306,113,7,0,423,67,33,7,0,103,3398,2428,375,11,6212
50702,148,592,145,0,876,284,337,27,0,642,92,144,6,0,240,31,32,3,0,61,44,103,11,0,155,39,76,10,0,128,22,13,0,0,39,19,30,8,0,62,16,14,3,0,30,691,1335,205,4,2231,171,133,18,0,327,744,113,12,0,868,327,91,0,0,424,204,25,0,0,225,53,22,0,0,78,70,23,3,0,97,50,6,0,0,51,97,19,0,0,121,32,0,0,0,35,1744,440,31,4,2216,316,721,157,0,1204,1027,448,38,4,1513,417,237,6,0,660,233,56,3,0,291,99,123,11,0,233,111,105,14,0,225,74,22,0,0,90,122,47,8,0,180,46,13,3,0,64,2436,1768,240,4,4452
50703,26,116,35,0,182,36,36,3,0,80,45,60,0,0,103,4,10,0,0,13,16,41,0,0,55,4,12,0,0,16,21,19,0,0,46,20,11,4,0,34,0,7,4,0,10,173,308,50,0,534,46,41,4,3,90,92,6,0,0,99,196,57,0,0,260,90,8,0,0,100,42,13,0,0,54,14,5,0,0,20,69,4,0,0,77,96,19,0,0,112,11,0,0,0,12,654,157,6,3,822,71,160,42,3,276,127,46,3,0,178,245,115,0,0,363,95,16,0,0,111,58,50,3,0,116,17,17,0,0,34,88,27,0,0,118,110,27,4,0,147,13,6,4,0,23,825,465,57,3,1353
50704,200,538,120,0,857,406,462,22,0,894,134,184,5,0,323,36,46,4,0,84,130,194,14,0,337,60,89,7,0,157,25,5,0,0,40,50,41,0,0,91,34,33,3,0,70,1075,1591,181,8,2851,156,115,8,0,282,979,193,16,3,1192,482,103,0,0,583,279,36,0,0,321,138,36,0,0,171,75,22,0,0,101,94,5,0,0,99,172,39,0,0,204,33,13,4,0,41,2405,554,26,10,2989,353,653,132,0,1142,1385,654,36,3,2083,619,287,5,0,909,312,89,4,0,405,268,225,12,4,506,140,106,7,0,250,118,12,0,0,132,218,75,0,0,296,66,44,5,0,112,3479,2145,207,13,5841
50705,80,370,83,0,532,137,137,15,0,291,111,174,5,0,293,25,27,10,0,67,73,120,10,0,199,28,45,10,0,77,36,17,0,0,54,25,38,0,0,70,6,13,0,0,22,529,945,129,0,1608,130,125,9,0,261,430,65,5,0,499,569,142,4,0,716,391,25,3,3,419,139,35,0,0,180,70,22,0,0,93,116,13,0,0,129,254,42,0,0,297,30,3,0,0,43,2137,482,18,9,2638,209,497,83,0,797,570,210,16,0,799,686,318,4,0,1009,419,58,11,3,482,212,154,10,0,383,99,68,10,0,175,151,28,0,0,178,279,81,8,0,366,42,16,0,0,62,2666,1428,149,11,4244
50901,170,619,76,4,869,82,133,16,0,234,67,125,7,4,194,9,14,4,0,26,30,127,3,0,165,14,39,8,0,62,24,31,3,0,54,24,30,0,0,50,5,6,0,0,8,415,1127,115,12,1669,611,668,5,15,1292,356,92,13,0,462,392,162,0,4,563,149,17,0,0,164,83,73,3,3,162,42,34,0,0,76,95,31,0,0,127,203,52,0,0,254,20,3,0,0,24,1946,1117,33,20,3120,773,1290,86,19,2169,442,223,28,3,692,462,289,11,3,761,159,25,4,0,186,118,202,9,0,327,54,71,8,0,133,115,61,0,0,179,227,78,3,0,307,25,9,0,0,29,2363,2248,145,35,4790
50902,340,813,50,7,1216,66,70,11,0,145,90,113,7,4,208,5,6,0,0,12,46,120,11,0,176,31,37,0,0,72,47,66,5,0,121,37,30,0,0,71,10,16,0,0,24,665,1276,89,9,2042,660,558,0,24,1244,148,38,3,5,199,310,105,0,5,424,76,9,0,0,87,97,45,0,0,146,35,17,0,0,57,88,33,0,0,121,172,31,0,0,210,11,7,0,0,22,1609,850,14,37,2500,997,1366,58,31,2460,213,109,13,5,340,403,214,7,8,634,80,15,3,0,106,140,169,14,0,323,60,60,3,0,127,137,101,5,0,243,209,66,0,6,274,24,20,0,0,46,2273,2120,100,49,4544
50903,154,455,9,3,623,21,30,0,0,55,29,43,0,0,72,0,3,0,0,8,17,63,0,0,80,16,22,0,0,33,9,28,0,0,38,20,24,0,0,34,8,7,0,0,11,262,672,13,6,953,347,454,0,4,807,49,17,0,0,65,106,45,0,0,146,32,0,0,0,34,35,24,0,0,57,11,12,0,0,24,40,20,0,0,62,45,14,0,0,61,9,0,0,0,4,673,583,0,10,1266,503,908,9,11,1425,66,47,4,0,118,137,89,0,0,221,33,3,0,0,38,52,85,0,0,133,22,37,0,0,60,45,45,0,0,98,62,37,0,0,101,14,10,0,0,20,926,1258,15,14,2221
