POW_SA3_CODE_2021,M_15_19_EWFT,M_15_19_EWPT,M_15_19_EAFW,M_15_19_EHW_NS,M_15_19_Tot,M_20_24_EWFT,M_20_24_EWPT,M_20_24_EAFW,M_20_24_EHW_NS,M_20_24_Tot,M_25_29_EWFT,M_25_29_EWPT,M_25_29_EAFW,M_25_29_EHW_NS,M_25_29_Tot,M_30_34_EWFT,M_30_34_EWPT,M_30_34_EAFW,M_30_34_EHW_NS,M_30_34_Tot,M_35_39_EWFT,M_35_39_EWPT,M_35_39_EAFW,M_35_39_EHW_NS,M_35_39_Tot,M_40_44_EWFT,M_40_44_EWPT,M_40_44_EAFW,M_40_44_EHW_NS,M_40_44_Tot,M_45_49_EWFT,M_45_49_EWPT,M_45_49_EAFW,M_45_49_EHW_NS,M_45_49_Tot,M_50_54_EWFT,M_50_54_EWPT,M_50_54_EAFW,M_50_54_EHW_NS,M_50_54_Tot,M_55_59_EWFT,M_55_59_EWPT,M_55_59_EAFW,M_55_59_EHW_NS,M_55_59_Tot,M_60_64_EWFT,M_60_64_EWPT,M_60_64_EAFW,M_60_64_EHW_NS,M_60_64_Tot,M_65_69_EWFT,M_65_69_EWPT,M_65_69_EAFW,M_65_69_EHW_NS,M_65_69_Tot,M_70_74_EWFT,M_70_74_EWPT,M_70_74_EAFW,M_70_74_EHW_NS,M_70_74_Tot,M_75ov_EWFT,M_75ov_EWPT,M_75ov_EAFW,M_75ov_EHW_NS,M_75ov_Tot,M_Tot_EWFT,M_Tot_EWPT,M_Tot_EAFW,M_Tot_EHW_NS,M_Tot_Tot,F_15_19_EWFT,F_15_19_EWPT,F_15_19_EAFW,F_15_19_EHW_NS,F_15_19_Tot,F_20_24_EWFT,F_20_24_EWPT,F_20_24_EAFW,F_20_24_EHW_NS,F_20_24_Tot,F_25_29_EWFT,F_25_29_EWPT,F_25_29_EAFW,F_25_29_EHW_NS,F_25_29_Tot,F_30_34_EWFT,F_30_34_EWPT,F_30_34_EAFW,F_30_34_EHW_NS,F_30_34_Tot,F_35_39_EWFT,F_35_39_EWPT,F_35_39_EAFW,F_35_39_EHW_NS,F_35_39_Tot,F_40_44_EWFT,F_40_44_EWPT,F_40_44_EAFW,F_40_44_EHW_NS,F_40_44_Tot,F_45_49_EWFT,F_45_49_EWPT,F_45_49_EAFW,F_45_49_EHW_NS,F_45_49_Tot,F_50_54_EWFT,F_50_54_EWPT,F_50_54_EAFW,F_50_54_EHW_NS,F_50_54_Tot,F_55_59_EWFT,F_55_59_EWPT,F_55_59_EAFW,F_55_59_EHW_NS,F_55_59_Tot,F_60_64_EWFT,F_60_64_EWPT,F_60_64_EAFW,F_60_64_EHW_NS,F_60_64_Tot,F_65_69_EWFT,F_65_69_EWPT,F_65_69_EAFW,F_65_69_EHW_NS,F_65_69_Tot,F_70_74_EWFT,F_70_74_EWPT,F_70_74_EAFW,F_70_74_EHW_NS,F_70_74_Tot,F_75ov_EWFT,F_75ov_EWPT,F_75ov_EAFW,F_75ov_EHW_NS,F_75ov_Tot,F_Tot_EWFT,F_Tot_EWPT,F_Tot_EAFW,F_Tot_EHW_NS,F_Tot_Tot,P_15_19_EWFT,P_15_19_EWPT,P_15_19_EAFW,P_15_19_EHW_NS,P_15_19_Tot,P_20_24_EWFT,P_20_24_EWPT,P_20_24_EAFW,P_20_24_EHW_NS,P_20_24_Tot,P_25_29_EWFT,P_25_29_EWPT,P_25_29_EAFW,P_25_29_EHW_NS,P_25_29_Tot,P_30_34_EWFT,P_30_34_EWPT,P_30_34_EAFW,P_30_34_EHW_NS,P_30_34_Tot,P_35_39_EWFT,P_35_39_EWPT,P_35_39_EAFW,P_35_39_EHW_NS,P_35_39_Tot,P_40_44_EWFT,P_40_44_EWPT,P_40_44_EAFW,P_40_44_EHW_NS,P_40_44_Tot,P_45_49_EWFT,P_45_49_EWPT,P_45_49_EAFW,P_45_49_EHW_NS,P_45_49_Tot,P_50_54_EWFT,P_50_54_EWPT,P_50_54_EAFW,P_50_54_EHW_NS,P_50_54_Tot,P_55_59_EWFT,P_55_59_EWPT,P_55_59_EAFW,P_55_59_EHW_NS,P_55_59_Tot,P_60_64_EWFT,P_60_64_EWPT,P_60_64_EAFW,P_60_64_EHW_NS,P_60_64_Tot,P_65_69_EWFT,P_65_69_EWPT,P_65_69_EAFW,P_65_69_EHW_NS,P_65_69_Tot,P_70_74_EWFT,P_70_74_EWPT,P_70_74_EAFW,P_70_74_EHW_NS,P_70_74_Tot
50702,150,609,26,10,804,612,791,49,25,1481,959,411,43,30,1443,1275,286,46,36,1638,1291,261,58,34,1642,1145,227,48,21,1435,1186,214,45,13,1456,1224,191,58,22,1495,1037,236,73,15,1358,742,254,74,12,1078,293,247,29,7,570,91,163,17,5,274,38,89,4,5,135,10055,3968,562,228,14812,98,754,34,12,900,501,960,44,32,1535,820,607,77,25,1536,829,699,130,17,1669,707,817,105,25,1652,717,786,43,9,1557,815,730,41,10,1596,833,683,67,18,1599,752,569,61,9,1395,443,598,54,10,1113,149,336,30,6,521,30,142,6,0,176,4,52,0,3,67,6709,7734,698,168,15316,249,1365,64,26,1707,1111,1754,96,57,3013,1781,1023,119,53,2975,2104,982,177,51,3308,1999,1082,161,53,3300,1866,1011,94,32,2995,1999,940,88,24,3052,2050,876,127,39,3090,1793,810,133,24,2755,1184,850,130,21,2189,447,577,60,18,1096,123,300,19,5,452
50703,194,256,6,3,460,507,191,29,23,743,845,130,32,33,1040,1076,110,41,21,1248,1142,104,44,16,1305,1141,100,34,27,1292,1159,94,38,22,1316,1155,96,51,18,1319,1051,106,64,12,1233,744,85,64,11,899,252,74,22,3,361,45,38,3,4,88,8,20,3,0,35,9315,1404,427,184,11339,48,317,14,10,393,230,210,24,9,468,329,231,48,15,621,324,318,68,19,729,382,365,33,7,783,397,342,28,6,778,422,306,24,9,760,362,252,41,12,664,276,185,24,5,484,160,140,15,4,319,56,66,6,4,134,15,22,3,0,39,3,6,0,0,10,2994,2770,325,103,6193,246,572,18,13,852,737,394,53,27,1215,1169,360,76,48,1658,1399,425,111,41,1975,1524,464,76,28,2091,1531,438,57,34,2067,1583,400,69,26,2078,1518,354,84,30,1983,1324,293,84,15,1714,900,229,81,14,1220,315,142,32,9,495,58,62,9,4,133
50704,162,1027,47,8,1250,712,963,56,38,1774,1225,456,37,46,1757,1538,348,52,42,1981,1599,289,46,46,1981,1534,246,40,32,1843,1424,266,34,21,1742,1375,253,49,25,1702,1040,274,70,20,1400,814,351,50,17,1231,339,338,34,11,726,106,218,8,9,339,32,136,4,7,175,11896,5158,526,322,17903,112,1497,55,21,1685,917,1558,93,43,2613,1587,998,178,34,2798,1400,1291,273,45,3012,1203,1554,225,31,3006,1240,1513,92,21,2863,1374,1356,82,16,2832,1432,1234,91,30,2782,1134,1283,140,22,2575,706,1028,103,10,1856,248,524,50,0,825,50,227,14,4,291,11,75,9,3,101,11409,14139,1400,286,27236,279,2529,106,32,2936,1625,2522,153,86,4387,2811,1453,212,85,4557,2940,1644,334,81,4994,2801,1839,272,80,4991,2773,1758,129,50,4708,2796,1624,118,41,4574,2804,1484,141,56,4486,2178,1554,206,39,3978,1523,1376,150,27,3078,594,861,84,14,1554,155,447,23,11,624
50705,281,1077,41,34,1431,1040,622,39,36,1739,1320,318,57,42,1742,1303,191,69,38,1597,1281,221,39,36,1580,1102,176,37,34,1344,1047,188,36,27,1295,1073,185,40,19,1318,976,234,61,19,1292,593,248,60,8,912,218,172,21,7,424,47,92,6,0,143,19,56,7,8,85,10305,3766,513,311,14901,187,1549,42,19,1790,762,1032,75,43,1910,989,851,184,40,2059,859,1028,166,36,2086,925,1202,98,20,2249,907,1140,62,13,2125,1016,1080,59,27,2180,955,946,92,21,2023,790,869,102,21,1783,393,643,77,7,1122,115,281,31,9,434,16,100,4,0,130,0,30,0,5,34,7926,10739,998,258,19922,473,2620,80,47,3221,1798,1654,117,82,3650,2308,1168,246,80,3805,2157,1216,229,74,3681,2204,1423,143,58,3828,2007,1311,103,48,3463,2065,1263,95,49,3477,2030,1132,134,47,3339,1771,1104,162,44,3075,991,888,133,19,2034,330,453,54,12,858,66,191,14,0,268
50901,331,513,29,17,894,649,221,27,40,936,751,170,42,27,991,878,160,40,23,1106,875,179,36,24,1119,914,184,33,17,1146,1004,161,42,22,1219,1055,232,64,26,1376,1018,289,89,31,1418,824,350,76,19,1268,387,264,43,14,710,179,185,27,7,404,86,144,18,15,269,8969,3031,572,289,12850,146,638,33,20,841,441,335,36,18,831,470,390,91,23,970,378,554,101,17,1045,462,684,48,19,1210,575,718,41,11,1354,693,698,46,15,1460,744,705,89,27,1559,662,689,87,13,1450,432,691,86,20,1235,183,370,44,9,612,61,161,20,11,249,25,68,15,6,115,5269,6706,733,214,12930,484,1150,57,38,1732,1091,553,66,54,1764,1219,553,140,53,1963,1262,710,142,41,2145,1335,867,84,39,2330,1496,899,77,34,2501,1699,857,88,38,2677,1798,936,156,51,2933,1680,973,173,40,2871,1258,1047,159,44,2501,569,632,94,29,1322,243,344,44,18,656
50902,271,250,26,13,556,640,150,27,21,840,823,145,26,36,1036,894,118,41,20,1078,904,101,42,19,1061,932,117,25,32,1098,998,107,28,21,1151,1068,149,73,19,1310,1084,188,56,16,1346,951,270,65,19,1298,453,235,51,16,759,225,159,22,22,429,132,147,17,26,319,9364,2129,510,280,12285,124,339,26,13,504,383,201,39,19,633,460,295,59,13,826,408,355,76,22,859,407,527,45,13,1000,420,467,35,13,935,553,457,34,16,1058,615,524,47,17,1209,569,548,59,21,1199,450,538,76,15,1082,180,281,46,13,528,64,138,11,6,215,35,82,12,9,136,4666,4758,560,200,10184,391,589,53,31,1066,1024,351,59,36,1471,1285,441,85,51,1864,1299,479,118,41,1935,1310,624,87,29,2064,1348,579,56,47,2032,1549,563,63,33,2215,1680,673,124,43,2518,1652,740,117,36,2542,1405,803,140,29,2381,636,514,97,26,1286,285,300,33,30,644
50903,123,70,15,16,217,303,47,20,12,385,426,65,30,13,534,494,39,31,14,578,590,70,47,20,721,539,37,33,4,616,576,61,43,14,693,650,69,46,6,784,561,94,53,15,721,482,91,56,11,638,247,82,28,3,367,107,69,13,4,197,79,65,9,9,164,5189,868,424,147,6625,37,107,6,8,163,148,112,21,9,289,218,89,30,6,346,153,166,39,15,372,184,230,31,3,445,211,197,19,6,430,252,195,8,7,467,269,203,35,5,513,259,213,41,0,509,206,193,34,5,446,91,126,18,8,234,46,63,11,4,120,23,39,0,4,65,2089,1944,287,88,4408,160,176,21,26,382,452,163,37,14,674,646,160,57,18,883,648,205,73,36,959,774,294,74,26,1171,752,230,54,12,1048,828,252,56,20,1159,927,277,84,16,1297,815,306,95,9,1233,692,286,92,13,1083,336,210,46,9,603,145,138,22,9,312
51001,97,156,14,11,289,392,101,23,16,535,643,103,28,34,811,775,115,41,24,958,713,86,44,20,860,615,96,44,33,784,585,79,39,15,723,679,103,43,18,842,533,106,45,20,699,388,97,38,14,536,199,104,22,5,330,64,39,10,6,112,24,16,0,0,44,5689,1198,392,225,7502,124,210,11,18,361,351,169,19,16,556,669,218,43,31,964,630,302,95,21,1056,587,302,50,15,958,467,274,33,9,780,507,187,29,17,736,502,182,32,9,722,462,149,38,12,655,343,148,32,15,537,131,87,12,0,236,35,34,0,3,74,11,14,0,6,34,4812,2278,401,175,7662,218,373,28,29,648,738,266,44,32,1084,1309,326,74,72,1769,1407,417,142,50,2010,1297,390,94,32,1812,1078,370,74,37,1565,1091,268,63,38,1461,1178,282,76,29,1565,997,255,78,30,1355,731,247,74,28,1073,331,189,37,9,566,96,71,9,8,181
51002,167,161,12,12,351,756,103,78,42,965,1688,132,168,57,2040,2332,196,302,71,2905,2440,159,323,80,3005,2041,156,258,64,2515,1929,150,284,39,2401,1785,133,306,38,2262,1519,113,253,31,1915,964,88,202,26,1275,318,36,91,10,450,65,13,6,3,94,18,4,5,0,26,16014,1445,2281,460,20198,88,151,8,22,280,504,109,68,29,711,874,183,93,30,1182,804,274,135,30,1249,643,268,91,19,1020,531,182,54,19,788,516,115,61,8,695,475,103,61,15,657,378,70,56,14,516,220,67,36,6,334,75,23,10,6,116,12,14,0,5,24,4,0,0,0,8,5118,1566,680,202,7567,254,321,25,33,629,1260,210,141,63,1678,2561,311,261,86,3221,3141,469,436,101,4149,3081,427,416,100,4026,2568,339,316,82,3300,2445,259,342,51,3100,2257,244,370,49,2915,1896,180,305,46,2429,1177,161,234,35,1606,393,65,96,12,568,74,29,6,3,122
51003,185,230,27,19,460,748,113,59,25,950,1507,120,169,57,1850,2109,183,279,67,2637,2368,192,307,57,2927,2075,155,274,37,2535,2061,147,270,33,2501,1790,131,285,41,2249,1497,111,273,44,1927,936,99,176,19,1219,312,20,75,8,412,58,11,11,0,87,6,10,3,3,18,15659,1519,2200,392,19775,92,226,13,18,349,475,107,38,19,640,693,210,97,24,1022,699,359,150,23,1225,666,415,84,28,1185,563,266,66,11,907,559,239,54,15,874,564,144,60,10,775,376,108,58,7,551,232,83,49,4,368,81,35,8,0,123,12,13,5,0,28,0,4,0,0,9,5008,2200,686,163,8056,279,459,43,35,810,1221,221,102,48,1588,2201,324,269,79,2873,2805,542,427,91,3859,3036,605,392,81,4112,2636,426,332,44,3434,2624,382,320,48,3377,2352,277,343,52,3025,1879,216,334,46,2477,1168,179,224,21,1587,388,59,81,8,534,78,22,14,0,113
51101,121,96,7,11,243,264,29,5,12,314,341,46,19,11,410,338,39,26,12,411,370,37,22,11,437,327,32,27,9,397,384,44,17,16,458,430,45,25,3,508,352,50,28,8,437,291,63,31,9,393,110,47,15,4,176,26,38,4,3,70,32,25,3,0,67,3394,588,233,112,4328,62,131,13,15,215,144,101,20,6,272,167,105,31,5,309,116,193,30,6,349,131,196,15,7,353,158,166,18,4,342,207,162,15,8,387,205,162,28,3,394,178,173,31,9,383,106,123,24,5,264,51,75,9,0,131,13,23,0,0,32,9,15,0,3,29,1548,1607,238,67,3464,181,230,23,18,454,412,130,26,20,583,505,145,46,16,719,453,235,57,18,759,498,228,34,20,788,490,198,43,10,742,592,204,36,19,853,637,203,52,9,902,527,220,63,14,821,402,186,55,12,655,162,117,24,4,311,44,54,6,3,109
51102,44,52,9,7,107,106,30,9,5,151,199,36,10,7,255,183,38,9,12,242,205,30,14,10,261,198,18,9,6,227,209,34,15,9,265,211,50,10,9,277,176,41,6,5,229,164,41,9,7,228,63,29,13,0,95,21,21,4,0,49,9,8,0,3,20,1789,431,106,79,2411,29,68,6,5,114,118,72,12,5,203,164,87,14,6,268,162,91,21,3,274,100,115,17,0,236,130,82,4,7,220,139,82,4,9,232,146,62,15,0,219,149,76,12,6,235,77,73,13,0,166,53,22,0,3,85,11,16,0,0,30,6,4,0,0,11,1285,846,114,53,2294,76,121,12,13,219,219,101,21,18,357,364,117,20,17,519,343,129,30,10,515,305,143,32,17,501,331,99,8,7,442,342,118,14,14,497,359,110,27,12,503,322,120,20,7,466,243,115,25,7,391,114,49,11,3,181,37,32,3,3,78
51103,297,236,29,14,573,1082,130,98,52,1361,1671,153,147,56,2031,1802,153,147,59,2162,1853,151,144,57,2207,1559,130,130,44,1859,1529,122,151,37,1841,1475,121,153,29,1776,1303,124,133,39,1605,968,114,98,27,1198,366,72,34,11,488,83,42,6,3,130,26,20,0,3,46,14008,1564,1269,423,17267,172,304,20,6,505,637,191,49,33,903,770,237,88,31,1123,671,384,103,13,1170,613,372,50,13,1051,591,289,38,13,942,677,246,48,14,980,640,256,45,21,957,561,245,49,14,870,321,207,37,15,579,110,109,8,0,230,23,29,0,0,61,3,9,9,3,24,5793,2867,542,183,9385,467,543,45,22,1074,1718,313,144,89,2262,2443,392,228,87,3148,2472,535,250,71,3333,2467,517,197,70,3256,2153,424,165,63,2803,2201,369,197,47,2820,2113,371,196,48,2735,1860,367,185,51,2471,1297,313,133,38,1779,477,181,45,7,719,104,71,7,3,189
51104,306,425,31,21,781,797,221,57,32,1098,1136,182,92,32,1443,1253,150,85,35,1529,1267,151,84,29,1524,1150,132,82,30,1392,1218,156,95,21,1496,1257,189,107,29,1585,1175,195,119,24,1507,938,244,99,14,1297,420,162,53,8,636,137,113,6,3,262,69,85,10,12,175,11111,2397,914,295,14723,151,606,33,9,798,488,374,53,15,923,571,347,80,19,1018,488,475,115,12,1089,493,551,68,14,1127,647,513,50,19,1229,721,546,49,21,1339,759,555,44,31,1391,655,537,79,18,1288,421,488,60,8,979,166,264,26,10,469,50,97,8,0,158,25,48,6,15,90,5629,5403,664,204,11901,459,1029,64,32,1579,1286,593,105,46,2027,1704,530,167,53,2457,1743,629,200,52,2616,1765,696,151,41,2649,1792,644,129,47,2617,1940,705,146,43,2834,2014,741,156,62,2977,1823,734,189,40,2797,1364,734,163,24,2275,583,425,82,19,1105,187,207,14,7,418
59797,5,0,0,0,6,28,0,0,0,36,57,5,8,0,67,104,7,28,3,138,152,3,46,3,205,136,7,35,0,182,141,8,27,0,175,154,9,44,0,203,106,6,27,0,142,45,5,8,5,62,8,0,7,0,23,0,0,0,0,7,0,0,0,0,0,956,54,214,22,1240,3,7,0,0,7,14,0,0,0,21,14,0,0,0,27,14,6,4,0,19,10,5,0,0,14,0,0,3,0,11,8,5,9,0,22,11,6,0,0,16,5,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,21,23,10,144,3,3,0,0,13,45,7,0,7,55,76,5,9,0,91,121,11,26,9,165,165,10,47,3,221,144,3,36,0,189,151,11,34,0,196,160,12,43,4,223,115,6,27,3,149,51,5,8,5,61,8,0,9,0,25,0,0,0,0,8
59999,759,698,76,36,1571,1997,1210,175,111,3487,2914,1043,242,122,4328,3628,1006,341,151,5124,3549,972,292,106,4917,3015,954,277,68,4309,2862,1013,313,82,4275,2879,1058,309,83,4335,2428,1184,328,63,4008,1737,1275,310,40,3362,665,922,167,25,1783,185,459,84,13,739,61,229,44,25,357,26692,12017,2952,938,42601,79,483,42,30,638,439,1005,115,58,1616,607,847,139,49,1639,659,1075,227,56,2016,526,1263,176,49,2010,530,1141,100,32,1797,584,1225,86,32,1923,615,1274,132,38,2063,493,1163,161,26,1837,276,904,135,24,1343,90,482,76,6,657,28,194,42,13,276,16,95,30,13,156,4938,11151,1457,417,17965,840,1191,116,66,2207,2433,2215,287,166,5104,3520,1889,384,172,5967,4287,2077,566,212,7141,4082,2231,466,156,6932,3538,2094,372,102,6109,3453,2234,402,117,6199,3498,2336,440,124,6396,2920,2347,489,86,5847,2013,2176,444,64,4703,758,1403,247,31,2433,213,657,119,27,1015
