POW_SA3_CODE_2021,Pro_300_399_H_0,Pro_300_399_H_1_19,Pro_300_399_H_20_29,Pro_300_399_H_30_34,Pro_300_399_H_35_39,Pro_300_399_H_40_44,Pro_300_399_H_45_49,Pro_300_399_H_50ov,Pro_300_399_H_NS,Pro_300_399_H_Tot,Pro_400_499_H_0,Pro_400_499_H_1_19,Pro_400_499_H_20_29,Pro_400_499_H_30_34,Pro_400_499_H_35_39,Pro_400_499_H_40_44,Pro_400_499_H_45_49,Pro_400_499_H_50ov,Pro_400_499_H_NS,Pro_400_499_H_Tot,Pro_500_649_H_0,Pro_500_649_H_1_19,Pro_500_649_H_20_29,Pro_500_649_H_30_34,Pro_500_649_H_35_39,Pro_500_649_H_40_44,Pro_500_649_H_45_49,Pro_500_649_H_50ov,Pro_500_649_H_NS,Pro_500_649_H_Tot,Pro_650_799_H_0,Pro_650_799_H_1_19,Pro_650_799_H_20_29,Pro_650_799_H_30_34,Pro_650_799_H_35_39,Pro_650_799_H_40_44,Pro_650_799_H_45_49,Pro_650_799_H_50ov,Pro_650_799_H_NS,Pro_650_799_H_Tot,Pro_800_999_H_0,Pro_800_999_H_1_19,Pro_800_999_H_20_29,Pro_800_999_H_30_34,Pro_800_999_H_35_39,Pro_800_999_H_40_44,Pro_800_999_H_45_49,Pro_800_999_H_50ov,Pro_800_999_H_NS,Pro_800_999_H_Tot,Pro_1000_1249_H_0,Pro_1000_1249_H_1_19,Pro_1000_1249_H_20_29,Pro_1000_1249_H_30_34,Pro_1000_1249_H_35_39,Pro_1000_1249_H_40_44,Pro_1000_1249_H_45_49,Pro_1000_1249_H_50ov,Pro_1000_1249_H_NS,Pro_1000_1249_H_Tot,Pro_1250_1499_H_0,Pro_1250_1499_H_1_19,Pro_1250_1499_H_20_29,Pro_1250_1499_H_30_34,Pro_1250_1499_H_35_39,Pro_1250_1499_H_40_44,Pro_1250_1499_H_45_49,Pro_1250_1499_H_50ov,Pro_1250_1499_H_NS,Pro_1250_1499_H_Tot,Pro_1500_1749_H_0,Pro_1500_1749_H_1_19,Pro_1500_1749_H_20_29,Pro_1500_1749_H_30_34,Pro_1500_1749_H_35_39,Pro_1500_1749_H_40_44,Pro_1500_1749_H_45_49,Pro_1500_1749_H_50ov,Pro_1500_1749_H_NS,Pro_1500_1749_H_Tot,Pro_1750_1999_H_0,Pro_1750_1999_H_1_19,Pro_1750_1999_H_20_29,Pro_1750_1999_H_30_34,Pro_1750_1999_H_35_39,Pro_1750_1999_H_40_44,Pro_1750_1999_H_45_49,Pro_1750_1999_H_50ov,Pro_1750_1999_H_NS,Pro_1750_1999_H_Tot,Pro_2000_2999_H_0,Pro_2000_2999_H_1_19,Pro_2000_2999_H_20_29,Pro_2000_2999_H_30_34,Pro_2000_2999_H_35_39,Pro_2000_2999_H_40_44,Pro_2000_2999_H_45_49,Pro_2000_2999_H_50ov,Pro_2000_2999_H_NS,Pro_2000_2999_H_Tot,Pro_3000_3499_H_0,Pro_3000_3499_H_1_19,Pro_3000_3499_H_20_29,Pro_3000_3499_H_30_34,Pro_3000_3499_H_35_39,Pro_3000_3499_H_40_44,Pro_3000_3499_H_45_49,Pro_3000_3499_H_50ov,Pro_3000_3499_H_NS,Pro_3000_3499_H_Tot,Pro_3500mo_H_0,Pro_3500mo_H_1_19,Pro_3500mo_H_20_29,Pro_3500mo_H_30_34,Pro_3500mo_H_35_39,Pro_3500mo_H_40_44,Pro_3500mo_H_45_49,Pro_3500mo_H_50ov,Pro_3500mo_H_NS,Pro_3500mo_H_Tot,Pro_PINS_H_0,Pro_PINS_H_1_19,Pro_PINS_H_20_29,Pro_PINS_H_30_34,Pro_PINS_H_35_39,Pro_PINS_H_40_44,Pro_PINS_H_45_49,Pro_PINS_H_50ov,Pro_PINS_H_NS,Pro_PINS_H_Tot,Pro_Tot_H_0,Pro_Tot_H_1_19,Pro_Tot_H_20_29,Pro_Tot_H_30_34,Pro_Tot_H_35_39,Pro_Tot_H_40_44,Pro_Tot_H_45_49,Pro_Tot_H_50ov,Pro_Tot_H_NS,Pro_Tot_H_Tot,TaTW_NNI_H_0,TaTW_NNI_H_1_19,TaTW_NNI_H_20_29,TaTW_NNI_H_30_34,TaTW_NNI_H_35_39,TaTW_NNI_H_40_44,TaTW_NNI_H_45_49,TaTW_NNI_H_50ov,TaTW_NNI_H_NS,TaTW_NNI_H_Tot,TaTW_1_149_H_0,TaTW_1_149_H_1_19,TaTW_1_149_H_20_29,TaTW_1_149_H_30_34,TaTW_1_149_H_35_39,TaTW_1_149_H_40_44,TaTW_1_149_H_45_49,TaTW_1_149_H_50ov,TaTW_1_149_H_NS,TaTW_1_149_H_Tot,TaTW_150_299_H_0,TaTW_150_299_H_1_19,TaTW_150_299_H_20_29,TaTW_150_299_H_30_34,TaTW_150_299_H_35_39,TaTW_150_299_H_40_44,TaTW_150_299_H_45_49,TaTW_150_299_H_50ov,TaTW_150_299_H_NS,TaTW_150_299_H_Tot,TaTW_300_399_H_0,TaTW_300_399_H_1_19,TaTW_300_399_H_20_29,TaTW_300_399_H_30_34,TaTW_300_399_H_35_39,TaTW_300_399_H_40_44,TaTW_300_399_H_45_49,TaTW_300_399_H_50ov,TaTW_300_399_H_NS,TaTW_300_399_H_Tot,TaTW_400_499_H_0,TaTW_400_499_H_1_19,TaTW_400_499_H_20_29,TaTW_400_499_H_30_34,TaTW_400_499_H_35_39,TaTW_400_499_H_40_44,TaTW_400_499_H_45_49,TaTW_400_499_H_50ov,TaTW_400_499_H_NS,TaTW_400_499_H_Tot,TaTW_500_649_H_0,TaTW_500_649_H_1_19,TaTW_500_649_H_20_29,TaTW_500_649_H_30_34,TaTW_500_649_H_35_39,TaTW_500_649_H_40_44,TaTW_500_649_H_45_49,TaTW_500_649_H_50ov,TaTW_500_649_H_NS,TaTW_500_649_H_Tot
50101,0,45,7,8,0,3,5,0,0,76,5,61,15,8,5,6,0,3,0,101,9,65,50,9,8,15,7,4,0,165,17,85,63,27,15,12,6,9,0,229,16,61,72,53,44,22,10,18,3,298,37,48,117,63,79,61,12,19,3,437,23,20,61,76,91,91,19,42,0,431,30,22,49,75,114,92,32,57,4,481,27,18,22,48,81,120,58,72,0,447,37,28,39,49,82,182,96,113,0,616,7,4,6,7,11,38,16,20,0,111,8,6,16,22,24,61,16,67,0,221,0,7,0,0,4,8,0,0,8,27,234,525,533,444,565,706,263,437,23,3731,0,6,0,0,0,9,0,6,0,23,3,32,4,0,0,0,0,0,0,43,0,32,6,6,5,0,0,9,0,53,0,39,18,13,8,0,0,3,0,78,3,38,33,12,37,31,6,9,3,171,4,44,70,36,39,46,14,16,0,271
50102,15,71,13,4,0,4,0,5,0,111,3,78,32,8,4,6,0,5,3,139,13,103,52,20,3,13,4,8,0,219,23,137,106,35,23,14,5,9,3,350,25,120,161,77,60,50,11,17,5,522,52,85,178,135,154,115,29,47,4,797,45,57,129,134,236,197,58,67,4,936,47,36,76,153,313,278,85,110,0,1096,47,19,42,81,243,280,94,111,0,919,82,37,54,84,290,551,201,347,8,1649,11,8,11,24,47,103,24,79,3,294,12,12,17,24,45,143,31,175,3,472,3,0,4,0,9,12,5,0,4,31,397,881,896,784,1430,1755,558,991,41,7733,6,0,0,5,0,0,3,7,0,22,9,50,11,0,0,0,0,3,0,77,8,60,9,0,4,0,0,3,3,91,7,75,23,4,12,13,4,12,4,157,5,71,45,9,37,40,7,24,8,250,15,75,94,19,65,102,23,43,9,455
50103,4,7,9,0,5,6,0,0,0,27,0,13,7,5,0,5,0,4,0,38,4,15,15,8,0,4,0,0,3,47,4,24,9,6,4,3,0,8,0,59,0,26,35,14,9,16,0,5,0,97,5,11,20,14,17,20,11,7,4,117,7,9,19,25,19,27,3,17,0,126,10,9,17,18,25,42,9,15,0,140,7,0,3,8,18,40,13,28,0,121,12,3,11,12,30,70,18,63,0,220,0,0,0,4,3,9,4,7,0,25,0,6,0,6,4,4,9,21,0,43,0,0,0,0,0,0,0,0,0,0,53,143,155,120,144,237,69,178,9,1107,0,0,0,0,0,0,0,3,0,10,0,9,0,0,0,0,0,0,0,11,7,15,6,0,0,0,0,3,0,30,0,23,4,0,0,0,3,3,0,42,0,16,3,7,13,12,3,3,0,59,4,17,14,9,20,15,3,9,0,93
50201,4,51,11,0,3,0,0,7,0,79,4,64,25,3,5,3,0,5,0,120,13,79,45,12,13,8,3,0,0,172,14,72,77,29,23,16,0,4,4,242,25,78,96,65,57,32,4,20,6,384,35,59,135,89,119,84,16,23,4,557,20,27,76,76,166,111,34,41,4,558,39,28,72,99,185,163,36,91,0,711,23,13,35,65,136,173,42,75,0,565,50,16,43,64,190,312,103,198,5,988,6,5,11,10,28,53,14,24,0,153,6,4,22,21,30,97,30,63,0,270,3,0,0,0,5,0,0,0,3,24,258,575,668,546,981,1060,282,557,27,4962,0,8,0,6,0,8,0,7,0,30,0,37,6,3,0,0,0,0,0,53,0,56,17,9,0,0,0,0,0,86,8,63,19,8,22,15,7,3,0,131,5,44,42,13,36,33,3,16,3,204,18,77,93,35,72,50,11,17,8,386
50301,20,180,31,15,7,10,0,9,0,278,14,159,45,13,3,7,3,0,4,255,46,304,98,32,24,32,4,12,4,562,53,271,192,58,33,40,13,11,7,685,62,261,329,121,67,72,17,23,9,959,97,227,512,291,290,223,55,54,12,1755,133,156,413,445,510,402,77,110,11,2259,191,143,286,467,751,624,127,169,3,2765,157,91,168,273,731,638,155,220,14,2436,179,138,212,260,984,1126,435,697,10,4047,21,44,53,44,87,223,83,223,6,773,44,107,138,158,163,476,156,665,13,1914,0,4,4,5,11,13,6,10,22,81,1058,2386,2520,2183,3675,3910,1120,2216,108,19178,0,0,7,0,0,0,0,0,0,13,4,39,3,0,0,0,0,0,0,50,0,56,6,4,0,0,0,0,0,72,3,55,14,4,7,0,0,4,3,88,3,72,34,3,20,15,0,0,0,155,4,70,72,20,32,32,0,3,3,255
50302,38,352,82,19,22,18,5,11,10,553,39,351,150,26,22,27,3,10,12,635,67,565,323,76,66,53,14,37,18,1217,125,546,542,138,165,136,17,47,17,1727,124,555,866,327,519,497,106,93,17,3111,255,494,1102,645,1569,1466,259,285,37,6109,322,338,953,823,2415,2329,453,536,40,8206,436,317,733,915,3012,3007,593,866,32,9904,399,201,448,675,2796,2912,632,906,29,8988,860,428,719,1096,5386,7907,1965,2958,59,21378,223,134,176,250,1009,2532,777,1226,18,6354,406,223,347,467,1349,4554,1811,4152,44,13349,15,16,20,7,41,98,15,49,85,339,3380,5013,6535,5495,18384,25573,6655,11201,423,82663,14,9,0,0,5,7,4,6,8,61,5,48,4,0,0,5,0,3,0,57,8,120,17,10,12,8,0,0,3,178,17,143,51,6,19,12,5,6,4,256,8,149,117,20,37,44,9,13,5,399,24,130,226,75,107,105,16,33,10,730
50401,4,70,9,4,4,0,0,0,0,103,0,56,21,9,3,6,3,5,0,100,5,76,48,17,8,11,5,6,4,181,5,65,89,25,23,24,0,17,5,252,10,61,79,43,50,39,5,13,4,309,19,63,70,61,116,93,21,24,0,458,21,41,65,56,160,140,35,45,7,567,18,28,41,59,149,178,55,58,0,577,22,22,31,27,135,125,47,71,4,473,28,23,42,52,140,217,93,164,0,758,5,3,9,11,23,33,16,38,0,140,5,11,18,17,18,48,25,58,3,192,0,7,3,4,4,11,0,0,8,33,156,624,530,383,820,921,306,511,35,4294,0,3,0,0,5,5,0,8,3,33,0,11,9,0,0,0,0,0,0,26,3,27,14,4,4,9,0,0,0,59,6,51,25,5,9,17,0,10,3,131,3,47,43,16,37,36,5,13,0,197,3,46,73,30,60,62,20,18,8,311
50402,0,18,3,6,4,4,0,4,0,34,0,36,12,4,0,0,0,8,0,60,0,32,17,8,6,7,4,0,0,72,7,29,28,13,3,15,0,0,0,90,12,27,40,14,6,13,7,8,0,122,10,15,49,29,24,36,9,8,0,171,8,9,31,20,43,49,11,14,0,181,12,4,16,23,58,64,19,29,0,234,9,9,5,15,54,62,26,46,0,234,12,3,18,21,65,86,38,75,0,323,0,0,4,0,7,13,5,23,0,56,4,9,6,13,10,28,12,24,0,97,0,0,3,0,0,6,0,0,3,13,76,249,243,166,293,376,121,241,7,1775,0,4,4,0,0,0,0,0,0,8,4,13,5,0,0,0,0,0,0,20,0,11,0,0,0,4,0,0,0,18,0,28,10,0,3,0,0,0,0,51,3,24,15,5,11,5,0,0,0,65,4,24,24,10,13,17,6,9,0,106
50403,4,102,14,9,3,5,0,0,3,147,12,82,49,8,5,9,0,5,6,166,19,125,87,21,14,12,5,14,3,297,13,109,141,43,42,27,0,19,6,396,27,117,155,87,88,67,18,37,3,588,32,78,221,120,241,189,41,63,12,998,51,50,164,131,343,298,64,87,9,1205,67,64,104,136,473,416,111,179,10,1553,62,18,55,109,397,417,124,206,4,1389,99,45,79,92,506,759,277,407,3,2271,10,13,21,27,43,123,42,74,0,350,13,15,32,51,67,160,68,145,3,557,3,4,9,7,3,11,0,7,21,67,421,994,1150,846,2228,2507,747,1252,92,10237,5,13,3,5,4,11,3,8,3,60,7,33,3,0,0,0,0,0,0,51,5,75,22,5,8,7,0,7,0,127,8,99,45,22,21,31,3,13,3,237,7,89,61,17,62,58,20,21,5,335,16,59,153,50,108,114,25,45,6,576
50501,10,134,42,16,7,11,0,9,0,224,19,129,45,13,8,8,0,11,5,239,30,192,87,36,18,16,3,16,0,394,39,236,175,56,39,34,10,13,0,597,53,191,258,93,86,55,6,20,8,764,56,169,391,216,253,169,36,53,5,1337,59,103,298,241,297,261,68,102,4,1433,82,77,221,250,499,392,90,144,5,1766,75,55,137,157,468,423,139,203,0,1665,109,94,129,179,690,745,254,530,10,2731,11,15,27,27,74,103,39,79,4,384,24,23,67,70,95,234,61,224,0,803,0,6,13,3,11,12,4,12,16,76,602,1648,1917,1361,2546,2471,709,1416,66,12735,7,6,3,3,7,0,0,6,4,32,0,49,0,0,3,0,0,0,0,60,6,73,13,5,5,6,0,0,0,108,8,93,38,9,12,10,5,10,0,182,11,84,77,17,33,30,3,4,3,259,18,89,152,44,69,58,10,20,4,459
