POW_SA3_CODE_2021,Pro_300_399_H_0,Pro_300_399_H_1_19,Pro_300_399_H_20_29,Pro_300_399_H_30_34,Pro_300_399_H_35_39,Pro_300_399_H_40_44,Pro_300_399_H_45_49,Pro_300_399_H_50ov,Pro_300_399_H_NS,Pro_300_399_H_Tot,Pro_400_499_H_0,Pro_400_499_H_1_19,Pro_400_499_H_20_29,Pro_400_499_H_30_34,Pro_400_499_H_35_39,Pro_400_499_H_40_44,Pro_400_499_H_45_49,Pro_400_499_H_50ov,Pro_400_499_H_NS,Pro_400_499_H_Tot,Pro_500_649_H_0,Pro_500_649_H_1_19,Pro_500_649_H_20_29,Pro_500_649_H_30_34,Pro_500_649_H_35_39,Pro_500_649_H_40_44,Pro_500_649_H_45_49,Pro_500_649_H_50ov,Pro_500_649_H_NS,Pro_500_649_H_Tot,Pro_650_799_H_0,Pro_650_799_H_1_19,Pro_650_799_H_20_29,Pro_650_799_H_30_34,Pro_650_799_H_35_39,Pro_650_799_H_40_44,Pro_650_799_H_45_49,Pro_650_799_H_50ov,Pro_650_799_H_NS,Pro_650_799_H_Tot,Pro_800_999_H_0,Pro_800_999_H_1_19,Pro_800_999_H_20_29,Pro_800_999_H_30_34,Pro_800_999_H_35_39,Pro_800_999_H_40_44,Pro_800_999_H_45_49,Pro_800_999_H_50ov,Pro_800_999_H_NS,Pro_800_999_H_Tot,Pro_1000_1249_H_0,Pro_1000_1249_H_1_19,Pro_1000_1249_H_20_29,Pro_1000_1249_H_30_34,Pro_1000_1249_H_35_39,Pro_1000_1249_H_40_44,Pro_1000_1249_H_45_49,Pro_1000_1249_H_50ov,Pro_1000_1249_H_NS,Pro_1000_1249_H_Tot,Pro_1250_1499_H_0,Pro_1250_1499_H_1_19,Pro_1250_1499_H_20_29,Pro_1250_1499_H_30_34,Pro_1250_1499_H_35_39,Pro_1250_1499_H_40_44,Pro_1250_1499_H_45_49,Pro_1250_1499_H_50ov,Pro_1250_1499_H_NS,Pro_1250_1499_H_Tot,Pro_1500_1749_H_0,Pro_1500_1749_H_1_19,Pro_1500_1749_H_20_29,Pro_1500_1749_H_30_34,Pro_1500_1749_H_35_39,Pro_1500_1749_H_40_44,Pro_1500_1749_H_45_49,Pro_1500_1749_H_50ov,Pro_1500_1749_H_NS,Pro_1500_1749_H_Tot,Pro_1750_1999_H_0,Pro_1750_1999_H_1_19,Pro_1750_1999_H_20_29,Pro_1750_1999_H_30_34,Pro_1750_1999_H_35_39,Pro_1750_1999_H_40_44,Pro_1750_1999_H_45_49,Pro_1750_1999_H_50ov,Pro_1750_1999_H_NS,Pro_1750_1999_H_Tot,Pro_2000_2999_H_0,Pro_2000_2999_H_1_19,Pro_2000_2999_H_20_29,Pro_2000_2999_H_30_34,Pro_2000_2999_H_35_39,Pro_2000_2999_H_40_44,Pro_2000_2999_H_45_49,Pro_2000_2999_H_50ov,Pro_2000_2999_H_NS,Pro_2000_2999_H_Tot,Pro_3000_3499_H_0,Pro_3000_3499_H_1_19,Pro_3000_3499_H_20_29,Pro_3000_3499_H_30_34,Pro_3000_3499_H_35_39,Pro_3000_3499_H_40_44,Pro_3000_3499_H_45_49,Pro_3000_3499_H_50ov,Pro_3000_3499_H_NS,Pro_3000_3499_H_Tot,Pro_3500mo_H_0,Pro_3500mo_H_1_19,Pro_3500mo_H_20_29,Pro_3500mo_H_30_34,Pro_3500mo_H_35_39,Pro_3500mo_H_40_44,Pro_3500mo_H_45_49,Pro_3500mo_H_50ov,Pro_3500mo_H_NS,Pro_3500mo_H_Tot,Pro_PINS_H_0,Pro_PINS_H_1_19,Pro_PINS_H_20_29,Pro_PINS_H_30_34,Pro_PINS_H_35_39,Pro_PINS_H_40_44,Pro_PINS_H_45_49,Pro_PINS_H_50ov,Pro_PINS_H_NS,Pro_PINS_H_Tot,Pro_Tot_H_0,Pro_Tot_H_1_19,Pro_Tot_H_20_29,Pro_Tot_H_30_34,Pro_Tot_H_35_39,Pro_Tot_H_40_44,Pro_Tot_H_45_49,Pro_Tot_H_50ov,Pro_Tot_H_NS,Pro_Tot_H_Tot,TaTW_NNI_H_0,TaTW_NNI_H_1_19,TaTW_NNI_H_20_29,TaTW_NNI_H_30_34,TaTW_NNI_H_35_39,TaTW_NNI_H_40_44,TaTW_NNI_H_45_49,TaTW_NNI_H_50ov,TaTW_NNI_H_NS,TaTW_NNI_H_Tot,TaTW_1_149_H_0,TaTW_1_149_H_1_19,TaTW_1_149_H_20_29,TaTW_1_149_H_30_34,TaTW_1_149_H_35_39,TaTW_1_149_H_40_44,TaTW_1_149_H_45_49,TaTW_1_149_H_50ov,TaTW_1_149_H_NS,TaTW_1_149_H_Tot,TaTW_150_299_H_0,TaTW_150_299_H_1_19,TaTW_150_299_H_20_29,TaTW_150_299_H_30_34,TaTW_150_299_H_35_39,TaTW_150_299_H_40_44,TaTW_150_299_H_45_49,TaTW_150_299_H_50ov,TaTW_150_299_H_NS,TaTW_150_299_H_Tot,TaTW_300_399_H_0,TaTW_300_399_H_1_19,TaTW_300_399_H_20_29,TaTW_300_399_H_30_34,TaTW_300_399_H_35_39,TaTW_300_399_H_40_44,TaTW_300_399_H_45_49,TaTW_300_399_H_50ov,TaTW_300_399_H_NS,TaTW_300_399_H_Tot,TaTW_400_499_H_0,TaTW_400_499_H_1_19,TaTW_400_499_H_20_29,TaTW_400_499_H_30_34,TaTW_400_499_H_35_39,TaTW_400_499_H_40_44,TaTW_400_499_H_45_49,TaTW_400_499_H_50ov,TaTW_400_499_H_NS,TaTW_400_499_H_Tot,TaTW_500_649_H_0,TaTW_500_649_H_1_19,TaTW_500_649_H_20_29,TaTW_500_649_H_30_34,TaTW_500_649_H_35_39,TaTW_500_649_H_40_44,TaTW_500_649_H_45_49,TaTW_500_649_H_50ov,TaTW_500_649_H_NS,TaTW_500_649_H_Tot
50502,13,178,37,13,12,17,3,4,0,271,8,182,75,20,13,16,0,6,0,313,14,243,129,23,24,30,6,17,4,499,36,219,212,83,56,47,16,19,8,692,44,232,253,138,213,141,17,36,5,1076,60,175,296,237,398,363,62,84,6,1691,61,115,256,237,629,489,93,139,11,2034,77,94,158,203,692,612,171,222,13,2252,72,65,99,171,556,582,191,259,9,2002,139,115,141,171,790,1086,402,709,18,3571,13,26,24,36,75,213,79,153,0,622,25,53,58,81,123,268,108,321,0,1042,3,7,15,4,22,14,4,17,22,97,596,2054,1792,1430,3611,3902,1161,2000,107,16645,4,7,5,0,6,5,0,0,8,48,11,42,6,0,7,8,0,7,0,71,10,85,26,7,7,5,0,3,5,151,15,108,38,14,29,14,0,6,3,232,5,116,82,22,54,58,14,12,4,361,28,118,163,42,118,140,24,31,5,674
50503,7,77,19,8,8,14,6,0,3,148,11,82,17,3,7,4,0,4,0,136,7,103,69,21,21,14,5,8,3,261,13,98,127,47,33,34,8,16,0,384,11,81,136,56,61,67,18,22,4,457,27,64,141,86,174,145,30,44,6,720,29,36,104,112,211,203,40,86,4,828,48,39,61,95,265,309,106,170,7,1105,40,22,44,54,206,335,110,169,3,982,61,19,51,92,266,446,192,357,4,1484,3,8,14,17,25,59,7,56,0,191,5,11,20,34,50,100,34,81,0,354,0,5,9,6,5,12,5,3,15,55,287,841,850,646,1356,1750,553,1049,56,7384,7,5,7,0,3,14,0,13,4,49,10,71,12,0,6,0,0,3,5,95,3,95,13,7,13,5,4,3,3,141,9,99,43,9,36,26,7,8,0,233,11,86,71,35,70,74,17,25,7,397,23,100,132,58,121,126,31,34,4,632
50601,3,35,6,3,0,5,3,0,0,65,0,57,15,3,0,0,0,0,0,84,6,59,37,13,4,5,4,0,0,129,11,55,42,17,16,11,0,0,0,152,21,60,85,46,44,26,0,12,0,291,19,44,113,66,99,72,13,18,6,447,27,25,81,106,141,127,36,50,0,584,43,13,59,103,173,202,64,87,3,755,26,16,21,57,142,205,67,109,0,651,47,16,34,51,202,264,107,195,6,912,0,0,3,16,17,29,5,23,0,109,5,4,14,22,30,78,16,61,0,221,0,0,3,0,7,7,0,0,5,32,229,463,519,508,881,1044,330,556,29,4553,0,0,4,0,0,0,0,4,0,12,0,15,3,0,0,6,0,0,0,22,3,42,3,5,3,3,0,0,0,60,0,45,17,7,9,3,0,0,0,90,3,40,29,11,13,23,5,6,0,128,4,43,65,18,36,34,15,14,0,237
50602,3,57,18,4,7,14,0,14,6,111,5,78,36,3,0,7,4,3,0,143,6,97,71,21,13,12,0,10,6,242,17,96,113,39,39,21,0,13,5,344,22,88,147,60,108,105,16,25,0,571,39,77,150,111,301,277,44,69,12,1084,45,53,96,101,371,451,78,100,7,1302,60,51,73,114,390,512,120,154,7,1483,39,32,36,56,321,469,117,140,9,1222,81,87,122,118,540,987,279,470,20,2702,28,28,16,34,113,262,81,154,8,734,62,62,61,59,141,343,100,285,10,1131,0,4,5,0,12,14,5,7,18,69,439,950,970,738,2369,3481,855,1453,104,11345,3,6,4,0,5,4,0,3,5,32,0,22,5,0,0,7,0,0,3,48,9,42,12,0,5,3,0,3,0,74,9,67,32,6,3,11,0,0,4,132,0,58,50,13,29,23,11,6,4,188,8,63,104,34,51,80,11,17,5,377
50603,8,119,25,7,7,9,0,0,0,173,5,119,39,8,7,15,0,3,0,199,12,197,105,29,17,25,6,4,3,396,15,161,141,60,49,13,6,10,4,463,25,155,187,107,143,84,19,25,9,742,34,128,256,131,294,269,49,58,12,1235,44,72,158,154,436,383,62,90,3,1406,59,79,130,163,532,491,122,166,9,1755,55,51,64,100,468,458,129,176,7,1501,90,63,91,132,721,878,304,561,8,2857,16,15,13,20,87,149,58,125,7,492,16,21,33,38,87,218,69,196,7,686,0,8,3,3,12,14,5,13,12,69,407,1428,1272,965,2862,3022,829,1430,90,12295,4,3,0,0,4,5,0,0,0,25,3,41,5,0,3,0,5,0,0,57,9,83,16,4,0,0,5,3,3,134,6,61,28,11,28,13,6,10,7,167,5,77,73,15,42,49,6,12,3,292,12,99,95,37,96,117,30,35,10,525
50604,0,43,10,0,4,0,0,6,3,72,5,48,24,3,3,3,4,0,0,100,11,73,43,15,0,7,0,3,0,159,15,79,76,33,26,20,10,5,3,264,13,65,101,34,55,40,5,16,3,336,14,47,103,71,106,100,22,39,5,509,15,31,74,70,147,133,35,50,6,555,23,28,60,72,183,184,58,69,5,676,23,13,27,23,164,178,57,80,9,568,18,17,40,40,211,257,99,165,3,850,4,4,4,4,21,36,11,21,0,101,5,13,20,16,32,76,16,22,0,194,0,0,0,0,3,5,0,0,0,15,155,589,589,391,956,1036,318,477,37,4556,0,5,0,0,5,3,0,0,0,21,0,26,4,0,0,0,0,0,0,35,6,37,12,10,3,4,0,5,0,76,0,56,23,11,14,4,0,8,4,121,0,47,48,12,34,26,4,17,8,196,0,53,70,14,85,57,20,15,11,318
50605,0,26,8,0,0,0,0,0,0,42,5,30,10,4,3,0,0,3,0,57,0,44,28,9,3,7,0,5,0,92,4,36,32,13,10,14,0,5,0,108,3,46,39,27,21,15,4,3,0,158,8,31,41,43,38,49,7,19,0,239,18,31,42,42,80,70,25,25,0,324,13,9,19,33,91,100,29,42,3,345,19,18,20,24,63,108,39,61,0,343,26,14,20,26,76,136,83,107,0,486,0,10,4,8,18,19,13,21,0,93,3,4,7,8,10,36,17,26,0,114,0,0,3,0,0,0,0,0,0,13,104,381,288,240,407,555,215,315,11,2530,0,0,0,0,6,3,0,4,0,13,0,13,4,0,0,0,0,0,0,23,3,20,6,0,0,4,0,3,0,40,5,23,8,3,3,8,0,0,0,49,5,31,18,5,17,15,0,8,5,99,9,29,40,12,25,31,7,4,0,162
50606,0,7,5,6,0,0,0,0,0,21,0,15,0,3,5,0,0,0,0,18,0,13,11,5,4,5,0,6,0,40,4,7,15,3,3,3,0,0,0,52,6,8,14,13,3,11,0,3,0,53,3,7,17,13,16,20,4,9,0,88,6,3,10,7,18,40,7,21,0,118,8,0,11,13,28,39,20,16,0,136,9,3,3,10,20,32,18,33,0,133,6,9,6,6,20,38,20,51,0,155,0,0,0,5,8,5,0,5,0,19,0,0,0,5,6,5,0,17,0,31,0,0,0,0,0,0,0,0,0,9,49,111,114,91,124,196,77,155,12,927,3,6,0,0,0,0,0,3,0,9,0,13,4,0,0,0,0,0,0,17,0,12,5,4,0,0,0,0,0,19,0,13,10,0,4,3,0,0,0,35,0,15,4,6,9,8,0,0,0,52,0,23,20,9,16,17,5,4,3,99
50607,6,43,6,7,8,0,0,0,0,71,0,46,17,3,4,0,0,3,3,83,7,60,47,7,8,7,4,5,0,138,6,77,57,13,17,9,0,4,0,182,8,65,86,37,55,29,8,15,0,303,13,51,107,57,74,78,18,33,0,433,14,28,74,52,124,89,24,29,0,436,19,27,63,67,149,145,41,49,0,559,20,16,28,51,168,164,39,73,0,564,44,30,49,37,266,272,123,239,6,1063,4,11,5,14,41,51,30,45,0,213,5,14,33,15,32,95,38,108,0,342,0,0,0,5,0,7,0,0,9,18,172,555,576,376,946,951,329,618,24,4542,0,0,0,0,0,3,0,0,0,7,0,5,0,0,0,0,0,0,0,13,3,11,0,0,0,0,0,0,0,15,0,26,12,6,0,0,0,0,0,45,3,29,12,3,6,5,0,4,0,61,3,23,30,13,8,15,0,0,0,90
50701,10,48,24,3,6,11,0,0,4,100,6,58,29,3,7,3,0,5,0,116,8,109,60,22,14,24,0,9,0,256,14,90,92,28,28,28,9,14,3,299,22,69,113,69,72,63,14,25,5,450,31,73,138,77,190,181,43,58,6,781,25,49,88,91,224,254,56,78,5,878,44,32,82,87,256,304,97,123,0,1031,28,27,46,62,227,314,89,137,3,929,51,41,54,55,359,665,177,288,3,1690,12,8,16,14,35,111,44,76,3,321,10,9,18,19,52,120,44,156,0,434,0,5,6,0,3,4,4,4,22,46,276,777,776,531,1489,2105,569,979,56,7549,0,0,0,3,3,3,3,9,5,30,4,42,3,0,0,0,0,0,0,57,6,63,7,8,5,5,0,4,0,93,7,62,24,12,23,17,4,5,0,155,11,76,44,16,38,41,12,17,7,257,14,79,91,51,68,117,27,36,12,490
50702,4,68,21,0,4,11,3,7,0,112,9,72,27,6,10,7,0,5,0,132,13,98,51,24,4,15,0,3,4,211,12,103,87,27,23,21,4,9,3,303,14,124,148,67,64,50,7,21,0,501,26,77,161,107,148,127,31,52,0,732,30,52,114,133,205,205,35,71,0,845,48,59,108,130,302,263,55,85,4,1041,47,30,60,73,248,252,64,118,10,892,65,49,75,98,397,519,172,277,4,1659,8,12,20,20,40,73,26,69,0,265,19,28,42,35,48,131,42,115,4,461,4,6,4,0,0,10,3,0,13,43,299,886,940,732,1488,1684,449,845,44,7382,0,4,0,0,0,4,4,0,0,13,5,22,5,0,0,3,0,0,0,36,0,29,6,0,0,0,0,0,5,44,9,43,18,8,5,6,0,3,5,110,6,48,32,14,20,23,0,3,0,140,10,34,79,20,30,43,9,9,3,243
50703,0,7,3,0,4,4,0,0,0,18,0,24,7,0,0,0,0,5,0,39,3,19,14,0,3,0,0,0,0,45,3,27,25,11,6,5,0,0,0,78,9,24,31,18,21,12,0,3,0,128,7,20,43,20,45,30,9,9,0,173,8,11,25,29,65,78,24,21,0,262,18,11,23,25,85,121,37,47,4,362,13,10,18,13,89,97,29,42,0,316,28,10,14,24,118,237,64,117,5,614,10,4,5,6,37,56,19,38,0,170,4,0,3,9,27,76,27,52,0,204,0,0,0,0,0,0,0,0,6,10,103,203,214,156,503,727,217,330,19,2475,3,3,0,0,0,4,0,0,3,17,0,15,4,0,0,0,0,0,0,20,0,16,11,3,0,3,0,0,0,33,4,18,6,4,0,8,0,0,0,38,0,13,5,0,5,9,3,4,0,52,8,24,22,12,32,27,8,13,8,137
50704,14,154,25,7,9,3,0,3,0,226,13,160,46,14,6,6,5,0,0,254,18,225,104,20,24,23,6,9,0,431,41,218,146,50,27,39,10,19,7,539,52,194,258,101,97,63,17,24,3,809,79,156,382,222,233,199,28,61,13,1374,100,114,301,308,439,342,64,106,9,1781,136,94,221,311,616,523,116,179,8,2207,106,56,110,173,471,531,147,197,13,1801,148,88,165,169,708,958,311,546,13,3102,19,24,39,38,69,193,66,144,0,601,43,42,102,97,97,397,144,407,4,1338,0,15,8,4,7,8,0,4,18,64,790,1816,1954,1510,2804,3309,916,1722,95,14909,0,12,8,4,0,0,0,3,0,32,0,36,0,0,4,0,0,0,0,50,3,57,16,0,3,5,0,0,0,87,6,66,25,9,3,10,0,3,0,124,3,65,48,21,25,25,0,8,0,202,9,71,93,27,54,39,13,4,4,320
50705,7,61,22,3,5,3,3,5,0,108,0,57,18,9,5,7,0,5,0,96,15,82,63,15,19,9,0,8,0,210,15,97,88,41,23,13,3,8,0,304,27,84,123,52,51,40,5,17,3,411,29,73,137,102,147,103,24,28,8,651,36,34,110,92,186,178,35,72,10,765,48,38,67,110,249,277,84,115,8,1004,58,22,47,80,230,265,82,130,0,918,59,22,40,78,286,421,149,270,9,1341,8,3,10,13,25,60,19,48,0,178,10,3,17,22,60,128,26,73,0,341,0,3,3,0,4,8,3,10,3,25,332,719,764,630,1289,1526,442,795,45,6544,3,4,3,0,7,3,5,5,0,22,3,20,5,0,0,5,0,0,3,38,0,71,9,7,3,0,0,4,0,96,7,67,29,6,12,13,4,8,4,154,16,56,48,12,35,24,5,15,0,214,13,64,69,39,65,55,8,19,5,336
50901,6,40,9,0,0,3,0,0,0,67,5,44,19,4,4,0,0,11,0,79,8,73,41,15,7,4,0,4,0,153,16,82,60,20,21,17,4,7,0,228,16,60,78,44,31,29,10,5,6,277,24,56,109,89,112,58,16,32,0,505,29,32,75,87,126,98,18,41,0,504,33,26,53,91,156,149,60,74,0,646,28,22,24,35,127,185,43,91,0,551,43,27,40,52,137,211,84,146,4,741,3,8,4,5,19,18,7,23,0,92,3,5,7,15,19,66,26,60,0,206,0,4,0,0,0,0,0,6,3,15,230,542,535,472,758,842,257,513,24,4176,6,0,0,0,0,5,0,0,0,20,4,12,4,0,0,0,0,3,0,21,9,30,10,0,4,0,0,0,0,48,5,40,19,12,9,16,3,0,4,104,10,41,25,15,21,35,9,11,0,172,9,41,58,26,57,67,18,29,0,308
50902,0,21,11,3,0,4,0,0,0,38,4,40,14,0,6,0,0,0,0,65,8,41,12,11,9,11,0,0,0,84,12,35,22,13,11,10,0,7,0,112,6,31,35,27,16,19,12,17,3,160,18,25,37,36,47,59,18,27,0,262,17,16,37,38,73,71,28,35,0,319,24,13,28,41,70,109,36,45,4,367,14,10,14,21,81,82,36,60,0,313,33,8,17,31,104,150,65,167,8,576,3,8,5,4,10,21,10,26,0,91,4,5,3,7,21,30,19,43,0,133,4,0,0,0,0,0,0,4,0,17,154,279,255,228,452,567,216,442,21,2604,0,0,0,0,4,7,0,6,0,15,3,20,3,0,0,0,0,8,0,36,0,35,7,0,0,4,0,6,3,59,8,26,9,9,17,6,0,0,0,76,7,31,19,15,19,21,4,6,3,120,3,42,40,16,31,52,8,28,3,231
50903,0,10,0,0,0,0,0,0,0,12,6,14,8,0,0,0,0,3,0,30,5,14,12,0,0,0,0,0,0,38,3,13,9,0,9,3,6,0,0,44,4,10,15,12,9,10,0,4,0,70,10,12,17,16,11,27,9,10,0,109,10,9,21,11,28,24,10,23,0,129,11,16,11,14,29,36,18,27,4,158,5,4,12,15,25,44,14,39,0,157,15,9,9,16,39,81,21,92,0,280,6,0,9,5,5,24,14,20,0,76,0,0,9,3,11,26,10,32,0,96,3,3,0,0,0,0,0,0,0,12,80,122,123,90,159,280,96,257,8,1229,0,5,0,0,0,0,4,0,0,5,0,3,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,15,0,8,4,0,0,0,0,4,0,18,0,14,13,0,0,7,6,0,0,44,0,7,11,6,6,23,5,4,4,66
51001,7,18,11,7,3,7,0,0,0,53,3,16,6,7,3,3,0,0,0,42,5,14,19,3,6,7,0,13,0,68,3,29,13,6,17,15,0,9,0,97,9,24,28,19,40,16,6,18,0,154,16,20,30,33,62,38,16,39,3,258,19,21,30,43,90,91,25,72,6,393,34,25,24,58,164,122,25,89,8,554,26,6,13,45,148,143,49,83,9,531,53,20,25,38,174,231,87,196,9,821,13,5,3,9,17,24,9,38,0,116,18,9,10,17,33,46,27,87,0,235,0,3,3,0,4,3,0,3,4,36,212,218,231,279,784,754,250,656,42,3418,0,4,0,0,0,0,0,6,0,8,0,13,0,0,0,0,0,0,0,17,0,11,6,5,0,0,0,0,4,28,0,14,0,11,0,0,0,5,0,31,0,16,13,6,13,4,4,7,0,53,3,14,20,10,3,10,4,3,0,71
51002,0,0,3,0,0,0,0,0,0,17,0,3,0,0,5,0,0,0,0,11,0,11,7,0,0,4,0,0,0,26,9,7,6,0,5,3,0,4,0,37,6,7,15,0,8,12,4,5,0,46,3,9,9,6,23,22,4,12,0,96,8,6,13,12,32,52,4,30,0,167,16,11,7,15,61,64,29,54,0,261,23,8,7,14,57,66,45,110,4,323,82,12,29,17,99,150,159,474,10,1037,56,4,17,4,27,43,93,263,3,514,70,10,7,9,27,54,125,372,7,670,0,0,0,3,0,7,0,13,7,24,288,124,118,91,352,480,460,1353,35,3307,3,0,0,0,0,5,0,3,0,15,0,10,0,0,0,0,0,6,0,12,0,7,4,0,0,0,0,3,0,14,5,0,4,6,0,3,0,0,0,17,0,4,3,0,5,3,0,7,0,27,5,9,7,3,11,7,0,7,0,45
51003,0,14,0,0,0,5,0,0,0,20,0,10,4,0,0,5,0,0,0,21,3,18,6,3,6,3,0,5,0,42,0,17,15,0,6,5,0,3,0,52,3,12,17,10,13,19,5,9,4,83,6,11,23,27,22,27,11,22,0,143,13,7,24,15,44,35,17,43,0,208,33,5,17,21,62,70,25,61,3,301,31,4,12,25,68,82,37,102,6,369,80,19,27,24,98,165,154,421,4,991,45,10,17,10,26,53,85,269,0,504,80,13,19,10,35,115,99,346,3,725,0,0,4,0,0,0,0,4,11,24,322,154,184,159,371,580,433,1290,26,3522,3,0,3,0,0,0,0,8,0,16,3,12,0,0,0,0,0,0,0,22,0,5,3,0,0,0,0,0,0,17,0,8,0,0,0,4,5,0,0,17,0,7,4,0,4,0,3,4,0,23,4,12,6,9,5,17,3,18,0,79
51101,0,7,6,0,0,0,0,0,0,12,4,8,4,0,0,0,0,0,0,20,6,11,7,3,3,4,0,0,0,26,6,12,11,3,4,0,0,0,0,44,0,5,17,8,11,7,0,3,0,62,9,4,23,4,17,25,3,9,0,94,0,5,13,14,23,32,10,14,0,120,7,5,4,19,26,29,12,16,0,124,5,6,8,5,18,32,8,19,0,106,8,6,6,14,41,54,28,71,0,235,0,0,0,3,3,9,4,28,0,46,7,0,9,4,0,12,3,22,0,58,0,0,0,0,0,3,0,0,0,9,64,74,107,83,150,215,74,192,0,963,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,4,0,0,4,0,0,0,0,13,0,12,0,0,3,0,3,3,0,22,0,8,3,4,5,8,0,3,0,32,7,6,13,7,15,22,3,3,0,68
51102,0,4,6,0,0,0,0,0,0,9,0,3,5,0,0,0,0,4,0,14,4,3,9,4,0,4,0,5,0,29,0,9,10,5,0,5,0,3,0,33,0,0,10,3,9,10,0,3,0,36,5,4,9,11,14,15,4,15,0,77,3,7,8,5,21,22,5,9,0,86,5,0,4,5,26,17,8,17,0,78,5,0,0,5,26,21,3,11,0,72,4,0,0,4,27,35,13,29,0,118,0,0,0,0,0,6,6,4,0,13,0,0,0,5,4,13,0,21,0,36,0,0,0,0,0,0,0,0,3,10,34,44,56,38,134,152,32,126,6,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,6,0,3,0,10,0,4,8,0,0,0,0,0,0,14,0,9,5,0,0,3,0,0,0,18,0,0,13,0,10,7,4,4,3,35
51103,4,14,10,0,4,4,0,3,5,36,0,18,3,0,0,3,0,3,0,28,8,15,5,6,8,5,0,11,0,58,3,10,16,12,4,8,0,3,0,58,9,21,24,9,25,3,0,10,0,99,11,13,25,19,53,40,12,21,9,196,7,15,13,11,56,83,34,56,3,283,26,4,20,24,88,131,45,87,0,433,26,11,12,23,85,114,61,132,0,454,77,41,40,18,134,210,224,557,5,1315,14,10,10,0,20,50,106,198,6,414,14,17,15,3,17,55,79,152,4,347,0,0,4,0,0,3,0,0,8,18,188,215,210,136,486,716,567,1234,41,3802,6,4,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,3,0,18,0,8,7,0,0,0,3,3,0,24,0,12,7,0,4,0,0,5,0,33,4,14,11,4,5,9,4,11,0,57,5,12,17,5,15,28,12,25,5,128
51104,3,22,7,6,0,5,0,6,0,44,0,32,11,0,0,0,0,0,0,64,6,41,31,12,3,6,3,0,0,104,18,50,43,12,11,12,6,4,0,158,10,51,52,31,32,33,4,19,6,221,27,33,59,50,82,58,15,32,3,354,31,27,45,72,117,104,29,42,7,477,26,12,43,74,144,131,44,105,7,593,27,9,26,43,117,136,62,119,0,547,76,32,37,33,183,229,115,308,6,1019,9,0,12,4,23,34,33,104,4,219,16,11,18,9,19,43,38,127,3,287,3,3,0,0,0,9,0,5,4,30,270,376,391,345,736,815,351,877,30,4182,4,3,0,0,0,0,0,8,4,18,9,15,0,0,0,0,0,0,0,23,4,25,3,3,5,0,0,4,0,56,8,16,15,6,10,9,0,8,4,73,3,35,21,5,23,19,3,4,0,121,8,29,45,26,56,39,16,22,4,250
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,7,0,11,5,0,0,0,0,7,0,9,0,15,5,4,0,0,5,0,0,33,0,49,3,5,0,0,0,0,3,26,0,39,11,0,0,0,4,4,0,87,0,103,0,0,0,0,0,0,0,0,0,0,30,8,3,4,4,17,3,165,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
59999,24,176,31,4,4,9,0,4,5,259,15,183,54,15,7,14,0,11,0,308,23,217,91,32,18,19,6,9,3,415,24,164,96,30,36,31,8,20,0,405,31,151,115,59,51,46,14,19,7,499,39,112,121,80,83,83,18,38,13,588,31,68,79,63,115,96,22,73,5,555,40,52,59,60,119,139,26,79,11,587,42,38,55,32,86,121,34,74,0,486,99,56,60,71,133,218,65,258,11,967,34,13,23,17,40,56,35,112,0,324,67,24,33,25,32,108,32,166,0,501,3,9,4,4,9,4,0,12,9,50,522,1701,860,516,736,957,255,896,77,6520,16,15,12,14,9,11,0,13,0,86,11,79,13,0,0,3,0,3,3,110,17,144,33,10,5,13,4,3,6,239,31,204,70,33,32,38,8,10,4,433,44,187,115,55,86,97,19,38,10,647,57,219,204,107,166,224,37,49,19,1086
