POW_SA3_CODE_2021,St_Em_NS_35_39_HW_0,St_Em_NS_35_39_HW_1_19,St_Em_NS_35_39_HW_20_29,St_Em_NS_35_39_HW_30_34,St_Em_NS_35_39_HW_35_39,St_Em_NS_35_39_HW_40_44,St_Em_NS_35_39_HW_45_49,St_Em_NS_35_39_HW_50mor,St_Em_NS_35_39_HW_NS,St_Em_NS_35_39_Tot,St_Em_NS_40_44_HW_0,St_Em_NS_40_44_HW_1_19,St_Em_NS_40_44_HW_20_29,St_Em_NS_40_44_HW_30_34,St_Em_NS_40_44_HW_35_39,St_Em_NS_40_44_HW_40_44,St_Em_NS_40_44_HW_45_49,St_Em_NS_40_44_HW_50mor,St_Em_NS_40_44_HW_NS,St_Em_NS_40_44_Tot,St_Em_NS_45_49_HW_0,St_Em_NS_45_49_HW_1_19,St_Em_NS_45_49_HW_20_29,St_Em_NS_45_49_HW_30_34,St_Em_NS_45_49_HW_35_39,St_Em_NS_45_49_HW_40_44,St_Em_NS_45_49_HW_45_49,St_Em_NS_45_49_HW_50mor,St_Em_NS_45_49_HW_NS,St_Em_NS_45_49_Tot,St_Em_NS_50_54_HW_0,St_Em_NS_50_54_HW_1_19,St_Em_NS_50_54_HW_20_29,St_Em_NS_50_54_HW_30_34,St_Em_NS_50_54_HW_35_39,St_Em_NS_50_54_HW_40_44,St_Em_NS_50_54_HW_45_49,St_Em_NS_50_54_HW_50mor,St_Em_NS_50_54_HW_NS,St_Em_NS_50_54_Tot,St_Em_NS_55_59_HW_0,St_Em_NS_55_59_HW_1_19,St_Em_NS_55_59_HW_20_29,St_Em_NS_55_59_HW_30_34,St_Em_NS_55_59_HW_35_39,St_Em_NS_55_59_HW_40_44,St_Em_NS_55_59_HW_45_49,St_Em_NS_55_59_HW_50mor,St_Em_NS_55_59_HW_NS,St_Em_NS_55_59_Tot,St_Em_NS_60_64_HW_0,St_Em_NS_60_64_HW_1_19,St_Em_NS_60_64_HW_20_29,St_Em_NS_60_64_HW_30_34,St_Em_NS_60_64_HW_35_39,St_Em_NS_60_64_HW_40_44,St_Em_NS_60_64_HW_45_49,St_Em_NS_60_64_HW_50mor,St_Em_NS_60_64_HW_NS,St_Em_NS_60_64_Tot,St_Em_NS_65_69_HW_0,St_Em_NS_65_69_HW_1_19,St_Em_NS_65_69_HW_20_29,St_Em_NS_65_69_HW_30_34,St_Em_NS_65_69_HW_35_39,St_Em_NS_65_69_HW_40_44,St_Em_NS_65_69_HW_45_49,St_Em_NS_65_69_HW_50mor,St_Em_NS_65_69_HW_NS,St_Em_NS_65_69_Tot,St_Em_NS_70_74_HW_0,St_Em_NS_70_74_HW_1_19,St_Em_NS_70_74_HW_20_29,St_Em_NS_70_74_HW_30_34,St_Em_NS_70_74_HW_35_39,St_Em_NS_70_74_HW_40_44,St_Em_NS_70_74_HW_45_49,St_Em_NS_70_74_HW_50mor,St_Em_NS_70_74_HW_NS,St_Em_NS_70_74_Tot,St_Em_NS_75ov_HW_0,St_Em_NS_75ov_HW_1_19,St_Em_NS_75ov_HW_20_29,St_Em_NS_75ov_HW_30_34,St_Em_NS_75ov_HW_35_39,St_Em_NS_75ov_HW_40_44,St_Em_NS_75ov_HW_45_49,St_Em_NS_75ov_HW_50mor,St_Em_NS_75ov_HW_NS,St_Em_NS_75ov_Tot,St_Em_NS_Tot_HW_0,St_Em_NS_Tot_HW_1_19,St_Em_NS_Tot_HW_20_29,St_Em_NS_Tot_HW_30_34,St_Em_NS_Tot_HW_35_39,St_Em_NS_Tot_HW_40_44,St_Em_NS_Tot_HW_45_49,St_Em_NS_Tot_HW_50mor,St_Em_NS_Tot_HW_NS,St_Em_NS_Tot_Tot,Tot_15_19_HW_0,Tot_15_19_HW_1_19,Tot_15_19_HW_20_29,Tot_15_19_HW_30_34,Tot_15_19_HW_35_39,Tot_15_19_HW_40_44,Tot_15_19_HW_45_49,Tot_15_19_HW_50mor,Tot_15_19_HW_NS,Tot_15_19_Tot,Tot_20_24_HW_0,Tot_20_24_HW_1_19,Tot_20_24_HW_20_29,Tot_20_24_HW_30_34,Tot_20_24_HW_35_39,Tot_20_24_HW_40_44,Tot_20_24_HW_45_49,Tot_20_24_HW_50mor,Tot_20_24_HW_NS,Tot_20_24_Tot,Tot_25_29_HW_0,Tot_25_29_HW_1_19,Tot_25_29_HW_20_29,Tot_25_29_HW_30_34,Tot_25_29_HW_35_39,Tot_25_29_HW_40_44,Tot_25_29_HW_45_49,Tot_25_29_HW_50mor,Tot_25_29_HW_NS,Tot_25_29_Tot,Tot_30_34_HW_0,Tot_30_34_HW_1_19,Tot_30_34_HW_20_29,Tot_30_34_HW_30_34,Tot_30_34_HW_35_39,Tot_30_34_HW_40_44,Tot_30_34_HW_45_49,Tot_30_34_HW_50mor,Tot_30_34_HW_NS,Tot_30_34_Tot,Tot_35_39_HW_0,Tot_35_39_HW_1_19,Tot_35_39_HW_20_29,Tot_35_39_HW_30_34,Tot_35_39_HW_35_39,Tot_35_39_HW_40_44,Tot_35_39_HW_45_49,Tot_35_39_HW_50mor,Tot_35_39_HW_NS,Tot_35_39_Tot,Tot_40_44_HW_0,Tot_40_44_HW_1_19,Tot_40_44_HW_20_29,Tot_40_44_HW_30_34,Tot_40_44_HW_35_39,Tot_40_44_HW_40_44,Tot_40_44_HW_45_49,Tot_40_44_HW_50mor,Tot_40_44_HW_NS,Tot_40_44_Tot,Tot_45_49_HW_0,Tot_45_49_HW_1_19,Tot_45_49_HW_20_29,Tot_45_49_HW_30_34,Tot_45_49_HW_35_39,Tot_45_49_HW_40_44,Tot_45_49_HW_45_49,Tot_45_49_HW_50mor,Tot_45_49_HW_NS,Tot_45_49_Tot,Tot_50_54_HW_0,Tot_50_54_HW_1_19,Tot_50_54_HW_20_29,Tot_50_54_HW_30_34,Tot_50_54_HW_35_39,Tot_50_54_HW_40_44,Tot_50_54_HW_45_49,Tot_50_54_HW_50mor,Tot_50_54_HW_NS,Tot_50_54_Tot,Tot_55_59_HW_0,Tot_55_59_HW_1_19,Tot_55_59_HW_20_29,Tot_55_59_HW_30_34,Tot_55_59_HW_35_39,Tot_55_59_HW_40_44,Tot_55_59_HW_45_49,Tot_55_59_HW_50mor,Tot_55_59_HW_NS,Tot_55_59_Tot,Tot_60_64_HW_0,Tot_60_64_HW_1_19,Tot_60_64_HW_20_29,Tot_60_64_HW_30_34,Tot_60_64_HW_35_39,Tot_60_64_HW_40_44,Tot_60_64_HW_45_49,Tot_60_64_HW_50mor,Tot_60_64_HW_NS,Tot_60_64_Tot
50605,0,0,3,0,0,0,0,0,0,7,0,0,0,3,3,0,0,4,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,7,4,4,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,6,4,9,7,10,7,8,8,13,23,84,42,665,123,31,78,69,23,22,11,1070,36,304,206,134,242,250,77,125,40,1407,49,146,200,103,315,342,109,184,34,1474,78,188,161,103,327,391,147,286,34,1710,44,210,203,125,331,387,166,301,29,1802,45,186,178,135,295,370,140,300,23,1657,41,168,181,148,298,377,151,324,31,1716,56,171,185,135,295,351,159,360,20,1722,58,164,182,137,290,281,122,289,16,1545,51,183,161,131,191,234,93,186,17,1252
50606,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,6,7,6,10,5,0,4,8,48,24,349,82,28,59,42,13,14,7,616,13,126,86,69,132,88,36,37,16,613,29,87,72,58,110,150,51,65,20,637,39,106,90,57,116,152,51,110,13,733,28,102,91,67,95,127,42,109,20,688,20,79,90,52,97,115,53,83,13,597,19,63,67,51,101,105,34,112,10,559,15,82,80,52,83,112,32,132,10,600,28,71,73,54,76,96,40,103,7,554,29,66,58,46,51,80,33,61,9,438
50607,0,0,0,0,0,5,0,0,4,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,13,11,0,6,9,4,5,15,65,23,551,104,23,24,24,0,5,10,776,42,461,281,113,192,178,40,54,37,1395,56,185,197,116,348,265,84,135,26,1409,80,188,210,133,379,324,91,157,28,1591,89,210,222,151,313,324,99,203,17,1620,37,183,234,140,267,282,94,191,12,1438,32,141,203,153,273,317,87,215,13,1440,33,151,189,175,310,266,97,213,12,1448,53,138,188,121,256,229,76,190,8,1264,42,166,185,95,205,163,58,124,5,1045
50701,0,9,0,0,10,6,0,3,5,34,0,0,0,3,5,3,0,4,3,15,4,6,3,0,0,3,5,9,8,35,3,0,0,0,4,3,0,0,0,19,3,6,3,0,5,3,0,0,4,26,0,4,3,0,0,5,0,0,3,15,5,3,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,16,31,21,14,25,31,11,31,46,216,91,1846,411,122,292,301,69,88,55,3279,126,998,746,386,934,1038,263,380,101,4962,186,458,489,317,1074,1326,414,712,108,5083,256,511,571,349,1041,1452,433,916,94,5616,207,569,586,374,1128,1500,488,1061,90,5995,119,511,574,379,1019,1385,400,980,75,5448,118,399,460,391,1023,1286,434,1020,67,5201,157,340,449,335,966,1185,444,920,53,4850,154,347,404,296,845,1015,349,767,41,4216,122,370,327,218,569,636,210,490,24,2964
50702,0,7,0,0,0,6,0,0,4,13,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,5,0,3,16,0,0,0,0,3,3,0,0,0,16,4,0,3,0,0,3,0,4,7,15,0,0,0,0,4,0,0,0,0,7,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,11,20,12,3,13,15,3,15,24,128,64,1052,226,90,112,87,19,28,26,1707,96,867,615,272,491,394,106,120,57,3013,119,349,397,272,681,651,183,267,53,2975,177,322,381,275,701,745,251,404,51,3308,161,375,425,283,673,716,234,387,53,3300,94,329,393,290,606,679,182,392,32,2995,88,311,362,273,623,683,228,465,24,3052,127,305,323,256,673,658,226,488,39,3090,133,230,305,277,634,566,169,420,24,2755,130,321,321,213,417,403,119,242,21,2189
50703,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,3,0,0,3,14,0,6,0,0,4,0,0,0,3,12,0,0,3,0,0,0,0,0,3,11,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,4,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,3,13,5,4,9,11,4,5,25,84,18,441,97,36,101,81,33,34,13,852,53,184,135,78,224,263,93,162,27,1215,76,118,140,106,318,384,156,307,48,1658,111,161,169,103,334,471,194,401,41,1975,76,166,171,126,394,492,226,409,28,2091,57,161,168,111,363,532,208,430,34,2067,69,130,147,128,379,515,237,445,26,2078,84,102,150,99,369,492,225,430,30,1983,84,94,109,91,333,426,170,395,15,1714,81,72,78,71,229,284,139,251,14,1220
50704,6,0,0,0,0,0,0,0,3,10,4,5,0,0,0,0,0,4,5,19,5,0,4,0,4,3,0,3,4,16,4,0,3,0,0,4,0,9,6,27,6,3,3,0,0,0,0,0,6,24,3,4,0,0,4,3,0,0,0,23,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,11,18,19,20,11,13,14,7,18,51,174,106,2110,316,99,123,97,30,28,32,2936,153,1397,757,369,773,591,110,154,86,4387,212,536,512,398,1095,982,276,452,85,4557,334,565,614,459,1057,1060,291,532,81,4994,272,623,747,472,1013,1020,253,517,80,4991,129,554,736,466,893,1058,249,573,50,4708,118,475,637,506,887,968,298,638,41,4574,141,446,586,451,936,908,327,635,56,4486,206,464,598,488,741,683,226,527,39,3978,150,526,512,340,494,511,167,345,27,3078
50705,3,0,0,0,0,5,4,0,7,26,0,3,3,0,0,4,0,0,0,11,0,0,0,0,0,0,0,5,6,15,0,0,0,0,5,0,0,0,0,19,0,0,5,0,0,0,0,3,4,20,6,0,0,0,0,0,0,4,5,12,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,15,22,23,12,8,23,5,13,41,164,80,2034,452,138,208,181,29,51,47,3221,117,717,612,326,650,674,160,318,82,3650,246,450,417,309,799,831,241,432,80,3805,229,480,459,280,699,765,198,499,74,3681,143,533,539,345,755,700,232,517,58,3828,103,458,498,353,631,703,205,470,48,3463,95,393,509,367,666,660,228,517,49,3477,134,339,447,337,670,641,198,515,47,3339,162,378,430,295,654,572,167,374,44,3075,133,343,342,204,342,309,104,233,19,2034
50901,0,0,3,0,0,6,0,3,5,17,3,3,3,0,6,3,0,4,4,29,0,0,0,0,4,3,0,4,3,24,0,8,5,0,14,6,0,10,9,46,5,5,9,4,0,9,0,9,3,43,6,9,5,4,0,4,3,11,3,42,0,3,3,0,0,9,0,3,5,27,0,5,4,5,5,0,5,4,0,29,3,0,4,0,0,0,0,4,7,26,35,48,34,17,37,46,19,56,48,334,57,839,193,116,185,180,66,51,38,1732,66,195,193,164,407,367,136,185,54,1764,140,203,206,142,410,390,155,261,53,1963,142,288,237,185,345,418,169,326,41,2145,84,346,325,197,380,409,173,374,39,2330,77,311,347,242,390,496,190,417,34,2501,88,293,308,259,452,542,247,462,38,2677,156,309,345,269,500,595,222,483,51,2933,173,332,364,281,460,514,155,549,40,2871,159,431,394,224,357,393,123,382,44,2501
50902,0,3,0,0,3,3,0,7,6,27,0,0,4,3,0,0,3,9,3,18,0,3,0,7,3,0,3,13,9,39,0,4,0,0,0,5,5,18,3,30,3,0,3,0,7,7,4,19,3,44,3,0,0,0,0,6,5,0,4,27,6,4,0,0,0,3,0,8,0,33,5,6,3,0,0,0,0,3,4,23,5,8,3,0,0,3,0,4,11,28,28,31,22,20,13,39,23,88,61,318,53,429,108,46,124,141,47,84,31,1066,59,138,135,80,248,335,131,306,36,1471,85,179,150,110,303,363,172,446,51,1864,118,209,169,101,241,363,158,530,41,1935,87,268,239,126,288,347,156,520,29,2064,56,230,222,128,268,383,144,547,47,2032,63,184,215,165,295,437,165,646,33,2215,124,233,251,187,319,434,185,733,43,2518,117,279,262,194,335,447,175,692,36,2542,140,325,294,187,302,383,162,557,29,2381
50903,0,0,0,0,0,0,0,5,7,12,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,6,0,3,0,17,0,0,0,0,0,4,6,9,0,16,0,0,0,4,0,0,0,12,3,13,3,0,0,0,0,3,0,5,0,10,0,5,0,0,0,0,0,0,6,6,0,0,5,0,0,0,0,0,7,16,15,11,9,10,4,13,4,55,23,145,21,120,37,24,33,64,27,37,26,382,37,46,62,51,94,147,58,156,14,674,57,66,62,38,129,150,100,257,18,883,73,95,72,35,105,153,81,304,36,959,74,118,113,63,112,175,88,396,26,1171,54,96,82,51,98,199,70,384,12,1048,56,78,90,80,129,176,105,417,20,1159,84,97,100,80,149,234,96,447,16,1297,95,105,123,82,129,207,94,387,9,1233,92,111,117,52,120,183,72,315,13,1083
51001,0,0,0,0,3,0,0,0,3,8,0,0,0,0,4,0,5,10,6,28,0,0,0,0,0,0,3,3,5,12,0,0,5,3,0,0,0,0,9,14,0,0,0,0,3,0,0,6,3,14,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,3,0,11,0,5,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,3,5,9,22,3,3,15,5,7,30,40,147,28,278,51,41,82,61,24,57,29,648,44,80,100,92,232,216,69,236,32,1084,74,83,101,133,420,335,133,420,72,1769,142,131,142,144,445,383,149,440,50,2010,94,118,138,130,378,364,133,435,32,1812,74,111,138,123,314,281,128,358,37,1565,63,72,104,94,307,285,106,396,38,1461,76,87,80,110,293,362,102,428,29,1565,78,90,90,71,259,295,102,342,30,1355,74,86,94,65,212,206,64,246,28,1073
51002,0,0,0,0,0,0,0,0,7,10,0,3,0,0,0,0,0,0,5,14,3,0,0,0,0,0,0,0,3,9,4,0,0,0,0,0,0,0,3,14,0,0,0,0,0,3,0,3,0,10,4,0,0,0,0,0,0,5,6,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,6,16,8,0,4,9,16,3,34,41,136,25,227,64,30,64,56,26,110,33,629,141,80,82,55,154,140,115,851,63,1678,261,127,103,80,276,285,282,1712,86,3221,436,199,180,93,301,324,338,2180,101,4149,416,170,176,82,280,348,321,2133,100,4026,316,160,115,67,255,277,286,1746,82,3300,342,115,98,47,176,221,239,1806,51,3100,370,91,88,60,172,222,205,1653,49,2915,305,74,62,42,152,198,152,1401,46,2429,234,74,54,33,111,122,92,858,35,1606
51003,0,0,0,0,0,0,0,3,5,12,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,6,0,12,7,4,0,0,0,0,0,6,0,15,3,3,0,0,0,4,0,9,0,15,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,23,11,8,3,6,4,0,39,23,111,43,364,56,33,42,80,24,125,35,810,102,73,72,72,162,210,124,726,48,1588,269,125,117,84,241,347,237,1371,79,2873,427,222,197,119,267,421,322,1797,91,3859,392,249,217,140,315,458,353,1906,81,4112,332,173,161,90,256,406,291,1684,44,3434,320,134,142,104,283,355,271,1714,48,3377,343,103,103,72,197,317,220,1616,52,3025,334,82,81,50,155,242,162,1322,46,2477,224,69,64,50,102,148,125,795,21,1587
51101,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,13,3,0,0,0,0,0,0,11,5,23,0,4,0,3,0,0,0,3,3,11,4,3,0,0,0,0,3,0,3,18,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,10,13,19,11,4,3,14,7,28,21,110,23,179,32,11,62,67,17,34,18,454,26,42,54,36,115,126,50,123,20,583,46,61,44,41,102,135,55,218,16,719,57,99,90,43,85,102,53,213,18,759,34,90,91,56,90,149,63,201,20,788,43,73,70,55,93,147,54,203,10,742,36,79,74,58,104,154,72,263,19,853,52,66,82,58,115,153,62,312,9,902,63,85,68,61,95,139,46,241,14,821,55,79,56,51,82,104,39,178,12,655
51102,0,5,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,17,6,0,3,11,0,17,20,74,12,89,18,17,30,25,12,8,13,219,21,29,32,40,84,78,18,45,18,357,20,34,45,38,140,119,34,71,17,519,30,41,50,39,97,111,36,103,10,515,32,52,52,35,71,91,30,109,17,501,8,39,36,29,66,95,42,132,7,442,14,41,48,28,81,94,32,142,14,497,27,31,44,35,80,110,43,125,12,503,20,31,57,36,79,95,29,126,7,466,25,51,44,20,59,68,14,99,7,391
51103,3,0,0,0,0,0,0,0,4,11,0,3,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,6,0,13,5,0,4,0,0,3,3,5,3,17,5,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,3,7,3,16,0,0,0,0,0,4,0,4,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,9,31,10,6,0,6,19,4,29,29,131,45,398,104,38,104,131,41,194,22,1074,144,113,113,91,277,297,203,934,89,2262,228,144,161,91,336,369,278,1460,87,3148,250,223,201,113,281,359,319,1514,71,3333,197,195,205,116,286,395,330,1452,70,3256,165,138,190,97,264,348,258,1279,63,2803,197,152,134,86,301,393,239,1267,47,2820,196,122,154,103,260,370,244,1239,48,2735,185,122,151,100,267,323,199,1072,51,2471,133,123,122,72,174,251,148,721,38,1779
51104,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,6,5,15,3,0,4,0,0,3,0,6,0,19,0,0,0,0,3,5,0,5,5,17,0,3,7,0,0,0,0,7,4,25,0,0,5,0,5,0,0,3,3,19,0,3,0,0,0,7,0,3,0,14,0,0,0,0,0,0,0,0,10,14,18,18,20,10,12,23,7,37,36,175,64,798,146,85,156,141,35,117,32,1579,105,208,224,160,348,366,119,450,46,2027,167,206,174,153,369,429,189,720,53,2457,200,237,229,158,317,396,197,835,52,2616,151,264,274,161,350,405,201,809,41,2649,129,212,243,189,384,419,200,784,47,2617,146,200,270,239,453,461,228,799,43,2834,156,228,294,219,456,450,196,915,62,2977,189,265,270,199,403,463,188,776,40,2797,163,275,267,194,298,321,148,586,24,2275
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,3,0,13,0,0,0,0,9,7,0,32,7,55,9,7,0,0,4,3,3,60,0,91,26,8,0,5,4,8,5,103,9,165,47,3,0,0,5,10,4,143,3,221,36,0,0,3,0,8,3,123,0,189,34,0,6,0,7,8,5,133,0,196,43,9,6,0,5,8,6,148,4,223,27,0,3,4,0,5,0,107,3,149,8,0,0,0,4,5,0,44,5,61
59999,6,9,12,7,6,17,0,10,14,74,6,3,5,12,8,13,6,8,5,58,5,9,14,0,6,16,0,7,11,77,8,15,18,0,10,21,0,9,12,91,10,24,10,7,7,12,8,5,5,89,10,20,6,11,7,10,3,9,11,83,12,15,10,0,4,11,0,5,6,62,9,0,5,0,0,0,0,0,6,28,9,12,3,0,0,0,0,5,13,40,89,137,108,52,51,121,23,76,110,767,116,899,189,102,260,351,86,141,66,2207,287,1187,648,374,596,818,234,787,166,5104,384,792,687,412,743,1096,372,1315,172,5967,566,926,715,434,808,1342,453,1679,212,7141,466,1054,725,449,785,1287,397,1607,156,6932,372,928,688,480,696,1101,344,1394,102,6109,402,914,786,535,717,1104,327,1299,117,6199,440,977,816,538,694,1116,340,1346,124,6396,489,1014,767,565,589,938,281,1116,86,5847,444,1009,745,430,448,625,189,753,64,4703
