POW_SA3_CODE_2021,SG_300_399_Mng,SG_300_399_Pro,SG_300_399_TecTW,SG_300_399_CoPSW,SG_300_399_ClAW,SG_300_399_SWks,SG_300_399_MaOpDv,SG_300_399_Lab,SG_300_399_IDNS,SG_300_399_Tot,SG_400_499_Mng,SG_400_499_Pro,SG_400_499_TecTW,SG_400_499_CoPSW,SG_400_499_ClAW,SG_400_499_SWks,SG_400_499_MaOpDv,SG_400_499_Lab,SG_400_499_IDNS,SG_400_499_Tot,SG_500_649_Mng,SG_500_649_Pro,SG_500_649_TecTW,SG_500_649_CoPSW,SG_500_649_ClAW,SG_500_649_SWks,SG_500_649_MaOpDv,SG_500_649_Lab,SG_500_649_IDNS,SG_500_649_Tot,SG_650_799_Mng,SG_650_799_Pro,SG_650_799_TecTW,SG_650_799_CoPSW,SG_650_799_ClAW,SG_650_799_SWks,SG_650_799_MaOpDv,SG_650_799_Lab,SG_650_799_IDNS,SG_650_799_Tot,SG_800_999_Mng,SG_800_999_Pro,SG_800_999_TecTW,SG_800_999_CoPSW,SG_800_999_ClAW,SG_800_999_SWks,SG_800_999_MaOpDv,SG_800_999_Lab,SG_800_999_IDNS,SG_800_999_Tot,SG_1000_1249_Mng,SG_1000_1249_Pro,SG_1000_1249_TecTW,SG_1000_1249_CoPSW,SG_1000_1249_ClAW,SG_1000_1249_SWks,SG_1000_1249_MaOpDv,SG_1000_1249_Lab,SG_1000_1249_IDNS,SG_1000_1249_Tot,SG_1250_1499_Mng,SG_1250_1499_Pro,SG_1250_1499_TecTW,SG_1250_1499_CoPSW,SG_1250_1499_ClAW,SG_1250_1499_SWks,SG_1250_1499_MaOpDv,SG_1250_1499_Lab,SG_1250_1499_IDNS,SG_1250_1499_Tot,SG_1500_1749_Mng,SG_1500_1749_Pro,SG_1500_1749_TecTW,SG_1500_1749_CoPSW,SG_1500_1749_ClAW,SG_1500_1749_SWks,SG_1500_1749_MaOpDv,SG_1500_1749_Lab,SG_1500_1749_IDNS,SG_1500_1749_Tot,SG_1750_1999_Mng,SG_1750_1999_Pro,SG_1750_1999_TecTW,SG_1750_1999_CoPSW,SG_1750_1999_ClAW,SG_1750_1999_SWks,SG_1750_1999_MaOpDv,SG_1750_1999_Lab,SG_1750_1999_IDNS,SG_1750_1999_Tot,SG_2000_2999_Mng,SG_2000_2999_Pro,SG_2000_2999_TecTW,SG_2000_2999_CoPSW,SG_2000_2999_ClAW,SG_2000_2999_SWks,SG_2000_2999_MaOpDv,SG_2000_2999_Lab,SG_2000_2999_IDNS,SG_2000_2999_Tot,SG_3000_3499_Mng,SG_3000_3499_Pro,SG_3000_3499_TecTW,SG_3000_3499_CoPSW,SG_3000_3499_ClAW,SG_3000_3499_SWks,SG_3000_3499_MaOpDv,SG_3000_3499_Lab,SG_3000_3499_IDNS,SG_3000_3499_Tot,SG_3500mo_Mng,SG_3500mo_Pro,SG_3500mo_TecTW,SG_3500mo_CoPSW,SG_3500mo_ClAW,SG_3500mo_SWks,SG_3500mo_MaOpDv,SG_3500mo_Lab,SG_3500mo_IDNS,SG_3500mo_Tot,SG_PINS_Mng,SG_PINS_Pro,SG_PINS_TecTW,SG_PINS_CoPSW,SG_PINS_ClAW,SG_PINS_SWks,SG_PINS_MaOpDv,SG_PINS_Lab,SG_PINS_IDNS,SG_PINS_Tot,SG_Tot_Mng,SG_Tot_Pro,SG_Tot_TecTW,SG_Tot_CoPSW,SG_Tot_ClAW,SG_Tot_SWks,SG_Tot_MaOpDv,SG_Tot_Lab,SG_Tot_IDNS,SG_Tot_Tot,LG_NNI_Mng,LG_NNI_Pro,LG_NNI_TecTW,LG_NNI_CoPSW,LG_NNI_ClAW,LG_NNI_SWks,LG_NNI_MaOpDv,LG_NNI_Lab,LG_NNI_IDNS,LG_NNI_Tot,LG_1_149_Mng,LG_1_149_Pro,LG_1_149_TecTW,LG_1_149_CoPSW,LG_1_149_ClAW,LG_1_149_SWks,LG_1_149_MaOpDv,LG_1_149_Lab,LG_1_149_IDNS,LG_1_149_Tot,LG_150_299_Mng,LG_150_299_Pro,LG_150_299_TecTW,LG_150_299_CoPSW,LG_150_299_ClAW,LG_150_299_SWks,LG_150_299_MaOpDv,LG_150_299_Lab,LG_150_299_IDNS,LG_150_299_Tot,LG_300_399_Mng,LG_300_399_Pro,LG_300_399_TecTW,LG_300_399_CoPSW,LG_300_399_ClAW,LG_300_399_SWks,LG_300_399_MaOpDv,LG_300_399_Lab,LG_300_399_IDNS,LG_300_399_Tot,LG_400_499_Mng,LG_400_499_Pro,LG_400_499_TecTW,LG_400_499_CoPSW,LG_400_499_ClAW,LG_400_499_SWks,LG_400_499_MaOpDv,LG_400_499_Lab,LG_400_499_IDNS,LG_400_499_Tot,LG_500_649_Mng,LG_500_649_Pro,LG_500_649_TecTW,LG_500_649_CoPSW,LG_500_649_ClAW,LG_500_649_SWks,LG_500_649_MaOpDv,LG_500_649_Lab,LG_500_649_IDNS,LG_500_649_Tot
50101,0,11,3,14,3,0,0,4,0,30,0,11,0,19,0,0,0,0,0,44,4,25,4,34,9,0,0,15,0,85,0,41,8,56,16,0,0,17,4,145,10,54,5,73,15,0,0,10,3,169,9,103,12,54,44,0,4,16,0,237,3,103,8,28,29,0,3,0,0,167,17,150,9,15,6,0,6,0,0,213,16,150,11,16,5,0,8,0,0,202,34,185,34,29,6,0,0,0,0,288,10,10,5,4,0,0,0,0,0,29,9,16,0,0,0,0,0,0,0,22,0,4,0,3,0,0,0,0,3,11,109,870,105,359,137,0,20,82,11,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,8,0,0,0,0,7,0,4,0,3,12,0,0,0,0,22
50102,3,24,4,31,6,0,0,19,0,78,0,32,13,55,19,0,3,23,0,147,4,50,16,129,29,0,3,46,0,281,7,90,16,177,52,0,0,59,0,401,8,134,23,177,78,0,3,38,0,462,17,226,64,206,149,3,17,24,4,706,15,328,44,92,142,0,7,6,4,637,34,436,34,127,63,3,19,11,9,727,36,402,49,132,37,3,9,6,5,689,202,564,69,153,47,4,9,3,14,1060,45,25,13,7,4,0,0,0,0,86,25,58,8,5,0,0,0,0,0,94,0,14,0,9,6,0,0,5,0,22,388,2399,353,1359,641,20,64,254,35,5506,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,4,6,0,0,0,0,7,4,0,0,7,3,0,0,3,0,16,0,0,3,4,0,0,0,0,0,14,5,3,8,9,10,0,0,3,0,40
50103,0,3,3,13,3,0,0,7,0,25,0,9,0,10,5,0,0,6,0,35,0,13,5,25,5,0,0,15,0,56,0,15,7,24,11,3,0,14,0,72,7,37,14,36,11,0,0,10,0,111,3,43,15,31,29,0,4,12,0,144,4,56,9,12,11,0,4,4,0,105,11,75,11,9,10,0,4,8,4,118,8,52,6,5,3,0,0,7,0,88,34,89,12,24,0,0,3,0,0,157,9,3,0,4,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,80,405,86,204,90,3,14,84,6,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,3,0,10,0,0,0,5,0,0,0,7,0,9,0,0,3,5,6,0,0,4,0,17
50201,0,13,0,22,4,0,0,18,0,51,3,15,0,25,13,0,0,11,0,59,4,31,11,56,11,0,0,31,0,147,0,41,7,82,28,0,0,27,0,186,0,67,12,127,27,0,3,13,0,252,9,97,18,106,49,0,8,19,0,308,8,133,7,23,38,4,9,3,0,228,12,190,8,45,20,4,11,0,0,291,16,180,4,57,13,0,24,0,0,299,77,278,35,84,8,0,13,9,3,502,14,15,3,10,5,0,0,0,0,42,3,10,0,0,0,0,0,0,0,21,0,0,0,5,0,0,0,0,0,8,142,1070,110,663,216,7,82,140,9,2436,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,6,0,0,0,15,0,0,0,0,0,18,0,0,0,8,3,0,0,0,0,19,0,3,10,6,14,0,0,0,0,38
50301,0,78,10,26,28,0,0,11,0,142,5,68,18,40,32,0,0,14,0,179,5,201,39,64,77,0,0,38,4,425,7,240,59,82,111,5,3,45,0,549,18,343,61,87,136,0,13,68,4,737,19,646,141,169,297,4,35,77,9,1389,43,904,183,82,290,0,14,28,10,1554,66,1289,136,59,235,0,6,11,8,1807,76,1225,64,38,94,0,0,9,7,1518,299,1954,75,54,118,3,3,0,11,2515,78,335,14,6,15,0,0,0,0,447,83,691,4,7,8,0,0,0,4,795,4,23,0,3,10,0,0,0,0,46,711,8100,815,751,1457,15,79,309,60,12309,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,7,9,0,0,3,0,15,3,6,0,0,5,0,0,0,0,19,0,7,3,5,15,0,0,4,0,29
50302,3,68,8,45,60,3,0,33,3,228,8,92,15,64,88,3,0,41,5,318,9,189,15,145,220,9,6,73,15,678,23,345,41,217,327,17,9,76,15,1065,38,554,93,305,537,17,45,112,24,1721,94,1054,193,453,1264,37,83,165,61,3407,163,1665,279,370,1727,41,46,48,63,4399,333,2472,229,372,1411,43,49,45,93,5047,421,2695,199,591,817,27,103,26,74,4948,2212,5093,319,1065,1196,20,111,38,134,10189,641,647,46,82,150,0,15,0,13,1587,612,1014,41,36,83,3,3,0,10,1799,11,45,5,14,19,0,0,7,10,103,4580,15998,1486,3816,7968,216,480,677,519,35745,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,11,9,0,0,0,0,18,0,0,0,9,3,0,0,0,0,21,0,0,0,3,3,4,0,0,0,16,0,0,8,10,15,3,0,0,0,39
50401,4,8,6,7,0,0,0,15,0,32,0,16,5,26,0,0,0,10,0,55,0,19,8,57,8,0,0,21,0,114,0,32,5,67,6,0,0,20,0,130,0,57,11,87,19,0,0,17,0,194,3,75,20,76,29,0,5,6,0,217,11,97,6,23,26,0,0,0,4,170,17,133,15,40,7,0,4,6,0,218,7,146,0,50,11,0,0,0,0,216,56,221,7,176,5,0,0,0,3,463,3,9,0,19,0,0,0,0,0,37,8,9,0,9,3,0,0,0,0,22,0,6,0,3,0,0,0,0,0,12,117,837,77,654,124,0,9,100,15,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,16
50402,4,6,0,8,3,0,0,9,0,25,0,14,3,21,3,0,0,5,0,44,0,6,11,29,9,0,0,11,0,74,0,15,3,45,8,0,0,11,0,89,9,24,5,56,10,0,0,15,0,119,6,57,7,37,21,0,0,0,0,124,12,57,8,25,11,0,0,0,0,116,13,88,0,64,3,0,0,0,0,164,11,83,0,55,0,0,0,0,3,157,39,142,3,42,4,0,4,0,0,238,6,7,0,4,0,0,0,0,0,20,8,8,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,6,101,515,47,401,79,0,4,67,8,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,12
50403,0,15,6,20,4,0,0,22,0,74,3,20,0,42,3,0,0,23,0,92,0,51,5,79,29,0,0,44,0,210,6,59,16,138,51,0,0,49,0,325,9,100,23,194,81,0,8,39,0,445,20,171,35,171,181,5,12,34,4,632,19,254,20,135,165,5,11,8,13,626,33,425,13,185,121,9,9,4,9,803,23,438,7,253,65,4,9,3,11,805,173,540,12,435,35,6,3,0,6,1212,16,44,0,23,3,0,0,0,0,96,16,42,0,9,0,0,0,4,0,83,3,8,0,7,5,0,0,3,5,33,329,2196,150,1719,761,28,40,260,44,5540,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,0,0,0,0,13,0,0,0,6,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,9,0,0,3,16,5,0,0,0,0,24
50501,4,30,3,35,4,0,0,19,0,98,0,29,8,42,13,0,0,25,0,131,3,64,11,142,25,0,3,34,0,278,8,104,15,153,40,0,0,51,6,380,12,167,27,272,70,0,0,33,5,588,18,261,40,285,147,0,7,30,4,790,30,349,30,119,118,3,3,5,7,660,50,484,16,98,86,5,3,3,6,767,39,541,12,153,33,0,5,0,5,791,232,837,26,252,58,0,7,3,8,1424,61,42,7,4,5,0,0,0,0,115,17,36,0,9,0,0,0,0,0,67,3,11,0,8,9,0,0,3,0,30,484,2982,199,1610,623,15,31,238,49,6215,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,13,0,0,0,8,0,0,0,0,0,13,0,0,6,8,0,0,0,0,0,16,0,3,8,8,7,0,0,0,0,34
