POW_SA3_CODE_2021,P_M1_Tram_or_LR_15_24,P_M1_Tram_or_LR_25_34,P_M1_Tram_or_LR_35_44,P_M1_Tram_or_LR_45_54,P_M1_Tram_or_LR_55_64,P_M1_Tram_or_LR_65_74,P_M1_Tram_or_LR_75ov,P_M1_Tram_or_LR_Tot,P_M1_Taxi_or_RSS_15_24,P_M1_Taxi_or_RSS_25_34,P_M1_Taxi_or_RSS_35_44,P_M1_Taxi_or_RSS_45_54,P_M1_Taxi_or_RSS_55_64,P_M1_Taxi_or_RSS_65_74,P_M1_Taxi_or_RSS_75ov,P_M1_Taxi_or_RSS_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_or_LR_15_24,P_M2_TrnTrm_or_LR_25_34,P_M2_TrnTrm_or_LR_35_44,P_M2_TrnTrm_or_LR_45_54,P_M2_TrnTrm_or_LR_55_64,P_M2_TrnTrm_or_LR_65_74,P_M2_TrnTrm_or_LR_75ov,P_M2_TrnTrm_or_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_or_LR_15_24,P_M2_BusTrm_or_LR_25_34,P_M2_BusTrm_or_LR_35_44,P_M2_BusTrm_or_LR_45_54,P_M2_BusTrm_or_LR_55_64,P_M2_BusTrm_or_LR_65_74,P_M2_BusTrm_or_LR_75ov,P_M2_BusTrm_or_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
50502,0,0,0,0,0,0,0,0,85,81,51,30,13,9,0,280,7171,12323,12589,11834,8605,2369,237,55131,1260,591,387,328,243,92,16,2911,9,43,65,64,63,20,4,264,19,38,32,45,40,6,0,183,41,62,72,70,63,13,0,324,50,98,106,81,77,16,0,442,193,179,126,134,116,43,8,793,9211,13785,13673,12775,9328,2613,269,61651,161,201,134,100,67,22,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,25,26,23,0,0,136,14,13,5,3,0,0,0,43,5,6,4,4,3,3,0,24,198,253,178,125,95,26,0,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,11,3,6,4,0,53,53,9,11,6,4,0,0,85,9,9,3,0,0,0,0,32,74,37,25,9,9,0,0,164,74,107,71,55,50,13,3,366,348,403,272,193,153,47,5,1412
50503,0,0,0,0,0,0,0,4,65,40,33,18,17,0,0,164,5569,8065,8604,8079,5610,1255,107,37295,1633,472,296,283,180,59,4,2918,19,63,104,122,110,30,8,446,19,27,21,24,25,7,0,106,27,12,21,35,14,0,0,117,41,52,70,65,43,24,0,296,207,80,79,105,74,36,4,589,7804,8919,9290,8770,6093,1413,125,42407,77,44,28,20,13,3,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,13,7,5,0,0,37,13,0,3,0,0,0,0,16,4,3,0,0,3,0,0,16,102,56,42,28,17,3,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,18,32,8,0,6,0,0,0,51,4,5,0,0,0,0,0,17,38,14,6,11,3,4,0,81,68,63,55,63,27,9,0,280,207,138,102,104,45,13,0,616
50601,0,0,0,0,0,0,0,4,29,17,13,4,3,0,0,64,2185,3460,3518,3021,2126,570,51,14935,560,165,111,83,94,37,3,1050,4,23,28,35,36,7,0,149,6,6,13,11,6,0,0,37,12,6,5,18,9,5,0,46,14,25,23,18,13,12,0,102,73,44,48,41,48,25,9,289,2953,3789,3799,3257,2363,657,65,16885,19,18,13,8,5,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,3,0,0,0,0,15,4,0,0,0,0,0,0,10,40,25,16,7,8,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,7,5,3,0,0,0,0,16,28,21,23,17,9,0,0,106,75,50,43,27,18,0,0,218
50602,0,0,0,0,0,0,0,0,76,110,77,47,28,4,4,346,5512,11596,11833,9869,6893,1632,135,47472,890,586,391,311,209,53,6,2450,15,65,77,70,68,26,3,324,14,37,43,40,23,6,0,171,33,63,83,57,33,9,0,271,68,239,205,137,82,18,3,757,135,135,104,84,81,31,0,568,7195,13302,13120,10814,7539,1814,156,53930,145,121,68,50,36,18,3,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,10,11,15,3,0,81,17,9,6,0,0,0,0,34,4,4,3,0,0,0,0,17,198,153,90,67,55,19,3,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,9,11,0,0,0,46,39,23,3,8,0,0,0,71,13,26,14,5,0,0,0,55,65,61,25,25,0,0,0,177,64,124,83,63,55,7,0,397,318,336,202,152,105,28,3,1159
50603,0,0,0,0,0,0,0,3,70,97,56,34,29,10,0,291,6564,11715,12530,11319,8517,1955,167,52765,1287,671,432,408,301,91,7,3185,24,62,78,86,92,27,5,366,15,41,40,43,54,3,0,198,50,57,77,76,65,12,0,344,56,154,120,86,65,21,3,510,132,103,68,72,48,16,4,437,8658,13294,13612,12309,9276,2175,191,59515,151,135,96,85,57,14,3,544,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,16,14,12,15,4,0,0,69,7,6,5,0,3,0,0,28,3,7,7,6,0,0,0,20,178,160,124,105,70,13,4,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,15,7,4,0,0,47,49,20,6,5,5,0,0,91,12,19,12,10,0,3,0,53,68,51,33,20,4,4,0,186,103,108,66,71,39,9,0,406,356,314,221,198,116,30,7,1249
50604,0,0,0,0,0,0,0,0,28,27,13,8,4,0,0,94,2620,4256,4760,4245,3200,857,81,20008,656,247,143,183,127,45,6,1402,9,33,49,40,62,16,0,205,10,5,5,17,14,0,0,48,23,12,16,15,10,4,0,79,18,45,31,28,27,7,0,160,65,43,38,42,47,26,7,276,3536,4747,5106,4619,3515,968,94,22578,40,37,20,11,13,3,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,8,0,0,19,8,0,4,0,0,0,0,10,5,8,0,0,3,0,0,13,62,43,28,18,21,5,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,15,4,8,3,0,0,0,28,0,0,0,5,0,0,0,12,21,9,10,7,4,3,0,48,52,48,30,30,17,5,0,182,124,96,67,57,41,10,0,397
50605,0,0,0,0,0,0,0,0,7,13,7,5,3,3,0,34,1483,2387,2613,2585,1980,542,55,11638,342,130,76,68,61,19,0,694,6,20,50,52,50,16,0,202,12,13,11,6,12,0,0,48,5,3,8,6,8,3,0,36,5,23,27,19,7,7,0,89,68,31,23,51,57,22,9,261,1954,2645,2822,2797,2187,616,67,13087,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,6,3,4,0,0,0,0,11,4,0,0,0,0,0,0,4,9,0,3,0,0,0,0,19,15,31,19,19,13,4,0,97,31,38,28,24,14,3,0,147
50606,0,0,0,0,0,0,0,0,11,3,0,5,0,0,0,22,683,962,888,769,609,129,20,4063,237,64,37,25,15,4,0,377,0,21,13,28,32,9,0,103,0,0,0,0,0,0,0,4,3,0,4,0,5,0,0,9,4,0,14,7,7,8,0,33,36,14,20,38,40,18,0,163,985,1071,985,873,708,166,25,4797,5,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,10,10,8,5,4,0,0,32,15,14,10,5,7,0,0,54
50607,0,4,0,0,0,0,0,4,11,17,14,6,5,0,0,42,1170,2035,2133,2030,1524,457,46,9386,207,112,76,80,60,27,0,565,0,5,8,6,5,5,0,28,3,7,6,8,8,0,0,29,9,10,29,22,10,3,0,81,5,30,19,12,14,5,0,82,84,53,48,51,47,20,4,312,1604,2374,2366,2259,1687,517,49,10853,41,24,12,14,15,4,0,103,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,4,3,0,5,0,0,6,0,0,0,0,3,0,0,11,45,39,21,18,14,4,0,136,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,9,6,3,0,0,0,0,26,3,4,0,3,0,0,0,9,20,17,10,3,3,0,0,47,18,16,22,10,11,3,0,75,77,66,42,30,32,10,0,252
50701,0,0,0,0,0,0,0,0,42,26,18,9,7,0,0,107,5120,8193,8855,8009,5533,1221,111,37046,1063,432,314,258,169,53,5,2293,10,39,59,62,62,16,9,252,13,26,28,32,23,3,0,127,24,23,45,26,22,5,0,137,10,61,85,58,41,5,0,258,102,65,70,61,57,21,3,386,6592,8988,9555,8599,5963,1336,128,41168,103,70,31,29,9,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,15,16,9,0,0,62,7,7,0,0,3,0,0,26,0,0,8,0,0,0,0,8,120,88,59,48,23,3,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,5,3,0,0,27,36,0,9,4,0,0,0,54,10,6,0,0,0,0,0,17,54,18,14,6,3,0,0,99,72,97,68,66,36,0,0,337,251,194,139,120,61,3,0,775
50702,3,0,0,4,0,0,0,5,30,22,13,7,6,0,0,86,2438,4154,4314,4278,3204,894,86,19367,436,222,146,142,156,41,5,1139,0,12,19,16,20,7,0,76,6,21,13,37,26,7,0,124,57,106,96,92,70,8,0,429,7,31,19,33,15,3,0,121,174,190,116,134,124,42,8,789,3459,5054,4941,4895,3784,1048,109,23289,68,70,50,37,24,11,0,253,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,15,15,14,18,4,0,83,3,7,5,9,0,0,0,19,7,3,5,7,4,0,0,16,85,93,72,59,47,13,0,376,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,12,4,6,8,3,0,46,25,11,9,3,4,0,0,50,4,5,7,0,3,0,0,19,38,28,18,18,15,4,0,125,32,42,49,46,41,16,0,225,162,164,141,125,105,38,5,728
50703,0,0,0,0,0,0,0,0,16,12,8,6,5,0,0,37,1234,2801,3312,3227,2352,444,29,13399,329,132,88,95,54,8,4,704,7,17,14,20,21,0,0,79,0,10,14,18,11,4,0,51,3,6,0,11,3,0,0,22,8,20,19,19,15,0,0,85,43,18,17,22,20,11,0,126,1700,3057,3492,3435,2487,474,37,14674,24,17,4,10,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,26,20,11,14,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,11,11,4,5,0,0,0,0,17,0,5,0,0,0,0,0,3,12,10,5,0,0,0,0,30,7,21,17,17,12,0,0,81,51,47,36,30,12,3,0,182
50704,0,0,0,0,0,0,0,0,29,31,21,4,3,6,0,97,4000,6611,6755,6352,4666,1220,112,29715,829,290,246,218,205,61,5,1861,3,11,16,33,22,14,3,104,5,16,6,26,25,3,0,88,29,40,62,53,37,3,5,226,28,58,62,39,36,10,0,230,185,68,57,89,73,19,3,504,5385,7464,7466,7006,5239,1365,131,34054,127,151,112,95,64,15,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,26,39,22,4,0,139,6,6,11,9,5,4,0,40,0,4,6,0,0,0,0,10,156,192,151,141,93,18,6,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,15,14,8,9,0,100,27,8,9,9,8,3,0,59,10,7,3,3,0,0,0,19,53,48,25,32,17,8,0,181,46,61,41,48,33,8,0,239,255,300,220,221,146,38,0,1188
50705,0,0,0,0,0,0,0,0,17,12,6,3,3,3,0,48,3636,5346,5332,5102,3656,714,53,23845,1078,250,195,153,124,30,0,1840,3,14,29,42,46,9,0,140,18,16,20,11,13,3,0,83,37,24,31,19,23,6,0,127,90,132,69,48,23,5,0,360,224,99,72,79,67,22,6,566,5314,5966,5815,5500,3999,798,66,27462,73,44,32,19,11,6,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,5,0,0,20,12,0,0,0,0,0,0,20,0,3,4,0,0,0,0,10,94,54,46,26,19,3,5,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,0,20,33,4,0,0,0,0,0,41,3,0,0,0,0,0,0,5,42,12,6,3,4,0,0,64,52,38,28,23,21,12,0,177,180,95,77,57,43,12,3,472
50901,0,0,0,0,0,0,0,0,12,10,3,8,3,3,0,38,2058,2990,3448,4083,3557,1004,115,17253,605,183,166,152,127,38,6,1281,11,23,37,38,47,15,3,182,11,11,3,10,14,0,0,60,22,24,19,25,21,0,0,125,10,13,19,26,33,29,4,141,126,112,152,192,250,148,33,1016,2881,3384,3876,4545,4067,1253,167,20174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,3,0,3,0,4,0,0,16,30,36,31,21,21,6,0,140,38,35,38,21,24,7,0,165
50902,0,0,0,0,0,0,0,0,3,4,7,4,0,0,0,16,1417,2448,2680,2995,2833,912,125,13403,371,247,130,169,118,37,10,1084,10,40,30,46,73,40,9,252,6,5,9,12,15,3,4,52,18,10,14,19,27,9,0,98,30,45,60,67,74,34,11,322,171,200,207,266,347,184,44,1429,2072,3092,3226,3672,3570,1239,207,17074,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,10,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,3,7,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,7,0,0,18,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,4,4,9,0,11,7,0,0,32,35,45,26,31,30,14,6,174,42,54,29,45,40,12,6,222
50903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,576,1127,1332,1452,1262,396,63,6209,117,87,77,66,49,16,6,412,3,17,21,21,30,13,6,107,0,5,4,12,7,4,0,27,8,5,3,8,6,4,0,46,12,24,32,43,45,24,0,174,94,102,106,121,182,99,31,738,832,1417,1640,1782,1637,567,113,7986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,8,5,0,39,0,4,0,0,0,0,0,5,0,0,5,3,0,0,0,4,4,7,17,13,6,5,0,50,7,27,20,17,10,9,0,87,12,38,35,34,17,10,0,135
51001,0,0,0,0,0,0,0,0,0,3,9,13,0,0,0,33,688,1951,1981,1700,1276,393,39,8020,308,259,168,169,112,33,7,1059,6,15,18,21,24,6,0,94,26,37,31,23,28,0,0,154,36,83,69,56,46,16,0,313,65,109,89,89,60,15,0,425,296,629,379,390,378,113,12,2192,1474,3182,2803,2506,1958,592,56,12570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,6,0,0,0,0,3,3,3,0,0,0,0,0,9,5,6,3,0,3,0,0,20,18,34,37,19,18,6,0,128,24,44,44,24,15,6,0,146
51002,0,0,0,0,0,0,0,0,22,31,29,28,11,0,0,127,735,2504,2663,1915,1276,234,10,9329,314,461,439,330,223,27,3,1795,9,50,56,57,40,9,0,221,3,14,19,18,22,0,0,78,19,22,31,15,20,0,0,108,228,901,862,714,403,55,3,3167,189,352,240,237,195,51,4,1273,1732,5183,5160,4158,2730,446,19,19429,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,23,7,12,5,0,68,7,13,11,8,3,0,0,34,25,85,57,43,31,0,0,246,37,120,87,58,43,4,0,347,46,163,154,120,65,6,0,554,80,283,245,184,119,11,0,918
51003,0,0,0,0,0,0,0,0,10,19,41,30,8,0,0,101,890,2541,3007,2330,1349,223,10,10358,347,459,411,386,194,39,3,1835,16,45,58,32,47,3,0,202,11,13,18,22,8,0,0,75,25,44,37,26,14,3,0,150,175,634,654,587,362,61,0,2477,157,335,254,230,228,34,0,1236,1847,4857,5397,4578,2810,447,17,19953,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,5,3,4,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,16,19,9,4,0,72,7,8,7,5,0,0,0,29,14,48,63,46,21,0,0,192,32,75,87,63,32,8,0,294,42,131,118,92,59,3,0,454,77,210,215,159,96,14,0,766
51101,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,584,896,1010,1097,909,210,24,4738,136,56,34,41,29,10,9,315,4,16,4,14,18,8,0,77,21,3,0,0,3,0,0,33,15,14,10,18,15,4,0,71,23,27,31,37,36,10,5,166,63,64,55,64,71,25,12,353,872,1179,1209,1355,1142,273,52,6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,10,0,0,3,0,0,0,0,7,0,5,0,0,0,0,0,11,5,5,7,3,5,0,0,25,7,12,16,18,10,0,0,62,15,16,24,26,8,0,0,94
51102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,269,533,467,515,420,119,8,2326,77,53,39,48,29,3,0,252,0,5,8,9,9,3,0,39,5,3,8,3,10,3,0,28,19,51,36,20,24,6,0,157,5,23,30,17,21,0,0,100,100,166,111,121,128,39,11,675,491,864,725,763,659,169,22,3680,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,7,9,11,14,4,0,0,50,6,17,13,15,4,0,0,62
51103,0,0,0,0,0,0,0,0,26,51,39,17,17,3,0,147,1496,2987,3012,2842,2209,494,34,13070,572,543,379,329,219,46,6,2094,6,55,44,42,40,9,3,205,17,5,12,14,13,0,0,77,32,16,26,26,29,3,0,122,191,595,455,402,257,42,0,1943,188,225,203,189,256,52,0,1118,2696,4910,4611,4242,3314,702,46,20523,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,25,17,23,13,0,0,86,3,8,5,3,0,0,0,26,15,49,27,21,10,0,0,123,26,78,49,55,24,0,0,236,79,141,121,77,66,4,3,486,103,220,173,136,86,6,3,731
51104,0,0,0,0,0,0,0,0,10,16,14,8,9,0,0,59,1850,2847,3221,3704,3071,820,94,15609,614,286,217,199,167,33,3,1526,8,31,41,50,64,16,4,219,30,18,11,18,26,3,0,107,29,41,39,58,37,10,0,213,117,360,299,233,173,45,8,1234,139,198,169,212,270,91,29,1113,2879,4001,4162,4654,3942,1062,143,20842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,4,0,0,15,6,3,4,3,0,0,0,15,12,17,8,11,7,0,0,56,14,23,18,14,13,0,0,88,36,76,75,46,40,18,0,293,53,95,93,70,57,18,0,390
59797,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,19,11,15,6,5,0,59,0,7,3,3,4,3,0,17,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,98,200,206,95,9,0,635,15,43,65,59,34,6,0,213,52,176,293,289,145,17,0,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,0,3,0,0,16,11,10,0,0,33,0,0,18,11,7,0,0,41
