POW_SA3_CODE_2021,P_M1_Tram_or_LR_15_24,P_M1_Tram_or_LR_25_34,P_M1_Tram_or_LR_35_44,P_M1_Tram_or_LR_45_54,P_M1_Tram_or_LR_55_64,P_M1_Tram_or_LR_65_74,P_M1_Tram_or_LR_75ov,P_M1_Tram_or_LR_Tot,P_M1_Taxi_or_RSS_15_24,P_M1_Taxi_or_RSS_25_34,P_M1_Taxi_or_RSS_35_44,P_M1_Taxi_or_RSS_45_54,P_M1_Taxi_or_RSS_55_64,P_M1_Taxi_or_RSS_65_74,P_M1_Taxi_or_RSS_75ov,P_M1_Taxi_or_RSS_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_or_LR_15_24,P_M2_TrnTrm_or_LR_25_34,P_M2_TrnTrm_or_LR_35_44,P_M2_TrnTrm_or_LR_45_54,P_M2_TrnTrm_or_LR_55_64,P_M2_TrnTrm_or_LR_65_74,P_M2_TrnTrm_or_LR_75ov,P_M2_TrnTrm_or_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_or_LR_15_24,P_M2_BusTrm_or_LR_25_34,P_M2_BusTrm_or_LR_35_44,P_M2_BusTrm_or_LR_45_54,P_M2_BusTrm_or_LR_55_64,P_M2_BusTrm_or_LR_65_74,P_M2_BusTrm_or_LR_75ov,P_M2_BusTrm_or_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
50101,0,0,0,0,0,0,0,0,8,5,5,5,0,0,0,26,1511,2491,3474,3642,2696,680,61,14552,612,168,128,120,74,26,4,1123,5,4,14,22,20,9,0,78,0,5,5,8,11,0,0,23,83,47,38,59,41,21,0,286,6,10,23,26,17,7,5,102,112,100,127,113,134,65,19,675,2363,2828,3819,4000,2999,808,92,16914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,16,38,19,17,27,22,0,0,127,41,26,15,35,26,0,0,149
50102,0,0,0,0,0,0,0,0,16,23,28,8,3,3,0,80,4027,6162,7592,8166,6085,1377,122,33545,1226,483,335,352,239,42,3,2678,3,49,54,48,67,20,4,250,22,22,8,27,18,11,4,105,59,38,30,43,34,6,0,217,16,52,43,36,32,21,4,200,137,137,122,149,153,83,16,792,5592,7056,8326,8940,6734,1572,164,38384,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,58,62,48,51,3,0,248,19,5,4,5,0,0,0,29,0,6,3,0,0,0,0,10,33,62,74,56,51,9,0,291,64,78,61,53,37,4,3,301,101,151,138,112,89,13,6,608
50103,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,575,861,1100,1404,1329,402,46,5721,234,92,61,54,55,24,4,519,3,13,17,16,30,7,4,81,3,0,6,10,4,4,5,33,4,10,6,8,9,0,0,35,9,10,4,17,15,10,3,71,67,62,59,91,121,80,31,508,909,1071,1276,1623,1580,535,90,7081,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,12,7,7,10,7,11,4,3,48,9,10,18,8,12,7,4,70
50201,0,0,0,0,0,0,0,0,21,14,9,4,6,0,4,49,3065,3824,4413,4824,3808,823,75,20837,846,198,162,158,132,29,3,1524,5,11,30,37,49,21,5,162,17,13,8,14,13,3,0,60,25,28,7,22,12,4,0,105,10,30,28,21,34,5,0,129,110,55,44,80,73,30,3,400,4258,4216,4757,5193,4159,928,88,23596,31,22,10,7,7,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,3,10,3,0,36,7,0,0,0,0,0,0,8,0,3,4,4,0,0,0,7,51,26,22,17,18,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,30,9,3,0,3,0,0,48,8,0,0,0,0,0,0,14,39,14,4,3,5,3,0,68,43,35,29,31,12,5,0,154,128,71,62,50,32,12,0,359
50301,0,0,0,0,4,0,0,4,23,39,20,18,6,4,3,112,3864,6747,6361,5908,4460,1348,164,28844,481,338,234,249,233,78,13,1623,0,3,9,5,20,4,3,50,10,37,33,38,32,9,0,159,75,144,167,159,124,26,0,699,20,33,19,20,22,8,0,119,342,245,220,156,159,58,10,1184,5182,8139,7421,6798,5317,1612,205,34674,134,179,147,165,124,40,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,13,15,6,3,0,81,14,11,6,0,4,0,0,39,0,12,3,4,5,0,0,28,171,225,170,181,142,45,0,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,32,21,29,6,0,148,28,23,12,8,6,0,0,76,3,16,7,6,8,0,0,43,61,77,53,30,46,10,0,267,47,68,51,48,39,7,0,255,273,367,270,256,227,60,0,1453
50302,0,0,3,0,0,0,0,9,127,344,272,141,74,16,7,980,7780,20359,23308,20606,13376,3556,361,89346,1516,2402,1732,1406,1063,270,18,8401,5,25,23,33,43,10,0,137,32,207,219,231,156,19,0,861,127,601,932,921,442,48,4,3076,149,651,627,441,249,37,3,2160,671,1788,1095,669,544,159,15,4934,14516,36776,37522,30968,19860,4917,450,145007,1065,1899,2111,1638,998,233,9,7938,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,827,1885,2363,1783,973,168,5,7997,197,335,268,224,155,22,0,1197,35,111,138,82,50,4,0,426,2123,4224,4881,3730,2175,419,11,17572,0,7,0,0,0,0,0,13,0,0,0,4,0,0,0,3,99,225,209,154,114,12,0,816,89,146,82,52,42,14,0,423,52,122,84,44,26,6,0,327,236,493,385,251,181,31,0,1581,124,313,271,213,138,26,0,1088,2485,5036,5543,4192,2488,474,19,20242
50401,3,0,0,0,0,0,0,3,31,40,22,8,5,0,0,108,2664,4052,4336,4108,3277,932,84,19450,613,237,136,136,105,37,11,1278,0,23,34,37,38,11,4,139,8,13,16,20,16,3,0,63,17,19,36,28,20,6,0,121,16,28,33,23,27,4,0,134,92,55,50,53,49,20,6,314,3643,4586,4752,4469,3580,1029,109,22159,53,38,22,20,19,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,4,0,4,0,31,7,0,0,4,0,0,0,15,3,0,0,3,0,0,0,12,58,49,41,26,15,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,3,0,0,21,28,7,4,3,3,0,0,48,7,6,0,0,0,0,0,14,39,13,13,10,11,0,0,79,40,34,32,18,19,3,0,147,141,94,82,51,48,3,0,421
50402,0,0,0,0,0,0,0,0,6,5,0,5,0,0,0,20,893,1173,1331,1512,1275,353,42,6575,280,54,36,46,42,13,0,466,0,19,18,30,35,11,0,111,3,5,0,0,5,6,0,27,5,5,6,4,7,0,0,36,8,12,15,7,8,0,4,51,31,17,15,24,30,18,8,148,1246,1290,1434,1652,1416,407,49,7484,4,5,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,5,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,13,9,9,15,4,9,7,0,60,22,19,25,13,14,3,0,101
50403,0,0,0,0,0,0,0,0,59,64,38,30,14,0,0,193,6273,10415,10533,10151,7445,1747,193,46754,1441,516,348,299,240,54,13,2921,20,79,103,105,117,44,0,466,15,25,37,61,36,4,0,170,36,40,36,41,43,11,0,206,35,96,94,88,69,18,0,402,179,140,100,131,114,43,13,716,8284,11517,11397,10988,8119,1944,225,52477,80,62,46,37,9,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,9,5,8,0,0,40,4,3,0,3,0,0,0,10,0,6,3,3,3,0,0,18,97,80,57,52,20,5,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,4,3,0,0,18,52,11,4,7,3,0,0,74,6,8,6,0,4,0,0,20,66,22,16,7,14,0,0,117,83,84,61,52,39,6,0,334,242,186,131,113,79,14,0,760
50501,0,0,0,0,0,0,0,0,42,37,19,10,12,0,0,111,5333,6413,6631,7341,5413,1268,86,32489,1405,268,203,198,208,48,7,2329,3,19,29,46,60,19,4,181,13,18,10,18,17,5,0,83,34,20,35,34,26,5,0,152,13,25,28,39,26,7,0,144,211,97,103,104,87,43,3,649,7357,7088,7178,7889,5920,1408,102,36945,179,126,60,43,37,9,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,20,15,8,4,0,75,25,14,5,0,3,0,0,55,4,6,9,4,3,0,0,24,224,155,93,57,52,12,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,8,0,0,0,29,28,3,4,4,0,0,0,39,8,6,0,0,0,0,0,7,42,17,9,13,3,0,0,78,64,37,41,45,23,10,0,215,325,212,144,115,81,19,0,893
