POW_SA3_CODE_2021,SW_300_399_Tot,SW_400_499_A_15_19,SW_400_499_A_20_24,SW_400_499_A_25_34,SW_400_499_A_35_44,SW_400_499_A_45_54,SW_400_499_A_55_64,SW_400_499_A_65_74,SW_400_499_A_75ov,SW_400_499_Tot,SW_500_649_A_15_19,SW_500_649_A_20_24,SW_500_649_A_25_34,SW_500_649_A_35_44,SW_500_649_A_45_54,SW_500_649_A_55_64,SW_500_649_A_65_74,SW_500_649_A_75ov,SW_500_649_Tot,SW_650_799_A_15_19,SW_650_799_A_20_24,SW_650_799_A_25_34,SW_650_799_A_35_44,SW_650_799_A_45_54,SW_650_799_A_55_64,SW_650_799_A_65_74,SW_650_799_A_75ov,SW_650_799_Tot,SW_800_999_A_15_19,SW_800_999_A_20_24,SW_800_999_A_25_34,SW_800_999_A_35_44,SW_800_999_A_45_54,SW_800_999_A_55_64,SW_800_999_A_65_74,SW_800_999_A_75ov,SW_800_999_Tot,SW_1000_1249_A_15_19,SW_1000_1249_A_20_24,SW_1000_1249_A_25_34,SW_1000_1249_A_35_44,SW_1000_1249_A_45_54,SW_1000_1249_A_55_64,SW_1000_1249_A_65_74,SW_1000_1249_A_75ov,SW_1000_1249_Tot,SW_1250_1499_A_15_19,SW_1250_1499_A_20_24,SW_1250_1499_A_25_34,SW_1250_1499_A_35_44,SW_1250_1499_A_45_54,SW_1250_1499_A_55_64,SW_1250_1499_A_65_74,SW_1250_1499_A_75ov,SW_1250_1499_Tot,SW_1500_1749_A_15_19,SW_1500_1749_A_20_24,SW_1500_1749_A_25_34,SW_1500_1749_A_35_44,SW_1500_1749_A_45_54,SW_1500_1749_A_55_64,SW_1500_1749_A_65_74,SW_1500_1749_A_75ov,SW_1500_1749_Tot,SW_1750_1999_A_15_19,SW_1750_1999_A_20_24,SW_1750_1999_A_25_34,SW_1750_1999_A_35_44,SW_1750_1999_A_45_54,SW_1750_1999_A_55_64,SW_1750_1999_A_65_74,SW_1750_1999_A_75ov,SW_1750_1999_Tot,SW_2000_2999_A_15_19,SW_2000_2999_A_20_24,SW_2000_2999_A_25_34,SW_2000_2999_A_35_44,SW_2000_2999_A_45_54,SW_2000_2999_A_55_64,SW_2000_2999_A_65_74,SW_2000_2999_A_75ov,SW_2000_2999_Tot,SW_3000_3499_A_15_19,SW_3000_3499_A_20_24,SW_3000_3499_A_25_34,SW_3000_3499_A_35_44,SW_3000_3499_A_45_54,SW_3000_3499_A_55_64,SW_3000_3499_A_65_74,SW_3000_3499_A_75ov,SW_3000_3499_Tot,SW_3500mo_A_15_19,SW_3500mo_A_20_24,SW_3500mo_A_25_34,SW_3500mo_A_35_44,SW_3500mo_A_45_54,SW_3500mo_A_55_64,SW_3500mo_A_65_74,SW_3500mo_A_75ov,SW_3500mo_Tot,SW_PINS_A_15_19,SW_PINS_A_20_24,SW_PINS_A_25_34,SW_PINS_A_35_44,SW_PINS_A_45_54,SW_PINS_A_55_64,SW_PINS_A_65_74,SW_PINS_A_75ov,SW_PINS_Tot,SW_Tot_A_15_19,SW_Tot_A_20_24,SW_Tot_A_25_34,SW_Tot_A_35_44,SW_Tot_A_45_54,SW_Tot_A_55_64,SW_Tot_A_65_74,SW_Tot_A_75ov,SW_Tot_Tot,MaOpD_NNI_A_15_19,MaOpD_NNI_A_20_24,MaOpD_NNI_A_25_34,MaOpD_NNI_A_35_44,MaOpD_NNI_A_45_54,MaOpD_NNI_A_55_64,MaOpD_NNI_A_65_74,MaOpD_NNI_A_75ov,MaOpD_NNI_Tot,MaOpD_1_149_A_15_19,MaOpD_1_149_A_20_24,MaOpD_1_149_A_25_34,MaOpD_1_149_A_35_44,MaOpD_1_149_A_45_54,MaOpD_1_149_A_55_64,MaOpD_1_149_A_65_74,MaOpD_1_149_A_75ov,MaOpD_1_149_Tot,MaOpD_150_299_A_15_19,MaOpD_150_299_A_20_24,MaOpD_150_299_A_25_34,MaOpD_150_299_A_35_44,MaOpD_150_299_A_45_54,MaOpD_150_299_A_55_64,MaOpD_150_299_A_65_74,MaOpD_150_299_A_75ov,MaOpD_150_299_Tot,MaOpD_300_399_A_15_19,MaOpD_300_399_A_20_24,MaOpD_300_399_A_25_34,MaOpD_300_399_A_35_44,MaOpD_300_399_A_45_54,MaOpD_300_399_A_55_64,MaOpD_300_399_A_65_74,MaOpD_300_399_A_75ov,MaOpD_300_399_Tot,MaOpD_400_499_A_15_19,MaOpD_400_499_A_20_24,MaOpD_400_499_A_25_34,MaOpD_400_499_A_35_44,MaOpD_400_499_A_45_54,MaOpD_400_499_A_55_64,MaOpD_400_499_A_65_74,MaOpD_400_499_A_75ov,MaOpD_400_499_Tot,MaOpD_500_649_A_15_19,MaOpD_500_649_A_20_24,MaOpD_500_649_A_25_34,MaOpD_500_649_A_35_44,MaOpD_500_649_A_45_54,MaOpD_500_649_A_55_64,MaOpD_500_649_A_65_74,MaOpD_500_649_A_75ov,MaOpD_500_649_Tot,MaOpD_650_799_A_15_19,MaOpD_650_799_A_20_24,MaOpD_650_799_A_25_34,MaOpD_650_799_A_35_44,MaOpD_650_799_A_45_54,MaOpD_650_799_A_55_64,MaOpD_650_799_A_65_74,MaOpD_650_799_A_75ov,MaOpD_650_799_Tot,MaOpD_800_999_A_15_19,MaOpD_800_999_A_20_24,MaOpD_800_999_A_25_34,MaOpD_800_999_A_35_44,MaOpD_800_999_A_45_54,MaOpD_800_999_A_55_64,MaOpD_800_999_A_65_74,MaOpD_800_999_A_75ov,MaOpD_800_999_Tot,MaOpD_1000_1249_A_15_19,MaOpD_1000_1249_A_20_24,MaOpD_1000_1249_A_25_34,MaOpD_1000_1249_A_35_44,MaOpD_1000_1249_A_45_54,MaOpD_1000_1249_A_55_64,MaOpD_1000_1249_A_65_74,MaOpD_1000_1249_A_75ov,MaOpD_1000_1249_Tot,MaOpD_1250_1499_A_15_19
50101,132,32,21,25,28,30,41,13,0,189,45,34,42,47,70,46,22,5,303,23,49,65,55,86,74,34,0,380,10,32,43,57,59,60,19,0,284,3,17,35,49,50,58,12,0,224,0,5,21,22,25,29,7,0,108,0,0,12,18,36,16,11,0,94,0,0,3,11,16,12,4,0,44,0,0,0,15,24,11,4,0,56,0,0,3,6,7,8,6,0,25,0,0,0,3,11,14,4,0,37,5,0,0,0,0,0,3,0,16,604,181,265,358,464,404,155,16,2451,0,0,0,0,0,0,0,0,0,10,0,0,4,0,3,0,0,19,9,0,0,0,8,4,6,0,28,6,4,3,0,0,0,10,0,25,0,0,4,3,3,16,10,0,43,3,3,5,9,14,23,14,6,74,4,12,13,8,29,28,16,0,101,0,4,18,22,39,37,19,0,141,5,9,21,28,61,41,14,3,181,0
50102,298,62,53,45,54,58,49,12,0,329,55,76,94,71,86,76,18,3,480,38,91,112,82,107,82,20,0,532,9,68,116,91,89,72,17,0,470,6,35,77,62,84,60,11,0,337,0,12,26,32,48,30,5,0,152,0,4,21,33,30,25,8,0,122,0,0,10,8,21,27,3,3,83,0,0,13,20,28,22,9,0,91,0,0,0,11,7,3,0,0,26,0,0,6,12,11,3,3,0,40,9,4,0,5,0,5,6,0,25,1051,412,589,568,640,536,129,17,3940,3,0,5,4,0,11,7,0,17,26,3,0,0,3,3,3,0,39,21,8,4,5,3,3,0,0,47,12,12,8,10,0,13,10,0,67,9,10,5,5,13,17,9,4,80,18,5,24,14,17,28,13,6,129,12,23,24,32,39,39,32,0,197,18,65,63,69,78,81,23,4,407,14,58,105,102,128,129,45,8,583,6
50103,29,9,0,6,10,9,18,0,0,51,13,13,11,16,14,21,10,0,91,10,13,6,21,21,16,9,0,91,0,7,21,28,16,19,4,0,98,0,7,4,8,6,19,4,0,58,0,0,3,7,7,8,0,0,23,0,0,6,5,0,8,3,0,18,0,0,0,8,6,4,0,0,15,0,0,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,5,0,0,0,0,0,0,0,0,4,141,49,75,106,106,123,43,4,646,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,13,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,4,0,13,0,0,0,3,11,14,9,0,38,0,4,0,11,7,10,9,0,40,5,11,17,16,25,31,7,4,110,5,12,19,18,29,35,18,0,134,0
50201,381,78,87,58,52,56,63,19,0,411,50,113,81,65,96,88,29,4,531,14,107,95,77,85,71,16,3,474,7,67,87,70,90,57,17,0,390,6,25,73,64,61,44,14,3,295,0,13,25,25,37,30,10,0,138,0,3,16,18,19,19,6,0,80,0,0,10,6,20,7,3,0,45,0,0,6,5,10,22,12,3,61,0,0,0,3,4,8,0,0,21,0,6,11,10,12,7,3,0,49,7,6,8,0,7,9,0,0,36,1086,614,551,470,586,504,144,21,3984,5,0,0,0,3,0,0,0,6,35,0,4,0,0,0,0,0,46,39,5,7,0,0,5,3,0,59,19,7,10,5,3,13,9,5,67,3,3,3,12,11,11,8,0,56,16,10,4,18,7,30,18,7,105,6,11,16,22,25,39,18,3,144,0,24,23,24,34,37,19,0,161,3,13,24,35,51,55,12,0,193,0
50301,250,36,79,41,17,27,22,9,6,243,24,109,53,17,41,39,15,6,307,10,68,75,23,30,42,21,7,267,4,69,77,48,42,43,13,3,297,0,22,89,40,21,40,12,0,226,0,15,37,20,34,26,8,0,147,0,3,14,16,20,21,10,4,93,0,0,9,7,21,16,6,0,67,0,3,12,18,38,33,12,3,119,0,5,0,4,8,10,4,5,36,5,0,9,24,38,29,12,3,126,0,0,3,0,4,3,0,0,18,612,612,472,268,362,372,140,41,2879,0,0,0,0,0,0,0,0,3,17,9,0,0,0,0,0,0,35,18,6,0,0,0,3,0,0,32,7,5,4,4,3,0,3,0,31,0,13,7,0,0,3,3,0,32,0,14,5,3,10,3,9,0,40,0,8,11,8,5,10,0,0,45,0,12,19,11,11,16,9,0,76,0,11,12,25,21,30,6,0,115,0
50302,654,88,233,130,56,48,46,18,4,620,55,307,244,98,66,102,34,9,910,39,258,255,125,110,82,43,9,922,22,178,280,149,137,95,34,8,905,6,118,308,182,147,116,36,6,914,0,27,252,147,111,79,29,4,657,0,24,146,135,113,92,17,3,539,0,10,94,95,94,62,19,0,379,0,3,121,184,184,99,42,10,638,0,3,25,67,63,39,15,0,205,4,0,33,139,130,78,31,4,415,3,9,8,10,8,8,8,0,53,1251,1714,2073,1485,1293,974,342,53,9181,0,0,3,0,0,0,0,0,11,24,7,8,0,4,0,0,0,40,32,13,7,0,8,8,4,6,73,8,20,11,8,5,7,0,0,66,9,13,20,5,9,5,8,0,79,4,23,31,27,14,14,9,4,131,4,43,38,28,16,27,17,0,172,0,32,87,70,47,64,11,4,312,0,28,98,102,89,79,17,3,411,3
50401,267,37,70,47,17,22,42,13,0,246,38,95,66,50,53,53,16,0,368,13,80,80,59,50,31,18,0,327,0,59,81,54,47,50,15,0,310,5,20,64,43,49,34,12,3,222,0,8,44,31,44,38,9,0,173,0,4,19,27,29,22,7,0,116,0,4,12,10,15,9,3,0,56,0,3,13,33,24,17,3,0,88,0,0,0,6,6,4,0,0,14,0,0,3,0,11,5,4,0,28,8,3,6,6,4,3,3,0,25,658,539,487,381,386,352,113,13,2939,0,0,3,0,0,0,0,0,8,17,3,0,3,0,0,0,0,34,9,8,8,7,8,3,0,0,46,7,14,5,5,0,13,6,0,52,7,12,15,7,8,14,10,5,73,0,21,24,9,17,16,3,3,102,14,20,32,32,29,27,12,0,166,13,38,90,70,73,59,14,3,369,7,37,60,75,84,74,24,0,360,0
50402,65,17,26,11,3,8,9,0,0,76,14,20,22,14,18,11,8,0,114,7,23,13,11,14,22,3,0,90,3,17,24,11,25,19,8,0,106,0,6,13,14,17,20,5,0,75,0,4,11,9,8,16,3,0,51,0,0,0,5,6,9,9,0,31,0,0,0,3,6,7,0,0,17,0,0,0,6,5,13,0,0,32,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,7,0,0,5,5,3,0,0,0,16,295,140,119,86,127,146,45,4,958,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,5,3,4,0,4,0,0,0,15,5,0,0,0,3,6,5,0,15,3,7,0,0,4,7,0,0,23,3,5,0,8,10,12,0,0,37,5,3,10,4,12,5,3,0,37,4,12,14,19,14,19,3,0,86,0,12,28,22,21,24,13,0,128,0
50403,519,94,143,88,64,50,56,19,0,511,89,192,125,91,91,95,29,9,721,38,177,154,104,102,87,25,0,685,19,125,176,112,108,91,35,0,668,8,60,146,106,130,78,23,3,560,0,34,89,65,80,50,13,0,337,0,9,53,68,65,54,23,0,273,0,3,13,41,49,37,11,0,155,0,5,32,47,59,44,10,3,195,0,0,5,6,19,10,4,0,39,0,0,7,12,13,12,7,0,54,15,11,0,6,5,3,6,0,44,1527,1058,1011,818,848,709,223,20,6210,4,3,0,4,9,4,3,0,29,36,6,3,3,3,4,0,0,64,58,22,11,8,12,5,6,0,125,35,30,22,17,9,20,11,0,136,24,23,20,19,23,25,16,0,155,23,35,59,42,33,38,24,4,263,23,75,93,68,73,67,24,8,435,40,114,223,216,206,166,50,0,1014,26,93,284,292,288,256,61,5,1307,9
50501,645,118,226,91,57,91,71,18,3,679,94,259,135,91,115,127,29,3,854,37,179,187,82,95,88,37,3,702,21,127,158,94,111,83,34,4,623,6,52,108,68,81,81,16,0,409,0,19,41,49,47,38,14,4,212,0,3,23,31,49,23,18,0,154,0,3,14,9,20,23,8,0,67,0,0,12,19,38,35,11,0,120,0,0,5,8,10,17,4,0,39,0,0,5,12,28,16,15,0,78,11,17,11,4,5,10,4,0,54,2024,1409,929,620,764,705,230,23,6702,5,0,0,0,0,0,0,0,11,55,7,4,0,0,0,0,0,68,46,12,4,3,6,0,0,0,68,19,14,4,0,6,7,5,0,49,10,10,5,5,3,8,4,0,43,8,17,15,10,8,7,9,5,78,10,15,21,13,12,20,7,0,101,5,23,41,20,27,33,16,0,163,0,10,37,31,46,54,9,0,191,0
