POW_SA3_CODE_2021,SW_300_399_Tot,SW_400_499_A_15_19,SW_400_499_A_20_24,SW_400_499_A_25_34,SW_400_499_A_35_44,SW_400_499_A_45_54,SW_400_499_A_55_64,SW_400_499_A_65_74,SW_400_499_A_75ov,SW_400_499_Tot,SW_500_649_A_15_19,SW_500_649_A_20_24,SW_500_649_A_25_34,SW_500_649_A_35_44,SW_500_649_A_45_54,SW_500_649_A_55_64,SW_500_649_A_65_74,SW_500_649_A_75ov,SW_500_649_Tot,SW_650_799_A_15_19,SW_650_799_A_20_24,SW_650_799_A_25_34,SW_650_799_A_35_44,SW_650_799_A_45_54,SW_650_799_A_55_64,SW_650_799_A_65_74,SW_650_799_A_75ov,SW_650_799_Tot,SW_800_999_A_15_19,SW_800_999_A_20_24,SW_800_999_A_25_34,SW_800_999_A_35_44,SW_800_999_A_45_54,SW_800_999_A_55_64,SW_800_999_A_65_74,SW_800_999_A_75ov,SW_800_999_Tot,SW_1000_1249_A_15_19,SW_1000_1249_A_20_24,SW_1000_1249_A_25_34,SW_1000_1249_A_35_44,SW_1000_1249_A_45_54,SW_1000_1249_A_55_64,SW_1000_1249_A_65_74,SW_1000_1249_A_75ov,SW_1000_1249_Tot,SW_1250_1499_A_15_19,SW_1250_1499_A_20_24,SW_1250_1499_A_25_34,SW_1250_1499_A_35_44,SW_1250_1499_A_45_54,SW_1250_1499_A_55_64,SW_1250_1499_A_65_74,SW_1250_1499_A_75ov,SW_1250_1499_Tot,SW_1500_1749_A_15_19,SW_1500_1749_A_20_24,SW_1500_1749_A_25_34,SW_1500_1749_A_35_44,SW_1500_1749_A_45_54,SW_1500_1749_A_55_64,SW_1500_1749_A_65_74,SW_1500_1749_A_75ov,SW_1500_1749_Tot,SW_1750_1999_A_15_19,SW_1750_1999_A_20_24,SW_1750_1999_A_25_34,SW_1750_1999_A_35_44,SW_1750_1999_A_45_54,SW_1750_1999_A_55_64,SW_1750_1999_A_65_74,SW_1750_1999_A_75ov,SW_1750_1999_Tot,SW_2000_2999_A_15_19,SW_2000_2999_A_20_24,SW_2000_2999_A_25_34,SW_2000_2999_A_35_44,SW_2000_2999_A_45_54,SW_2000_2999_A_55_64,SW_2000_2999_A_65_74,SW_2000_2999_A_75ov,SW_2000_2999_Tot,SW_3000_3499_A_15_19,SW_3000_3499_A_20_24,SW_3000_3499_A_25_34,SW_3000_3499_A_35_44,SW_3000_3499_A_45_54,SW_3000_3499_A_55_64,SW_3000_3499_A_65_74,SW_3000_3499_A_75ov,SW_3000_3499_Tot,SW_3500mo_A_15_19,SW_3500mo_A_20_24,SW_3500mo_A_25_34,SW_3500mo_A_35_44,SW_3500mo_A_45_54,SW_3500mo_A_55_64,SW_3500mo_A_65_74,SW_3500mo_A_75ov,SW_3500mo_Tot,SW_PINS_A_15_19,SW_PINS_A_20_24,SW_PINS_A_25_34,SW_PINS_A_35_44,SW_PINS_A_45_54,SW_PINS_A_55_64,SW_PINS_A_65_74,SW_PINS_A_75ov,SW_PINS_Tot,SW_Tot_A_15_19,SW_Tot_A_20_24,SW_Tot_A_25_34,SW_Tot_A_35_44,SW_Tot_A_45_54,SW_Tot_A_55_64,SW_Tot_A_65_74,SW_Tot_A_75ov,SW_Tot_Tot,MaOpD_NNI_A_15_19,MaOpD_NNI_A_20_24,MaOpD_NNI_A_25_34,MaOpD_NNI_A_35_44,MaOpD_NNI_A_45_54,MaOpD_NNI_A_55_64,MaOpD_NNI_A_65_74,MaOpD_NNI_A_75ov,MaOpD_NNI_Tot,MaOpD_1_149_A_15_19,MaOpD_1_149_A_20_24,MaOpD_1_149_A_25_34,MaOpD_1_149_A_35_44,MaOpD_1_149_A_45_54,MaOpD_1_149_A_55_64,MaOpD_1_149_A_65_74,MaOpD_1_149_A_75ov,MaOpD_1_149_Tot,MaOpD_150_299_A_15_19,MaOpD_150_299_A_20_24,MaOpD_150_299_A_25_34,MaOpD_150_299_A_35_44,MaOpD_150_299_A_45_54,MaOpD_150_299_A_55_64,MaOpD_150_299_A_65_74,MaOpD_150_299_A_75ov,MaOpD_150_299_Tot,MaOpD_300_399_A_15_19,MaOpD_300_399_A_20_24,MaOpD_300_399_A_25_34,MaOpD_300_399_A_35_44,MaOpD_300_399_A_45_54,MaOpD_300_399_A_55_64,MaOpD_300_399_A_65_74,MaOpD_300_399_A_75ov,MaOpD_300_399_Tot,MaOpD_400_499_A_15_19,MaOpD_400_499_A_20_24,MaOpD_400_499_A_25_34,MaOpD_400_499_A_35_44,MaOpD_400_499_A_45_54,MaOpD_400_499_A_55_64,MaOpD_400_499_A_65_74,MaOpD_400_499_A_75ov,MaOpD_400_499_Tot,MaOpD_500_649_A_15_19,MaOpD_500_649_A_20_24,MaOpD_500_649_A_25_34,MaOpD_500_649_A_35_44,MaOpD_500_649_A_45_54,MaOpD_500_649_A_55_64,MaOpD_500_649_A_65_74,MaOpD_500_649_A_75ov,MaOpD_500_649_Tot,MaOpD_650_799_A_15_19,MaOpD_650_799_A_20_24,MaOpD_650_799_A_25_34,MaOpD_650_799_A_35_44,MaOpD_650_799_A_45_54,MaOpD_650_799_A_55_64,MaOpD_650_799_A_65_74,MaOpD_650_799_A_75ov,MaOpD_650_799_Tot,MaOpD_800_999_A_15_19,MaOpD_800_999_A_20_24,MaOpD_800_999_A_25_34,MaOpD_800_999_A_35_44,MaOpD_800_999_A_45_54,MaOpD_800_999_A_55_64,MaOpD_800_999_A_65_74,MaOpD_800_999_A_75ov,MaOpD_800_999_Tot,MaOpD_1000_1249_A_15_19,MaOpD_1000_1249_A_20_24,MaOpD_1000_1249_A_25_34,MaOpD_1000_1249_A_35_44,MaOpD_1000_1249_A_45_54,MaOpD_1000_1249_A_55_64,MaOpD_1000_1249_A_65_74,MaOpD_1000_1249_A_75ov,MaOpD_1000_1249_Tot,MaOpD_1250_1499_A_15_19
50502,662,98,248,116,71,62,75,27,0,694,83,253,159,118,112,134,41,3,901,45,208,218,122,142,137,43,6,930,13,172,238,116,166,125,44,4,883,5,94,203,159,120,148,37,0,777,0,25,134,110,120,87,30,0,498,0,11,71,98,102,76,14,4,370,0,5,35,56,72,39,19,0,233,0,10,56,96,102,75,15,5,352,0,0,6,26,28,16,5,0,80,0,3,29,44,55,27,6,4,157,10,9,8,4,8,7,3,0,52,1752,1544,1413,1131,1189,1048,337,37,8443,0,4,3,5,6,5,0,0,18,38,7,4,0,4,0,0,0,59,36,24,4,8,3,3,12,0,80,14,26,17,19,11,11,10,0,103,21,38,23,14,27,23,14,0,168,11,30,56,36,29,39,16,4,217,19,76,70,60,56,59,27,0,367,9,77,149,123,120,103,27,5,610,9,48,166,133,134,137,33,0,646,0
50503,467,87,112,65,50,48,43,10,3,413,66,173,97,84,92,70,23,0,604,25,126,116,78,84,88,20,0,550,19,101,144,87,72,66,8,0,507,0,63,96,72,88,54,21,0,397,0,21,66,60,75,36,9,0,271,0,6,36,54,65,35,9,0,202,0,5,18,36,29,19,5,4,114,0,3,28,43,53,30,7,0,172,0,0,7,9,11,7,3,0,38,0,0,14,21,18,9,0,0,62,11,10,5,6,8,6,3,0,43,1546,874,768,677,713,517,139,15,5254,7,0,5,0,3,7,3,0,26,60,7,0,7,0,6,3,0,92,36,21,11,11,5,8,3,0,96,26,22,22,14,12,14,14,0,122,17,30,21,12,21,11,10,0,126,21,38,42,26,35,31,22,0,223,26,62,58,59,70,68,24,7,375,13,81,147,142,146,104,35,0,679,0,53,192,174,179,168,31,0,798,4
50601,213,37,61,34,28,20,22,15,0,216,35,64,63,43,34,41,11,0,291,11,60,42,35,52,37,20,0,260,7,47,65,40,43,31,8,0,241,3,27,36,31,29,17,5,0,147,0,4,19,24,30,14,0,4,100,0,3,7,11,12,5,6,0,51,0,0,0,5,12,8,3,0,27,0,0,4,10,6,17,4,0,36,0,0,5,5,0,0,0,0,6,0,0,3,3,0,0,3,0,14,5,0,3,0,4,8,0,0,20,730,396,332,277,270,221,84,5,2319,3,0,0,0,0,0,0,0,6,16,0,3,0,0,3,0,0,27,16,9,6,11,4,4,3,0,49,11,5,12,4,5,0,0,0,36,6,9,7,11,8,4,8,0,55,0,7,12,16,17,8,3,0,71,5,13,17,20,16,17,7,0,99,6,20,40,46,37,31,8,0,187,4,18,60,58,51,59,15,0,265,7
50602,337,54,139,69,40,38,40,10,0,386,38,152,112,68,64,60,15,0,508,33,128,131,89,67,73,21,0,541,3,115,150,89,89,58,19,0,525,9,76,167,119,102,88,21,7,588,0,22,120,111,89,75,9,4,428,0,19,70,75,71,39,14,0,287,0,3,20,50,55,29,8,0,169,0,5,22,89,56,53,13,0,236,0,0,10,17,12,3,3,0,47,0,0,12,23,30,17,5,0,82,8,10,9,0,3,9,0,0,36,853,981,994,834,702,581,159,12,5117,3,0,7,9,6,4,0,0,24,24,7,4,6,3,9,0,0,51,20,16,14,9,11,7,0,0,86,14,20,27,18,19,11,9,4,124,17,32,30,26,17,25,19,0,168,24,52,66,62,36,43,31,3,317,18,80,114,93,71,61,30,3,468,18,148,269,225,179,149,39,4,1043,16,104,402,338,262,275,61,5,1465,3
50603,485,92,191,82,60,52,59,14,0,550,65,210,132,72,61,70,16,3,632,20,154,148,89,75,76,15,0,585,14,140,179,104,91,92,17,3,644,8,77,176,142,113,78,32,0,627,7,30,109,124,101,76,23,0,467,3,13,60,90,90,84,17,0,362,0,12,32,55,66,41,15,0,218,0,3,49,89,107,62,14,4,323,0,0,9,12,33,17,0,0,73,0,0,16,10,39,15,6,0,80,5,5,4,7,7,3,0,0,42,1179,1223,1122,945,900,718,208,21,6306,4,4,0,3,5,4,0,0,16,26,19,8,6,3,7,0,0,69,51,19,22,17,8,9,8,4,123,40,32,29,14,11,16,5,5,155,37,43,59,25,24,23,18,0,220,31,76,85,48,51,46,36,4,370,49,119,147,104,95,94,28,0,638,57,227,456,306,297,260,54,3,1666,31,163,513,475,425,349,68,0,2027,8
50604,249,46,61,50,38,28,29,9,0,262,37,91,72,46,54,45,17,0,358,12,83,68,45,45,40,9,4,302,8,46,75,53,57,41,5,3,294,0,30,64,55,42,39,8,0,246,0,19,40,31,30,19,11,0,158,0,3,16,28,20,33,7,0,108,0,3,8,13,14,17,0,0,54,0,3,15,19,25,4,5,0,75,0,0,7,5,11,3,0,0,21,0,0,0,3,7,3,4,0,15,4,6,0,0,0,5,0,0,22,653,496,463,400,378,316,96,8,2815,0,0,5,0,0,5,0,0,11,24,4,9,3,0,4,0,0,43,29,4,8,8,3,9,4,0,63,11,13,5,10,12,6,6,5,59,9,5,7,19,6,10,11,0,71,10,18,21,32,16,17,9,0,121,7,34,49,40,41,20,14,0,200,10,48,108,83,47,48,18,0,366,8,33,114,102,108,107,23,0,491,0
50605,93,18,38,13,16,10,14,5,0,120,11,25,28,20,25,17,3,0,132,5,22,33,21,22,29,10,0,137,0,18,14,17,22,17,0,0,100,0,8,27,21,22,16,4,0,98,0,5,21,17,11,9,6,0,76,0,0,6,10,7,10,4,0,41,0,0,13,13,19,7,0,0,48,0,0,7,16,19,13,4,0,56,0,0,0,5,8,3,0,0,10,0,0,0,3,8,9,4,0,30,0,0,0,0,0,5,0,0,6,302,187,198,171,190,174,47,9,1280,0,0,0,0,0,4,0,0,13,14,0,0,0,0,0,0,0,22,24,3,3,0,0,6,0,0,35,4,3,4,3,5,3,0,0,19,0,4,9,5,4,0,4,0,28,0,15,14,10,9,7,8,0,75,3,17,27,16,19,12,6,0,111,4,36,66,61,55,63,11,0,303,4,33,113,117,96,90,23,0,477,0
50606,39,9,6,9,6,4,5,0,0,43,7,13,10,8,3,4,0,0,53,0,14,10,9,8,13,0,0,53,5,10,17,5,6,7,0,0,56,0,5,6,5,8,6,0,0,30,0,0,3,0,6,3,0,0,10,0,0,0,3,6,0,0,0,5,0,0,0,0,3,4,0,0,4,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,7,175,77,81,54,56,45,8,3,486,0,0,0,0,0,0,4,0,4,8,3,0,0,0,4,0,0,17,0,3,4,7,0,0,0,0,16,3,5,4,0,0,3,0,0,14,0,0,0,0,3,5,0,0,7,0,0,0,0,0,5,0,0,13,3,3,6,4,6,7,4,0,34,0,8,11,9,17,20,0,0,67,0,0,18,8,24,24,7,3,86,3
50607,84,16,19,11,5,3,3,5,0,61,3,31,19,0,11,8,6,0,79,4,26,16,8,15,3,10,0,83,0,22,30,8,10,6,6,4,89,0,11,27,5,17,20,8,0,95,0,3,22,9,17,18,6,0,75,0,0,9,14,5,16,6,0,46,0,0,5,10,11,3,3,0,28,0,0,6,6,12,5,6,3,47,0,0,0,3,3,3,3,0,19,0,0,4,11,10,3,0,0,30,0,0,0,0,0,0,0,0,4,242,166,163,103,129,112,70,9,998,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,6,0,3,4,3,0,0,0,0,14,0,4,5,7,3,0,0,0,21,0,0,9,0,9,5,5,0,18,0,0,7,5,8,5,3,0,27,0
50701,337,62,101,59,42,44,45,14,0,363,55,138,69,46,65,54,14,5,437,25,107,91,57,67,41,15,3,409,18,70,89,63,55,53,12,0,366,9,45,80,81,80,56,20,0,371,0,13,70,49,40,22,11,0,207,0,4,29,36,42,31,15,0,163,0,0,10,24,30,20,10,0,99,0,0,12,28,55,33,7,0,141,0,0,7,11,10,3,0,0,29,0,0,5,12,11,5,6,0,45,5,8,3,0,5,8,3,0,38,1067,695,589,509,566,425,139,8,3993,0,0,0,0,0,0,0,0,4,28,7,4,3,0,0,0,0,55,37,20,4,3,4,9,4,0,79,30,19,9,14,6,15,5,4,94,17,30,16,8,11,17,5,5,110,21,42,27,27,27,25,13,0,190,20,74,64,49,43,44,16,0,306,22,127,190,136,128,123,30,3,770,24,111,215,192,191,209,37,5,989,3
50702,166,30,66,27,16,23,17,9,3,189,13,74,78,19,36,30,16,0,263,11,62,58,33,29,40,17,5,246,7,45,44,36,28,41,14,0,217,0,25,52,46,30,31,8,3,200,0,8,30,31,31,27,6,3,144,0,0,14,19,42,17,5,0,107,0,0,12,20,31,19,0,0,77,0,0,3,19,24,13,5,0,68,0,0,0,10,3,3,0,0,21,0,0,3,11,21,16,7,3,58,0,9,3,0,6,0,0,0,20,451,417,378,282,329,269,114,19,2262,0,0,0,4,0,0,0,0,6,6,3,6,5,0,4,0,0,25,13,17,0,0,5,9,0,0,43,10,7,10,10,0,3,4,0,41,6,10,9,13,6,4,6,0,46,6,15,17,11,14,15,9,0,89,3,9,23,12,16,16,5,0,91,7,21,43,34,36,34,10,0,192,6,14,50,46,45,61,18,0,238,0
50703,77,11,11,15,9,12,10,0,0,69,3,24,24,18,27,9,3,0,118,0,26,29,19,21,16,0,0,111,0,14,34,16,24,14,0,0,97,0,3,18,17,16,15,0,0,58,0,0,8,17,5,3,0,0,31,0,4,6,6,10,3,0,0,28,0,0,5,0,4,0,0,0,10,0,0,4,4,5,8,0,0,16,0,0,0,0,0,0,4,0,3,0,0,5,0,6,0,0,0,6,4,5,0,0,0,0,0,0,3,273,115,160,123,137,86,13,0,906,0,0,0,5,3,0,0,0,5,6,0,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,16,4,7,6,3,6,3,5,0,27,7,9,8,9,0,0,4,0,33,3,9,10,3,0,4,8,0,42,9,4,15,19,12,16,5,0,72,5,16,32,35,45,35,15,0,183,8,30,88,72,66,71,18,0,354,0
50704,448,74,150,48,40,45,50,18,6,430,38,159,93,57,43,64,36,9,498,13,118,109,52,71,73,34,0,466,13,81,88,61,63,73,24,0,404,3,45,81,59,62,67,21,0,333,0,6,50,46,58,35,19,5,223,0,3,35,22,28,30,22,0,137,0,4,18,19,18,20,5,0,88,0,4,17,26,30,34,10,0,115,0,0,8,18,8,6,4,0,39,0,0,9,20,26,19,6,3,85,3,13,5,0,0,5,0,0,34,1232,961,632,481,506,548,211,25,4590,0,3,0,0,0,0,0,0,7,28,3,5,0,0,0,0,0,30,16,6,5,6,3,0,0,0,26,3,13,3,4,0,8,8,0,36,0,17,6,5,3,13,3,0,53,5,15,14,11,13,11,4,0,85,11,15,29,14,13,30,11,0,117,7,26,57,38,39,40,14,5,222,4,24,57,62,68,60,13,0,289,0
50705,388,82,106,69,50,49,51,8,0,415,63,147,109,67,83,81,13,0,561,27,130,117,91,93,55,17,0,533,13,78,111,68,73,71,13,0,424,0,29,73,75,63,43,10,3,292,0,16,36,29,27,29,3,0,139,0,6,20,24,36,21,7,0,101,0,6,9,8,9,12,0,0,40,0,3,8,16,20,10,4,0,63,0,0,0,7,7,3,0,0,23,0,0,0,4,5,9,3,0,29,7,8,10,3,0,3,0,0,28,1297,715,654,543,543,458,105,8,4325,0,0,0,3,3,0,0,0,10,18,0,5,0,5,6,0,0,33,36,16,4,4,3,0,0,0,72,16,7,4,7,3,9,7,0,49,7,6,7,8,8,10,7,0,53,7,16,17,14,19,11,11,0,90,8,20,24,16,15,17,10,0,113,3,22,42,41,30,48,8,0,193,4,19,50,52,71,61,16,0,269,3
50901,135,29,13,26,17,24,32,7,0,150,44,33,48,40,56,44,20,0,279,27,41,45,39,53,54,12,0,280,11,41,58,56,55,57,15,0,292,4,25,48,48,58,47,9,0,238,0,0,20,26,30,19,7,3,109,0,8,9,14,17,23,0,0,72,0,0,9,4,9,7,5,0,31,0,0,5,8,19,23,0,0,59,0,0,3,0,4,5,0,0,7,0,0,3,12,9,12,4,0,41,0,0,4,0,7,5,6,0,18,506,200,316,297,378,356,104,19,2172,0,0,0,4,6,0,0,0,11,0,0,0,0,0,0,0,0,4,8,6,0,0,5,0,0,0,21,4,0,4,5,4,10,3,0,33,3,6,5,9,4,15,10,0,56,5,6,12,22,13,21,25,3,104,5,10,14,20,14,35,9,0,112,0,14,33,30,27,52,23,0,188,5,22,51,54,74,102,33,0,331,0
50902,76,18,10,8,12,16,29,9,6,110,21,20,17,21,24,26,18,0,154,16,36,24,20,32,22,9,4,165,3,37,39,34,45,31,18,0,207,0,21,24,22,29,27,7,0,144,0,0,8,18,13,11,3,0,56,0,0,5,6,10,12,6,0,43,0,3,4,6,6,6,8,0,38,0,0,4,8,6,10,0,0,37,0,0,0,6,6,4,0,0,18,0,0,0,8,4,7,7,0,20,4,0,3,0,0,0,0,0,17,268,150,161,190,217,238,103,14,1333,0,0,0,0,3,3,5,0,12,3,0,0,0,0,0,0,0,13,8,4,0,0,0,4,9,6,38,0,3,0,0,4,9,12,0,33,0,0,3,3,4,8,5,0,38,7,11,3,8,4,18,13,0,61,5,10,8,17,16,29,14,4,97,14,22,32,16,42,56,27,0,208,7,20,54,44,61,123,34,0,337,9
50903,20,7,3,0,4,9,4,4,0,36,0,5,0,9,9,9,3,0,47,8,6,7,10,17,14,3,0,71,3,10,11,11,12,22,3,0,64,0,4,3,10,11,13,6,0,51,0,4,4,9,6,7,0,4,28,0,0,7,0,6,5,0,0,23,0,0,0,0,0,8,0,0,12,0,0,0,10,5,7,6,0,24,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,11,4,0,0,0,4,0,0,0,6,65,45,51,74,90,96,34,9,457,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,9,5,0,0,3,0,6,0,0,9,0,0,0,0,6,3,0,0,20,0,0,0,6,3,6,0,3,16,0,3,4,4,8,5,3,0,31,4,11,4,8,9,8,5,0,56,5,11,10,13,14,27,11,3,101,8,14,21,30,20,42,11,3,152,6
51001,47,3,7,5,4,7,3,0,0,32,11,9,7,8,10,21,6,0,76,12,14,24,10,22,16,8,0,110,4,13,31,22,13,20,9,0,108,6,23,36,17,21,24,9,0,141,0,8,23,13,12,15,4,0,67,0,0,13,15,10,0,5,0,47,0,0,6,12,9,3,0,0,26,0,0,3,3,5,7,6,0,30,0,0,0,0,8,4,0,0,8,0,0,0,0,0,0,0,0,8,0,0,4,0,0,3,0,0,11,169,79,170,123,134,130,55,9,874,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,10,0,0,0,3,0,0,4,0,13,0,0,3,0,0,3,5,0,17,0,5,0,7,0,8,3,0,26,0,5,6,3,0,11,7,0,38,0,7,17,13,10,3,3,0,70,5,9,14,11,24,26,6,0,85,0
51002,28,4,3,4,4,3,5,0,0,23,9,10,17,19,11,9,0,0,70,8,14,12,11,8,9,0,0,61,6,14,21,12,12,18,3,0,79,7,12,42,8,12,6,5,0,91,0,9,13,10,4,12,0,0,50,0,0,12,7,6,7,4,0,41,0,0,12,8,7,0,0,0,23,0,0,9,9,5,8,0,0,40,0,0,0,4,0,0,0,0,6,0,0,0,3,4,0,0,0,7,3,0,0,0,0,0,0,0,13,117,72,153,105,91,75,22,0,630,0,0,8,0,5,3,0,0,16,4,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,7,4,4,3,5,4,0,0,0,16,0,0,4,0,0,5,6,0,10,0,4,7,5,3,11,0,0,27,3,3,11,5,10,6,0,0,43,0,3,20,14,16,22,9,0,80,8,22,59,53,62,56,17,0,272,4
51003,40,3,5,12,7,6,7,0,0,43,9,8,13,12,12,12,0,0,64,4,12,11,12,17,14,0,0,69,10,16,18,11,27,10,5,0,90,3,11,29,15,17,12,0,0,85,5,13,20,9,15,4,0,0,62,0,0,16,3,0,8,0,0,33,0,0,4,13,9,4,0,0,29,0,4,6,10,13,4,0,0,31,0,0,6,0,0,3,0,0,9,0,0,3,0,6,5,0,0,12,0,0,0,0,0,0,0,0,3,217,77,151,116,124,78,10,0,774,0,0,6,0,4,7,0,0,22,6,0,0,0,5,0,0,0,14,0,0,3,4,0,0,3,0,10,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,5,0,10,6,0,0,7,7,5,5,0,25,0,0,10,7,4,16,3,0,47,4,7,15,8,19,10,8,0,76,11,27,28,29,40,39,13,0,188,3
51101,36,0,6,5,6,3,9,0,0,34,10,7,14,11,8,3,0,0,52,4,14,15,13,17,10,3,3,79,0,9,17,14,13,14,5,0,67,0,4,19,14,17,12,0,0,55,0,4,7,6,4,4,0,0,25,0,0,4,5,14,4,0,0,26,0,0,3,8,7,0,3,0,17,0,0,3,5,9,6,0,0,21,0,0,0,6,0,6,0,0,8,0,0,0,0,0,4,0,0,11,0,0,0,0,0,3,0,0,11,134,57,94,95,89,72,19,3,559,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,8,0,0,4,0,0,9,0,0,12,0,5,0,6,0,7,7,0,18,0,3,4,4,0,4,5,0,21,4,8,9,6,3,3,0,5,30,3,11,5,9,15,15,11,0,60,0,7,28,13,12,37,13,0,114,0
51102,20,0,4,0,0,0,0,0,0,15,7,8,7,12,7,17,0,0,56,4,7,11,8,8,7,0,0,49,5,8,4,14,18,18,4,0,65,3,0,13,12,4,4,3,0,41,0,3,4,7,4,3,0,0,18,0,0,0,3,5,0,0,0,6,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,65,36,52,66,53,64,13,3,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,4,0,6,0,0,0,3,3,11,3,0,22,0,0,4,6,3,12,4,0,31,0,0,5,8,11,14,0,0,37,0
51103,67,17,9,17,15,8,12,4,0,78,14,20,26,22,22,9,10,0,119,16,23,29,30,28,14,3,0,150,13,33,32,27,24,14,7,0,152,4,15,22,26,21,20,0,0,105,3,4,17,12,14,17,0,0,73,0,6,6,8,7,7,3,0,34,0,4,0,0,10,0,0,0,23,0,0,5,7,10,12,0,0,39,0,0,0,5,0,0,0,0,4,0,0,0,4,10,3,0,0,25,0,0,0,0,4,0,0,0,11,276,134,180,163,173,149,37,0,1106,0,3,6,5,3,7,0,0,23,4,0,5,0,6,0,0,0,12,8,0,4,0,0,6,0,0,16,3,0,4,6,0,6,6,0,23,6,0,9,4,4,3,7,0,26,0,3,4,8,11,11,7,0,56,3,9,11,13,13,12,5,0,65,4,19,36,18,21,31,13,4,148,9,30,40,50,58,52,17,0,258,10
51104,113,26,16,24,18,32,23,14,0,146,33,42,41,26,47,39,7,5,236,13,56,60,43,46,41,6,5,275,10,44,45,35,45,46,13,5,239,3,25,48,35,42,34,4,0,188,0,4,25,25,21,20,0,0,95,0,4,3,14,21,15,8,0,55,0,0,6,9,13,12,3,0,46,0,0,3,8,15,10,0,0,41,0,0,0,3,7,8,0,0,18,0,3,6,5,8,3,0,0,28,5,0,3,0,0,6,0,0,8,487,225,278,256,312,284,73,20,1923,0,0,0,4,0,0,0,0,8,6,0,0,0,4,0,4,0,22,10,0,6,0,5,0,5,0,28,0,9,3,3,5,13,9,0,37,5,4,4,4,8,9,5,0,41,13,4,6,4,17,14,18,4,69,12,13,16,14,27,36,16,0,129,9,11,38,27,39,54,17,0,196,4,33,37,34,67,88,18,0,272,0
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
59999,161,13,23,26,25,32,41,16,4,182,3,32,34,35,50,36,17,3,217,0,31,31,44,47,41,18,3,224,0,18,51,27,47,41,13,3,206,3,10,56,46,65,38,17,0,236,0,5,46,49,55,29,10,3,188,0,3,18,30,48,40,3,0,144,0,0,18,24,25,13,6,0,90,0,0,8,24,29,16,5,3,92,0,0,0,0,9,7,4,3,21,0,0,5,14,9,11,4,6,42,3,0,0,3,3,0,0,0,20,141,198,346,404,513,366,141,41,2143,5,3,5,10,13,12,5,0,52,18,18,16,11,13,9,5,0,88,16,39,41,22,21,29,16,0,178,10,27,41,41,31,39,24,0,213,3,31,66,56,55,50,33,9,306,3,36,96,75,84,97,61,0,461,4,43,109,115,107,99,53,5,540,7,59,165,146,128,141,53,7,705,3,50,200,162,173,192,50,3,834,3
