POW_SA3_CODE_2021,SWs_PINS_H_0,SWs_PINS_H_1_19,SWs_PINS_H_20_29,SWs_PINS_H_30_34,SWs_PINS_H_35_39,SWs_PINS_H_40_44,SWs_PINS_H_45_49,SWs_PINS_H_50ov,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_19,SWs_Tot_H_20_29,SWs_Tot_H_30_34,SWs_Tot_H_35_39,SWs_Tot_H_40_44,SWs_Tot_H_45_49,SWs_Tot_H_50ov,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_19,MaOpD_NNI_H_20_29,MaOpD_NNI_H_30_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40_44,MaOpD_NNI_H_45_49,MaOpD_NNI_H_50ov,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_19,MaOpD_1_149_H_20_29,MaOpD_1_149_H_30_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40_44,MaOpD_1_149_H_45_49,MaOpD_1_149_H_50ov,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_19,MaOpD_150_299_H_20_29,MaOpD_150_299_H_30_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40_44,MaOpD_150_299_H_45_49,MaOpD_150_299_H_50ov,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_19,MaOpD_300_399_H_20_29,MaOpD_300_399_H_30_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40_44,MaOpD_300_399_H_45_49,MaOpD_300_399_H_50ov,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot,MaOpD_400_499_H_0,MaOpD_400_499_H_1_19,MaOpD_400_499_H_20_29,MaOpD_400_499_H_30_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40_44,MaOpD_400_499_H_45_49,MaOpD_400_499_H_50ov,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_19,MaOpD_500_649_H_20_29,MaOpD_500_649_H_30_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40_44,MaOpD_500_649_H_45_49,MaOpD_500_649_H_50ov,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_19,MaOpD_650_799_H_20_29,MaOpD_650_799_H_30_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40_44,MaOpD_650_799_H_45_49,MaOpD_650_799_H_50ov,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_19,MaOpD_800_999_H_20_29,MaOpD_800_999_H_30_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40_44,MaOpD_800_999_H_45_49,MaOpD_800_999_H_50ov,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_19,MaOpD_1000_1249_H_20_29,MaOpD_1000_1249_H_30_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40_44,MaOpD_1000_1249_H_45_49,MaOpD_1000_1249_H_50ov,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_19,MaOpD_1250_1499_H_20_29,MaOpD_1250_1499_H_30_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40_44,MaOpD_1250_1499_H_45_49,MaOpD_1250_1499_H_50ov,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_19,MaOpD_1500_1749_H_20_29,MaOpD_1500_1749_H_30_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40_44,MaOpD_1500_1749_H_45_49,MaOpD_1500_1749_H_50ov,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_19,MaOpD_1750_1999_H_20_29,MaOpD_1750_1999_H_30_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40_44,MaOpD_1750_1999_H_45_49,MaOpD_1750_1999_H_50ov,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_19,MaOpD_2000_2999_H_20_29,MaOpD_2000_2999_H_30_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40_44,MaOpD_2000_2999_H_45_49,MaOpD_2000_2999_H_50ov,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000_3499_H_0,MaOpD_3000_3499_H_1_19,MaOpD_3000_3499_H_20_29,MaOpD_3000_3499_H_30_34,MaOpD_3000_3499_H_35_39,MaOpD_3000_3499_H_40_44,MaOpD_3000_3499_H_45_49,MaOpD_3000_3499_H_50ov,MaOpD_3000_3499_H_NS,MaOpD_3000_3499_H_Tot,MaOpD_3500mo_H_0,MaOpD_3500mo_H_1_19,MaOpD_3500mo_H_20_29,MaOpD_3500mo_H_30_34,MaOpD_3500mo_H_35_39,MaOpD_3500mo_H_40_44,MaOpD_3500mo_H_45_49,MaOpD_3500mo_H_50ov,MaOpD_3500mo_H_NS,MaOpD_3500mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_19,MaOpD_PINS_H_20_29,MaOpD_PINS_H_30_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40_44,MaOpD_PINS_H_45_49,MaOpD_PINS_H_50ov,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_19,MaOpD_Tot_H_20_29,MaOpD_Tot_H_30_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40_44,MaOpD_Tot_H_45_49,MaOpD_Tot_H_50ov,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_19,Lab_NNI_H_20_29,Lab_NNI_H_30_34,Lab_NNI_H_35_39,Lab_NNI_H_40_44,Lab_NNI_H_45_49,Lab_NNI_H_50ov,Lab_NNI_H_NS,Lab_NNI_H_Tot
50502,0,13,5,5,12,9,0,0,13,52,287,2841,1595,679,1200,964,271,517,90,8443,0,6,5,0,5,0,0,0,0,18,11,38,7,0,0,3,0,0,0,59,0,60,13,4,3,0,0,0,0,80,5,54,27,5,3,0,0,4,3,103,6,70,66,15,11,3,0,4,0,168,7,46,78,32,20,16,5,3,7,217,10,38,84,65,78,46,12,20,5,367,13,29,58,48,231,145,32,35,18,610,12,26,48,40,184,211,56,66,5,646,13,12,17,14,86,109,48,63,5,361,9,5,8,12,45,66,42,71,5,261,8,3,6,7,19,30,18,66,3,156,8,6,3,0,20,25,14,71,7,154,0,0,0,0,0,0,4,16,0,23,6,0,0,0,0,4,4,12,0,23,0,0,5,0,4,0,0,0,14,24,97,419,416,248,714,654,221,426,79,3270,5,24,9,3,0,6,0,0,5,56
50503,0,9,15,6,5,3,0,0,5,43,168,1963,1017,379,653,550,164,315,52,5254,0,11,0,5,0,4,0,3,0,26,3,73,10,0,0,0,0,0,0,92,5,64,21,4,3,0,0,0,0,96,4,74,30,5,5,7,0,0,3,122,6,39,54,8,0,8,0,3,3,126,3,39,82,26,38,9,10,12,5,223,5,31,62,57,125,56,20,15,0,375,12,28,43,59,253,190,31,50,6,679,20,12,34,33,247,239,79,118,6,798,14,12,7,12,100,147,77,113,6,484,16,4,8,16,56,68,67,140,4,384,14,9,6,4,23,61,33,120,0,267,11,12,3,3,17,28,17,136,7,235,3,0,0,0,0,4,5,25,0,39,6,0,0,0,3,8,0,18,0,37,3,4,3,0,6,5,0,0,13,31,138,412,360,222,883,825,341,768,59,4004,9,28,5,3,0,0,0,0,0,51
50601,0,8,5,5,3,0,0,0,5,20,97,936,460,206,331,155,49,60,24,2319,0,0,0,0,0,0,0,0,0,6,5,17,0,0,0,0,0,0,0,27,0,38,4,8,0,0,0,0,0,49,0,26,7,0,0,0,0,0,0,36,6,21,20,8,0,3,0,0,0,55,0,17,27,9,4,11,3,0,0,71,0,8,16,19,28,21,0,3,3,99,3,3,26,19,72,40,9,18,3,187,7,3,9,19,89,70,21,37,8,265,6,6,3,4,43,44,33,48,0,187,5,0,3,0,11,22,13,43,7,106,0,0,0,4,12,24,18,34,0,90,0,0,4,0,8,10,8,51,4,85,3,0,0,0,0,0,6,7,0,18,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,3,0,0,12,44,148,121,85,265,245,102,259,22,1289,0,12,0,0,3,0,0,0,0,23
50602,4,11,0,3,9,3,0,0,13,36,225,1526,874,385,799,737,202,317,59,5117,4,0,6,0,0,0,0,0,4,24,8,38,5,0,0,3,0,0,4,51,0,52,11,7,0,3,0,0,3,86,4,66,32,5,6,5,0,3,5,124,10,58,61,11,5,9,3,4,4,168,16,63,95,47,34,38,6,15,3,317,15,55,113,70,111,65,16,26,8,468,25,61,97,147,330,251,53,65,15,1043,56,56,70,109,473,433,119,136,15,1465,36,20,29,49,229,254,104,195,6,921,36,20,17,22,136,172,89,221,10,726,40,11,9,14,84,77,50,209,6,504,115,26,23,7,83,83,81,508,16,933,21,0,0,0,13,18,13,95,0,168,20,0,6,0,8,7,6,68,4,118,4,4,0,5,0,14,0,9,20,59,404,529,579,488,1522,1439,541,1565,114,7180,8,16,0,0,4,4,0,0,0,36
50603,4,5,4,0,0,3,0,6,6,42,203,1918,1046,439,1017,896,269,454,66,6306,4,0,3,0,4,0,0,5,3,16,0,50,11,4,0,0,0,4,0,69,7,88,15,5,5,4,0,0,4,123,6,93,34,0,5,4,0,5,3,155,4,89,71,20,16,10,4,5,9,220,10,87,146,48,40,27,4,8,3,370,6,51,127,94,198,98,27,18,18,638,34,69,118,125,681,441,103,68,24,1666,53,43,89,78,637,656,222,238,21,2027,41,20,31,36,242,347,147,260,11,1129,23,15,7,12,114,188,112,286,15,769,32,3,7,10,56,95,56,229,11,486,59,9,9,5,43,73,47,342,11,599,14,0,0,0,3,10,7,50,3,100,4,0,0,0,6,3,7,41,0,68,0,4,0,0,10,13,0,5,14,48,278,623,668,440,2048,1966,732,1563,150,8472,4,19,7,6,13,3,0,0,3,51
50604,0,9,0,0,4,0,0,8,0,22,103,952,565,219,412,298,79,153,30,2815,4,0,0,0,0,5,0,0,0,11,3,34,6,0,0,0,0,0,0,43,0,46,7,3,5,0,0,0,0,63,0,36,9,3,5,3,0,3,0,59,0,28,26,3,3,3,0,3,4,71,4,21,48,17,8,9,0,9,3,121,0,11,42,28,60,39,8,12,3,200,8,12,35,25,114,103,17,28,9,366,11,13,21,29,146,136,46,75,5,491,9,4,6,11,75,116,46,83,10,360,8,5,3,5,36,54,47,86,4,251,8,3,3,0,13,16,26,67,0,137,12,0,0,7,10,22,11,83,6,150,4,0,0,0,0,0,0,12,0,17,0,0,0,0,0,0,0,11,3,17,0,0,0,0,0,0,4,8,4,17,78,210,217,137,475,523,208,479,50,2375,0,16,3,4,3,3,0,3,0,33
50605,0,0,0,0,4,0,0,0,8,6,58,441,241,89,159,137,61,84,13,1280,4,0,0,0,3,0,0,0,3,13,0,18,0,0,0,0,0,0,0,22,3,26,6,0,0,0,0,0,0,35,0,12,4,0,0,0,0,0,0,19,0,7,11,0,0,0,0,0,0,28,5,18,33,10,12,0,8,0,7,75,0,10,19,15,24,25,0,0,0,111,6,20,18,25,104,87,26,24,4,303,11,16,12,22,99,167,73,79,7,477,9,14,3,11,67,103,59,69,9,343,4,7,5,5,18,57,36,102,0,241,5,5,0,0,15,23,29,88,0,168,12,9,6,3,8,17,10,114,3,180,0,0,0,0,0,3,0,20,0,25,0,0,0,0,0,0,0,11,0,14,0,0,3,0,3,3,0,3,4,24,59,164,118,99,346,484,248,518,40,2075,0,8,0,0,0,0,0,0,0,20
50606,0,0,0,0,0,0,0,0,0,7,17,211,97,53,51,30,5,16,8,486,0,0,0,0,5,0,0,0,0,4,0,15,0,0,0,0,0,0,0,17,0,10,3,0,0,0,0,0,0,16,0,8,0,0,0,0,0,0,0,14,0,3,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,13,0,3,9,8,9,9,0,8,0,34,4,5,3,12,17,18,3,3,4,67,3,0,4,4,19,25,9,23,3,86,0,0,7,4,8,21,19,24,0,81,4,0,0,0,7,8,16,23,0,58,0,0,0,0,3,3,7,18,0,41,0,0,0,0,0,3,7,20,0,36,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,16,66,26,24,66,93,67,125,9,493,0,6,0,0,0,0,0,7,5,13
50607,0,0,0,0,0,0,0,0,4,4,38,378,162,69,101,125,33,83,16,998,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,3,5,0,0,0,0,0,0,14,0,3,0,3,8,0,0,4,0,21,0,0,0,3,3,3,3,3,0,18,0,0,0,6,10,4,0,5,0,27,0,5,0,4,5,4,3,3,0,22,3,0,0,0,0,4,0,6,0,23,5,0,0,3,0,0,0,0,0,11,4,0,0,0,0,0,3,20,0,31,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,4,5,19,35,23,17,28,24,13,45,8,209,0,5,4,0,0,0,0,0,0,10
50701,0,6,4,3,5,3,0,3,8,38,123,1423,745,289,533,494,126,212,46,3993,3,4,0,0,0,0,0,0,0,4,9,41,0,0,0,0,0,0,0,55,6,61,11,0,0,0,0,0,6,79,7,59,15,4,8,8,0,0,0,94,0,50,36,11,6,8,0,5,0,110,6,37,77,24,23,11,0,4,0,190,8,23,68,44,77,59,6,13,11,306,24,34,64,85,277,192,39,38,17,770,31,23,33,51,287,313,97,128,17,989,19,15,13,36,110,207,89,154,7,639,8,9,11,8,71,108,84,178,4,477,21,9,3,6,32,55,45,149,0,324,34,9,4,13,36,57,25,223,3,403,6,0,0,0,10,9,7,35,5,68,7,4,0,0,3,11,0,32,0,57,0,0,0,0,5,5,4,3,9,30,170,370,331,287,951,1045,406,968,70,4591,0,25,7,7,6,3,0,0,3,46
50702,0,7,0,0,0,0,0,0,6,20,81,794,392,201,329,246,67,130,22,2262,0,4,0,0,0,0,0,0,0,6,0,12,6,6,0,0,0,0,0,25,5,34,3,0,0,0,0,0,0,43,3,27,6,0,3,0,0,0,0,41,0,22,10,5,3,0,0,0,5,46,9,29,35,10,4,5,0,0,0,89,3,9,20,10,24,17,0,11,0,91,8,12,17,15,75,41,6,8,0,192,6,11,9,9,66,93,28,25,3,238,17,6,3,7,41,55,26,50,0,221,12,7,4,5,21,36,32,53,0,170,12,3,0,3,20,19,19,55,0,132,21,6,3,8,29,34,20,55,3,173,0,0,0,0,0,4,4,4,0,11,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,8,0,0,3,14,94,167,130,82,284,310,140,274,22,1509,0,8,0,0,0,3,0,0,0,17
50703,0,4,0,0,0,0,0,0,5,3,40,335,164,74,143,88,20,30,10,906,3,0,0,0,0,4,0,6,0,5,0,7,0,0,0,0,0,0,0,5,0,7,3,0,0,0,0,0,0,16,5,7,9,0,3,0,0,0,0,27,0,14,12,0,0,0,0,0,0,33,5,8,15,4,4,3,0,6,0,42,6,8,12,12,16,14,0,5,0,72,4,7,13,14,70,36,17,10,8,183,12,7,13,14,83,104,46,74,0,354,14,5,4,10,51,73,36,106,3,306,9,4,6,3,34,81,61,105,0,299,23,10,11,3,42,48,37,110,3,285,34,7,6,11,106,90,88,239,6,585,15,0,0,0,18,15,12,36,0,98,0,6,5,0,6,4,3,21,0,45,0,0,0,0,6,6,0,8,4,21,130,92,96,73,436,486,314,721,31,2382,0,3,4,0,0,0,0,0,0,13
50704,3,12,0,0,4,3,0,0,6,34,159,2007,801,340,542,380,101,237,32,4590,0,0,0,0,0,0,0,0,0,7,0,33,0,0,0,0,0,0,0,30,0,24,5,0,0,0,0,0,0,26,5,17,7,0,0,0,0,0,0,36,4,20,20,0,0,3,0,0,0,53,0,21,28,12,11,6,0,3,0,85,6,8,28,22,22,12,0,10,5,117,12,8,27,30,74,45,17,6,6,222,8,14,12,20,92,97,22,26,6,289,11,8,3,3,73,46,22,26,0,190,4,0,0,0,28,41,13,38,3,133,3,0,3,0,12,15,9,28,3,76,29,0,3,0,11,8,3,61,3,118,4,0,0,0,0,0,5,19,0,36,3,0,0,0,0,0,0,15,0,23,0,3,0,0,4,0,0,4,6,17,91,158,139,104,337,277,96,236,35,1469,0,15,0,6,0,0,0,0,0,24
50705,0,11,3,6,0,5,0,0,10,28,170,1773,898,363,552,292,73,170,42,4325,0,4,0,5,0,3,0,0,0,10,4,26,4,0,0,0,0,0,0,33,0,54,7,0,0,3,0,0,0,72,0,40,12,0,0,0,0,0,0,49,3,17,22,6,0,4,0,0,0,53,0,17,30,13,10,5,0,5,3,90,4,14,27,14,28,16,6,8,5,113,8,9,19,27,70,46,9,9,0,193,13,10,9,17,83,73,32,35,0,269,8,0,10,9,57,46,20,43,0,204,6,8,6,0,28,35,19,59,9,171,7,4,3,3,14,26,21,55,6,137,14,7,3,0,22,30,36,121,5,238,3,0,0,0,0,0,4,22,6,37,0,0,0,0,0,5,0,10,0,15,0,0,7,0,0,0,0,0,6,15,86,203,160,92,325,283,155,364,37,1710,5,20,4,5,3,0,0,4,3,40
50901,0,5,0,0,3,4,0,0,8,18,108,629,381,175,368,269,97,112,25,2172,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,4,0,15,3,0,0,3,0,0,0,21,3,20,8,0,0,3,0,4,0,33,5,21,19,0,0,0,0,5,0,56,7,30,33,6,12,4,0,7,0,104,8,13,25,12,21,12,10,14,0,112,0,13,16,24,42,51,19,16,3,188,13,13,12,10,59,83,47,76,5,331,13,4,10,15,21,62,39,75,3,231,5,4,12,9,9,27,23,76,0,168,9,0,0,3,7,14,12,57,4,111,8,3,0,0,3,20,15,61,3,122,0,3,0,0,0,0,0,8,3,11,0,5,0,0,0,6,0,7,3,30,0,0,0,0,0,7,4,5,4,24,80,150,146,85,185,300,169,402,36,1550,3,18,3,0,4,7,0,0,0,45
50902,0,5,0,0,0,0,0,3,7,17,54,356,233,123,192,162,59,125,24,1333,0,4,4,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,13,6,18,0,0,0,0,0,7,0,38,0,19,6,0,0,3,0,0,0,33,4,10,12,0,4,3,0,0,0,38,3,19,16,3,0,13,0,9,3,61,12,14,20,18,7,18,5,12,4,97,7,9,22,9,47,61,11,37,0,208,27,16,9,11,68,89,45,77,5,337,13,10,11,5,28,59,31,93,0,254,17,12,13,3,12,39,27,132,7,268,28,6,4,3,12,27,19,135,6,242,48,12,13,10,26,32,45,350,3,543,0,0,0,0,0,3,16,45,0,69,3,0,0,5,6,4,0,32,3,50,0,4,0,0,4,9,0,7,0,27,165,160,134,83,213,353,201,942,47,2289,5,20,12,0,0,4,4,10,0,51
50903,0,0,0,0,0,4,0,0,0,6,18,100,62,44,60,79,37,45,6,457,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,9,0,5,0,0,0,0,0,3,0,9,0,10,3,0,0,3,0,0,0,20,0,3,3,0,0,0,4,3,0,16,3,5,10,0,5,0,0,0,0,31,0,3,15,0,7,12,5,7,6,56,8,6,6,5,23,28,7,10,0,101,3,9,7,7,32,40,26,37,5,152,20,6,0,4,12,22,16,49,6,134,13,9,6,0,24,23,18,104,0,198,17,12,12,0,17,29,34,132,0,260,82,22,17,5,61,43,41,325,3,591,9,0,0,0,4,4,11,51,0,78,5,0,0,0,0,4,0,29,0,35,8,0,0,0,4,0,0,3,0,20,182,87,86,24,190,212,152,748,24,1703,3,4,0,0,0,0,0,0,0,12
51001,0,6,0,0,3,3,0,0,0,11,30,208,108,72,176,137,49,91,12,874,0,0,0,0,4,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,7,0,0,0,0,0,0,0,13,0,8,6,0,0,0,0,3,0,17,0,0,3,6,5,0,3,7,0,26,0,0,8,7,6,7,3,3,0,38,0,6,12,3,17,10,4,23,0,70,4,3,7,4,6,30,10,27,0,85,3,0,0,0,18,18,11,44,0,91,7,0,6,5,8,13,6,45,0,90,5,4,0,0,0,3,11,63,0,99,27,12,5,0,8,5,10,141,6,209,0,0,0,0,0,3,0,36,3,46,5,0,0,0,0,0,3,19,7,34,0,0,0,3,0,0,0,3,8,26,61,46,49,27,79,101,50,430,24,863,0,0,0,0,0,0,0,0,4,12
51002,0,3,0,0,5,0,0,0,8,13,29,131,81,49,110,76,33,95,19,630,0,4,0,0,0,0,0,9,0,16,0,3,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,7,4,8,0,0,0,0,0,3,0,16,0,3,0,0,0,0,0,0,0,10,7,5,4,4,3,0,0,8,0,27,0,8,0,3,13,3,8,10,0,43,6,3,4,3,7,9,8,26,3,80,31,5,15,9,26,28,17,126,9,272,52,12,10,8,24,29,18,210,7,359,94,29,20,5,39,33,46,428,17,706,146,26,15,6,38,22,48,649,19,969,461,89,66,14,75,66,112,2117,54,3048,145,25,17,4,23,24,41,614,19,904,135,16,12,0,7,38,17,366,7,608,9,0,0,0,3,0,5,28,23,69,1099,237,162,50,259,256,321,4606,163,7152,4,7,3,0,0,0,0,0,0,13
51003,0,0,0,0,0,0,0,0,0,3,40,221,100,75,116,96,36,79,16,774,7,4,0,0,0,0,0,8,0,22,0,8,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,7,0,10,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,0,0,4,0,10,3,4,4,3,5,0,0,3,0,25,3,3,9,6,0,0,4,8,0,47,7,8,9,0,6,16,6,19,0,76,29,4,6,10,27,20,7,88,0,188,36,14,7,5,19,33,21,159,9,296,60,19,16,9,25,40,39,293,11,505,83,18,7,11,18,35,39,393,32,636,385,71,60,22,73,90,140,1669,39,2551,100,11,11,0,18,26,48,505,11,732,66,17,9,0,6,43,65,251,4,458,3,0,0,0,0,7,0,28,8,52,788,190,154,69,206,311,361,3437,118,5634,0,13,0,5,0,0,0,5,0,22
51101,0,0,0,0,0,0,0,0,7,11,36,153,85,45,82,72,23,44,14,559,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,8,0,6,0,0,0,0,3,3,0,12,0,9,5,0,0,0,0,0,0,18,6,5,8,0,0,6,0,3,0,21,0,0,3,5,12,6,0,5,0,30,0,4,3,5,15,10,5,15,0,60,9,0,5,3,17,24,14,36,4,114,18,8,0,6,17,18,22,41,0,123,14,0,0,0,14,15,18,81,5,143,14,4,3,0,7,20,14,75,3,138,26,3,9,4,11,42,22,148,9,266,0,0,3,0,3,6,0,13,0,26,0,0,0,0,0,4,0,8,0,12,0,0,0,0,0,0,0,5,0,9,79,66,44,24,95,144,99,435,21,995,0,3,0,0,0,0,0,0,0,14
51102,0,0,0,0,0,0,0,0,0,3,11,91,48,37,66,47,19,28,10,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,6,0,0,10,0,0,4,0,3,0,22,0,0,6,0,5,5,4,3,0,31,5,0,0,0,4,7,0,15,0,37,0,0,0,0,4,9,0,17,0,25,0,0,0,0,8,4,3,22,0,36,0,0,0,0,3,0,0,28,0,36,5,0,4,0,4,5,7,37,4,75,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,4,17,22,25,12,32,35,22,138,10,309,0,0,3,0,0,0,0,0,0,12
51103,0,4,0,0,0,3,0,0,3,11,43,312,201,98,195,129,34,87,15,1106,0,3,0,0,0,6,4,7,3,23,3,9,0,0,0,0,0,0,0,12,4,7,4,0,0,0,0,0,0,16,0,10,5,0,0,0,0,0,0,23,0,6,3,0,0,3,4,8,0,26,6,15,13,7,8,3,0,7,0,56,7,7,8,4,11,9,0,11,5,65,11,10,14,6,30,41,10,26,5,148,18,8,15,6,31,53,33,91,3,258,32,17,8,0,24,54,41,210,8,399,51,17,11,4,27,55,60,412,11,657,101,22,17,10,39,43,56,653,21,953,301,60,70,10,62,86,178,1791,45,2596,52,5,7,0,16,20,21,369,14,508,48,14,9,0,9,20,23,265,8,384,0,3,0,0,0,0,6,36,15,72,634,219,183,56,255,391,440,3879,141,6204,0,4,8,4,0,5,0,7,0,21
51104,0,4,5,0,0,0,0,0,3,8,72,602,317,184,310,215,76,123,19,1923,0,0,0,0,0,0,0,3,0,8,0,16,0,0,0,0,0,0,0,22,0,15,0,0,0,3,0,0,0,28,3,22,6,0,0,0,0,6,0,37,4,11,13,4,0,0,0,8,4,41,0,18,25,0,4,5,0,11,0,69,3,14,31,16,24,24,6,16,3,129,6,19,17,18,40,41,13,35,0,196,17,12,17,13,44,60,34,71,7,272,25,8,18,7,18,49,32,108,9,272,41,12,6,5,17,35,42,207,3,375,64,5,5,3,27,36,46,303,4,500,117,25,21,4,28,36,62,660,17,976,20,6,4,0,8,12,7,162,0,220,13,5,4,0,6,3,3,108,3,155,3,0,0,3,0,0,0,14,9,36,331,185,180,80,222,316,263,1699,62,3327,6,17,8,0,3,3,0,4,0,37
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,5,0,0,9,0,15,13,0,5,0,0,0,0,29,0,46,7,3,0,0,0,3,0,13,0,33,14,0,0,0,0,3,0,46,0,62,0,0,0,0,0,0,0,0,0,0,35,5,9,0,4,11,4,106,0,168,0,0,0,0,0,0,0,0,0,0
59999,0,8,4,0,0,3,0,4,3,20,146,629,362,171,279,303,66,152,31,2143,8,16,0,0,3,0,4,12,3,52,13,57,6,3,0,0,0,5,0,88,16,111,22,10,3,7,0,4,3,178,12,94,54,16,3,10,4,17,3,213,14,94,99,29,19,28,9,13,0,306,27,125,127,59,33,54,4,28,9,461,18,86,143,68,55,77,12,65,13,540,29,59,113,76,105,134,41,121,17,705,33,51,78,67,121,192,84,195,15,834,61,16,38,35,70,122,57,223,14,634,68,16,23,16,48,102,61,319,21,667,90,17,20,20,38,65,40,348,18,660,246,41,33,20,55,77,68,974,22,1539,54,4,9,5,12,19,13,229,3,348,53,5,7,6,11,7,8,172,6,274,4,8,3,5,4,4,5,32,24,87,741,806,782,435,571,903,413,2752,176,7579,12,61,15,4,4,3,0,15,7,121
