POW_SA3_CODE_2021,M_Australia_E,M_Australia_OM_IE,M_Australia_OM_UIE,M_Australia_CFW,M_Australia_ES_NS,M_Australia_Tot,M_Afghanistan_E,M_Afghanistan_OM_IE,M_Afghanistan_OM_UIE,M_Afghanistan_CFW,M_Afghanistan_ES_NS,M_Afghanistan_Tot,M_Bangladesh_E,M_Bangladesh_OM_IE,M_Bangladesh_OM_UIE,M_Bangladesh_CFW,M_Bangladesh_ES_NS,M_Bangladesh_Tot,M_Canada_E,M_Canada_OM_IE,M_Canada_OM_UIE,M_Canada_CFW,M_Canada_ES_NS,M_Canada_Tot,M_China_E,M_China_OM_IE,M_China_OM_UIE,M_China_CFW,M_China_ES_NS,M_China_Tot,M_Croatia_E,M_Croatia_OM_IE,M_Croatia_OM_UIE,M_Croatia_CFW,M_Croatia_ES_NS,M_Croatia_Tot,M_Egypt_E,M_Egypt_OM_IE,M_Egypt_OM_UIE,M_Egypt_CFW,M_Egypt_ES_NS,M_Egypt_Tot,M_Fiji_E,M_Fiji_OM_IE,M_Fiji_OM_UIE,M_Fiji_CFW,M_Fiji_ES_NS,M_Fiji_Tot,M_Germany_E,M_Germany_OM_IE,M_Germany_OM_UIE,M_Germany_CFW,M_Germany_ES_NS,M_Germany_Tot,M_Greece_E,M_Greece_OM_IE,M_Greece_OM_UIE,M_Greece_CFW,M_Greece_ES_NS,M_Greece_Tot,M_HongKong_E,M_HongKong_OM_IE,M_HongKong_OM_UIE,M_HongKong_CFW,M_HongKong_ES_NS,M_HongKong_Tot,M_India_E,M_India_OM_IE,M_India_OM_UIE,M_India_CFW,M_India_ES_NS,M_India_Tot,M_Indonesia_E,M_Indonesia_OM_IE,M_Indonesia_OM_UIE,M_Indonesia_CFW,M_Indonesia_ES_NS,M_Indonesia_Tot,M_Iran_E,M_Iran_OM_IE,M_Iran_OM_UIE,M_Iran_CFW,M_Iran_ES_NS,M_Iran_Tot,M_Iraq_E,M_Iraq_OM_IE,M_Iraq_OM_UIE,M_Iraq_CFW,M_Iraq_ES_NS,M_Iraq_Tot,M_Ireland_E,M_Ireland_OM_IE,M_Ireland_OM_UIE,M_Ireland_CFW,M_Ireland_ES_NS,M_Ireland_Tot,M_Italy_E,M_Italy_OM_IE,M_Italy_OM_UIE,M_Italy_CFW,M_Italy_ES_NS,M_Italy_Tot,M_Japan_E,M_Japan_OM_IE,M_Japan_OM_UIE,M_Japan_CFW,M_Japan_ES_NS,M_Japan_Tot,M_KoreaSouth_E,M_KoreaSouth_OM_IE,M_KoreaSouth_OM_UIE,M_KoreaSouth_CFW,M_KoreaSouth_ES_NS,M_KoreaSouth_Tot,M_Lebanon_E,M_Lebanon_OM_IE,M_Lebanon_OM_UIE,M_Lebanon_CFW,M_Lebanon_ES_NS,M_Lebanon_Tot,M_Malaysia_E,M_Malaysia_OM_IE,M_Malaysia_OM_UIE,M_Malaysia_CFW,M_Malaysia_ES_NS,M_Malaysia_Tot,M_Nepal_E,M_Nepal_OM_IE,M_Nepal_OM_UIE,M_Nepal_CFW,M_Nepal_ES_NS,M_Nepal_Tot,M_Netherlands_E,M_Netherlands_OM_IE,M_Netherlands_OM_UIE,M_Netherlands_CFW,M_Netherlands_ES_NS,M_Netherlands_Tot,M_NZ_E,M_NZ_OM_IE,M_NZ_OM_UIE,M_NZ_CFW,M_NZ_ES_NS,M_NZ_Tot,M_Pakistan_E,M_Pakistan_OM_IE,M_Pakistan_OM_UIE,M_Pakistan_CFW,M_Pakistan_ES_NS,M_Pakistan_Tot,M_Philippines_E,M_Philippines_OM_IE,M_Philippines_OM_UIE,M_Philippines_CFW,M_Philippines_ES_NS,M_Philippines_Tot,M_Poland_E,M_Poland_OM_IE,M_Poland_OM_UIE,M_Poland_CFW,M_Poland_ES_NS,M_Poland_Tot,M_Singapore_E,M_Singapore_OM_IE,M_Singapore_OM_UIE,M_Singapore_CFW,M_Singapore_ES_NS,M_Singapore_Tot,M_SthAfrica_E,M_SthAfrica_OM_IE,M_SthAfrica_OM_UIE,M_SthAfrica_CFW,M_SthAfrica_ES_NS,M_SthAfrica_Tot,M_SriLanka_E,M_SriLanka_OM_IE,M_SriLanka_OM_UIE,M_SriLanka_CFW,M_SriLanka_ES_NS,M_SriLanka_Tot,M_Taiwan_E,M_Taiwan_OM_IE,M_Taiwan_OM_UIE,M_Taiwan_CFW,M_Taiwan_ES_NS,M_Taiwan_Tot,M_Thailand_E,M_Thailand_OM_IE,M_Thailand_OM_UIE,M_Thailand_CFW,M_Thailand_ES_NS,M_Thailand_Tot,M_UK_E,M_UK_OM_IE,M_UK_OM_UIE,M_UK_CFW,M_UK_ES_NS,M_UK_Tot,M_USA_E,M_USA_OM_IE
50502,17083,2395,1587,157,92,21321,100,28,37,0,0,166,50,0,3,0,0,57,67,14,15,0,0,93,345,67,48,16,3,474,38,6,12,0,0,57,38,12,4,0,0,51,11,0,0,0,0,13,116,19,18,0,0,157,28,7,5,0,4,39,102,8,17,0,0,131,1226,149,109,13,15,1516,144,14,7,0,0,171,121,24,34,0,3,181,47,10,17,0,0,69,422,86,42,0,3,562,232,73,65,20,3,393,38,7,5,0,0,49,92,11,15,0,0,114,14,7,9,3,0,27,412,52,36,5,3,516,120,3,7,0,0,133,61,14,14,0,0,93,986,121,80,13,0,1205,185,15,45,0,4,251,473,12,18,5,0,505,77,17,15,0,4,113,198,20,23,0,0,242,807,166,91,5,3,1076,186,12,17,0,3,213,61,3,0,4,0,69,92,5,4,0,0,96,3351,420,339,21,13,4145,135,19
50503,11375,1491,1335,144,67,14410,72,23,35,0,5,130,21,0,8,0,0,23,43,7,6,0,0,57,104,32,27,10,3,177,25,0,10,4,0,42,33,10,12,7,0,61,11,0,0,0,0,12,73,11,19,0,0,102,14,5,8,0,0,19,39,8,5,0,0,49,638,109,85,17,6,861,46,9,13,0,0,61,59,11,21,0,0,89,47,5,19,3,0,69,271,62,40,0,7,371,84,24,21,9,0,138,12,0,0,0,0,14,35,12,9,0,0,51,8,8,3,0,0,15,203,25,37,3,4,277,47,5,0,0,0,44,31,10,5,3,0,55,929,105,114,12,5,1165,75,8,8,0,0,88,427,3,16,0,0,452,42,3,18,0,0,70,85,9,16,0,0,110,686,178,124,11,4,1011,70,14,5,0,0,90,27,0,0,0,0,26,65,4,6,0,0,77,3275,592,690,38,30,4622,65,9
50601,4327,494,509,44,31,5408,47,8,15,0,0,70,14,0,5,0,0,23,26,4,3,0,0,34,65,16,11,5,3,106,4,0,0,0,0,4,5,0,3,0,0,8,3,0,0,0,0,4,15,4,8,0,0,29,3,0,0,0,0,5,20,4,3,0,0,26,360,78,55,11,0,511,38,3,0,0,0,44,24,0,9,0,0,35,9,4,4,0,0,17,60,7,14,0,0,77,17,7,5,0,0,33,0,0,0,0,0,3,21,6,3,0,0,30,7,3,0,0,0,12,105,16,18,0,0,132,21,0,4,0,0,21,38,5,6,0,0,57,321,27,18,0,3,369,22,8,12,0,0,42,149,5,13,0,0,165,13,0,0,0,0,14,44,11,12,0,0,66,142,24,10,3,0,183,50,10,14,0,0,72,18,0,0,0,0,17,33,0,0,0,0,33,631,104,159,14,4,913,40,0
50602,18847,1040,683,57,78,20704,88,24,26,3,0,146,96,4,9,0,0,113,102,6,5,0,0,110,488,80,29,10,3,613,48,6,5,0,0,59,33,0,6,0,0,44,30,0,0,0,0,34,113,0,0,0,0,116,7,5,3,0,0,15,156,17,12,3,0,185,2027,181,146,10,17,2376,305,32,18,0,0,356,125,17,25,0,0,162,39,0,7,0,0,56,335,26,10,0,0,375,142,13,13,0,0,169,75,0,3,3,0,81,147,20,7,7,4,185,29,0,0,0,0,33,730,55,57,5,0,842,233,9,12,0,0,257,81,8,3,0,0,88,1500,59,50,4,8,1614,296,22,55,0,5,381,706,11,17,0,5,735,82,6,9,0,3,100,322,18,22,0,0,370,872,47,13,6,3,940,296,22,14,0,0,334,63,0,0,0,0,69,123,3,7,0,0,131,3233,194,162,13,9,3618,157,8
50603,19845,1305,728,86,84,22048,184,20,23,0,6,236,110,4,6,3,0,127,78,8,3,0,0,82,708,146,78,37,5,970,51,3,7,0,0,67,46,0,0,3,0,50,25,0,6,0,0,26,139,10,5,0,0,158,14,4,4,0,0,15,163,17,16,5,0,197,2031,210,166,18,18,2440,290,29,28,0,0,349,152,12,15,0,3,176,61,3,11,0,4,83,330,23,16,3,0,367,158,36,12,10,0,215,35,0,7,0,0,43,162,47,27,0,0,239,31,14,5,0,0,47,875,119,90,14,6,1102,146,3,0,0,0,154,59,11,7,0,0,75,1587,62,57,0,11,1718,244,33,45,0,0,326,937,6,15,5,0,960,73,7,13,0,0,97,375,36,31,10,0,449,891,45,42,5,0,974,294,27,25,3,0,353,86,8,8,4,0,104,111,5,0,0,0,124,3311,237,179,21,15,3757,141,7
50604,6380,633,611,71,39,7732,110,57,61,9,9,252,25,3,13,0,0,47,12,0,0,0,0,22,159,53,39,14,0,259,9,3,3,0,0,19,15,3,4,0,0,20,13,0,0,0,0,13,26,7,3,0,0,39,0,0,0,0,0,3,28,4,3,0,0,38,668,131,111,15,11,940,90,16,24,0,0,135,34,7,10,0,0,56,28,8,11,0,0,52,91,9,11,0,0,114,48,18,8,0,0,76,9,0,0,0,0,7,28,22,13,0,0,70,11,4,5,0,0,19,188,43,41,5,0,286,40,0,5,0,0,44,14,0,0,0,0,26,474,35,41,0,6,557,95,24,32,6,0,155,277,4,22,0,0,303,12,3,3,0,0,17,91,17,13,5,0,123,228,31,19,0,0,280,92,28,25,4,4,152,16,0,3,0,0,26,41,0,8,6,0,46,1029,96,110,11,4,1248,35,6
50605,4305,513,467,83,22,5388,26,6,10,0,0,47,26,0,0,0,0,32,18,0,0,0,0,21,108,9,10,3,0,126,4,5,3,0,0,11,0,0,0,0,0,5,10,0,0,0,0,12,30,3,3,0,0,32,0,0,0,0,0,0,5,0,4,0,0,13,364,43,41,4,4,447,35,0,0,0,0,40,22,0,3,0,0,28,7,4,4,0,0,10,56,12,0,0,0,75,38,11,9,4,0,65,4,0,0,0,0,4,24,10,0,0,0,27,0,0,0,0,0,4,56,8,5,3,0,79,18,0,0,0,0,15,8,5,3,0,0,17,376,26,26,0,0,429,14,0,6,0,0,22,160,3,4,0,0,167,13,4,5,0,0,15,30,0,3,0,0,35,155,10,11,5,3,186,36,4,7,0,0,45,5,0,3,0,0,11,18,0,0,0,0,12,624,108,121,9,3,871,32,0
50606,1383,228,307,65,16,1996,4,4,6,0,0,16,0,0,0,0,0,0,8,0,0,0,0,12,11,4,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,56,20,10,0,6,92,15,0,0,0,0,15,6,0,0,0,0,7,0,0,0,0,0,3,20,4,0,0,0,24,8,5,8,4,0,21,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,18,4,0,0,0,25,3,0,0,0,0,3,3,6,3,0,0,15,110,13,18,0,0,140,5,0,0,0,0,6,52,0,0,0,0,52,0,0,0,0,0,0,15,0,0,0,0,16,49,4,6,0,0,65,7,0,0,0,0,12,8,0,0,0,0,8,4,0,0,0,0,0,201,39,60,6,0,304,12,0
50607,2582,533,341,46,18,3520,20,0,0,0,3,29,17,0,0,0,0,17,17,3,4,3,0,31,80,19,11,0,0,116,3,0,0,0,0,3,10,0,0,0,0,10,5,0,0,0,0,3,18,0,4,0,0,22,3,0,0,0,0,3,22,7,5,0,0,34,181,24,8,0,0,212,46,13,13,5,0,74,17,11,4,0,0,33,4,0,0,0,0,11,43,8,0,0,0,54,37,14,8,0,0,56,12,0,0,0,0,12,25,9,5,0,0,39,0,0,0,0,0,0,97,25,23,7,0,150,44,5,0,0,0,44,12,3,0,0,0,21,103,27,16,0,0,145,29,0,8,0,0,40,69,3,0,0,0,73,7,0,3,0,0,12,29,9,6,0,0,49,96,22,13,0,0,131,29,0,0,0,0,33,6,0,0,0,0,11,10,5,0,0,0,16,380,63,54,8,4,510,22,4
50701,14461,1270,971,123,65,16891,48,11,9,0,0,67,27,0,4,0,0,35,51,7,10,0,0,70,442,54,40,17,3,563,96,20,16,0,0,136,17,4,3,0,0,23,19,0,0,0,0,19,91,13,13,3,0,117,7,0,0,0,0,8,56,3,5,0,0,64,932,87,45,17,4,1085,135,22,7,4,0,165,100,3,11,0,0,124,24,0,4,0,0,28,234,32,16,0,0,279,137,37,40,9,5,226,18,0,0,0,0,18,86,34,17,0,0,143,6,6,0,0,0,11,300,47,23,3,0,375,45,5,0,0,0,53,57,7,7,0,0,69,1089,83,75,5,5,1255,93,4,11,3,0,108,1000,6,10,6,3,1033,34,0,6,0,0,43,211,16,12,0,0,244,635,47,33,8,0,722,130,9,7,3,4,155,38,6,0,0,0,45,47,4,0,0,0,50,2771,225,207,13,13,3229,101,10
50702,7439,1004,698,103,47,9294,18,0,8,0,0,28,26,0,0,0,0,23,42,10,0,0,0,53,109,14,11,6,0,132,18,3,4,0,0,26,14,0,0,0,0,16,6,0,0,0,0,4,43,15,14,0,0,75,3,0,0,0,0,9,37,0,0,0,0,43,445,25,14,4,0,485,64,7,0,0,0,76,31,9,5,0,0,42,7,0,0,0,0,11,112,19,8,0,4,144,103,25,22,8,0,162,16,0,0,0,0,24,30,3,9,0,0,42,4,0,3,0,0,6,131,21,16,0,0,173,52,0,0,0,0,51,29,7,3,0,0,47,439,40,38,4,0,524,41,0,0,0,0,45,175,0,5,0,0,189,12,0,5,0,0,21,90,9,5,0,0,106,185,22,25,0,0,233,57,0,7,0,0,62,18,0,0,0,0,18,21,0,4,0,0,24,1159,162,161,14,3,1499,61,12
50703,6186,207,266,29,31,6720,12,0,0,0,0,13,4,0,3,0,0,12,25,0,0,0,0,25,89,8,6,0,3,105,27,4,4,0,0,30,5,0,0,0,0,10,6,0,0,0,0,7,29,0,3,0,0,37,3,0,0,0,0,3,12,0,0,0,0,12,313,21,22,0,6,364,39,0,4,0,0,42,29,0,0,0,0,27,8,0,0,0,0,4,114,8,3,0,0,120,35,6,7,0,0,42,3,0,0,0,0,3,30,12,3,0,0,44,11,0,0,0,0,8,68,8,3,0,0,77,10,0,0,0,0,14,20,0,0,3,0,24,636,23,24,3,0,692,39,5,0,0,0,46,308,10,11,3,0,331,17,0,0,0,0,18,37,3,3,0,0,44,260,9,9,0,0,279,38,4,0,0,0,43,3,0,0,0,0,3,16,0,0,0,0,21,1358,43,64,6,6,1471,36,0
