POW_SA3_CODE_2021,Mng_NNI_H_0,Mng_NNI_H_1_19,Mng_NNI_H_20_29,Mng_NNI_H_30_34,Mng_NNI_H_35_39,Mng_NNI_H_40_44,Mng_NNI_H_45_49,Mng_NNI_H_50ov,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_19,Mng_1_149_H_20_29,Mng_1_149_H_30_34,Mng_1_149_H_35_39,Mng_1_149_H_40_44,Mng_1_149_H_45_49,Mng_1_149_H_50ov,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_19,Mng_150_299_H_20_29,Mng_150_299_H_30_34,Mng_150_299_H_35_39,Mng_150_299_H_40_44,Mng_150_299_H_45_49,Mng_150_299_H_50ov,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_19,Mng_300_399_H_20_29,Mng_300_399_H_30_34,Mng_300_399_H_35_39,Mng_300_399_H_40_44,Mng_300_399_H_45_49,Mng_300_399_H_50ov,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_19,Mng_400_499_H_20_29,Mng_400_499_H_30_34,Mng_400_499_H_35_39,Mng_400_499_H_40_44,Mng_400_499_H_45_49,Mng_400_499_H_50ov,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_19,Mng_500_649_H_20_29,Mng_500_649_H_30_34,Mng_500_649_H_35_39,Mng_500_649_H_40_44,Mng_500_649_H_45_49,Mng_500_649_H_50ov,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_19,Mng_650_799_H_20_29,Mng_650_799_H_30_34,Mng_650_799_H_35_39,Mng_650_799_H_40_44,Mng_650_799_H_45_49,Mng_650_799_H_50ov,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_19,Mng_800_999_H_20_29,Mng_800_999_H_30_34,Mng_800_999_H_35_39,Mng_800_999_H_40_44,Mng_800_999_H_45_49,Mng_800_999_H_50ov,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_19,Mng_1000_1249_H_20_29,Mng_1000_1249_H_30_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40_44,Mng_1000_1249_H_45_49,Mng_1000_1249_H_50ov,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_19,Mng_1250_1499_H_20_29,Mng_1250_1499_H_30_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40_44,Mng_1250_1499_H_45_49,Mng_1250_1499_H_50ov,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_19,Mng_1500_1749_H_20_29,Mng_1500_1749_H_30_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40_44,Mng_1500_1749_H_45_49,Mng_1500_1749_H_50ov,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_19,Mng_1750_1999_H_20_29,Mng_1750_1999_H_30_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40_44,Mng_1750_1999_H_45_49,Mng_1750_1999_H_50ov,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_19,Mng_2000_2999_H_20_29,Mng_2000_2999_H_30_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40_44,Mng_2000_2999_H_45_49,Mng_2000_2999_H_50ov,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000_3499_H_0,Mng_3000_3499_H_1_19,Mng_3000_3499_H_20_29,Mng_3000_3499_H_30_34,Mng_3000_3499_H_35_39,Mng_3000_3499_H_40_44,Mng_3000_3499_H_45_49,Mng_3000_3499_H_50ov,Mng_3000_3499_H_NS,Mng_3000_3499_H_Tot,Mng_3500mo_H_0,Mng_3500mo_H_1_19,Mng_3500mo_H_20_29,Mng_3500mo_H_30_34,Mng_3500mo_H_35_39,Mng_3500mo_H_40_44,Mng_3500mo_H_45_49,Mng_3500mo_H_50ov,Mng_3500mo_H_NS,Mng_3500mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_19,Mng_PINS_H_20_29,Mng_PINS_H_30_34,Mng_PINS_H_35_39,Mng_PINS_H_40_44,Mng_PINS_H_45_49,Mng_PINS_H_50ov,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_19,Mng_Tot_H_20_29,Mng_Tot_H_30_34,Mng_Tot_H_35_39,Mng_Tot_H_40_44,Mng_Tot_H_45_49,Mng_Tot_H_50ov,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_19,Pro_NNI_H_20_29,Pro_NNI_H_30_34,Pro_NNI_H_35_39,Pro_NNI_H_40_44,Pro_NNI_H_45_49,Pro_NNI_H_50ov,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_19,Pro_1_149_H_20_29,Pro_1_149_H_30_34,Pro_1_149_H_35_39,Pro_1_149_H_40_44,Pro_1_149_H_45_49,Pro_1_149_H_50ov,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_19,Pro_150_299_H_20_29,Pro_150_299_H_30_34,Pro_150_299_H_35_39,Pro_150_299_H_40_44,Pro_150_299_H_45_49,Pro_150_299_H_50ov,Pro_150_299_H_NS,Pro_150_299_H_Tot
50101,4,5,9,0,0,7,6,17,0,48,4,17,4,4,3,0,0,0,0,36,4,21,5,7,4,8,5,10,5,57,8,21,14,0,0,7,7,19,0,71,0,20,17,5,3,12,8,31,4,102,16,31,42,25,15,22,9,41,0,199,12,21,36,29,24,30,3,35,0,202,23,42,38,40,69,77,22,58,4,367,24,29,30,45,123,131,45,95,3,528,21,9,23,18,79,121,43,86,6,410,7,18,11,18,49,89,42,87,5,324,9,15,13,11,25,73,31,80,0,266,0,15,20,10,34,81,62,156,3,393,4,9,11,5,14,25,4,42,0,115,16,9,11,13,4,22,13,75,4,166,4,10,3,4,0,5,6,9,3,45,158,278,284,250,459,711,302,846,39,3330,4,0,0,0,0,3,0,0,5,11,7,20,7,3,0,0,0,4,0,36,4,31,10,0,0,0,0,0,0,49
50102,0,10,4,5,6,3,0,26,0,62,3,23,3,0,0,3,0,13,0,48,0,20,14,0,6,6,0,15,3,68,0,39,13,9,5,4,0,17,3,85,10,23,16,9,0,16,4,13,0,97,12,33,41,21,18,17,8,38,0,191,9,22,33,27,41,40,12,45,4,237,16,23,29,39,106,72,19,50,3,351,7,12,33,34,127,141,59,99,4,516,15,9,28,21,89,105,47,120,0,434,12,14,14,24,80,115,37,144,0,450,14,11,9,21,69,110,57,119,9,410,35,12,20,17,106,259,153,293,4,905,10,3,3,5,25,70,44,120,0,283,15,15,8,9,29,84,50,236,4,452,0,6,5,3,0,5,0,19,11,41,168,274,282,254,712,1051,490,1364,45,4627,7,10,0,0,0,3,0,3,4,36,4,40,6,3,0,0,0,0,0,64,9,55,12,4,0,3,0,6,0,91
50103,10,7,9,3,0,20,5,43,3,94,0,6,6,0,0,3,6,17,3,40,5,10,10,3,3,9,8,27,4,84,6,14,14,0,3,14,3,25,4,88,6,18,16,9,3,13,0,37,0,103,3,18,25,17,13,28,7,41,5,155,9,23,28,14,14,25,7,50,5,178,8,8,21,24,30,39,5,69,5,214,10,14,22,20,25,52,29,89,3,264,4,10,11,11,22,40,17,65,3,185,13,13,9,10,20,47,12,52,0,176,4,8,6,5,15,38,12,46,0,133,13,7,9,9,18,53,19,80,0,219,0,0,0,4,0,12,0,28,0,49,6,13,9,6,6,10,10,48,4,109,0,4,5,5,0,4,0,21,0,37,100,178,202,138,173,412,141,733,49,2131,0,0,0,3,0,0,0,0,0,4,0,8,3,0,0,3,0,0,0,14,0,8,4,0,0,0,0,0,0,23
50201,6,7,3,8,4,9,0,11,0,41,0,12,4,0,0,0,0,0,0,20,0,24,8,4,0,4,0,3,0,45,0,39,9,8,7,9,0,10,0,84,0,19,14,3,6,5,0,14,0,68,0,22,48,9,13,16,5,16,0,130,4,21,34,32,41,26,5,14,0,185,10,19,35,33,99,57,6,29,0,300,15,13,29,27,110,118,27,57,5,405,9,11,16,16,89,93,26,56,0,315,9,8,8,17,60,74,28,68,0,281,9,8,0,7,46,54,21,73,0,221,23,5,7,16,71,124,65,145,5,455,0,0,7,0,15,23,25,50,0,130,6,5,11,13,20,44,23,104,0,218,0,0,0,0,0,3,0,0,3,21,87,207,230,206,589,654,243,670,24,2908,0,4,0,0,3,0,0,0,0,18,7,24,4,5,0,0,0,0,0,48,11,54,10,0,0,5,0,0,0,79
50301,0,6,8,3,0,4,0,7,0,33,0,22,5,0,0,0,0,0,0,23,4,28,9,0,4,0,0,0,0,47,0,30,8,0,5,0,0,7,0,57,0,28,19,7,6,8,0,5,3,76,8,35,28,18,11,11,3,10,0,128,8,42,46,25,22,5,4,17,0,173,11,30,54,48,61,53,5,28,3,290,17,30,60,56,125,125,33,45,4,496,20,27,35,30,125,115,41,57,3,454,20,24,19,45,137,134,36,75,4,480,15,25,36,30,111,109,32,74,4,429,37,39,40,45,261,345,127,248,4,1145,14,15,11,9,41,91,49,134,0,370,7,43,53,38,61,137,92,333,4,767,0,0,0,0,0,3,3,11,9,33,160,423,438,366,964,1150,427,1051,34,4997,8,10,3,4,5,4,0,4,4,48,12,113,4,0,6,0,0,0,0,139,14,180,12,6,0,10,0,3,3,230
50302,7,15,8,10,9,15,6,20,4,90,6,26,11,4,4,8,5,5,3,67,3,56,20,9,3,4,0,5,0,105,5,60,22,0,10,11,3,26,3,142,0,65,52,14,11,25,3,24,3,202,19,72,124,39,36,31,13,39,0,380,14,78,153,78,89,67,18,35,4,543,32,81,158,137,277,223,42,114,7,1066,50,76,145,150,553,470,125,176,17,1762,70,47,149,175,552,569,170,224,8,1965,100,78,145,182,678,666,208,344,15,2407,89,69,110,149,590,716,220,346,12,2309,267,125,200,340,1915,2856,995,1468,19,8180,104,46,61,113,475,1128,495,867,6,3291,264,165,168,178,739,2863,1487,4233,17,10117,3,3,8,4,18,19,13,33,31,117,1035,1066,1533,1579,5962,9660,3802,7958,144,32740,34,29,12,3,10,19,3,18,11,138,18,173,17,5,7,11,0,10,6,248,27,295,44,10,12,11,0,9,0,414
50401,0,7,0,7,0,4,0,5,0,19,0,10,0,0,0,0,0,0,0,11,4,19,12,0,0,3,0,0,0,35,0,19,10,4,3,6,0,0,5,49,0,8,21,9,4,8,0,13,0,59,0,13,34,7,9,7,0,12,0,85,3,26,42,29,34,24,0,16,0,171,3,17,32,32,80,74,10,25,3,268,12,20,23,28,111,100,23,59,5,381,14,7,16,25,79,105,31,75,0,349,13,9,6,14,80,84,41,79,0,327,0,9,8,6,33,81,33,72,0,254,16,12,14,19,89,144,109,207,3,613,3,7,4,3,20,31,35,83,0,190,11,10,13,15,18,41,35,130,0,271,0,0,3,0,6,6,0,0,3,21,76,191,232,188,561,710,331,795,24,3113,0,3,6,4,0,0,0,0,0,16,0,39,9,0,0,3,3,0,0,59,5,59,7,4,0,0,0,6,0,77
50402,0,4,0,4,0,0,4,5,5,23,0,10,0,0,0,0,0,0,0,14,0,7,5,0,0,0,0,0,0,16,0,11,7,4,3,7,0,3,0,29,0,7,8,5,8,0,3,3,0,31,0,10,7,0,0,3,3,10,0,36,0,4,12,12,7,6,3,3,0,52,0,6,12,18,13,14,5,17,0,79,3,5,12,9,29,35,12,21,0,128,8,12,3,0,22,34,12,25,0,115,5,0,7,3,25,33,7,33,0,117,3,0,3,0,18,23,21,24,0,99,0,8,11,5,31,64,32,80,3,236,0,0,0,5,6,9,3,25,0,52,0,0,3,3,0,12,7,39,0,74,0,0,0,0,0,0,0,5,0,13,25,77,103,67,172,243,119,299,7,1109,0,3,4,0,0,0,0,0,0,12,4,16,4,0,0,0,0,4,0,22,0,34,3,3,0,5,0,4,0,53
50403,11,6,4,3,3,10,8,24,0,72,0,19,10,0,0,6,0,7,0,45,0,23,14,8,7,13,0,15,0,76,0,29,25,11,7,8,3,10,5,98,0,32,27,9,10,5,4,13,0,107,5,28,66,30,15,27,8,35,0,206,3,36,61,38,60,47,8,50,0,316,6,35,49,57,180,109,24,70,0,530,31,22,44,39,252,255,67,119,10,843,18,16,24,34,168,242,92,144,9,751,16,20,26,30,161,265,95,202,3,816,15,11,15,16,135,204,73,175,0,635,46,30,32,39,227,468,233,503,0,1579,10,10,3,8,52,132,62,207,3,485,13,15,16,16,55,152,77,389,3,738,0,4,0,6,8,9,4,16,6,46,171,349,423,346,1335,1951,764,1976,32,7347,9,10,3,0,3,3,0,6,6,36,4,81,8,3,4,0,0,0,0,106,4,89,13,10,5,0,0,0,0,125
50501,0,0,9,5,0,14,3,11,0,46,5,23,8,0,0,0,0,5,0,39,0,24,7,6,3,3,0,10,0,55,0,31,26,6,3,3,3,16,0,84,0,26,30,7,11,7,0,9,0,95,9,48,74,18,17,17,4,19,0,209,6,30,71,53,43,32,4,28,0,266,12,19,49,46,139,92,19,27,0,404,14,24,48,52,201,173,51,65,3,637,14,11,27,23,125,158,50,93,6,510,10,13,23,25,143,130,55,84,0,480,11,11,21,18,89,96,39,66,6,357,31,22,21,34,196,268,93,214,0,882,7,18,16,11,23,60,26,117,0,270,6,9,5,7,30,74,21,152,0,315,0,0,0,0,5,12,0,6,10,33,132,304,437,316,1032,1147,373,927,25,4695,8,15,7,0,4,5,0,4,0,42,10,86,10,4,3,7,0,6,0,116,7,118,25,3,9,7,0,0,4,168
50502,0,11,9,7,3,15,7,11,4,58,0,14,6,0,0,3,4,4,0,31,3,42,10,4,4,5,0,5,0,82,7,39,13,11,4,12,9,7,0,100,5,32,33,10,8,11,0,12,0,110,8,45,58,13,14,17,6,22,3,188,7,51,70,55,61,43,10,30,3,335,13,39,82,85,191,125,25,81,11,650,22,40,87,75,301,308,74,126,10,1037,20,24,51,51,264,334,88,157,9,991,27,24,44,74,282,340,100,221,10,1124,24,21,33,36,208,256,111,194,5,886,67,42,53,71,429,698,311,704,3,2377,11,12,16,21,79,176,102,272,3,695,19,51,41,35,76,289,167,652,9,1341,0,5,0,0,7,11,3,14,11,63,239,497,589,541,1933,2644,1011,2523,79,10065,10,22,6,3,4,7,4,3,4,68,8,125,7,0,3,5,0,3,0,151,5,193,21,7,4,12,0,0,4,250
50503,0,18,9,5,5,14,0,18,0,73,0,27,8,0,0,0,0,9,0,53,0,31,12,0,5,3,7,7,0,74,0,36,20,10,5,8,0,21,0,106,6,33,30,10,4,14,0,8,0,111,3,33,80,28,24,30,6,25,0,230,7,30,80,46,67,27,14,54,5,330,14,16,46,54,141,111,30,75,3,489,12,27,37,46,169,198,64,153,3,697,13,15,32,22,176,217,76,124,3,678,14,22,20,31,128,198,84,181,3,664,7,15,19,21,84,183,70,179,0,581,35,22,22,29,139,318,180,393,3,1146,3,6,10,8,47,67,45,156,0,342,10,14,17,8,39,109,59,271,3,539,3,3,6,0,3,7,8,15,13,54,121,339,435,323,1040,1515,647,1694,52,6162,3,7,6,5,0,3,0,6,0,34,6,91,6,0,0,4,0,4,0,110,10,92,20,8,4,0,0,6,4,142
50601,0,5,0,0,0,3,0,3,5,16,0,3,3,0,0,3,0,0,0,11,0,21,7,4,0,4,0,3,0,39,0,14,11,4,0,5,0,8,0,38,0,10,17,11,0,4,0,7,0,55,4,6,17,15,6,4,3,14,0,70,3,12,25,28,11,21,5,12,0,122,8,10,11,8,43,41,0,29,0,161,0,11,22,16,60,75,14,43,0,243,3,4,12,10,65,75,24,35,0,240,9,10,14,14,37,68,27,65,0,240,11,3,0,5,18,45,16,46,0,159,12,10,0,6,47,96,58,123,0,357,10,3,0,5,9,20,7,46,0,101,0,5,10,0,3,15,5,62,0,108,0,0,0,0,3,3,0,0,5,11,58,127,154,132,322,485,163,501,18,1962,5,3,0,0,3,0,0,0,6,20,3,33,5,0,0,0,0,0,0,47,3,40,9,0,0,7,0,0,0,56
50602,5,3,0,0,0,12,0,15,3,41,4,16,3,0,0,0,0,3,3,29,3,28,0,8,3,9,3,3,0,49,0,26,17,7,5,5,0,4,0,58,3,25,30,11,4,12,0,5,0,80,0,32,57,14,7,14,0,21,0,151,3,25,57,39,44,43,8,25,0,241,13,28,63,49,128,99,19,45,5,457,14,20,43,40,235,232,55,78,7,732,19,24,23,33,223,272,91,103,3,792,26,18,16,32,195,268,95,156,4,810,23,13,15,19,169,260,97,176,0,769,58,29,19,45,339,701,281,556,14,2047,27,5,5,13,83,231,108,288,0,774,39,26,30,17,100,383,205,818,9,1620,0,4,0,0,3,8,7,11,12,46,244,326,383,315,1544,2542,970,2313,58,8693,5,6,4,0,4,3,0,0,3,23,6,62,10,6,0,0,0,5,0,91,7,73,16,6,4,8,0,8,0,105
50603,0,6,0,3,0,13,3,13,0,43,4,23,5,5,0,0,0,0,3,37,4,30,6,0,3,6,0,6,0,53,5,31,21,5,3,12,4,10,0,85,0,27,27,6,3,7,4,13,0,97,4,40,47,15,15,12,5,25,3,170,6,22,48,48,48,34,6,21,5,240,6,24,54,33,164,113,23,44,9,469,22,22,42,46,262,226,68,101,7,805,24,14,25,31,229,245,89,128,3,789,28,22,25,36,215,358,132,197,11,1034,17,17,8,15,193,301,100,213,0,871,56,35,37,47,354,669,320,678,6,2207,14,3,15,13,68,179,93,254,0,640,28,27,24,15,86,262,161,609,7,1218,3,4,0,0,3,17,3,18,8,56,218,362,393,323,1653,2458,1022,2331,57,8807,3,13,8,3,5,4,0,7,5,31,5,101,7,0,0,0,0,0,0,119,9,130,15,6,0,3,0,3,0,177
50604,0,12,0,0,0,5,0,11,0,28,0,9,0,0,0,4,0,0,0,24,0,12,9,0,0,8,0,0,0,20,0,19,11,4,8,6,0,5,0,54,0,11,20,3,3,8,0,9,0,62,0,15,31,12,12,18,3,13,0,105,0,17,22,27,22,23,0,24,0,138,0,12,18,33,63,41,14,37,3,229,5,17,17,25,83,102,22,56,0,325,6,6,15,11,59,90,37,66,0,289,12,6,11,7,69,116,30,74,0,337,0,5,4,12,37,70,25,75,0,229,15,7,8,16,68,149,97,220,3,578,6,0,5,0,14,37,24,72,0,159,9,7,4,7,3,48,25,105,0,221,0,0,0,0,0,5,0,4,0,13,64,151,178,162,448,720,286,780,18,2799,0,6,0,0,0,3,4,3,0,16,6,63,9,0,0,0,0,0,0,77,0,54,11,0,0,0,0,0,0,70
50605,0,0,4,0,0,4,0,4,0,16,0,12,4,0,0,0,0,0,0,19,0,13,0,0,6,0,0,3,0,24,0,14,4,0,3,3,0,9,0,42,0,11,18,8,0,5,0,8,0,51,0,3,12,9,7,5,0,15,0,60,0,7,24,9,14,16,4,11,0,100,0,8,10,13,24,33,3,19,0,115,8,8,13,15,45,46,16,41,3,193,6,7,13,4,44,50,16,25,0,166,5,3,10,8,26,58,26,38,0,170,0,4,7,4,23,35,20,58,0,147,11,10,15,14,53,118,62,140,0,427,3,3,4,0,13,27,20,64,0,134,9,9,4,5,9,38,30,100,0,210,0,0,0,0,4,3,4,5,3,17,44,113,146,96,275,446,197,545,23,1890,0,0,3,0,0,0,0,0,0,9,3,37,3,5,0,0,0,3,0,52,3,39,8,0,0,0,0,0,0,53
50606,0,5,0,0,0,3,0,3,0,20,0,4,3,0,0,0,0,4,0,13,0,9,6,3,0,0,0,0,0,19,4,9,3,0,0,0,0,3,0,22,3,8,0,0,0,5,0,6,0,23,0,6,10,6,8,9,0,5,0,41,4,6,12,3,14,6,4,9,0,50,0,0,6,9,23,22,0,15,3,79,7,6,5,13,28,30,6,21,0,118,3,4,0,0,3,25,9,15,0,61,0,0,7,0,17,15,4,29,0,83,0,0,0,0,9,10,8,14,0,42,0,6,5,4,12,24,14,44,0,106,0,3,0,0,3,5,3,20,0,34,0,0,0,0,8,9,9,20,0,41,0,0,0,0,0,6,0,0,0,8,28,65,59,37,130,172,64,211,11,765,0,3,0,0,0,0,0,0,0,4,0,13,6,0,0,0,0,0,0,17,0,11,8,0,0,0,0,0,0,21
50607,0,0,0,0,0,3,0,0,0,14,0,7,0,0,0,4,0,0,0,9,0,4,6,0,0,3,0,0,0,20,0,12,4,8,0,4,0,3,0,24,0,11,9,0,0,0,0,8,0,31,0,6,12,8,3,3,3,3,3,47,0,7,16,8,10,8,0,0,0,58,3,9,16,13,19,26,8,9,0,99,3,6,13,19,33,39,12,4,0,137,3,7,9,11,31,33,22,25,0,140,3,7,12,9,40,50,17,25,0,170,7,4,3,12,34,43,13,29,0,147,15,15,16,8,96,117,37,90,0,389,0,4,4,10,14,40,14,46,0,135,5,14,14,14,9,65,17,126,0,264,0,0,0,0,0,0,0,0,5,5,37,123,137,112,291,429,151,372,19,1681,3,8,5,0,3,0,0,6,3,24,6,34,3,0,0,8,0,0,0,55,4,47,6,3,0,0,0,0,0,61
50701,3,3,7,4,4,0,6,15,0,42,0,11,5,0,0,0,0,4,0,25,0,29,4,0,0,6,3,8,0,54,0,20,7,3,9,13,0,8,0,60,5,30,22,7,6,12,0,10,0,87,4,28,35,16,12,19,7,21,0,139,12,16,32,21,38,40,7,24,0,184,18,14,38,27,105,73,25,43,0,339,16,22,20,35,152,152,37,94,5,536,13,8,34,35,130,175,60,107,0,559,13,13,14,18,113,195,69,147,0,595,15,13,14,23,100,161,91,169,0,589,32,26,18,28,203,504,203,488,11,1518,15,5,5,8,48,154,67,241,0,539,13,21,17,13,58,195,96,426,3,839,0,0,0,0,3,14,3,17,5,35,161,259,271,234,987,1709,670,1802,39,6138,3,10,6,0,4,4,0,3,0,32,0,70,8,5,6,0,0,0,0,90,4,83,8,3,4,0,0,3,0,106
50702,4,0,3,0,0,9,0,8,5,28,0,9,0,0,0,0,0,0,0,11,3,17,3,0,0,0,0,8,0,26,3,17,6,8,0,5,3,5,0,44,0,15,16,8,5,9,3,4,0,62,5,28,45,8,17,13,3,12,0,131,9,17,38,21,32,16,6,18,0,163,4,26,37,42,58,58,6,36,4,276,12,17,36,39,118,113,33,51,0,426,7,12,26,26,102,96,37,72,0,383,6,16,24,31,85,126,51,72,3,405,5,12,15,15,78,115,38,99,0,370,31,23,23,35,197,275,117,254,4,958,10,9,13,7,47,87,46,104,3,322,8,19,13,20,37,111,58,202,4,480,0,0,0,0,0,4,0,5,0,17,106,233,307,272,777,1026,413,947,18,4105,7,10,8,0,0,4,3,0,0,29,5,42,0,3,0,0,0,3,0,51,3,66,10,5,0,6,0,4,0,91
50703,0,0,0,0,0,3,0,6,0,5,0,0,0,0,0,0,0,6,0,3,0,6,0,0,0,0,0,0,0,13,0,9,4,0,0,0,3,3,0,13,0,3,3,3,3,7,0,8,0,27,0,9,14,0,4,5,6,3,0,29,0,4,8,7,3,14,0,4,0,51,0,3,13,11,26,17,8,11,4,91,0,4,11,13,39,24,4,23,0,127,3,4,5,7,25,37,10,29,0,126,3,0,8,6,23,49,21,28,3,134,7,0,4,0,15,42,13,42,3,126,14,7,8,11,51,129,72,138,6,435,4,0,6,5,23,57,21,72,0,185,4,3,0,0,38,81,68,194,0,394,0,0,0,0,0,0,0,0,0,8,41,54,82,55,263,468,230,559,16,1786,0,4,0,0,0,0,0,4,0,5,0,12,0,0,3,0,0,0,0,25,0,15,0,4,0,0,0,0,0,26
50704,3,6,3,5,0,0,0,6,4,34,0,15,0,0,0,3,0,5,0,28,0,30,5,0,4,3,0,3,0,47,0,28,13,0,0,5,0,5,0,51,3,24,22,7,11,7,0,3,0,77,4,20,42,17,15,10,5,13,0,125,9,13,48,27,25,17,3,24,0,174,4,16,50,35,110,62,16,28,0,326,17,19,43,40,166,138,34,57,0,511,11,15,24,31,107,110,45,63,4,403,15,15,29,27,84,117,44,87,0,422,6,10,11,18,60,79,35,48,3,275,25,20,36,35,174,265,123,247,3,927,6,9,5,11,25,88,35,111,0,294,15,22,17,13,48,176,87,347,3,741,0,4,0,0,4,0,4,9,3,22,130,273,351,268,831,1088,439,1058,28,4464,4,12,0,0,5,3,0,0,3,42,6,122,11,6,0,0,0,0,0,146,14,141,23,6,4,9,3,3,3,209
50705,3,4,3,0,0,3,0,8,0,28,0,9,4,5,0,3,0,3,0,27,3,18,3,0,4,0,0,6,0,38,0,15,8,8,5,10,0,3,0,44,0,18,18,8,4,3,0,6,0,61,5,24,39,18,9,12,3,7,0,123,4,22,32,28,30,23,11,17,3,165,17,14,24,24,109,71,12,31,0,298,13,9,24,29,133,119,44,59,0,435,7,6,12,12,79,118,42,64,4,351,9,11,7,16,86,102,33,72,5,333,11,6,5,10,61,110,31,75,3,310,37,11,22,27,86,223,107,256,6,771,6,3,3,7,27,69,21,61,0,193,0,9,6,4,18,67,28,117,4,255,0,0,0,0,7,4,3,9,14,30,129,194,217,199,650,938,329,791,36,3484,5,10,3,0,0,3,0,0,0,25,6,64,5,5,0,6,0,3,0,86,0,58,20,0,0,4,0,0,0,87
50901,6,10,17,10,4,20,9,58,4,144,0,15,4,5,0,10,4,20,5,60,5,29,11,16,5,10,9,27,3,111,8,33,17,6,6,12,0,35,4,129,15,28,14,10,8,26,8,49,6,154,28,41,44,27,12,34,9,69,3,266,19,37,44,35,25,52,23,95,3,332,20,38,52,37,54,68,20,138,12,444,17,27,41,42,71,141,50,182,9,573,15,28,26,30,68,121,48,134,5,469,15,15,17,17,44,113,54,159,5,451,22,20,11,6,45,81,31,137,4,360,35,20,23,21,74,145,91,262,0,681,11,7,13,5,15,34,14,92,0,193,12,10,21,13,9,45,21,150,0,283,0,4,3,10,0,10,4,30,15,69,232,369,356,285,445,912,399,1637,80,4719,0,5,0,0,0,0,0,0,0,10,0,26,3,0,3,0,0,0,0,34,3,34,9,3,0,0,0,3,0,55
