POW_SA3_CODE_2021,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
50502,70,3,3,2397,1955,69,80,3,3,2123,1803,98,92,15,7,2012,1728,118,84,20,9,1961,1866,147,114,8,6,2150,1850,117,116,9,4,2093,1519,104,73,4,5,1715,950,57,52,6,0,1068,342,31,29,0,0,403,58,13,9,3,0,81,14,5,0,4,0,21,15973,797,737,82,52,17637,1973,0,15,8,3,2010,2124,4,59,0,6,2192,1312,21,83,7,4,1424,1627,60,145,24,8,1871,1875,88,234,44,4,2242,1723,121,199,25,9,2070,1551,123,172,39,11,1895,1487,86,154,28,7,1767,1315,85,144,22,7,1571,1191,78,135,39,10,1453,577,68,93,21,7,770,230,35,38,24,3,339,56,29,15,15,0,114,17044,810,1494,305,67,19725,1534,37,67,10,9,1665,430,21,31,13,35,527,34990,1661,2329,410,163,39555,645,3,0,0,0,649,3221,28,58,0,12,3318,4906,121,162,8,9,5204,4993,346,288,11,14,5656,4872,558,357,33
50503,24,3,0,1152,936,45,67,8,0,1065,867,85,80,16,0,1059,988,68,79,10,5,1152,1051,117,112,14,4,1303,994,113,99,14,3,1218,747,83,73,15,8,922,445,53,45,13,0,554,143,14,13,7,0,169,21,4,5,0,0,36,0,0,5,0,0,6,8344,606,645,92,28,9707,1860,0,15,8,8,1896,1291,5,68,6,0,1370,818,20,104,13,4,957,1036,38,184,38,9,1311,1222,97,230,43,3,1598,1088,103,189,42,8,1432,1128,78,177,43,5,1435,954,88,178,22,3,1252,776,66,113,32,4,1004,614,40,107,28,3,795,260,36,61,22,9,388,76,17,19,19,0,128,22,3,12,11,4,46,11141,601,1463,335,61,13600,817,26,80,15,13,955,264,18,28,12,28,353,20569,1255,2212,453,132,24616,789,0,8,0,0,806,2545,18,69,4,4,2633,3029,127,144,5,0,3308,2888,313,288,19,11,3517,2813,450,312,34
50601,9,3,0,686,511,16,41,0,4,569,471,36,37,3,6,553,483,21,34,5,0,534,497,31,42,3,0,573,487,29,37,3,0,562,340,19,36,0,0,397,247,12,14,3,0,274,98,12,6,0,0,118,10,5,3,0,0,17,0,0,0,0,0,4,4294,192,269,20,18,4793,810,0,3,5,0,823,629,0,17,0,0,656,414,4,43,3,0,466,572,26,80,15,5,693,639,32,78,12,7,765,587,42,69,20,3,720,497,32,56,15,0,600,440,21,60,11,0,531,415,17,49,15,0,499,332,17,40,8,9,405,154,16,28,3,0,204,47,7,12,3,0,73,4,3,3,8,0,18,5553,223,538,111,24,6444,530,17,24,4,7,582,147,11,10,6,12,186,10518,442,844,146,61,12008,283,0,0,0,0,283,885,9,28,3,0,925,1259,47,52,6,6,1367,1218,94,101,4,6,1425,1111,146,112,10
50602,32,3,3,1918,1826,42,25,5,7,1906,1552,61,27,6,0,1645,1403,68,31,5,0,1503,1458,57,54,9,0,1575,1296,57,44,6,11,1418,1028,50,31,10,0,1122,626,25,19,6,0,669,190,7,15,6,0,217,45,0,3,0,0,51,8,0,0,0,0,13,12581,394,292,53,18,13341,1175,0,5,3,0,1185,1732,0,18,0,6,1754,1151,8,37,3,0,1195,1207,26,67,14,3,1325,1277,37,74,14,5,1410,1061,42,68,10,6,1183,936,36,61,5,3,1044,795,37,50,9,4,901,740,46,29,9,3,828,565,34,46,13,0,659,331,13,31,0,0,384,114,9,22,9,0,149,21,3,6,9,0,42,11108,278,532,105,42,12058,1328,18,18,11,10,1386,363,14,15,18,35,441,25384,699,861,182,103,27233,503,0,0,0,0,503,2815,12,32,6,0,2867,4640,85,110,4,10,4838,5555,232,130,14,9,5949,5611,307,153,15
50603,26,3,0,1712,1568,40,30,9,0,1638,1485,70,31,7,3,1602,1436,81,42,5,0,1576,1517,59,51,10,0,1641,1536,98,48,10,4,1698,1261,60,49,6,6,1384,786,36,37,0,3,863,268,14,14,0,0,302,43,6,0,4,0,57,8,0,0,0,0,8,12830,492,332,68,21,13743,1456,7,9,4,3,1481,1685,3,27,3,9,1720,1062,9,36,4,0,1126,1142,32,72,18,3,1264,1370,53,103,26,8,1558,1174,44,78,20,6,1317,1059,64,79,19,8,1229,935,59,90,16,5,1097,909,59,69,24,3,1066,752,51,62,16,0,886,363,27,52,17,3,464,118,16,17,15,0,165,49,5,11,4,0,72,12088,434,699,188,44,13448,1054,21,25,10,5,1116,363,8,24,16,29,443,26325,956,1082,286,98,28747,821,0,6,0,3,824,3350,16,31,8,7,3400,4843,79,91,3,13,5021,5175,269,148,21,11,5616,5357,367,176,19
50604,13,0,0,633,559,20,31,3,0,616,563,23,44,3,4,637,547,33,47,6,0,636,611,43,38,0,0,698,631,45,46,10,4,734,510,33,32,3,3,585,304,26,19,0,0,346,121,6,11,5,0,143,21,6,7,0,0,26,4,0,0,0,0,5,5016,250,300,37,14,5617,726,0,7,6,0,742,658,3,24,3,4,683,498,3,35,9,0,549,541,28,59,18,3,652,675,40,100,20,5,840,657,43,87,15,6,806,579,29,72,19,3,712,539,34,49,4,0,628,452,32,51,16,8,559,368,24,52,7,0,454,194,15,30,14,0,253,65,7,15,11,0,96,25,3,12,5,0,44,5977,270,589,141,25,7010,507,10,20,4,11,552,153,3,19,12,15,195,11656,535,926,189,60,13368,395,0,3,0,0,400,1217,18,11,4,0,1249,1599,60,74,0,5,1736,1576,119,97,7,10,1808,1563,213,160,18
50605,8,0,0,332,315,17,14,5,0,347,303,25,16,0,0,348,290,26,25,0,0,343,331,30,28,6,0,392,318,22,41,9,0,385,242,35,27,8,6,315,182,17,14,3,0,214,59,11,10,3,0,84,8,3,0,0,0,12,0,0,3,0,0,9,2640,189,198,34,13,3074,445,0,6,6,0,457,334,4,12,0,4,355,242,5,26,6,0,273,252,16,47,10,0,323,312,23,57,14,3,413,305,26,52,13,4,401,306,21,47,8,5,386,299,23,59,14,0,390,270,30,45,16,0,359,232,22,50,11,0,317,114,11,25,12,0,169,35,14,18,17,0,74,18,0,3,10,0,23,3167,192,458,127,13,3953,257,13,25,0,0,301,93,0,8,5,8,115,6152,403,681,165,40,7436,190,0,3,0,0,191,673,10,14,0,0,692,892,24,30,0,4,952,998,84,52,10,3,1152,972,104,92,7
50606,6,0,0,147,123,14,16,5,0,151,107,9,18,3,0,139,112,8,8,0,0,138,122,17,18,0,0,161,85,19,22,5,0,136,81,11,14,0,7,116,43,10,3,0,0,68,3,0,7,0,0,17,0,0,0,0,0,3,0,0,0,0,0,3,995,102,130,26,6,1261,276,0,6,0,0,279,157,0,13,0,0,169,130,6,22,8,3,166,146,14,30,11,3,203,160,8,42,6,0,223,129,14,26,8,0,181,99,15,26,6,0,144,117,11,24,12,0,166,93,7,24,6,0,136,83,7,18,13,0,120,25,0,13,6,0,55,13,4,11,3,0,29,0,3,4,0,0,7,1438,94,250,89,12,1880,132,8,4,5,3,155,35,3,6,8,8,57,2605,205,393,125,25,3352,126,0,0,0,0,128,292,0,10,0,0,307,321,15,28,0,0,374,314,43,67,8,0,427,271,46,51,6
50607,8,0,0,445,451,21,14,0,0,485,315,33,8,4,4,370,297,26,19,4,0,354,355,43,24,4,0,424,358,33,32,3,0,429,315,36,25,0,0,383,207,22,9,4,0,242,76,16,5,0,0,93,13,3,0,0,0,21,3,0,0,0,0,0,3094,231,166,19,9,3516,382,0,3,0,0,387,498,0,10,0,0,512,328,3,17,3,0,345,352,15,20,4,0,396,408,16,31,6,0,469,385,24,51,7,0,464,354,19,41,7,0,422,346,24,42,9,0,421,283,21,49,7,0,361,250,30,42,7,0,329,144,17,33,10,0,205,50,16,10,3,0,86,16,0,10,7,3,39,3795,188,352,65,13,4419,343,5,19,4,5,375,79,4,0,6,8,99,7310,435,537,95,31,8401,58,0,0,0,0,58,435,4,11,0,0,455,767,30,31,3,4,830,837,51,48,4,4,942,748,125,52,12
50701,36,3,3,1138,993,43,34,4,0,1074,939,58,57,9,0,1065,886,76,67,9,0,1037,944,67,65,6,0,1087,912,59,46,13,3,1031,640,81,42,9,4,779,382,43,25,6,0,461,125,12,6,0,0,148,9,5,5,0,0,21,0,5,0,0,0,9,7845,464,417,59,21,8810,1333,9,4,0,0,1357,1112,0,32,0,0,1143,690,11,44,5,3,746,884,40,106,15,3,1051,946,50,150,23,10,1180,912,57,118,31,0,1124,791,33,108,22,4,963,686,56,93,22,0,854,571,49,98,19,3,734,443,30,63,26,7,558,193,24,33,19,0,266,55,16,20,4,0,92,17,6,9,11,0,37,8629,368,885,198,31,10114,750,17,38,12,8,822,227,3,19,8,14,277,17452,853,1356,282,79,20022,743,0,5,0,0,753,2548,8,43,3,8,2608,3326,76,106,5,8,3525,3454,221,154,7,3,3838,3644,312,189,18
50702,18,0,3,820,763,27,38,0,0,829,629,45,30,4,0,707,635,51,29,3,0,717,679,67,60,3,0,815,692,74,63,5,3,833,624,62,55,8,0,752,389,23,24,7,3,443,115,17,8,3,0,149,22,4,10,0,0,30,0,0,0,0,0,4,5929,382,341,37,15,6709,746,0,6,5,0,754,926,0,26,3,0,960,569,10,22,3,4,607,600,26,58,12,0,699,705,28,75,12,4,817,652,49,76,5,0,786,598,47,83,10,0,730,553,40,73,12,0,683,474,28,55,7,4,569,471,34,81,16,0,598,242,20,61,14,0,336,84,18,30,10,5,142,23,7,13,7,0,52,6643,301,662,110,27,7734,627,12,49,0,7,698,142,9,11,4,6,168,13345,697,1061,154,53,15316,248,0,0,0,0,249,1081,10,19,0,0,1111,1701,29,54,3,6,1781,1866,123,99,3,6,2104,1707,176,99,12
50703,3,0,0,329,300,5,19,4,0,324,355,12,14,0,0,382,364,11,17,3,0,397,394,11,15,4,4,422,330,12,13,0,0,362,254,6,10,3,0,276,146,5,6,0,0,160,54,0,4,0,0,56,7,5,3,0,0,15,4,0,0,0,0,3,2790,72,115,17,11,2994,317,0,0,3,0,317,203,0,8,0,0,210,214,4,13,0,0,231,264,7,39,10,0,318,301,7,38,9,0,365,283,5,43,7,3,342,255,13,29,9,4,306,213,9,21,8,3,252,164,8,10,0,0,185,122,5,10,6,0,140,53,5,8,0,0,66,16,0,5,5,0,22,6,0,0,0,0,6,2410,63,225,57,19,2770,309,6,5,3,0,325,82,0,4,7,14,103,5590,132,348,85,35,6193,244,0,0,0,0,246,730,0,5,0,0,737,1118,15,30,0,4,1169,1295,38,61,4,3,1399,1408,61,52,0
50704,37,0,0,1587,1307,48,38,0,0,1400,1116,52,28,6,0,1203,1116,67,44,4,3,1240,1206,101,67,3,0,1374,1259,84,74,7,4,1432,1006,79,49,3,0,1134,620,51,33,4,4,706,218,16,17,0,0,248,32,12,3,6,0,50,5,0,0,0,0,11,10429,517,404,40,18,11409,1468,0,21,3,0,1497,1523,5,30,0,0,1558,954,6,35,4,5,998,1156,30,93,12,4,1291,1343,61,124,19,3,1554,1281,78,128,20,4,1513,1148,55,119,29,4,1356,1025,57,124,23,3,1234,1086,55,108,24,4,1283,847,56,102,18,5,1028,390,37,76,19,0,524,139,16,43,23,0,227,36,16,15,10,0,75,12397,481,1024,209,33,14139,1319,25,42,6,11,1400,232,8,16,14,17,286,24382,1025,1487,272,74,27236,272,0,5,0,0,279,1584,8,26,0,4,1625,2664,49,90,4,5,2811,2685,136,101,7,10,2940,2473,203,108,12
50705,27,0,0,989,775,29,48,0,3,859,813,35,60,9,0,925,811,31,55,5,4,907,873,60,78,10,0,1016,823,54,74,12,3,955,683,49,47,9,0,790,339,24,24,0,0,393,91,13,10,0,0,115,12,0,5,0,0,16,0,0,0,0,0,0,7113,304,430,56,16,7926,1534,3,9,0,0,1549,998,3,22,4,0,1032,758,10,72,11,5,851,873,21,109,19,3,1028,1004,43,126,13,7,1202,959,33,122,16,5,1140,909,34,116,20,3,1080,808,38,82,12,0,946,740,25,79,19,6,869,538,26,54,20,3,643,234,11,32,4,0,281,62,9,18,10,0,100,16,0,4,3,0,30,9431,262,855,166,33,10739,914,15,44,11,10,998,208,12,13,5,15,258,17671,586,1352,237,72,19922,470,0,0,0,0,473,1765,7,30,0,3,1798,2191,38,70,0,10,2308,1915,111,126,3,5,2157,1896,134,144,17
50901,13,3,0,470,326,16,26,9,0,378,376,26,46,12,3,462,452,51,51,17,3,575,547,46,70,27,8,693,578,47,82,24,13,744,489,48,86,26,3,662,318,35,62,19,5,432,100,19,38,20,4,183,18,8,18,18,3,61,8,3,8,8,0,25,4240,300,508,184,44,5269,626,0,0,9,0,638,324,0,6,0,4,335,352,4,24,7,4,390,458,21,50,28,4,554,571,16,68,34,0,684,582,26,74,26,7,718,565,32,80,22,4,698,579,27,72,24,7,705,541,27,76,42,8,689,554,23,69,36,6,691,238,24,78,32,5,370,75,9,35,26,4,161,20,5,16,26,0,68,5477,214,649,311,52,6706,601,24,63,38,12,733,138,4,30,24,19,214,10461,541,1244,552,129,12930,478,0,0,0,0,484,1058,3,19,8,4,1091,1114,23,63,14,3,1219,1006,89,130,25,10,1262,1011,132,146,32
50902,9,0,3,460,361,18,17,4,0,408,337,23,24,18,3,407,352,22,31,10,0,420,435,48,44,24,4,553,478,49,44,36,4,615,397,53,68,42,9,569,305,44,54,43,0,450,99,15,43,16,4,180,17,5,18,25,3,64,7,7,6,10,0,35,3726,292,362,242,40,4666,333,0,0,6,0,339,188,0,0,4,3,201,254,5,23,8,0,295,282,21,31,16,3,355,422,32,45,27,4,527,377,23,39,19,0,467,342,29,53,22,3,457,412,35,52,30,4,524,404,35,67,43,3,548,398,31,59,50,0,538,168,25,44,42,6,281,63,16,30,36,6,138,24,12,17,33,3,82,3674,249,465,331,32,4758,460,22,39,30,11,560,114,15,12,32,23,200,7971,585,884,629,113,10184,376,4,5,7,4,391,975,19,18,9,6,1024,1152,58,60,14,7,1285,1061,120,94,18,9,1299,1002,141,113,45
50903,0,0,0,218,137,8,9,5,0,153,140,21,13,9,0,184,164,18,25,6,0,211,184,21,30,14,5,252,191,26,31,21,7,269,163,21,38,29,5,259,139,20,23,25,0,206,44,8,16,19,0,91,6,3,20,12,0,46,0,8,3,9,0,23,1561,154,202,147,19,2089,108,0,0,0,0,107,107,0,3,0,0,112,83,6,0,5,0,89,129,5,11,18,0,166,166,17,25,17,3,230,148,12,15,12,0,197,148,15,20,16,3,195,157,13,20,12,0,203,161,14,21,17,0,213,143,11,27,12,4,193,76,12,13,23,0,126,30,6,13,8,0,63,13,3,6,7,5,39,1461,114,190,166,14,1944,234,13,26,16,0,287,58,0,8,12,11,88,3306,287,430,337,46,4408,154,0,0,4,0,160,430,5,4,11,5,452,584,19,28,6,6,646,556,29,45,14,4,648,582,90,75,25
51001,12,0,3,669,599,11,14,3,9,630,540,29,19,3,3,587,423,14,15,6,3,467,446,24,27,7,0,507,438,31,25,4,0,502,409,26,23,4,0,462,293,19,22,4,6,343,107,8,15,0,3,131,24,6,0,4,0,35,4,6,0,5,0,11,4400,184,170,38,30,4812,210,0,0,0,0,210,164,0,4,0,0,169,213,0,0,0,0,218,279,8,13,3,0,302,263,7,25,4,0,302,243,8,15,3,3,274,165,9,11,6,0,187,159,5,8,4,8,182,124,4,9,3,0,149,125,8,12,6,0,148,75,8,6,4,0,87,20,0,10,6,0,34,12,0,4,4,0,14,2043,60,116,37,20,2278,385,3,6,3,4,401,151,4,0,8,12,175,6979,247,295,85,68,7662,221,0,0,0,0,218,722,5,3,0,7,738,1268,18,21,0,3,1309,1324,45,28,4,3,1407,1164,86,42,5
51002,8,0,0,874,778,14,14,0,3,804,611,14,9,0,0,643,513,13,5,0,0,531,492,8,13,0,0,516,458,4,10,0,0,475,369,4,0,0,0,378,212,3,0,5,3,220,69,4,0,0,0,75,9,0,0,0,0,12,0,0,0,0,0,4,4959,73,53,10,19,5118,153,0,0,0,0,151,106,0,0,0,0,109,170,0,12,5,0,183,259,0,17,0,0,274,239,11,11,0,0,268,168,3,8,0,3,182,101,3,5,0,0,115,98,4,7,0,0,103,64,3,0,0,0,70,55,0,3,4,0,67,16,7,0,0,0,23,13,0,0,0,0,14,0,0,0,0,0,0,1440,30,68,17,7,1566,661,4,7,4,5,680,181,0,4,0,16,202,7238,108,139,33,52,7567,254,0,0,0,0,254,1242,5,8,0,10,1260,2532,9,13,0,6,2561,3050,46,29,3,8,3141,2983,55,34,4
51003,3,0,0,693,665,18,12,0,0,699,635,19,14,0,0,666,535,14,9,0,3,563,540,16,12,0,3,559,530,20,12,0,4,564,349,23,8,0,5,376,211,8,12,0,0,232,70,3,3,5,0,81,11,0,0,0,0,12,0,0,0,0,0,0,4786,113,86,15,11,5008,223,0,0,0,0,226,101,0,0,0,0,107,192,0,12,3,0,210,321,4,29,4,0,359,367,6,35,5,0,415,239,3,17,0,3,266,224,0,6,5,0,239,128,5,9,0,0,144,92,6,5,0,0,108,75,0,4,0,0,83,30,0,9,0,0,35,10,0,0,0,0,13,6,0,5,0,0,4,1999,40,122,26,16,2200,656,6,7,3,11,686,143,0,7,4,10,163,7579,157,230,47,45,8056,272,3,0,0,0,279,1205,4,9,0,0,1221,2171,12,11,0,3,2201,2704,60,30,0,5,2805,2900,81,40,5
51101,8,0,0,167,104,3,5,4,0,116,112,10,8,3,0,131,120,14,16,4,4,158,141,22,31,7,6,207,151,16,24,12,0,205,126,18,28,9,0,178,74,8,11,8,3,106,35,5,10,3,0,51,5,3,0,6,0,13,4,0,3,3,0,9,1229,108,139,61,17,1548,129,0,0,0,0,131,101,0,3,0,0,101,86,3,8,9,6,105,153,10,20,15,0,193,157,11,15,9,0,196,130,8,15,9,0,166,126,5,14,8,7,162,124,6,14,12,0,162,129,9,22,9,5,173,86,3,21,9,0,123,51,4,9,7,3,75,4,0,9,8,0,23,11,0,4,0,5,15,1284,74,145,82,20,1607,191,17,18,5,8,238,41,5,4,6,9,67,2744,203,308,160,48,3464,178,0,3,0,0,181,401,0,3,0,5,412,473,5,20,6,4,505,373,31,37,5,8,453,399,47,40,11
51102,0,0,0,164,151,0,7,0,0,162,81,17,9,0,0,100,95,18,14,0,4,130,108,14,11,0,0,139,107,17,15,4,0,146,110,21,19,0,0,149,65,8,9,3,0,77,28,9,6,6,0,53,3,5,4,0,0,11,0,0,3,0,0,6,1052,98,100,15,6,1285,73,0,0,0,0,68,68,0,0,0,0,72,78,0,5,0,0,87,78,0,7,0,0,91,92,9,15,0,5,115,65,9,12,0,0,82,67,8,4,0,0,82,48,0,5,0,3,62,59,6,3,6,0,76,54,5,10,3,0,73,16,0,4,0,0,22,10,0,3,3,0,16,0,0,0,0,0,4,707,37,63,28,15,846,101,5,3,5,0,114,34,4,4,0,12,53,1899,147,170,44,37,2294,76,0,0,0,0,76,213,5,3,0,0,219,350,4,11,0,0,364,319,10,15,0,0,343,241,30,24,6
51103,4,3,3,770,640,9,17,0,0,671,571,25,18,0,0,613,549,23,17,0,0,591,620,34,16,0,0,677,579,29,21,6,0,640,508,26,22,0,3,561,280,21,16,3,7,321,87,9,16,4,0,110,18,4,9,0,0,23,0,0,3,0,0,3,5413,182,152,29,16,5793,300,0,0,0,0,304,180,0,0,0,0,191,219,3,9,3,0,237,340,14,20,9,0,384,333,13,23,5,0,372,255,12,15,4,0,289,221,13,6,4,0,246,224,11,18,6,0,256,211,11,6,7,0,245,176,7,11,12,0,207,84,6,15,9,0,109,25,0,4,5,0,29,13,0,0,0,0,9,2591,93,119,56,13,2867,514,8,13,0,8,542,151,3,3,6,11,183,8660,282,295,91,53,9385,470,0,0,0,0,467,1704,4,7,0,5,1718,2395,24,14,4,3,2443,2378,47,35,3,5,2472,2330,92,41,0
51104,10,0,6,571,453,11,19,7,0,488,442,25,22,13,0,493,549,33,51,13,0,647,621,40,43,15,3,721,643,49,46,21,0,759,528,47,59,20,6,655,320,34,44,14,5,421,116,11,20,15,0,166,26,6,10,6,4,50,4,0,9,9,0,25,4868,268,330,139,20,5629,595,0,3,10,0,606,363,4,7,0,0,374,325,0,21,0,0,347,424,13,24,9,0,475,454,28,46,19,0,551,446,19,35,13,0,513,451,28,45,13,0,546,459,23,52,20,0,555,446,18,49,25,3,537,381,24,49,30,7,488,179,23,30,33,4,264,57,3,11,22,0,97,22,8,13,11,0,48,4596,192,386,202,27,5403,600,18,25,12,6,664,159,5,9,12,16,204,10224,485,745,371,72,11901,447,0,0,4,5,459,1242,11,24,3,3,1286,1616,30,46,8,10,1704,1603,69,54,13,5,1743,1515,125,94,20
59797,0,0,0,14,14,0,0,0,0,14,10,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,8,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,91,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,21,14,0,3,0,0,23,9,0,0,0,0,10,131,0,8,0,4,144,3,0,0,0,0,3,45,0,0,0,0,45,68,0,3,0,0,76,117,0,4,0,0,121,160,5,0,0
