POW_SA3_CODE_2021,CoPSW_PINS_A_65_74,CoPSW_PINS_A_75ov,CoPSW_PINS_Tot,CoPSW_Tot_A_15_19,CoPSW_Tot_A_20_24,CoPSW_Tot_A_25_34,CoPSW_Tot_A_35_44,CoPSW_Tot_A_45_54,CoPSW_Tot_A_55_64,CoPSW_Tot_A_65_74,CoPSW_Tot_A_75ov,CoPSW_Tot_Tot,ClAW_NNI_A_15_19,ClAW_NNI_A_20_24,ClAW_NNI_A_25_34,ClAW_NNI_A_35_44,ClAW_NNI_A_45_54,ClAW_NNI_A_55_64,ClAW_NNI_A_65_74,ClAW_NNI_A_75ov,ClAW_NNI_Tot,ClAW_1_149_A_15_19,ClAW_1_149_A_20_24,ClAW_1_149_A_25_34,ClAW_1_149_A_35_44,ClAW_1_149_A_45_54,ClAW_1_149_A_55_64,ClAW_1_149_A_65_74,ClAW_1_149_A_75ov,ClAW_1_149_Tot,ClAW_150_299_A_15_19,ClAW_150_299_A_20_24,ClAW_150_299_A_25_34,ClAW_150_299_A_35_44,ClAW_150_299_A_45_54,ClAW_150_299_A_55_64,ClAW_150_299_A_65_74,ClAW_150_299_A_75ov,ClAW_150_299_Tot,ClAW_300_399_A_15_19,ClAW_300_399_A_20_24,ClAW_300_399_A_25_34,ClAW_300_399_A_35_44,ClAW_300_399_A_45_54,ClAW_300_399_A_55_64,ClAW_300_399_A_65_74,ClAW_300_399_A_75ov,ClAW_300_399_Tot,ClAW_400_499_A_15_19,ClAW_400_499_A_20_24,ClAW_400_499_A_25_34,ClAW_400_499_A_35_44,ClAW_400_499_A_45_54,ClAW_400_499_A_55_64,ClAW_400_499_A_65_74,ClAW_400_499_A_75ov,ClAW_400_499_Tot,ClAW_500_649_A_15_19,ClAW_500_649_A_20_24,ClAW_500_649_A_25_34,ClAW_500_649_A_35_44,ClAW_500_649_A_45_54,ClAW_500_649_A_55_64,ClAW_500_649_A_65_74,ClAW_500_649_A_75ov,ClAW_500_649_Tot,ClAW_650_799_A_15_19,ClAW_650_799_A_20_24,ClAW_650_799_A_25_34,ClAW_650_799_A_35_44,ClAW_650_799_A_45_54,ClAW_650_799_A_55_64,ClAW_650_799_A_65_74,ClAW_650_799_A_75ov,ClAW_650_799_Tot,ClAW_800_999_A_15_19,ClAW_800_999_A_20_24,ClAW_800_999_A_25_34,ClAW_800_999_A_35_44,ClAW_800_999_A_45_54,ClAW_800_999_A_55_64,ClAW_800_999_A_65_74,ClAW_800_999_A_75ov,ClAW_800_999_Tot,ClAW_1000_1249_A_15_19,ClAW_1000_1249_A_20_24,ClAW_1000_1249_A_25_34,ClAW_1000_1249_A_35_44,ClAW_1000_1249_A_45_54,ClAW_1000_1249_A_55_64,ClAW_1000_1249_A_65_74,ClAW_1000_1249_A_75ov,ClAW_1000_1249_Tot,ClAW_1250_1499_A_15_19,ClAW_1250_1499_A_20_24,ClAW_1250_1499_A_25_34,ClAW_1250_1499_A_35_44,ClAW_1250_1499_A_45_54,ClAW_1250_1499_A_55_64,ClAW_1250_1499_A_65_74,ClAW_1250_1499_A_75ov,ClAW_1250_1499_Tot,ClAW_1500_1749_A_15_19,ClAW_1500_1749_A_20_24,ClAW_1500_1749_A_25_34,ClAW_1500_1749_A_35_44,ClAW_1500_1749_A_45_54,ClAW_1500_1749_A_55_64,ClAW_1500_1749_A_65_74,ClAW_1500_1749_A_75ov,ClAW_1500_1749_Tot,ClAW_1750_1999_A_15_19,ClAW_1750_1999_A_20_24,ClAW_1750_1999_A_25_34,ClAW_1750_1999_A_35_44,ClAW_1750_1999_A_45_54,ClAW_1750_1999_A_55_64,ClAW_1750_1999_A_65_74,ClAW_1750_1999_A_75ov,ClAW_1750_1999_Tot,ClAW_2000_2999_A_15_19,ClAW_2000_2999_A_20_24,ClAW_2000_2999_A_25_34,ClAW_2000_2999_A_35_44,ClAW_2000_2999_A_45_54,ClAW_2000_2999_A_55_64,ClAW_2000_2999_A_65_74,ClAW_2000_2999_A_75ov,ClAW_2000_2999_Tot,ClAW_3000_3499_A_15_19,ClAW_3000_3499_A_20_24,ClAW_3000_3499_A_25_34,ClAW_3000_3499_A_35_44,ClAW_3000_3499_A_45_54,ClAW_3000_3499_A_55_64,ClAW_3000_3499_A_65_74,ClAW_3000_3499_A_75ov,ClAW_3000_3499_Tot,ClAW_3500mo_A_15_19,ClAW_3500mo_A_20_24,ClAW_3500mo_A_25_34,ClAW_3500mo_A_35_44,ClAW_3500mo_A_45_54,ClAW_3500mo_A_55_64,ClAW_3500mo_A_65_74,ClAW_3500mo_A_75ov,ClAW_3500mo_Tot,ClAW_PINS_A_15_19,ClAW_PINS_A_20_24,ClAW_PINS_A_25_34,ClAW_PINS_A_35_44,ClAW_PINS_A_45_54,ClAW_PINS_A_55_64,ClAW_PINS_A_65_74,ClAW_PINS_A_75ov,ClAW_PINS_Tot,ClAW_Tot_A_15_19,ClAW_Tot_A_20_24,ClAW_Tot_A_25_34,ClAW_Tot_A_35_44,ClAW_Tot_A_45_54,ClAW_Tot_A_55_64,ClAW_Tot_A_65_74,ClAW_Tot_A_75ov,ClAW_Tot_Tot,SW_NNI_A_15_19,SW_NNI_A_20_24,SW_NNI_A_25_34,SW_NNI_A_35_44,SW_NNI_A_45_54,SW_NNI_A_55_64,SW_NNI_A_65_74,SW_NNI_A_75ov,SW_NNI_Tot,SW_1_149_A_15_19,SW_1_149_A_20_24,SW_1_149_A_25_34,SW_1_149_A_35_44,SW_1_149_A_45_54,SW_1_149_A_55_64,SW_1_149_A_65_74,SW_1_149_A_75ov,SW_1_149_Tot,SW_150_299_A_15_19,SW_150_299_A_20_24,SW_150_299_A_25_34,SW_150_299_A_35_44,SW_150_299_A_45_54,SW_150_299_A_55_64,SW_150_299_A_65_74,SW_150_299_A_75ov,SW_150_299_Tot,SW_300_399_A_15_19,SW_300_399_A_20_24,SW_300_399_A_25_34,SW_300_399_A_35_44,SW_300_399_A_45_54,SW_300_399_A_55_64,SW_300_399_A_65_74,SW_300_399_A_75ov
50101,0,0,31,463,252,550,615,583,464,88,5,3025,0,0,3,6,0,3,4,0,19,3,0,0,4,0,4,4,3,22,5,0,4,19,10,15,6,0,58,0,0,10,21,19,25,11,3,86,0,6,13,35,27,27,14,3,128,9,11,30,63,60,56,26,4,251,0,10,33,71,76,76,14,0,300,6,18,57,80,95,83,21,0,365,4,9,64,87,145,96,25,4,429,0,10,29,61,88,69,16,0,268,0,0,7,52,53,46,9,0,175,0,0,6,18,34,20,3,0,79,0,0,3,18,28,23,3,0,78,0,0,0,9,14,0,0,0,21,0,0,0,3,0,3,4,0,13,0,0,0,0,4,3,0,0,12,30,69,275,547,651,552,163,16,2313,9,0,6,0,0,0,0,0,21,337,6,0,6,0,0,3,0,350,106,6,13,12,16,18,10,0,187,30,10,16,24,17,16,6,0
50102,9,0,49,538,566,918,1125,1278,969,179,7,5579,0,3,4,0,4,7,7,0,29,26,9,4,13,6,10,12,0,83,12,10,21,34,16,22,9,0,118,9,13,21,34,33,33,16,4,160,13,4,39,70,58,69,22,3,273,26,29,74,96,97,78,28,5,429,24,58,90,126,134,108,30,0,573,21,92,146,165,224,146,47,0,838,9,74,193,199,267,223,37,4,1007,3,31,137,154,200,176,16,0,722,0,16,58,101,134,102,28,0,434,0,5,29,62,62,54,12,0,233,0,0,29,75,98,74,15,0,290,0,0,0,12,22,15,5,0,54,0,0,5,14,24,21,3,0,66,0,0,3,5,3,10,0,0,24,137,344,864,1165,1382,1151,274,21,5337,14,0,0,0,3,3,0,0,28,536,7,9,8,8,9,4,0,579,223,26,22,39,17,25,6,0,356,91,42,43,48,33,30,11,0
50103,0,0,3,91,65,124,141,206,202,60,11,901,0,0,0,0,0,0,0,0,5,3,0,0,0,4,3,0,5,13,0,0,4,0,6,4,7,0,33,0,0,10,9,8,20,7,0,51,6,0,3,6,14,15,0,0,49,6,6,11,16,14,22,13,0,88,5,3,16,22,29,32,8,3,115,0,11,10,28,28,36,12,7,131,0,6,20,31,53,48,8,0,171,0,3,16,15,31,31,9,0,96,0,0,0,6,21,15,4,0,52,0,0,5,8,10,8,3,0,29,0,0,3,5,9,4,0,0,25,0,0,0,0,0,7,0,0,7,0,0,0,9,3,0,0,0,7,0,0,0,0,0,0,0,0,3,17,38,104,152,233,248,73,15,882,0,0,0,0,0,3,0,0,7,69,0,4,4,0,0,0,0,79,25,9,3,5,9,7,3,0,63,6,6,3,0,3,8,4,0
50201,0,0,49,541,684,938,1064,1099,838,135,3,5304,0,0,4,3,10,10,3,0,42,19,3,9,8,7,8,7,0,67,3,9,11,14,7,23,11,4,93,11,12,30,32,32,24,19,4,155,8,22,35,47,33,36,15,4,193,9,15,54,72,60,63,27,4,304,11,28,71,79,86,70,35,4,397,4,36,71,118,127,89,22,0,467,3,21,84,108,182,128,20,6,553,0,8,55,61,104,101,17,0,341,0,3,17,58,51,61,12,0,198,0,0,12,14,47,22,4,0,105,0,0,7,25,46,38,11,0,127,0,0,0,10,3,8,3,0,22,0,0,4,10,13,9,0,0,32,0,3,5,7,10,7,0,5,30,66,165,471,664,809,701,211,26,3122,22,3,0,0,0,6,0,0,27,507,27,17,9,16,4,6,0,574,283,83,23,30,28,19,11,0,477,112,82,49,36,50,44,11,0
50301,3,0,39,860,1449,1402,995,811,726,218,22,6481,0,0,4,6,9,3,0,5,21,21,17,12,6,6,7,0,0,68,28,52,10,20,14,14,7,0,144,12,45,19,17,28,18,24,0,161,10,42,36,32,27,36,12,8,206,9,68,53,81,79,65,43,10,410,11,61,92,79,92,117,57,7,511,13,75,116,103,128,127,54,13,635,5,92,235,165,222,254,55,13,1037,0,38,180,174,223,208,61,6,897,0,16,102,140,155,161,48,3,633,0,0,40,74,66,79,12,3,277,0,0,39,78,96,74,18,7,316,0,0,4,12,20,14,10,7,60,3,0,5,14,29,17,17,0,92,0,8,9,6,6,3,0,0,33,122,517,943,1020,1194,1200,427,79,5491,15,0,0,0,0,0,0,0,17,291,55,0,3,3,3,0,0,352,164,78,22,14,11,12,0,6,308,69,99,22,10,21,20,13,0
50302,6,0,122,1260,3468,5148,3513,2832,2026,470,32,18750,4,5,19,28,17,17,3,0,92,68,57,27,30,21,17,12,0,231,91,135,77,72,53,48,35,7,512,55,161,98,103,66,83,30,3,599,47,212,167,169,102,112,49,6,873,61,269,346,346,247,240,116,19,1635,64,382,601,607,390,338,140,12,2525,67,609,1125,887,687,575,186,21,4146,32,795,1879,1421,1250,1023,261,15,6674,14,372,1724,1514,1442,1197,267,10,6543,7,123,1172,1297,1198,945,192,5,4945,0,37,600,763,761,560,113,4,2844,0,24,713,1240,1152,770,147,13,4058,0,3,106,279,259,157,33,0,843,0,10,85,460,546,274,61,5,1435,0,10,30,33,52,32,7,0,156,514,3201,8775,9239,8240,6375,1660,120,38119,13,3,5,8,8,6,0,0,56,518,75,8,12,4,7,7,0,633,320,221,49,30,30,23,9,0,681,169,247,102,38,34,43,10,0
50401,4,0,19,350,511,783,746,731,519,126,8,3769,0,0,0,0,0,0,0,0,12,11,0,3,8,3,9,10,0,33,3,12,15,13,3,9,4,0,68,3,23,7,26,14,21,13,0,111,4,19,21,27,27,31,7,0,145,8,25,35,51,44,39,33,9,237,6,38,65,77,55,47,17,3,304,5,53,76,86,105,94,24,3,460,4,36,129,106,136,125,30,0,557,0,15,72,103,125,78,14,0,412,0,0,31,72,64,53,20,0,236,0,4,17,33,29,34,9,3,132,0,0,21,38,40,34,8,0,149,0,0,0,4,3,7,0,3,18,0,0,0,11,9,8,3,0,29,0,3,5,0,6,3,6,0,16,48,221,509,654,679,593,193,25,2920,4,4,0,0,0,0,0,0,17,302,24,3,0,5,4,4,0,348,170,70,19,16,12,19,4,0,324,72,87,35,19,19,24,9,0
50402,0,0,10,148,146,247,315,339,304,60,7,1558,0,0,6,5,0,0,0,0,13,6,4,0,3,8,3,0,0,23,8,7,8,3,7,3,5,0,38,3,0,11,8,4,12,6,0,48,3,5,5,8,19,10,7,0,62,3,9,17,21,21,28,6,6,111,0,3,9,22,28,26,13,0,106,0,11,22,20,35,36,8,0,129,3,14,35,34,51,52,11,0,201,0,6,16,28,36,31,12,0,124,0,0,21,16,24,26,3,0,87,0,0,5,5,19,11,0,0,44,0,0,9,15,13,11,8,0,51,0,0,0,8,4,0,0,0,16,0,0,0,0,3,4,0,0,14,0,0,0,0,0,0,0,0,8,26,60,162,208,269,265,77,14,1071,6,0,0,0,0,0,0,0,7,144,8,4,0,0,0,0,0,156,80,20,3,3,3,5,0,0,116,16,27,9,7,0,9,0,0
50403,0,0,61,712,1040,1606,1531,1511,1028,205,18,7646,0,0,10,14,9,8,8,0,54,37,11,12,16,10,10,3,0,95,19,27,23,34,25,19,11,0,148,20,25,50,48,37,40,10,6,232,9,37,51,60,37,39,26,0,257,30,44,92,119,111,113,35,7,546,15,71,131,158,142,139,47,3,719,29,118,232,220,251,186,50,3,1089,13,125,359,325,397,322,47,3,1586,0,45,245,258,312,252,51,8,1167,0,18,121,178,215,175,24,0,738,0,3,57,85,102,98,16,0,363,0,0,42,111,126,93,19,0,398,0,3,12,16,18,11,3,0,65,0,0,0,16,31,17,7,0,72,0,0,3,12,22,3,3,0,50,168,541,1450,1663,1835,1524,357,35,7586,31,6,3,4,3,9,0,0,57,661,29,11,13,8,3,3,0,733,399,116,40,36,23,20,9,0,653,154,137,70,53,48,39,5,0
50501,4,0,71,1146,1437,1694,1497,1663,1199,215,16,8869,8,4,6,11,7,9,5,0,54,29,10,12,18,18,16,12,0,108,28,38,14,37,26,23,18,3,196,21,42,29,42,38,57,25,7,246,7,38,46,60,57,57,26,6,297,6,51,84,88,144,112,56,3,547,15,62,102,148,146,136,64,4,682,21,75,128,163,211,187,48,0,831,5,69,170,174,264,237,62,0,980,5,23,121,132,231,218,31,0,764,0,8,63,109,159,141,24,0,508,0,5,31,55,61,61,13,0,226,0,4,23,69,84,63,11,5,249,0,0,4,19,16,19,0,0,60,0,0,0,9,19,22,3,0,50,0,0,6,9,22,16,0,0,49,144,432,822,1151,1493,1371,394,35,5849,27,7,3,0,5,3,3,0,48,978,72,12,10,9,6,0,0,1093,530,214,55,44,29,33,12,0,923,197,225,70,44,37,58,17,3
