POW_SA3_CODE_2021,CoPSW_PINS_A_65_74,CoPSW_PINS_A_75ov,CoPSW_PINS_Tot,CoPSW_Tot_A_15_19,CoPSW_Tot_A_20_24,CoPSW_Tot_A_25_34,CoPSW_Tot_A_35_44,CoPSW_Tot_A_45_54,CoPSW_Tot_A_55_64,CoPSW_Tot_A_65_74,CoPSW_Tot_A_75ov,CoPSW_Tot_Tot,ClAW_NNI_A_15_19,ClAW_NNI_A_20_24,ClAW_NNI_A_25_34,ClAW_NNI_A_35_44,ClAW_NNI_A_45_54,ClAW_NNI_A_55_64,ClAW_NNI_A_65_74,ClAW_NNI_A_75ov,ClAW_NNI_Tot,ClAW_1_149_A_15_19,ClAW_1_149_A_20_24,ClAW_1_149_A_25_34,ClAW_1_149_A_35_44,ClAW_1_149_A_45_54,ClAW_1_149_A_55_64,ClAW_1_149_A_65_74,ClAW_1_149_A_75ov,ClAW_1_149_Tot,ClAW_150_299_A_15_19,ClAW_150_299_A_20_24,ClAW_150_299_A_25_34,ClAW_150_299_A_35_44,ClAW_150_299_A_45_54,ClAW_150_299_A_55_64,ClAW_150_299_A_65_74,ClAW_150_299_A_75ov,ClAW_150_299_Tot,ClAW_300_399_A_15_19,ClAW_300_399_A_20_24,ClAW_300_399_A_25_34,ClAW_300_399_A_35_44,ClAW_300_399_A_45_54,ClAW_300_399_A_55_64,ClAW_300_399_A_65_74,ClAW_300_399_A_75ov,ClAW_300_399_Tot,ClAW_400_499_A_15_19,ClAW_400_499_A_20_24,ClAW_400_499_A_25_34,ClAW_400_499_A_35_44,ClAW_400_499_A_45_54,ClAW_400_499_A_55_64,ClAW_400_499_A_65_74,ClAW_400_499_A_75ov,ClAW_400_499_Tot,ClAW_500_649_A_15_19,ClAW_500_649_A_20_24,ClAW_500_649_A_25_34,ClAW_500_649_A_35_44,ClAW_500_649_A_45_54,ClAW_500_649_A_55_64,ClAW_500_649_A_65_74,ClAW_500_649_A_75ov,ClAW_500_649_Tot,ClAW_650_799_A_15_19,ClAW_650_799_A_20_24,ClAW_650_799_A_25_34,ClAW_650_799_A_35_44,ClAW_650_799_A_45_54,ClAW_650_799_A_55_64,ClAW_650_799_A_65_74,ClAW_650_799_A_75ov,ClAW_650_799_Tot,ClAW_800_999_A_15_19,ClAW_800_999_A_20_24,ClAW_800_999_A_25_34,ClAW_800_999_A_35_44,ClAW_800_999_A_45_54,ClAW_800_999_A_55_64,ClAW_800_999_A_65_74,ClAW_800_999_A_75ov,ClAW_800_999_Tot,ClAW_1000_1249_A_15_19,ClAW_1000_1249_A_20_24,ClAW_1000_1249_A_25_34,ClAW_1000_1249_A_35_44,ClAW_1000_1249_A_45_54,ClAW_1000_1249_A_55_64,ClAW_1000_1249_A_65_74,ClAW_1000_1249_A_75ov,ClAW_1000_1249_Tot,ClAW_1250_1499_A_15_19,ClAW_1250_1499_A_20_24,ClAW_1250_1499_A_25_34,ClAW_1250_1499_A_35_44,ClAW_1250_1499_A_45_54,ClAW_1250_1499_A_55_64,ClAW_1250_1499_A_65_74,ClAW_1250_1499_A_75ov,ClAW_1250_1499_Tot,ClAW_1500_1749_A_15_19,ClAW_1500_1749_A_20_24,ClAW_1500_1749_A_25_34,ClAW_1500_1749_A_35_44,ClAW_1500_1749_A_45_54,ClAW_1500_1749_A_55_64,ClAW_1500_1749_A_65_74,ClAW_1500_1749_A_75ov,ClAW_1500_1749_Tot,ClAW_1750_1999_A_15_19,ClAW_1750_1999_A_20_24,ClAW_1750_1999_A_25_34,ClAW_1750_1999_A_35_44,ClAW_1750_1999_A_45_54,ClAW_1750_1999_A_55_64,ClAW_1750_1999_A_65_74,ClAW_1750_1999_A_75ov,ClAW_1750_1999_Tot,ClAW_2000_2999_A_15_19,ClAW_2000_2999_A_20_24,ClAW_2000_2999_A_25_34,ClAW_2000_2999_A_35_44,ClAW_2000_2999_A_45_54,ClAW_2000_2999_A_55_64,ClAW_2000_2999_A_65_74,ClAW_2000_2999_A_75ov,ClAW_2000_2999_Tot,ClAW_3000_3499_A_15_19,ClAW_3000_3499_A_20_24,ClAW_3000_3499_A_25_34,ClAW_3000_3499_A_35_44,ClAW_3000_3499_A_45_54,ClAW_3000_3499_A_55_64,ClAW_3000_3499_A_65_74,ClAW_3000_3499_A_75ov,ClAW_3000_3499_Tot,ClAW_3500mo_A_15_19,ClAW_3500mo_A_20_24,ClAW_3500mo_A_25_34,ClAW_3500mo_A_35_44,ClAW_3500mo_A_45_54,ClAW_3500mo_A_55_64,ClAW_3500mo_A_65_74,ClAW_3500mo_A_75ov,ClAW_3500mo_Tot,ClAW_PINS_A_15_19,ClAW_PINS_A_20_24,ClAW_PINS_A_25_34,ClAW_PINS_A_35_44,ClAW_PINS_A_45_54,ClAW_PINS_A_55_64,ClAW_PINS_A_65_74,ClAW_PINS_A_75ov,ClAW_PINS_Tot,ClAW_Tot_A_15_19,ClAW_Tot_A_20_24,ClAW_Tot_A_25_34,ClAW_Tot_A_35_44,ClAW_Tot_A_45_54,ClAW_Tot_A_55_64,ClAW_Tot_A_65_74,ClAW_Tot_A_75ov,ClAW_Tot_Tot,SW_NNI_A_15_19,SW_NNI_A_20_24,SW_NNI_A_25_34,SW_NNI_A_35_44,SW_NNI_A_45_54,SW_NNI_A_55_64,SW_NNI_A_65_74,SW_NNI_A_75ov,SW_NNI_Tot,SW_1_149_A_15_19,SW_1_149_A_20_24,SW_1_149_A_25_34,SW_1_149_A_35_44,SW_1_149_A_45_54,SW_1_149_A_55_64,SW_1_149_A_65_74,SW_1_149_A_75ov,SW_1_149_Tot,SW_150_299_A_15_19,SW_150_299_A_20_24,SW_150_299_A_25_34,SW_150_299_A_35_44,SW_150_299_A_45_54,SW_150_299_A_55_64,SW_150_299_A_65_74,SW_150_299_A_75ov,SW_150_299_Tot,SW_300_399_A_15_19,SW_300_399_A_20_24,SW_300_399_A_25_34,SW_300_399_A_35_44,SW_300_399_A_45_54,SW_300_399_A_55_64,SW_300_399_A_65_74,SW_300_399_A_75ov
50502,3,0,69,825,1422,2190,1866,1696,1275,339,21,9640,0,3,5,8,13,18,0,0,52,38,13,10,17,16,12,4,0,116,29,34,29,38,37,35,25,3,228,24,39,55,79,41,35,22,8,308,15,52,59,81,88,79,46,0,414,19,75,105,152,121,135,59,16,701,17,120,188,188,187,184,81,9,976,16,178,337,289,346,263,84,10,1527,11,188,518,426,498,398,118,9,2164,3,71,373,363,424,327,77,6,1646,4,23,198,246,263,230,48,6,1019,0,4,85,124,139,101,32,3,500,3,5,92,147,204,150,40,0,642,0,0,18,29,32,21,8,5,117,0,0,18,33,46,40,21,4,152,0,7,8,12,12,15,6,0,54,185,816,2095,2251,2470,2051,672,76,10619,30,5,8,8,7,4,4,0,69,777,73,16,14,6,11,6,0,908,520,212,39,32,27,34,12,0,884,181,218,74,65,53,50,22,3
50503,0,0,59,671,1015,1446,1389,1343,795,148,7,6812,0,0,13,16,16,9,3,0,59,18,11,6,10,15,10,7,0,79,20,20,29,41,25,28,11,0,181,13,19,36,64,36,42,23,0,233,20,33,44,75,56,42,26,4,291,22,46,77,125,118,86,35,7,512,17,71,123,142,133,90,35,3,606,12,90,170,171,223,161,45,0,886,0,69,201,249,305,236,47,4,1120,0,21,118,185,207,167,32,0,728,0,7,75,100,156,95,31,4,473,0,5,35,45,80,47,6,0,221,0,0,23,68,78,55,12,3,239,0,0,0,14,13,5,4,0,42,0,0,4,7,22,13,9,4,60,0,0,3,8,16,10,3,0,45,125,404,980,1327,1482,1103,328,30,5770,23,0,6,3,5,0,0,0,36,707,35,8,10,6,5,0,0,763,416,104,33,26,22,13,11,0,623,189,106,43,51,40,28,7,0
50601,4,0,23,253,414,715,720,620,427,107,0,3268,0,5,6,0,6,0,0,0,17,7,3,4,8,7,0,3,0,32,8,11,19,16,13,8,3,0,81,5,17,19,15,13,19,0,5,88,0,9,23,26,15,19,5,0,100,9,21,40,46,32,40,16,0,208,5,20,61,66,62,50,11,0,276,11,30,75,75,85,58,19,0,355,4,31,95,97,117,83,14,0,430,5,9,59,64,89,58,14,0,290,3,0,22,40,49,38,9,0,160,0,0,20,17,21,24,3,0,91,0,0,12,20,22,13,0,0,77,0,0,4,4,0,3,0,0,16,0,0,7,3,13,7,0,0,24,0,3,0,0,7,3,0,0,13,55,160,462,507,537,425,105,15,2258,8,0,0,0,3,0,6,0,18,332,8,9,0,0,5,0,0,360,205,63,15,10,12,11,7,0,315,85,55,27,20,12,16,0,0
50602,3,0,63,608,1710,2536,1962,1547,1013,255,9,9641,0,0,7,6,3,6,0,6,27,47,19,9,15,6,10,0,0,109,25,32,26,15,10,17,7,4,137,12,29,23,33,27,25,17,0,149,12,25,46,43,23,32,22,6,209,21,51,97,89,65,87,40,9,450,19,79,152,151,118,95,41,8,664,13,162,338,214,206,170,62,3,1169,12,158,514,415,370,314,71,3,1857,0,57,417,371,350,303,57,3,1548,6,31,222,270,296,216,39,0,1070,0,10,108,149,151,102,22,0,539,0,4,126,189,182,137,25,0,659,0,0,22,52,40,22,8,0,143,0,0,21,37,49,26,9,3,148,0,7,3,11,11,4,0,0,40,158,669,2132,2052,1915,1552,408,32,8927,12,3,8,3,0,0,4,0,31,407,52,8,11,0,4,6,0,489,214,132,37,10,12,12,9,0,424,68,127,50,36,18,21,10,0
50603,0,0,49,533,944,1314,1210,1053,783,166,20,6024,0,0,3,6,4,15,3,0,40,39,18,11,11,4,15,3,4,97,26,44,30,23,23,20,11,4,172,18,39,46,40,27,29,16,6,223,14,34,63,68,53,51,20,9,310,22,74,122,119,104,101,40,6,580,22,101,156,192,148,125,49,5,798,22,180,312,255,261,221,63,5,1322,13,138,497,461,406,383,65,6,1977,0,60,336,388,383,320,68,0,1558,7,12,184,254,262,230,52,4,997,0,12,76,115,155,90,32,0,478,0,5,82,168,172,124,21,0,572,0,5,15,17,36,18,4,0,92,0,0,12,24,39,22,13,0,112,0,6,5,6,15,17,0,0,48,193,727,1941,2158,2080,1780,461,46,9382,24,5,8,5,6,0,5,0,49,503,48,5,14,4,7,8,0,583,319,165,48,25,17,21,11,0,603,120,171,65,42,43,24,12,3
50604,0,0,27,209,499,936,1123,959,670,142,9,4550,0,0,3,7,0,0,3,0,21,4,4,14,10,4,7,5,0,44,11,17,14,16,8,14,10,0,92,8,16,24,18,18,24,11,0,128,5,9,21,33,22,24,10,5,120,3,27,41,67,49,52,25,6,261,5,36,61,96,75,51,15,3,347,4,27,97,86,92,71,21,0,402,3,44,126,127,135,92,33,4,563,0,15,81,107,95,83,19,0,405,0,8,33,57,48,51,9,0,201,0,0,14,21,29,24,6,0,98,0,3,12,44,39,30,4,0,127,0,0,4,11,10,3,3,0,23,0,0,3,9,13,5,5,0,28,0,4,0,3,5,5,4,0,23,52,201,546,702,647,543,170,24,2883,16,3,4,4,0,0,0,0,33,282,26,9,4,10,9,3,0,340,167,63,21,13,10,7,4,0,284,78,62,30,32,21,25,8,0
50605,0,0,12,212,265,353,369,364,238,56,7,1872,0,0,3,6,3,8,5,0,26,6,0,3,7,3,8,8,0,30,7,0,3,16,11,11,7,0,57,5,3,8,20,9,18,6,0,71,0,9,16,14,11,14,3,4,76,3,11,22,31,37,31,13,0,146,5,26,38,45,38,39,13,0,191,4,28,48,53,81,66,21,0,303,4,18,83,89,102,95,15,0,399,0,10,74,78,65,63,19,0,304,0,3,35,52,59,49,0,0,203,0,0,16,36,37,24,3,0,114,0,0,10,26,34,24,0,0,97,0,0,0,4,9,3,0,0,23,0,0,5,8,6,7,5,0,25,0,0,4,3,4,0,0,0,16,37,115,372,477,502,446,119,17,2083,0,0,0,0,0,0,0,0,10,155,5,3,3,0,0,0,0,174,84,37,8,5,9,8,0,0,144,19,23,19,12,10,11,7,0
50606,0,0,9,110,147,223,188,170,140,32,0,1007,0,0,0,3,3,0,0,0,7,4,0,5,0,3,3,0,0,19,7,0,6,10,3,0,0,0,29,0,6,6,8,7,7,6,0,31,0,3,3,7,10,12,6,0,45,0,0,23,14,17,16,6,0,73,4,6,13,17,30,19,3,4,92,3,11,13,12,12,12,4,0,63,0,0,16,23,25,18,0,0,91,0,0,12,19,12,10,0,0,60,0,0,7,13,6,5,3,0,42,0,0,12,4,0,6,0,0,25,0,0,5,4,5,7,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,10,0,0,0,0,4,0,0,0,0,17,29,120,139,141,136,35,4,615,5,0,0,0,0,0,0,0,4,92,5,0,3,0,0,0,0,99,46,4,7,4,0,0,0,0,67,13,18,0,4,5,0,0,0
50607,0,0,8,242,501,642,430,362,285,81,6,2553,3,0,3,0,4,0,0,3,18,9,5,0,0,0,0,4,0,22,13,14,13,9,7,6,9,0,63,3,7,9,12,11,9,5,0,54,3,18,9,10,13,8,3,0,73,3,14,21,25,23,40,15,0,146,3,18,36,31,36,42,17,3,194,4,29,50,48,52,49,10,0,250,0,19,64,42,77,71,16,0,297,0,7,48,31,53,56,18,3,219,0,6,25,39,51,48,15,6,184,0,0,9,26,38,24,5,0,104,0,0,14,28,39,28,6,0,121,0,0,0,4,13,11,0,0,34,0,0,4,7,14,4,3,0,35,0,0,0,0,0,0,0,0,4,39,136,303,328,430,402,137,23,1805,6,0,0,0,0,0,0,0,8,136,11,6,8,0,0,0,0,154,51,28,5,5,3,8,0,0,95,29,19,18,4,8,7,3,0
50701,5,0,51,526,815,1061,1028,906,532,94,3,4963,0,0,7,12,4,10,10,3,45,25,12,4,8,7,6,0,0,66,19,29,18,20,17,11,14,0,127,10,18,36,39,22,33,12,0,177,11,33,40,52,37,39,17,5,226,21,43,78,107,73,65,29,4,423,12,61,108,111,93,90,32,0,507,12,90,172,171,157,121,34,4,770,4,91,257,263,254,213,31,5,1113,4,31,199,222,227,197,32,7,912,0,7,129,166,191,108,16,3,621,0,8,60,97,90,60,11,0,330,0,6,52,158,155,106,18,0,487,0,0,13,35,32,21,0,0,103,0,0,15,32,36,27,6,0,113,0,3,3,6,7,18,0,0,35,120,432,1207,1486,1403,1115,264,31,6062,17,4,3,3,0,3,0,0,32,484,22,6,5,7,3,3,0,529,272,91,25,23,16,10,6,0,436,122,94,31,30,21,26,8,0
50702,0,0,33,538,932,1000,671,594,404,115,9,4262,0,0,5,3,3,3,0,0,22,17,3,0,0,5,3,0,0,30,12,20,9,14,13,8,7,0,76,6,23,14,20,18,17,3,0,100,3,31,22,26,24,27,10,4,141,5,36,32,35,56,52,22,6,242,11,28,56,86,75,64,35,4,363,8,45,110,71,92,82,21,0,434,3,39,138,128,152,170,26,3,665,0,19,134,153,160,159,31,6,653,0,6,88,92,106,117,32,3,454,0,0,31,51,79,58,16,3,238,0,0,35,74,97,90,14,3,303,0,0,3,15,20,13,0,0,50,0,0,3,9,11,7,7,0,36,0,0,0,0,7,3,0,0,16,68,252,691,780,919,878,223,26,3835,5,0,4,0,0,4,0,0,15,233,24,0,0,7,5,0,0,272,103,53,12,10,11,12,4,4,199,48,46,25,11,16,4,12,0
50703,0,0,18,107,157,364,439,447,301,65,3,1890,0,0,0,0,3,0,0,0,10,6,0,7,3,9,0,0,0,22,0,0,9,4,3,0,0,0,21,0,3,9,10,8,5,0,0,41,0,9,12,15,6,7,3,0,48,10,9,17,18,27,9,0,0,92,4,8,25,44,17,18,9,0,123,0,17,34,44,25,18,0,5,144,0,15,52,65,80,55,12,0,278,0,9,53,78,60,57,3,0,258,0,0,31,53,47,42,9,0,183,0,0,20,32,44,14,10,0,117,3,0,29,56,52,35,12,0,182,0,0,4,15,13,3,0,0,42,0,0,3,13,18,7,0,0,40,0,0,0,0,0,4,0,0,10,31,72,304,448,410,279,65,4,1616,5,0,3,0,0,0,0,0,8,126,8,0,5,3,0,0,0,142,78,9,9,7,3,0,0,0,110,33,17,17,10,5,0,0,0
50704,0,0,34,569,918,1149,1005,1003,761,188,10,5605,0,0,11,9,9,13,6,0,41,21,9,9,20,15,6,11,0,95,25,33,18,26,23,17,10,0,168,13,24,31,31,37,23,22,0,186,3,42,41,48,45,45,20,3,242,12,36,57,85,104,92,38,0,420,11,69,72,83,132,106,40,0,519,17,80,111,152,163,137,39,8,698,15,76,207,197,231,226,52,0,1003,3,26,129,182,209,171,38,0,757,0,14,78,101,150,129,31,0,504,0,0,27,55,88,60,12,0,241,0,0,39,88,93,53,19,0,291,0,0,8,13,17,23,4,4,62,0,0,3,29,24,16,4,4,83,0,3,3,8,11,5,0,0,30,130,413,834,1112,1340,1125,352,38,5344,12,0,5,5,4,3,0,0,24,596,46,3,3,7,3,6,0,665,347,159,29,16,14,28,10,0,607,130,170,43,26,25,47,14,0
50705,0,0,43,539,911,1397,1352,1200,784,116,9,6306,0,0,11,6,4,9,6,0,39,15,9,8,5,3,13,0,0,55,11,10,13,14,13,12,8,0,77,11,8,31,28,14,18,5,0,120,4,13,27,34,35,48,9,0,177,14,28,51,66,68,53,18,3,306,9,27,84,101,90,72,26,0,414,10,45,113,104,121,93,19,0,505,4,26,116,124,190,142,17,0,614,0,19,82,81,115,98,10,0,410,0,9,41,57,76,72,11,0,265,0,0,16,41,31,29,3,0,117,0,6,15,33,52,36,11,0,139,0,0,0,9,12,10,0,0,33,0,0,0,7,11,8,0,0,36,0,3,0,6,4,3,0,0,23,72,202,612,716,851,721,135,12,3323,24,7,3,0,9,0,0,0,44,612,26,14,13,10,8,4,0,687,347,59,41,34,19,28,10,0,546,118,102,47,41,33,32,9,0
50901,0,0,16,318,294,486,579,724,631,135,8,3173,0,0,4,6,5,3,0,0,16,11,0,7,3,5,9,11,0,47,9,0,17,21,11,16,18,0,92,0,3,16,26,14,20,13,3,100,7,7,19,28,30,28,16,0,135,9,10,37,55,50,56,24,3,248,8,27,50,66,58,66,18,0,298,5,33,51,88,108,98,30,0,419,11,25,99,112,130,140,35,0,550,0,11,40,59,104,90,22,0,322,0,0,20,39,50,54,15,0,180,0,0,6,24,28,27,8,0,92,0,0,12,25,37,27,0,3,105,0,0,8,10,3,10,3,0,28,0,0,3,0,3,8,3,0,28,0,0,0,5,6,8,8,0,21,65,123,387,557,638,671,215,19,2680,7,0,0,0,0,0,0,0,10,239,0,3,5,3,6,0,0,258,105,18,11,7,13,8,5,0,171,43,16,16,16,16,21,9,0
50902,0,0,17,128,149,328,414,448,406,117,9,2002,0,0,3,3,5,6,0,0,29,9,3,5,7,10,8,4,0,44,0,0,10,10,10,20,12,0,64,3,4,18,20,22,24,15,6,104,0,7,17,16,21,32,14,3,111,5,7,43,46,55,55,22,0,232,7,20,37,55,47,48,15,0,234,0,31,65,62,82,67,17,6,328,4,23,70,67,106,97,17,0,384,6,16,41,50,62,84,14,0,274,0,7,23,32,54,47,7,0,170,0,0,10,18,17,30,11,3,94,0,0,21,25,23,13,4,0,92,0,0,0,7,9,8,0,0,24,0,0,0,7,13,7,4,0,24,0,0,3,3,4,5,3,0,23,38,119,364,445,529,556,165,29,2240,4,4,0,0,3,0,3,0,16,129,3,3,3,3,3,6,0,146,46,3,3,12,6,10,3,0,85,20,9,0,15,11,15,7,0
50903,0,0,8,43,73,152,147,201,150,43,8,824,0,0,3,0,4,0,0,0,12,7,0,0,5,0,0,0,0,12,0,0,5,5,5,4,5,0,23,3,0,9,13,6,9,8,0,40,3,4,5,9,6,13,8,0,52,4,5,11,20,7,15,11,0,81,0,6,19,23,14,17,9,4,90,0,6,14,19,22,20,9,0,108,0,9,26,37,28,35,11,3,153,0,4,26,18,11,30,12,0,92,0,0,10,18,19,19,3,0,74,0,0,5,17,19,8,5,0,45,0,0,5,15,25,16,7,0,69,0,0,3,4,7,6,0,0,14,0,0,0,7,4,5,0,0,10,0,0,0,0,3,6,0,0,11,16,45,144,198,178,199,84,12,878,0,0,0,0,0,0,5,0,4,20,0,0,0,0,0,0,0,28,16,0,6,0,0,3,0,0,27,0,0,3,0,5,0,0,0
51001,4,0,38,126,222,679,530,404,324,84,5,2371,0,0,0,5,0,4,0,0,4,3,0,5,0,0,0,0,0,14,5,0,5,3,3,4,0,0,23,0,5,0,4,0,9,0,0,23,5,9,10,4,12,5,6,0,49,3,11,21,34,15,11,5,0,103,10,12,31,31,24,17,10,0,127,9,33,60,36,42,24,4,0,207,8,29,80,72,77,65,15,0,339,4,10,68,75,78,71,12,0,322,3,5,29,69,63,32,21,0,218,0,3,17,26,28,18,5,0,100,0,6,22,33,47,14,11,0,135,0,0,4,8,8,7,5,0,22,0,0,0,0,12,7,0,0,26,0,0,0,0,9,6,0,0,23,50,116,371,409,396,301,88,11,1738,5,0,0,0,3,0,0,0,8,88,0,0,0,0,0,0,0,94,30,3,5,6,4,3,0,0,51,7,3,14,4,9,8,3,0
51002,0,0,7,83,103,350,319,234,138,25,0,1259,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,5,0,0,4,6,0,0,0,0,13,5,0,5,14,3,0,0,0,20,4,0,12,6,4,0,0,0,26,5,3,12,21,7,0,0,0,50,5,8,19,18,5,6,3,0,68,0,11,27,21,19,19,0,0,102,5,27,62,44,26,36,12,0,206,4,21,85,55,47,21,3,0,241,7,16,74,67,56,31,6,0,253,0,19,59,34,40,29,7,0,181,0,4,77,115,73,60,12,0,342,0,0,25,19,20,20,3,0,95,0,0,18,38,33,32,4,0,124,0,0,3,5,4,0,0,0,7,40,112,472,458,340,261,46,0,1731,0,0,0,0,0,0,0,0,6,53,0,5,0,0,0,0,0,56,24,0,12,0,0,0,0,0,38,10,0,4,3,4,4,3,0
51003,0,0,15,96,133,398,413,314,161,29,0,1544,0,0,5,6,0,0,0,0,9,9,0,5,5,0,0,0,0,18,3,3,10,7,4,6,0,0,27,4,0,6,5,6,0,0,0,30,3,0,4,14,0,0,0,0,31,0,0,11,21,11,5,0,0,49,3,15,30,36,23,3,0,0,102,6,21,43,45,26,17,7,0,154,7,23,59,65,39,30,0,0,237,0,18,76,68,73,29,5,0,265,3,15,71,59,60,39,0,0,252,0,6,53,69,49,23,3,0,215,0,8,85,138,101,53,3,0,380,0,0,20,38,38,24,6,0,120,0,0,17,38,28,21,0,0,108,0,3,3,0,4,3,0,0,15,42,123,502,599,459,252,26,4,2009,4,0,4,0,0,0,0,0,10,106,3,6,3,0,0,0,0,119,57,0,4,3,3,0,3,0,73,13,3,9,5,3,5,0,0
51101,0,0,7,54,69,107,122,145,110,26,3,639,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,8,6,0,6,7,0,8,3,0,34,0,0,8,6,10,10,5,0,44,5,3,8,9,3,9,3,0,41,8,4,20,12,15,15,3,0,78,0,10,19,23,15,14,9,0,91,0,15,26,19,31,23,3,0,113,0,3,20,20,46,19,8,0,121,0,9,8,27,27,18,3,5,90,0,0,11,16,21,12,0,0,66,0,0,0,11,7,5,3,0,34,0,0,5,18,11,11,3,0,52,0,0,0,0,0,3,0,0,10,0,0,0,0,8,0,0,0,8,0,0,0,6,3,5,0,0,6,19,45,146,180,203,152,45,7,800,3,0,0,0,0,0,0,0,9,67,0,0,0,0,6,0,0,68,25,3,4,5,0,0,0,0,42,12,3,4,4,6,4,0,0
51102,0,0,0,37,82,185,113,89,90,12,0,602,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,7,0,0,4,3,0,0,0,0,13,4,3,3,5,4,0,0,0,20,5,4,4,0,6,8,0,0,16,0,6,11,14,3,6,5,0,49,0,7,9,12,8,23,4,0,63,4,9,30,14,12,6,0,0,74,0,15,24,11,28,14,5,0,106,0,0,14,17,24,13,0,0,64,0,0,11,10,19,11,0,0,46,0,0,5,0,8,5,0,0,25,0,0,3,8,6,13,0,0,27,0,0,0,0,4,0,0,0,3,0,0,0,7,0,0,3,0,7,0,0,0,0,0,0,0,0,8,15,48,116,106,123,98,23,4,521,0,0,0,0,0,0,0,0,0,27,0,0,0,0,3,0,0,30,15,0,3,0,0,0,0,0,22,4,5,4,5,0,3,0,0
51103,0,0,18,130,175,430,406,365,274,50,9,1834,0,0,5,5,3,0,0,0,14,10,0,3,0,0,3,0,0,21,4,0,8,11,3,8,0,0,31,3,3,9,9,6,6,5,0,35,0,9,9,14,11,6,6,0,47,10,16,32,22,18,22,7,0,123,9,24,48,40,28,23,13,3,191,10,36,55,43,43,35,12,0,235,5,55,83,73,96,85,14,0,420,3,28,87,71,85,50,16,0,341,0,18,80,66,79,59,9,0,318,0,5,36,46,60,38,4,0,188,0,0,41,52,49,44,11,0,196,0,0,10,10,20,6,0,0,45,0,0,5,7,12,10,3,0,34,0,0,4,0,0,5,0,0,14,59,197,512,462,514,396,101,14,2251,9,0,0,0,0,0,0,0,9,131,3,3,3,0,0,0,0,145,48,3,4,4,4,9,0,0,70,16,12,13,5,8,11,3,0
51104,0,0,21,279,301,548,551,637,522,129,5,2964,0,0,5,7,8,0,0,0,20,7,4,6,3,0,3,0,0,27,0,3,13,9,11,16,8,0,52,3,5,12,10,21,21,7,0,77,3,4,19,23,17,21,7,0,102,8,21,39,44,44,42,18,3,215,10,32,50,60,56,45,19,0,274,4,43,72,71,94,78,20,0,389,6,37,94,93,137,117,30,7,519,4,10,58,86,91,78,20,0,345,0,4,43,48,82,79,9,0,269,0,0,24,27,29,33,8,0,129,0,0,24,43,60,39,21,0,186,0,0,5,3,7,14,0,0,29,0,0,0,7,9,16,0,0,32,0,0,6,3,4,3,0,0,14,44,162,464,547,669,607,171,15,2680,8,0,0,3,0,0,0,0,15,236,3,4,3,4,0,0,0,250,110,9,14,12,15,14,0,0,177,33,17,9,12,12,17,5,0
59797,0,0,0,3,4,11,9,8,9,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,10,0,0,0,4,5,0,0,0,6,0,0,0,4,10,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11,11,23,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,4,0,53,436,960,1323,1218,1302,1159,313,34,6741,0,3,7,16,12,15,13,0,57,10,5,7,18,4,12,7,0,63,4,19,12,28,13,20,8,3,113,4,18,24,24,20,41,15,0,147,0,13,34,30,29,26,18,6,145,3,23,32,32,37,46,20,0,201,0,29,46,55,63,50,25,4,270,0,23,51,64,64,62,40,5,309,4,17,82,70,66,73,31,0,329,4,5,52,47,66,59,23,0,265,0,5,59,42,43,40,13,0,199,0,0,21,40,38,32,9,0,143,0,5,40,64,51,23,8,3,184,0,0,6,15,21,10,3,0,55,0,0,11,12,14,8,10,0,55,0,3,9,0,12,8,3,0,42,34,170,485,546,548,523,246,28,2582,7,0,9,3,0,5,0,3,23,67,18,8,15,14,3,3,3,125,29,33,21,20,36,25,15,5,166,9,25,24,33,34,26,12,3
