POW_SA3_CODE_2021,FTS_None_Mng,FTS_None_Pro,FTS_None_TecTW,FTS_None_CoPSW,FTS_None_ClAW,FTS_None_SWks,FTS_None_MaOpDv,FTS_None_Lab,FTS_None_IDNS,FTS_None_Tot,FTS_1_15_Mng,FTS_1_15_Pro,FTS_1_15_TecTW,FTS_1_15_CoPSW,FTS_1_15_ClAW,FTS_1_15_SWks,FTS_1_15_MaOpDv,FTS_1_15_Lab,FTS_1_15_IDNS,FTS_1_15_Tot,FTS_16_24_Mng,FTS_16_24_Pro,FTS_16_24_TecTW,FTS_16_24_CoPSW,FTS_16_24_ClAW,FTS_16_24_SWks,FTS_16_24_MaOpDv,FTS_16_24_Lab,FTS_16_24_IDNS,FTS_16_24_Tot,FTS_25_34_Mng,FTS_25_34_Pro,FTS_25_34_TecTW,FTS_25_34_CoPSW,FTS_25_34_ClAW,FTS_25_34_SWks,FTS_25_34_MaOpDv,FTS_25_34_Lab,FTS_25_34_IDNS,FTS_25_34_Tot,FTS_35_39_Mng,FTS_35_39_Pro,FTS_35_39_TecTW,FTS_35_39_CoPSW,FTS_35_39_ClAW,FTS_35_39_SWks,FTS_35_39_MaOpDv,FTS_35_39_Lab,FTS_35_39_IDNS,FTS_35_39_Tot,FTS_40_Mng,FTS_40_Pro,FTS_40_TecTW,FTS_40_CoPSW,FTS_40_ClAW,FTS_40_SWks,FTS_40_MaOpDv,FTS_40_Lab,FTS_40_IDNS,FTS_40_Tot,FTS_41_48_Mng,FTS_41_48_Pro,FTS_41_48_TecTW,FTS_41_48_CoPSW,FTS_41_48_ClAW,FTS_41_48_SWks,FTS_41_48_MaOpDv,FTS_41_48_Lab,FTS_41_48_IDNS,FTS_41_48_Tot,FTS_49ov_Mng,FTS_49ov_Pro,FTS_49ov_TecTW,FTS_49ov_CoPSW,FTS_49ov_ClAW,FTS_49ov_SWks,FTS_49ov_MaOpDv,FTS_49ov_Lab,FTS_49ov_IDNS,FTS_49ov_Tot,FTS_NS_Mng,FTS_NS_Pro,FTS_NS_TecTW,FTS_NS_CoPSW,FTS_NS_ClAW,FTS_NS_SWks,FTS_NS_MaOpDv,FTS_NS_Lab,FTS_NS_IDNS,FTS_NS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_Inad_des_Tot,FTS_Tot_Tot,PTS_None_Mng,PTS_None_Pro,PTS_None_TecTW,PTS_None_CoPSW,PTS_None_ClAW,PTS_None_SWks,PTS_None_MaOpDv,PTS_None_Lab,PTS_None_IDNS,PTS_None_Tot,PTS_1_15_Mng,PTS_1_15_Pro,PTS_1_15_TecTW,PTS_1_15_CoPSW,PTS_1_15_ClAW,PTS_1_15_SWks,PTS_1_15_MaOpDv,PTS_1_15_Lab,PTS_1_15_IDNS,PTS_1_15_Tot,PTS_16_24_Mng,PTS_16_24_Pro,PTS_16_24_TecTW,PTS_16_24_CoPSW,PTS_16_24_ClAW,PTS_16_24_SWks,PTS_16_24_MaOpDv,PTS_16_24_Lab,PTS_16_24_IDNS,PTS_16_24_Tot,PTS_25_34_Mng,PTS_25_34_Pro,PTS_25_34_TecTW,PTS_25_34_CoPSW,PTS_25_34_ClAW,PTS_25_34_SWks,PTS_25_34_MaOpDv,PTS_25_34_Lab,PTS_25_34_IDNS,PTS_25_34_Tot,PTS_35_39_Mng,PTS_35_39_Pro,PTS_35_39_TecTW,PTS_35_39_CoPSW,PTS_35_39_ClAW,PTS_35_39_SWks,PTS_35_39_MaOpDv,PTS_35_39_Lab,PTS_35_39_IDNS,PTS_35_39_Tot,PTS_40_Mng,PTS_40_Pro,PTS_40_TecTW,PTS_40_CoPSW,PTS_40_ClAW,PTS_40_SWks,PTS_40_MaOpDv,PTS_40_Lab,PTS_40_IDNS,PTS_40_Tot,PTS_41_48_Mng,PTS_41_48_Pro,PTS_41_48_TecTW,PTS_41_48_CoPSW,PTS_41_48_ClAW,PTS_41_48_SWks,PTS_41_48_MaOpDv,PTS_41_48_Lab,PTS_41_48_IDNS,PTS_41_48_Tot,PTS_49ov_Mng,PTS_49ov_Pro,PTS_49ov_TecTW,PTS_49ov_CoPSW,PTS_49ov_ClAW,PTS_49ov_SWks,PTS_49ov_MaOpDv,PTS_49ov_Lab,PTS_49ov_IDNS,PTS_49ov_Tot,PTS_NS_Mng,PTS_NS_Pro,PTS_NS_TecTW,PTS_NS_CoPSW,PTS_NS_ClAW,PTS_NS_SWks,PTS_NS_MaOpDv,PTS_NS_Lab,PTS_NS_IDNS,PTS_NS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_Inad_des_Tot,PTS_Tot_Tot
50101,0,0,0,32,0,31,0,22,0,93,6,18,15,269,15,400,7,204,9,944,3,4,5,26,0,29,5,17,0,86,5,0,4,15,3,11,0,10,0,49,0,0,8,5,4,0,0,5,0,21,0,0,4,0,3,0,0,0,0,11,0,0,8,0,0,0,0,4,0,14,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,4,0,3,0,14,11,18,60,358,27,476,11,267,17,1240,0,0,6,3,0,0,0,5,0,15,0,0,3,7,0,3,0,7,0,32,0,0,5,11,0,3,0,4,0,27,0,0,16,15,0,10,0,9,0,50,4,0,52,11,5,4,4,4,0,84,0,0,45,7,0,0,0,3,0,53,0,0,22,4,0,0,0,0,0,31,0,0,6,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,3,4,5,3,153,60,10,22,4,40,3,301
50102,0,5,5,17,6,42,4,46,0,131,11,19,23,265,33,642,38,425,11,1467,7,3,14,61,7,86,8,46,3,238,0,0,5,24,7,25,4,18,0,84,0,3,19,19,9,0,0,4,0,59,0,0,15,7,5,6,5,0,0,33,0,3,11,6,0,0,4,0,0,20,0,0,18,0,0,0,0,0,0,22,0,0,0,4,0,15,0,4,8,35,18,41,105,401,65,822,56,550,26,2085,0,0,7,9,0,3,0,3,0,21,0,4,6,11,8,26,0,16,0,75,0,0,10,17,8,12,6,9,0,65,0,8,7,29,10,12,3,6,5,81,3,11,93,19,25,11,4,9,0,168,0,4,114,5,10,0,6,3,5,153,0,0,75,7,3,5,0,0,0,88,3,6,78,8,4,0,0,0,0,92,0,0,3,0,0,0,0,0,0,6,13,31,388,102,74,62,17,51,5,746
50103,0,0,0,4,0,0,0,4,0,12,4,0,6,37,4,92,4,79,0,223,0,0,0,7,0,6,0,3,0,26,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,3,11,3,7,17,58,6,103,6,88,6,294,0,0,0,3,0,0,0,0,0,6,0,0,6,0,0,0,0,4,0,10,0,0,0,0,0,0,0,8,0,9,0,3,0,6,0,0,0,4,0,17,0,0,19,7,0,0,0,6,0,30,0,0,22,0,3,6,0,0,0,31,0,0,14,0,3,0,0,0,0,12,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,68,15,12,8,0,16,0,129
50201,0,0,5,24,0,27,5,27,0,87,13,28,33,361,40,754,54,369,4,1651,8,9,7,93,20,163,15,70,5,385,8,6,3,41,9,50,10,24,0,144,3,0,18,9,0,9,0,0,0,40,5,3,5,9,0,0,0,0,0,21,0,0,3,3,4,0,0,3,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,9,0,5,8,26,32,45,84,550,72,1013,83,497,17,2393,0,0,0,3,0,0,0,4,0,10,5,3,4,31,3,49,3,17,0,123,3,0,4,23,5,40,5,9,0,84,3,0,13,32,3,26,0,9,0,91,0,9,91,23,0,8,0,5,0,134,4,0,60,8,0,4,6,0,0,76,0,4,32,0,0,0,0,0,0,34,0,0,24,3,0,0,0,0,0,30,0,0,4,4,0,5,0,0,3,15,18,22,229,113,20,135,11,39,11,598
50301,0,21,4,77,3,41,0,23,0,173,42,234,69,1051,159,638,62,290,14,2555,23,42,36,308,88,154,18,86,3,760,13,13,18,111,27,59,0,22,0,264,3,13,19,17,5,12,0,3,0,75,0,10,8,14,11,0,0,0,0,47,0,5,4,0,0,0,0,0,0,17,7,4,8,8,0,0,0,0,0,30,0,0,3,15,3,4,0,9,15,47,84,338,167,1606,305,917,81,427,38,3958,0,9,0,4,0,5,0,0,0,21,0,17,9,33,8,26,3,25,3,135,6,18,9,52,12,17,4,17,3,133,9,12,9,34,20,16,0,6,0,107,3,23,37,20,15,6,0,5,0,104,0,21,26,14,0,3,0,0,0,64,0,8,10,9,0,0,0,0,0,30,0,6,4,0,0,0,0,0,0,20,0,0,0,3,0,0,0,0,3,6,19,118,112,169,61,71,9,52,14,622
50302,9,25,15,103,27,62,9,55,3,312,41,348,98,1331,453,1164,70,679,57,4243,38,239,85,696,331,377,39,320,19,2148,27,71,40,262,151,137,9,51,3,758,7,45,41,62,71,20,0,9,3,261,17,41,23,23,26,3,0,14,3,148,0,18,7,21,14,8,0,7,0,65,0,12,7,22,8,7,0,3,0,54,0,4,6,36,11,17,8,16,65,172,139,818,321,2561,1091,1792,129,1153,158,8166,0,10,8,12,6,3,0,4,0,50,5,29,18,109,52,87,7,56,3,359,9,59,25,124,73,65,5,32,7,400,11,64,29,89,83,52,6,30,3,374,27,132,104,55,119,28,3,8,0,465,14,128,100,31,85,9,3,7,5,386,9,66,38,10,23,4,0,5,0,160,10,66,33,10,19,0,3,5,0,142,0,5,0,8,3,5,0,4,10,39,81,557,358,447,465,255,25,148,30,2371
50401,0,0,5,8,5,29,0,17,6,75,7,50,20,301,38,523,33,267,11,1262,12,11,27,118,25,153,20,88,5,450,11,3,8,25,7,52,0,19,0,129,4,0,15,12,4,5,0,3,0,43,4,4,12,5,0,3,0,7,0,35,0,0,13,0,0,0,0,3,0,21,0,0,16,0,0,3,0,0,0,20,0,0,4,7,0,12,0,7,8,44,34,72,111,485,83,776,60,418,29,2069,0,0,3,0,0,0,0,5,0,8,0,0,3,30,5,29,4,16,0,96,0,3,8,19,5,28,3,26,0,99,5,3,11,22,5,15,0,3,0,65,3,8,67,8,3,8,0,5,0,95,4,3,65,5,0,0,3,0,0,88,3,3,40,0,0,0,5,0,0,51,0,0,36,3,0,0,0,3,0,39,0,0,0,0,0,0,0,0,0,4,12,28,233,82,18,85,23,56,0,541
50402,0,0,0,4,0,6,0,9,0,21,7,5,5,95,16,220,20,165,3,544,6,0,4,30,7,42,5,25,0,117,0,0,4,21,0,14,0,8,0,54,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,5,7,11,20,156,25,289,25,205,6,751,0,0,0,0,0,0,0,0,0,3,0,4,0,5,3,4,0,3,0,16,0,0,3,0,0,7,0,3,0,28,0,0,3,6,0,4,0,6,0,15,5,3,12,0,0,0,0,0,0,23,3,3,15,3,0,0,0,0,0,28,0,4,6,0,0,0,0,0,0,8,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,5,8,14,51,24,3,20,3,13,5,140
50403,0,0,10,40,0,52,7,34,0,157,30,89,49,535,95,1046,107,613,25,2585,14,24,37,198,56,326,63,163,3,878,19,13,14,79,20,108,15,38,0,297,0,7,34,17,9,14,8,11,0,103,6,0,32,10,9,3,6,0,0,56,0,0,22,3,5,0,0,3,0,34,0,8,19,5,0,0,0,0,0,33,0,4,0,12,0,10,6,5,26,69,67,136,212,901,189,1562,217,876,60,4217,0,0,8,5,0,4,0,4,0,21,0,18,7,43,10,64,9,40,4,200,5,3,7,48,17,48,10,21,0,161,6,12,28,31,9,43,10,13,5,145,12,13,121,27,21,16,7,13,0,236,5,3,126,11,10,3,7,11,0,171,0,0,78,7,0,5,3,3,0,105,0,0,52,4,0,0,4,5,0,66,0,0,0,10,0,6,0,7,3,23,37,47,421,177,70,189,48,108,17,1121
50501,4,4,0,33,3,50,6,28,0,137,26,83,40,897,134,1661,108,856,17,3830,35,27,37,275,62,410,28,176,8,1052,13,4,14,122,17,141,10,49,3,379,11,6,21,42,4,23,0,0,4,109,4,4,15,17,0,7,0,3,0,47,0,0,7,3,0,3,0,0,0,18,0,0,3,5,0,0,0,0,0,19,3,0,0,16,0,13,6,6,10,46,94,134,130,1415,227,2311,154,1123,39,5634,0,0,0,4,0,4,0,0,0,14,7,11,4,74,17,92,10,32,0,242,0,5,7,61,11,68,0,21,0,186,8,6,15,47,7,56,0,13,0,155,15,10,46,39,15,14,0,6,4,141,8,7,54,17,9,0,0,0,0,95,4,4,17,0,0,3,0,0,0,35,0,0,11,4,0,6,0,0,0,17,0,0,0,6,0,6,0,0,3,15,40,46,168,251,59,241,21,74,6,901
