POW_SA3_CODE_2021,FTS_None_Mng,FTS_None_Pro,FTS_None_TecTW,FTS_None_CoPSW,FTS_None_ClAW,FTS_None_SWks,FTS_None_MaOpDv,FTS_None_Lab,FTS_None_IDNS,FTS_None_Tot,FTS_1_15_Mng,FTS_1_15_Pro,FTS_1_15_TecTW,FTS_1_15_CoPSW,FTS_1_15_ClAW,FTS_1_15_SWks,FTS_1_15_MaOpDv,FTS_1_15_Lab,FTS_1_15_IDNS,FTS_1_15_Tot,FTS_16_24_Mng,FTS_16_24_Pro,FTS_16_24_TecTW,FTS_16_24_CoPSW,FTS_16_24_ClAW,FTS_16_24_SWks,FTS_16_24_MaOpDv,FTS_16_24_Lab,FTS_16_24_IDNS,FTS_16_24_Tot,FTS_25_34_Mng,FTS_25_34_Pro,FTS_25_34_TecTW,FTS_25_34_CoPSW,FTS_25_34_ClAW,FTS_25_34_SWks,FTS_25_34_MaOpDv,FTS_25_34_Lab,FTS_25_34_IDNS,FTS_25_34_Tot,FTS_35_39_Mng,FTS_35_39_Pro,FTS_35_39_TecTW,FTS_35_39_CoPSW,FTS_35_39_ClAW,FTS_35_39_SWks,FTS_35_39_MaOpDv,FTS_35_39_Lab,FTS_35_39_IDNS,FTS_35_39_Tot,FTS_40_Mng,FTS_40_Pro,FTS_40_TecTW,FTS_40_CoPSW,FTS_40_ClAW,FTS_40_SWks,FTS_40_MaOpDv,FTS_40_Lab,FTS_40_IDNS,FTS_40_Tot,FTS_41_48_Mng,FTS_41_48_Pro,FTS_41_48_TecTW,FTS_41_48_CoPSW,FTS_41_48_ClAW,FTS_41_48_SWks,FTS_41_48_MaOpDv,FTS_41_48_Lab,FTS_41_48_IDNS,FTS_41_48_Tot,FTS_49ov_Mng,FTS_49ov_Pro,FTS_49ov_TecTW,FTS_49ov_CoPSW,FTS_49ov_ClAW,FTS_49ov_SWks,FTS_49ov_MaOpDv,FTS_49ov_Lab,FTS_49ov_IDNS,FTS_49ov_Tot,FTS_NS_Mng,FTS_NS_Pro,FTS_NS_TecTW,FTS_NS_CoPSW,FTS_NS_ClAW,FTS_NS_SWks,FTS_NS_MaOpDv,FTS_NS_Lab,FTS_NS_IDNS,FTS_NS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_Inad_des_Tot,FTS_Tot_Tot,PTS_None_Mng,PTS_None_Pro,PTS_None_TecTW,PTS_None_CoPSW,PTS_None_ClAW,PTS_None_SWks,PTS_None_MaOpDv,PTS_None_Lab,PTS_None_IDNS,PTS_None_Tot,PTS_1_15_Mng,PTS_1_15_Pro,PTS_1_15_TecTW,PTS_1_15_CoPSW,PTS_1_15_ClAW,PTS_1_15_SWks,PTS_1_15_MaOpDv,PTS_1_15_Lab,PTS_1_15_IDNS,PTS_1_15_Tot,PTS_16_24_Mng,PTS_16_24_Pro,PTS_16_24_TecTW,PTS_16_24_CoPSW,PTS_16_24_ClAW,PTS_16_24_SWks,PTS_16_24_MaOpDv,PTS_16_24_Lab,PTS_16_24_IDNS,PTS_16_24_Tot,PTS_25_34_Mng,PTS_25_34_Pro,PTS_25_34_TecTW,PTS_25_34_CoPSW,PTS_25_34_ClAW,PTS_25_34_SWks,PTS_25_34_MaOpDv,PTS_25_34_Lab,PTS_25_34_IDNS,PTS_25_34_Tot,PTS_35_39_Mng,PTS_35_39_Pro,PTS_35_39_TecTW,PTS_35_39_CoPSW,PTS_35_39_ClAW,PTS_35_39_SWks,PTS_35_39_MaOpDv,PTS_35_39_Lab,PTS_35_39_IDNS,PTS_35_39_Tot,PTS_40_Mng,PTS_40_Pro,PTS_40_TecTW,PTS_40_CoPSW,PTS_40_ClAW,PTS_40_SWks,PTS_40_MaOpDv,PTS_40_Lab,PTS_40_IDNS,PTS_40_Tot,PTS_41_48_Mng,PTS_41_48_Pro,PTS_41_48_TecTW,PTS_41_48_CoPSW,PTS_41_48_ClAW,PTS_41_48_SWks,PTS_41_48_MaOpDv,PTS_41_48_Lab,PTS_41_48_IDNS,PTS_41_48_Tot,PTS_49ov_Mng,PTS_49ov_Pro,PTS_49ov_TecTW,PTS_49ov_CoPSW,PTS_49ov_ClAW,PTS_49ov_SWks,PTS_49ov_MaOpDv,PTS_49ov_Lab,PTS_49ov_IDNS,PTS_49ov_Tot,PTS_NS_Mng,PTS_NS_Pro,PTS_NS_TecTW,PTS_NS_CoPSW,PTS_NS_ClAW,PTS_NS_SWks,PTS_NS_MaOpDv,PTS_NS_Lab,PTS_NS_IDNS,PTS_NS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_Inad_des_Tot,PTS_Tot_Tot
50502,0,5,14,63,8,84,9,41,0,237,27,167,66,738,128,1491,94,686,27,3423,18,43,48,300,79,431,75,164,4,1174,10,22,15,123,30,133,19,47,5,411,7,4,41,29,12,30,0,6,4,139,0,11,36,15,10,11,0,4,0,87,0,0,28,0,0,3,0,0,0,39,0,0,16,8,4,0,0,4,0,31,0,0,4,12,0,32,0,8,19,72,67,266,262,1291,278,2215,200,961,67,5602,0,0,11,0,0,4,0,0,0,28,6,27,6,66,12,91,9,36,0,257,3,18,15,48,32,95,14,32,0,256,5,9,25,53,20,47,10,12,0,184,15,25,114,26,30,14,4,8,0,237,8,7,131,9,10,11,0,0,0,185,5,7,90,8,0,0,0,9,0,113,5,5,52,5,5,0,3,3,0,80,0,0,6,3,0,0,0,5,7,16,37,103,451,220,119,271,44,99,11,1356
50503,0,3,5,25,4,50,10,38,3,135,16,95,47,519,66,1113,106,696,17,2673,18,12,26,164,46,275,54,197,8,790,14,10,14,88,13,82,8,50,4,292,5,9,47,19,6,12,3,6,0,106,0,4,30,5,10,6,0,7,0,57,0,0,16,3,0,0,0,0,0,24,0,0,9,3,3,0,6,0,0,18,0,3,0,10,0,14,0,11,11,43,59,141,205,828,141,1552,195,999,37,4151,0,0,8,4,4,0,0,0,0,17,4,5,9,41,14,55,9,26,0,168,3,8,11,38,8,42,18,16,0,149,8,5,22,36,12,35,7,22,0,141,10,10,132,40,12,10,6,8,0,229,9,4,139,9,5,7,3,5,0,177,3,4,76,6,6,0,3,6,0,99,4,4,38,0,0,0,0,0,0,57,0,0,3,5,0,0,0,0,6,8,35,44,442,183,54,155,38,96,10,1045
50601,0,0,3,6,0,27,3,24,0,58,3,29,18,176,30,477,38,282,8,1051,7,10,15,60,18,135,11,58,0,321,3,3,7,29,9,46,4,19,0,128,0,0,13,13,0,10,0,0,0,39,0,0,6,0,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,8,0,0,3,4,0,0,0,0,0,14,0,0,5,0,0,8,0,5,7,19,24,43,74,290,61,700,56,394,20,1656,0,0,0,0,0,3,0,3,0,7,0,5,0,19,6,34,0,15,0,76,0,3,7,14,4,25,4,3,0,59,9,3,11,19,8,20,0,10,0,73,7,0,32,12,4,4,0,0,0,65,0,4,32,5,3,4,0,0,0,51,0,4,26,0,0,0,0,0,0,35,0,0,17,0,0,0,0,0,0,19,0,0,3,4,0,0,0,0,0,8,13,15,130,76,24,87,13,35,4,400
50602,0,4,7,47,13,50,5,36,0,164,26,79,37,622,113,735,68,431,18,2129,23,45,36,298,64,210,70,168,8,912,13,7,22,132,30,91,27,41,0,361,3,12,23,35,11,16,7,6,3,116,0,7,32,10,4,7,4,4,0,74,0,0,13,0,0,0,0,0,0,29,5,0,13,18,4,0,0,0,0,39,0,0,0,14,0,14,0,9,24,72,75,163,179,1173,237,1128,182,690,48,3888,0,0,8,0,0,3,8,0,0,21,0,4,6,65,13,49,12,34,4,188,9,9,14,63,20,45,17,32,0,207,5,5,7,63,6,35,16,17,0,169,12,12,68,30,14,15,10,8,0,171,4,17,98,16,11,7,3,0,0,165,4,9,41,7,4,3,0,5,0,70,0,3,55,8,4,0,0,0,0,73,0,0,3,0,4,3,0,0,4,14,30,58,301,252,84,162,71,105,13,1078
50603,3,0,8,26,14,58,0,31,4,149,35,185,69,531,130,990,110,540,30,2617,22,35,66,213,75,309,105,194,10,1030,13,7,21,73,28,105,36,50,6,337,18,4,33,13,10,27,3,8,0,108,8,5,39,8,6,9,5,3,0,81,0,4,25,3,0,4,9,0,0,53,0,0,22,4,4,0,0,3,0,34,0,4,5,12,5,16,3,5,18,73,95,251,290,889,272,1513,270,834,73,4492,0,0,10,5,0,5,7,0,0,31,7,9,14,33,23,65,20,23,5,200,7,3,19,39,16,58,17,37,3,201,7,12,19,25,13,42,16,20,0,145,8,17,101,27,18,14,7,10,0,200,8,10,124,11,15,7,5,6,0,189,6,3,72,9,8,3,5,0,0,104,7,3,69,0,3,0,8,3,0,96,0,0,5,0,0,3,0,6,8,19,41,58,431,149,98,205,80,111,20,1194
50604,0,0,0,11,0,18,5,19,5,54,15,50,15,192,35,477,57,302,7,1153,9,8,19,74,24,140,22,65,0,360,4,3,12,21,3,44,5,21,0,118,3,0,18,5,5,8,0,0,0,48,0,0,11,6,0,0,0,0,0,21,0,0,12,0,3,0,0,0,0,12,0,5,9,0,0,0,0,0,0,19,0,0,5,4,0,10,0,6,7,34,23,68,103,318,75,706,91,413,18,1823,0,0,0,0,0,0,0,0,0,3,0,3,4,15,3,28,4,16,0,72,0,4,0,25,5,29,4,14,0,88,4,4,15,27,0,13,3,8,0,73,0,0,83,19,4,12,0,3,3,129,0,0,55,0,5,5,4,0,0,81,0,0,45,0,0,0,0,0,0,52,0,0,27,4,0,0,0,3,0,34,0,0,3,0,0,0,0,0,3,10,13,21,237,91,23,88,18,46,5,543
50605,0,0,0,16,0,19,0,9,0,46,7,21,5,171,23,222,32,194,0,679,3,6,8,34,4,51,9,58,4,169,0,4,8,21,4,16,4,8,0,62,0,0,5,12,0,4,4,0,0,21,0,0,9,0,4,0,0,0,0,17,0,0,3,0,0,0,3,0,0,8,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,12,10,38,42,248,36,306,55,267,11,1018,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,11,5,6,0,40,0,0,0,9,7,12,0,9,0,44,0,0,3,9,4,6,3,3,3,30,0,11,36,7,3,0,0,0,0,58,0,5,36,0,4,0,0,0,0,46,0,3,23,3,0,0,4,3,0,30,0,0,16,0,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,11,0,17,121,44,19,34,15,26,3,279
50606,0,0,0,6,0,5,0,9,0,21,9,13,15,69,10,122,16,88,6,328,0,0,3,23,5,27,0,16,0,78,0,0,0,8,0,11,0,4,0,31,0,4,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,8,8,25,17,111,12,155,16,121,4,480,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,6,0,22,0,3,0,5,0,3,0,3,0,20,0,0,0,9,0,0,0,5,0,20,0,5,21,9,0,0,0,0,0,34,0,0,10,0,0,0,0,0,0,18,0,0,5,0,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,47,30,3,8,0,27,0,127
50607,0,4,0,18,0,11,0,5,4,46,14,33,16,280,38,218,10,127,5,745,13,8,9,107,22,54,9,33,3,249,0,4,0,47,7,21,3,8,0,90,3,0,10,5,0,0,0,4,0,19,0,8,6,0,0,0,0,0,0,14,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,5,0,0,9,22,33,58,48,459,82,302,18,178,24,1201,0,0,0,4,0,0,0,0,0,6,0,5,5,23,0,4,0,9,0,44,0,5,4,16,0,4,0,5,0,38,0,3,5,12,4,7,0,4,0,32,0,5,12,5,4,0,0,0,0,27,3,0,9,8,4,4,0,0,0,22,0,0,8,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,16,35,70,12,21,3,15,0,182
50701,0,0,3,29,9,36,7,23,0,109,16,70,45,409,88,820,88,443,15,1994,12,29,24,162,49,199,60,124,0,657,8,3,10,59,18,78,12,30,0,231,10,4,21,20,7,14,6,9,0,76,4,7,48,5,9,3,3,4,0,85,0,0,14,7,0,0,0,0,0,28,0,0,25,3,0,0,0,0,0,29,0,0,0,11,0,7,3,7,15,51,59,120,193,703,173,1159,183,636,36,3256,0,0,9,4,0,3,0,0,0,18,4,3,9,33,7,42,5,29,0,140,4,10,7,31,14,31,19,24,0,138,8,6,16,50,12,20,14,8,0,137,5,11,124,20,12,6,6,9,0,204,3,9,146,11,12,11,7,3,0,199,0,0,60,0,0,0,8,0,0,79,0,0,70,5,0,0,0,0,3,83,0,0,7,4,0,3,0,3,0,17,28,36,455,154,66,112,61,90,11,1018
50702,0,0,8,35,6,23,3,13,0,92,12,45,38,486,61,390,39,237,13,1315,17,9,39,171,42,100,16,66,9,458,5,5,14,88,7,34,7,17,0,185,4,6,10,24,7,10,0,10,0,64,3,3,5,3,0,3,0,5,0,21,0,3,3,4,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,7,0,0,3,8,0,8,0,0,4,33,44,69,116,822,123,575,60,350,31,2194,4,0,0,6,0,7,0,0,0,17,4,13,7,34,6,25,12,16,0,111,5,9,14,35,11,23,5,18,0,114,3,4,11,38,6,20,3,11,0,94,9,5,37,27,7,4,0,6,0,85,0,10,34,3,3,0,0,3,0,55,0,4,23,3,0,4,0,0,0,34,0,0,11,3,0,3,0,0,0,17,0,0,0,0,0,0,0,4,3,9,21,36,133,142,40,88,24,56,5,534
50703,0,0,0,12,0,9,0,4,0,23,0,17,16,63,8,181,17,107,6,413,4,4,6,30,0,40,7,23,0,113,0,0,0,9,5,5,4,12,0,36,0,0,5,3,0,0,0,4,0,16,0,3,9,0,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,6,0,5,7,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,3,8,3,28,44,110,21,237,30,153,11,636,0,0,3,0,0,3,0,0,0,8,0,0,0,5,0,9,3,5,0,29,0,0,0,0,0,0,0,6,0,17,0,0,4,7,0,0,0,8,0,22,0,4,37,9,0,0,0,0,0,55,6,5,25,0,0,0,5,0,0,36,0,0,15,0,3,0,0,0,0,20,0,0,17,0,0,0,0,0,0,20,0,0,4,0,0,0,0,0,5,7,9,8,109,27,11,24,7,20,7,222
