POW_SA3_CODE_2021,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000_3499_A_15_19,TaTW_3000_3499_A_20_24,TaTW_3000_3499_A_25_34,TaTW_3000_3499_A_35_44,TaTW_3000_3499_A_45_54,TaTW_3000_3499_A_55_64,TaTW_3000_3499_A_65_74,TaTW_3000_3499_A_75ov,TaTW_3000_3499_Tot,TaTW_3500mo_A_15_19,TaTW_3500mo_A_20_24,TaTW_3500mo_A_25_34,TaTW_3500mo_A_35_44,TaTW_3500mo_A_45_54,TaTW_3500mo_A_55_64,TaTW_3500mo_A_65_74,TaTW_3500mo_A_75ov,TaTW_3500mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000_3499_A_15_19,CoPSW_3000_3499_A_20_24,CoPSW_3000_3499_A_25_34,CoPSW_3000_3499_A_35_44,CoPSW_3000_3499_A_45_54,CoPSW_3000_3499_A_55_64,CoPSW_3000_3499_A_65_74,CoPSW_3000_3499_A_75ov,CoPSW_3000_3499_Tot,CoPSW_3500mo_A_15_19,CoPSW_3500mo_A_20_24,CoPSW_3500mo_A_25_34,CoPSW_3500mo_A_35_44,CoPSW_3500mo_A_45_54,CoPSW_3500mo_A_55_64,CoPSW_3500mo_A_65_74,CoPSW_3500mo_A_75ov,CoPSW_3500mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64
50502,290,202,37,3,1451,0,26,246,253,229,149,16,0,912,0,28,247,365,285,164,31,3,1120,0,0,38,57,55,26,3,0,183,0,0,33,55,67,25,3,0,185,5,17,27,22,23,15,4,0,117,454,1282,3055,2561,2012,1486,421,50,11322,19,8,8,9,9,3,0,0,59,330,81,31,15,20,3,5,3,489,177,138,66,60,40,37,4,0,530,108,149,99,79,54,55,12,0,557,69,171,146,113,93,85,32,5,708,59,227,279,232,190,140,51,0,1174,30,199,341,267,233,178,65,0,1306,29,196,379,305,322,218,43,5,1497,10,126,365,285,291,245,50,0,1368,7,61,206,184,175,133,26,0,782,0,38,123,119,101,73,24,0,487,0,11,61,71,71,36,6,0,267,0,4,61,82,74,56,8,0,280,0,0,0,10,16,6,0,0,36,0,0,0,13,8,6,0,0,30,7,14,11,11,15,11
50503,225,162,19,0,1106,0,23,190,204,176,104,16,0,713,0,18,192,244,203,115,18,0,787,0,3,47,43,41,20,5,0,157,0,0,23,35,32,15,0,0,108,3,24,20,24,26,20,0,0,108,528,1196,2441,2180,1744,1260,268,12,9628,16,0,12,7,10,5,0,0,49,285,41,23,25,15,10,0,0,407,127,87,60,45,54,20,7,0,394,64,122,66,75,56,33,13,0,432,49,99,113,83,76,63,19,0,502,43,174,181,176,178,115,29,0,896,49,177,240,221,218,127,17,0,1049,30,161,276,265,289,144,29,0,1197,6,79,212,184,198,114,17,0,801,4,37,107,116,76,61,8,0,411,0,15,71,63,59,28,9,0,246,0,8,34,57,56,25,0,0,179,0,6,39,36,49,30,3,0,164,0,0,5,6,3,4,0,0,15,0,0,5,3,0,0,0,0,13,5,4,13,9,10,16
50601,62,49,4,6,350,0,5,73,70,26,25,4,0,204,0,9,79,60,46,27,7,0,227,0,0,9,15,6,7,0,0,41,0,3,4,13,0,4,0,0,30,3,7,7,3,6,7,0,0,28,158,394,830,682,459,347,110,16,2990,9,3,0,3,0,0,0,0,21,85,8,12,13,8,9,6,0,140,53,29,33,27,26,20,3,0,178,25,38,23,41,20,17,7,0,173,20,49,48,52,36,24,15,0,248,26,57,81,78,64,54,15,0,371,27,82,102,106,86,64,13,0,479,14,72,142,117,120,69,19,0,539,0,49,98,113,110,76,16,0,464,0,18,68,49,50,29,9,0,219,0,9,47,32,26,19,4,0,135,0,3,21,37,36,9,4,0,114,0,0,24,46,38,32,0,0,147,0,0,0,4,0,4,0,0,4,0,0,0,3,0,0,0,0,8,0,4,3,0,3,0
50602,205,179,38,0,1076,0,26,212,249,188,124,20,5,825,0,48,395,480,397,252,34,0,1603,0,17,124,140,102,65,3,0,458,0,11,109,114,122,49,3,3,405,4,12,21,13,15,6,3,0,83,269,841,2457,2279,1664,1214,260,23,9013,5,5,11,10,4,0,0,0,40,189,81,25,17,9,9,0,0,323,130,174,63,52,31,22,8,0,479,64,181,98,67,47,42,15,0,516,69,172,130,98,69,50,33,0,622,56,259,240,162,117,78,31,0,948,42,253,322,210,150,104,30,0,1108,32,267,438,271,242,165,33,4,1437,11,169,459,370,288,168,37,0,1505,0,63,293,242,222,134,16,4,969,5,26,195,182,130,99,19,0,661,0,15,106,116,73,55,13,0,380,0,12,116,135,136,69,13,0,485,0,4,11,10,14,12,0,0,47,0,7,18,10,10,4,0,0,56,0,13,13,15,5,8
50603,350,235,41,0,1439,0,31,250,256,242,171,15,3,975,0,54,374,436,380,241,32,0,1527,0,12,61,102,78,41,8,0,301,0,3,38,53,54,32,7,0,194,8,15,19,28,13,21,0,0,98,449,1376,2838,2553,2111,1533,309,26,11199,8,6,5,9,9,3,0,0,36,190,64,14,18,18,7,0,0,317,140,112,43,38,30,26,3,0,390,65,107,78,66,33,26,5,4,384,47,111,91,69,46,36,10,11,420,40,164,162,116,103,95,23,4,704,18,134,176,143,125,97,19,5,717,8,100,220,203,183,136,26,0,877,8,65,216,208,178,148,31,0,861,0,37,115,122,90,58,17,4,449,0,21,88,89,77,72,7,0,354,0,9,54,59,46,36,8,0,206,0,8,35,65,88,30,5,0,234,0,0,0,4,8,0,0,0,11,0,0,4,3,0,0,0,0,7,5,15,8,0,16,3
50604,118,67,12,0,484,6,12,86,69,73,40,10,0,301,0,13,108,83,86,61,10,0,364,0,3,16,22,11,8,3,0,70,0,3,12,13,12,6,0,0,48,0,6,6,4,16,12,0,0,46,236,545,1105,979,843,552,158,11,4431,5,0,10,3,0,0,0,0,21,66,21,6,15,7,0,3,0,126,48,47,28,31,16,15,4,5,190,22,55,45,32,38,16,8,0,220,23,58,51,62,53,41,7,0,305,18,69,101,131,87,59,16,0,478,9,69,117,162,142,92,16,0,615,15,64,154,162,174,95,25,0,695,5,49,167,166,142,101,12,0,642,0,29,72,101,74,58,13,0,328,0,19,80,107,107,80,29,0,421,0,7,49,66,50,56,16,0,236,0,3,44,73,59,41,7,0,224,0,0,0,4,7,4,0,0,19,0,0,0,0,6,3,0,0,13,0,9,7,4,3,4
50605,68,60,11,0,329,0,17,54,69,71,47,4,0,264,0,12,82,105,107,59,8,0,383,0,4,15,15,12,14,0,0,59,0,0,12,14,12,4,0,0,42,0,0,7,9,8,3,0,0,29,119,298,655,582,537,410,104,10,2717,0,0,0,3,0,0,0,0,8,103,13,9,8,4,3,0,0,135,43,31,15,26,13,10,3,0,148,19,31,19,15,19,9,0,0,111,12,24,20,29,17,13,8,0,125,17,47,52,48,38,32,10,0,246,9,44,54,67,78,27,5,0,287,5,40,61,56,68,39,10,0,282,3,28,51,53,58,54,6,0,246,0,3,32,19,19,17,3,0,95,0,6,18,17,14,8,3,0,70,0,0,3,17,8,5,0,0,31,0,0,13,20,20,9,0,0,57,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,7,4
50606,20,23,0,0,130,0,3,16,15,8,9,0,0,50,0,7,16,18,26,13,0,0,79,0,0,0,6,0,3,0,0,17,0,0,6,4,7,0,0,0,25,0,0,0,3,5,5,0,0,19,67,111,277,216,177,137,38,4,1033,0,0,0,0,0,0,0,0,6,39,4,6,6,3,0,0,0,56,27,3,12,5,11,0,0,0,61,8,16,11,10,0,11,4,0,61,8,19,12,13,15,5,0,0,67,11,24,35,24,14,8,4,0,119,10,36,34,31,16,27,5,0,149,4,27,33,20,22,13,3,0,132,6,14,29,23,29,11,5,0,116,0,6,7,9,12,3,0,0,45,0,0,6,9,20,27,5,0,62,0,0,11,11,9,17,5,0,52,0,0,6,20,18,13,0,0,62,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0
50607,44,42,6,0,163,0,0,22,25,16,18,0,0,85,0,5,18,26,22,21,7,0,90,0,6,8,4,3,0,0,0,23,0,0,7,4,6,4,0,0,25,0,0,0,0,0,4,0,0,5,42,141,382,355,260,212,74,4,1466,4,6,0,9,0,0,0,0,18,87,25,13,10,10,8,4,0,149,68,75,26,8,10,5,0,0,198,29,54,28,12,15,14,5,0,158,18,66,36,27,18,14,8,0,193,22,77,74,47,39,30,17,0,299,16,92,100,59,56,54,12,0,386,7,53,136,105,72,56,11,0,443,0,34,109,79,68,43,6,0,345,0,11,46,30,26,29,0,0,135,0,3,41,13,26,16,4,0,102,0,0,25,19,8,14,0,0,70,0,0,10,14,15,6,9,0,51,0,0,5,4,4,0,0,0,5,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0
50701,304,220,26,4,1393,0,44,268,318,291,161,26,3,1106,0,35,452,523,390,243,45,0,1690,0,0,73,107,70,35,5,0,293,0,0,33,72,46,31,3,0,190,6,16,15,16,15,21,0,0,94,454,1155,2601,2489,2041,1372,303,29,10444,0,3,6,7,0,4,0,0,25,213,25,14,22,7,11,6,0,296,113,76,39,45,22,20,7,0,324,66,94,46,50,39,36,8,0,338,43,91,65,70,45,30,7,0,354,27,124,128,126,107,67,15,0,601,19,138,142,136,163,72,13,0,683,29,100,198,161,162,98,18,0,758,9,73,179,157,140,72,9,0,632,0,33,69,72,59,45,8,0,280,4,26,71,61,49,29,6,0,240,0,11,50,44,22,9,0,0,143,0,7,28,45,72,21,5,0,175,0,4,3,8,10,7,4,0,25,0,6,16,7,4,3,0,0,35,5,11,12,10,11,7
50702,80,57,11,0,381,0,3,60,71,51,43,4,0,232,0,3,70,84,88,62,12,0,322,0,0,10,14,12,14,0,0,51,0,0,9,12,8,7,0,0,42,3,6,7,3,4,5,0,0,28,159,437,1008,751,633,478,139,12,3611,7,4,0,3,0,0,0,0,24,203,34,3,8,9,3,9,3,269,109,95,24,28,19,6,4,0,283,50,129,52,27,13,18,11,0,309,43,103,85,27,26,27,14,0,327,58,162,136,75,65,41,15,0,558,30,164,157,95,91,44,23,5,606,17,121,185,93,83,68,16,0,583,6,62,135,111,85,70,12,0,475,4,21,75,65,56,38,11,0,267,3,9,66,39,45,17,3,0,187,0,4,38,28,34,26,0,0,134,0,3,37,66,39,24,7,0,177,0,0,0,4,4,0,0,0,9,0,5,0,3,6,3,0,0,15,0,15,3,4,3,9
50703,110,87,20,0,470,0,13,104,86,97,99,9,0,399,0,24,256,280,275,198,27,0,1061,0,0,61,71,94,61,9,0,296,0,0,33,88,70,57,5,0,252,4,3,9,7,4,3,0,0,31,135,307,905,940,900,706,115,0,4004,0,0,0,0,3,0,0,0,3,36,5,9,5,3,3,0,0,56,19,12,13,16,0,0,0,0,68,11,15,16,15,10,7,4,0,78,12,20,20,21,17,13,5,0,108,19,25,37,45,36,24,8,0,190,7,25,57,53,41,21,8,0,203,5,24,57,55,54,30,6,0,241,0,12,46,50,48,36,7,0,206,0,5,39,40,41,33,7,0,166,0,6,28,51,62,42,13,0,206,0,0,21,40,55,42,10,0,166,0,0,20,47,55,39,5,0,163,0,0,0,3,7,9,0,0,16,0,0,0,0,0,0,0,0,4,4,0,0,0,3,8
50704,104,85,16,0,515,0,5,69,101,71,31,7,0,279,0,11,92,135,130,58,18,0,444,0,0,20,30,32,7,3,0,94,0,0,16,33,29,9,0,0,87,0,8,12,5,7,0,0,0,30,170,514,1175,1143,873,600,205,12,4689,6,3,0,4,3,3,0,0,21,234,48,10,12,12,5,3,0,333,125,115,36,37,43,23,11,0,385,65,117,53,48,36,36,11,0,354,49,107,82,65,54,45,8,0,416,45,156,122,109,105,100,35,0,676,22,121,208,148,141,104,34,0,780,6,120,193,161,166,137,27,0,813,7,82,216,187,183,139,36,0,839,0,28,85,94,90,74,19,0,387,0,10,54,51,68,42,3,0,224,4,11,27,31,39,33,7,0,142,0,5,35,42,51,17,3,0,153,0,0,3,4,4,3,0,0,18,0,0,4,9,7,3,0,0,28,4,9,9,3,4,6
50705,107,67,11,0,625,6,23,156,112,83,49,4,0,430,0,31,198,184,135,75,4,0,623,0,3,20,35,29,16,0,0,106,0,3,10,17,12,19,0,0,61,5,10,8,9,11,4,0,0,52,248,697,1443,1042,901,635,116,18,5097,14,4,8,7,10,11,4,0,42,197,25,19,28,10,5,0,0,283,106,48,49,56,30,24,0,0,316,46,81,65,55,41,37,10,0,335,43,80,71,67,76,48,10,0,398,41,115,144,156,141,90,21,0,713,42,128,195,178,171,133,17,0,866,14,112,205,226,224,142,15,0,937,15,104,173,172,204,126,16,0,813,8,103,131,108,95,55,11,0,517,0,56,141,67,55,40,9,0,371,8,16,65,69,38,31,4,0,233,0,29,100,119,84,31,0,0,365,0,0,16,21,8,10,0,0,54,0,3,3,11,0,3,0,0,27,3,5,13,9,12,0
50901,75,46,19,0,329,0,7,53,40,46,22,12,0,185,0,7,48,59,55,44,4,0,209,0,0,14,15,12,3,0,0,37,0,0,8,8,6,10,3,0,28,0,4,4,5,4,6,0,0,20,245,396,733,625,602,518,178,16,3316,5,0,0,4,0,0,0,0,19,109,0,6,7,4,6,0,0,137,59,11,19,22,19,13,6,0,148,10,10,23,22,28,24,7,0,137,46,24,28,31,37,33,12,0,216,35,51,63,63,62,84,13,0,369,30,54,92,75,101,81,14,4,459,18,60,68,89,121,119,20,0,487,5,52,71,95,105,87,22,0,441,3,14,49,45,68,44,6,0,222,0,8,34,51,64,58,4,0,224,0,0,18,25,42,44,9,0,136,0,0,14,37,59,29,3,0,142,0,0,0,4,4,6,6,0,15,0,0,0,0,4,5,0,0,11,0,5,8,3,0,4
50902,75,69,10,0,319,0,10,58,55,59,37,6,0,232,0,25,112,116,95,84,11,0,442,0,3,38,51,41,24,4,0,166,0,0,26,24,38,18,3,0,109,4,0,8,6,5,9,6,0,35,183,312,653,620,624,581,153,11,3137,4,0,0,0,3,0,0,0,11,36,6,4,7,6,4,0,0,69,24,7,8,18,10,15,0,0,82,17,8,9,18,18,14,4,8,96,13,10,26,24,15,22,8,4,121,12,25,33,39,48,42,14,0,215,10,26,39,41,64,49,22,0,262,3,26,47,76,84,58,21,0,309,0,14,51,56,59,81,13,0,281,0,12,34,31,37,34,5,0,167,0,9,35,27,30,23,6,0,129,0,3,6,25,16,19,3,0,78,0,0,22,34,50,33,6,0,143,0,0,0,3,10,4,3,0,21,0,0,0,0,6,3,0,0,8,0,4,3,5,4,5
50903,27,17,7,0,135,0,5,44,38,35,23,0,0,147,0,17,148,159,111,72,4,0,508,0,4,35,44,27,23,0,0,131,0,0,16,33,32,22,0,0,98,0,0,0,4,4,6,0,0,21,69,140,412,408,349,278,60,6,1714,4,0,0,0,0,0,0,0,6,13,0,3,3,5,0,0,0,29,8,3,4,8,12,0,0,0,37,4,3,3,4,0,3,5,0,20,5,9,11,9,12,10,0,0,44,0,15,22,18,21,15,12,0,108,7,21,24,16,29,23,4,0,128,6,10,30,25,45,19,8,0,141,0,4,25,18,25,33,7,0,116,0,0,7,12,13,13,0,0,51,0,3,9,5,10,7,0,0,33,0,3,4,8,4,3,0,0,25,0,0,8,11,24,11,0,0,61,0,0,0,0,0,4,0,0,3,0,0,0,0,6,0,0,0,8,0,0,0,0,0,3
51001,43,31,8,0,213,4,7,42,38,36,23,3,0,154,0,14,83,102,65,32,0,0,295,0,6,20,27,31,22,0,0,102,0,3,24,47,35,19,0,0,127,0,0,10,6,6,3,0,0,27,60,148,463,454,394,266,79,6,1871,3,3,5,0,0,0,0,0,5,44,0,5,4,3,0,0,0,57,15,6,13,16,3,0,0,3,65,9,13,13,6,8,0,5,0,51,12,9,13,11,9,13,3,0,70,15,27,54,33,27,17,5,0,179,11,21,70,47,29,16,4,0,196,13,47,120,63,46,42,8,0,332,0,40,134,89,59,49,11,0,383,4,32,95,58,56,42,7,0,291,4,5,53,63,40,40,9,0,214,0,5,30,42,28,25,8,0,145,0,9,55,83,59,55,7,0,261,0,0,7,11,16,7,0,0,44,0,0,0,7,11,7,4,0,34,3,4,11,6,11,5
51002,107,63,9,0,566,8,64,218,204,132,98,11,0,723,4,144,947,868,673,345,45,0,3021,0,35,538,551,355,191,26,0,1701,0,21,385,570,376,215,22,0,1580,0,6,18,14,18,7,0,0,73,116,476,2519,2536,1801,1018,137,3,8610,0,0,0,0,0,4,0,0,11,14,0,7,3,0,0,0,0,28,19,10,13,13,0,6,0,0,61,4,3,10,10,6,5,0,0,34,4,0,7,10,0,0,0,0,31,8,8,23,14,10,10,0,0,69,12,7,23,25,8,5,0,0,87,7,19,35,35,16,6,5,0,120,3,27,45,33,43,8,6,0,167,3,9,52,35,25,13,3,0,142,0,5,37,29,24,17,5,0,123,0,3,25,25,23,18,3,0,102,0,4,79,59,55,29,4,0,241,0,0,4,13,9,3,0,0,33,0,0,3,7,8,0,0,0,15,0,0,0,3,3,0
51003,114,69,6,0,505,0,36,173,169,129,102,16,0,635,0,109,791,755,611,396,37,0,2701,0,44,413,498,365,183,19,0,1525,0,28,447,728,588,284,21,0,2104,0,7,21,18,16,13,6,0,85,146,442,2259,2511,1977,1134,127,3,8604,0,0,0,5,0,0,0,0,5,35,0,6,8,3,0,0,0,61,18,0,12,15,6,4,0,0,57,7,9,13,17,7,0,0,0,62,7,5,21,20,9,0,0,0,63,3,9,26,33,15,5,4,0,102,9,19,31,32,21,11,5,0,114,6,27,40,62,29,13,0,0,183,4,25,57,48,50,21,3,0,211,0,16,48,29,31,22,0,0,145,0,8,38,35,39,22,6,0,142,0,8,24,27,27,18,6,0,105,0,0,70,62,59,30,0,0,221,0,0,8,10,10,7,0,0,38,0,0,5,4,11,5,0,0,22,0,0,0,5,0,0
51101,22,13,0,0,119,0,3,28,26,27,17,3,0,101,3,7,85,74,66,42,3,0,281,0,0,34,18,38,7,0,0,96,0,7,10,11,10,7,0,0,51,3,0,5,3,3,10,4,0,28,80,140,308,264,278,198,34,0,1297,0,0,0,0,0,0,0,0,0,15,0,0,0,4,6,0,0,22,10,7,3,0,3,6,0,0,28,3,0,6,8,5,4,3,6,34,6,7,6,13,7,0,4,0,42,9,4,13,13,17,16,6,0,75,3,17,20,17,19,21,7,0,108,5,14,21,21,26,18,7,4,116,3,3,11,19,22,20,3,0,82,0,0,6,13,7,9,3,0,37,0,4,10,7,7,5,0,0,28,0,0,9,0,4,4,0,0,15,0,0,6,16,13,0,0,0,34,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
51102,17,12,0,0,75,0,3,17,12,10,12,0,0,58,0,5,32,44,25,14,0,0,121,0,0,5,14,11,9,0,0,37,0,0,8,11,9,12,0,0,45,0,4,0,0,0,0,0,0,4,36,63,173,161,125,101,18,3,684,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,17,6,5,3,4,0,0,0,0,16,0,4,0,3,0,4,0,0,14,3,7,3,5,7,0,0,0,28,6,7,15,7,6,5,3,0,49,8,17,33,10,10,11,3,0,94,3,26,48,17,5,9,0,0,110,0,9,31,15,24,24,0,0,102,0,8,17,7,12,3,0,0,50,0,4,11,6,0,9,0,0,38,0,0,6,10,4,13,0,0,34,0,0,4,16,14,3,0,0,36,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
51103,99,68,11,0,545,5,68,178,141,118,71,19,0,606,5,138,606,602,475,329,43,0,2199,0,23,271,254,192,128,11,0,879,0,16,152,157,163,111,13,0,614,4,8,25,10,13,13,0,0,64,245,632,1716,1481,1279,875,145,7,6371,6,0,3,0,0,0,0,0,7,44,3,6,7,4,5,0,0,67,16,3,7,6,10,8,0,0,52,10,3,13,10,6,5,0,0,54,9,7,16,21,12,9,0,0,76,8,21,35,31,18,21,5,0,143,15,38,54,44,41,34,5,0,226,12,33,62,53,47,35,5,0,247,5,25,60,45,60,37,12,0,246,0,13,34,35,32,35,5,0,158,0,5,50,37,43,31,5,0,181,0,4,25,33,27,15,0,0,107,0,8,34,66,45,22,9,0,190,0,0,9,8,7,9,3,0,34,0,0,9,9,4,5,0,0,18,6,0,4,0,3,3
51104,95,66,11,0,463,0,17,99,92,71,55,21,0,360,4,55,346,306,240,165,27,3,1142,0,13,95,110,82,59,4,0,371,0,5,44,77,57,33,12,0,227,4,3,11,9,11,7,4,0,40,255,465,1160,1004,857,733,176,14,4663,9,0,0,3,6,0,0,0,19,113,3,9,4,3,7,0,0,138,36,13,22,15,11,6,3,0,117,15,20,18,21,25,15,4,0,121,20,21,44,29,28,24,6,0,165,32,50,50,66,59,55,18,0,325,19,53,79,74,77,74,14,0,387,18,50,82,80,92,91,24,0,434,11,43,80,82,103,77,21,0,416,3,19,54,39,50,41,10,3,229,0,16,38,37,55,44,10,3,197,0,6,25,38,47,27,6,0,158,0,7,35,49,65,37,5,0,203,0,0,4,4,10,5,0,0,21,0,0,3,4,7,7,0,0,15,0,5,0,5,0,10
59797,6,4,0,0,15,0,3,5,4,11,7,0,0,27,0,3,15,32,29,8,0,0,86,0,0,20,20,23,9,0,0,80,0,0,43,98,91,39,0,0,278,0,0,0,0,0,0,0,0,0,0,11,94,178,164,75,5,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,10,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,5,4,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
59999,510,361,49,0,2292,3,54,403,468,368,217,37,0,1547,4,103,742,743,593,326,52,3,2569,0,19,225,199,163,89,18,0,715,4,21,192,220,189,99,11,0,736,4,24,36,41,39,48,11,0,206,702,1578,4681,4238,3839,2922,741,56,18753,9,7,3,4,8,9,3,0,47,224,77,41,42,22,29,11,0,446,66,128,73,73,57,47,21,4,477,39,115,82,69,75,80,17,3,488,24,121,100,89,95,119,31,8,594,29,128,168,147,173,162,63,5,881,19,124,184,155,240,181,58,3,962,6,85,193,167,206,163,37,5,868,8,74,180,165,166,165,28,0,788,4,37,100,83,95,83,16,0,423,5,35,60,77,52,47,8,0,275,0,11,53,59,33,27,3,0,187,0,7,55,64,48,26,3,0,196,0,0,4,6,7,4,0,0,22,0,0,9,6,8,5,0,0,31,6,7,11,6,14,5
