POW_SA3_CODE_2021,SEO_Tot_Bf_91,SEO_Tot_91_95,SEO_Tot_96_00,SEO_Tot_01_05,SEO_Tot_06_10,SEO_Tot_11_15,SEO_Tot_16_20,SEO_Tot_2021,SEO_Tot_NS,SEO_Tot_Tot,UOLSEWVW_AGFF_Bf_91,UOLSEWVW_AGFF_91_95,UOLSEWVW_AGFF_96_00,UOLSEWVW_AGFF_01_05,UOLSEWVW_AGFF_06_10,UOLSEWVW_AGFF_11_15,UOLSEWVW_AGFF_16_20,UOLSEWVW_AGFF_2021,UOLSEWVW_AGFF_NS,UOLSEWVW_AGFF_Tot,UOLSEWVW_Min_Bf_91,UOLSEWVW_Min_91_95,UOLSEWVW_Min_96_00,UOLSEWVW_Min_01_05,UOLSEWVW_Min_06_10,UOLSEWVW_Min_11_15,UOLSEWVW_Min_16_20,UOLSEWVW_Min_2021,UOLSEWVW_Min_NS,UOLSEWVW_Min_Tot,UOLSEWVW_Mnf_Bf_91,UOLSEWVW_Mnf_91_95,UOLSEWVW_Mnf_96_00,UOLSEWVW_Mnf_01_05,UOLSEWVW_Mnf_06_10,UOLSEWVW_Mnf_11_15,UOLSEWVW_Mnf_16_20,UOLSEWVW_Mnf_2021,UOLSEWVW_Mnf_NS,UOLSEWVW_Mnf_Tot,UOLSEWVW_EGWWS_Bf_91,UOLSEWVW_EGWWS_91_95,UOLSEWVW_EGWWS_96_00,UOLSEWVW_EGWWS_01_05,UOLSEWVW_EGWWS_06_10,UOLSEWVW_EGWWS_11_15,UOLSEWVW_EGWWS_16_20,UOLSEWVW_EGWWS_2021,UOLSEWVW_EGWWS_NS,UOLSEWVW_EGWWS_Tot,UOLSEWVW_Const_Bf_91,UOLSEWVW_Const_91_95,UOLSEWVW_Const_96_00,UOLSEWVW_Const_01_05,UOLSEWVW_Const_06_10,UOLSEWVW_Const_11_15,UOLSEWVW_Const_16_20,UOLSEWVW_Const_2021,UOLSEWVW_Const_NS,UOLSEWVW_Const_Tot,UOLSEWVW_WST_Bf_91,UOLSEWVW_WST_91_95,UOLSEWVW_WST_96_00,UOLSEWVW_WST_01_05,UOLSEWVW_WST_06_10,UOLSEWVW_WST_11_15,UOLSEWVW_WST_16_20,UOLSEWVW_WST_2021,UOLSEWVW_WST_NS,UOLSEWVW_WST_Tot,UOLSEWVW_RetT_Bf_91,UOLSEWVW_RetT_91_95,UOLSEWVW_RetT_96_00,UOLSEWVW_RetT_01_05,UOLSEWVW_RetT_06_10,UOLSEWVW_RetT_11_15,UOLSEWVW_RetT_16_20,UOLSEWVW_RetT_2021,UOLSEWVW_RetT_NS,UOLSEWVW_RetT_Tot,UOLSEWVW_AcFd_Bf_91,UOLSEWVW_AcFd_91_95,UOLSEWVW_AcFd_96_00,UOLSEWVW_AcFd_01_05,UOLSEWVW_AcFd_06_10,UOLSEWVW_AcFd_11_15,UOLSEWVW_AcFd_16_20,UOLSEWVW_AcFd_2021,UOLSEWVW_AcFd_NS,UOLSEWVW_AcFd_Tot,UOLSEWVW_TPW_Bf_91,UOLSEWVW_TPW_91_95,UOLSEWVW_TPW_96_00,UOLSEWVW_TPW_01_05,UOLSEWVW_TPW_06_10,UOLSEWVW_TPW_11_15,UOLSEWVW_TPW_16_20,UOLSEWVW_TPW_2021,UOLSEWVW_TPW_NS,UOLSEWVW_TPW_Tot,UOLSEWVW_IMT_Bf_91,UOLSEWVW_IMT_91_95,UOLSEWVW_IMT_96_00,UOLSEWVW_IMT_01_05,UOLSEWVW_IMT_06_10,UOLSEWVW_IMT_11_15,UOLSEWVW_IMT_16_20,UOLSEWVW_IMT_2021,UOLSEWVW_IMT_NS,UOLSEWVW_IMT_Tot,UOLSEWVW_FinIns_Bf_91,UOLSEWVW_FinIns_91_95,UOLSEWVW_FinIns_96_00,UOLSEWVW_FinIns_01_05,UOLSEWVW_FinIns_06_10,UOLSEWVW_FinIns_11_15,UOLSEWVW_FinIns_16_20,UOLSEWVW_FinIns_2021,UOLSEWVW_FinIns_NS,UOLSEWVW_FinIns_Tot,UOLSEWVW_RHRE_Bf_91,UOLSEWVW_RHRE_91_95,UOLSEWVW_RHRE_96_00,UOLSEWVW_RHRE_01_05,UOLSEWVW_RHRE_06_10,UOLSEWVW_RHRE_11_15,UOLSEWVW_RHRE_16_20,UOLSEWVW_RHRE_2021,UOLSEWVW_RHRE_NS,UOLSEWVW_RHRE_Tot,UOLSEWVW_ProSTS_Bf_91,UOLSEWVW_ProSTS_91_95,UOLSEWVW_ProSTS_96_00,UOLSEWVW_ProSTS_01_05,UOLSEWVW_ProSTS_06_10,UOLSEWVW_ProSTS_11_15,UOLSEWVW_ProSTS_16_20,UOLSEWVW_ProSTS_2021,UOLSEWVW_ProSTS_NS,UOLSEWVW_ProSTS_Tot,UOLSEWVW_AdSup_Bf_91,UOLSEWVW_AdSup_91_95,UOLSEWVW_AdSup_96_00,UOLSEWVW_AdSup_01_05,UOLSEWVW_AdSup_06_10,UOLSEWVW_AdSup_11_15,UOLSEWVW_AdSup_16_20,UOLSEWVW_AdSup_2021,UOLSEWVW_AdSup_NS,UOLSEWVW_AdSup_Tot,UOLSEWVW_PubAS_Bf_91,UOLSEWVW_PubAS_91_95,UOLSEWVW_PubAS_96_00,UOLSEWVW_PubAS_01_05,UOLSEWVW_PubAS_06_10,UOLSEWVW_PubAS_11_15,UOLSEWVW_PubAS_16_20,UOLSEWVW_PubAS_2021,UOLSEWVW_PubAS_NS,UOLSEWVW_PubAS_Tot,UOLSEWVW_EdTrn_Bf_91,UOLSEWVW_EdTrn_91_95,UOLSEWVW_EdTrn_96_00,UOLSEWVW_EdTrn_01_05,UOLSEWVW_EdTrn_06_10,UOLSEWVW_EdTrn_11_15,UOLSEWVW_EdTrn_16_20,UOLSEWVW_EdTrn_2021,UOLSEWVW_EdTrn_NS,UOLSEWVW_EdTrn_Tot,UOLSEWVW_HC_SA_Bf_91,UOLSEWVW_HC_SA_91_95,UOLSEWVW_HC_SA_96_00,UOLSEWVW_HC_SA_01_05,UOLSEWVW_HC_SA_06_10,UOLSEWVW_HC_SA_11_15,UOLSEWVW_HC_SA_16_20,UOLSEWVW_HC_SA_2021,UOLSEWVW_HC_SA_NS,UOLSEWVW_HC_SA_Tot,UOLSEWVW_ArtsR_Bf_91,UOLSEWVW_ArtsR_91_95,UOLSEWVW_ArtsR_96_00,UOLSEWVW_ArtsR_01_05,UOLSEWVW_ArtsR_06_10,UOLSEWVW_ArtsR_11_15,UOLSEWVW_ArtsR_16_20,UOLSEWVW_ArtsR_2021,UOLSEWVW_ArtsR_NS,UOLSEWVW_ArtsR_Tot,UOLSEWVW_OthSvs_Bf_91,UOLSEWVW_OthSvs_91_95,UOLSEWVW_OthSvs_96_00,UOLSEWVW_OthSvs_01_05,UOLSEWVW_OthSvs_06_10,UOLSEWVW_OthSvs_11_15,UOLSEWVW_OthSvs_16_20,UOLSEWVW_OthSvs_2021,UOLSEWVW_OthSvs_NS,UOLSEWVW_OthSvs_Tot
50502,5992,1080,1433,2037,3104,2561,1083,32,213,17518,9,10,6,6,29,23,51,0,0,124,8,6,8,17,38,36,32,0,0,143,190,68,71,101,241,206,163,6,15,1053,23,5,8,15,41,12,9,0,0,116,168,63,89,97,248,286,123,0,7,1089,44,20,18,23,78,84,55,0,3,329,200,79,104,186,418,435,326,0,16,1758,101,44,49,104,324,358,411,3,11,1402,61,39,46,59,164,146,190,0,0,706,17,9,14,13,35,40,23,0,0,155,41,11,24,31,33,23,16,0,0,179,38,16,10,22,24,26,14,0,0,159,140,74,116,147,264,258,200,7,11,1205,78,28,41,45,123,166,283,0,9,763,127,51,71,101,177,122,44,0,6,694,131,72,82,108,204,179,95,0,5,872,254,126,192,325,810,682,594,4,15,3012,16,4,11,14,32,29,19,0,0,115,85,24,35,40,156,173,115,0,4,641
50503,3981,855,1128,2072,3815,2628,854,21,178,15527,62,20,10,9,31,32,69,13,4,247,10,6,7,5,37,30,20,0,0,124,101,59,50,79,219,205,109,0,12,834,9,4,0,11,13,10,8,0,0,54,130,40,48,97,250,200,81,0,7,867,29,10,15,22,75,57,28,0,0,245,114,37,73,91,263,200,130,0,10,917,55,15,30,62,241,218,162,0,4,786,57,25,48,42,115,57,74,0,5,414,0,0,0,3,12,16,5,0,0,42,11,0,6,16,26,14,12,0,0,79,9,4,3,9,14,9,3,0,0,50,39,30,36,58,112,107,69,0,3,444,35,11,16,25,59,61,58,0,0,260,24,12,14,30,57,28,29,0,0,203,68,41,61,82,177,141,62,0,4,635,96,50,76,151,357,327,240,0,7,1299,9,4,5,11,16,10,5,0,0,54,40,15,25,34,116,117,64,0,4,416
50601,1807,284,329,486,732,503,174,8,56,4382,18,0,0,0,6,12,13,0,0,49,6,0,0,5,11,10,5,0,4,43,13,5,4,16,31,28,21,0,0,114,0,0,0,3,0,0,0,0,0,3,25,8,7,13,71,71,24,0,0,224,3,9,5,7,21,25,8,0,0,80,22,16,11,35,129,84,76,0,4,376,19,3,5,23,122,96,73,0,6,347,11,7,11,25,102,65,44,0,0,264,3,0,0,5,8,8,4,0,0,28,0,0,5,5,10,12,5,0,0,32,3,0,0,0,5,0,0,0,0,18,5,3,7,15,20,33,15,0,0,108,12,4,4,9,43,27,32,0,0,129,15,4,11,19,32,34,10,0,0,130,43,12,40,44,124,95,40,0,0,400,65,22,59,123,368,308,122,0,3,1068,0,0,0,3,7,0,3,0,0,16,9,3,0,5,38,28,17,0,0,105
50602,4723,856,1090,1505,2546,2210,871,36,232,14064,0,0,0,0,3,10,6,0,0,16,56,38,50,119,234,164,105,4,6,765,55,35,34,45,184,164,110,0,5,621,7,5,8,9,31,16,16,0,0,80,74,33,62,92,216,213,108,0,7,808,44,33,31,53,161,151,93,0,4,558,117,44,61,145,440,340,343,0,0,1496,118,44,50,112,403,433,614,0,17,1806,203,111,150,236,701,473,479,3,16,2377,7,0,3,12,28,37,35,0,0,133,19,7,19,26,38,31,18,0,4,157,24,9,17,21,62,70,33,0,4,229,71,35,62,123,251,227,159,0,3,937,37,17,34,76,148,176,281,6,3,769,70,28,38,60,135,105,85,0,3,520,43,34,42,58,112,111,66,0,3,458,133,72,92,137,458,403,330,5,18,1632,200,81,89,153,358,274,189,0,17,1366,44,19,24,38,122,123,79,0,4,441
50603,5463,868,1107,1548,2523,2085,878,29,181,14671,10,4,0,3,20,19,26,0,0,84,46,21,26,50,145,93,68,3,4,448,205,83,116,153,610,484,268,0,20,1937,22,5,11,24,55,37,25,0,0,189,98,27,44,97,257,205,129,0,5,873,109,29,50,93,284,187,160,3,6,924,117,56,58,165,459,401,358,4,14,1639,74,30,33,74,300,330,421,4,12,1278,95,49,92,127,446,350,431,0,11,1608,5,0,3,14,38,25,30,0,0,115,21,11,18,25,47,23,10,0,0,147,29,6,13,21,60,45,24,0,0,203,73,39,60,93,204,209,139,3,4,827,28,13,11,30,105,114,171,0,3,472,41,12,22,41,96,52,42,0,0,312,192,118,158,228,426,341,258,3,5,1730,158,74,113,196,666,543,369,0,15,2144,11,0,8,14,27,18,14,0,0,93,64,21,46,50,229,200,164,0,10,789
50604,2346,329,394,517,891,681,247,13,71,5492,0,0,0,0,4,0,6,0,0,21,4,0,8,8,35,32,8,0,0,99,24,12,17,22,74,56,43,0,5,249,0,0,0,6,7,0,0,0,0,22,42,16,24,47,146,134,42,0,6,466,7,3,5,13,40,41,18,0,0,130,50,28,44,72,168,179,154,0,7,692,31,8,16,31,215,180,130,0,7,617,40,26,38,36,195,132,105,0,3,580,0,0,0,0,8,11,13,0,0,37,15,4,12,0,18,7,8,0,0,66,11,3,3,16,27,16,3,0,0,78,23,25,28,46,105,86,47,0,0,361,13,6,9,19,39,47,49,0,3,197,27,10,26,25,76,39,27,0,0,237,67,34,59,88,155,113,50,0,8,563,69,52,65,136,450,370,210,0,7,1364,5,3,0,0,8,9,0,0,0,28,30,15,15,28,92,95,54,0,0,333
50605,1452,169,255,340,526,402,165,5,50,3366,23,0,0,0,3,3,4,0,0,30,6,3,4,5,36,14,3,0,0,71,31,15,11,24,101,79,25,0,0,300,0,0,0,6,5,9,3,0,0,30,17,3,8,13,42,44,18,0,0,150,9,5,8,6,42,36,14,0,0,123,19,9,3,18,57,57,53,0,0,228,18,3,9,11,55,60,30,0,5,197,29,19,21,37,121,82,89,0,0,396,6,0,0,0,5,0,0,0,0,13,3,0,0,5,14,6,4,0,0,33,7,0,0,3,7,5,4,0,0,23,5,6,0,14,25,13,11,0,0,70,9,0,4,8,17,18,14,0,0,66,5,0,0,5,20,11,5,0,0,42,16,4,13,20,44,34,10,0,0,142,13,13,13,35,109,91,99,5,4,377,5,0,0,0,0,0,0,0,0,3,9,3,4,4,20,25,13,0,0,84
50606,500,70,95,137,201,177,58,0,28,1267,10,0,0,8,9,11,19,3,5,71,0,0,0,0,0,0,0,0,0,7,5,0,0,0,12,6,8,0,0,37,0,0,0,3,0,0,0,0,0,3,4,5,3,6,9,10,12,0,0,49,0,0,0,0,6,0,3,0,0,6,3,0,6,3,22,13,14,0,0,71,4,4,5,4,33,24,16,0,0,87,0,0,0,3,31,4,9,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,20,0,0,0,0,5,3,5,0,0,21,3,0,0,6,16,16,0,0,0,40,3,0,8,11,20,26,4,0,0,82,9,5,3,10,34,49,14,0,4,124,0,0,0,0,3,0,0,0,0,4,0,0,0,0,9,3,0,0,0,14
50607,1139,183,214,322,445,372,186,0,29,2891,6,0,0,0,0,0,0,0,0,17,10,5,8,4,27,15,11,0,0,79,9,0,3,5,4,9,3,0,0,30,0,0,0,0,3,0,0,0,0,5,25,4,12,12,27,26,17,0,0,109,0,0,6,0,0,5,0,0,0,18,13,0,9,5,38,44,56,0,0,181,30,11,19,33,108,125,185,0,7,510,3,3,6,0,11,4,18,0,0,49,0,0,0,0,4,0,0,0,0,4,9,4,8,8,15,10,7,0,0,63,10,0,8,11,12,12,0,0,0,47,62,17,23,43,78,71,45,0,0,341,6,5,3,4,18,20,32,0,4,95,28,5,15,20,37,22,17,0,0,150,24,16,24,21,56,63,40,0,0,241,62,35,41,76,250,229,249,0,4,948,0,0,3,0,5,0,5,0,0,20,10,4,0,8,21,18,12,0,0,71
50701,3584,601,820,1107,2001,1674,635,12,156,10598,10,0,0,0,11,6,11,0,0,41,28,10,12,33,106,88,66,4,5,350,139,58,44,88,436,437,228,5,6,1452,16,11,24,28,114,62,32,0,4,294,99,38,48,93,257,255,110,4,7,909,45,17,16,48,100,88,50,0,0,370,82,45,43,65,212,192,148,0,3,795,47,15,25,28,196,195,165,0,0,667,51,31,37,49,123,101,73,0,3,467,4,0,0,0,9,6,5,0,0,19,10,6,12,12,21,37,3,0,0,95,14,6,3,10,18,15,11,0,3,82,36,25,20,54,120,133,72,0,4,461,34,19,19,11,64,66,72,0,0,281,28,16,17,21,43,47,32,0,0,206,53,10,36,52,106,102,47,0,0,406,83,36,63,117,347,355,256,3,11,1271,0,0,0,5,15,14,7,0,0,40,48,13,19,25,96,84,55,0,3,338
50702,2374,395,443,713,998,858,429,21,92,6327,4,0,0,0,0,4,8,0,0,15,7,0,3,0,19,8,11,0,0,42,44,7,23,29,89,93,76,3,3,371,4,0,0,0,3,3,6,0,0,17,18,9,10,16,30,42,28,0,0,148,17,3,6,8,15,20,18,0,0,89,51,13,26,32,80,74,71,0,5,350,52,17,28,49,168,234,319,4,5,886,38,18,14,33,86,56,55,0,0,304,5,0,5,0,10,0,0,0,0,22,11,0,6,6,11,3,7,0,0,41,9,0,3,4,4,11,4,0,0,43,34,16,11,36,61,55,36,0,0,253,17,7,4,4,21,28,57,0,0,148,30,18,22,27,45,28,18,0,3,194,33,15,26,23,56,50,26,0,0,233,133,56,80,107,325,280,168,4,7,1148,6,0,3,3,12,10,6,0,0,48,15,15,7,4,39,50,17,0,0,144
50703,1629,247,310,408,812,638,176,9,63,4296,10,5,3,10,30,33,17,0,5,119,11,5,9,23,59,36,15,0,0,157,46,17,25,55,161,130,61,5,4,502,7,0,4,8,26,9,5,0,0,62,36,16,26,30,103,62,32,0,0,311,9,0,3,9,12,21,9,0,0,63,7,0,5,13,58,47,18,0,0,156,7,0,0,10,52,52,45,0,0,163,3,3,4,9,56,22,20,0,0,122,0,0,0,0,4,0,3,0,0,10,0,0,5,0,6,0,0,0,0,6,3,0,0,0,5,6,3,0,0,17,6,3,0,10,29,19,15,0,0,87,4,0,4,3,11,13,22,0,0,70,9,9,5,12,33,32,4,0,0,113,9,6,8,14,35,29,16,0,0,112,15,6,11,14,69,99,29,0,0,239,0,0,0,0,3,0,0,0,0,13,5,3,0,0,17,19,10,0,0,47
50704,3561,530,818,1123,1555,1248,557,27,109,9524,3,0,0,5,4,0,0,0,0,19,24,14,21,33,88,53,24,0,0,254,30,24,15,39,112,94,84,0,3,412,3,0,4,7,0,3,3,0,0,21,59,8,26,27,67,62,33,0,0,287,20,6,13,6,22,18,18,0,0,101,111,51,62,95,201,176,155,0,8,862,60,26,43,70,185,232,259,4,8,879,29,14,24,31,102,61,38,0,4,293,4,0,0,5,10,8,5,0,0,27,29,8,16,11,20,15,5,0,0,108,42,7,9,14,13,12,17,0,0,103,88,34,32,71,98,95,55,0,6,475,21,6,8,8,33,48,83,0,0,214,36,14,17,28,69,51,30,0,4,246,140,77,91,115,239,181,119,4,5,958,288,152,219,397,1020,909,481,20,21,3510,8,3,4,0,6,8,3,0,0,40,51,14,31,35,110,106,75,0,3,420
50705,2865,449,611,943,2072,1531,386,18,104,8985,11,0,0,5,6,19,17,0,0,65,0,0,0,3,12,10,0,0,0,30,23,5,13,16,47,71,40,3,0,208,0,0,0,0,3,0,0,0,0,4,15,10,12,21,39,55,17,0,0,159,4,0,0,5,11,7,0,0,0,19,32,10,15,28,105,99,63,0,0,355,24,13,8,28,157,147,151,0,4,530,13,9,9,16,66,31,14,0,0,153,0,0,0,4,4,6,4,0,0,19,6,0,6,0,8,4,3,0,0,24,3,0,0,0,10,4,0,0,0,17,8,3,5,21,36,31,19,0,0,127,7,4,0,14,39,36,29,0,0,128,14,14,17,20,74,33,9,0,0,188,28,14,40,23,84,77,38,0,4,315,57,38,47,107,318,249,144,0,11,971,0,0,3,0,8,8,4,0,0,31,13,0,4,14,56,50,28,4,0,159
50901,1913,195,256,308,402,286,177,7,95,3641,11,5,7,5,31,15,53,3,0,134,0,0,0,0,0,0,0,0,0,0,10,7,3,31,89,47,63,23,0,272,0,0,0,5,0,0,0,0,0,6,14,0,3,4,13,3,9,0,0,51,5,0,0,0,7,15,9,4,0,41,14,3,8,11,36,24,26,0,0,115,9,7,6,9,69,55,57,3,7,221,0,0,0,3,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,10,14,3,4,0,0,32,0,0,3,3,8,9,9,4,0,41,11,0,5,7,23,12,0,0,0,63,8,0,8,14,29,14,6,0,0,85,33,22,24,32,144,109,82,0,4,448,0,0,0,4,0,4,0,0,0,10,8,5,0,5,9,15,16,0,0,57
50902,1461,161,249,303,404,334,195,14,99,3219,18,6,21,18,43,62,163,55,15,400,15,7,11,17,48,34,19,0,0,146,4,0,3,3,30,70,45,0,3,165,0,0,0,3,4,3,0,0,0,17,4,0,4,7,12,17,13,0,0,60,0,0,0,3,10,12,4,0,0,37,0,0,5,6,29,22,25,0,0,92,11,5,0,5,27,39,43,0,3,129,0,3,0,3,8,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,4,3,7,12,8,0,0,29,4,0,0,3,4,0,16,0,0,35,6,3,3,18,36,27,7,0,0,100,8,4,5,13,12,16,8,0,0,70,9,6,7,21,62,76,62,4,5,251,0,0,0,0,4,0,0,0,0,6,0,0,0,3,12,12,4,3,0,31
50903,616,83,108,114,184,171,78,0,52,1417,4,0,3,5,15,19,27,8,4,88,9,0,6,12,35,27,5,0,5,102,0,3,0,3,10,11,20,6,0,49,0,0,0,0,5,0,0,0,0,5,6,0,0,0,5,11,0,0,0,20,0,0,0,0,11,4,10,0,0,18,4,0,0,0,4,8,3,0,0,24,4,0,4,6,12,13,12,0,0,45,0,0,0,0,10,4,5,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,3,0,0,11,5,0,0,3,0,5,7,0,0,23,0,0,0,3,8,3,9,0,0,28,3,7,4,11,32,36,39,0,5,136,0,0,0,0,0,6,0,0,0,6,0,0,0,0,4,3,0,0,0,13
51001,786,120,147,180,358,310,273,13,50,2236,3,0,0,7,5,13,59,18,0,96,3,0,5,3,16,9,17,0,0,49,0,0,0,0,7,8,17,0,0,28,0,0,0,0,0,3,0,0,0,7,5,0,0,0,10,3,8,0,0,27,0,0,0,0,0,0,0,0,0,3,3,0,7,4,23,38,50,0,0,129,6,3,3,4,34,59,232,14,4,361,4,0,3,4,13,13,10,0,0,51,0,0,0,0,6,4,0,0,0,6,3,0,0,0,0,0,3,0,0,10,0,0,0,0,0,5,5,0,0,13,0,4,0,0,4,8,10,0,0,20,7,4,0,0,7,14,21,6,0,58,12,4,0,13,23,19,11,0,0,83,11,6,3,8,26,17,14,0,0,95,13,7,10,23,79,83,76,0,6,299,4,0,0,0,4,0,4,0,0,7,5,3,0,0,7,15,6,3,0,34
51002,1641,309,508,574,1204,1028,452,36,123,5870,0,0,0,0,4,3,3,0,0,8,113,48,74,153,476,313,134,0,21,1322,3,0,0,3,23,14,12,0,0,53,0,0,6,3,11,8,5,0,0,36,19,7,14,21,64,70,39,0,3,246,8,0,4,4,18,16,12,0,0,66,3,0,0,0,28,40,45,0,0,118,11,5,12,17,68,79,125,0,3,324,12,0,14,11,34,47,26,0,0,142,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,11,3,0,7,0,15,17,15,0,0,49,4,3,3,6,19,29,21,0,3,86,8,11,4,12,43,24,43,0,0,142,14,5,5,15,26,11,9,0,0,74,5,3,3,14,21,23,15,0,0,92,8,0,14,12,52,56,40,0,0,191,0,0,0,0,3,0,5,0,0,10,6,0,3,5,19,26,16,3,0,76
51003,1704,324,453,546,1151,978,365,19,116,5652,0,0,0,0,0,0,5,0,0,3,80,33,54,108,340,265,118,0,10,1008,4,0,6,12,17,13,20,0,0,71,6,0,0,3,10,5,5,0,6,34,30,8,14,23,95,79,49,0,3,314,0,0,0,4,10,10,4,0,0,37,5,0,0,3,29,43,61,0,5,144,27,11,12,27,90,100,138,0,15,430,7,3,7,14,31,22,20,0,3,100,0,0,0,0,3,3,0,0,0,9,0,0,0,6,4,0,0,0,0,8,3,0,3,0,21,25,16,0,0,67,6,8,6,4,22,25,15,0,0,83,13,3,10,9,33,38,35,0,3,146,4,0,4,9,28,21,8,0,3,85,4,0,0,12,25,21,19,0,0,91,10,5,8,14,66,58,34,0,0,197,0,0,0,0,0,4,3,0,0,9,0,5,0,0,17,22,10,0,0,61
51101,414,50,105,99,150,133,103,4,30,1095,0,0,0,0,12,7,18,0,0,48,8,0,3,3,24,27,14,0,0,86,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,17,3,7,0,0,33,0,0,0,0,3,6,0,0,0,6,0,0,0,5,11,10,7,0,0,32,3,0,0,6,17,16,13,0,0,50,0,0,0,6,11,3,6,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,6,0,0,0,10,3,0,0,0,3,3,0,0,0,9,0,0,0,3,5,9,7,0,0,33,0,3,0,7,15,12,13,0,0,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,4,0,0,18
51102,267,21,45,55,90,96,104,7,26,711,41,0,3,4,6,6,32,3,6,98,0,0,6,0,5,0,0,0,0,16,3,0,0,0,0,0,4,0,0,11,0,0,0,0,5,0,4,0,0,9,0,0,0,0,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,11,19,0,0,44,0,0,0,3,11,20,102,0,0,138,6,0,0,0,0,4,10,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,18,0,0,25,3,0,4,0,10,9,0,0,0,28,0,0,0,0,4,0,3,0,0,10,5,0,4,10,8,10,10,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,16
51103,1452,269,444,532,1145,918,531,27,114,5437,0,0,0,0,0,0,0,0,0,4,55,35,50,125,376,314,225,4,14,1197,7,6,4,10,46,44,46,0,4,163,0,0,0,0,5,3,4,0,0,17,6,0,4,14,38,17,25,3,5,109,0,3,0,5,14,9,10,3,0,48,3,0,6,3,22,47,28,0,0,108,17,6,13,24,78,99,111,0,6,352,8,3,4,5,37,30,13,0,0,111,0,0,0,0,4,0,0,0,0,5,0,0,0,0,7,7,0,0,0,19,0,0,3,7,18,5,4,0,0,38,4,0,6,7,22,31,46,0,4,125,7,4,0,5,17,18,30,0,0,88,3,0,0,3,32,18,14,0,0,78,9,4,6,16,46,38,31,0,0,161,15,9,13,34,90,118,68,0,0,345,0,0,0,0,3,3,3,0,0,12,0,0,0,8,23,22,13,3,0,73
51104,1317,189,293,341,623,480,235,10,97,3584,11,0,0,3,7,5,15,7,6,55,28,11,28,44,117,78,57,7,8,374,10,0,0,7,22,12,12,0,0,68,0,0,0,0,4,0,0,0,0,4,6,0,6,8,25,22,8,5,0,85,0,0,0,0,5,3,4,0,0,18,11,0,7,16,26,46,25,0,0,138,5,3,3,11,59,69,74,0,5,228,5,5,4,13,26,33,3,0,0,82,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,10,0,0,0,0,5,0,3,0,0,15,0,0,0,8,22,17,13,0,4,66,0,4,3,6,6,18,8,0,0,45,9,3,3,4,32,19,5,0,0,72,7,5,8,17,39,26,17,0,0,119,23,7,22,40,120,111,99,0,4,427,0,0,0,0,0,3,0,0,0,5,3,0,0,4,18,15,7,0,0,42
59797,100,25,30,45,60,46,16,0,7,335,0,0,0,0,0,0,0,0,0,0,7,0,4,3,9,9,3,0,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,6,3,0,0,22,0,3,4,0,3,5,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
