POW_SA3_CODE_2021,SEO_Tot_Bf_91,SEO_Tot_91_95,SEO_Tot_96_00,SEO_Tot_01_05,SEO_Tot_06_10,SEO_Tot_11_15,SEO_Tot_16_20,SEO_Tot_2021,SEO_Tot_NS,SEO_Tot_Tot,UOLSEWVW_AGFF_Bf_91,UOLSEWVW_AGFF_91_95,UOLSEWVW_AGFF_96_00,UOLSEWVW_AGFF_01_05,UOLSEWVW_AGFF_06_10,UOLSEWVW_AGFF_11_15,UOLSEWVW_AGFF_16_20,UOLSEWVW_AGFF_2021,UOLSEWVW_AGFF_NS,UOLSEWVW_AGFF_Tot,UOLSEWVW_Min_Bf_91,UOLSEWVW_Min_91_95,UOLSEWVW_Min_96_00,UOLSEWVW_Min_01_05,UOLSEWVW_Min_06_10,UOLSEWVW_Min_11_15,UOLSEWVW_Min_16_20,UOLSEWVW_Min_2021,UOLSEWVW_Min_NS,UOLSEWVW_Min_Tot,UOLSEWVW_Mnf_Bf_91,UOLSEWVW_Mnf_91_95,UOLSEWVW_Mnf_96_00,UOLSEWVW_Mnf_01_05,UOLSEWVW_Mnf_06_10,UOLSEWVW_Mnf_11_15,UOLSEWVW_Mnf_16_20,UOLSEWVW_Mnf_2021,UOLSEWVW_Mnf_NS,UOLSEWVW_Mnf_Tot,UOLSEWVW_EGWWS_Bf_91,UOLSEWVW_EGWWS_91_95,UOLSEWVW_EGWWS_96_00,UOLSEWVW_EGWWS_01_05,UOLSEWVW_EGWWS_06_10,UOLSEWVW_EGWWS_11_15,UOLSEWVW_EGWWS_16_20,UOLSEWVW_EGWWS_2021,UOLSEWVW_EGWWS_NS,UOLSEWVW_EGWWS_Tot,UOLSEWVW_Const_Bf_91,UOLSEWVW_Const_91_95,UOLSEWVW_Const_96_00,UOLSEWVW_Const_01_05,UOLSEWVW_Const_06_10,UOLSEWVW_Const_11_15,UOLSEWVW_Const_16_20,UOLSEWVW_Const_2021,UOLSEWVW_Const_NS,UOLSEWVW_Const_Tot,UOLSEWVW_WST_Bf_91,UOLSEWVW_WST_91_95,UOLSEWVW_WST_96_00,UOLSEWVW_WST_01_05,UOLSEWVW_WST_06_10,UOLSEWVW_WST_11_15,UOLSEWVW_WST_16_20,UOLSEWVW_WST_2021,UOLSEWVW_WST_NS,UOLSEWVW_WST_Tot,UOLSEWVW_RetT_Bf_91,UOLSEWVW_RetT_91_95,UOLSEWVW_RetT_96_00,UOLSEWVW_RetT_01_05,UOLSEWVW_RetT_06_10,UOLSEWVW_RetT_11_15,UOLSEWVW_RetT_16_20,UOLSEWVW_RetT_2021,UOLSEWVW_RetT_NS,UOLSEWVW_RetT_Tot,UOLSEWVW_AcFd_Bf_91,UOLSEWVW_AcFd_91_95,UOLSEWVW_AcFd_96_00,UOLSEWVW_AcFd_01_05,UOLSEWVW_AcFd_06_10,UOLSEWVW_AcFd_11_15,UOLSEWVW_AcFd_16_20,UOLSEWVW_AcFd_2021,UOLSEWVW_AcFd_NS,UOLSEWVW_AcFd_Tot,UOLSEWVW_TPW_Bf_91,UOLSEWVW_TPW_91_95,UOLSEWVW_TPW_96_00,UOLSEWVW_TPW_01_05,UOLSEWVW_TPW_06_10,UOLSEWVW_TPW_11_15,UOLSEWVW_TPW_16_20,UOLSEWVW_TPW_2021,UOLSEWVW_TPW_NS,UOLSEWVW_TPW_Tot,UOLSEWVW_IMT_Bf_91,UOLSEWVW_IMT_91_95,UOLSEWVW_IMT_96_00,UOLSEWVW_IMT_01_05,UOLSEWVW_IMT_06_10,UOLSEWVW_IMT_11_15,UOLSEWVW_IMT_16_20,UOLSEWVW_IMT_2021,UOLSEWVW_IMT_NS,UOLSEWVW_IMT_Tot,UOLSEWVW_FinIns_Bf_91,UOLSEWVW_FinIns_91_95,UOLSEWVW_FinIns_96_00,UOLSEWVW_FinIns_01_05,UOLSEWVW_FinIns_06_10,UOLSEWVW_FinIns_11_15,UOLSEWVW_FinIns_16_20,UOLSEWVW_FinIns_2021,UOLSEWVW_FinIns_NS,UOLSEWVW_FinIns_Tot,UOLSEWVW_RHRE_Bf_91,UOLSEWVW_RHRE_91_95,UOLSEWVW_RHRE_96_00,UOLSEWVW_RHRE_01_05,UOLSEWVW_RHRE_06_10,UOLSEWVW_RHRE_11_15,UOLSEWVW_RHRE_16_20,UOLSEWVW_RHRE_2021,UOLSEWVW_RHRE_NS,UOLSEWVW_RHRE_Tot,UOLSEWVW_ProSTS_Bf_91,UOLSEWVW_ProSTS_91_95,UOLSEWVW_ProSTS_96_00,UOLSEWVW_ProSTS_01_05,UOLSEWVW_ProSTS_06_10,UOLSEWVW_ProSTS_11_15,UOLSEWVW_ProSTS_16_20,UOLSEWVW_ProSTS_2021,UOLSEWVW_ProSTS_NS,UOLSEWVW_ProSTS_Tot,UOLSEWVW_AdSup_Bf_91,UOLSEWVW_AdSup_91_95,UOLSEWVW_AdSup_96_00,UOLSEWVW_AdSup_01_05,UOLSEWVW_AdSup_06_10,UOLSEWVW_AdSup_11_15,UOLSEWVW_AdSup_16_20,UOLSEWVW_AdSup_2021,UOLSEWVW_AdSup_NS,UOLSEWVW_AdSup_Tot,UOLSEWVW_PubAS_Bf_91,UOLSEWVW_PubAS_91_95,UOLSEWVW_PubAS_96_00,UOLSEWVW_PubAS_01_05,UOLSEWVW_PubAS_06_10,UOLSEWVW_PubAS_11_15,UOLSEWVW_PubAS_16_20,UOLSEWVW_PubAS_2021,UOLSEWVW_PubAS_NS,UOLSEWVW_PubAS_Tot,UOLSEWVW_EdTrn_Bf_91,UOLSEWVW_EdTrn_91_95,UOLSEWVW_EdTrn_96_00,UOLSEWVW_EdTrn_01_05,UOLSEWVW_EdTrn_06_10,UOLSEWVW_EdTrn_11_15,UOLSEWVW_EdTrn_16_20,UOLSEWVW_EdTrn_2021,UOLSEWVW_EdTrn_NS,UOLSEWVW_EdTrn_Tot,UOLSEWVW_HC_SA_Bf_91,UOLSEWVW_HC_SA_91_95,UOLSEWVW_HC_SA_96_00,UOLSEWVW_HC_SA_01_05,UOLSEWVW_HC_SA_06_10,UOLSEWVW_HC_SA_11_15,UOLSEWVW_HC_SA_16_20,UOLSEWVW_HC_SA_2021,UOLSEWVW_HC_SA_NS,UOLSEWVW_HC_SA_Tot,UOLSEWVW_ArtsR_Bf_91,UOLSEWVW_ArtsR_91_95,UOLSEWVW_ArtsR_96_00,UOLSEWVW_ArtsR_01_05,UOLSEWVW_ArtsR_06_10,UOLSEWVW_ArtsR_11_15,UOLSEWVW_ArtsR_16_20,UOLSEWVW_ArtsR_2021,UOLSEWVW_ArtsR_NS,UOLSEWVW_ArtsR_Tot,UOLSEWVW_OthSvs_Bf_91,UOLSEWVW_OthSvs_91_95,UOLSEWVW_OthSvs_96_00,UOLSEWVW_OthSvs_01_05,UOLSEWVW_OthSvs_06_10,UOLSEWVW_OthSvs_11_15,UOLSEWVW_OthSvs_16_20,UOLSEWVW_OthSvs_2021,UOLSEWVW_OthSvs_NS,UOLSEWVW_OthSvs_Tot
50101,1654,244,325,411,515,463,276,3,87,3978,0,5,0,7,15,15,48,5,0,103,0,0,4,0,0,0,0,0,0,3,7,3,4,15,48,49,57,0,0,192,0,0,0,0,3,0,0,0,0,8,4,0,0,6,9,10,8,0,0,35,0,0,0,0,3,0,0,0,0,7,12,5,10,5,36,51,16,0,3,135,14,12,17,24,101,144,140,0,4,455,0,0,0,3,3,5,9,0,0,18,0,0,0,0,0,6,0,0,0,7,0,0,0,4,0,0,0,0,0,6,3,0,0,0,6,3,3,0,0,9,11,0,5,8,12,15,4,0,0,60,5,0,0,3,10,8,6,0,0,39,3,0,4,4,9,3,0,0,0,24,7,4,7,6,15,14,9,0,0,61,15,7,11,16,75,56,56,0,0,236,0,0,0,0,0,4,0,0,0,14,5,0,3,4,10,15,10,0,0,51
50102,2844,328,513,783,1303,886,331,13,143,7140,8,5,3,6,17,21,44,16,40,160,9,0,3,10,43,31,11,0,0,107,21,11,18,35,147,193,222,4,4,654,9,0,0,3,39,15,6,0,0,74,18,6,13,19,74,54,29,0,0,225,0,5,0,8,15,15,8,0,0,47,22,3,5,16,77,99,63,0,0,292,6,0,9,22,78,123,89,0,3,347,6,5,3,4,27,36,18,0,0,99,0,0,0,0,3,4,0,0,0,10,0,0,0,0,5,0,3,0,0,11,5,0,0,4,5,6,5,0,0,19,11,4,0,9,45,29,14,0,0,118,12,0,4,4,27,19,25,0,0,95,22,0,6,11,36,28,7,0,0,116,21,6,21,20,57,50,20,0,0,185,40,15,35,73,221,258,176,7,10,832,3,0,3,0,3,4,0,0,0,17,6,0,0,7,26,22,15,0,3,87
50103,825,68,71,99,149,101,61,4,45,1428,17,0,3,9,11,18,55,4,18,133,0,0,0,0,5,9,0,0,0,17,3,4,0,0,4,9,0,0,0,19,0,0,0,0,9,0,0,0,0,9,3,0,0,0,4,5,5,0,0,20,0,0,0,0,0,0,0,0,0,6,3,0,4,5,16,8,4,0,0,29,9,3,4,8,11,12,17,0,0,61,3,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,20,5,0,34,0,0,0,0,7,9,0,0,0,12,3,0,0,6,4,0,4,0,0,11,11,4,6,5,16,17,9,0,0,71,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9
50201,2343,318,412,784,1624,1248,342,13,106,7183,0,0,0,0,5,7,17,0,4,27,0,0,5,6,12,5,4,0,0,33,8,9,9,12,70,42,33,0,0,175,0,0,0,0,14,5,0,0,0,21,16,4,7,10,20,27,8,0,0,89,0,0,0,0,9,5,3,0,0,15,26,5,11,21,103,93,49,0,4,312,15,0,9,29,115,158,128,0,5,466,4,0,0,3,29,17,12,0,0,74,0,0,0,0,3,0,6,0,0,7,3,0,0,0,8,0,0,0,0,14,0,0,3,0,4,3,5,0,0,21,0,0,3,14,19,18,5,0,0,69,3,3,6,9,28,26,38,0,0,122,8,0,9,5,19,16,3,0,0,70,21,13,11,30,72,54,19,0,0,215,23,24,31,77,262,300,93,0,6,815,0,0,0,4,7,12,0,0,0,22,10,0,4,5,40,49,27,0,0,129
50301,3948,710,965,1386,1635,1378,734,53,139,10946,0,0,0,0,0,5,0,0,0,3,6,7,0,3,3,0,3,0,0,20,9,0,12,11,9,9,24,0,0,75,0,0,0,0,9,8,10,0,0,27,26,12,6,15,35,49,11,0,0,159,0,3,0,3,0,5,4,0,0,21,46,22,42,49,103,131,186,0,4,570,46,21,37,65,134,221,339,3,9,873,4,0,10,4,25,22,26,0,0,88,0,0,4,0,0,0,5,0,0,16,12,5,0,12,20,17,7,0,0,76,13,0,11,15,6,11,6,0,0,62,72,30,48,61,121,120,92,0,4,549,13,0,3,11,29,45,103,4,0,215,29,15,22,28,45,28,12,0,0,172,171,80,130,199,260,273,293,5,8,1424,433,232,275,457,1028,821,529,8,15,3809,3,0,5,7,12,18,12,0,0,63,31,16,25,23,49,61,64,0,5,265
50302,17001,3255,4608,6012,8987,7597,3601,180,612,51853,9,0,4,10,10,8,6,0,0,47,332,180,289,567,1290,928,548,22,22,4183,74,27,49,81,152,147,112,3,3,671,69,47,56,104,197,128,113,8,5,725,155,70,91,182,398,354,197,0,5,1447,55,24,27,53,110,119,81,7,6,470,184,68,117,175,398,403,503,4,17,1877,275,105,156,323,821,1203,1868,11,48,4803,118,52,78,141,289,181,152,0,10,1024,59,22,30,52,87,129,108,0,5,489,311,139,219,389,608,539,280,0,11,2494,72,20,53,63,104,86,48,0,4,446,751,406,645,1121,2153,1990,1661,38,45,8801,102,49,91,159,391,470,938,3,18,2223,600,232,315,493,760,515,418,9,27,3351,157,64,99,141,322,322,256,0,8,1372,710,313,411,672,1648,1395,988,16,46,6200,33,17,18,43,57,83,57,0,8,306,100,50,56,98,282,266,206,0,11,1069
50401,2072,343,415,479,767,680,272,14,57,5091,0,3,0,0,7,8,4,0,0,20,9,0,3,10,33,24,11,0,0,96,96,37,36,68,198,194,104,0,10,740,10,0,0,10,10,10,0,0,0,41,48,27,16,27,89,78,43,0,4,335,16,11,16,5,53,44,16,0,0,169,100,33,45,64,160,137,142,0,4,687,52,21,23,46,157,152,192,0,9,653,43,14,24,27,57,52,51,0,0,276,0,3,4,4,0,7,4,0,0,26,11,8,6,8,13,10,4,0,0,52,10,5,13,3,9,11,0,0,0,62,24,11,25,25,41,47,42,0,0,218,19,12,3,15,24,35,41,0,0,155,26,7,6,11,34,29,8,0,0,130,55,19,26,31,79,50,32,0,3,300,89,45,59,94,274,203,206,0,10,966,0,0,0,0,7,15,11,0,0,41,42,10,19,43,92,73,64,0,7,346
50402,1001,123,157,212,278,176,75,3,30,2055,0,0,5,0,0,0,0,0,0,6,3,0,0,0,15,10,3,0,0,33,13,3,4,10,31,35,16,0,4,115,0,0,0,0,0,0,0,0,0,3,9,0,7,0,8,10,0,0,0,38,3,0,6,0,4,9,8,0,0,18,11,0,4,6,20,15,32,0,0,89,8,6,0,4,30,25,22,0,4,100,5,9,4,9,26,10,11,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,6,3,3,6,4,15,6,0,0,0,47,3,5,0,4,3,3,3,0,0,16,17,0,8,8,25,13,12,0,0,83,9,11,0,12,19,7,3,0,0,56,10,8,5,11,57,50,47,0,0,190,0,0,0,0,0,0,0,0,0,0,6,0,0,5,8,12,3,0,0,39
50403,4794,816,1050,1403,2364,1886,697,24,184,13216,35,6,0,10,20,23,55,0,7,154,24,3,8,26,87,54,34,0,0,244,157,64,53,75,308,278,132,3,12,1081,12,5,7,13,36,28,12,0,0,113,104,44,55,76,242,190,122,0,10,839,58,24,39,64,166,135,75,0,3,567,104,42,59,99,299,249,218,0,9,1077,74,40,32,47,298,276,237,3,8,1017,99,30,64,78,330,222,182,0,9,1012,10,6,7,12,34,21,21,0,3,103,14,3,5,10,25,13,4,0,0,84,15,0,5,7,21,24,16,0,0,91,53,24,29,54,103,118,59,0,0,449,41,10,16,20,77,73,79,0,0,323,67,19,50,67,117,78,51,7,3,469,64,24,37,57,129,111,43,0,3,476,115,66,96,185,575,525,313,6,19,1888,4,6,10,14,12,15,3,0,0,67,61,32,22,39,154,106,71,0,15,495
50501,4480,948,1265,2193,3406,2296,768,23,152,15534,0,0,4,0,3,0,0,0,0,7,0,0,0,0,7,3,5,0,0,17,21,4,14,7,27,19,24,0,0,116,0,0,0,0,4,3,4,0,0,13,45,11,12,14,47,44,18,0,0,189,4,6,9,5,8,4,0,0,0,37,80,44,43,87,242,185,195,0,8,877,70,19,35,81,228,226,283,0,13,957,10,8,16,18,72,34,20,0,0,176,0,3,0,0,8,5,4,0,0,26,18,11,6,11,31,23,10,0,0,106,16,0,5,3,15,14,10,0,0,70,42,17,38,43,63,62,40,0,0,307,25,4,11,20,31,48,103,0,0,250,52,17,22,29,71,54,55,0,4,304,127,60,82,111,199,151,116,0,3,844,180,70,117,202,504,422,259,3,11,1760,6,3,11,0,17,7,9,0,0,54,24,13,19,24,75,91,62,0,0,305
