POW_SA3_CODE_2021,TYP_lthc_arth_A_15_24,TYP_ltch_arth_A_25_34,TYP_lthc_arth_A_35_34,TYP_lthc_arth_A_45_54,TYP_lthc_arth_A_55_64,TYP_lthc_arth_A_65_74,TYP_lthc_arth_A_75ov,TYP_lthc_arth_A_tot,TYP_lthc_asth_A_15_24,TYP_lthc_asth_A_25_34,TYP_lthc_asth_A_35_34,TYP_lthc_asth_A_45_54,TYP_lthc_asth_A_55_64,TYP_lthc_asth_A_65_74,TYP_lthc_asth_A_75ov,TYP_lthc_asth_A_tot,TYP_lthc_canc_A_15_24,TYP_lthc_canc_A_25_34,TYP_lthc_canc_A_35_34,TYP_lthc_canc_A_45_54,TYP_lthc_canc_A_55_64,TYP_lthc_canc_A_65_74,TYP_lthc_canc_A_75ov,TYP_lthc_canc_A_tot,TYP_lthc_demen_A_15_24,TYP_lthc_demen_A_25_34,TYP_lthc_demen_A_35_34,TYP_lthc_demen_A_45_54,TYP_lthc_demen_A_55_64,TYP_lthc_demen_A_65_74,TYP_lthc_demen_A_75ov,TYP_lthc_demen_A_tot,TYP_lthc_diab_A_15_24,TYP_lthc_diab_A_25_34,TYP_lthc_diab_A_35_34,TYP_lthc_diab_A_45_54,TYP_lthc_diab_A_55_64,TYP_lthc_diab_A_65_74,TYP_lthc_diab_A_75ov,TYP_lthc_diab_A_tot,TYP_lthc_hear_A_15_24,TYP_lthc_hear_A_25_34,TYP_lthc_hear_A_35_34,TYP_lthc_hear_A_45_54,TYP_lthc_hear_A_55_64,TYP_lthc_hear_A_65_74,TYP_lthc_hear_A_75ov,TYP_lthc_hear_A_tot,TYP_lthc_kidn_A_15_24,TYP_lthc_kidn_A_25_34,TYP_lthc_kidn_A_35_34,TYP_lthc_kidn_A_45_54,TYP_lthc_kidn_A_55_64,TYP_lthc_kidn_A_65_74,TYP_lthc_kidn_A_75ov,TYP_lthc_kidn_A_tot,TYP_lthc_lung_A_15_24,TYP_lthc_lung_A_25_34,TYP_lthc_lung_A_35_34,TYP_lthc_lung_A_45_54,TYP_lthc_lung_A_55_64,TYP_lthc_lung_A_65_74,TYP_lthc_lung_A_75ov,TYP_lthc_lung_A_tot,TYP_lthc_ment_A_15_24,TYP_lthc_ment_A_25_34,TYP_lthc_ment_A_35_34,TYP_lthc_ment_A_45_54,TYP_lthc_ment_A_55_64,TYP_lthc_ment_A_65_74,TYP_lthc_ment_A_75ov,TYP_lthc_ment_A_tot,TYP_lthc_stro_A_15_24,TYP_lthc_stro_A_25_34,TYP_lthc_stro_A_35_34,TYP_lthc_stro_A_45_54,TYP_lthc_stro_A_55_64,TYP_lthc_stro_A_65_74,TYP_lthc_stro_A_75ov,TYP_lthc_stro_A_tot,TYP_lthc_AO_lthc_A_15_24,TYP_lthc_AO_lthc_A_25_34,TYP_lthc_AO_lthc_A_35_34,TYP_lthc_AO_lthc_A_45_54,TYP_lthc_AO_lthc_A_55_64,TYP_lthc_AO_lthc_A_65_74,TYP_lthc_AO_lthc_A_75ov,TYP_lthc_AO_lthc_A_tot,TYP_lthc_NO_lthc_A_15_24,TYP_lthc_NO_lthc_A_25_34,TYP_lthc_NO_lthc_A_35_34,TYP_lthc_NO_lthc_A_45_54,TYP_lthc_NO_lthc_A_55_64,TYP_lthc_NO_lthc_A_65_74,TYP_lthc_NO_lthc_A_75ov,TYP_lthc_NO_lthc_A_tot,TYP_lthc_NS_A_15_24,TYP_lthc_NS_A_25_34,TYP_lthc_NS_A_35_34,TYP_lthc_NS_A_45_54,TYP_lthc_NS_A_55_64,TYP_lthc_NS_A_65_74,TYP_lthc_NS_A_75ov,TYP_lthc_NS_A_tot,TYP_lthc_Tot_A_15_24,TYP_lthc_Tot_A_25_34,TYP_lthc_Tot_A_35_34,TYP_lthc_Tot_A_45_54,TYP_lthc_Tot_A_55_64,TYP_lthc_Tot_A_65_74,TYP_lthc_Tot_A_75ov,TYP_lthc_Tot_A_tot,CNT_lthc_NONE_A_15_24,CNT_lthc_NONE_A_25_34,CNT_lthc_NONE_A_35_34,CNT_lthc_NONE_A_45_54,CNT_lthc_NONE_A_55_64,CNT_lthc_NONE_A_65_74,CNT_lthc_NONE_A_75ov,CNT_lthc_NONE_A_tot,CNT_lthc_ONE_A_15_24,CNT_lthc_ONE_A_25_34,CNT_lthc_ONE_A_35_34,CNT_lthc_ONE_A_45_54,CNT_lthc_ONE_A_55_64,CNT_lthc_ONE_A_65_74,CNT_lthc_ONE_A_75ov,CNT_lthc_ONE_A_tot,CNT_lthc_TWO_A_15_24,CNT_lthc_TWO_A_25_34,CNT_lthc_TWO_A_35_34,CNT_lthc_TWO_A_45_54,CNT_lthc_TWO_A_55_64,CNT_lthc_TWO_A_65_74,CNT_lthc_TWO_A_75ov,CNT_lthc_TWO_A_tot,CNT_lthc_THREEmo_A_15_24,CNT_lthc_THREEmo_A_25_34,CNT_lthc_THREEmo_A_35_34,CNT_lthc_THREEmo_A_45_54,CNT_lthc_THREEmo_A_55_64,CNT_lthc_THREEmo_A_65_74,CNT_lthc_THREEmo_A_75ov,CNT_lthc_THREEmo_A_tot,CNT_lthc_ONEmo_Tot_A_15_24,CNT_lthc_ONEmo_Tot_A_25_34,CNT_lthc_ONEmo_Tot_A_35_34,CNT_lthc_ONEmo_Tot_A_45_54,CNT_lthc_ONEmo_Tot_A_55_64,CNT_lthc_ONEmo_Tot_A_65_74,CNT_lthc_ONEmo_Tot_A_75ov,CNT_lthc_ONEmo_Tot_A_tot,CNT_lthc_NS_A_15_24,CNT_lthc_NS_Tot_A_25_34,CNT_lthc_NS_Tot_A_35_34,CNT_lthc_NS_Tot_A_45_54,CNT_lthc_NS_Tot_A_55_64,CNT_lthc_NS_Tot_A_65_74,CNT_lthc_NS_Tot_A_75ov,CNT_lthc_NS_Tot_A_tot,CNT_lthc_Tot_A_15_24,CNT_lthc_Tot_A_25_34,CNT_lthc_Tot_A_35_34,CNT_lthc_Tot_A_45_54,CNT_lthc_Tot_A_55_64,CNT_lthc_Tot_A_65_74,CNT_lthc_Tot_A_75ov,CNT_lthc_Tot_A_tot
50101,14,52,154,336,559,263,43,1420,245,311,437,365,281,101,15,1759,0,9,51,123,193,119,18,519,0,0,0,0,0,5,0,9,13,29,52,123,170,94,26,505,3,7,18,63,138,130,38,405,3,4,18,14,24,22,0,86,3,6,6,26,64,43,8,153,296,404,508,470,325,63,0,2073,0,4,3,17,25,15,7,73,162,185,272,335,313,121,12,1401,2361,2607,3558,3471,2461,710,89,15255,128,94,181,178,137,31,7,768,3116,3527,4964,5063,4119,1402,204,22399,2462,2715,3735,3689,2641,773,92,16109,470,596,860,932,1007,399,61,4326,51,115,160,219,267,144,32,998,0,4,26,51,67,50,8,209,523,718,1045,1199,1344,596,101,5525,128,94,181,178,137,31,7,768,3116,3527,4964,5063,4119,1402,204,22399
50102,53,149,408,926,1239,438,65,3279,618,809,952,893,602,172,15,4053,8,38,111,244,390,148,24,965,0,0,4,0,3,0,0,16,39,111,222,477,618,236,35,1738,9,27,52,180,397,186,50,894,0,14,29,48,63,30,8,190,13,11,30,69,154,84,15,368,779,1088,1132,1102,615,106,3,4826,0,7,12,30,71,29,7,155,332,455,631,739,747,192,19,3116,5046,6034,6920,6711,4711,1036,116,30577,351,279,321,437,326,84,16,1810,6936,8492,9996,10633,8465,2194,298,47015,5259,6298,7312,7146,5130,1123,128,32390,1149,1622,1889,2314,2129,669,111,9887,170,275,397,593,665,219,35,2357,8,22,79,137,204,98,13,575,1329,1926,2366,3046,3005,987,154,12820,351,279,321,437,326,84,16,1810,6936,8492,9996,10633,8465,2194,298,47015
50103,11,18,58,169,296,185,51,787,98,101,136,161,137,58,12,695,3,11,18,51,94,71,33,278,0,0,0,0,0,0,0,8,8,15,25,69,138,86,30,361,3,6,11,38,85,88,42,272,3,4,4,9,9,5,4,43,3,0,8,9,32,33,11,94,130,164,180,209,180,44,8,907,0,0,8,4,8,9,7,43,43,61,105,131,169,64,25,599,848,987,1166,1388,1276,485,70,6206,38,35,54,80,72,25,14,308,1124,1315,1631,2079,2168,939,216,9475,868,1022,1221,1459,1376,508,82,6545,176,214,297,404,519,287,69,1970,36,38,52,109,148,83,41,508,0,8,9,32,49,37,14,151,215,263,357,538,720,412,126,2627,38,35,54,80,72,25,14,308,1124,1315,1631,2079,2168,939,216,9475
50201,37,76,219,504,782,298,43,1954,451,503,532,532,414,102,13,2548,11,22,63,152,238,111,19,621,0,0,0,0,4,3,3,11,37,51,112,251,376,151,30,1014,15,17,38,94,250,130,35,582,0,5,18,18,43,17,7,118,4,4,14,53,79,57,12,220,590,748,661,609,399,69,8,3084,3,0,8,13,39,24,4,96,237,339,380,498,470,132,15,2071,4226,3721,4109,4116,2940,642,66,19818,251,146,217,278,233,49,14,1190,5658,5289,5918,6432,5349,1404,185,30240,4395,3924,4331,4394,3199,707,73,21024,871,1034,1116,1380,1364,424,58,6245,124,173,198,319,418,162,30,1422,8,18,51,67,135,67,17,358,1007,1220,1368,1764,1919,649,103,8025,251,146,217,278,233,49,14,1190,5658,5289,5918,6432,5349,1404,185,30240
50301,39,144,216,503,860,450,99,2305,555,910,757,681,544,166,26,3639,8,50,120,222,374,201,58,1034,0,4,0,0,4,0,7,15,30,64,155,239,374,183,41,1080,16,37,44,141,290,224,91,834,11,19,21,33,42,24,9,159,10,20,21,32,81,56,19,235,784,1267,927,729,492,107,25,4328,4,10,7,21,41,19,8,110,334,693,664,707,663,244,48,3357,5234,7609,7159,6161,4351,1273,178,31969,243,272,251,298,251,67,16,1398,6972,10460,9765,9025,7358,2516,471,46564,5443,8026,7606,6624,4746,1422,203,34071,1146,1835,1599,1689,1773,727,167,8932,135,306,267,336,452,230,64,1795,7,21,42,81,124,73,23,368,1289,2163,1908,2101,2354,1024,253,11101,243,272,251,298,251,67,16,1398,6972,10460,9765,9025,7358,2516,471,46564
50302,121,627,1253,2415,3108,1255,183,8953,1688,4463,4665,3604,2116,556,55,17152,44,230,580,1067,1358,603,111,3991,5,0,4,4,11,0,5,35,98,386,979,1623,1925,740,81,5831,40,86,247,788,1317,769,121,3367,22,75,144,179,177,79,15,692,25,54,102,219,382,196,37,1016,2536,5849,5020,3553,1890,312,27,19184,14,32,83,122,163,73,24,517,1097,2920,3686,3565,2796,733,71,14871,16286,40116,42680,30731,16955,3635,305,150712,675,1234,1307,1355,851,213,30,5668,21634,53224,57463,45311,28819,7480,779,214707,16931,41835,45107,33054,18586,4010,333,159855,3511,8638,9279,8680,7021,2245,241,39609,486,1400,1559,1849,1821,752,116,7993,35,117,215,365,540,259,55,1581,4026,10158,11051,10901,9383,3254,407,49182,675,1234,1307,1355,851,213,30,5668,21634,53224,57463,45311,28819,7480,779,214707
50401,27,56,153,297,511,232,33,1314,404,438,460,412,310,94,12,2135,4,26,62,112,172,93,23,493,0,0,0,0,0,0,4,8,25,52,133,253,327,161,29,979,3,11,29,97,205,124,40,508,11,17,27,17,30,20,0,113,8,14,8,33,68,33,8,177,503,594,545,444,284,56,5,2431,0,0,15,26,41,23,14,108,225,266,359,419,382,113,7,1773,3527,4170,4143,3579,2459,654,68,18604,174,125,175,180,190,59,5,915,4694,5489,5754,5358,4321,1383,163,27166,3657,4336,4379,3845,2675,717,73,19682,752,870,994,1025,1078,425,46,5185,101,153,172,247,295,133,26,1138,8,11,27,50,87,46,19,247,863,1029,1189,1332,1462,608,94,6566,174,125,175,180,190,59,5,915,4694,5489,5754,5358,4321,1383,163,27166
50402,15,33,53,147,272,106,20,637,160,157,149,184,162,48,4,870,0,11,25,47,81,45,14,229,0,0,0,0,0,3,0,6,7,16,34,89,139,57,8,346,5,0,13,49,86,55,16,226,0,4,10,14,15,10,4,51,0,0,10,21,31,9,5,78,193,191,205,197,149,26,5,969,0,0,4,5,10,3,3,25,89,110,120,137,155,67,9,689,1161,1132,1315,1400,1098,323,49,6469,66,45,51,86,64,20,4,344,1610,1593,1844,2122,1939,643,100,9849,1215,1192,1387,1472,1177,356,50,6853,274,294,314,436,494,195,28,2030,46,55,71,94,158,57,17,499,4,4,17,39,41,19,5,133,326,351,405,566,692,267,51,2654,66,45,51,86,64,20,4,344,1610,1593,1844,2122,1939,643,100,9849
50403,52,185,386,837,1170,464,86,3185,828,1182,1196,1041,748,188,27,5207,21,44,126,282,426,179,34,1115,0,0,0,7,11,8,0,17,45,123,313,659,832,336,48,2358,17,30,77,274,515,275,65,1253,15,28,36,69,68,31,4,259,12,23,33,113,209,114,25,517,1075,1534,1325,1136,664,95,5,5840,4,10,27,56,66,23,15,200,523,673,907,994,852,182,37,4174,7860,10239,9716,8464,5484,1203,124,43078,404,425,414,478,366,91,15,2194,10432,13789,13602,12938,9775,2570,348,63447,8195,10630,10298,9038,5974,1292,136,45571,1598,2326,2344,2590,2494,813,115,12270,218,371,463,648,711,260,58,2723,11,33,81,185,242,115,25,693,1829,2733,2887,3420,3439,1186,192,15681,404,425,414,478,366,91,15,2194,10432,13789,13602,12938,9775,2570,348,63447
50501,55,130,274,733,1077,434,49,2757,810,806,863,849,603,183,17,4129,22,39,106,287,357,183,34,1028,0,0,0,0,7,4,0,10,51,71,153,298,483,234,21,1310,6,19,41,174,351,238,52,883,6,17,26,39,55,26,5,165,8,16,27,64,124,68,12,323,1029,1099,1012,905,533,93,12,4685,4,12,15,26,42,33,4,129,470,597,680,817,763,247,20,3588,7638,6569,6772,6698,4612,1104,79,33472,381,274,298,394,294,64,5,1714,10096,9043,9579,10281,8100,2313,228,49633,7943,6895,7182,7208,5029,1236,85,35579,1562,1584,1723,2115,2093,675,83,9829,194,258,317,442,542,248,33,2035,8,36,55,113,147,87,18,470,1767,1875,2094,2670,2778,1020,135,12342,381,274,298,394,294,64,5,1714,10096,9043,9579,10281,8100,2313,228,49633
