POW_SA3_CODE_2021,TYP_lthc_arth_A_15_24,TYP_ltch_arth_A_25_34,TYP_lthc_arth_A_35_34,TYP_lthc_arth_A_45_54,TYP_lthc_arth_A_55_64,TYP_lthc_arth_A_65_74,TYP_lthc_arth_A_75ov,TYP_lthc_arth_A_tot,TYP_lthc_asth_A_15_24,TYP_lthc_asth_A_25_34,TYP_lthc_asth_A_35_34,TYP_lthc_asth_A_45_54,TYP_lthc_asth_A_55_64,TYP_lthc_asth_A_65_74,TYP_lthc_asth_A_75ov,TYP_lthc_asth_A_tot,TYP_lthc_canc_A_15_24,TYP_lthc_canc_A_25_34,TYP_lthc_canc_A_35_34,TYP_lthc_canc_A_45_54,TYP_lthc_canc_A_55_64,TYP_lthc_canc_A_65_74,TYP_lthc_canc_A_75ov,TYP_lthc_canc_A_tot,TYP_lthc_demen_A_15_24,TYP_lthc_demen_A_25_34,TYP_lthc_demen_A_35_34,TYP_lthc_demen_A_45_54,TYP_lthc_demen_A_55_64,TYP_lthc_demen_A_65_74,TYP_lthc_demen_A_75ov,TYP_lthc_demen_A_tot,TYP_lthc_diab_A_15_24,TYP_lthc_diab_A_25_34,TYP_lthc_diab_A_35_34,TYP_lthc_diab_A_45_54,TYP_lthc_diab_A_55_64,TYP_lthc_diab_A_65_74,TYP_lthc_diab_A_75ov,TYP_lthc_diab_A_tot,TYP_lthc_hear_A_15_24,TYP_lthc_hear_A_25_34,TYP_lthc_hear_A_35_34,TYP_lthc_hear_A_45_54,TYP_lthc_hear_A_55_64,TYP_lthc_hear_A_65_74,TYP_lthc_hear_A_75ov,TYP_lthc_hear_A_tot,TYP_lthc_kidn_A_15_24,TYP_lthc_kidn_A_25_34,TYP_lthc_kidn_A_35_34,TYP_lthc_kidn_A_45_54,TYP_lthc_kidn_A_55_64,TYP_lthc_kidn_A_65_74,TYP_lthc_kidn_A_75ov,TYP_lthc_kidn_A_tot,TYP_lthc_lung_A_15_24,TYP_lthc_lung_A_25_34,TYP_lthc_lung_A_35_34,TYP_lthc_lung_A_45_54,TYP_lthc_lung_A_55_64,TYP_lthc_lung_A_65_74,TYP_lthc_lung_A_75ov,TYP_lthc_lung_A_tot,TYP_lthc_ment_A_15_24,TYP_lthc_ment_A_25_34,TYP_lthc_ment_A_35_34,TYP_lthc_ment_A_45_54,TYP_lthc_ment_A_55_64,TYP_lthc_ment_A_65_74,TYP_lthc_ment_A_75ov,TYP_lthc_ment_A_tot,TYP_lthc_stro_A_15_24,TYP_lthc_stro_A_25_34,TYP_lthc_stro_A_35_34,TYP_lthc_stro_A_45_54,TYP_lthc_stro_A_55_64,TYP_lthc_stro_A_65_74,TYP_lthc_stro_A_75ov,TYP_lthc_stro_A_tot,TYP_lthc_AO_lthc_A_15_24,TYP_lthc_AO_lthc_A_25_34,TYP_lthc_AO_lthc_A_35_34,TYP_lthc_AO_lthc_A_45_54,TYP_lthc_AO_lthc_A_55_64,TYP_lthc_AO_lthc_A_65_74,TYP_lthc_AO_lthc_A_75ov,TYP_lthc_AO_lthc_A_tot,TYP_lthc_NO_lthc_A_15_24,TYP_lthc_NO_lthc_A_25_34,TYP_lthc_NO_lthc_A_35_34,TYP_lthc_NO_lthc_A_45_54,TYP_lthc_NO_lthc_A_55_64,TYP_lthc_NO_lthc_A_65_74,TYP_lthc_NO_lthc_A_75ov,TYP_lthc_NO_lthc_A_tot,TYP_lthc_NS_A_15_24,TYP_lthc_NS_A_25_34,TYP_lthc_NS_A_35_34,TYP_lthc_NS_A_45_54,TYP_lthc_NS_A_55_64,TYP_lthc_NS_A_65_74,TYP_lthc_NS_A_75ov,TYP_lthc_NS_A_tot,TYP_lthc_Tot_A_15_24,TYP_lthc_Tot_A_25_34,TYP_lthc_Tot_A_35_34,TYP_lthc_Tot_A_45_54,TYP_lthc_Tot_A_55_64,TYP_lthc_Tot_A_65_74,TYP_lthc_Tot_A_75ov,TYP_lthc_Tot_A_tot,CNT_lthc_NONE_A_15_24,CNT_lthc_NONE_A_25_34,CNT_lthc_NONE_A_35_34,CNT_lthc_NONE_A_45_54,CNT_lthc_NONE_A_55_64,CNT_lthc_NONE_A_65_74,CNT_lthc_NONE_A_75ov,CNT_lthc_NONE_A_tot,CNT_lthc_ONE_A_15_24,CNT_lthc_ONE_A_25_34,CNT_lthc_ONE_A_35_34,CNT_lthc_ONE_A_45_54,CNT_lthc_ONE_A_55_64,CNT_lthc_ONE_A_65_74,CNT_lthc_ONE_A_75ov,CNT_lthc_ONE_A_tot,CNT_lthc_TWO_A_15_24,CNT_lthc_TWO_A_25_34,CNT_lthc_TWO_A_35_34,CNT_lthc_TWO_A_45_54,CNT_lthc_TWO_A_55_64,CNT_lthc_TWO_A_65_74,CNT_lthc_TWO_A_75ov,CNT_lthc_TWO_A_tot,CNT_lthc_THREEmo_A_15_24,CNT_lthc_THREEmo_A_25_34,CNT_lthc_THREEmo_A_35_34,CNT_lthc_THREEmo_A_45_54,CNT_lthc_THREEmo_A_55_64,CNT_lthc_THREEmo_A_65_74,CNT_lthc_THREEmo_A_75ov,CNT_lthc_THREEmo_A_tot,CNT_lthc_ONEmo_Tot_A_15_24,CNT_lthc_ONEmo_Tot_A_25_34,CNT_lthc_ONEmo_Tot_A_35_34,CNT_lthc_ONEmo_Tot_A_45_54,CNT_lthc_ONEmo_Tot_A_55_64,CNT_lthc_ONEmo_Tot_A_65_74,CNT_lthc_ONEmo_Tot_A_75ov,CNT_lthc_ONEmo_Tot_A_tot,CNT_lthc_NS_A_15_24,CNT_lthc_NS_Tot_A_25_34,CNT_lthc_NS_Tot_A_35_34,CNT_lthc_NS_Tot_A_45_54,CNT_lthc_NS_Tot_A_55_64,CNT_lthc_NS_Tot_A_65_74,CNT_lthc_NS_Tot_A_75ov,CNT_lthc_NS_Tot_A_tot,CNT_lthc_Tot_A_15_24,CNT_lthc_Tot_A_25_34,CNT_lthc_Tot_A_35_34,CNT_lthc_Tot_A_45_54,CNT_lthc_Tot_A_55_64,CNT_lthc_Tot_A_65_74,CNT_lthc_Tot_A_75ov,CNT_lthc_Tot_A_tot
50702,27,88,148,338,584,264,54,1514,390,466,542,439,354,97,11,2304,7,22,54,157,209,114,22,579,0,0,0,0,0,5,0,7,27,41,100,241,331,131,10,877,13,20,27,111,243,143,38,587,7,5,17,28,28,20,0,106,4,3,20,41,77,63,7,222,593,735,602,554,321,82,6,2895,0,0,6,29,27,23,3,84,213,341,412,495,424,152,16,2054,3483,4677,4526,4086,2894,764,74,20508,156,183,221,214,172,64,13,1018,4719,6284,6291,6144,4943,1549,199,30124,3612,4886,4789,4404,3139,841,88,21750,845,1053,1078,1199,1194,425,65,5863,97,153,189,269,342,152,28,1234,9,13,20,59,91,60,5,266,953,1213,1286,1525,1632,639,103,7359,156,183,221,214,172,64,13,1018,4719,6284,6291,6144,4943,1549,199,30124
50703,14,46,121,273,339,119,13,927,161,318,350,294,176,43,0,1338,3,23,24,76,115,55,4,300,0,0,0,0,3,0,0,6,14,37,73,195,248,80,13,655,6,5,31,84,156,51,10,345,3,10,11,12,19,10,0,68,0,8,8,24,60,23,4,130,173,360,365,300,168,33,0,1406,0,0,7,18,17,11,0,47,87,157,233,297,219,46,0,1049,1602,2755,3080,2720,1709,288,20,12175,79,99,117,168,114,22,0,605,2062,3637,4160,4065,2940,625,43,17533,1654,2853,3219,2912,1846,309,20,12809,298,566,677,759,718,202,18,3228,35,99,120,188,195,72,5,719,0,13,18,43,63,19,3,169,329,678,816,986,980,295,25,4117,79,99,117,168,114,22,0,605,2062,3637,4160,4065,2940,625,43,17533
50704,24,119,234,550,803,389,62,2177,590,834,764,672,464,128,21,3465,15,39,86,200,329,141,39,849,3,0,0,4,0,3,0,14,41,87,171,336,458,201,34,1324,15,21,41,134,281,213,44,753,16,18,31,34,38,29,7,171,12,17,26,42,89,58,11,247,799,1086,849,700,496,71,8,4011,3,4,15,15,41,21,6,105,379,631,609,702,659,209,30,3226,5480,7050,7198,6101,4146,1111,107,31187,271,219,264,322,248,67,8,1398,7325,9551,9696,9061,7054,2179,274,45144,5703,7425,7569,6565,4547,1220,117,33146,1203,1633,1551,1734,1700,628,92,8542,133,247,262,370,431,209,37,1692,12,24,45,64,135,59,19,358,1349,1908,1862,2169,2264,896,147,10595,271,219,264,322,248,67,8,1398,7325,9551,9696,9061,7054,2179,274,45144
50705,40,143,277,631,792,253,24,2157,587,740,710,569,373,87,9,3069,7,27,75,162,263,85,17,643,0,4,3,0,0,0,3,3,39,57,131,326,404,131,19,1107,6,31,45,131,272,115,15,625,7,21,23,26,33,19,5,122,7,19,28,58,119,40,4,272,712,1051,923,721,392,48,3,3858,0,3,14,30,42,21,3,111,333,434,517,598,482,93,6,2467,5210,5308,4959,4170,2738,486,50,22923,249,199,232,264,185,39,5,1168,6870,7489,7289,6815,5109,1122,118,34820,5410,5539,5263,4538,3002,525,59,24335,1033,1456,1440,1507,1335,385,41,7190,168,259,282,394,443,125,13,1689,10,32,70,114,144,48,9,429,1208,1750,1790,2016,1922,554,64,9307,249,199,232,264,185,39,5,1168,6870,7489,7289,6815,5109,1122,118,34820
50901,17,65,184,455,799,384,102,2018,337,468,468,520,407,145,17,2363,6,27,41,138,243,170,55,669,0,0,3,3,0,4,6,22,18,50,86,226,351,186,46,953,12,16,33,103,255,200,70,688,0,9,12,26,32,20,4,103,9,4,10,38,93,58,10,229,408,596,596,588,438,112,15,2743,3,4,9,19,29,27,20,108,146,239,299,453,441,163,31,1767,2572,2848,3317,3529,3007,942,138,16351,146,122,163,209,211,65,14,936,3502,4110,4828,5617,5374,1977,378,25781,2653,2962,3498,3800,3244,1033,146,17329,603,847,937,1183,1359,570,130,5637,91,161,193,346,413,211,69,1488,6,22,35,73,140,92,22,388,703,1028,1169,1603,1916,875,217,7515,146,122,163,209,211,65,14,936,3502,4110,4828,5617,5374,1977,378,25781
50902,15,63,133,361,680,376,123,1750,241,355,383,437,402,138,22,1980,8,12,38,108,229,150,45,592,0,0,0,4,0,3,3,15,17,45,94,221,401,216,50,1043,4,14,28,109,277,191,73,696,4,7,22,23,37,24,15,132,3,5,13,29,121,69,15,257,246,359,439,450,339,96,17,1946,6,0,11,16,30,29,6,95,93,165,234,348,373,145,36,1401,1879,2863,2896,3058,2741,921,172,14533,98,113,118,153,172,82,11,741,2531,3799,4097,4737,4921,1929,450,22475,1945,2952,3040,3241,2945,997,188,15318,445,611,759,1001,1286,535,163,4806,52,102,148,279,374,227,77,1252,4,19,28,63,146,88,20,357,492,731,935,1335,1808,854,255,6417,98,113,118,153,172,82,11,741,2531,3799,4097,4737,4921,1929,450,22475
50903,4,30,69,174,326,204,54,862,107,148,214,205,178,71,12,935,0,12,19,49,103,60,37,278,0,0,0,0,0,0,0,0,11,23,36,93,162,77,18,423,0,4,14,39,126,85,38,306,0,0,9,3,12,8,3,44,3,3,7,23,47,25,11,114,106,186,222,233,162,39,3,955,0,0,6,12,23,7,7,51,54,89,121,134,185,55,19,655,784,1354,1560,1654,1301,452,86,7189,46,72,72,93,82,27,9,397,1056,1839,2221,2452,2312,915,233,11036,807,1408,1644,1730,1402,478,92,7567,177,306,424,496,590,283,90,2365,31,43,74,106,177,100,30,560,0,7,4,38,63,30,10,145,203,361,503,637,827,413,127,3073,46,72,72,93,82,27,9,397,1056,1839,2221,2452,2312,915,233,11036
51001,11,35,72,160,280,135,14,702,107,248,232,222,171,58,8,1043,3,10,27,62,105,47,12,263,0,0,0,0,3,7,3,12,7,29,87,137,180,73,11,528,0,17,26,51,109,67,11,285,0,4,17,23,22,14,0,87,0,8,5,30,64,35,0,138,135,252,231,220,116,20,0,976,0,0,0,10,13,8,0,37,47,141,163,180,186,52,0,770,1397,3055,2564,2063,1467,371,38,10962,66,93,116,132,77,26,0,512,1736,3785,3374,3023,2430,749,72,15170,1435,3148,2674,2183,1571,403,38,11443,213,490,478,559,548,215,21,2529,22,46,95,117,195,81,10,567,6,5,14,37,45,27,4,125,240,546,585,711,780,321,34,3218,66,93,116,132,77,26,0,512,1736,3785,3374,3023,2430,749,72,15170
51002,11,87,185,289,394,105,4,1080,188,604,585,374,254,48,0,2055,4,33,41,90,143,49,3,369,0,6,0,0,0,0,0,5,15,52,139,288,354,85,0,951,5,23,41,146,213,62,3,491,4,16,25,24,34,9,3,111,0,20,17,39,65,21,0,163,152,517,459,342,194,15,0,1679,0,3,8,14,26,13,0,69,48,233,298,312,221,51,0,1165,1851,5799,5604,4275,2459,337,18,20340,91,217,240,192,169,34,0,943,2309,7372,7324,6009,4033,689,31,27768,1888,5957,5809,4474,2591,368,18,21099,288,1054,1081,1117,980,199,3,4723,39,127,173,187,225,66,5,824,3,17,25,36,73,25,3,181,330,1202,1281,1341,1281,285,14,5728,91,217,240,192,169,34,0,943,2309,7372,7324,6009,4033,689,31,27768
51003,13,82,161,313,417,95,14,1092,160,537,558,411,244,36,0,1946,4,24,78,110,138,48,8,409,0,0,3,4,0,0,0,11,14,63,130,308,327,68,9,916,5,13,47,141,188,45,3,450,8,6,14,27,25,3,0,89,0,11,8,43,58,20,0,146,153,486,502,342,183,22,0,1696,0,5,10,18,17,6,5,61,87,229,300,317,245,42,5,1229,1917,5322,5843,4567,2521,357,12,20544,89,168,211,233,146,28,0,870,2396,6732,7553,6400,4062,652,36,27827,1983,5480,6046,4786,2679,377,12,21369,299,946,1107,1119,954,180,8,4617,31,132,157,220,231,42,5,815,0,14,25,47,52,23,4,166,329,1088,1290,1385,1245,244,22,5595,89,168,211,233,146,28,0,870,2396,6732,7553,6400,4062,652,36,27827
51101,8,24,47,130,166,78,23,467,94,135,160,155,119,21,13,698,0,3,15,36,69,33,10,166,0,0,0,0,0,0,0,0,7,14,33,82,105,39,12,287,0,0,9,31,68,35,18,166,0,11,0,17,5,8,0,37,3,0,9,8,25,9,5,69,97,128,162,140,95,3,5,633,0,0,0,5,4,8,3,23,25,62,62,95,101,31,8,399,796,1131,1094,1177,861,224,38,5323,33,44,39,48,60,8,5,238,1042,1480,1525,1753,1478,424,97,7790,814,1162,1137,1230,921,235,44,5548,167,238,290,365,365,130,26,1578,17,33,53,89,89,34,23,342,0,3,9,16,39,13,5,92,191,271,357,476,489,177,50,2003,33,44,39,48,60,8,5,238,1042,1480,1525,1753,1478,424,97,7790
51102,0,14,22,57,97,50,7,252,41,54,76,62,58,13,0,305,0,0,8,22,47,16,0,89,0,0,0,0,0,0,0,0,4,5,14,53,67,26,3,166,0,4,4,30,41,28,8,107,0,0,0,5,9,6,5,23,0,0,0,4,19,8,0,42,40,64,59,68,34,10,0,278,0,0,0,3,4,0,0,9,16,36,52,65,48,9,0,227,471,862,719,697,515,137,11,3411,15,28,28,43,34,14,5,165,579,1034,944,995,865,256,30,4703,484,887,750,733,541,139,11,3542,74,97,140,158,217,71,10,766,11,19,24,48,56,21,8,178,0,0,3,15,19,18,0,48,84,120,163,221,284,105,19,993,15,28,28,43,34,14,5,165,579,1034,944,995,865,256,30,4703
51103,24,76,188,347,481,177,18,1312,268,519,470,343,276,42,9,1931,4,32,52,116,153,55,5,417,0,0,0,0,0,0,4,8,17,53,147,325,394,114,9,1059,3,20,12,113,225,87,12,470,3,15,16,32,38,20,3,123,0,9,7,38,86,36,4,186,274,502,485,394,201,26,0,1881,0,5,0,19,35,8,5,78,108,258,304,345,317,62,11,1402,2619,5056,4484,3749,2511,455,31,18912,122,185,214,243,170,27,0,954,3345,6479,6056,5553,4253,901,75,26655,2695,5234,4674,3971,2706,489,34,19800,462,905,989,1045,995,257,23,4680,55,134,159,236,278,91,8,958,3,18,26,61,102,36,9,259,530,1055,1174,1338,1377,389,34,5894,122,185,214,243,170,27,0,954,3345,6479,6056,5553,4253,901,75,26655
51104,19,59,161,406,611,293,72,1616,343,477,498,469,344,96,16,2253,9,12,50,113,233,113,29,557,0,0,4,5,5,0,6,13,24,66,123,292,450,173,22,1151,9,15,51,118,285,144,46,659,3,5,26,31,31,18,14,133,9,0,17,47,96,44,15,231,339,508,521,527,349,62,14,2318,0,4,15,27,23,19,7,91,140,240,308,370,377,123,26,1584,2698,3766,3713,3808,2888,727,102,17700,158,172,189,247,190,65,10,1035,3608,5073,5274,5810,5076,1524,263,26622,2780,3918,3896,4030,3081,784,109,18606,593,828,969,1155,1336,441,84,5401,68,140,179,278,353,170,41,1229,7,13,39,98,120,52,21,347,665,990,1190,1531,1807,666,144,6980,158,172,189,247,190,65,10,1035,3608,5073,5274,5810,5076,1524,263,26622
59797,5,0,4,20,18,3,0,51,5,15,23,13,7,6,0,70,0,0,0,6,9,3,0,18,0,0,0,0,0,0,0,0,0,0,5,8,3,0,0,18,0,0,0,5,8,3,0,24,0,0,0,0,0,0,0,8,0,0,0,0,3,4,0,4,6,19,24,17,6,0,0,64,0,0,0,0,0,0,0,3,0,7,10,9,6,0,0,34,49,208,340,336,152,16,0,1109,0,6,14,9,4,0,0,31,66,252,411,418,212,28,0,1386,55,210,350,349,157,16,0,1131,8,32,44,59,39,7,0,197,0,4,7,4,9,3,0,31,0,0,0,0,0,0,0,4,8,38,50,65,51,12,0,224,0,6,14,9,4,0,0,31,66,252,411,418,212,28,0,1386
59999,31,184,352,773,1292,602,134,3373,576,979,1027,886,660,233,39,4414,15,62,99,224,416,264,73,1150,0,4,0,0,13,7,7,32,29,102,238,504,754,370,72,2070,10,45,84,259,576,366,99,1434,9,24,31,53,56,37,19,231,13,25,44,104,222,127,33,567,778,1342,1227,1083,729,167,7,5336,0,7,17,41,62,53,12,194,306,548,678,830,791,284,49,3472,5592,10014,9643,8525,6237,1661,180,41844,256,397,432,499,367,105,19,2078,7310,13102,13038,12601,10552,3447,516,60566,5769,10332,10035,9049,6659,1817,193,43852,1111,2017,2119,2351,2595,1037,186,11422,163,325,384,577,668,344,80,2539,5,33,69,131,253,145,46,681,1283,2374,2576,3058,3514,1528,305,14634,256,397,432,499,367,105,19,2078,7310,13102,13038,12601,10552,3447,516,60566
