SUA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
5000,24,3,3,12,0,3,0,0,3,33,0,93,8,0,0,7,0,0,0,7,0,26,0,44,4,6,0,5,0,10,0,4,3,34,0,62,3,0,0,3,0,9,0,10,0,24,0,46,10,0,0,14,0,18,3,20,3,175,0,251,7,9,0,21,5,22,4,38,10,129,4,258,21,13,3,43,4,51,4,90,11,280,4,525,38,41,6,66,11,108,10,109,22,224,6,648,66,78,10,148,16,268,15,132,24,227,6,995,88,108,15,366,25,363,20,130,34,194,10,1344,104,85,21,422,43,381,26,97,39,95,5,1312,173,80,20,551,42,355,32,66,28,94,11,1461,571,146,54,1213,130,751,60,123,86,129,9,3285,681,126,56,1226,154,285,63,45,36,63,0,2741,671,77,45,887,115,322,59,42,48,50,3,2319,549,51,27,560,83,121,29,18,16,16,0,1455,1341,103,73,1065,196,418,103,43
5001,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,12,0,0,0,0,0,0,0,3,0,4,0,11,0,0,0,3,0,8,0,8,0,13,3,39,0,8,0,3,0,11,0,16,0,16,0,60,0,15,0,22,0,34,0,21,0,26,0,122,6,25,0,61,3,73,3,19,0,24,0,228,10,18,0,70,9,75,4,15,8,21,0,228,19,14,4,105,9,54,3,11,4,8,0,234,100,40,3,231,34,92,13,24,4,14,5,551,129,21,0,217,16,40,15,9,5,9,0,457,116,18,0,164,16,27,3,9,0,0,0,358,80,10,5,72,13,12,6,0,4,0,0,190,155,9,0,135,15,50,7,3
5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,3,0,6,0,4,0,12,0,0,0,5,0,7,0,4,0,10,0,27,0,0,0,3,0,3,0,3,0,11,0,32,0,7,5,4,0,9,0,0,0,3,0,35,4,4,0,20,3,13,0,3,4,0,0,57,35,6,0,56,9,28,0,10,4,10,0,167,54,5,0,76,10,14,3,4,0,0,0,175,76,0,5,85,12,17,7,5,0,0,0,196,62,0,6,33,13,13,3,3,0,0,3,130,153,5,4,91,16,26,0,6
5003,0,0,0,0,0,3,0,0,0,8,0,12,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,6,0,13,0,21,0,0,0,0,0,3,0,7,0,16,0,36,0,3,0,0,0,12,0,15,3,34,0,79,5,3,0,7,0,28,0,20,3,44,0,118,8,16,0,31,4,77,6,28,9,53,0,235,10,30,6,81,14,131,4,57,10,54,0,391,16,26,3,132,7,159,11,24,12,26,0,424,35,21,3,180,19,155,10,30,10,27,0,502,159,58,14,489,54,341,12,40,24,41,0,1242,238,39,7,572,49,115,34,22,11,17,3,1103,272,35,13,447,47,113,23,15,15,15,0,995,230,12,5,253,22,38,18,8,4,4,6,592,519,27,14,445,74,170,27,18
5004,0,0,3,0,0,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7,0,0,0,0,0,3,0,4,0,0,0,17,3,3,0,0,0,5,0,15,0,10,0,46,10,5,0,9,0,12,0,9,0,16,0,60,14,11,0,21,3,34,0,22,5,23,0,127,11,24,3,43,4,74,3,35,0,27,0,218,8,19,3,102,7,54,3,16,5,15,0,241,20,25,3,97,5,60,6,12,3,6,0,239,90,35,9,274,20,95,17,16,10,14,0,586,127,37,6,271,19,48,15,15,11,9,0,553,123,21,4,201,16,42,29,11,5,3,0,455,90,12,4,114,14,9,13,0,5,0,0,263,217,31,7,256,32,58,24,16
5005,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,4,0,4,0,5,0,13,0,4,0,3,0,9,0,0,0,9,0,32,0,4,0,17,0,25,0,3,3,5,0,64,3,5,0,29,0,17,0,0,0,4,0,62,9,4,0,30,4,17,0,5,4,5,0,75,36,4,5,74,4,35,3,5,6,3,0,180,34,7,3,69,9,10,0,0,0,5,0,136,35,9,5,60,10,17,3,0,0,0,0,128,24,5,0,36,0,6,3,0,0,0,0,67,58,0,5,55,4,8,4,0
5006,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,7,0,9,0,17,0,0,0,0,0,3,0,10,0,17,3,35,0,9,0,0,0,10,0,14,0,23,0,63,5,5,0,7,0,29,0,9,4,28,0,83,5,14,5,31,3,49,8,27,3,31,0,178,13,8,0,64,7,65,5,10,0,16,0,187,23,9,4,66,4,46,0,21,7,19,0,200,89,26,3,219,31,131,10,21,13,18,0,559,120,37,3,261,17,40,19,14,6,8,0,514,138,11,4,159,23,46,12,7,4,3,0,411,134,4,4,93,16,19,11,0,0,0,0,289,263,21,9,172,22,59,24,11
5007,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,3,0,0,0,9,0,13,0,0,0,5,0,4,0,3,0,12,0,33,0,3,0,0,0,16,4,4,0,8,0,43,3,3,0,7,0,27,0,11,0,8,0,60,0,5,0,22,0,42,0,3,5,13,0,90,5,4,0,47,0,46,4,3,11,0,0,124,37,5,4,130,16,168,4,12,5,13,4,398,87,18,0,175,16,51,9,9,4,3,0,376,133,12,3,157,22,94,9,4,3,3,5,445,123,0,3,96,24,30,12,3,5,0,0,294,447,20,13,262,57,132,12,6
5008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,3,3,0,15,0,0,0,6,0,15,0,3,0,3,0,31,3,4,0,11,0,14,0,0,3,0,0,40,5,4,0,20,0,24,0,4,5,3,0,69,31,3,0,45,8,81,5,6,0,3,0,204,50,7,0,102,8,26,4,3,0,0,0,204,71,7,7,85,18,44,0,0,9,0,0,243,75,0,4,75,10,13,10,0,0,0,0,179,306,26,11,290,65,153,22,3
5009,38,14,8,33,0,45,6,23,27,606,15,820,5,11,0,6,0,13,0,33,6,133,3,213,9,12,3,7,0,21,7,86,6,212,5,362,3,6,0,8,0,33,0,92,12,197,0,354,9,19,0,19,8,68,11,207,18,488,4,846,18,55,3,40,4,141,17,377,43,549,16,1276,46,158,14,119,9,447,17,686,88,1088,18,2684,66,301,12,273,25,1201,39,903,115,1108,30,4077,156,603,29,736,79,2599,87,1303,205,1600,40,7441,444,989,62,2343,178,3860,155,1276,248,1455,52,11056,575,813,65,3324,303,4059,168,1035,276,1184,36,11845,1069,820,76,4375,415,4072,187,783,264,1018,53,13136,5198,1651,233,11633,1243,8686,507,1481,573,1707,82,33004,6670,1351,288,13460,1493,3198,580,798,284,971,43,29137,7296,1013,243,11342,1481,4017,464,646,286,689,33,27493,6947,628,195,7390,1171,1358,333,335,116,342,31,18836,23114,1775,527,22204,3012,9451,810,1131
