SUA_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
5000,4,7,23,79,25,20,4,0,0,155,7167,15539,11832,24896,14034,14176,11540,4709,1160,105063,0,0,0,25,3,0,0,0,0,28,0,0,0,9,4,4,4,0,0,21,0,3,4,44,3,0,0,0,0,61,0,0,0,5,3,0,0,0,0,15,4,8,8,63,31,39,27,8,0,192,0,0,0,39,4,3,4,0,0,55,4,4,16,141,42,12,5,0,0,229,0,0,7,7,10,11,19,14,4,64,3,4,5,17,0,0,10,8,0,37,7,74,224,966,1079,1990,1661,1095,225,7322,0,0,8,80,14,9,5,0,0,122,0,4,21,140,20,17,18,12,0,239,0,5,31,96,61,73,178,113,11,570,0,0,0,4,0,3,15,5,7,35,0,0,4,32,11,3,4,0,0,58,0,21,22,264,60,50,42,27,10,488,5,16,15,61,19,16,6,8,0,138,0,4,6,55,12,9,6,0,0,87
5001,0,0,0,0,0,0,0,0,0,3,862,1979,1687,2944,1527,1590,1483,694,274,13037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,3,6,8,6,0,8,50,0,0,0,0,0,0,0,0,0,0,0,4,0,16,3,6,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,26,27,96,112,248,274,255,95,1131,0,0,0,7,0,0,0,0,0,10,0,0,0,9,3,3,7,5,0,23,0,0,0,7,13,12,28,20,0,76,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,12,0,3,3,36,12,8,0,6,0,66,0,5,0,8,3,0,0,0,0,14,0,0,0,0,0,4,0,0,0,4
5002,0,0,0,0,0,0,0,0,0,0,477,1024,562,1426,732,510,284,76,18,5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,7,0,0,0,22,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,5,3,64,40,51,28,8,0,204,0,0,0,7,0,0,0,0,0,3,0,0,8,19,0,3,0,0,0,32,0,0,0,12,3,4,6,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,31,5,3,0,0,0,41,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
5003,0,0,0,3,0,0,0,0,0,4,2253,4886,3570,6978,3325,3058,2547,1235,327,28179,0,0,0,14,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,17,14,9,3,0,0,49,0,0,0,3,0,4,0,0,0,13,0,4,7,42,6,5,0,0,0,68,0,0,0,0,0,0,4,5,0,13,0,0,0,12,0,0,0,0,0,16,0,49,102,252,335,497,403,289,85,2002,0,0,0,11,4,0,0,0,0,14,0,0,0,10,0,5,4,0,5,24,0,0,4,11,7,20,41,20,3,104,0,0,0,0,0,0,3,4,4,12,0,0,0,13,0,0,0,0,0,19,0,31,17,186,43,13,9,9,3,314,0,7,8,18,4,0,3,0,0,42,0,4,0,13,0,0,0,0,0,26
5004,0,0,6,29,4,9,0,0,0,49,946,2608,1666,3055,1871,1713,1771,873,238,14750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,12,15,4,4,0,0,46,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,6,0,0,8,4,27,56,193,187,311,369,281,66,1494,0,0,0,5,3,0,0,0,0,6,0,0,0,31,9,4,3,0,0,48,0,0,3,22,8,7,21,14,7,86,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,10,53,4,5,10,12,3,94,0,3,4,4,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
5005,0,0,0,0,0,0,0,0,0,0,318,698,588,989,592,582,478,274,77,4583,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,33,28,62,37,35,11,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,5,0,7,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
5006,0,0,0,0,0,0,0,0,0,0,1056,2402,1901,3415,1838,1799,1373,645,248,14668,0,0,0,6,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,3,0,9,4,4,3,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,8,8,0,0,0,0,13,0,0,0,0,0,0,0,4,0,7,0,3,0,4,0,0,0,0,0,10,0,18,29,85,117,185,121,101,34,687,0,4,0,6,0,3,0,0,0,12,0,0,0,8,4,3,0,0,0,17,0,0,0,8,6,4,12,12,3,51,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,9,4,13,8,58,19,5,0,3,0,116,0,12,4,10,7,0,3,5,3,27,0,0,0,4,0,0,0,0,0,4
5007,0,0,0,14,0,0,0,0,0,15,1027,1728,1362,2828,1238,1128,630,217,38,10196,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,5,0,12,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,5,3,7,0,0,0,16,4,4,11,59,5,0,7,0,0,91,0,0,0,5,0,5,4,0,0,15,0,0,0,0,0,3,0,0,0,8,0,9,13,94,55,110,46,25,4,347,0,4,3,20,12,0,3,0,0,41,0,0,3,11,0,0,0,0,0,16,0,0,0,11,6,4,3,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,18,128,34,7,8,0,0,218,0,5,9,10,0,0,0,0,0,25,0,0,3,14,3,0,0,0,0,25
5008,0,0,0,0,0,0,0,0,0,0,689,1197,710,1950,736,404,113,15,0,5818,0,5,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,3,0,6,0,3,0,0,0,0,0,4,0,13,16,94,46,62,15,4,0,241,0,0,4,3,4,0,0,0,0,9,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,4,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,3,88,18,11,0,0,0,132,0,0,4,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5
5009,19,147,412,1760,399,227,89,18,3,3086,62191,114594,89014,157189,68284,55827,43342,20681,6514,617641,7,97,124,761,261,76,65,14,0,1406,6,3,20,514,210,307,195,94,13,1366,13,92,99,1363,148,58,13,16,3,1801,4,42,42,160,127,88,68,18,7,557,40,171,202,722,432,384,228,98,24,2306,3,32,47,313,164,137,107,43,8,858,52,622,1535,5304,1677,1255,868,249,118,11681,0,10,11,352,190,338,566,449,162,2092,5,122,157,345,144,144,178,127,37,1262,218,2901,6008,16182,14827,18558,13446,9196,2848,84183,0,11,48,181,109,83,55,21,3,506,14,73,115,915,250,184,132,54,20,1762,16,78,159,931,631,527,906,668,132,4048,0,16,21,62,63,136,242,285,147,974,31,183,396,1218,348,319,293,94,26,2906,226,1835,2911,16779,3486,2010,1693,993,276,30216,68,348,678,2049,748,384,466,183,37,4967,7,175,260,1558,553,336,198,87,27,3211
