SUA_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
5000,0,0,0,0,0,7,54,61,9,8,3,26,4,20,29,223,0,0,0,0,0,3,14,14,0,0,0,0,0,0,8,44,0,0,36,71,68,55,102,73,17,10,18,31,12,4,14,498,0,3,0,5,9,13,106,88,21,17,25,112,14,3,33,448,0,15,40,11,4,17,9,4,0,0,0,0,0,0,10,114,5,5,9,7,0,0,4,10,0,0,3,0,0,5,7,57,0,0,6,9,15,21,17,23,4,10,9,12,15,26,22,191,175,154,98,96,194,105,192,108,16,13,33,50,30,0,48,1311,4,16,9,12,5,0,3,3,4,0,0,0,0,0,9,62,0,0,10,8,13,16,19,22,4,5,3,4,0,0,18,124,30,16,79,54,32,30,207,173,37,20,59,46,32,4,62,876,8,15,12,0,21,44,78,80,27,38,20,26,30,4,20,427,0,0,0,6,10,3,14,21
5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,11,8,13,14,18,11,0,0,6,6,0,3,107,0,0,0,0,3,5,21,19,0,0,8,11,0,0,6,80,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,17,44,37,15,8,12,7,35,4,3,6,3,0,0,0,12,193,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,4,0,0,0,0,0,0,5,21,0,0,16,6,6,10,32,35,5,0,4,3,4,0,3,127,0,3,0,0,5,4,16,14,0,4,7,7,0,0,0,64,0,0,0,0,12,0,0,0
5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,8,0,0,3,0,5,0,0,0,27,0,0,0,3,0,0,3,9,4,4,9,41,9,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,4,9,3,5,7,15,19,14,0,4,0,5,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,18,0,3,0,0,0,0,20,18,6,3,0,5,3,0,0,69,0,0,0,0,0,3,11,4,0,0,0,5,4,0,0,25,0,0,0,0,0,0,0,0
5003,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,4,21,0,6,9,0,0,0,0,44,0,0,7,10,8,25,23,18,3,0,8,0,0,0,3,115,0,0,0,0,0,7,73,58,10,20,15,20,0,0,5,206,0,9,11,0,0,0,0,0,0,0,0,0,0,0,5,27,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,23,0,0,0,5,5,0,7,4,0,0,0,0,0,0,0,21,55,34,31,18,45,7,44,7,0,4,0,4,0,0,12,265,0,6,5,0,0,0,0,6,0,5,0,0,0,0,0,25,0,0,3,0,6,3,5,12,3,3,3,3,10,0,5,48,13,0,21,11,9,16,167,189,27,31,33,40,13,4,12,585,6,0,3,0,5,16,40,31,11,5,8,3,0,0,3,138,0,0,0,0,3,0,4,22
5004,0,0,0,0,0,0,10,35,0,0,5,7,0,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,8,19,33,11,0,0,0,4,0,3,0,108,3,0,0,0,0,4,9,9,0,3,4,6,0,0,3,50,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,16,13,8,27,21,44,25,11,5,5,7,5,0,7,222,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,3,3,0,0,0,0,0,0,0,19,7,0,24,5,3,7,39,35,9,6,14,9,0,0,5,164,0,0,0,0,5,10,22,17,0,4,10,0,6,0,7,75,0,0,0,0,0,0,0,0
5005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,4,0,8,7,4,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,10,0,8,6,8,3,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,7,5,0,0,0,0,0,0,22,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,18,0,0,0,0,0,0,0,0
5006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,14,0,0,0,3,0,3,20,5,7,7,0,6,0,0,0,54,0,0,0,0,0,5,13,21,5,0,0,3,3,0,0,51,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,3,0,6,6,0,0,4,0,0,0,0,30,19,16,12,9,18,7,28,13,3,0,0,0,0,0,0,134,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,3,4,9,4,0,3,67,73,5,11,13,8,8,0,3,222,4,0,0,3,3,9,24,15,4,5,5,0,0,8,0,86,0,0,0,0,0,0,0,0
5007,0,0,0,0,0,0,0,14,4,0,0,6,0,0,0,28,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,10,0,0,0,0,4,7,11,3,0,0,0,0,0,0,0,32,0,0,0,0,6,7,44,29,8,13,3,14,7,4,7,148,0,7,7,0,10,0,0,0,0,0,0,0,0,0,0,29,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,4,28,17,0,4,9,7,0,0,0,88,9,8,5,4,0,0,9,12,4,3,6,8,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,7,9,9,127,110,9,12,23,36,18,8,8,377,0,0,0,4,3,8,17,14,3,4,8,7,6,0,6,75,0,0,0,0,0,0,3,23
5008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,5,5,0,0,0,5,0,0,15,0,0,0,0,3,3,6,10,0,0,0,0,3,0,0,29,0,0,0,0,0,0,15,8,0,0,3,15,3,0,3,54,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,18,3,0,5,5,0,3,5,9,0,0,0,4,0,0,0,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,6,8,87,63,16,15,17,23,5,8,4,245,0,0,0,0,3,0,21,14,0,8,0,0,10,0,0,56,0,0,0,0,0,0,4,3
5009,0,0,0,17,159,641,1854,1537,190,205,160,283,142,101,107,5383,0,6,17,95,77,150,1038,730,96,102,127,128,90,6,24,2677,3,47,301,576,623,740,1311,794,140,147,155,191,109,49,66,5253,33,36,77,229,1381,2221,10210,6280,1299,1306,1152,1799,627,78,495,27218,86,521,1306,450,287,891,423,117,12,17,4,10,7,0,142,4284,83,145,251,140,175,220,497,495,77,74,62,53,32,8,58,2378,7,22,48,91,216,131,222,173,17,19,28,34,5,8,33,1066,971,950,765,703,1381,790,1712,852,108,120,149,186,84,26,159,8960,108,532,656,239,101,43,70,138,9,18,0,18,12,6,59,2015,15,28,155,471,1030,1007,1300,950,222,194,233,270,199,59,118,6247,363,276,2262,1976,1899,2699,18933,14056,2938,2391,3509,4209,1454,285,924,58181,44,134,98,279,1125,2843,3865,1867,410,433,460,561,562,65,257,13005,8,4,12,60,683,691,1504,2137
