SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SAL50401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,6,7,16
SAL50402,0,0,3,6,8,11,0,0,0,0,3,3,6,12,15,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,27
SAL50403,0,0,7,22,20,43,0,0,0,0,0,0,22,20,43,4,14,19,0,0,0,0,0,0,7,14,21,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,4,5,0,0,0,0,3,3,0,0,6,0,7,8,0,0,0,0,13,14,4,16,21,0,0,0,0,0,0,0,0,0,0,0,0,76,83,159,108,137,247
SAL50404,21,18,36,70,63,138,0,5,3,26,20,49,95,92,186,116,106,219,0,0,3,0,4,6,117,114,235,5,0,14,4,6,13,5,5,4,10,28,35,0,0,0,26,42,70,0,5,5,0,4,8,0,5,5,8,20,20,0,0,0,3,29,35,36,73,107,4,0,3,6,10,10,0,0,0,9,5,15,124,128,249,394,435,828
SAL50405,25,22,49,72,69,142,35,24,64,5,0,3,112,98,207,51,37,89,4,0,4,4,5,9,56,41,101,6,0,5,0,0,0,0,9,6,5,17,20,0,0,0,11,18,35,0,4,7,0,4,8,0,7,5,9,9,16,0,0,0,10,20,33,21,44,67,0,0,0,4,5,7,0,0,0,4,5,7,525,461,983,738,668,1410
SAL50406,0,0,0,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL50407,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,4,0,4,0,0,0,6,0,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,12,8,22
SAL50408,0,0,0,0,6,5,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12
SAL50409,190,173,365,452,406,859,240,242,490,152,162,311,843,810,1658,255,226,489,258,252,514,208,221,427,728,702,1432,52,37,88,39,71,110,62,37,101,82,111,188,0,0,4,239,259,493,350,406,750,116,119,234,43,53,95,98,130,223,0,0,0,600,707,1313,840,965,1807,20,24,45,55,94,155,0,0,0,82,118,199,487,445,929,3169,3222,6385
SAL50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SAL50411,0,0,0,4,7,14,0,0,0,0,0,0,4,7,14,7,0,10,0,0,0,0,0,0,7,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,13,30,29,31,58
SAL50412,7,3,10,0,3,9,6,5,9,0,0,0,6,10,16,3,0,9,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,16,23,27,47
SAL50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50414,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,7,0,3,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10
SAL50415,35,23,60,147,131,279,31,20,54,0,0,0,180,157,335,93,95,186,19,22,43,0,3,3,111,118,233,0,0,4,0,0,0,6,0,7,15,34,48,0,0,0,27,40,63,5,5,6,7,19,23,0,7,7,13,32,43,0,0,0,20,64,83,46,103,146,3,3,9,3,7,12,0,0,0,0,9,14,237,260,496,612,670,1277
SAL50416,12,9,17,38,48,83,0,0,6,0,3,3,37,51,87,30,13,41,12,18,38,7,8,10,48,44,90,0,3,4,0,0,0,4,0,6,0,4,9,0,0,0,9,7,13,0,0,0,0,3,3,0,0,0,0,6,7,0,0,0,0,7,8,4,22,23,4,5,5,0,5,5,0,0,0,3,10,16,56,39,99,159,169,328
SAL50417,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,5,7,17
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50419,22,25,41,73,72,143,42,43,83,8,15,19,124,127,249,61,48,108,24,23,43,11,26,38,96,91,190,3,0,7,0,10,10,4,4,10,6,14,18,0,0,3,18,35,51,3,9,6,0,6,14,0,0,0,3,8,16,0,0,0,6,26,33,23,60,85,6,7,13,0,7,5,0,0,0,6,13,24,103,79,183,367,399,765
SAL50420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,16,9,14,21
SAL50421,0,0,3,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,16,20,10,28
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,89,90,184,235,242,473,98,70,168,32,33,64,354,346,699,217,173,384,63,70,138,58,71,128,344,316,659,21,7,30,14,14,30,18,7,24,32,44,75,0,0,0,87,80,163,103,148,251,22,51,76,25,22,52,66,89,155,0,0,0,219,314,536,303,394,698,8,9,18,27,42,65,0,0,0,32,48,87,192,174,370,1321,1369,2688
SAL50424,6,3,10,19,10,32,3,0,3,0,0,0,21,19,40,10,10,18,0,0,0,0,4,5,11,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,8,8,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,22,11,31,59,53,114
SAL50425,0,0,0,4,0,3,0,0,3,0,0,0,3,3,5,0,0,0,0,0,5,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,13,10,23
SAL50426,18,27,44,28,25,49,34,35,69,25,24,49,86,85,166,29,25,51,30,28,59,11,11,23,66,69,138,3,0,4,0,9,7,7,8,13,4,18,22,0,0,0,19,34,48,0,0,0,0,11,11,0,3,6,0,6,12,0,0,0,5,14,21,20,52,76,0,0,0,0,6,4,0,0,0,0,5,9,52,31,88,244,269,520
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL50428,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,7,3,13
SAL50429,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6
SAL50430,0,0,0,0,5,7,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,11,17
SAL50431,32,46,72,114,131,236,50,49,101,41,31,75,206,205,410,89,80,169,47,61,110,31,22,53,170,165,333,10,13,18,6,13,22,16,20,35,16,52,67,0,0,0,54,97,144,19,52,65,10,17,29,5,9,14,14,40,53,0,0,0,41,112,159,93,212,298,4,9,11,17,11,28,0,0,0,24,19,39,219,218,435,738,860,1597
SAL50432,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,35,16,19,36
SAL50434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,3
SAL50435,0,0,0,5,0,7,4,0,4,0,0,0,7,6,10,8,7,16,0,4,6,0,4,4,8,12,23,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,21,26,49,41,51,90
SAL50436,0,4,4,7,6,8,0,0,0,0,0,0,7,3,6,34,23,54,0,0,0,0,0,0,34,23,54,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,47,39,83
SAL50437,0,3,6,3,7,13,0,0,0,0,0,0,3,6,16,0,4,3,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,36,33,65,43,54,97
SAL50438,150,152,297,687,599,1287,119,89,209,76,85,162,889,775,1662,533,443,972,117,78,191,150,178,331,800,697,1497,26,32,62,17,22,38,48,17,65,36,58,89,0,0,0,128,127,254,172,187,360,30,42,77,23,25,53,59,103,166,0,0,0,289,371,658,418,495,912,7,13,23,28,51,77,0,0,0,33,69,98,207,187,392,2497,2376,4869
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50441,51,49,104,209,185,393,124,119,248,21,32,57,361,335,694,98,80,176,81,86,169,39,55,90,214,222,436,10,0,10,4,13,16,23,10,31,34,40,67,0,0,0,64,62,125,10,13,22,5,22,26,0,3,4,15,41,57,0,0,0,29,88,116,93,145,240,4,0,7,11,23,37,0,0,0,16,28,45,262,203,462,993,986,1981
SAL50442,0,3,5,10,10,18,0,0,0,0,0,0,10,10,18,0,0,3,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23,20,37,61
SAL50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,8,9,21
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,6
SAL50446,0,0,3,18,14,34,4,0,3,7,3,5,22,21,44,17,5,23,0,3,3,3,6,5,17,17,39,0,0,0,0,0,0,6,0,6,0,0,5,0,0,0,0,7,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,8,8,0,13,14,0,0,0,0,3,3,0,0,0,0,3,3,24,16,41,66,81,145
SAL50447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,8,22,16,11,30
SAL50448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,12
SAL50449,0,0,0,4,3,6,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12
SAL50450,3,0,3,4,9,9,0,0,0,0,0,0,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14,14,14,31
SAL50451,0,0,0,0,4,5,0,0,0,0,0,0,0,4,5,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,4,10,21
SAL50452,33,27,62,105,71,176,18,28,39,5,10,12,133,100,235,71,85,156,17,25,41,9,0,18,99,113,209,14,0,16,3,12,17,18,14,24,5,19,22,0,0,0,40,42,88,0,16,18,6,11,15,6,3,3,6,7,15,0,0,0,15,36,53,55,82,139,3,0,4,7,16,21,0,0,0,13,20,25,120,117,237,446,461,905
SAL50453,69,66,136,155,159,313,61,64,124,53,61,112,268,281,554,103,84,183,59,59,114,35,32,67,187,172,365,37,34,70,42,55,93,19,5,24,32,56,89,0,0,0,129,148,278,91,105,192,56,92,148,15,19,34,25,33,58,0,0,0,181,249,426,313,395,710,24,43,63,17,38,53,0,0,0,36,82,116,198,157,356,1077,1150,2230
SAL50454,17,8,26,12,11,21,20,13,30,3,3,11,41,24,64,17,14,26,5,12,16,0,0,0,28,25,43,0,0,0,0,0,0,0,0,4,5,0,7,0,0,0,5,6,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,5,8,0,0,0,0,0,4,0,0,0,4,0,3,45,39,89,126,111,238
SAL50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17,9,7,20
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50457,64,62,121,240,259,493,33,49,82,32,20,47,297,327,624,125,130,261,110,136,247,77,69,149,313,341,654,12,10,22,13,10,30,12,13,27,6,31,39,0,0,0,47,67,116,115,124,235,35,47,83,25,30,56,31,79,111,0,0,0,205,274,483,252,349,599,4,13,15,13,24,32,0,0,0,15,32,49,170,160,329,1115,1265,2378
SAL50458,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3
SAL50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,11,6,7
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,6,6,9,8,14
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50464,56,45,98,93,83,179,24,30,53,13,25,39,132,132,267,56,47,106,37,27,64,16,30,48,106,111,214,39,33,72,75,109,187,21,23,41,61,102,159,0,0,0,189,264,457,176,217,387,118,158,276,21,32,52,117,112,226,0,3,6,431,518,952,622,783,1409,30,37,72,43,67,109,0,0,0,71,112,179,595,408,1010,1581,1589,3170
SAL50465,0,0,3,13,3,12,0,0,0,0,0,0,13,6,18,0,3,8,0,0,0,0,0,0,5,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,35
SAL50466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5
SAL50467,0,0,0,8,5,12,0,0,0,0,0,0,8,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,65,42,33,75
SAL50468,92,91,184,232,206,436,91,84,173,41,44,87,363,337,696,129,111,247,96,94,188,35,52,89,259,262,522,33,33,66,35,46,86,28,14,37,39,66,110,0,0,0,140,156,296,156,190,348,116,129,243,23,30,54,87,122,210,0,0,3,383,469,856,525,623,1146,19,26,47,30,44,75,0,0,4,59,66,125,369,312,678,1668,1687,3356
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,7,0,9
SAL50470,0,0,0,0,3,9,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,8,9,19
SAL50471,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,6,8,13,0,0,5,0,0,0,9,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,27,19,25,49
