SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SAL50140,5,0,0,0,3,5,0,0,0,0,0,0,0,4,3,0,3,7,0,0,0,0,0,0,6,5,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,20,9,25
SAL50141,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,0,5,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,19,10,26
SAL50142,0,5,0,9,9,17,0,0,0,0,0,0,9,9,17,3,5,4,5,9,13,0,0,0,13,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,16,8,25,39,33,76
SAL50143,0,0,4,6,0,10,0,3,5,0,0,0,7,9,18,8,6,15,0,0,0,0,0,0,11,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,24,18,44,40,41,84
SAL50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50145,0,0,0,7,5,11,0,0,0,3,0,3,8,5,9,0,0,6,8,0,11,0,0,0,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,11,3,21,24,18,44
SAL50146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,4,9
SAL50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,21,23,0,26
SAL50148,50,49,100,199,180,376,25,38,69,18,11,23,240,228,467,194,166,359,56,54,105,39,21,61,287,242,526,5,4,12,10,14,28,10,8,18,16,26,44,0,0,0,45,56,103,115,78,196,18,25,52,20,16,40,29,37,65,0,0,0,186,163,346,230,221,450,5,4,8,12,19,30,0,0,0,12,22,35,87,70,154,911,827,1734
SAL50149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,0,0,0,6,0,3,0,0,0,0,0,0,3,0,9,4,0,9,0,0,4,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,18,11,23
SAL50152,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,7,8,21
SAL50153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6
SAL50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50155,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5
SAL50156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,6,11
SAL50157,0,0,0,0,3,6,0,0,0,0,0,4,3,0,5,3,0,8,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10,12,23
SAL50158,0,0,4,3,0,3,0,3,5,0,0,0,8,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,10,24
SAL50159,36,41,73,174,171,338,37,33,65,6,11,13,213,210,425,93,99,189,37,17,48,12,3,12,134,123,251,4,7,16,7,0,12,15,13,27,13,43,58,0,0,0,43,68,108,3,8,13,4,7,11,3,5,4,7,25,30,0,0,0,20,38,63,62,107,168,12,0,15,7,12,14,0,0,0,18,14,24,436,359,795,901,846,1742
SAL50160,0,0,0,4,0,5,0,0,0,0,0,0,4,0,5,3,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,6,12,19
SAL50161,8,0,10,13,11,22,10,13,25,0,0,0,29,20,52,14,8,21,9,12,21,0,3,4,24,21,46,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,9,7,4,0,4,0,4,6,0,0,0,0,3,6,0,0,0,6,10,18,5,15,25,0,0,0,0,0,0,0,0,0,0,3,0,23,16,40,94,84,174
SAL50162,3,10,16,7,9,16,10,7,14,3,11,8,14,23,43,8,0,12,11,10,18,13,6,19,32,18,53,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,8,3,6,3,0,4,0,0,0,0,0,0,0,7,7,0,0,0,3,8,12,6,9,20,0,0,0,0,3,9,0,0,0,0,3,9,10,11,19,71,70,145
SAL50163,0,0,0,10,4,11,0,0,0,0,0,0,10,4,11,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,14
SAL50164,0,0,0,4,5,7,0,0,0,0,0,0,3,8,12,4,0,6,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,13,15,30
SAL50165,0,0,0,6,0,5,0,0,0,0,0,0,5,0,10,3,0,5,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,13,28
SAL50166,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50167,0,0,0,12,7,17,0,0,0,0,0,0,12,7,17,6,0,6,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,20,12,31
SAL50168,6,8,18,18,14,26,0,0,0,9,8,15,29,23,51,10,11,17,8,0,11,7,4,18,24,21,43,0,5,4,0,0,0,4,0,6,0,5,10,0,0,0,7,7,14,3,4,11,0,3,9,0,4,4,3,3,9,0,0,0,6,14,21,16,28,39,0,0,0,6,4,3,0,0,0,6,4,3,15,6,18,95,80,172
SAL50169,12,13,18,43,38,76,5,10,13,9,13,25,64,58,119,30,28,61,11,9,22,6,9,16,47,50,96,0,0,0,0,0,0,3,5,6,5,6,8,0,0,0,5,13,17,0,0,3,0,0,0,0,0,0,5,10,13,0,0,0,4,9,18,10,26,37,0,0,0,0,0,0,3,0,6,0,9,13,56,49,109,189,200,392
SAL50170,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
SAL50171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,13
SAL50172,6,4,10,16,31,47,5,13,19,3,0,3,28,40,62,12,18,33,5,8,10,0,0,0,18,28,42,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,3,4,10,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,4,6,4,10,14,0,0,0,0,0,0,0,0,0,0,0,0,48,48,102,107,136,236
SAL50173,131,129,253,343,319,665,62,66,130,54,65,121,463,454,915,126,146,271,37,39,74,55,48,102,218,231,445,18,15,33,29,38,71,29,23,47,30,68,96,0,3,3,106,140,249,50,70,120,45,49,95,7,16,24,53,78,132,0,0,0,152,220,375,256,363,618,22,24,46,41,52,88,0,0,0,60,72,134,155,133,291,1280,1380,2662
SAL50174,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,26,16,18,38
SAL50175,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,12
SAL50177,3,0,3,9,12,18,0,0,0,0,0,0,9,11,24,8,10,12,0,0,0,0,3,4,7,13,21,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,13,20,25,26,53,80
SAL50178,25,13,37,89,69,161,5,11,18,8,6,14,104,90,195,74,62,142,7,8,18,6,8,13,94,80,177,6,8,14,9,8,9,11,0,14,3,11,14,0,0,0,23,28,49,39,38,75,19,12,32,6,4,11,11,16,28,0,0,0,76,68,146,96,95,198,0,0,0,3,8,10,0,0,0,3,7,15,42,33,75,363,326,690
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,23,24,43,61,67,134,37,32,71,3,3,7,107,106,215,90,75,163,6,24,31,4,3,6,100,104,198,0,3,3,0,8,8,10,10,16,7,20,25,0,0,0,21,38,55,0,10,8,0,5,9,0,3,3,6,15,16,0,0,0,8,26,30,21,63,88,0,3,7,6,4,12,0,0,0,7,10,16,117,108,231,374,418,790
SAL50181,8,7,16,36,22,55,6,3,9,15,9,28,52,36,90,15,11,30,13,10,19,25,16,40,52,41,94,0,4,7,0,0,0,0,4,4,8,0,9,0,0,0,16,8,28,5,21,25,3,4,8,0,4,9,0,7,10,0,0,0,9,41,45,24,48,68,3,0,3,4,7,9,0,0,0,9,6,13,16,17,35,163,151,309
SAL50182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50183,38,32,70,90,87,176,31,32,59,21,18,46,146,139,287,87,55,143,26,34,64,20,15,43,133,106,242,0,0,8,0,3,3,13,8,21,9,14,23,0,0,0,29,27,58,5,5,11,3,14,17,0,3,3,6,21,23,0,0,0,17,43,60,43,73,118,9,4,9,4,17,16,0,0,0,13,17,30,113,103,214,481,474,956
SAL50184,16,9,24,34,27,61,22,12,34,4,0,4,54,40,99,16,12,27,15,21,40,3,0,3,40,35,71,0,7,3,0,0,0,8,13,22,5,6,5,0,0,0,12,16,28,0,0,0,0,0,0,4,0,5,4,3,7,0,0,0,12,6,15,24,22,48,0,0,0,0,5,6,0,0,0,0,5,6,6,11,19,144,120,263
SAL50185,9,10,22,18,14,29,15,20,38,4,8,7,30,36,71,11,16,25,6,5,12,0,0,0,19,17,33,0,0,0,0,0,0,0,0,5,3,6,10,0,0,0,3,9,19,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,8,10,12,13,15,27,0,0,0,0,0,4,0,0,0,0,0,4,98,99,193,171,182,355
SAL50186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,6
SAL50187,41,25,67,127,113,242,20,22,42,28,33,64,186,167,354,89,77,161,9,12,20,20,20,45,119,105,230,8,13,20,7,9,23,12,9,21,12,25,40,0,0,0,42,57,97,11,26,36,4,14,19,3,0,4,6,18,27,0,0,0,29,59,91,69,118,187,8,10,17,6,18,20,0,0,0,11,23,33,117,97,217,540,543,1083
SAL50188,3,0,9,7,7,8,4,0,0,0,0,5,10,9,14,0,3,4,0,0,4,0,0,5,3,8,13,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15,28,28,54
SAL50189,8,4,8,23,25,48,0,3,3,0,0,0,23,26,50,9,12,23,0,0,0,0,0,3,13,12,20,0,0,0,0,0,0,0,0,0,6,10,9,0,0,0,3,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,38,33,74,87,91,175
SAL50190,30,17,48,116,91,208,31,28,59,0,0,0,148,121,267,70,92,162,30,36,66,9,4,12,106,127,241,3,8,12,3,8,13,4,15,19,13,28,41,0,0,0,28,56,91,6,9,14,9,16,19,0,0,3,10,26,36,0,0,0,19,44,69,49,103,156,8,4,6,7,15,18,0,0,0,7,19,21,398,309,709,739,700,1439
SAL50191,4,0,7,0,4,7,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,18,31
SAL50192,0,0,0,7,12,19,0,0,0,0,0,0,7,12,19,3,3,5,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,19,35,24,38,61
SAL50193,0,0,0,12,11,24,7,0,7,0,0,0,18,11,27,4,0,6,0,0,0,0,3,5,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,10,22,37,32,75
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50195,0,4,4,0,0,4,5,0,6,4,0,3,8,4,12,0,0,0,6,0,5,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,17,35
SAL50196,13,0,13,25,31,49,5,0,3,6,0,6,32,27,63,23,28,48,0,0,0,0,0,0,23,28,46,3,0,3,0,0,0,4,3,4,0,3,3,0,0,0,3,8,14,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,5,11,7,16,21,0,0,0,0,0,0,0,0,0,0,0,3,47,39,85,120,109,224
SAL50197,8,7,13,28,23,57,12,8,20,10,8,11,55,39,97,25,17,38,13,5,19,8,7,10,44,30,75,3,0,4,0,3,5,5,3,3,4,3,3,0,0,0,10,6,16,0,3,3,0,0,3,0,0,0,0,3,3,0,0,0,5,3,15,14,15,32,0,0,3,0,4,3,0,0,0,3,5,3,53,45,101,182,147,320
SAL50198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,3,15,9,9,17
SAL50200,32,26,54,80,91,173,17,24,47,7,5,9,105,128,231,67,62,125,17,14,32,0,0,0,86,77,161,3,0,11,7,5,10,8,5,20,7,28,33,0,0,0,39,40,77,0,4,4,0,8,13,0,0,0,5,13,24,0,0,0,9,27,33,41,68,114,0,0,0,0,14,16,0,0,0,4,14,15,283,215,495,557,511,1072
SAL50201,84,64,146,336,345,677,27,17,50,30,23,53,395,386,780,261,219,482,26,22,49,42,34,80,322,283,610,8,12,17,11,16,31,8,0,8,22,37,65,0,0,0,46,69,112,132,148,285,37,42,78,21,14,34,39,52,87,0,0,0,224,252,478,272,320,596,9,13,20,15,20,42,0,5,5,22,38,63,143,143,289,1237,1245,2484
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,0,0,0,5,8,6,0,0,0,0,0,0,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
SAL50204,0,0,0,4,3,10,0,0,4,0,0,0,6,11,12,0,3,3,0,6,4,0,3,3,4,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,21,37
SAL50205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4
SAL50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50207,47,41,82,166,153,328,52,40,93,38,32,69,251,230,484,123,96,227,35,32,73,41,47,86,201,178,378,9,7,24,0,8,13,21,13,35,14,21,38,0,0,0,47,54,102,18,32,47,3,9,14,0,9,12,9,34,38,0,0,0,32,78,111,81,132,214,13,7,17,17,21,38,0,0,0,23,31,53,221,169,391,829,783,1613
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
