SAL_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
SAL50001,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,8,0,0,0,3,36
SAL50002,25,0,0,0,0,0,0,4,26,19,0,0,0,0,0,0,0,21,9,9,4,0,0,0,0,3,19,10,0,12,8,0,0,0,0,26,0,4,29,13,4,0,0,4,48,4,8,29,5,3,0,0,7,53,4,6,24,8,3,0,0,3,48,0,6,19,10,3,0,0,0,43,10,4,17,7,5,0,0,0,46,4,4,16,12,0,4,0,5,44,4,0,12,18,7,0,0,0,40,11,5,18,10,4,0,0,3,47,3,0,8,7,0,0,0,0,19,0,0,3,0,5,0,0,0,12,0,0,4,5,3,3,4,0,12,104,46,193,97,30,11,4,34,523
SAL50003,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,6,3,0,0,7,41
SAL50004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,15
SAL50005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,13
SAL50006,29,0,0,0,0,0,0,0,27,22,4,0,0,0,0,0,4,23,23,8,0,0,0,0,0,4,29,13,3,0,0,0,0,0,4,32,5,8,5,3,0,0,0,0,23,0,4,9,4,4,0,0,0,20,3,5,15,5,3,0,0,0,39,8,3,23,12,9,0,0,4,64,20,7,25,0,5,0,0,8,67,19,11,27,10,3,3,0,0,73,13,11,26,20,11,0,0,5,91,11,6,22,21,10,0,3,6,69,5,4,12,3,3,0,0,0,32,0,4,9,9,4,0,0,0,36,0,0,4,0,9,0,5,3,22,178,74,175,99,50,13,3,41,633
SAL50007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12
SAL50008,228,0,0,0,0,0,0,11,244,238,5,4,0,0,0,0,14,264,137,32,25,8,4,0,0,12,216,89,48,61,35,8,3,0,10,261,57,49,96,32,8,10,3,8,265,32,37,90,40,19,9,5,4,241,36,27,101,63,14,3,6,11,266,23,38,118,62,19,10,9,3,277,34,39,113,66,14,6,5,3,278,19,31,126,76,35,6,5,10,316,22,27,86,39,12,11,7,8,205,10,10,50,42,10,6,5,11,153,3,15,29,23,12,3,5,5,101,3,6,11,23,6,11,3,7,73,3,0,16,18,5,4,10,0,62,930,376,934,528,176,80,59,120,3205
SAL50009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50010,84,0,0,0,0,0,0,5,85,62,0,0,0,0,0,0,0,67,64,3,0,0,0,0,0,7,76,32,17,15,4,0,0,0,0,70,19,18,43,15,0,0,0,5,104,15,20,58,22,0,0,0,5,117,17,17,49,25,4,0,0,5,111,18,16,47,19,3,0,0,3,113,17,12,41,12,4,4,0,8,98,15,8,33,16,3,0,0,4,86,16,5,34,17,0,0,0,0,80,13,5,32,20,3,0,0,0,72,9,4,24,9,10,0,0,3,63,3,0,6,13,5,0,6,0,35,5,8,5,12,0,4,0,4,36,389,148,393,181,46,6,5,40,1213
SAL50011,275,0,0,0,0,0,0,23,295,256,26,15,0,0,0,0,16,313,253,127,97,26,3,0,0,18,525,160,127,185,64,13,0,0,16,571,83,121,190,69,20,4,0,14,500,46,74,141,65,18,5,0,3,361,43,76,136,70,21,0,5,12,359,33,45,122,52,21,8,3,13,290,16,26,87,54,12,6,6,10,209,9,23,59,45,19,5,4,5,169,6,14,64,30,13,5,0,4,138,4,9,31,29,3,7,0,3,89,7,5,18,13,4,0,0,9,55,0,0,7,5,0,3,0,0,25,0,5,4,4,6,3,0,0,19,1178,684,1164,517,161,52,31,151,3937
SAL50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5
SAL50013,19,0,0,0,0,0,0,0,18,3,5,4,0,0,0,0,0,13,8,0,0,0,0,0,0,0,5,0,6,0,4,0,0,0,0,9,9,0,13,9,0,0,0,0,21,0,3,3,6,5,0,0,0,17,0,3,7,7,4,0,0,0,19,4,5,10,6,0,0,0,0,34,0,3,15,3,0,0,0,0,27,0,0,10,16,8,0,0,0,32,0,0,8,9,5,0,0,0,13,0,0,3,7,0,0,0,7,12,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,49,16,70,63,23,5,4,5,238
SAL50014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,17,4,3,0,0,4,41
SAL50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL50016,16,0,0,0,0,0,0,3,21,5,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,8,4,6,5,4,0,0,0,0,13,3,0,4,3,0,0,0,0,16,0,4,6,9,0,0,0,0,18,3,3,8,4,0,0,0,0,23,0,4,12,8,9,0,0,4,29,5,0,4,9,0,0,0,0,23,3,0,11,5,0,0,0,0,21,0,0,4,3,0,0,0,3,10,0,0,3,7,5,0,0,0,15,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,16,70,48,11,5,0,14,217
SAL50017,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,9,0,0,0,6,23
SAL50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
SAL50019,6,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,10,0,0,5,0,0,0,0,0,5,0,0,0,3,4,0,0,0,9,0,0,8,6,0,0,0,0,12,0,0,0,0,3,0,0,0,9,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,32,15,12,6,0,7,98
SAL50020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,6,3,0,0,0,20
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,189,0,0,0,0,0,0,10,196,219,0,0,0,0,0,0,13,235,158,12,6,0,0,0,0,7,181,114,39,25,16,0,0,0,13,209,55,53,95,26,4,0,0,3,235,37,44,118,42,8,0,0,11,258,41,26,96,58,10,0,5,14,249,42,25,114,51,12,0,0,5,239,32,37,115,45,12,4,0,13,260,30,26,101,72,11,3,0,7,261,27,32,104,72,21,0,0,9,278,22,24,99,49,12,3,0,7,221,12,8,62,61,16,0,0,4,170,8,3,36,22,14,3,0,3,96,8,9,25,22,14,10,3,5,94,983,342,1001,523,146,31,16,125,3172
SAL50023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,4,19
SAL50024,144,0,0,0,0,0,0,8,155,112,7,0,0,0,0,0,9,121,103,0,3,0,0,0,0,0,113,52,30,24,7,0,0,0,6,118,27,36,74,22,4,0,0,3,169,11,23,96,31,15,0,0,9,187,11,31,77,30,3,0,0,4,157,25,23,67,23,14,0,0,3,163,28,22,59,29,8,0,0,8,149,20,23,65,31,8,0,0,4,155,20,15,65,46,8,0,0,9,157,14,9,53,33,15,0,4,6,126,7,8,22,25,4,0,0,5,81,3,6,22,16,9,0,0,0,53,9,3,15,19,16,5,4,4,68,581,231,644,324,88,12,3,70,1964
SAL50025,12,0,0,0,0,0,0,6,19,9,0,0,0,0,0,0,0,10,5,4,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,13,0,0,7,4,0,0,0,0,15,3,0,11,3,0,0,0,0,16,5,8,9,3,6,0,0,3,32,7,0,13,3,0,0,0,0,27,5,6,4,9,5,0,0,0,24,5,0,10,10,0,0,0,3,26,0,0,7,0,5,0,0,0,14,3,3,3,6,0,0,0,0,19,0,0,4,3,0,0,0,0,11,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,7,58,28,69,53,16,8,0,12,243
SAL50026,301,10,0,0,0,0,0,52,369,299,70,31,11,0,0,0,59,475,211,104,70,29,16,0,0,56,488,126,88,113,45,26,5,3,48,442,109,58,111,68,34,17,8,48,456,82,61,78,61,32,14,12,28,364,77,49,106,62,32,11,8,36,372,69,56,127,75,39,16,18,27,426,47,47,101,100,45,16,14,31,409,49,40,123,102,39,28,10,32,419,43,38,127,103,49,17,17,30,415,21,27,106,90,49,20,14,29,361,12,13,65,65,41,17,17,36,266,13,11,45,52,28,26,12,32,224,3,12,42,45,43,21,24,40,221,1470,688,1234,907,475,199,150,574,5706
SAL50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,3,20
SAL50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,4,0,0,19
SAL50030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,8,3,0,0,0,30
SAL50031,60,0,0,0,0,0,0,3,67,95,0,0,0,0,0,0,10,112,53,6,4,0,0,0,0,17,81,63,28,12,6,0,0,0,7,116,37,25,23,16,0,0,0,4,106,20,17,30,9,0,0,3,4,74,35,14,35,13,0,0,0,9,108,19,21,41,16,0,0,0,10,119,26,17,41,16,8,0,0,7,117,23,20,41,26,13,4,0,4,136,10,17,32,23,3,3,0,0,91,9,6,29,25,8,4,0,10,93,0,4,7,11,0,3,0,9,44,0,3,5,7,10,0,0,21,45,0,0,5,9,3,0,4,60,80,450,171,321,167,57,16,12,190,1376
SAL50032,48,0,0,0,0,0,0,3,50,75,4,0,0,0,0,0,6,83,47,15,13,0,3,0,0,0,81,30,27,37,11,0,0,0,5,110,13,31,43,14,8,0,0,7,108,17,13,43,19,7,0,0,0,98,8,16,48,15,0,0,0,0,99,11,7,43,11,4,0,0,3,82,10,9,26,11,7,0,0,0,57,8,9,31,16,11,0,0,0,70,7,15,25,31,8,0,0,0,80,4,4,35,16,8,0,0,5,74,8,10,38,29,10,0,0,4,94,5,8,18,19,16,0,0,7,77,3,0,16,19,9,4,0,3,54,288,169,412,215,80,13,7,48,1227
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50034,27,0,0,0,0,0,0,3,33,32,0,0,0,0,0,0,4,39,33,4,3,0,0,0,0,6,49,33,13,9,0,0,0,0,5,52,15,13,30,4,0,0,0,4,71,13,8,16,3,0,0,0,0,50,17,3,20,0,3,3,0,4,53,3,5,19,9,4,0,4,6,50,7,6,12,8,0,0,0,4,33,6,5,8,8,5,0,0,0,36,5,8,4,8,0,0,0,3,32,5,0,7,3,10,0,0,0,34,4,0,4,6,0,0,0,0,18,0,0,3,10,0,0,0,0,27,0,0,3,7,3,0,0,0,15,203,67,137,68,27,12,9,51,569
SAL50035,299,0,0,0,0,0,0,11,309,182,0,0,0,0,0,0,8,188,98,14,6,0,0,0,0,8,124,66,28,32,11,0,0,0,4,146,37,26,86,29,4,0,0,10,193,34,33,104,49,7,3,0,7,242,19,28,105,68,10,0,3,7,238,33,39,111,62,17,0,3,4,277,40,36,100,46,10,0,0,6,244,25,19,93,55,11,0,0,9,209,19,11,60,42,9,0,5,4,146,13,13,76,38,11,0,0,0,162,11,12,55,40,15,7,0,5,140,5,6,38,27,12,7,0,0,101,8,3,27,30,26,7,3,6,106,893,267,890,506,135,39,20,84,2834
SAL50036,378,0,0,0,0,0,0,16,397,276,8,4,0,0,0,0,16,309,177,47,10,5,0,0,0,15,265,102,89,70,20,3,3,0,6,293,68,60,166,56,13,3,0,8,377,47,50,197,85,14,9,7,16,415,46,51,224,86,17,8,6,9,452,34,45,170,81,22,8,4,7,367,25,32,117,63,19,5,6,4,257,23,21,92,40,14,5,0,7,193,7,19,70,33,17,4,0,0,151,0,9,44,27,11,5,0,3,103,5,3,18,16,13,0,0,3,64,0,5,10,13,12,0,0,3,44,0,0,3,12,6,3,0,0,27,1192,436,1188,542,163,49,19,122,3711
SAL50037,175,0,0,0,0,0,0,6,182,161,12,4,0,0,0,0,9,180,109,39,14,5,0,0,0,4,180,87,76,84,35,3,3,0,7,301,43,67,214,64,10,0,3,6,411,38,62,177,68,23,0,0,8,375,21,48,110,49,8,0,0,3,238,14,30,86,27,6,0,0,7,172,9,17,49,26,6,0,0,4,115,6,10,35,22,3,5,5,4,89,0,4,41,22,13,3,3,3,89,0,10,24,17,4,0,0,0,58,4,0,19,10,7,0,0,0,47,0,0,6,10,3,3,0,0,25,8,3,19,12,13,7,5,3,62,680,379,893,365,104,20,16,70,2529
