SAL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL51497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,4,0,0,21
SAL51498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,12,3,0,0,0,28
SAL51499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,4,7,0,24
SAL51500,0,7,14,5,14,3,4,0,0,46,4,3,17,16,7,9,0,0,0,56,90,92,241,236,247,189,50,0,0,1150
SAL51501,4,3,3,3,8,3,0,0,0,35,0,0,6,8,11,4,0,0,0,30,27,33,104,95,102,138,57,4,0,567
SAL51502,14,20,40,46,45,33,3,0,0,196,11,21,57,45,40,43,10,0,0,232,348,506,1053,1118,1297,1049,217,9,0,5598
SAL51503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,7,4,3,0,26
SAL51504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,8,0,0,0,31
SAL51505,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,5,3,18,26,23,28,16,6,0,118
SAL51506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51508,0,0,8,0,4,7,5,0,0,30,0,0,0,5,7,4,0,0,0,21,21,52,83,110,106,77,40,0,0,499
SAL51509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,3,6,0,0,0,23
SAL51510,0,0,0,0,0,0,4,0,0,5,0,0,3,0,0,4,0,0,0,6,0,5,15,22,38,54,15,3,0,162
SAL51511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,0,0,0,29
SAL51512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,6,0,3,0,0,19
SAL51513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,4,0,0,0,21
SAL51515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,10
SAL51516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,12
SAL51517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
SAL51518,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,10,6,23,25,39,42,15,0,0,147
SAL51519,0,4,38,15,16,6,7,0,0,98,0,11,22,23,18,13,5,0,0,96,103,192,802,663,374,229,80,5,0,2452
SAL51520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,3,7,3,0,0,32
SAL51521,7,7,25,19,16,8,6,0,0,78,5,8,5,14,17,5,5,0,0,67,181,159,424,563,502,278,73,11,0,2192
SAL51522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,14,26,14,0,0,62
SAL51523,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,11,4,0,0,20
SAL51524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,15,13,9,22,9,7,0,78
SAL51525,9,17,16,8,15,6,6,0,0,78,3,4,12,14,15,11,5,0,0,75,129,129,249,354,416,340,119,8,0,1745
SAL51526,8,31,54,44,57,39,12,0,0,244,16,29,64,89,51,50,17,5,4,321,297,511,1141,1274,1117,993,299,30,4,5666
SAL51527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,3,15,0,0,0,44
SAL51528,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,11,4,3,0,37
SAL51529,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,3,13,17,18,8,0,0,75
SAL51530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,25,15,11,5,0,0,82
SAL51531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,14
SAL51532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,4,0,0,0,29
SAL51533,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,12,0,13,35,24,21,5,6,0,0,104
SAL51534,9,23,46,40,25,31,7,0,0,182,13,27,53,50,55,41,9,0,0,243,275,441,933,945,1051,905,158,10,0,4720
SAL51535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,9,3,7,0,0,30
SAL51536,7,6,8,7,3,6,4,0,0,35,3,7,10,3,11,9,0,5,0,50,66,86,164,210,269,256,84,16,0,1161
SAL51537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
SAL51538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,11,0,7,0,28
SAL51539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,7
SAL51540,5,0,4,5,7,8,0,0,0,22,0,0,0,3,4,0,0,0,0,8,43,22,51,86,107,71,29,4,0,415
SAL51541,9,16,12,11,16,11,6,0,0,71,4,9,16,17,10,15,8,5,0,71,114,183,395,428,373,307,106,11,0,1924
SAL51542,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,6,7,10,19,6,0,0,58
SAL51543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,4,3,3,0,17
SAL51544,0,0,9,8,12,9,4,0,0,39,3,11,19,11,12,7,4,5,0,66,52,167,231,224,220,226,91,13,0,1229
SAL51545,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,5,3,11,18,14,9,0,6,69
SAL51546,0,6,4,11,0,3,3,0,0,20,0,0,5,12,4,3,0,0,0,29,40,53,80,143,146,131,61,0,0,660
SAL51547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,14,29,13,10,3,0,72
SAL51548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,9,9,5,0,0,36
SAL51549,5,10,32,50,37,19,0,3,0,151,6,5,47,60,33,16,7,0,0,177,174,238,595,1132,691,369,90,14,4,3297
SAL51550,0,0,4,6,4,0,0,0,0,13,0,0,0,3,0,0,3,0,0,15,12,11,23,37,44,58,17,7,0,205
SAL51551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,5,0,0,14
SAL51552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,15,17,11,12,7,0,0,75
SAL51553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11
SAL51554,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,5,12,6,11,4,3,0,45
SAL51555,0,0,3,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,4,13,19,21,5,0,0,63
SAL51556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,7,0,0,0,18
SAL51557,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,12,24,4,14,7,0,0,0,66
SAL51558,17,35,108,68,33,17,7,0,0,286,9,34,104,99,52,28,7,0,0,340,354,760,2228,2119,1276,615,91,14,0,7458
SAL51559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,20
SAL51560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
SAL51561,0,0,3,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,9,19,17,33,0,0,0,81
SAL51562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,11,3,0,0,35
SAL51563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10
SAL51564,8,25,34,38,19,19,13,0,3,158,10,17,49,68,43,24,9,4,3,223,299,529,1616,1743,1308,811,283,32,9,6626
SAL51565,4,4,12,12,21,7,4,0,0,68,11,18,24,33,37,16,3,9,0,149,235,278,429,750,892,586,154,26,0,3356
SAL51566,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,0,0,0,26
SAL51567,0,0,4,4,7,5,0,0,0,20,3,3,3,13,15,7,7,0,0,40,47,50,135,127,191,166,46,6,0,769
SAL51568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14
SAL51569,9,17,34,23,36,18,6,0,0,148,9,4,20,27,24,26,7,7,5,133,347,255,607,768,937,808,201,22,3,3949
SAL51570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,18
SAL51572,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,4,0,0,4,4,8,10,25,17,18,8,0,0,92
SAL51573,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,19,35,22,26,34,14,0,0,173
SAL51574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0,0,0,0,13
SAL51575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,10
SAL51576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,8,0,0,14
SAL51577,4,5,11,13,8,0,0,0,0,45,4,3,7,13,3,0,0,0,0,33,42,53,158,204,117,108,23,0,0,709
SAL51578,0,9,23,13,18,9,6,0,0,84,0,16,36,28,15,11,4,0,0,116,69,192,737,619,449,351,144,15,0,2577
SAL51579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51580,0,6,44,23,7,13,3,0,0,96,4,18,50,42,12,9,8,3,0,153,52,363,1615,934,443,358,115,14,0,3903
SAL51581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,5,9,13,0,0,57
SAL51582,0,0,0,3,0,0,0,0,0,11,0,0,5,4,3,0,7,0,0,11,13,15,24,57,57,36,13,0,0,212
SAL51583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,19
SAL51584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,13,3,11,10,5,0,0,51
SAL51585,0,0,0,0,0,6,4,0,0,14,0,0,4,0,13,3,0,0,0,21,14,26,18,37,57,80,30,5,0,273
SAL51586,0,0,0,4,3,0,0,0,0,8,0,0,4,0,0,3,0,0,0,13,11,5,29,28,38,79,26,0,0,208
SAL51587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,9,3,7,0,0,42
SAL51588,5,15,47,35,23,8,5,0,0,144,8,16,55,52,29,12,0,0,0,178,98,337,1153,916,496,351,95,15,4,3454
SAL51589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,10,18,7,0,0,52
SAL51590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,18
SAL51591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
SAL51592,0,0,11,8,0,3,0,0,0,22,3,0,15,0,4,0,0,0,0,29,22,48,218,103,64,46,10,0,0,508
SAL51593,3,5,18,15,17,11,0,0,0,64,0,4,26,23,15,8,3,0,0,85,95,137,339,400,408,305,81,12,0,1766
SAL51594,6,4,9,3,4,3,0,0,0,25,0,0,5,0,3,3,0,0,0,10,23,17,53,57,73,38,17,8,0,277
SAL51595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
SAL51596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SAL51597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,18
SAL51598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL51599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51600,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,9,35,34,20,43,18,5,0,160
SAL51601,0,0,6,9,0,5,0,0,0,17,3,9,12,11,4,0,0,0,0,30,52,63,271,304,184,97,15,0,0,984
SAL51602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
SAL51603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,5,4,0,16
SAL51605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SAL51606,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,5,6,5,6,4,0,27
SAL51607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
SAL51608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
SAL51609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,12,7,0,0,25
SAL51610,7,11,26,25,10,11,3,0,0,99,9,17,30,25,22,12,0,0,0,119,157,241,668,598,548,300,88,7,0,2612
SAL51611,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,13,8,5,7,3,0,0,43
SAL51612,9,25,27,57,52,38,23,10,0,252,22,45,68,127,89,46,24,0,0,422,617,790,1114,2362,2413,1390,433,35,0,9166
SAL51613,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,4,13,11,20,7,0,0,63
SAL51614,0,0,4,0,0,3,0,0,0,4,0,0,5,0,0,7,3,0,0,17,20,33,80,119,101,114,57,15,0,528
SAL51615,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,4,9,6,4,9,20,0,0,0,60
SAL51616,5,3,3,3,9,7,0,0,0,17,0,0,0,5,0,4,0,0,0,9,31,14,46,67,82,73,17,4,0,343
SAL51617,0,14,42,15,24,19,7,0,0,122,6,22,63,36,26,17,0,0,0,180,130,462,982,699,501,435,111,15,0,3330
SAL51618,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,4,19,57,42,41,16,0,5,0,191
SAL51619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,11,21,25,26,15,3,0,111
SAL51620,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,4,7,3,10,17,17,4,0,0,65
SAL51621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8
SAL51622,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,3,8,20,17,22,14,5,0,94
SAL51623,5,11,11,15,18,11,5,0,0,87,3,15,12,21,22,33,8,0,0,116,228,289,446,548,661,569,238,11,0,2988
SAL51624,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,9,11,5,47,90,39,43,19,6,0,247
SAL51625,4,5,8,4,5,4,4,0,0,34,0,5,12,11,11,4,8,3,0,50,58,122,233,221,220,160,50,3,0,1056
SAL51626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12
SAL51628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,15
SAL51629,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,9,10,10,21,20,27,29,12,3,0,129
SAL51630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,11,3,0,0,0,26
SAL51631,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,18
SAL51632,3,0,5,10,6,0,0,0,0,14,7,5,6,3,3,5,4,0,0,24,26,34,69,91,75,83,44,8,0,426
SAL51633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,0,0,0,0,15
SAL51634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,5,10,11,16,17,18,0,0,86
SAL51635,3,7,12,0,6,12,3,0,0,36,4,4,5,8,3,3,5,0,0,38,53,89,151,126,132,147,37,5,0,737
SAL51636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,14,13,19,9,0,0,71
SAL51637,0,0,0,0,8,7,4,0,0,21,7,0,5,9,4,4,0,0,0,27,42,58,120,109,144,114,37,3,0,628
SAL51638,3,4,8,9,11,11,3,0,0,48,3,5,13,9,26,8,8,5,0,68,162,198,281,446,586,339,98,24,0,2133
SAL51639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51640,0,0,0,0,5,0,0,0,0,4,0,0,0,4,4,0,0,0,0,7,19,14,29,47,77,49,14,0,0,248
SAL51641,15,18,27,30,34,48,11,3,0,189,4,15,20,28,41,47,16,0,0,170,387,488,606,1036,1199,1200,267,18,4,5224
SAL51642,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,6,18,17,9,21,4,0,0,76
SAL51643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,9,0,0,3,0,21
SAL51645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,9,5,0,0,23
SAL51646,0,0,0,4,5,4,0,0,0,9,0,0,4,3,4,11,6,0,0,35,35,26,42,56,85,110,30,3,0,393
SAL51647,0,9,11,8,11,11,3,0,0,42,4,0,5,5,7,5,0,0,0,17,48,54,85,119,186,159,31,3,0,673
SAL51648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,8,10,10,3,0,0,45
SAL51649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,10,5,0,0,18
SAL51650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,4,10,4,0,0,34
SAL51651,0,5,0,0,9,4,0,0,0,20,6,0,6,0,6,7,0,0,0,31,28,51,96,86,131,143,30,3,0,569
SAL51652,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,17,17,18,32,29,30,10,3,0,152
SAL51653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51654,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,13,0,8,25,20,28,32,20,3,0,140
SAL51655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8
SAL51656,0,0,4,0,6,0,0,0,0,8,0,0,4,3,7,0,0,0,0,13,12,12,63,64,69,42,18,3,0,281
SAL51657,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,0,0,5,3,0,0,0,13
SAL51658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12
SAL51659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,11,13,26,19,9,0,0,76
SAL51660,4,0,21,15,13,12,7,0,0,66,6,0,8,15,11,10,0,0,0,52,97,92,231,248,296,220,51,7,3,1240
SAL51661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51662,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,13,36,14,24,7,12,0,0,110
SAL51663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,8,13,8,4,0,42
SAL51664,0,0,4,5,3,0,0,0,0,8,3,0,0,0,4,3,0,0,0,21,43,13,58,117,179,121,53,3,0,602
SAL51665,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,12,9,21,38,38,40,16,0,0,168
SAL51666,4,8,20,8,16,3,0,0,0,65,5,0,8,9,12,5,0,0,0,37,124,119,324,351,368,192,47,3,0,1524
SAL51667,9,12,67,44,36,30,4,0,0,199,9,17,57,40,42,23,8,0,0,205,256,351,1046,1171,1072,721,140,12,0,4774
SAL51668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,20
SAL51669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51670,6,17,44,47,47,23,4,0,0,192,6,23,42,60,41,32,10,0,0,204,202,330,858,971,826,632,137,9,0,3960
SAL51671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,9,14,24,10,10,0,0,84
SAL51672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,11
SAL51673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,10
SAL51674,0,0,0,3,0,0,0,0,0,4,5,0,0,0,6,0,0,0,0,6,0,0,0,3,3,11,3,0,0,30
SAL51675,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,10,13,23,39,35,40,52,12,6,0,218
SAL51676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,19
SAL51677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,13,6,8,10,0,0,49
SAL51678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,11,15,11,0,0,0,53
SAL51679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,10,9,7,0,0,33
SAL51681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,8,12,11,3,0,0,42
SAL51684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,11,8,11,0,0,0,35
SAL51685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,14
SAL51686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,0,0,0,28
SAL51687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7
SAL51688,12,30,88,74,36,35,7,0,0,283,8,21,72,64,50,44,7,6,0,284,202,612,2045,1716,1219,924,283,49,5,7060
SAL51689,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,5,22,11,5,0,53
SAL51690,4,0,3,6,7,6,0,0,0,30,4,0,6,0,8,5,5,0,0,37,46,45,133,142,179,231,92,14,0,875
SAL51691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,5,3,0,0,25
SAL51692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,8,8,14,7,8,4,0,44
SAL51693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,16
SAL51694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,12
SAL51695,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,3,0,4,0,13,0,3,22,15,44,48,12,6,0,158
SAL51696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
SAL51697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,13
SAL51698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL59494,6,9,16,12,3,10,0,0,0,52,3,7,22,25,10,11,3,0,0,78,53,185,501,355,248,216,45,0,0,1614
SAL59797,0,0,0,0,0,0,0,0,0,4,0,8,6,16,5,4,3,0,0,35,5,17,62,95,59,33,5,0,0,277
