SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL50987,43,1733,764,271,2204,0.8,1875,2.9
SAL50988,42,1016,743,230,1823,0.7,1371,2.3
SAL50989,0,0,0,0,0,0,0,0
SAL50990,25,0,1687,0,3250,0.8,3250,3.8
SAL50991,42,1084,1071,150,1625,0.6,1458,2.3
SAL50992,51,1800,658,300,1825,0.7,1591,2.6
SAL50993,45,500,632,190,1589,0.7,1239,2.1
SAL50994,46,1084,900,200,2125,0.8,1625,2.3
SAL50995,58,0,333,0,474,0.6,350,2.2
SAL50996,43,2000,881,345,2444,0.7,2224,2.8
SAL50997,38,1083,774,205,1841,0.8,1361,2.3
SAL50998,39,1733,737,360,1900,0.7,1583,2.5
SAL50999,49,1867,612,293,2125,0.9,1999,2.8
SAL51000,42,3000,1030,300,3456,0.8,2132,2.4
SAL51001,39,0,674,0,1625,0.6,1374,2.5
SAL51002,55,1733,962,0,900,0.6,1374,1.8
SAL51003,0,0,0,0,0,0,0,0
SAL51004,48,1226,602,225,1446,0.8,1104,2.4
SAL51005,35,0,1125,0,1875,1,1875,3.7
SAL51006,27,0,558,228,774,1.4,1031,3.3
SAL51007,35,1944,1499,0,8000,1.1,8000,4
SAL51008,45,3033,994,420,4046,0.8,2835,2.7
SAL51009,45,1769,815,300,2187,0.8,1586,2.2
SAL51010,50,1875,492,290,1625,0.7,1375,2.3
SAL51011,40,0,350,350,724,0.9,724,3
SAL51012,46,0,937,100,2374,0.5,1875,2.2
SAL51013,56,1975,715,348,2250,0.7,1478,2.3
SAL51014,24,0,292,75,612,1.4,941,4.1
SAL51015,37,2518,1262,420,3440,0.9,2890,2.7
SAL51016,41,2048,824,380,2195,0.7,1941,2.8
SAL51017,51,1650,550,0,1812,0.7,1812,2.1
SAL51018,51,1000,1542,0,1125,0.7,1125,2.5
SAL51019,52,0,612,0,2749,0.7,1875,3
SAL51020,39,0,2583,0,0,0,0,0
SAL51021,38,2200,1127,350,3162,0.8,2108,2.2
SAL51022,78,250,450,0,0,1,450,1
SAL51023,36,0,1166,50,2125,0.5,1999,2.5
SAL51024,43,535,703,175,1357,0.8,1192,2
SAL51025,48,1356,828,320,1884,0.7,1468,2
SAL51026,44,1733,772,345,2023,0.7,1752,2.5
SAL51027,55,0,1187,0,4625,0.4,1187,1.7
SAL51028,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0
SAL51030,43,3000,1093,460,3112,0.7,2401,2.5
SAL51031,50,1817,706,300,1924,0.7,1450,2.3
SAL51032,0,0,0,0,0,0,0,0
SAL51033,37,5250,2440,520,4750,2,3749,4.2
SAL51034,64,0,1541,85,3250,0.5,3249,2
SAL51035,30,0,850,150,1875,0.9,1875,4.3
SAL51036,39,1517,902,300,2088,0.7,1792,2.5
SAL51037,37,2000,1125,150,1937,0.6,1800,2.4
SAL51038,0,0,0,0,0,0,0,0
SAL51039,39,0,2500,0,0,0.3,2250,1
SAL51040,47,2000,773,360,2058,0.8,1859,2.7
SAL51041,37,1733,619,190,1781,0.9,1895,3
SAL51042,27,2167,326,69,767,1.4,778,3.6
SAL51043,46,1300,1050,450,2125,0.8,1374,2.1
SAL51044,44,778,716,150,1875,0.7,1218,2.1
SAL51045,0,0,0,0,0,0,0,0
SAL51046,49,0,1375,80,575,0.7,824,1.4
SAL51047,41,2383,952,470,2771,0.7,2447,2.8
SAL51048,54,1727,680,200,1437,0.9,1270,2.2
SAL51049,45,650,492,148,1333,0.7,828,2.2
SAL51050,34,1717,1187,350,2299,0.8,2211,2.6
SAL51051,45,1045,517,250,1458,0.8,1111,2.3
SAL51052,47,1625,725,400,1625,0.8,1562,2.7
SAL51053,43,1900,630,220,1375,0.6,966,2.4
SAL51054,44,0,1199,0,0,0.6,575,1
SAL51055,50,2000,707,343,2140,0.7,1773,2.5
SAL51056,40,1920,739,385,1931,0.8,1823,2.8
SAL51057,44,5000,962,0,0,1.2,0,5
SAL51058,53,1251,725,0,2625,0.7,1625,2.5
SAL51059,43,462,1025,155,1562,0.7,1471,2.3
SAL51060,49,2798,736,330,2071,0.8,1843,2.9
SAL51061,41,224,725,150,1625,0.6,1343,2.1
SAL51062,57,1000,665,255,1375,0.7,1100,2.2
SAL51063,44,900,1100,350,1656,0.6,1625,2
SAL51064,43,2037,584,445,1979,0.7,1459,2.5
SAL51065,33,1517,900,200,2333,0.6,2250,2.4
SAL51066,24,1627,974,0,1875,0.7,2249,2.8
SAL51067,51,1343,833,295,1724,0.7,1474,2.2
SAL51068,64,0,1000,0,1875,0.6,1875,2
SAL51069,42,2167,876,400,2716,0.8,1977,2.4
SAL51070,52,1517,752,280,2143,0.8,1899,2.6
SAL51071,53,1100,712,100,1542,0.7,1325,2.3
SAL51072,58,0,362,0,762,0.7,762,2.8
SAL51073,29,0,1312,0,2750,0.6,2750,2
SAL51074,34,0,1687,140,3999,0.9,2874,3.2
SAL51075,51,2159,725,0,1125,0.6,1312,2.2
SAL51076,38,2184,736,200,2125,0.9,2068,2.9
SAL51077,54,0,1031,0,2250,0.8,2083,2.4
SAL51078,56,2730,1125,139,2250,0.8,1125,2
SAL51079,53,0,350,0,900,2,900,2
SAL51080,0,0,0,0,0,0,0,0
SAL51081,49,1813,724,150,1874,0.9,1812,2.6
SAL51082,34,0,1124,0,3249,0.9,3249,3.3
SAL51083,57,1300,569,253,1360,0.8,1030,2.1
SAL51084,51,1145,556,230,2150,0.9,1875,2.4
SAL51085,37,1440,1062,0,3249,0.7,1125,1.7
SAL51086,48,1867,750,175,2150,0.7,1531,2.5
SAL51087,58,0,1124,150,1875,0.6,1749,2.4
SAL51088,54,867,808,160,1625,0.7,1319,2.1
SAL51089,54,2275,1062,400,2333,0.7,1687,2
SAL51090,40,1830,1174,0,2333,0.9,2333,2.9
SAL51091,44,300,820,0,1812,0.9,1562,2.8
SAL51092,49,1444,773,240,1711,0.8,1602,2.5
SAL51093,43,1149,719,240,1732,0.7,1236,2.2
SAL51094,50,1290,883,420,2250,0.7,2062,2.5
SAL51095,35,6000,924,300,2249,1,1333,2.8
SAL51096,57,500,392,315,899,0.8,900,1.7
SAL51097,0,0,0,0,0,0,0,0
SAL51098,42,3347,1121,500,3803,0.8,2832,2.7
SAL51099,34,0,762,50,1350,0.8,1125,2.6
SAL51100,34,1000,1292,0,3124,0.9,2750,3.3
SAL51101,42,2584,725,350,1874,0.9,1625,2.8
SAL51102,41,1678,725,210,1708,0.8,1224,2.7
SAL51103,58,0,1999,0,1375,0.6,1375,2
SAL51104,38,0,1287,175,2166,0.8,2062,2.8
SAL51105,65,1950,1375,0,2750,0.5,2750,2
SAL51106,21,0,0,0,0,0,0,0
SAL51107,57,1650,675,106,1375,0.8,1125,2.1
SAL51108,55,6000,1312,0,2749,0.6,1999,2.3
SAL51109,43,468,890,200,1875,0.7,1550,2.1
SAL51110,50,1384,714,275,1708,0.7,1437,2.4
SAL51111,33,1083,1774,110,3342,0.9,2972,2.7
SAL51112,49,0,1375,0,3750,0.5,1999,1.1
SAL51113,31,2021,1662,240,3916,0.8,3736,3.1
SAL51114,52,1361,587,225,1478,0.8,1312,2.3
SAL51115,45,1733,560,229,1624,1,1062,2.5
SAL51116,41,0,900,0,2750,0.9,874,2
SAL51117,42,1550,754,0,1875,1,1875,3.3
SAL51118,41,3033,619,300,1625,0.8,1583,2.7
SAL51119,51,900,833,150,1812,0.8,1343,2.3
SAL51120,40,2550,919,0,2125,0.7,1999,3.2
SAL51121,34,0,1156,0,2374,1,2250,3
SAL51122,34,1582,839,340,1838,0.8,1492,2.2
SAL51123,37,1700,862,0,2124,1,1875,3.3
SAL51124,45,1907,715,350,2037,0.7,1632,2.6
SAL51125,59,1307,533,200,1375,0.8,982,2
SAL51126,34,542,700,0,1312,0.8,1208,2.9
SAL51127,52,600,537,150,1025,0.7,771,1.8
SAL51128,50,0,833,0,1999,0.9,1499,2.7
SAL51129,0,0,0,0,0,0,0,0
SAL51130,44,2541,1016,380,2921,0.7,2124,2.3
SAL51131,42,0,1312,0,3249,0.6,2749,2
SAL51132,49,2167,882,340,2062,0.8,2091,2.8
SAL51133,42,0,574,100,2250,0.8,1749,2.9
SAL51134,58,0,1124,0,1875,1.3,3249,5
SAL51135,46,2817,1238,460,3265,0.8,2566,2.3
SAL51136,40,2200,773,250,2336,0.9,2242,3
SAL51137,33,1099,1062,0,3499,1,3499,4
SAL51138,48,2600,1287,480,3261,0.8,2387,2.1
SAL51139,49,1165,780,244,1624,0.8,1541,2.4
SAL51140,43,2309,693,238,1562,0.7,1208,2.5
SAL51141,38,0,1312,115,3125,1.1,3250,3.2
SAL51142,44,867,1042,225,1437,0.7,1312,2.9
SAL51143,60,962,489,200,1374,1,933,2.1
SAL51144,41,2167,913,450,2725,0.7,2434,2.9
SAL51145,55,2383,1166,0,2250,0.6,1375,2.4
SAL51146,38,0,725,50,1999,0.7,1166,3
SAL51147,38,2473,1147,400,3161,0.8,2323,2.3
SAL51148,46,2661,831,150,2270,0.9,1875,2.6
SAL51149,29,1125,1374,25,2749,0.8,2250,3.5
SAL51150,47,1442,987,119,2125,0.9,1666,3
SAL51151,31,0,1199,100,2250,0.8,2125,2.7
SAL51152,58,1077,505,149,1160,0.7,1093,2.2
SAL51153,40,2000,875,365,2166,1.1,1542,2.2
SAL51154,47,2583,75,0,725,0.7,1649,2.3
SAL51155,43,0,1125,0,3749,0.4,2125,1.7
SAL51156,52,1695,607,300,1437,0.7,1230,2.2
SAL51157,42,1300,653,250,1574,0.7,1246,2.3
SAL51158,57,1100,474,200,1224,0.7,869,2.1
SAL51159,31,1690,1049,400,2335,1,1853,1.9
SAL51160,50,909,557,188,1281,0.8,1080,2.3
SAL51161,53,867,949,0,4999,0.9,1875,2.8
SAL51162,47,2000,841,241,1937,0.7,1708,2.6
SAL51163,55,0,1374,350,1874,0.5,1874,1.8
SAL51164,50,1600,924,125,1499,0.8,1125,2.9
SAL51165,38,0,2500,40,780,1.1,1321,2.9
SAL51166,53,2000,687,0,1375,1,1375,2.8
SAL51167,36,990,513,220,1212,0.8,977,2.3
SAL51168,52,650,556,88,1093,0.7,911,2
SAL51169,46,0,489,0,1937,1,2750,3.3
SAL51170,53,1549,717,350,1678,0.7,1583,2.5
SAL51171,37,0,1092,95,2104,0.8,1766,2.6
SAL51172,38,1766,914,335,2263,0.8,1639,2.1
SAL51173,66,0,399,140,0,0.5,450,1
SAL51174,42,2500,832,400,2493,0.8,2451,3.2
SAL51175,50,1642,723,330,1803,0.8,1369,2.5
SAL51176,44,2253,906,525,2759,0.7,2480,2.9
SAL51177,41,0,1125,0,2166,1.4,2374,3.9
SAL51178,45,0,483,138,2499,0.8,1874,2.3
SAL51179,50,2400,876,300,2023,0.7,1928,2.6
SAL51180,48,650,749,130,1208,0.7,1194,2.1
SAL51181,35,1825,1386,240,3075,0.8,2596,2.5
SAL51182,32,0,1437,0,2833,0.9,2833,2.6
SAL51183,22,1560,725,0,4499,1,4499,5
SAL51184,38,1370,586,275,1359,0.7,989,2.3
SAL51185,52,2860,785,250,2137,0.9,1286,2.2
SAL51186,31,350,1015,105,1875,0.7,1124,1.8
SAL51187,58,0,1062,230,2999,0.6,2333,2.2
SAL51188,34,0,725,35,1291,1.1,924,2.3
SAL51189,38,1343,637,250,1568,0.7,1246,2.4
SAL51190,34,1546,920,290,1960,0.9,1478,1.9
SAL51191,48,1625,644,340,1339,0.8,1231,2.2
SAL51192,38,2000,918,390,2390,0.7,2065,2.6
SAL51193,51,1083,615,250,1375,0.8,1224,2.3
SAL51194,29,1560,1045,112,2625,0.7,2333,2.8
SAL51195,37,0,575,275,1374,0.8,1374,2.6
SAL51196,54,1142,1024,138,1874,0.7,1312,2
SAL51197,39,1950,991,350,2516,0.7,1729,2.2
SAL51198,30,0,2105,28,3042,1,2388,2.9
SAL51199,47,9999,1041,0,3625,0.8,3124,2.7
SAL51200,25,0,316,70,762,1.1,875,3.6
SAL51201,35,1563,1959,30,3567,0.8,3215,2.5
SAL51202,49,1733,682,260,1687,0.7,1312,2.4
SAL51203,38,681,866,0,900,1.4,900,1.8
SAL51204,0,0,0,0,0,0,0,0
SAL51205,42,2015,923,425,2637,0.8,2383,2.9
SAL51206,62,0,2500,0,0,0.7,1399,1
SAL51207,39,3375,680,315,1781,0.7,1916,2.9
SAL51208,45,2117,737,350,2394,0.7,2195,3
SAL51209,42,1677,738,350,1928,0.7,1599,2.5
SAL51210,37,1300,617,280,1514,0.7,1297,2.5
SAL51211,45,2100,691,325,1666,0.9,1531,2.6
SAL51212,38,0,437,65,725,1.7,725,4.9
SAL51213,51,2650,883,300,3250,0.8,2437,2.7
SAL51214,40,3000,1104,0,3062,0.8,1875,2.5
SAL51215,60,0,575,0,1625,0.9,1875,2.5
SAL51216,0,0,0,0,0,0,0,0
SAL51217,62,1725,478,270,778,0.6,693,1.8
SAL51218,37,0,916,108,1062,0.8,866,2.1
SAL51219,34,1950,975,400,2258,0.7,2042,2.7
SAL51220,30,0,350,53,450,1,450,2
SAL51221,58,0,833,69,1875,0.7,725,1.7
SAL51222,33,1733,1451,367,2994,0.9,2420,2.3
SAL51223,53,2167,904,410,2299,0.6,1967,2.5
SAL51224,48,1300,671,280,1656,0.7,1151,2.2
SAL51225,42,4167,1501,440,5012,0.7,4565,2.7
SAL51226,49,1733,828,359,2218,0.6,1862,2.4
SAL51227,42,790,955,170,2023,0.7,1768,2.2
SAL51228,52,1733,1104,100,2750,0.6,2125,2.1
SAL51229,60,1419,466,150,900,0.7,459,1.2
SAL51230,33,1950,1139,400,2494,1,1960,1.8
SAL51231,37,0,0,0,0,0,0,0
SAL51232,51,1867,853,200,2156,0.8,1968,2.5
SAL51233,22,0,1024,0,1874,0.9,1874,3.3
SAL51234,31,2054,1129,420,2554,0.8,2477,3.2
SAL51235,41,542,1199,170,2249,0.8,1875,2.9
SAL51236,33,1517,1314,320,2761,0.8,2212,2.4
SAL51237,46,2000,735,350,1988,0.7,1760,2.7
SAL51238,54,1437,575,270,762,0.8,743,2.1
SAL51239,62,1934,582,200,1343,0.9,739,1.6
SAL51240,47,2134,918,250,3374,0.9,3062,3
SAL51241,40,500,1149,384,2624,0.9,2625,3.1
SAL51242,62,0,1812,0,3750,0.6,3250,1.7
SAL51243,46,847,900,163,2100,0.8,2050,2.8
SAL51244,54,867,491,200,1093,0.7,845,2
SAL51245,41,657,1114,180,2312,0.7,1833,2.5
SAL51246,45,2850,1015,320,2062,0.8,2036,2.7
SAL51247,43,1517,547,290,1478,0.7,1144,2.4
SAL51248,43,1733,851,300,2196,0.9,1817,2.6
SAL51249,47,0,612,0,1375,1.1,1375,3.2
SAL51250,46,1712,621,0,1800,0.8,1825,3
SAL51251,33,600,450,95,1812,1,1541,2.8
SAL51252,45,934,939,275,2124,0.7,1416,2.7
SAL51253,35,0,1970,13,784,0.9,1375,2.3
SAL51254,45,1950,1545,500,3708,0.8,2478,2.3
SAL51255,52,699,686,200,1562,0.7,1275,2.2
SAL51256,51,1790,670,210,1575,0.8,1408,2.3
SAL51257,52,1083,830,280,2125,0.7,1674,2.1
SAL51258,56,1517,617,250,1480,0.6,1027,2
SAL51259,34,1812,1859,210,3971,0.9,3434,2.5
SAL51260,36,1700,755,350,2112,0.7,1921,2.8
SAL51261,0,0,0,0,0,0,0,0
SAL51262,62,1138,510,250,937,0.6,850,1.8
SAL51263,51,1474,593,150,2250,0.7,1406,2.3
SAL51264,52,1733,927,423,1974,0.8,1550,2.3
SAL51265,50,0,0,0,0,0,0,0
SAL51266,39,1400,900,50,2750,0.6,2499,2.5
SAL51267,36,0,1624,450,2750,1,2750,3.5
SAL51268,59,758,520,137,1205,0.6,949,2
SAL51269,48,0,1125,80,2562,0.7,2374,2.6
SAL51270,48,2167,856,400,2267,0.8,2088,2.8
SAL51271,32,1640,781,350,1928,0.8,1723,2.7
SAL51272,55,2546,833,200,1625,0.6,1375,2.3
SAL51273,35,0,1042,0,2208,1,2208,3.9
SAL51274,53,0,1093,100,2374,0.5,2250,2.4
SAL51275,49,2200,840,400,2207,0.8,1837,2.5
SAL51276,48,1083,784,250,1958,0.7,1906,2.3
SAL51277,56,715,547,280,1312,0.7,956,2.1
SAL51278,38,1907,865,360,2316,0.7,2077,2.8
SAL51279,45,1476,712,270,2050,0.7,1562,2.4
SAL51280,36,910,515,200,1144,0.8,921,2.4
SAL51281,40,867,995,206,1968,0.8,1769,2.4
SAL51282,41,1733,613,325,1619,0.7,1272,2.4
SAL51283,27,0,850,0,0,0.4,1499,3.5
SAL51284,47,1910,700,200,2624,0.9,1625,2.3
SAL51285,49,1517,850,169,2700,0.7,2550,2.9
SAL51286,50,1490,725,200,1625,1.2,1562,2.5
SAL51287,38,1733,807,330,2072,0.8,1565,2.4
SAL51288,53,1517,765,300,1708,0.9,1604,2.2
SAL51289,45,1742,683,250,2031,0.9,1458,2.8
SAL51290,48,2600,474,125,1687,0.8,1781,2.4
SAL51291,66,0,450,0,0,1,450,1.5
SAL51292,44,2600,1025,360,1875,0.8,1749,2.5
SAL51293,49,2405,847,250,2527,0.7,2321,2.9
SAL51294,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0
SAL51296,36,1760,718,350,1865,0.8,1554,2.7
SAL51297,48,1896,742,180,1906,0.7,2028,2.7
SAL51298,39,2000,755,400,2215,0.8,1906,2.9
SAL51299,34,1760,1015,350,2246,0.9,1723,2.1
SAL51300,47,1825,778,340,1974,0.8,1795,2.6
SAL51301,49,1517,671,300,1661,0.7,1169,2
SAL51302,33,0,384,100,664,1.2,479,2.8
SAL51303,51,0,3250,0,0,0,0,0
SAL51304,49,542,514,160,1333,0.7,900,2.1
SAL51305,34,1500,366,150,990,1,1062,2.9
SAL51306,39,2167,943,250,2143,1.3,1656,2.7
SAL51307,40,2240,928,320,2739,0.8,2473,3
SAL51308,44,2058,871,350,2422,0.7,2178,2.7
SAL51309,43,1517,707,350,1625,0.8,1321,2.6
SAL51310,49,2058,710,200,1899,0.8,1062,2.2
SAL51311,50,2925,724,250,1625,0.7,1375,2.1
SAL51312,48,2741,730,465,2874,0.8,2146,2.8
SAL51313,42,0,2119,0,0,0.2,1375,1
SAL51314,33,0,1112,113,2340,0.8,2042,1.9
SAL51315,38,1733,734,400,2100,1,2125,3.2
SAL51316,35,1896,877,300,2454,0.9,2295,3.2
SAL51317,22,1555,1375,280,2625,0.9,2250,3.6
SAL51318,44,2529,489,150,1875,0.8,1375,3.2
SAL51319,44,1679,704,310,1819,0.7,1445,2.4
SAL51320,48,661,604,104,1312,0.8,900,2.7
SAL51321,47,2860,878,450,3353,0.7,2529,2.6
SAL51322,45,1950,752,380,2207,0.7,1833,2.5
SAL51323,48,1975,700,398,2273,0.7,1807,2.6
SAL51324,0,0,0,0,0,0,0,0
SAL51325,41,0,1125,0,1875,1,1875,4
SAL51326,60,1517,675,70,1833,0.6,949,1.5
SAL51327,39,2052,966,150,2250,0.8,1812,2.7
SAL51328,46,2000,767,440,2101,0.7,1845,2.7
SAL51329,36,0,1337,0,2750,0.6,1875,2.4
SAL51330,36,2167,1231,405,2791,0.8,2107,2.1
SAL51331,58,0,374,50,0,1.5,724,1.5
SAL51332,52,2167,741,300,1696,0.8,1537,2.5
SAL51333,34,0,843,200,1874,0.9,1187,1.9
SAL51334,33,0,928,300,2050,0.9,1625,3
SAL51335,36,900,1031,200,2250,0.9,1958,3.2
SAL51336,64,1250,537,280,1375,0.6,959,1.8
SAL51337,34,2000,967,380,2685,0.8,2492,3.1
SAL51338,43,1321,872,320,2027,0.7,1541,2.4
SAL51339,45,2200,768,348,2230,0.8,1955,2.7
SAL51340,31,1600,775,330,1885,0.8,1739,3
SAL51341,42,652,1140,138,2749,0.8,1875,2.9
SAL51342,50,1800,681,340,1583,0.8,1361,2.6
SAL51343,27,1083,774,190,2124,0.6,1625,3
SAL51344,0,0,0,0,0,0,0,0
SAL51345,42,2275,898,380,2609,0.8,2186,2.7
SAL51346,41,2980,1145,420,3507,0.8,2313,2.4
SAL51347,78,0,725,0,1375,2,1375,2
SAL51348,49,1668,679,260,1896,0.7,1225,2.1
SAL51349,48,0,1024,0,0,0.5,1625,1.3
SAL51350,58,0,725,300,1791,0.7,1583,2.1
SAL51351,47,1733,705,340,1668,0.6,1399,2.4
SAL51352,31,1999,1002,400,2333,0.7,2161,2.9
SAL51353,38,1408,703,270,1676,0.7,1441,2.4
SAL51354,35,1950,920,370,2386,0.7,2180,2.9
SAL51355,27,0,2167,0,0,0,0,0
SAL51356,0,0,0,0,0,0,0,0
SAL51357,47,610,687,111,1562,0.8,1437,2.6
SAL51358,0,0,0,0,0,0,0,0
SAL51359,33,2123,1431,330,3328,0.8,2996,2.8
SAL51360,47,2600,971,480,3064,0.7,2472,2.7
SAL51361,52,0,1791,150,3249,0.6,2750,2.2
SAL51362,35,1250,909,300,2250,0.8,1848,2.4
SAL51363,44,1600,791,300,2035,0.7,1438,2.2
SAL51364,44,0,1541,0,2749,0.7,1749,3
SAL51365,44,1200,801,250,1801,0.7,1278,2.2
SAL51366,26,0,1125,0,1499,0.8,1125,3
SAL51367,54,2167,774,0,1749,0.7,1458,2.3
SAL51368,48,2249,963,450,2598,0.9,1914,2.2
SAL51369,29,0,1437,0,3250,0.6,3125,2.6
SAL51370,53,1900,624,220,1468,0.8,1312,2.2
SAL51371,37,2000,1044,400,2486,0.7,2209,2.6
SAL51372,32,1387,1415,240,3024,0.9,2586,2.7
SAL51373,34,1472,1061,300,2580,0.8,2187,2.6
SAL51374,35,400,933,0,2249,0.6,1624,2
SAL51375,35,0,1042,60,1875,0.7,1468,2.6
SAL51376,52,1040,1149,200,2750,0.6,725,1.8
SAL51377,36,1600,795,350,2037,0.7,1742,2.6
SAL51378,52,1113,1625,250,3250,0.6,2250,2.3
SAL51379,27,0,725,138,1625,1.1,1625,3.2
SAL51380,37,0,1611,0,2833,0.8,2583,3.1
SAL51381,42,2200,1147,375,2864,0.8,2026,2.1
SAL51382,38,3000,1007,218,2399,1,2428,3.1
SAL51383,42,0,1437,0,2250,0.8,2250,3
SAL51384,36,0,962,108,2499,0.6,2250,2
SAL51385,38,900,945,100,2166,0.8,1875,2.8
SAL51386,56,1083,668,200,1124,0.5,900,1.6
SAL51387,45,0,725,135,1374,1,1375,3.3
SAL51388,51,0,2166,0,4750,0.4,2250,1.5
SAL51389,43,0,1625,0,3750,0.4,1999,1.3
SAL51390,47,1824,708,335,1827,0.7,1518,2.4
SAL51391,56,2050,543,370,1375,0.8,1125,2.2
SAL51392,42,1900,725,150,2083,0.8,1874,3.2
SAL51393,50,769,706,150,1875,0.6,1244,2
SAL51394,33,2100,910,420,2471,0.8,2364,3.3
SAL51395,40,1211,537,220,1287,0.7,1061,2.3
SAL51396,41,1733,751,350,1898,0.7,1448,2.3
SAL51397,48,1300,608,290,1490,0.7,1076,2.1
SAL51398,57,867,481,200,780,0.6,737,1.8
SAL51399,50,1842,739,250,1724,0.7,1625,2.6
SAL51400,60,0,1812,0,4750,0.6,3374,2
SAL51401,25,1000,271,70,668,1.1,730,3.6
SAL51402,32,1842,888,330,2254,0.8,1827,2.4
SAL51403,60,1209,850,300,1562,0.7,1625,2.3
SAL51404,45,2382,900,300,2687,0.7,2643,3.1
SAL51405,42,2348,868,410,2535,0.7,2221,2.7
SAL51406,47,2190,731,230,1562,0.9,1481,2.7
SAL51407,0,0,0,0,0,0,0,0
SAL51408,44,2000,871,389,2324,0.7,2087,2.8
SAL51409,52,0,1625,0,2250,1,2250,2
SAL51410,43,1800,887,318,2438,0.7,2261,2.9
SAL51411,45,2167,864,420,2511,0.8,2366,2.9
SAL51412,56,0,599,200,599,1,762,1.4
SAL51413,33,1408,703,310,1661,0.7,1403,2.6
SAL51414,26,0,274,0,487,2.3,479,3.1
SAL51415,25,0,275,75,627,1.2,702,3.5
SAL51416,40,2498,1330,438,3315,0.9,2219,2.1
SAL51417,34,1950,1005,400,2422,0.8,2155,2.8
SAL51418,41,1733,820,245,2187,0.9,2062,2.9
SAL51419,37,1517,888,310,2115,0.7,1740,2.4
SAL51420,44,1647,720,320,1856,0.7,1403,2.4
SAL51421,38,3504,1362,470,4179,0.8,3418,2.8
SAL51422,42,1409,939,100,1656,0.7,1517,2.4
SAL51423,44,3000,1625,400,1499,1.1,1125,2.1
SAL51424,58,2167,807,300,1593,0.9,1312,2.2
SAL51425,51,1300,450,180,725,0.7,725,2.3
SAL51426,59,1000,604,0,1874,0.6,1624,2.3
SAL51427,0,0,0,0,0,0,0,0
SAL51428,61,0,850,0,0,1,350,1
SAL51429,0,0,0,0,0,0,0,0
SAL51430,43,693,480,172,1140,0.7,987,2.5
SAL51431,52,488,440,168,850,0.6,693,1.8
SAL51432,48,4000,537,0,1375,0.8,2250,2.7
SAL51433,28,0,315,60,746,1.5,1212,4.2
SAL51434,58,1500,1375,200,2374,0.5,2166,1.8
SAL51435,35,2000,946,430,2548,0.8,2359,3.1
SAL51436,43,1647,1027,300,2525,0.7,2157,2.4
SAL51437,37,0,459,200,474,1.1,900,3.6
SAL51438,44,4000,939,0,2125,0.7,1625,2.9
SAL51439,51,2650,700,200,2250,0.8,1625,2.5
SAL51440,34,0,1833,50,715,1.5,1083,4.2
SAL51441,40,0,949,0,1875,1,1812,3.5
SAL51442,49,1083,620,160,1410,0.8,1187,2.4
SAL51443,56,1400,1525,0,3249,0.7,3625,2.9
SAL51444,48,1733,1542,240,3874,0.8,2749,2.3
SAL51445,0,0,0,0,0,0,0,0
SAL51446,39,2300,994,430,2736,0.8,2569,3.1
SAL51447,56,2200,684,200,1916,0.8,966,2.5
SAL51448,38,1625,682,330,1825,0.8,1571,2.7
SAL51449,46,596,571,115,1395,0.7,1212,2.2
SAL51450,41,1883,850,150,2083,0.8,1937,2.7
SAL51451,66,0,450,280,900,0.6,824,1.5
SAL51452,47,0,1178,100,2333,0.9,2125,2.8
SAL51453,51,2279,466,90,1062,0.7,866,2.2
SAL51454,57,0,575,65,0,0.3,575,1
SAL51455,37,0,253,70,483,0.8,464,2.5
SAL51456,32,1200,1741,48,3407,0.9,3125,2.9
SAL51457,43,0,387,0,1649,0.7,725,2.3
SAL51458,56,1365,568,280,1274,0.7,941,2.1
SAL51459,44,0,1062,200,1687,0.7,1687,2.6
SAL51460,0,0,0,0,0,0,0,0
SAL51461,33,8300,1292,150,2624,0.7,1937,2.4
SAL51462,42,1627,783,200,1593,0.7,1430,2.4
SAL51463,35,2734,737,211,1812,0.8,1312,2.3
SAL51464,20,0,900,400,4999,0.9,1875,3.3
SAL51465,0,0,0,0,0,0,0,0
SAL51466,56,520,465,120,949,0.6,739,1.8
SAL51467,32,2000,1197,450,2705,0.7,2479,2.7
SAL51468,45,2292,939,230,2181,0.9,1875,2.5
SAL51469,0,0,0,0,0,0,0,0
SAL51470,43,3000,1110,485,3525,0.8,2779,2.7
SAL51471,49,560,1312,100,2250,0.7,2749,2.2
SAL51472,36,1647,962,320,2104,0.7,1535,2
SAL51473,66,0,2333,0,3499,0.5,3499,2
SAL51474,42,1965,914,330,2166,1,2083,2.8
SAL51475,39,1800,716,330,1862,0.7,1526,2.7
SAL51476,34,350,575,0,1218,0.8,1093,3.2
SAL51477,37,1390,1375,200,2499,0.9,1999,3.2
SAL51478,41,2000,807,250,2203,0.9,2166,3
SAL51479,44,0,1916,0,0,0,0,0
SAL51480,48,1647,758,300,2062,0.8,1583,2.8
SAL51481,80,1000,725,0,1125,0.4,1024,1.5
SAL51482,52,1885,659,300,1819,0.7,1482,2.5
SAL51483,51,1733,512,47,1125,1.1,949,2.6
