SAL_CODE_2021,F_ID_NS_0,F_ID_NS_1_19,F_ID_NS_20_29,F_ID_NS_30_34,F_ID_NS_35_39,F_ID_NS_40_44,F_ID_NS_45_49,F_ID_NS_50_over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_19,F_Tot_20_29,F_Tot_30_34,F_Tot_35_39,F_Tot_40_44,F_Tot_45_49,F_Tot_50_over,F_Tot_hours_NS,F_Tot_Tot,P_AgriForestFish_0,P_AgriForestFish_1_19,P_AgriForestFish_20_29,P_AgriForestFish_30_34,P_AgriForestFish_35_39,P_AgriForestFish_40_44,P_AgriForestFish_45_49,P_AgriForestFish_50_over,P_AgriForestFish_hours_NS,P_AgriForestFish_Tot,P_Min_0,P_Min_1_19,P_Min_20_29,P_Min_30_34,P_Min_35_39,P_Min_40_44,P_Min_45_49,P_Min_50_over,P_Min_hours_NS,P_Min_Tot,P_Mnfg_0,P_Mnfg_1_19,P_Mnfg_20_29,P_Mnfg_30_34,P_Mnfg_35_39,P_Mnfg_40_44,P_Mnfg_45_49,P_Mnfg_50_over,P_Mnfg_hours_NS,P_Mnfg_Tot,P_EGW_WS_0,P_EGW_WS_1_19,P_EGW_WS_20_29,P_EGW_WS_30_34,P_EGW_WS_35_39,P_EGW_WS_40_44,P_EGW_WS_45_49,P_EGW_WS_50_over,P_EGW_WS_hours_NS,P_EGW_WS_Tot,P_Cnstn_0,P_Cnstn_1_19,P_Cnstn_20_29,P_Cnstn_30_34,P_Cnstn_35_39,P_Cnstn_40_44,P_Cnstn_45_49,P_Cnstn_50_over,P_Cnstn_hours_NS,P_Cnstn_Tot,P_WTrade_0,P_WTrade_1_19,P_WTrade_20_29,P_WTrade_30_34,P_WTrade_35_39,P_WTrade_40_44,P_WTrade_45_49,P_WTrade_50_over,P_WTrade_hours_NS,P_WTrade_Tot,P_RTrade_0,P_RTrade_1_19,P_RTrade_20_29,P_RTrade_30_34,P_RTrade_35_39,P_RTrade_40_44,P_RTrade_45_49,P_RTrade_50_over,P_RTrade_hours_NS,P_RTrade_Tot,P_AccomFoodS_0,P_AccomFoodS_1_19,P_AccomFoodS_20_29,P_AccomFoodS_30_34,P_AccomFoodS_35_39,P_AccomFoodS_40_44,P_AccomFoodS_45_49,P_AccomFoodS_50_over,P_AccomFoodS_hours_NS,P_AccomFoodS_Tot,P_TransPostWhse_0,P_TransPostWhse_1_19,P_TransPostWhse_20_29,P_TransPostWhse_30_34,P_TransPostWhse_35_39,P_TransPostWhse_40_44,P_TransPostWhse_45_49,P_TransPostWhse_50_over,P_TransPostWhse_hours_NS,P_TransPostWhse_Tot,P_InfoMedTelecom_0,P_InfoMedTelecom_1_19,P_InfoMedTelecom_20_29,P_InfoMedTelecom_30_34,P_InfoMedTelecom_35_39,P_InfoMedTelecom_40_44,P_InfoMedTelecom_45_49,P_InfoMedTelecom_50_over,P_InfoMedTelecom_hours_NS,P_InfoMedTelecom_Tot,P_FinInsurS_0,P_FinInsurS_1_19,P_FinInsurS_20_29,P_FinInsurS_30_34,P_FinInsurS_35_39,P_FinInsurS_40_44,P_FinInsurS_45_49,P_FinInsurS_50_over,P_FinInsurS_hours_NS,P_FinInsurS_Tot,P_RentHirREserv_0,P_RentHirREserv_1_19,P_RentHirREserv_20_29,P_RentHirREserv_30_34,P_RentHirREserv_35_39,P_RentHirREserv_40_44,P_RentHirREserv_45_49,P_RentHirREserv_50_over,P_RentHirREserv_hours_NS,P_RentHirREserv_Tot,P_ProScieTechServ_0,P_ProScieTechServ_1_19,P_ProScieTechServ_20_29,P_ProScieTechServ_30_34,P_ProScieTechServ_35_39,P_ProScieTechServ_40_44,P_ProScieTechServ_45_49,P_ProScieTechServ_50_over,P_ProScieTechServ_hours_NS,P_ProScieTechServ_Tot,P_AdminSupServ_0,P_AdminSupServ_1_19,P_AdminSupServ_20_29,P_AdminSupServ_30_34,P_AdminSupServ_35_39,P_AdminSupServ_40_44,P_AdminSupServ_45_49,P_AdminSupServ_50_over,P_AdminSupServ_hours_NS,P_AdminSupServ_Tot,P_PubAdmiSafety_0,P_PubAdmiSafety_1_19,P_PubAdmiSafety_20_29,P_PubAdmiSafety_30_34,P_PubAdmiSafety_35_39,P_PubAdmiSafety_40_44,P_PubAdmiSafety_45_49,P_PubAdmiSafety_50_over,P_PubAdmiSafety_hours_NS,P_PubAdmiSafety_Tot,P_EducTrain_0,P_EducTrain_1_19,P_EducTrain_20_29,P_EducTrain_30_34,P_EducTrain_35_39,P_EducTrain_40_44,P_EducTrain_45_49,P_EducTrain_50_over,P_EducTrain_hours_NS,P_EducTrain_Tot,P_HealthCareSocA_0,P_HealthCareSocA_1_19,P_HealthCareSocA_20_29,P_HealthCareSocA_30_34,P_HealthCareSocA_35_39,P_HealthCareSocA_40_44,P_HealthCareSocA_45_49,P_HealthCareSocA_50_overr,P_HealthCareSocA_hours_NS,P_HealthCareSocA_Tot,P_ArtRecServ_0,P_ArtRecServ_1_19,P_ArtRecServ_20_29,P_ArtRecServ_30_34,P_ArtRecServ_35_39,P_ArtRecServ_40_44,P_ArtRecServ_45_49,P_ArtRecServ_50_over,P_ArtRecServ_hours_NS,P_ArtRecServ_Tot
SAL50022,5,10,10,7,6,7,0,5,10,69,59,415,300,160,259,296,89,153,17,1743,0,0,5,0,0,3,0,6,0,19,17,10,17,4,28,75,30,88,0,271,0,11,7,5,22,38,12,26,0,129,0,6,0,3,13,12,3,7,0,44,7,29,16,15,24,69,21,82,0,253,3,8,10,10,15,19,9,15,0,92,10,102,44,15,32,42,7,24,4,284,7,92,41,9,21,16,4,11,0,197,0,9,14,6,12,25,10,17,0,99,0,10,3,0,8,8,0,3,0,34,6,14,8,3,18,38,7,27,0,127,0,31,14,8,17,33,8,20,0,125,14,48,50,33,63,125,52,84,0,466,0,20,19,7,10,14,4,9,0,77,7,14,12,7,54,36,15,20,5,162,7,66,44,28,27,32,27,34,3,266,16,111,95,51,83,107,34,79,6,596,0,20,11,10,10,9,5,5,0,67
SAL50023,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50024,0,10,5,3,5,0,0,4,5,37,52,289,197,104,203,173,45,78,9,1162,0,0,0,0,0,0,0,0,0,7,5,4,4,3,25,37,14,43,0,144,5,9,3,9,27,24,8,10,0,90,0,0,0,0,12,5,0,9,0,26,10,10,11,10,20,33,10,42,0,145,0,0,3,0,3,16,3,9,0,48,15,71,38,17,19,17,8,19,0,209,3,74,22,12,9,14,4,10,5,149,5,14,6,6,10,20,8,9,0,71,0,0,3,0,0,3,0,6,0,15,0,9,12,0,12,18,5,9,0,59,0,11,3,6,11,10,3,11,0,57,8,38,26,17,58,85,29,52,0,311,4,7,9,3,11,6,0,7,0,56,4,12,18,6,43,28,19,12,4,143,6,61,29,28,31,34,16,28,0,234,23,69,64,40,68,56,5,25,6,355,0,12,3,4,9,3,0,3,0,38
SAL50025,0,0,3,0,0,0,0,0,0,12,12,22,27,20,15,26,10,15,0,145,0,4,0,0,0,10,0,0,0,9,3,3,0,0,7,5,0,12,0,32,0,0,4,4,5,5,4,4,0,25,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,10,0,6,0,33,0,0,0,0,0,0,0,0,0,4,0,5,5,4,6,0,6,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,6,0,0,0,0,0,0,0,8,0,6,0,0,0,11,3,6,0,25,5,0,6,3,0,6,0,10,0,28,3,6,10,9,4,7,0,0,0,40,0,0,0,0,0,0,0,0,0,0
SAL50026,0,16,13,9,9,9,0,6,33,102,107,409,366,251,480,272,75,134,62,2165,0,3,5,0,11,7,4,0,0,34,26,16,4,0,22,21,12,112,3,220,6,22,28,15,99,94,44,45,5,356,3,3,4,0,15,13,0,6,0,44,14,35,30,21,67,113,46,66,8,400,3,8,5,8,58,43,18,19,0,164,24,114,87,50,138,72,12,16,10,518,13,108,38,23,39,29,4,19,7,291,12,25,24,24,56,83,32,73,8,339,0,6,7,0,0,8,0,3,0,33,4,3,0,4,14,7,4,0,0,41,0,9,3,4,24,9,0,7,0,47,8,18,8,6,41,43,15,23,0,163,6,57,40,22,38,41,0,12,8,219,13,25,18,25,86,54,18,22,5,261,11,51,52,42,64,46,3,14,0,296,38,85,136,104,171,86,24,55,17,708,4,21,9,3,7,0,0,6,0,43
SAL50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50029,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,0,16,0,0,5,0,4,4,5,20,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50030,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,5,0,15,0,0,4,3,3,0,4,11,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50031,0,0,6,4,6,3,0,0,0,33,42,119,121,60,142,131,48,87,6,756,0,0,0,0,0,4,0,5,0,11,22,5,6,3,14,25,14,77,0,171,0,5,3,4,10,10,6,12,0,50,6,0,0,0,0,5,3,0,0,14,3,6,7,3,12,33,6,37,0,111,0,4,0,8,8,18,8,16,0,59,0,32,14,14,23,23,8,3,0,118,4,36,23,5,11,18,4,12,0,115,8,3,8,3,3,24,7,13,0,70,0,0,3,3,0,0,0,0,0,15,5,4,9,10,8,12,0,5,0,46,0,3,0,0,6,12,4,12,0,30,5,11,13,8,22,39,6,27,4,144,0,7,14,0,7,4,4,8,0,50,9,4,8,0,26,24,7,15,0,94,6,16,9,11,28,22,10,24,0,122,13,29,40,13,48,30,10,24,0,197,0,6,12,4,14,22,0,9,0,64
SAL50032,0,3,0,4,7,7,0,0,3,21,33,124,125,85,147,75,15,40,9,644,0,0,0,0,0,0,0,0,0,8,5,0,4,0,6,12,11,54,0,86,0,3,6,4,23,10,6,8,0,56,0,0,0,0,5,3,0,3,0,19,5,9,5,10,29,55,19,39,5,176,0,0,0,6,8,11,0,3,0,33,3,34,34,17,29,14,8,11,0,148,4,24,0,3,9,8,4,3,0,53,0,5,7,4,9,10,7,10,0,43,0,0,0,0,4,6,0,0,0,14,3,5,9,0,6,5,0,7,0,32,0,0,0,0,0,8,3,5,0,11,3,9,6,6,21,17,14,9,0,90,0,15,9,3,8,10,0,0,0,46,4,8,9,0,27,15,0,6,0,68,10,12,20,16,17,14,3,8,0,105,9,34,36,35,52,17,3,6,3,201,0,5,10,3,0,3,0,0,0,24
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50034,0,0,0,0,3,0,0,0,0,6,18,69,51,34,72,52,13,16,0,315,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,6,5,17,0,44,0,3,5,5,8,9,0,9,0,40,0,0,0,0,5,3,0,0,0,4,0,0,0,3,10,14,8,8,0,48,0,0,0,0,11,5,0,4,0,24,0,18,7,6,8,8,0,7,0,64,3,13,6,6,9,6,0,7,0,41,3,3,0,4,4,10,4,4,0,30,3,0,0,3,0,6,0,0,0,12,0,5,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,6,7,9,7,5,11,15,4,0,0,58,0,10,3,0,7,3,0,0,0,24,5,6,0,3,15,16,0,0,0,47,0,16,4,0,12,10,0,9,0,49,3,12,28,10,22,11,5,6,0,93,0,7,0,3,4,3,0,3,0,13
SAL50035,0,10,14,0,4,13,3,0,0,44,59,428,302,155,243,261,74,124,8,1651,0,12,0,0,0,3,0,0,0,24,17,12,12,6,16,43,28,98,0,228,4,19,13,6,32,38,21,38,5,179,3,3,0,0,4,7,0,12,0,35,8,17,26,12,29,68,27,84,0,263,0,6,8,3,17,23,10,20,0,90,6,111,48,23,32,34,12,30,0,298,6,93,17,11,16,8,0,10,3,168,3,19,12,10,19,27,10,22,0,121,0,5,6,0,11,7,0,7,0,28,4,10,10,11,20,29,5,18,0,115,0,20,8,10,12,27,0,25,0,108,11,53,30,28,53,99,27,75,4,374,9,12,18,3,9,13,5,6,0,76,3,10,16,12,40,36,10,14,0,145,11,81,56,35,46,59,26,39,0,353,16,91,85,54,66,86,33,39,0,470,0,24,9,9,8,6,0,8,0,70
SAL50036,3,14,8,6,11,14,3,8,12,87,103,566,464,283,520,389,83,167,24,2603,0,3,0,4,3,9,0,0,0,24,27,14,9,9,24,70,34,132,0,307,7,17,25,9,87,102,39,58,6,353,0,3,5,4,24,25,4,12,0,73,12,22,22,26,75,144,48,114,0,467,0,5,14,3,23,44,24,34,0,153,13,154,100,44,68,60,8,36,0,493,0,165,53,14,26,13,6,25,9,313,15,24,19,13,37,63,32,52,0,252,0,8,0,0,10,13,3,0,0,34,5,5,10,15,33,48,10,23,0,148,0,10,6,3,12,16,0,10,0,58,10,34,28,29,69,109,27,41,6,347,3,29,19,8,25,36,11,17,0,138,21,24,29,26,102,83,18,28,0,319,15,92,77,57,113,84,32,59,3,531,36,107,141,99,188,107,28,33,0,737,4,56,14,0,9,9,0,4,0,97
SAL50037,0,13,11,5,12,17,0,4,5,65,75,358,338,206,352,268,64,89,12,1755,0,0,0,3,0,3,0,0,0,13,11,3,6,0,26,57,23,106,6,236,8,7,14,14,50,70,34,35,0,222,0,6,0,4,7,20,6,5,0,47,10,10,25,17,31,91,35,79,0,294,0,8,3,0,39,41,16,13,0,122,7,82,49,30,47,40,10,19,5,293,11,76,31,8,29,17,5,13,0,183,3,11,9,8,15,51,15,20,0,137,0,0,0,0,10,8,4,0,0,19,0,6,16,3,23,24,7,11,0,90,4,3,3,5,8,7,0,8,0,39,14,23,20,15,64,109,21,29,0,289,0,22,18,4,11,14,6,4,0,81,19,11,21,12,66,75,18,27,0,252,10,77,77,46,71,32,17,23,3,358,30,89,88,78,133,61,15,23,0,505,3,16,6,0,6,7,3,7,0,53
SAL50038,0,0,0,0,0,3,0,0,3,13,19,68,61,30,27,33,0,18,5,256,3,13,4,0,3,3,0,13,0,39,6,0,0,0,0,0,0,16,0,17,0,0,4,0,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,8,5,7,5,11,5,11,0,60,0,4,4,0,0,0,0,0,0,7,3,23,12,12,6,5,0,3,6,61,5,20,18,9,0,7,0,11,0,69,5,5,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,5,0,0,0,0,12,0,7,5,3,3,6,0,0,0,13,0,11,12,3,5,0,0,0,0,28,4,0,0,0,3,8,0,3,0,18,0,8,8,3,3,4,4,5,0,25,9,15,21,5,6,9,0,0,0,57,0,0,0,0,0,0,0,0,0,5
SAL50039,4,21,9,5,8,12,0,10,27,97,213,822,650,412,641,466,157,225,50,3636,0,28,14,10,27,15,10,40,0,141,73,16,22,6,61,125,65,348,8,719,38,29,32,29,137,291,114,137,7,820,5,8,0,0,46,41,29,29,0,163,34,46,30,36,85,186,85,325,8,841,5,15,5,9,15,35,20,30,0,137,43,207,128,100,120,91,34,51,3,774,13,190,89,31,33,37,10,28,6,437,18,18,18,15,39,58,15,98,10,291,0,4,0,6,0,3,0,6,0,28,0,11,9,8,18,17,9,12,0,88,5,6,11,3,25,18,0,14,0,84,11,47,31,12,48,65,13,38,3,257,6,40,23,16,29,22,6,17,3,173,29,25,30,28,95,100,19,29,0,355,29,101,111,80,112,84,43,65,4,624,56,170,204,146,209,106,28,50,8,979,5,26,14,6,6,6,3,4,0,69
SAL50040,3,10,19,13,27,17,3,4,23,113,201,640,619,389,840,593,133,273,51,3738,0,9,0,3,10,13,0,0,0,37,68,13,10,9,50,74,45,324,15,610,9,18,26,17,109,109,39,84,0,411,6,8,0,0,23,20,7,27,0,90,14,35,34,26,125,204,81,149,8,672,8,15,24,14,51,88,28,52,0,274,33,196,146,59,149,133,34,52,9,808,26,162,73,27,64,56,21,39,0,471,27,32,35,31,68,116,55,91,6,469,0,4,7,3,23,16,4,8,0,62,13,9,16,17,59,42,11,15,0,173,7,7,14,11,26,28,17,23,3,129,6,31,38,27,79,92,26,40,0,338,9,44,20,14,31,35,19,24,0,203,36,27,35,22,134,148,43,53,0,486,23,94,72,64,129,102,21,60,4,557,46,127,187,146,289,118,40,70,4,1021,4,22,15,12,23,15,11,6,4,99
SAL50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50042,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50043,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50045,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,13,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5
SAL50046,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50048,0,0,0,0,0,0,0,0,0,0,0,6,8,4,8,8,5,3,0,40,0,3,4,0,9,4,0,25,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
