SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL50052,0,0,0,12,10,16,0,0,0,0,4,4,0,0,0,12,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,24,29,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,33,74,0,0,0,0,0,3,45,37,73,4,7,3,75,71,144
SAL50053,120,200,318,226,361,589,0,0,0,35,57,91,0,0,0,1650,1856,3504,4,9,7,355,394,749,27,37,58,4,7,10,7,10,17,17,15,36,22,30,56,33,42,73,35,50,84,3,12,18,3,3,11,30,57,89,170,185,357,3,3,7,2629,3124,5753,236,199,437,136,135,276,7,13,19,0,0,0,30,41,67,23,29,51,53,69,125,1584,1579,3163,13,8,17,5,13,18,1602,1601,3203,359,324,682,5147,5668,10813
SAL50054,96,191,283,1665,2034,3700,0,0,0,272,303,578,0,0,0,2623,2977,5595,40,44,85,70,64,137,129,164,294,103,113,220,37,46,89,29,35,65,90,104,194,235,260,494,273,311,580,19,29,41,44,38,82,225,304,523,787,928,1714,26,38,62,6655,7799,14460,214,214,428,162,165,326,3,5,10,0,0,0,151,137,283,41,66,117,194,207,404,9612,9556,19169,50,50,101,17,49,66,9680,9653,19337,1379,1070,2450,18386,19316,37697
SAL50055,268,301,574,322,374,700,0,0,0,223,203,427,0,0,0,1042,1153,2193,8,19,28,204,218,417,44,57,97,22,20,44,4,8,12,70,87,158,50,65,116,122,159,279,56,70,129,6,8,18,20,22,40,44,55,101,337,436,777,11,14,22,2574,2973,5547,309,228,537,782,639,1424,8,9,7,6,0,3,237,194,429,27,53,75,269,247,511,2014,1755,3774,14,9,28,8,20,27,2040,1791,3827,772,664,1442,7010,6856,13864
SAL50056,8,0,7,40,57,104,0,0,0,3,0,3,0,0,0,21,25,45,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,6,3,0,0,0,0,0,6,0,3,7,6,6,10,0,0,0,83,110,197,0,0,0,0,0,0,6,0,5,0,6,6,0,0,0,3,0,4,3,4,10,156,148,304,0,0,0,4,3,7,155,154,304,31,17,45,278,285,565
SAL50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,12,0,0,0,0,0,0,9,8,12,4,0,5,8,14,21
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL50059,0,0,0,8,9,16,0,0,0,0,3,3,0,0,0,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,3,12,0,0,0,19,27,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,40,0,0,0,0,0,0,14,20,40,7,3,9,44,51,93
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,431,564,998,628,811,1442,0,0,0,237,216,454,0,0,3,1998,2157,4158,22,35,52,184,205,383,24,41,62,26,29,54,11,13,25,15,19,34,54,65,116,89,113,199,57,60,119,16,13,31,18,26,40,80,85,168,291,347,635,7,6,12,3756,4225,7982,108,93,203,833,812,1647,35,38,75,0,0,0,23,23,45,25,44,70,54,63,117,3379,2929,6317,25,20,43,12,17,28,3424,2968,6389,562,487,1048,9198,9263,18459
SAL50062,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,0,0,0,0,0,3,8,7,15,0,5,3,14,16,33
SAL50063,0,0,0,7,8,16,0,0,0,0,0,0,0,0,0,10,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,20,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,26,0,0,0,0,0,0,15,7,26,0,0,0,39,19,58
SAL50064,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,19,0,0,0,0,0,0,11,9,19,8,9,11,32,27,54
SAL50065,0,3,4,4,5,8,0,0,0,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,4,6,0,0,0,14,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,28,0,0,0,0,0,0,18,10,28,0,0,0,33,27,60
SAL50066,3,0,6,21,23,41,0,0,0,0,0,0,0,0,0,14,24,38,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,7,10,8,8,17,0,0,0,54,63,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,98,212,0,0,0,0,0,0,111,100,215,26,15,38,203,182,383
SAL50067,0,0,0,13,0,9,0,0,0,4,0,4,0,0,0,11,8,14,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,3,8,0,0,0,40,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,18,66,0,0,0,0,0,0,51,18,66,143,19,157,235,43,275
SAL50068,3,13,18,90,98,184,0,0,0,7,17,26,0,0,0,168,151,318,0,0,0,5,8,14,0,0,0,0,0,0,0,6,3,0,0,0,0,5,8,0,4,11,11,4,12,0,0,0,0,0,0,8,14,22,16,29,48,0,0,0,320,326,643,10,6,16,11,16,28,0,0,0,0,0,0,7,9,20,6,3,9,12,14,34,304,276,580,0,0,0,0,3,3,308,284,587,39,15,55,702,670,1377
SAL50069,71,139,216,373,486,854,0,0,0,89,91,179,0,0,0,954,1032,1986,17,11,26,36,44,75,21,24,47,31,44,72,4,5,5,21,25,46,16,16,35,109,139,250,41,48,88,3,3,3,11,16,33,45,60,108,221,285,513,3,6,7,1991,2343,4332,176,195,375,110,135,246,11,0,11,0,0,0,86,84,172,11,21,36,103,105,207,2626,2675,5303,25,17,45,3,13,14,2659,2700,5362,327,277,608,5456,5898,11351
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,6,9,12,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,33,0,0,0,0,0,0,22,8,33,4,4,5,41,35,72
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,0,7,12,7,17
SAL50073,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,5,3,4,0,0,0,4,12,16
SAL50074,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,7,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,28,0,0,0,0,0,0,17,11,24,4,4,9,25,26,47
SAL50075,0,0,3,74,82,161,0,0,0,6,5,20,0,0,0,69,66,135,0,0,3,3,5,5,0,0,3,0,0,0,0,3,3,0,0,0,0,8,6,7,3,8,4,8,17,0,0,0,0,0,0,13,9,22,12,8,15,0,0,0,185,205,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,249,217,462,0,0,0,0,0,0,251,221,467,48,28,71,486,459,940
SAL50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,43,43,7,45
SAL50077,0,0,3,24,26,52,0,0,0,0,0,0,0,0,0,47,40,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,15,0,0,0,84,72,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,61,125,0,0,0,0,0,0,63,61,126,8,5,20,151,150,302
SAL50078,60,115,179,453,617,1071,0,0,0,49,51,98,0,0,0,1007,1243,2246,15,20,34,48,50,96,15,19,35,6,8,13,14,22,32,0,0,0,21,22,37,30,36,73,43,59,104,11,12,17,0,3,5,62,84,146,155,187,343,7,11,18,1942,2437,4383,61,54,114,45,39,87,9,3,13,0,0,0,8,8,19,11,30,41,21,40,60,2705,2471,5181,35,30,63,8,7,14,2749,2508,5255,422,330,746,5299,5530,10837
SAL50079,75,130,208,145,210,360,0,0,0,41,54,101,0,0,0,480,517,1001,0,5,5,6,5,14,0,5,5,0,0,0,3,4,7,4,0,5,21,21,40,21,19,38,58,56,117,0,0,0,0,0,0,46,44,83,72,77,147,0,0,0,895,1016,1912,59,51,112,30,32,70,6,0,6,0,0,0,7,10,15,8,7,15,13,17,29,704,627,1333,7,0,5,3,4,9,714,632,1347,74,83,148,1867,1969,3832
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,26,36,61,160,162,318,0,0,0,31,44,71,0,0,0,403,423,831,0,7,5,4,7,14,10,6,16,0,0,0,7,4,8,0,0,0,9,14,22,12,4,21,19,18,32,0,0,0,4,4,9,22,42,62,42,49,93,7,3,6,722,794,1517,43,38,82,30,19,47,4,4,9,7,5,4,4,5,10,3,0,4,16,6,23,1121,996,2119,3,6,9,0,4,0,1129,1008,2135,326,291,622,2294,2196,4496
SAL50082,3,8,19,180,246,427,0,0,0,48,56,103,0,0,3,145,175,323,7,12,19,5,8,10,6,5,10,0,6,0,5,11,13,0,0,0,10,9,16,10,18,20,21,26,46,3,4,8,0,0,0,35,47,84,77,92,168,0,0,0,552,705,1261,3,10,10,5,3,8,0,0,0,0,0,0,4,0,8,4,11,12,4,9,19,880,856,1732,4,0,4,0,4,7,886,863,1749,113,102,223,1576,1703,3272
SAL50083,149,201,354,527,669,1199,0,0,0,50,70,122,0,0,0,1622,1891,3510,19,29,40,97,84,182,15,16,30,8,8,13,16,18,29,7,3,14,46,47,91,42,55,95,74,65,138,6,8,18,8,9,14,77,121,202,144,167,305,8,11,14,2757,3270,6019,131,118,251,146,148,290,15,23,36,0,0,0,40,41,81,29,22,59,71,64,138,3695,3552,7245,28,30,55,11,17,32,3740,3594,7335,471,395,864,7479,7805,15288
SAL50084,0,8,9,76,92,166,0,0,0,5,11,21,0,0,0,132,143,272,0,0,0,0,3,3,11,10,20,0,0,0,0,7,3,0,0,0,0,4,0,5,7,9,5,5,12,0,4,11,8,0,4,13,14,27,26,21,48,0,0,3,272,324,597,0,7,5,4,10,13,0,0,0,0,0,0,0,0,6,3,4,8,3,6,11,315,305,616,3,4,5,0,3,8,318,311,626,69,66,139,681,726,1400
SAL50085,0,0,0,14,9,27,0,0,0,0,0,0,0,0,0,17,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,40,29,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,44,0,0,0,0,0,0,25,14,44,5,5,10,74,55,123
SAL50086,26,42,69,175,195,368,0,0,0,18,24,41,0,0,0,638,734,1369,0,6,6,17,21,38,7,10,13,3,5,3,7,3,8,0,0,0,8,10,12,5,16,27,26,24,51,7,4,9,5,0,5,11,27,46,41,48,91,0,3,4,965,1132,2096,5,5,15,22,21,39,12,10,15,0,0,0,0,5,7,10,16,19,11,16,28,1340,1329,2672,9,17,28,4,12,18,1360,1355,2713,184,158,340,2585,2729,5315
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,7,4,0,0,0,17,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16,0,0,0,0,0,0,12,4,16,6,7,8,30,24,54
SAL50089,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,6,0,0,0,16,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,24,0,0,0,0,0,0,8,10,24,5,0,5,28,21,53
SAL50090,188,233,423,232,240,475,0,0,0,88,111,199,0,0,0,834,836,1661,16,12,29,30,34,65,26,30,54,11,6,23,5,3,13,20,27,47,39,45,87,72,57,125,68,75,144,3,4,5,10,24,38,42,46,84,187,198,379,7,9,13,1684,1765,3449,292,218,510,518,473,987,0,0,0,0,0,0,228,200,433,17,10,29,247,212,458,1347,1170,2517,13,4,12,6,5,10,1358,1176,2536,403,317,724,4684,4405,9092
SAL50091,80,108,187,163,203,372,0,0,0,27,26,57,0,0,0,743,888,1627,0,3,5,71,68,134,19,20,39,4,6,9,0,4,9,3,10,10,0,6,8,13,10,26,20,18,44,0,0,0,3,3,0,35,48,88,59,69,133,3,5,8,1173,1391,2558,26,28,59,92,87,177,11,13,25,0,0,0,4,0,11,4,7,9,8,11,18,1225,1173,2396,11,11,24,0,7,3,1238,1185,2419,152,124,278,2777,2943,5716
SAL50092,17,16,36,224,256,485,0,0,0,37,36,74,38,39,79,211,242,449,4,4,8,0,3,0,3,3,10,8,6,13,0,0,9,0,0,0,15,9,24,3,4,8,61,63,124,0,0,0,0,0,6,9,12,23,78,87,163,0,0,3,707,772,1481,4,3,10,0,4,4,0,0,3,0,0,0,0,0,0,0,3,7,0,3,7,700,635,1334,6,3,11,4,5,9,704,638,1349,88,69,155,1517,1517,3038
SAL50093,239,296,528,318,400,723,0,0,0,88,92,176,0,0,0,889,908,1800,10,13,23,62,58,125,27,25,49,7,6,13,4,7,10,13,11,15,34,30,62,58,70,126,45,46,86,10,19,27,3,14,20,47,62,107,154,169,328,0,3,12,1763,1938,3704,120,98,221,263,235,498,8,0,7,0,0,0,32,22,53,12,32,45,43,52,99,1789,1572,3365,5,7,8,12,10,19,1806,1590,3393,332,329,666,4577,4537,9112
SAL50094,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,16,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,40,81,0,0,0,0,0,5,43,43,82,6,3,8,66,62,128
SAL50095,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26,0,0,0,0,0,0,15,11,26,4,8,8,31,28,58
SAL50096,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,23,0,0,0,0,0,0,13,9,23,9,6,18,29,25,56
SAL50097,0,0,0,10,16,28,0,0,0,0,0,0,0,0,0,13,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,0,0,0,37,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,45,0,0,0,0,0,0,22,18,45,11,8,12,64,58,126
SAL50098,22,48,70,254,339,593,0,0,0,49,66,117,0,0,0,1378,1499,2876,7,3,3,61,60,121,8,13,24,0,0,4,3,3,6,0,0,0,34,35,69,58,65,127,39,40,82,0,0,4,5,9,15,45,42,88,140,171,312,0,7,7,2093,2360,4455,29,39,67,38,39,78,0,4,4,0,0,0,11,7,17,9,20,31,18,25,43,1778,1657,3432,18,10,26,6,6,14,1799,1674,3471,238,194,430,4242,4378,8617
SAL50099,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,27,0,0,0,0,0,0,12,16,27,4,4,3,22,22,41
SAL50100,0,0,0,16,23,33,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,31,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,45,0,0,0,0,0,4,22,22,46,5,3,15,57,49,109
SAL50101,3,0,4,9,14,18,0,0,0,8,3,9,0,0,0,13,17,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,29,34,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,68,0,0,0,0,0,0,34,36,68,10,9,22,80,77,157
SAL50102,24,28,49,190,246,439,0,0,0,34,28,60,0,0,0,409,465,871,5,0,0,9,17,25,4,18,20,0,4,10,0,11,10,9,0,4,7,10,17,10,19,29,14,23,40,5,4,7,6,0,6,27,42,78,36,50,84,0,3,0,766,938,1702,20,14,32,14,10,25,0,0,0,0,0,0,0,0,0,10,12,30,13,12,25,1056,985,2038,5,3,6,8,4,4,1067,994,2055,111,93,207,1999,2090,4094
SAL50103,0,0,0,15,26,49,0,0,0,3,7,9,0,0,0,31,38,71,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,3,0,5,5,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,60,84,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,52,113,0,0,0,0,0,0,63,52,115,0,0,0,129,138,264
SAL50104,9,6,15,66,82,146,0,0,0,9,19,28,0,0,0,104,125,232,0,0,0,8,5,14,0,3,10,3,5,8,0,0,0,0,0,0,9,6,14,16,10,26,3,9,12,0,6,3,0,0,0,7,10,19,25,26,47,0,4,9,254,313,567,8,4,13,3,0,4,0,0,0,0,0,0,4,0,6,0,3,4,4,5,10,414,338,756,8,7,13,0,6,8,421,359,774,74,45,117,779,734,1514
SAL50105,132,148,283,201,243,445,0,0,0,42,34,78,0,0,0,658,670,1331,10,13,19,17,17,34,13,19,37,4,8,11,8,13,15,4,7,14,23,21,44,37,47,81,29,34,61,3,15,26,14,17,28,46,56,100,106,123,233,6,3,7,1224,1330,2550,120,85,208,227,214,447,0,4,4,0,0,0,49,20,69,13,16,29,65,41,106,1467,1221,2682,14,10,24,10,7,9,1487,1237,2722,387,254,643,3641,3313,6959
SAL50106,0,0,0,7,22,34,0,0,0,0,0,0,0,0,0,19,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,15,3,0,3,0,0,0,40,46,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,41,89,0,0,0,0,0,0,50,41,91,14,13,28,104,105,203
SAL50107,0,0,0,11,5,14,0,0,0,0,0,4,0,0,0,20,25,53,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,36,41,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,59,0,0,0,0,0,0,35,29,60,6,13,18,81,80,159
SAL50108,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,0,0,0,0,0,3,9,9,0,0,0,14,6,23
SAL50109,0,0,0,15,20,33,0,0,0,0,0,0,0,0,0,14,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,6,0,5,0,0,0,39,37,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,50,0,0,0,0,0,0,30,20,50,14,10,16,75,63,143
