SAL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SAL50146,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,7,..,20,23
SAL50147,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50148,1452,4147,508,910,93,197,594,1107,21,20,17,19,47,80,0,0,0,0,81,123,0,0,0,0,0,0,0,0,0,0,0,5,2134,5377,224,..,2358,5377
SAL50149,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,7,..,15,18
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50151,60,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,123,26,..,89,123
SAL50152,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,35,4,..,20,35
SAL50153,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,0,..,14,31
SAL50154,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,..,4,3
SAL50155,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,3,..,22,36
SAL50156,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,7,..,14,23
SAL50157,41,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,107,12,..,54,107
SAL50158,26,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,57,3,..,27,57
SAL50159,1340,3449,235,440,23,33,258,475,0,0,0,0,0,0,0,0,0,0,0,0,3,0,34,56,0,0,0,5,38,66,3,4,1633,3990,295,..,1933,3990
SAL50160,19,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,53,8,..,33,53
SAL50161,331,761,40,50,5,7,50,57,0,0,0,0,0,0,0,0,0,0,0,0,10,12,9,9,0,0,0,0,15,22,0,4,397,845,118,..,511,845
SAL50162,148,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,152,438,15,..,168,438
SAL50163,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,64,19,..,49,64
SAL50164,31,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,75,6,..,32,75
SAL50165,43,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,90,8,..,51,90
SAL50166,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,28,0,..,13,28
SAL50167,27,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,74,12,..,44,74
SAL50168,255,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,643,22,..,274,643
SAL50169,449,1134,7,17,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,458,1155,43,..,502,1155
SAL50170,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,0,..,11,26
SAL50171,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,7,..,22,39
SAL50172,356,771,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,5,3,365,778,78,..,439,778
SAL50173,2780,8192,51,131,11,14,63,145,0,0,11,12,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,5,2854,8349,115,..,2961,8349
SAL50174,31,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,34,88,11,..,43,88
SAL50175,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,0,..,15,36
SAL50176,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,8,..,16,21
SAL50177,156,317,4,13,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,11,28,0,8,0,0,0,0,18,34,0,0,176,358,280,..,461,358
SAL50178,588,1570,243,465,16,36,260,501,6,7,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,853,2076,53,..,908,2076
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0
SAL50180,1194,2660,56,74,0,0,56,74,7,7,0,0,0,0,0,0,0,0,7,7,7,15,0,4,0,0,0,3,10,17,5,4,1270,2764,281,..,1546,2764
SAL50181,312,960,5,6,0,0,5,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,5,325,975,20,..,339,975
SAL50182,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,0,..,9,23
SAL50183,1239,3045,290,419,21,42,314,462,0,0,0,0,0,0,0,0,3,5,3,5,9,10,28,36,0,0,3,6,42,54,7,9,1596,3577,412,..,2011,3577
SAL50184,215,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,706,18,..,232,706
SAL50185,256,617,60,98,0,0,60,98,45,47,0,0,0,0,0,0,0,0,45,47,0,0,0,0,0,0,0,0,0,0,0,0,358,762,120,..,475,762
SAL50186,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,..,8,9
SAL50187,958,2758,17,20,0,0,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,2780,54,..,1029,2780
SAL50188,85,224,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,224,13,..,102,224
SAL50189,257,570,10,24,0,0,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,591,75,..,341,591
SAL50190,769,2250,184,396,89,185,270,587,59,119,0,0,0,0,0,0,0,0,60,116,28,48,0,0,11,13,10,21,45,89,25,35,1165,3081,292,..,1465,3081
SAL50191,37,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,101,23,..,61,101
SAL50192,83,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,183,31,..,123,183
SAL50193,57,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,146,14,..,79,146
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50195,25,81,0,4,0,0,0,4,7,11,0,0,0,0,0,0,0,0,7,11,13,22,0,0,0,0,0,0,13,22,0,0,45,112,9,..,61,112
SAL50196,224,542,18,23,0,0,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,8,9,12,33,264,610,17,..,282,610
SAL50197,402,997,22,44,0,0,22,44,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,4,8,15,22,0,0,439,1064,76,..,512,1064
SAL50198,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,0,..,12,19
SAL50199,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,12,..,27,30
SAL50200,709,2010,98,219,71,114,163,331,57,78,0,0,0,0,0,0,0,0,57,78,0,0,0,0,0,0,0,3,0,3,0,0,929,2428,262,..,1187,2428
SAL50201,2259,6509,269,588,16,33,284,621,180,225,0,0,148,216,0,0,5,3,330,445,0,0,0,0,0,0,0,0,0,0,0,0,2874,7574,227,..,3100,7574
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50203,26,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,77,4,..,30,77
SAL50204,45,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,0,0,0,0,0,0,23,32,0,0,66,155,10,..,83,155
SAL50205,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,0,..,17,26
SAL50206,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,..,3,6
SAL50207,1838,4943,3,17,0,0,3,20,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,3,9,6,5,1852,4975,198,..,2050,4975
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,..,0,10
SAL50209,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,0,..,17,37
SAL50210,825,1909,217,315,330,597,549,915,161,244,61,87,15,27,32,53,0,0,268,411,9,19,31,53,0,0,9,12,48,81,10,16,1695,3327,363,..,2060,3327
SAL50211,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0,..,7,23
SAL50212,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,..,7,16
SAL50213,16,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,20,48,3,..,19,48
SAL50214,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,45,0,..,16,45
SAL50215,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,0,..,13,28
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50217,271,732,0,4,0,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,0,4,4,0,0,279,749,20,..,300,749
SAL50218,5,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,..,9,9
SAL50219,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,3,..,16,31
SAL50220,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,4,3
SAL50221,1244,3855,11,33,0,3,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,3897,53,..,1312,3897
SAL50222,95,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,268,53,..,152,268
SAL50223,32,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,85,3,..,38,85
SAL50224,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,..,9,15
SAL50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50226,234,539,51,98,179,378,233,473,19,24,32,60,149,242,612,1114,0,0,810,1446,0,0,0,0,0,0,0,0,0,0,0,0,1273,2465,292,..,1560,2465
SAL50227,240,595,8,11,8,16,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,262,639,24,..,286,639
SAL50228,608,1249,136,201,9,11,146,214,11,14,0,0,0,0,0,0,6,7,11,21,14,20,71,97,0,5,5,12,92,130,4,10,860,1617,227,..,1086,1617
SAL50229,4469,12384,95,168,49,64,140,226,38,70,0,0,0,0,0,0,3,9,42,74,0,0,0,0,0,0,0,0,0,0,3,5,4659,12690,301,..,4956,12690
SAL50230,5907,17579,68,135,0,0,68,135,0,0,0,0,0,0,0,0,5,9,5,9,0,0,0,0,0,0,0,0,0,0,4,3,5984,17731,400,..,6383,17731
SAL50231,1393,4119,162,376,69,115,231,500,51,119,0,0,0,0,0,0,0,0,58,120,94,183,4,9,7,12,0,0,99,198,22,38,1794,4971,232,..,2030,4971
SAL50232,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,0,..,20,41
SAL50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50234,74,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,175,14,..,87,175
SAL50235,572,1347,207,293,17,36,220,329,33,43,0,0,0,0,0,0,0,0,33,43,0,0,0,0,0,0,0,0,0,0,0,0,830,1723,103,..,932,1723
SAL50236,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,38,0,..,24,38
SAL50237,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,..,3,9
SAL50238,129,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,133,448,26,..,157,448
SAL50239,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,..,4,12
SAL50240,1543,3977,66,124,0,0,66,124,0,0,0,0,0,0,0,0,8,10,8,10,0,0,0,0,0,0,0,0,0,0,0,0,1616,4108,170,..,1785,4108
SAL50241,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,0,..,19,35
SAL50242,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,..,0,5
SAL50243,13,46,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,55,8,..,23,55
SAL50244,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,..,10,19
SAL50245,9854,30763,461,1058,36,89,501,1144,66,135,10,12,0,0,0,0,5,9,82,162,0,0,0,0,0,0,3,6,3,6,7,13,10444,32086,413,..,10855,32086
SAL50246,1190,3191,802,1902,127,287,929,2191,178,396,18,44,122,247,102,158,4,0,433,848,0,0,0,0,0,0,12,38,12,38,11,21,2577,6291,394,..,2967,6291
SAL50247,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SAL50248,187,399,0,0,8,17,8,17,0,0,0,0,0,0,0,0,0,0,0,0,28,42,0,0,0,0,0,0,28,42,27,31,253,489,18,..,269,489
SAL50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,..,3,0
SAL50250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,5,7,0,..,5,7
SAL50251,918,2269,62,88,0,0,62,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,2357,87,..,1067,2357
SAL50252,36,89,6,24,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,113,11,..,59,113
SAL50253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50254,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,3,..,11,15
SAL50255,124,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,131,408,20,..,150,408
SAL50256,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,3,..,10,19
SAL50257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50258,43,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,100,12,..,53,100
SAL50259,44,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,45,112,11,..,51,112
SAL50260,356,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,362,1109,13,..,375,1109
SAL50261,1773,3848,447,716,6,8,452,723,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,4,0,2231,4578,227,..,2457,4578
SAL50262,2114,6215,223,441,22,55,250,494,0,0,0,0,96,150,0,0,5,0,100,152,0,0,0,0,0,0,0,0,0,0,0,0,2458,6858,115,..,2572,6858
SAL50263,1890,4429,835,1580,47,109,885,1686,35,55,54,68,0,0,0,0,0,0,86,122,0,0,0,0,0,0,0,0,0,0,4,9,2864,6244,235,..,3099,6244
SAL50264,36,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,92,20,..,57,92
SAL50265,195,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,53,25,59,6,4,225,660,10,..,229,660
SAL50266,152,319,3,3,0,0,3,3,5,4,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,4,0,0,5,161,328,37,..,195,328
SAL50267,40,85,11,22,3,8,12,28,0,4,0,0,0,0,0,0,0,0,0,4,11,23,0,0,0,0,0,5,15,25,0,3,67,141,16,..,84,141
SAL50268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50269,2234,6772,35,69,5,14,43,82,0,0,0,0,0,0,0,0,9,20,9,20,0,0,0,0,0,0,0,10,0,10,0,0,2293,6883,99,..,2387,6883
SAL50270,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,41,11,..,26,41
SAL50271,19,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,63,5,..,23,63
SAL50272,30,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,33,85,14,..,46,85
SAL50273,1327,3250,75,129,3,6,80,136,10,17,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,3,13,1420,3420,280,..,1701,3420
SAL50274,252,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,251,742,14,..,263,742
SAL50275,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,..,7,7
SAL50276,63,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,162,12,..,76,162
SAL50277,2271,6869,43,86,7,9,48,94,0,0,0,0,0,0,0,0,6,3,6,3,18,30,73,105,0,0,0,3,89,136,0,12,2420,7118,115,..,2531,7118
SAL50278,233,441,88,130,15,28,106,153,0,0,0,0,0,0,0,0,0,0,0,0,10,16,13,20,0,0,0,0,23,35,0,0,357,633,42,..,402,633
SAL50279,179,365,0,5,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,4,6,3,0,0,195,386,334,..,524,386
SAL50280,47,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,4,12,0,0,56,135,3,..,58,135
SAL50281,454,1225,0,0,5,3,5,3,0,0,0,0,0,0,0,0,3,7,3,7,24,28,0,3,0,0,0,0,24,30,6,9,491,1279,28,..,519,1279
SAL50282,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,18,0,..,5,18
SAL50283,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,57,0,..,27,57
SAL50284,41,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,102,15,..,60,102
SAL50285,37,90,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,96,3,..,41,96
SAL50286,20,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,55,4,..,31,55
SAL50287,25,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,61,4,..,29,61
SAL50288,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,4,8,0,0,13,36,29,..,43,36
SAL50289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50290,651,1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,652,1674,59,..,715,1674
SAL50291,357,940,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,358,951,70,..,428,951
SAL50292,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,4,..,12,30
SAL50293,844,2545,20,42,93,219,108,256,203,399,92,156,77,141,0,0,0,6,378,696,0,0,0,0,0,0,0,0,0,0,0,0,1337,3502,112,..,1451,3502
SAL50294,2022,6010,32,60,92,149,123,203,164,245,0,0,0,0,0,0,0,0,164,245,0,0,0,0,0,0,0,0,0,0,0,0,2309,6463,193,..,2500,6463
SAL50295,132,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,134,301,22,..,162,301
SAL50296,1483,3950,600,1334,386,814,991,2148,226,369,247,320,600,1000,248,392,0,0,1316,2078,0,0,0,0,0,0,0,0,0,0,3,9,3798,8184,608,..,4404,8184
SAL50297,4500,12049,376,691,118,202,494,890,8,10,36,74,0,0,0,0,0,0,44,78,0,0,0,0,0,0,0,7,0,7,0,4,5039,13035,360,..,5397,13035
SAL50298,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,..,3,3
SAL50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,11,0,..,0,11
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50301,2513,6439,323,713,347,653,669,1368,112,171,58,84,31,55,0,0,3,7,197,322,6,7,0,0,0,0,3,10,11,17,12,18,3402,8156,431,..,3830,8156
SAL50302,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,39,0,..,15,39
