SAL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SAL50915,11,9,18,5,3,14,0,3,3,0,0,0,0,0,0,8,7,16,0,3,4,0,0,0,81.8,75,78.9,81.8,75,78.9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,4,11,7,20,0,0,0,8,7,18,0,0,3
SAL50916,68,74,142,41,20,52,9,22,25,10,3,12,0,0,0,54,43,99,12,22,40,0,0,0,79.7,56.2,67.6,79.7,56.2,67.6,0,0,0,0,4,4,9,18,24,3,7,9,16,10,24,0,3,7,0,3,7,19,13,33,74,74,154,0,8,5,62,57,116,13,20,31
SAL50917,5738,5729,11470,2948,2110,5062,902,1536,2443,178,196,372,207,199,406,4244,4034,8279,1123,1392,2514,4.9,4.9,4.9,74,70.4,72.2,70.3,67,68.6,510,594,1103,153,259,417,1456,1661,3120,584,622,1205,920,585,1506,82,79,158,76,108,177,1075,773,1848,4928,4801,9730,1221,1323,2546,2639,2539,5176,3224,3312,6542
SAL50918,32,24,53,8,6,17,3,3,14,0,0,0,0,0,0,19,14,30,11,7,19,0,0,0,58.6,54.2,56.6,58.6,54.2,56.6,0,0,0,0,0,0,0,4,4,0,0,0,6,4,9,0,0,0,0,0,0,8,4,12,33,27,65,0,0,0,34,21,52,0,0,3
SAL50919,17,12,29,5,0,9,0,0,0,0,0,0,0,0,0,13,5,18,6,0,9,9.1,16.7,11.8,61.1,60,60.7,55.6,50,53.6,0,0,0,0,0,0,4,0,0,0,0,0,9,3,7,0,0,0,0,0,0,9,4,9,16,3,18,0,0,0,15,5,19,4,4,8
SAL50920,1488,1522,3009,736,399,1138,198,477,668,62,64,123,55,24,79,1049,970,2014,356,508,865,5,2.8,4,70.7,63.5,67,67.1,61.7,64.4,18,16,33,12,33,45,69,168,235,97,193,295,486,304,792,46,47,94,19,40,60,551,397,943,1565,1566,3134,301,307,608,950,915,1857,786,834,1623
SAL50921,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,25,100,40,25,100,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50922,3315,3833,7147,1479,803,2289,375,989,1364,137,141,284,116,108,219,2108,2038,4151,979,1622,2602,5.3,5.2,5.3,63.6,53.3,58.1,60.3,50.5,55,72,70,140,28,85,111,251,452,702,257,422,678,1052,624,1677,52,87,143,44,100,140,1146,813,1955,3442,3891,7338,553,660,1205,2139,2359,4498,1573,1914,3487
SAL50923,98,93,192,37,12,48,12,23,31,3,3,11,0,0,3,58,40,97,27,37,66,5.2,2.6,4.2,58.6,42.2,50.8,55.6,41.1,48.7,0,0,0,0,0,0,0,5,5,4,6,10,18,12,29,0,8,6,0,4,4,23,18,38,95,90,186,4,12,20,82,74,156,22,23,44
SAL50924,6,5,17,5,0,7,0,0,0,0,0,0,0,0,0,5,4,9,5,0,3,0,0,0,44.4,50,46.7,44.4,50,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,3,5,15,0,0,0,3,5,11,0,3,0
SAL50925,977,938,1911,335,217,551,128,197,328,34,26,53,83,49,137,581,487,1068,317,386,705,14.4,10.2,12.5,59.3,52.1,55.8,50.8,46.8,48.8,12,23,36,5,28,28,61,89,154,53,92,146,256,143,396,22,26,55,9,24,39,285,199,487,913,846,1763,133,156,287,626,561,1188,371,402,779
SAL50926,400,298,698,152,70,225,14,26,38,26,23,47,16,16,30,208,127,337,102,107,206,7.2,9.4,8,52.3,42.6,48.1,48.5,38.6,44.3,3,6,8,0,4,4,18,29,39,19,15,33,72,27,96,0,9,12,4,0,7,78,34,113,296,221,514,81,60,137,176,125,305,156,132,289
SAL50927,4,4,6,4,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,100,33.3,60,100,33.3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,0,0,0,8,4,3,0,0,0
SAL50928,71,66,139,44,15,56,8,26,36,3,0,6,4,0,4,58,40,100,11,24,33,3.5,0,2,78.1,63.6,71.2,75.3,63.6,69.8,0,0,0,0,0,0,0,13,12,4,9,7,14,5,24,0,0,6,0,0,0,15,7,25,85,67,152,0,5,8,66,50,114,23,22,40
SAL50929,16,9,24,11,4,11,0,3,3,0,0,0,0,0,0,11,10,22,5,0,6,0,11.1,5,78.6,81.8,80,78.6,72.7,76,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,29,0,0,0,14,11,24,0,4,4
SAL50930,66,63,132,32,9,41,10,26,38,6,0,0,4,0,3,45,40,83,21,25,45,6.7,5.3,6,65.2,58.5,61.9,60.9,55.4,58.2,6,6,5,0,0,0,8,4,16,0,10,10,21,4,26,0,0,0,0,3,4,23,11,36,73,62,135,3,14,17,59,49,110,13,20,40
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,2347,2659,5010,1196,708,1904,391,871,1262,65,73,134,57,68,127,1709,1716,3433,550,864,1420,3.5,4,3.7,72.9,64.6,68.4,70.3,62,65.9,163,186,347,80,132,211,494,686,1178,226,290,509,454,232,692,27,24,56,44,77,121,530,334,863,2429,2732,5158,343,428,768,1645,1825,3473,1010,1173,2184
SAL50933,1091,1257,2354,388,186,582,153,282,431,14,18,31,19,26,48,578,509,1091,455,686,1134,3.3,4.9,4,53.2,40.4,46.3,51.4,38.4,44.4,96,79,175,27,38,67,254,285,535,81,145,227,140,59,202,8,18,21,11,31,42,154,107,265,1038,1176,2214,151,174,330,787,871,1658,353,419,771
SAL50934,61,31,89,16,4,21,0,5,10,0,0,0,7,3,17,34,17,50,15,9,23,32.3,16.7,26.5,54.4,56.3,55.1,36.8,46.9,40.4,0,0,3,0,0,0,5,0,10,4,0,5,9,3,10,5,0,5,0,3,3,8,6,15,37,17,52,18,16,37,26,16,38,25,22,42
SAL50935,8,5,13,6,0,3,3,0,3,0,0,0,0,0,0,6,3,8,0,0,3,0,0,0,83.3,75,80,83.3,75,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,3,3,7,0,0,0
SAL50936,42,36,71,19,8,30,0,4,12,0,4,8,0,0,3,26,22,46,4,7,16,3.8,9.1,6.3,68.4,59.5,64,65.8,54.1,60,0,0,3,0,0,0,0,7,11,4,6,10,10,0,14,0,0,0,0,0,0,9,0,12,31,32,66,3,3,6,24,25,48,4,10,15
SAL50937,21,20,42,19,11,30,0,6,7,0,0,0,0,0,0,23,16,37,0,8,8,0,0,0,95.7,75,86,95.7,75,86,0,0,0,0,4,5,4,3,8,0,3,5,6,0,9,0,0,0,0,0,0,6,0,9,30,21,50,0,5,3,13,12,29,11,6,22
SAL50938,1078,1024,2105,470,248,719,123,245,369,41,51,90,33,19,52,666,560,1230,279,352,633,5.4,3.4,4.5,61.9,55,58.5,58.6,53.1,55.9,23,9,36,7,14,21,52,85,138,44,71,109,277,120,399,19,42,62,10,21,37,309,182,494,976,939,1919,180,180,361,659,619,1282,440,435,876
SAL50939,2129,2363,4491,795,435,1235,242,476,716,79,48,133,104,83,193,1232,1050,2277,745,1157,1898,8.7,7.8,8.3,57.7,44.3,50.7,52.7,40.8,46.4,29,24,52,14,42,49,106,166,273,152,223,378,584,373,960,27,48,76,37,68,101,647,492,1140,2139,2321,4460,331,326,659,1423,1568,2990,891,940,1831
SAL50940,194,24,216,3,0,12,0,0,6,0,0,0,0,0,0,5,10,16,179,13,198,0,0,0,4.7,34.8,7.9,4.7,34.8,7.9,0,0,0,0,0,0,3,3,6,0,0,0,5,0,6,0,0,0,0,0,0,8,0,8,14,10,26,0,0,0,8,12,20,0,0,11
SAL50941,102,103,202,50,29,75,20,44,62,8,6,12,3,3,5,80,76,157,12,15,24,3.8,3.9,3.8,76.9,77,77,74,74,74,0,3,5,0,0,6,10,24,36,3,9,17,27,10,38,0,0,3,0,0,0,30,19,44,104,108,215,13,11,26,80,80,159,36,34,71
SAL50942,13,7,23,10,3,11,5,0,10,0,0,0,0,0,0,12,4,21,0,4,3,7.7,0,5.3,92.9,66.7,82.6,85.7,66.7,78.3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,14,9,24,3,5,8,9,5,10,6,8,17
SAL50943,8,3,10,4,4,4,0,0,0,0,0,0,0,0,0,4,7,8,0,0,0,0,0,0,80,83.3,81.8,80,83.3,81.8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,3,3,5,11,0,0,0,9,7,6,0,0,0
SAL50944,1187,1148,2335,491,255,742,146,282,429,47,49,96,48,48,93,735,627,1359,374,457,830,6.7,7.2,6.9,62,54.6,58.4,57.8,50.7,54.3,26,36,61,11,19,27,76,119,190,80,109,190,317,176,490,19,29,45,10,33,44,349,240,587,1178,1150,2329,155,171,327,819,787,1607,445,450,893
SAL50945,106,93,200,54,33,80,14,28,46,3,3,11,0,0,0,75,63,138,24,20,41,1.4,0,0.7,68.9,66.3,67.7,67.9,66.3,67.2,4,7,6,4,3,5,9,17,24,4,9,16,21,4,32,0,6,4,0,0,3,22,14,32,97,87,186,9,13,21,66,62,129,36,33,66
SAL50946,301,367,667,121,56,179,53,105,153,10,15,23,8,5,14,195,179,369,92,172,261,4.7,3.4,4.1,64,48.5,55.5,61,46.8,53.2,18,12,33,3,16,22,53,87,141,22,30,50,53,34,86,5,7,11,3,9,18,66,52,116,273,315,593,53,74,137,182,210,393,136,169,312
SAL50947,2731,2808,5542,1074,666,1744,330,574,909,92,82,173,128,96,223,1634,1417,3046,760,1076,1838,8,6.8,7.4,59.8,50.3,55,55,46.9,50.9,71,74,153,21,32,58,220,284,506,191,256,439,628,392,1014,65,64,128,30,58,86,717,516,1223,2105,2152,4255,602,682,1289,1089,1080,2168,1488,1602,3092
SAL50948,931,904,1838,422,229,651,93,211,304,29,39,70,44,29,68,589,507,1094,257,333,591,7.2,5.3,6.3,63.2,55.8,59.5,58.7,52.8,55.8,18,20,34,0,11,17,81,122,194,60,81,140,231,134,369,20,22,42,6,18,24,254,172,431,862,855,1714,184,156,340,378,371,748,599,591,1191
SAL50949,41,44,83,24,12,30,3,13,21,0,4,4,0,0,0,28,30,57,4,7,9,0,0,0,75.6,66.7,71.1,75.6,66.7,71.1,0,0,0,0,0,0,0,11,12,0,4,4,11,3,12,0,0,0,0,0,0,12,3,15,45,31,73,0,6,7,34,26,65,3,11,17
SAL50950,775,756,1531,510,304,812,51,164,216,40,40,77,12,15,31,615,520,1136,57,127,185,2.3,2.9,2.6,79,69.2,74.2,77.2,67.2,72.3,28,31,58,7,26,30,76,150,224,50,65,110,267,102,369,13,16,27,10,6,17,285,129,415,687,658,1338,216,221,433,301,266,566,514,533,1049
SAL50951,996,1001,1990,621,270,890,100,336,438,54,51,105,18,38,60,794,694,1492,159,279,435,2.8,5.2,3.9,80,69.7,74.9,77.8,66.1,72,20,23,45,14,20,30,82,161,241,84,96,179,395,223,619,12,28,42,6,26,34,417,276,692,1106,1152,2253,178,180,358,681,687,1371,491,518,1007
SAL50952,112,104,218,55,19,74,16,34,47,4,0,8,0,0,0,75,53,131,30,41,72,0,0,0,65.2,51.9,58.9,65.2,51.9,58.9,0,0,0,0,3,3,10,14,24,10,6,18,40,19,55,0,7,8,0,0,4,44,30,68,118,102,224,10,12,28,89,70,155,41,47,89
SAL50953,195,219,418,96,53,149,27,54,84,4,4,13,6,3,12,133,124,259,53,84,140,5.9,4,5,68.5,57.1,62.5,64.5,54.8,59.4,5,7,13,5,4,11,21,35,55,20,31,50,49,24,71,0,10,9,9,11,15,55,36,99,204,227,436,20,23,39,160,177,334,52,71,122
SAL50954,14,16,33,10,0,11,0,9,6,0,0,0,0,0,0,10,11,20,0,7,3,0,0,0,73.3,62.5,67.7,73.3,62.5,67.7,0,0,0,0,0,0,0,3,3,0,0,0,3,0,8,0,0,0,0,0,0,3,0,8,14,15,27,0,0,0,12,11,22,0,4,9
SAL50955,5,0,5,4,0,5,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,50,66.7,57.1,50,66.7,57.1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
SAL50956,5,7,11,3,0,7,0,6,3,0,0,0,0,0,0,8,5,7,0,0,4,0,0,0,83.3,83.3,83.3,83.3,83.3,83.3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,16,0,0,0,5,10,14,0,4,4
SAL50957,372,400,772,164,84,250,54,111,160,3,13,21,8,3,12,231,212,439,123,167,292,3,1.9,2.5,61.5,52.9,57,59.6,51.9,55.6,0,0,4,0,5,5,19,36,50,25,48,73,128,59,190,7,7,11,6,15,20,135,84,222,397,403,801,48,42,95,290,299,590,132,129,262
SAL50958,4,4,10,4,0,3,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,7,5,6,0,0,0
SAL50959,21,18,37,15,4,21,3,3,8,0,4,4,0,0,0,21,16,37,0,0,0,4.5,0,2.9,100,75,89.5,95.5,75,86.8,0,0,0,0,0,0,0,4,7,0,0,0,6,0,6,0,0,0,0,0,0,6,0,12,25,16,36,6,3,9,10,10,18,12,10,21
SAL50960,3242,3373,6614,1652,900,2548,468,1092,1562,139,134,270,100,105,202,2354,2231,4583,744,1052,1800,4.1,4.7,4.4,72.7,66.1,69.3,69.7,63,66.3,140,115,261,45,72,115,417,603,1019,351,444,799,888,390,1275,38,71,113,47,88,135,977,545,1522,3141,3296,6439,553,582,1134,2249,2303,4550,1332,1436,2764
SAL50961,21,8,27,4,0,5,4,8,8,0,0,0,4,0,3,11,6,23,4,0,4,16.7,12.5,15,63.2,80,69,52.6,70,58.6,0,0,0,0,0,0,0,0,4,4,7,6,3,0,4,0,0,0,3,0,4,4,3,8,18,9,23,0,3,5,17,5,27,3,0,6
SAL50962,11,12,26,9,0,8,3,6,6,0,0,0,0,0,0,12,11,21,8,0,11,0,0,0,64.3,80,70.8,64.3,80,70.8,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,0,0,20,11,29,0,0,0,15,11,27,0,0,7
SAL50963,124,95,215,45,17,57,7,16,21,5,3,12,4,6,6,58,42,94,44,34,76,3.7,9.3,6.2,44.3,45.3,44.7,42.6,41.1,41.9,4,0,4,0,0,0,6,6,10,0,6,3,18,14,33,0,0,0,7,0,4,20,14,41,94,83,173,17,15,27,67,54,126,30,28,64
SAL50964,31,28,63,18,8,30,0,8,10,0,0,0,0,0,0,23,23,47,4,11,17,0,4.8,2.2,80,70,75,80,66.7,73.3,4,0,4,0,0,0,5,5,7,0,0,3,8,9,13,0,0,0,0,6,6,8,12,15,32,29,65,4,6,12,30,28,58,7,8,15
SAL50965,8,10,14,4,3,8,0,0,0,0,0,3,0,0,0,4,11,13,0,0,4,0,0,0,71.4,77.8,75,71.4,77.8,75,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8,0,5,0,3,6,8,0,3,9
SAL50966,16,14,33,11,9,14,3,6,8,0,0,0,0,0,0,14,11,25,0,0,0,6.3,0,3.7,88.9,91.7,90,83.3,91.7,86.7,0,0,0,0,0,0,4,0,6,0,0,0,0,5,3,0,0,0,0,0,0,0,5,3,17,14,37,0,0,0,13,8,23,9,0,12
SAL50967,15,17,28,6,4,11,0,3,6,0,0,3,0,0,0,12,9,18,5,5,5,0,9.1,4.8,76.9,68.8,72.4,76.9,62.5,69,0,0,0,0,0,0,0,0,4,3,5,7,0,0,7,0,0,0,0,0,0,0,0,7,22,18,37,0,0,0,13,13,28,4,6,10
SAL50968,33,36,72,22,10,30,3,9,16,0,3,3,0,0,0,25,25,52,6,7,17,0,0,0,69.4,71.4,70.4,69.4,71.4,70.4,0,0,0,0,0,0,3,7,8,4,5,5,8,6,21,0,0,4,0,0,0,14,9,21,28,24,46,11,18,28,16,18,33,14,22,38
SAL50969,736,862,1601,304,202,501,115,223,339,23,27,50,17,25,41,453,476,929,227,332,560,3.9,4.4,4.2,61.9,55,58.2,59.4,52.6,55.7,36,47,76,11,33,46,89,169,260,67,105,174,180,105,281,3,22,22,8,18,29,192,151,340,654,754,1414,153,176,329,387,475,865,379,431,804
SAL50970,3103,3209,6313,1097,572,1671,522,701,1221,102,89,196,148,163,309,1876,1521,3398,1056,1513,2564,8,10.5,9.1,60.4,47.5,53.9,55.6,42.5,48.9,56,53,104,12,39,50,278,322,596,179,211,390,513,328,842,38,77,116,46,84,134,597,489,1089,3414,3421,6841,330,340,668,2511,2537,5051,1027,1037,2066
SAL50971,57,12,74,33,4,39,0,0,0,4,0,4,0,0,0,41,4,42,5,9,8,0,0,0,67.2,37.5,60.8,67.2,37.5,60.8,0,0,0,0,0,0,4,0,5,4,0,6,19,0,19,0,0,0,0,0,0,15,0,15,37,17,52,10,3,17,28,13,41,20,3,23
SAL50972,15,17,37,6,10,16,0,5,3,0,0,3,0,0,0,12,10,25,0,4,7,0,8.3,4.3,68.8,57.1,62.2,68.8,52.4,59.5,0,0,0,0,0,0,0,10,7,0,3,5,3,0,4,0,0,0,0,0,0,3,0,4,13,15,29,0,3,3,13,12,25,3,7,10
SAL50973,37,28,68,30,3,40,0,11,11,0,0,0,0,0,0,30,25,50,8,5,10,0,4.8,2,78.9,72.4,76.1,78.9,69,74.6,0,0,0,0,4,4,0,6,6,3,3,6,8,3,13,0,0,0,0,0,0,12,5,15,41,38,75,3,0,4,29,28,55,9,11,18
SAL50974,27,26,53,17,6,22,3,13,15,0,0,4,0,0,0,25,18,42,8,0,9,4.8,0,2.6,67.7,73.9,70.4,64.5,73.9,68.5,0,0,3,0,0,0,0,4,3,4,3,4,0,0,3,0,0,0,0,0,0,0,4,6,26,22,46,4,3,10,20,14,31,11,7,20
SAL50975,96,93,191,43,27,63,5,21,26,0,4,6,3,0,9,52,47,103,41,38,80,5.9,7.8,6.9,52.6,54.3,53.4,49.5,50,49.7,4,3,5,0,3,4,5,6,12,10,15,28,30,15,44,0,5,3,0,0,0,38,12,50,89,95,183,4,13,12,77,75,160,14,21,41
SAL50976,32,20,56,10,0,11,3,6,9,0,0,0,0,0,0,12,14,24,11,12,18,0,8.3,4,40.6,50,44.6,40.6,45.8,42.9,0,0,0,0,0,0,3,4,6,0,6,5,3,4,4,0,0,0,0,0,0,3,4,3,28,21,53,0,0,0,25,21,42,3,0,9
SAL50977,6,9,15,9,4,8,0,0,6,0,0,0,0,0,0,9,9,16,0,0,0,0,0,0,88.9,100,94.1,88.9,100,94.1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,20,0,0,3,8,9,16,6,0,5
SAL50978,84,79,161,16,13,30,9,11,20,0,4,4,5,0,5,23,27,52,52,47,97,8.3,0,3.9,28.9,33.8,31.3,26.5,33.8,30.1,0,7,3,0,0,0,14,9,20,10,10,16,22,14,43,0,0,3,0,3,7,23,20,48,63,65,124,8,9,24,48,46,90,26,27,55
SAL50979,8,4,14,4,0,7,0,0,0,0,0,0,0,0,0,4,7,5,3,4,5,0,0,0,71.4,66.7,69.2,71.4,66.7,69.2,0,0,0,0,0,0,3,4,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,9,12,21,0,0,0,7,6,15,0,3,9
SAL50980,168,144,313,89,40,125,23,49,68,13,8,18,8,0,3,125,98,216,24,33,58,3.2,1.1,2.3,74.9,64.4,70,72.5,63.7,68.4,0,3,3,0,5,5,11,14,19,12,9,23,44,26,76,0,3,5,0,0,0,51,28,76,160,123,278,34,34,70,114,90,203,62,53,113
SAL50981,21,17,44,12,5,17,3,3,11,0,0,0,0,0,0,15,12,27,4,6,14,0,0,0,60.9,55,58.1,60.9,55,58.1,0,0,0,0,0,0,0,3,5,0,0,0,10,0,7,0,0,0,0,0,0,10,5,11,24,23,49,0,0,4,13,15,35,8,8,17
SAL50982,24,26,44,15,5,20,0,12,12,0,0,0,0,0,0,15,14,32,9,0,8,0,0,0,60.9,75,68.1,60.9,75,68.1,0,0,0,0,0,0,0,6,9,0,0,3,3,0,5,0,0,0,0,0,0,3,0,5,25,26,51,3,4,4,20,20,47,3,4,4
SAL50983,98,83,183,43,17,58,3,21,28,3,8,8,0,0,0,51,44,95,25,26,48,0,2.4,1.1,53.1,48.8,51.1,53.1,47.7,50.5,7,0,7,0,0,0,16,15,35,10,5,16,15,13,27,0,0,4,3,0,3,20,14,27,74,72,146,15,10,21,51,52,105,31,26,54
SAL50984,13,17,30,4,5,10,0,4,4,0,0,0,0,0,0,5,8,12,3,7,9,0,0,0,46.7,53.8,50,46.7,53.8,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,6,6,5,0,8,9,10,20,0,3,5,7,10,19,3,3,6
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,7,11,19,11,3,12,0,3,3,0,0,0,0,0,0,9,6,16,0,0,0,0,0,0,90.9,66.7,80,90.9,66.7,80,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,12,9,24,0,0,0,9,10,16,6,6,5
SAL50987,121,104,226,43,27,72,19,23,45,4,3,7,4,0,4,69,56,123,21,27,41,2.8,0,1.6,59.2,51.9,55.8,57.5,51.9,54.9,0,0,3,0,0,5,5,4,5,4,10,16,26,13,39,0,7,7,3,0,4,33,15,51,97,92,193,15,3,17,81,77,155,26,20,47
SAL50988,706,711,1414,306,178,481,69,156,232,25,20,45,27,20,47,425,377,803,188,247,432,6.4,5.5,6,60.4,53.6,57,56.5,50.6,53.6,3,14,20,3,13,13,29,58,83,18,40,56,166,86,260,5,24,28,12,12,23,182,116,303,653,673,1333,83,94,180,465,444,913,241,287,525
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,6,7,12,8,0,6,0,5,5,0,0,0,0,0,0,8,4,11,0,0,3,0,0,0,57.1,66.7,61.5,57.1,66.7,61.5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,6,9,7,8,15,0,0,0,7,5,5,3,5,6
SAL50991,24,22,49,20,10,25,0,5,5,0,0,0,0,0,0,20,12,31,9,8,14,0,0,0,80.8,57.1,70.2,80.8,57.1,70.2,0,0,0,0,0,0,5,5,9,0,5,5,5,0,3,0,0,0,0,0,0,3,3,6,26,24,51,0,0,3,27,16,46,3,3,5
SAL50992,337,306,648,148,79,228,41,75,115,17,10,27,12,6,20,214,173,384,101,134,235,5.1,3.5,4.4,63.4,55.2,59.5,60.2,53.2,56.9,10,5,11,3,4,9,7,31,38,24,46,63,128,37,167,5,5,6,3,5,9,133,52,188,325,321,645,32,39,69,262,255,523,86,87,173
SAL50993,172,193,367,56,38,94,12,30,42,5,0,7,3,0,5,78,70,144,52,71,120,6.6,1.4,4.1,43.9,37.5,40.5,41,37,38.9,0,5,5,3,4,6,0,9,16,8,12,14,32,21,56,0,7,6,5,0,9,39,27,66,128,129,259,34,34,61,95,82,180,54,66,125
SAL50994,15,8,30,10,4,11,3,6,3,0,0,0,0,0,0,14,13,19,0,3,7,0,0,0,62.5,81.8,70.4,62.5,81.8,70.4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,3,0,7,13,8,20,3,4,12,9,6,18,6,11,12
SAL50995,8,9,14,5,0,3,0,5,5,0,0,0,0,0,0,3,8,7,0,3,4,0,0,0,66.7,71.4,69.2,66.7,71.4,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,0,0,0,4,6,11,0,0,0
SAL50996,374,366,741,195,106,304,42,101,145,14,15,34,3,8,11,253,237,489,96,113,210,1.6,4.2,2.8,68.1,64.5,66.3,67,61.8,64.4,0,5,10,4,10,15,12,41,56,24,39,63,140,57,202,5,10,17,0,9,14,149,79,226,394,387,778,47,57,97,270,287,553,150,134,282
SAL50997,303,311,622,107,94,197,32,48,89,13,13,26,11,13,16,162,174,335,81,92,174,6.2,5.8,6,52.9,54.8,53.9,49.7,51.6,50.6,5,3,11,3,8,5,17,50,62,13,17,29,63,25,85,6,10,14,8,4,7,73,42,105,245,245,495,55,58,111,143,153,293,125,142,272
