SAL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL50407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,3,3,0,8,0,37
SAL50408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,0,3,0,20
SAL50409,16,104,78,61,92,88,31,68,3,540,17,71,68,27,75,106,25,59,75,519,408,1882,1557,951,2361,2480,739,1609,166,12159
SAL50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL50411,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,8,7,5,4,16,12,11,19,0,98
SAL50412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,3,7,10,0,25,4,68
SAL50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,5,14,3,23,0,55
SAL50415,7,0,3,0,9,15,6,16,4,50,3,4,9,10,15,10,3,7,23,80,86,150,119,119,418,353,135,306,28,1706
SAL50416,0,5,0,0,3,0,0,0,0,12,0,4,0,0,4,3,4,4,0,22,32,87,72,50,86,73,33,107,13,558
SAL50417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,5,0,15,0,33
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50419,3,5,4,7,8,10,3,5,0,48,7,5,4,6,11,8,6,8,7,63,79,194,132,123,178,202,100,241,24,1265
SAL50420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,17
SAL50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,5,9,0,15,0,41
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,7,21,25,11,24,34,9,24,0,149,8,32,7,22,28,43,13,35,27,210,221,766,558,373,847,1124,382,812,48,5125
SAL50424,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,11,23,15,21,15,30,8,39,9,172
SAL50425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,5,0,3,0,19
SAL50426,0,5,0,4,0,5,3,6,0,32,0,4,5,4,0,7,0,10,0,32,43,104,84,51,122,172,63,173,5,826
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,15
SAL50429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,0,17
SAL50430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,9,0,11,0,35
SAL50431,4,19,16,6,13,21,4,7,0,95,4,20,13,9,12,17,4,19,27,125,165,412,367,197,462,400,156,436,50,2641
SAL50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,17
SAL50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,10
SAL50434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,11,0,17
SAL50435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,14,15,4,26,23,10,24,0,121
SAL50436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,15,16,4,12,13,6,21,3,94
SAL50437,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,7,21,10,7,15,24,8,21,3,117
SAL50438,14,48,35,25,42,57,6,28,0,257,9,47,29,15,36,65,9,33,30,286,329,1348,1035,621,1154,1616,550,1152,79,7877
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50441,8,25,17,7,14,18,8,8,0,109,5,28,22,12,12,16,7,19,22,137,230,562,449,291,414,520,154,444,53,3109
SAL50442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,18,5,10,19,0,70
SAL50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,22
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SAL50445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,19
SAL50446,0,0,3,0,0,0,0,0,0,9,0,3,0,0,4,0,0,5,5,13,18,44,22,10,41,35,20,43,8,237
SAL50447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,7,0,0,10,0,3,0,42
SAL50448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,3,0,11
SAL50449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,0,0,4,0,17
SAL50450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,3,3,0,8,4,13,0,53
SAL50451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,6,0,21
SAL50452,0,11,17,4,22,22,5,3,0,89,3,13,7,0,7,9,8,12,11,66,97,277,211,170,337,328,120,284,22,1854
SAL50453,6,24,12,18,27,23,8,8,0,131,4,21,28,14,40,34,11,16,36,204,119,430,507,273,770,606,172,360,81,3319
SAL50454,0,9,5,0,0,3,0,5,0,23,0,0,0,0,0,0,0,0,6,13,24,49,36,23,71,54,24,66,12,359
SAL50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,8,0,9,0,19
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50457,4,25,16,7,13,17,9,19,3,121,4,24,17,9,24,23,4,28,17,142,156,718,486,337,534,766,282,693,45,4016
SAL50458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,6
SAL50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,13,0,25
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,3,0,7,0,25
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8
SAL50464,4,34,30,21,44,31,15,11,0,191,15,30,33,14,54,64,15,50,48,333,255,722,779,430,1515,1766,509,1101,100,7173
SAL50465,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,22,11,6,10,20,10,45,0,123
SAL50466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11
SAL50467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,14,6,5,11,16,4,12,5,75
SAL50468,5,39,27,11,37,36,14,18,0,199,3,19,18,17,34,50,14,29,20,210,253,835,730,450,1167,1285,428,825,67,6036
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,4,0,3,6,15
SAL50470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,13
SAL50471,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,12,3,4,0,14,5,29,0,70
SAL50472,7,39,23,13,28,31,11,21,0,172,9,18,10,4,23,24,10,26,26,146,216,584,496,313,645,692,263,665,55,3929
SAL50473,4,15,13,3,20,23,3,10,0,88,4,14,3,3,18,15,6,14,13,85,74,216,203,127,390,376,107,273,23,1792
SAL50474,5,15,10,6,14,16,9,13,0,87,4,8,6,9,17,23,8,10,8,91,108,365,306,174,449,487,153,324,18,2370
SAL50475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,17,0,26
SAL50476,5,16,12,8,23,8,9,10,0,81,6,5,0,5,23,13,4,5,15,76,120,197,198,132,421,366,119,277,38,1888
SAL50477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,43,3,71
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4
SAL50480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,9,10,6,0,31,0,69
SAL50481,0,4,0,0,0,3,0,0,0,6,0,3,3,3,0,0,0,0,0,12,14,36,33,17,23,26,4,18,6,175
SAL50482,7,66,49,30,107,127,48,73,7,518,16,66,37,33,125,144,17,86,94,617,459,1628,1241,836,2504,2269,722,1865,218,11737
SAL50483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,5,0,16
SAL50484,0,11,11,7,20,12,3,7,0,68,5,0,11,8,15,21,3,7,22,94,79,209,211,128,398,397,103,230,40,1796
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,11
SAL50486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,8,4,13,18,4,8,5,80
SAL50487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,8,11,5,7,4,4,22,0,56
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL50491,0,12,17,3,13,18,6,10,0,72,5,11,8,6,9,9,0,14,11,67,116,311,220,111,269,259,80,327,42,1744
SAL50492,0,3,0,8,6,13,3,9,0,35,0,3,6,0,4,4,0,6,5,36,48,105,102,57,151,184,49,145,19,856
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,8,0,24
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,0,14
SAL50497,3,7,0,3,9,8,3,13,0,51,3,11,11,3,7,17,8,18,18,94,94,185,155,129,251,358,101,275,43,1596
SAL50498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,6,0,14,4,24
SAL50499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,5,28
SAL50500,3,18,5,8,17,15,0,11,3,87,6,16,8,3,8,17,7,15,17,97,138,361,283,176,355,363,121,390,37,2226
SAL50501,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,12,15,21,8,11,17,9,21,0,117
SAL50502,5,14,17,7,10,19,0,8,4,79,5,20,3,4,23,13,0,10,12,94,102,341,241,163,451,405,141,233,26,2100
SAL50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL50508,0,3,0,0,6,0,0,4,0,15,0,0,0,0,4,0,6,0,0,14,20,38,29,19,117,88,36,61,11,418
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50510,4,23,18,13,22,11,4,13,5,112,10,26,15,7,18,29,5,30,11,146,163,836,554,323,570,866,297,784,29,4409
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,8,30,22,10,12,16,6,23,0,131
SAL50513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,3,0,9,0,10,0,42
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAL50515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,20
SAL50516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,14,0,28
SAL50517,0,3,0,0,6,3,0,7,0,22,0,9,4,8,8,11,0,0,7,41,15,83,50,38,88,85,32,85,11,491
SAL50518,13,40,31,23,58,69,20,43,4,294,14,30,14,18,58,60,22,23,73,316,257,784,700,459,1337,1328,442,976,130,6420
SAL50519,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,10,0,7,4,0,7,3,123,0,163
SAL50520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,15,15,15,17,51,19,50,6,205
SAL50521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,22
SAL50522,4,20,22,19,29,29,7,23,0,154,8,32,30,12,22,43,5,36,28,214,205,749,665,423,790,1013,323,820,58,5050
SAL50523,0,0,5,0,0,4,0,3,0,19,0,0,6,0,4,3,0,0,0,12,25,47,54,32,50,41,19,50,3,326
SAL50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
SAL50525,6,4,0,5,3,0,0,0,0,13,0,5,0,0,0,0,0,6,4,22,32,50,37,19,45,32,15,52,14,300
SAL50526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,9,0,25
SAL50527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,13,12,30,0,68
SAL50528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,5,4,46,0,64
SAL50529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16,4,0,13,46,125,27,125,3,356
SAL50530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,8,6,26
SAL50531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,6,0,24
SAL50532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9
SAL50533,5,12,9,9,11,8,9,10,0,68,0,8,0,0,6,7,5,7,0,34,65,172,156,88,140,211,85,229,7,1155
SAL50534,0,13,3,4,13,12,9,7,0,63,0,13,9,5,7,11,8,9,11,65,75,282,212,119,252,268,99,244,27,1579
SAL50535,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,8,0,6,4,3,11,0,35
SAL50536,4,5,10,5,17,13,5,11,0,66,5,6,6,5,5,0,5,7,3,41,62,198,144,118,210,237,82,237,15,1309
SAL50537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,10
SAL50538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,6,3,17
SAL50539,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,5,3,10,11,23,14,9,23,33,14,49,9,185
SAL50540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,14,4,0,7,0,44
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50542,0,9,6,4,9,18,10,14,0,80,6,7,3,6,11,11,0,11,4,72,74,207,177,121,195,284,111,292,28,1490
SAL50543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,6,7,16,0,38
SAL50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,14
SAL50545,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,5,0,17,4,33
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,0,0,4,0,0,0,0,0,0,5,3,5,0,0,4,3,0,0,0,19,27,63,50,23,56,69,27,80,4,399
SAL50549,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,8,0,19
SAL50550,8,30,24,9,44,43,5,12,0,180,6,27,17,25,69,47,11,27,56,284,115,547,474,319,829,701,190,404,97,3666
SAL50551,0,6,0,0,5,0,0,0,0,25,0,0,0,0,4,0,0,4,8,19,24,81,67,53,103,87,31,75,4,526
SAL50552,4,18,11,5,7,11,0,12,0,67,0,15,5,4,9,10,3,10,9,63,80,269,156,115,226,247,90,200,12,1409
SAL50553,0,10,7,7,18,11,3,0,0,59,3,5,5,7,3,11,4,16,9,68,93,206,165,107,295,260,105,236,28,1506
SAL50554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,0,15
SAL50555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,14
SAL50556,3,9,4,6,10,3,0,3,0,38,0,12,16,4,13,13,3,6,11,83,31,214,303,146,340,283,68,146,22,1557
SAL50557,0,9,5,3,0,8,0,4,0,21,0,4,5,0,0,0,3,7,0,19,23,64,76,48,72,100,36,98,4,527
SAL50558,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,7,6,8,12,0,12,0,69
SAL50559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,3,3,3,0,14,0,49
SAL50560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,9,0,25
SAL50561,3,12,5,0,10,6,4,0,0,35,0,3,3,3,4,6,3,4,6,31,21,109,81,41,107,117,34,103,15,631
SAL50562,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,0,20,24,54,44,29,41,45,18,38,3,301
SAL50563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50564,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,4,0,13,4,43,24,17,24,44,19,70,4,236
SAL50565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,6,0,15
SAL50566,0,22,14,12,21,18,8,17,0,110,5,20,12,4,18,31,8,16,24,142,155,430,311,213,503,525,182,490,55,2869
SAL50567,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,9,22,13,17,15,16,10,6,0,106
SAL50568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,14,0,23
SAL50569,0,0,3,0,0,0,3,0,0,13,0,0,0,0,0,7,0,0,6,10,14,26,27,13,24,41,16,36,6,197
SAL50570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,15
SAL50571,0,13,9,4,8,14,8,3,0,67,0,8,6,12,6,14,5,6,9,60,62,273,216,121,225,305,132,275,12,1617
SAL50572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,17
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,11,64,44,30,95,78,30,39,10,407,12,55,49,37,143,100,30,66,85,574,315,1151,991,726,1952,1629,516,1109,198,8597
SAL50575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,22,11,16,11,32,8,20,0,124
SAL50576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,5,22
SAL50577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,22,0,22,0,72
SAL50578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,17,11,6,13,15,0,3,0,73
SAL50579,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,7,19,11,12,6,19,3,24,0,101
SAL50580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,10,0,37
SAL50581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,5,5,4,0,4,0,37
SAL50582,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,8,15,14,9,12,25,8,36,0,128
SAL50583,3,24,12,9,25,30,19,15,0,147,10,19,15,9,15,32,3,22,22,151,208,569,482,280,594,487,194,569,64,3453
SAL50584,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,24
SAL50585,0,10,11,3,14,12,7,3,0,56,4,7,4,0,16,10,3,14,8,78,53,190,156,87,225,236,112,170,21,1246
SAL50586,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,4,0,9,3,23,13,15,23,24,7,42,4,164
SAL50587,12,40,32,17,30,54,19,28,0,225,10,26,15,9,49,37,12,23,24,195,254,774,605,376,892,1025,341,671,54,4988
SAL50588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
SAL50589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,25
SAL50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,5,0,20
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,10,3,7,6,0,13,3,52
SAL50594,0,5,6,3,8,7,0,6,0,33,0,0,4,0,0,9,0,6,0,24,45,145,115,84,141,204,69,170,0,972
SAL50595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
SAL50596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,20
SAL50597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,18
SAL50598,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,12,4,3,0,35
SAL50599,0,20,16,3,9,10,8,9,0,84,0,17,13,9,12,33,4,11,16,104,97,450,319,181,404,582,190,386,23,2624
SAL50600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,3,0,18
SAL50601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,0,9,8,0,6,4,32
SAL50602,0,0,0,0,0,0,0,4,0,10,4,0,0,0,3,0,4,0,18,28,22,19,13,14,83,65,26,84,29,362
SAL50603,10,50,35,10,48,42,17,29,0,236,18,42,27,18,28,38,13,33,43,259,393,1088,764,475,1093,1006,358,1203,115,6489
SAL50604,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,4,5,12,26,13,22,21,19,4,33,4,152
SAL50605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,9,8,4,0,5,0,29
SAL50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,3,13
SAL50607,7,27,21,13,23,22,12,13,0,126,8,20,22,0,13,35,7,15,13,136,135,372,311,199,471,560,184,336,37,2598
SAL50608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,4,3,10,31,0,51
SAL50609,4,35,37,19,44,42,7,27,0,218,9,46,32,21,47,59,15,47,49,312,242,846,657,492,1015,1067,351,763,90,5525
SAL50610,3,25,24,19,29,27,10,14,0,160,7,10,12,8,40,55,13,24,26,198,192,402,431,290,875,966,254,543,67,4017
SAL50611,3,7,10,0,9,9,6,21,0,63,0,0,11,3,3,10,5,6,4,45,57,128,89,68,144,231,125,484,15,1342
