SAL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SAL50112,..,0,12,29,40,44,57,27,6,218,..,10,15,11,10,15,3,0,0,70,..,0,0,0,8,4,0,0,0,17,98,..,..,..,..,..,..,..,..,98,..,27,..,..,..,..,..,..,..,27,..,16,11,0,0,0,0,0,0,34,..,10,3,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,4,..,6,3,4,0,0,3,0,0,18,..,8,18,17,21,20,11,7,7,115,0,0,7,0,3,0,5,0,0,21,99,74,78,69,83,94,85,34,15,631,..,0,21,40,37,48,51,19,6,216,..,9,16,16,11,14,4,0,0,69,..,3,8,18,24,5,3,3,3,62,105,..,..,..,..,..,..,..,..,105,..,20,..,..,..,..,..,..,..,20,..,17,0,0,8,0,0,0,0,22,..,0,0,0,0,0,4,0,0,9,..,3,0,0,0,0,0,0,0,4
SAL50113,..,0,4,0,0,3,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,4,0,3,7,0,0,0,21,..,0,0,0,3,0,3,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50114,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50115,..,3,161,353,233,104,65,26,0,958,..,20,76,75,43,18,8,0,0,242,..,0,0,12,13,7,4,3,0,43,883,..,..,..,..,..,..,..,..,883,..,174,..,..,..,..,..,..,..,174,..,126,52,17,11,0,0,0,0,205,..,21,18,9,3,3,0,3,0,62,..,20,19,12,7,0,0,0,0,51,..,18,27,10,15,6,0,0,0,82,..,10,34,49,41,20,4,8,3,176,9,13,4,3,0,7,0,0,0,35,884,402,404,545,366,170,84,41,8,2900,..,15,250,402,221,90,60,18,0,1051,..,31,108,69,47,11,0,0,0,271,..,18,52,65,59,27,8,4,0,227,806,..,..,..,..,..,..,..,..,806,..,139,..,..,..,..,..,..,..,139,..,83,39,4,0,0,0,0,0,124,..,20,8,5,5,19,17,11,0,81,..,9,7,4,0,0,0,0,0,20
SAL50116,..,0,5,23,25,36,54,26,11,186,..,0,5,10,11,7,13,7,0,44,..,0,0,0,0,0,3,0,0,6,57,..,..,..,..,..,..,..,..,57,..,10,..,..,..,..,..,..,..,10,..,14,9,0,6,0,0,0,0,32,..,0,6,7,0,8,0,0,0,15,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,3,0,0,9,..,0,6,4,3,17,26,18,6,84,4,3,0,6,0,0,11,0,0,22,61,30,30,46,48,75,106,58,18,469,..,0,12,31,25,39,52,26,3,196,..,0,7,7,8,14,10,0,0,53,..,0,0,7,5,0,4,0,4,30,60,..,..,..,..,..,..,..,..,60,..,13,..,..,..,..,..,..,..,13,..,3,4,5,0,3,0,0,0,17,..,6,0,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,0
SAL50117,..,0,69,163,241,274,202,114,47,1117,..,13,75,47,49,35,18,3,0,237,..,0,3,17,15,22,3,3,0,65,488,..,..,..,..,..,..,..,..,488,..,143,..,..,..,..,..,..,..,143,..,143,69,29,14,5,0,0,0,254,..,12,4,7,3,3,7,3,0,43,..,11,9,3,0,7,3,0,0,36,..,19,31,14,6,10,0,3,0,83,..,9,16,20,27,36,36,39,17,201,3,10,9,7,6,0,5,3,0,43,492,358,276,299,367,389,281,169,68,2703,..,0,101,205,265,263,195,100,21,1153,..,17,89,53,52,35,9,0,0,256,..,0,20,42,68,39,13,4,3,197,439,..,..,..,..,..,..,..,..,439,..,175,..,..,..,..,..,..,..,175,..,86,61,11,3,0,0,0,0,157,..,17,9,0,6,8,9,3,6,53,..,0,8,0,0,3,0,0,0,18
SAL50118,..,0,6,20,42,42,40,12,10,172,..,0,4,0,7,3,0,5,0,20,..,0,0,0,0,6,0,0,0,6,65,..,..,..,..,..,..,..,..,65,..,16,..,..,..,..,..,..,..,16,..,26,8,0,5,0,0,0,0,41,..,4,0,3,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,5,0,3,0,15,0,0,0,0,0,0,0,0,0,6,65,46,19,29,60,52,41,15,12,347,..,0,6,29,42,49,29,18,0,170,..,0,5,3,3,0,0,0,0,25,..,0,0,4,0,3,0,0,0,11,50,..,..,..,..,..,..,..,..,50,..,22,..,..,..,..,..,..,..,22,..,20,0,0,0,0,0,0,0,21,..,0,0,0,0,0,3,3,0,6,..,0,0,0,0,0,0,0,0,4
SAL50119,..,0,56,211,284,282,265,128,43,1263,..,14,90,52,47,33,22,7,7,260,..,0,0,11,18,9,7,4,5,50,540,..,..,..,..,..,..,..,..,540,..,194,..,..,..,..,..,..,..,194,..,117,43,20,8,6,0,0,0,198,..,9,7,5,7,0,0,0,6,35,..,4,3,0,4,0,0,0,0,11,..,8,14,4,4,6,7,0,0,48,..,3,36,43,48,61,63,43,26,318,10,11,10,13,3,10,3,3,0,70,551,359,268,352,420,409,360,184,83,2986,..,0,87,264,318,301,229,109,17,1324,..,19,95,54,47,37,9,8,0,280,..,0,5,35,62,35,14,4,5,162,490,..,..,..,..,..,..,..,..,490,..,240,..,..,..,..,..,..,..,240,..,80,41,11,3,3,0,0,0,140,..,22,10,0,0,7,13,10,10,67,..,4,4,0,0,0,0,0,0,6
SAL50120,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50121,..,0,0,0,10,5,16,4,0,40,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,5,18,..,..,..,..,..,..,..,..,18,..,5,..,..,..,..,..,..,..,5,..,5,6,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,13,11,4,0,27,0,0,0,0,0,0,0,0,0,3,18,13,4,6,19,23,28,14,0,116,..,0,4,4,8,4,15,4,0,41,..,0,0,5,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50122,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50123,..,0,25,59,29,32,14,0,0,158,..,9,50,33,21,11,0,0,0,116,..,0,0,5,3,3,0,0,0,10,171,..,..,..,..,..,..,..,..,171,..,5,..,..,..,..,..,..,..,5,..,19,10,3,0,0,0,0,0,28,..,3,0,4,0,0,0,0,0,10,..,3,7,3,5,0,0,0,0,19,..,13,3,4,0,0,3,0,0,25,..,3,6,10,7,10,6,0,0,47,3,3,6,3,0,0,0,0,0,22,179,63,101,121,67,56,19,3,0,606,..,0,35,57,35,28,8,4,0,162,..,14,61,35,15,8,0,0,0,126,..,0,17,22,12,4,5,5,0,62,195,..,..,..,..,..,..,..,..,195,..,19,..,..,..,..,..,..,..,19,..,10,0,0,3,0,0,0,0,12,..,4,0,0,0,0,0,0,0,10,..,0,15,3,0,3,0,0,0,22
SAL50124,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50125,..,0,3,0,7,3,0,0,0,13,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,8,0,7,8,0,0,0,29,..,0,0,0,7,0,0,0,0,14,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50126,..,0,10,22,31,67,54,35,3,222,..,0,9,7,9,8,0,3,0,42,..,0,0,0,3,0,0,0,0,12,73,..,..,..,..,..,..,..,..,73,..,14,..,..,..,..,..,..,..,14,..,20,11,3,3,0,0,0,0,39,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,4,6,9,6,12,9,0,47,0,0,0,0,0,0,5,0,0,15,79,40,33,42,55,87,79,48,4,473,..,3,15,34,51,57,60,23,8,236,..,0,3,10,13,8,5,5,0,42,..,0,10,3,6,0,0,0,0,28,86,..,..,..,..,..,..,..,..,86,..,15,..,..,..,..,..,..,..,15,..,9,7,0,0,0,0,0,0,18,..,0,0,0,4,5,0,0,4,17,..,0,0,0,0,0,0,0,0,0
SAL50127,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50128,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50129,..,0,10,31,47,57,53,22,0,225,..,4,18,11,12,13,9,0,0,67,..,0,0,3,0,3,0,0,0,12,122,..,..,..,..,..,..,..,..,122,..,22,..,..,..,..,..,..,..,22,..,19,3,4,0,0,0,0,0,31,..,3,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,6,..,0,6,10,3,7,0,0,0,28,..,4,7,11,10,14,14,0,0,63,0,0,5,0,0,3,3,0,0,17,122,55,59,75,76,96,82,24,3,593,..,0,19,40,51,61,63,14,0,239,..,6,24,11,16,14,0,0,0,76,..,0,3,13,10,6,0,0,0,34,89,..,..,..,..,..,..,..,..,89,..,21,..,..,..,..,..,..,..,21,..,13,6,0,0,0,0,0,0,13,..,3,0,0,0,0,0,0,5,5,..,0,0,0,0,0,0,0,0,3
SAL50130,..,0,3,0,0,5,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,5,3,0,10,3,3,0,0,27,..,0,0,0,0,3,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50131,..,0,0,4,5,0,3,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,11,9,0,3,9,6,7,0,0,39,..,0,0,4,8,3,3,3,0,22,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,7,..,..,..,..,..,..,..,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50132,..,0,12,25,47,42,54,27,16,224,..,5,13,6,10,14,5,0,0,59,..,0,0,4,4,3,0,0,0,12,76,..,..,..,..,..,..,..,..,76,..,15,..,..,..,..,..,..,..,15,..,24,4,4,0,4,0,0,0,34,..,3,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,11,..,0,3,0,0,0,0,0,0,10,..,0,8,13,6,22,13,15,8,85,4,3,0,0,3,0,0,0,0,11,81,53,46,52,71,84,81,45,19,541,..,3,15,35,49,47,49,22,8,227,..,12,16,6,16,6,6,0,0,67,..,4,4,8,10,0,0,4,0,36,83,..,..,..,..,..,..,..,..,83,..,12,..,..,..,..,..,..,..,12,..,8,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,6,..,3,0,4,0,0,0,0,0,8
SAL50133,..,0,0,4,0,6,6,0,0,9,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,5,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,14,9,0,0,37,..,0,0,6,0,5,4,0,0,14,..,0,0,0,0,5,0,0,0,5,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50134,..,0,0,0,0,4,0,6,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,6,0,6,0,18,..,0,0,0,0,4,3,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50135,..,0,0,3,4,0,0,0,0,8,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,3,4,0,0,0,18,..,0,0,4,0,3,0,0,0,6,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50136,..,0,0,0,0,5,0,0,0,5,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50137,..,0,8,44,27,37,37,17,5,170,..,0,16,13,9,13,9,0,0,57,..,0,4,5,6,4,0,0,0,16,132,..,..,..,..,..,..,..,..,132,..,10,..,..,..,..,..,..,..,10,..,12,9,0,0,3,0,0,0,27,..,3,3,0,0,0,0,3,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,5,0,0,0,0,7,..,3,10,5,9,14,11,5,0,52,4,0,3,4,0,0,0,0,0,18,137,32,49,65,56,66,57,28,8,493,..,0,20,42,26,34,34,15,3,172,..,3,18,16,9,19,0,0,0,64,..,0,11,9,5,0,0,0,0,32,115,..,..,..,..,..,..,..,..,115,..,8,..,..,..,..,..,..,..,8,..,12,0,0,0,0,0,0,0,13,..,0,0,0,3,0,0,0,0,5,..,3,0,0,0,0,0,0,0,3
SAL50138,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,14,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL50139,..,0,0,0,0,3,6,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,3,0,0,23,..,0,0,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
