SAL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SAL50011,21,3,4,0,29,0,0,0,0,0,9,0,0,0,15,4,0,7,0,12,13,0,19,0,31,9,0,44,0,52,42,10,52,4,107,28,11,65,4,105,42,36,65,3,143,47,92,50,3,199,33,87,59,5,182,44,82,21,0,153,123,245,43,11,413,115,204,21,0,341,72,195,14,0,285,46,87,0,0,141,59,201,7,0,267,86,236,35,4,371,4,9,0,0,17,805,1518,507,34,2865
SAL50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10
SAL50013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,4,0,0,5,0,6,6,0,0,0,6,4,4,4,0,7,7,4,0,0,6,4,4,0,0,12,7,0,0,0,3,6,0,0,0,9,9,17,3,0,32,5,6,5,0,14,8,11,0,0,20,0,3,0,0,8,3,8,0,0,14,0,16,4,0,12,0,0,0,0,0,70,66,20,0,161
SAL50014,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,6,5,0,0,10,0,0,0,0,0,0,0,0,0,0,20,8,6,0,37
SAL50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
SAL50016,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,8,9,4,0,0,14,3,0,0,0,6,4,3,0,0,10,6,4,0,0,8,11,9,3,0,23,8,5,0,0,19,0,12,0,0,14,0,9,0,0,9,6,14,0,0,22,6,10,0,0,16,0,0,0,0,0,67,74,14,0,156
SAL50017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,5,0,0,0,9,0,0,0,0,0,5,9,0,0,18
SAL50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,3,0,0,4,5,0,0,0,4,0,0,0,0,3,4,3,0,0,3,3,0,0,0,11,0,3,0,0,5,0,5,0,0,5,0,9,0,0,9,6,5,0,0,9,0,0,0,0,0,35,37,5,0,79
SAL50020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,8,5,0,0,13
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,23,4,8,5,38,12,0,0,0,14,4,6,4,0,9,4,0,0,0,7,7,0,0,0,11,9,0,3,0,11,33,7,9,3,58,39,6,14,5,60,41,10,16,5,72,60,16,18,0,95,49,22,17,0,84,56,16,9,0,87,90,51,29,3,176,69,49,8,0,126,69,67,12,0,151,37,56,4,0,95,244,516,31,4,793,45,92,14,3,156,7,3,6,0,18,898,917,220,29,2063
SAL50023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,13,3,0,0,15
SAL50024,8,3,3,0,18,10,0,0,0,7,8,0,5,0,11,0,0,4,0,5,7,4,7,0,17,5,4,10,0,15,18,6,9,0,31,23,3,9,0,33,37,12,12,0,61,48,18,17,0,84,21,21,12,5,57,28,17,20,0,71,34,54,25,0,112,36,47,10,4,95,28,74,12,0,112,20,37,10,0,66,103,306,12,5,422,18,57,14,0,83,0,0,0,0,3,455,658,177,26,1317
SAL50025,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,8,0,0,0,9,4,0,5,0,7,13,0,0,0,14,9,0,4,0,13,7,0,4,0,8,0,0,0,0,9,14,7,0,0,17,5,11,0,0,26,7,9,0,0,12,8,8,0,0,17,5,17,0,0,26,9,9,0,0,20,3,0,0,0,4,96,67,15,0,185
SAL50026,10,9,17,0,38,12,3,3,0,16,9,0,16,0,27,4,0,30,0,33,39,10,61,5,126,27,14,125,0,176,184,35,113,6,344,107,42,129,12,288,127,78,114,10,323,125,111,101,8,350,71,88,54,3,231,73,85,38,3,199,122,158,58,7,347,79,107,35,4,213,27,47,11,4,87,17,25,0,5,42,18,35,12,5,70,87,128,67,8,293,53,7,22,3,84,1193,993,1007,86,3275
SAL50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,13
SAL50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,9,0,0,0,0,0,5,9,0,0,15
SAL50030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,7,9,3,0,22
SAL50031,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14,7,0,5,0,14,23,0,8,0,29,15,6,5,3,25,21,6,5,0,38,32,18,3,3,55,21,10,3,6,38,28,6,12,0,44,55,14,11,4,86,30,33,0,0,72,32,18,3,0,50,22,24,0,0,48,85,106,9,4,204,32,36,4,0,67,6,3,0,0,7,430,284,75,28,824
SAL50032,12,0,4,0,13,3,0,0,0,5,0,0,0,0,0,0,0,3,0,3,10,0,5,0,12,4,0,7,0,10,43,3,16,0,66,39,6,15,0,53,26,9,12,5,48,30,20,18,0,67,12,14,8,0,42,20,19,5,0,47,28,48,12,0,88,25,72,4,0,97,11,34,6,0,48,11,33,0,0,38,18,51,8,0,75,20,38,11,0,66,10,0,0,0,13,311,351,133,6,803
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,11,20,0,9,0,23,6,0,14,0,16,5,4,4,3,18,10,9,7,0,19,11,0,3,5,15,0,8,0,0,18,14,10,10,0,34,11,18,5,0,35,11,30,0,0,42,11,14,0,0,20,18,26,3,0,48,18,12,5,0,34,0,0,0,0,5,128,142,70,12,357
SAL50035,24,3,3,0,31,15,0,5,0,17,0,0,0,0,3,0,0,5,0,0,16,0,10,0,24,13,0,11,0,22,26,0,11,6,42,33,6,10,0,51,49,7,20,0,80,40,14,5,0,58,29,14,12,0,53,41,19,20,0,77,78,56,25,0,155,50,67,11,0,124,46,72,6,4,130,22,67,3,4,92,157,505,30,0,691,38,96,18,4,155,11,6,4,0,13,686,928,202,16,1834
SAL50036,16,0,0,0,16,3,4,0,0,7,0,0,6,0,8,5,0,6,0,13,15,0,15,0,34,10,0,9,0,24,60,11,20,6,103,46,21,43,0,104,47,27,39,3,109,44,48,41,10,140,16,39,25,3,79,45,56,19,0,123,88,194,48,3,328,75,194,15,0,284,63,214,12,6,285,34,144,0,0,186,58,398,18,0,473,56,158,31,0,249,4,0,0,0,11,683,1505,357,36,2580
SAL50037,12,7,4,0,19,3,6,0,0,11,0,0,3,0,7,0,0,4,0,4,7,3,9,0,18,8,3,13,0,28,14,0,14,0,29,34,10,21,0,70,23,18,30,3,74,26,32,16,3,79,29,39,28,0,93,20,50,16,0,92,42,158,27,3,229,46,154,10,0,209,45,167,12,0,223,41,120,0,0,156,55,274,3,0,328,28,122,10,0,161,0,5,0,0,9,422,1161,220,25,1829
SAL50038,3,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,3,0,6,11,0,3,0,17,9,0,0,0,9,56,4,10,0,68,32,4,3,0,37,27,10,6,0,37,27,11,4,0,44,15,4,3,0,25,9,5,0,0,23,22,12,0,0,29,10,3,0,0,12,3,7,0,0,7,0,3,0,0,7,10,0,0,0,15,15,25,9,0,41,10,0,0,0,9,264,93,40,0,395
SAL50039,27,0,12,0,36,9,0,5,0,11,10,0,6,0,22,18,0,9,0,23,41,3,32,0,83,29,8,63,0,97,192,9,79,9,286,124,13,75,3,222,145,47,78,3,270,138,85,66,4,292,70,82,44,9,200,92,134,47,3,280,205,337,66,7,616,168,257,22,0,452,133,222,21,3,381,66,153,3,0,225,105,304,5,0,419,123,313,70,0,504,25,18,0,0,42,1724,1995,707,35,4468
SAL50040,24,4,16,0,41,3,0,5,0,10,0,0,3,0,7,0,0,11,0,8,21,4,8,0,38,6,5,35,0,54,74,10,50,0,129,41,17,58,0,117,52,45,82,3,189,59,105,68,3,236,63,117,53,8,238,63,141,40,3,241,215,355,75,9,661,147,325,29,4,502,100,250,27,0,373,65,156,3,3,231,97,279,16,5,398,112,278,46,0,430,15,15,3,0,38,1155,2095,639,38,3933
SAL50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3
SAL50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,4,0,0,0,0,0,9,3,0,0,12
SAL50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
SAL50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,4,6,0,0,13
SAL50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,6
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,5,0,3,0,3,0,0,0,0,0,15,12,0,0,31
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,6,0,16
SAL50051,9,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,8,0,0,4,0,6,27,0,0,0,26,11,0,6,0,16,16,5,8,4,31,10,3,3,0,22,4,10,7,0,21,4,6,0,0,8,16,22,3,0,35,4,10,0,0,23,7,15,0,0,24,9,12,0,0,19,10,16,0,0,31,23,34,9,0,65,0,0,3,0,9,166,140,52,6,354
