SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL50069,20,40,28,31,40,10,15,14,0,187,62,59,57,153,76,32,32,28,6,504,92,76,607,253,172,78,127,129,23,1565,13,0,14,19,18,14,12,35,0,131,12,11,11,25,31,12,8,17,0,126,3,6,12,7,6,0,4,7,0,45,12,15,15,13,15,9,7,9,27,122,353,787,819,649,487,236,257,298,77,3960
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,17
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8
SAL50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,12
SAL50074,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,4,0,0,0,0,12
SAL50075,3,6,5,4,5,0,0,0,0,21,3,0,4,7,7,0,0,0,0,25,8,8,60,15,10,4,16,7,0,129,3,0,3,0,0,4,0,6,0,15,0,0,4,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,16,31,47,77,35,24,13,21,15,0,268
SAL50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SAL50077,0,4,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,0,13,3,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,31,17,3,11,7,0,4,4,94
SAL50078,44,81,27,38,28,6,3,8,4,237,64,77,67,71,63,24,18,11,5,398,93,74,415,148,143,69,72,70,11,1092,8,3,14,13,19,17,7,22,0,97,7,7,7,23,22,11,9,4,0,91,0,10,5,5,0,3,3,0,0,32,5,11,0,11,9,8,10,10,6,75,569,1489,596,462,480,216,142,159,46,4159
SAL50079,9,29,14,12,12,10,0,3,0,89,19,21,9,18,27,10,3,5,0,104,20,14,88,24,37,7,14,16,6,230,4,0,0,3,3,3,0,3,0,17,0,4,5,8,7,0,5,0,0,33,3,5,0,4,0,0,0,0,0,17,0,0,0,5,7,0,0,4,0,20,214,660,162,132,176,52,35,41,12,1494
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,23,20,15,21,3,0,4,4,3,89,33,24,27,43,38,5,6,5,0,177,91,40,317,70,74,18,57,44,22,730,0,7,13,4,8,12,6,9,0,60,3,0,6,3,8,0,5,0,0,35,0,3,0,0,0,0,0,5,0,13,8,3,3,3,8,0,5,0,5,33,257,433,414,191,183,46,95,74,34,1724
SAL50082,10,17,3,15,14,0,0,4,0,69,10,20,9,26,12,3,3,10,0,91,29,19,161,86,60,33,38,42,7,466,4,0,3,9,7,18,0,9,0,50,4,0,0,4,13,0,5,5,0,35,5,0,0,3,0,0,0,0,0,7,0,5,0,3,3,7,0,6,0,24,97,222,189,162,121,72,52,74,12,1001
SAL50083,67,90,62,61,51,21,11,13,3,374,99,122,80,107,88,24,19,20,6,560,146,95,452,179,134,68,88,101,15,1272,7,5,4,16,25,20,5,12,0,93,8,12,9,23,27,10,6,4,3,108,10,19,7,4,7,0,5,3,4,56,16,22,8,8,15,6,10,9,17,97,989,2481,767,657,707,242,200,229,71,6341
SAL50084,0,4,0,6,0,0,0,0,0,15,15,12,3,12,3,0,0,0,0,44,12,13,74,30,17,6,17,15,0,185,0,0,0,0,3,6,4,7,0,20,0,0,0,7,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,49,159,84,64,42,22,22,28,5,478
SAL50085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,10,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,4,0,33
SAL50086,15,42,24,10,15,0,0,3,5,119,49,32,31,30,25,4,4,6,3,175,51,30,171,55,39,15,19,26,5,416,0,0,8,7,7,8,5,5,0,29,9,5,3,9,6,3,0,4,0,37,3,4,4,6,3,0,0,0,0,21,6,4,4,7,0,0,0,3,10,40,327,890,288,213,176,70,40,68,25,2102
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,0,0,0,0,0,3,0,18
SAL50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,5,0,0,0,0,19
SAL50090,20,23,39,30,22,7,18,18,0,175,33,27,69,90,38,16,38,47,8,369,56,38,357,133,75,48,84,79,14,891,3,3,8,15,17,11,6,21,0,84,5,0,6,19,11,5,11,7,0,78,7,5,5,7,8,0,11,0,0,36,4,8,15,8,7,4,8,3,14,72,248,713,603,501,343,166,269,283,54,3177
SAL50091,25,41,20,31,26,6,3,0,0,152,28,40,29,32,39,15,14,8,0,210,61,26,177,70,45,27,23,28,3,469,0,5,0,3,12,5,0,0,0,29,0,3,0,4,8,6,7,3,0,40,3,6,0,4,4,4,0,0,0,19,4,7,0,4,7,0,0,5,0,37,360,890,275,215,265,103,55,84,15,2264
SAL50092,12,18,14,10,29,3,4,0,5,83,25,15,18,29,19,7,3,3,0,117,52,15,200,50,52,18,30,18,13,452,3,0,10,4,3,4,5,9,0,35,8,0,3,6,7,4,4,5,3,44,6,0,4,0,4,0,0,0,0,6,0,0,3,6,9,3,0,0,0,26,162,247,270,115,149,40,54,43,22,1097
SAL50093,13,18,24,26,29,5,8,6,0,137,39,38,48,73,40,16,10,23,4,301,60,37,424,177,101,49,93,90,15,1049,7,4,8,10,10,19,13,16,3,89,7,0,15,32,14,8,8,15,4,92,0,5,10,4,5,6,3,3,0,29,0,4,3,15,11,6,15,11,12,67,200,409,579,427,295,138,175,214,55,2497
SAL50094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,0,3,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,11,7,6,0,7,0,0,48
SAL50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,4,9,4,0,0,0,0,0,13,3,30
SAL50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
SAL50097,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,8,0,4,0,7,7,3,32
SAL50098,31,40,32,22,28,19,9,9,3,188,50,46,56,75,59,25,12,13,3,344,112,59,506,158,121,63,105,81,23,1227,10,5,9,19,17,9,9,19,3,98,13,6,10,13,26,4,4,5,0,84,0,8,12,4,10,3,5,6,0,46,5,12,13,13,10,6,0,6,7,69,394,865,712,390,392,157,178,178,48,3306
SAL50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13
SAL50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,3,0,4,9,0,28
SAL50101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,5,6,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,8,4,4,5,3,0,46
SAL50102,6,24,8,15,15,4,5,3,0,79,22,23,16,37,40,15,6,6,3,172,45,37,269,57,62,28,39,53,10,594,4,0,3,8,7,4,0,7,0,32,3,0,10,10,14,0,0,6,3,53,0,9,0,3,3,0,0,0,0,18,8,8,0,7,4,4,6,0,4,41,152,391,341,174,192,65,67,90,23,1497
SAL50103,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,13,0,4,0,3,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,26,19,5,16,7,3,0,0,91
SAL50104,3,3,0,7,3,0,0,0,0,20,9,9,9,8,4,0,0,0,0,52,22,5,92,27,16,12,28,21,0,217,0,0,4,3,0,5,0,0,0,15,0,0,5,4,4,5,0,0,0,22,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,10,53,94,117,68,37,19,38,33,4,464
SAL50105,22,23,31,23,18,8,14,4,4,143,44,35,54,56,38,15,20,18,0,284,45,41,300,97,81,35,57,64,14,737,9,0,10,9,11,4,9,12,0,61,10,3,0,15,15,3,4,8,0,59,0,6,8,5,10,0,0,0,0,32,5,11,10,14,6,3,6,10,17,74,275,662,479,339,293,117,169,169,48,2550
SAL50106,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,5,0,10,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,19,5,12,6,4,0,3,4,0,51
SAL50107,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,10,4,4,0,3,4,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,13,15,6,10,6,3,3,0,70
SAL50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,7
SAL50109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,11,0,3,4,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,3,4,6,4,3,8,0,51
SAL50110,10,14,20,19,15,9,10,7,3,99,21,32,27,48,34,24,17,13,4,212,38,28,201,114,61,32,59,58,9,609,0,0,8,3,12,15,8,13,0,54,3,3,6,12,9,3,3,0,0,46,8,4,6,5,10,0,9,0,0,40,10,4,10,7,5,13,3,13,10,72,179,399,320,278,241,128,140,117,37,1835
SAL50111,10,11,27,21,10,4,3,13,3,105,13,19,59,93,33,23,26,65,5,349,15,24,152,89,42,25,43,53,14,453,9,0,13,15,5,16,13,13,0,86,0,0,3,6,7,0,3,4,0,27,0,7,8,10,0,0,4,0,0,40,4,6,9,9,6,6,0,20,20,83,185,743,368,493,250,211,243,414,73,2980
SAL50112,9,11,3,3,6,0,0,0,0,24,7,3,4,12,12,0,0,6,0,50,16,9,65,27,18,14,12,15,5,184,0,0,4,9,6,5,0,5,0,19,0,0,3,0,3,0,0,3,0,16,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,8,61,137,84,59,50,32,23,34,7,488
SAL50113,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,5,0,0,0,0,21
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,10,17,12,16,12,13,11,6,0,98,34,34,44,59,46,14,30,14,0,274,47,28,295,126,84,43,77,64,14,778,4,0,9,18,19,11,9,15,0,80,5,3,10,6,15,3,5,9,0,55,0,4,11,3,4,0,4,7,0,33,0,3,7,13,11,3,7,9,3,61,164,355,447,325,269,120,196,154,30,2062
SAL50116,7,3,0,0,0,4,0,0,0,12,6,0,7,3,6,0,0,0,0,20,16,3,24,10,4,6,13,9,3,81,0,0,3,5,0,0,0,6,0,7,3,0,0,4,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,4,6,0,3,3,0,0,0,0,0,9,48,37,38,27,16,9,15,20,7,217
SAL50117,16,35,18,21,23,3,4,3,3,133,21,33,34,39,39,17,5,12,4,217,68,38,268,66,83,33,44,50,9,656,9,3,8,9,17,12,3,15,0,61,9,9,6,9,14,5,5,3,0,55,0,11,6,4,4,0,0,0,0,34,5,7,9,6,8,4,7,0,8,44,258,643,412,215,274,109,79,99,21,2113
SAL50118,5,7,0,6,4,5,0,0,0,19,13,6,0,0,0,0,0,0,0,25,11,3,31,10,0,3,7,10,0,82,0,0,0,0,0,0,0,6,0,5,0,0,0,5,9,0,6,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,58,88,37,32,24,13,15,11,5,288
SAL50119,35,52,19,17,32,13,9,3,0,185,47,29,14,34,40,22,0,3,0,187,87,28,178,67,66,20,22,35,3,520,0,5,9,3,3,8,0,0,0,29,5,5,3,6,14,13,4,5,0,55,5,7,4,0,0,0,3,4,0,28,0,8,7,10,4,3,0,0,3,43,524,1066,276,222,317,127,46,84,21,2681
SAL50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50121,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,9,0,7,0,0,0,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,10,5,0,0,4,6,0,53
SAL50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
SAL50123,6,19,0,4,11,3,0,0,0,38,13,18,3,29,7,9,5,3,0,80,23,29,68,39,20,11,12,22,11,235,0,0,4,7,9,0,0,0,0,17,0,0,0,5,8,0,0,0,0,12,4,3,0,0,0,0,0,0,0,10,0,3,0,5,4,4,0,4,6,26,76,178,94,113,65,34,19,36,17,636
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,6,0,0,21
SAL50126,8,4,0,5,8,0,0,4,0,21,8,3,0,6,11,0,4,0,0,38,12,6,49,15,16,3,21,14,0,134,0,0,0,0,0,0,6,0,0,11,3,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,20,44,55,58,44,35,8,35,30,0,308
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50129,0,4,5,4,4,0,0,3,0,16,5,9,8,14,8,4,4,3,0,50,11,9,86,26,25,10,25,17,3,209,0,0,0,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,9,40,90,102,57,52,16,35,24,4,420
SAL50130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,23
SAL50131,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,6,0,0,19
SAL50132,9,14,4,5,3,0,0,0,0,32,7,8,5,8,12,4,6,3,0,49,21,14,48,33,21,14,16,20,6,181,0,0,0,3,0,8,0,4,0,16,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,7,20,49,118,72,66,52,32,23,38,6,444
SAL50133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,20
SAL50134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,3,0,12
SAL50135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,0,0,0,15
SAL50136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,11
SAL50137,0,0,4,0,4,0,0,0,0,18,0,3,4,3,5,0,3,0,0,18,7,7,76,13,22,3,32,10,3,158,3,0,0,0,3,0,3,0,0,10,0,0,5,0,0,0,3,5,0,14,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,0,4,0,16,28,55,90,21,33,3,51,23,4,300
SAL50138,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,5,0,0,10
SAL50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
SAL50140,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,4,0,3,0,0,0,27
SAL50141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,9
SAL50142,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,0,0,18,0,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,15,4,4,0,0,8,0,59
SAL50143,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,21,0,0,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,22,0,3,0,7,0,0,55
SAL50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
