SAL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SAL50553,..,222,222,363,31,390,190,6,197,187,0,188,57,0,57,50,3,54,850,257,1109
SAL50554,..,4,4,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14
SAL50555,..,0,0,7,0,7,0,0,0,0,0,0,5,0,5,0,0,0,8,0,8
SAL50556,..,431,431,284,65,347,177,11,189,131,4,134,33,0,33,8,0,8,627,512,1141
SAL50557,..,63,63,125,8,134,69,0,69,54,0,54,26,0,26,9,0,9,282,71,350
SAL50558,..,12,12,11,0,14,0,0,3,3,0,3,3,0,3,7,0,7,27,10,40
SAL50559,..,10,10,15,0,15,0,0,0,6,0,6,5,0,5,0,0,0,26,10,40
SAL50560,..,3,3,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,10,3,9
SAL50561,..,116,116,193,8,197,59,0,58,61,0,61,35,0,35,27,0,27,373,122,491
SAL50562,..,36,36,44,9,48,33,0,33,39,0,37,11,0,11,4,0,4,126,41,167
SAL50563,..,4,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8
SAL50564,..,55,55,63,6,73,15,0,15,33,0,33,11,0,11,12,0,12,134,65,197
SAL50565,..,4,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
SAL50566,..,399,399,533,46,578,352,8,364,351,0,348,180,0,180,79,0,79,1499,453,1953
SAL50567,..,34,34,69,4,67,4,0,4,11,0,11,0,0,0,0,0,0,83,35,118
SAL50568,..,4,4,4,0,4,6,0,6,0,0,0,0,0,0,0,0,0,8,4,14
SAL50569,..,94,94,78,6,82,17,0,17,16,0,16,12,0,12,0,0,0,118,104,225
SAL50570,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50571,..,231,231,506,7,518,184,0,186,203,0,203,78,0,78,27,0,27,1010,239,1248
SAL50572,..,4,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8
SAL50573,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,..,2503,2503,2087,224,2314,1120,42,1167,1036,21,1057,499,8,508,338,4,338,5083,2800,7885
SAL50575,..,18,18,21,0,22,14,0,14,16,0,16,3,0,3,0,0,0,60,17,74
SAL50576,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11
SAL50577,..,13,13,20,0,20,4,0,4,5,0,5,0,0,0,4,0,4,36,17,48
SAL50578,..,23,23,21,0,26,8,0,8,6,0,6,0,0,0,0,0,0,45,25,64
SAL50579,..,48,48,76,0,78,8,0,8,5,0,5,0,0,0,0,0,0,91,52,145
SAL50580,..,5,5,4,0,4,4,0,4,3,0,3,3,0,3,0,0,0,15,5,23
SAL50581,..,0,0,5,0,5,6,0,6,4,0,4,4,0,4,0,0,0,15,0,16
SAL50582,..,65,65,53,5,58,14,0,9,16,0,16,10,0,10,3,0,3,90,69,158
SAL50583,..,1338,1338,1367,93,1466,548,4,552,394,3,405,178,0,176,119,0,119,2605,1446,4053
SAL50584,..,5,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
SAL50585,..,223,223,348,16,365,155,0,155,138,0,138,55,0,55,29,0,29,724,242,959
SAL50586,..,18,18,49,3,49,16,0,17,16,0,16,10,0,10,5,0,5,94,24,114
SAL50587,..,769,769,1211,64,1276,620,12,635,660,3,661,245,6,250,65,0,65,2802,854,3656
SAL50588,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SAL50589,..,9,9,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,13,9,25
SAL50590,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
SAL50591,..,10,10,10,0,10,9,0,9,5,0,5,0,0,0,8,0,8,35,10,44
SAL50592,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,..,25,25,25,0,28,6,0,6,0,0,0,3,0,3,0,0,0,39,25,62
SAL50594,..,211,211,223,26,240,106,4,111,106,0,106,30,0,30,6,3,5,468,237,706
SAL50595,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50596,..,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,9,0,10
SAL50597,..,3,3,0,0,0,3,0,3,3,0,3,4,0,4,0,0,0,13,3,16
SAL50598,..,12,12,11,0,11,5,0,5,5,0,5,3,0,3,0,0,0,27,12,33
SAL50599,..,351,351,534,21,551,273,9,275,461,6,468,136,0,136,25,5,28,1428,384,1807
SAL50600,..,3,3,10,0,10,4,0,4,4,0,4,0,0,0,0,0,0,12,3,16
SAL50601,..,3,3,7,0,7,5,0,5,3,0,3,0,0,0,0,0,0,15,3,17
SAL50602,..,148,148,93,6,99,69,0,69,47,3,50,24,0,24,65,0,64,291,156,444
SAL50603,..,1119,1119,2025,90,2125,787,16,800,807,0,810,333,0,335,130,0,130,4084,1230,5314
SAL50604,..,20,20,38,0,41,13,0,13,10,0,10,10,0,10,9,0,9,70,22,96
SAL50605,..,5,5,14,0,14,0,0,0,0,0,0,3,0,3,0,0,0,16,5,15
SAL50606,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50607,..,429,429,688,31,718,342,4,340,328,0,332,108,0,108,53,0,52,1519,464,1981
SAL50608,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50609,..,1659,1659,1468,188,1654,701,50,749,516,21,534,137,4,144,69,0,72,2889,1917,4808
SAL50610,..,343,343,638,44,686,485,14,507,571,3,570,182,0,182,64,0,64,1941,408,2347
SAL50611,..,186,186,251,17,270,138,4,137,167,0,167,65,0,65,20,0,20,641,211,852
SAL50612,..,3,3,15,0,15,9,0,9,3,0,3,5,0,5,0,0,0,30,3,32
SAL50613,..,392,392,775,43,813,747,7,759,1093,4,1099,392,0,397,133,0,133,3145,446,3588
SAL50614,..,3,3,9,0,9,0,0,0,7,0,7,0,0,0,0,0,0,9,9,18
SAL50615,..,374,374,442,23,462,173,10,186,171,0,165,100,0,100,38,0,40,912,402,1316
SAL50616,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11
SAL50617,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,..,28,28,81,4,86,29,0,29,30,0,30,4,0,4,3,0,3,142,37,172
SAL50619,..,96,96,192,16,211,177,0,177,160,0,159,81,0,81,46,0,46,647,116,765
SAL50620,..,128,128,131,5,134,60,0,61,28,0,28,26,0,26,11,0,11,249,139,383
SAL50621,..,9,9,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,23,9,35
SAL50622,..,646,646,855,73,932,428,14,447,450,6,455,130,0,130,49,0,52,1912,741,2657
SAL50623,..,320,320,502,19,517,232,0,232,265,0,268,112,0,112,42,0,42,1153,342,1492
SAL50624,..,7,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12
SAL50625,..,94,94,244,14,255,157,0,159,154,0,154,72,0,72,39,0,39,672,104,777
SAL50626,..,8,8,18,0,18,7,0,7,4,0,4,4,0,4,0,0,0,38,8,44
SAL50627,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50628,..,114,114,193,10,200,89,3,87,80,0,80,37,0,37,31,0,31,423,127,550
SAL50629,..,19,19,67,0,67,25,0,25,25,0,25,10,0,10,5,0,5,134,26,160
SAL50630,..,4,4,13,0,14,8,0,8,11,0,11,3,0,3,0,0,0,29,6,39
SAL50631,..,5,5,13,4,18,9,0,9,6,0,6,7,0,7,6,0,6,37,13,43
SAL50632,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50633,..,1127,1127,1460,114,1579,757,7,767,673,0,680,296,0,293,124,0,124,3312,1259,4571
SAL50634,..,18,18,44,5,45,11,0,11,9,0,9,5,0,5,3,0,3,71,22,97
SAL50635,..,518,518,373,73,437,88,33,115,63,11,73,16,0,17,6,0,6,536,631,1163
SAL50636,..,225,225,395,33,428,261,3,265,273,0,273,125,0,125,63,0,63,1120,261,1380
SAL50637,..,3,3,13,0,12,11,0,11,3,0,3,0,0,0,3,0,3,32,5,41
SAL50638,..,604,604,1411,42,1452,626,15,634,876,3,876,295,0,298,84,0,84,3283,661,3941
SAL50639,..,166,166,231,22,248,122,0,125,85,0,85,43,0,43,22,0,22,498,193,686
SAL50640,..,5,5,10,0,10,0,0,0,5,0,5,0,0,0,0,0,0,18,5,22
SAL50641,..,480,480,483,60,544,251,22,268,249,15,264,71,0,70,21,0,24,1077,572,1645
SAL50642,..,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,18
SAL50643,..,6,6,9,0,9,4,0,4,0,0,0,0,0,0,0,0,0,16,6,23
SAL50644,..,0,0,9,0,11,5,0,5,0,0,0,0,0,0,0,0,0,22,4,28
SAL50645,..,380,380,665,35,695,457,12,469,540,3,545,199,0,199,78,0,78,1933,429,2362
SAL50646,..,14,14,27,0,27,3,0,3,7,0,7,3,0,3,0,0,0,41,14,53
SAL50647,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14
SAL50648,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50649,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50650,..,0,0,3,0,6,0,0,0,6,0,6,0,0,0,0,0,0,14,3,15
SAL50651,..,6,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3
SAL50652,..,0,0,7,0,7,0,0,0,4,0,4,0,0,0,0,0,0,10,0,10
SAL50653,..,12,12,30,0,33,20,0,20,19,0,19,9,0,9,9,0,9,84,16,98
SAL50654,..,171,171,173,7,181,39,0,39,37,0,37,25,0,25,4,0,4,285,179,463
SAL50655,..,20,20,32,0,34,3,0,3,0,0,0,0,0,0,4,0,4,45,24,66
SAL50656,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50657,..,36,36,89,3,92,37,0,37,48,0,48,18,0,18,8,0,8,199,43,239
SAL50658,..,15,15,20,0,20,4,0,4,7,0,7,0,0,0,0,0,0,33,15,51
SAL50659,..,3,3,0,0,0,3,0,3,3,0,3,3,0,3,0,0,0,9,3,14
SAL50660,..,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,6
SAL50661,..,529,529,829,49,878,560,7,570,600,4,604,244,0,248,162,0,162,2401,590,2992
SAL50662,..,38,38,43,0,47,12,0,12,16,0,16,12,0,12,4,0,4,89,42,125
SAL50663,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50664,..,163,163,635,9,643,349,0,350,459,0,457,169,0,169,63,0,63,1675,173,1846
SAL50665,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50666,..,4,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,4,10
SAL50667,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50668,..,833,833,710,67,781,343,28,371,341,5,350,92,5,96,27,0,27,1514,934,2448
SAL50669,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11
SAL50670,..,1519,1519,1350,202,1556,603,70,669,413,9,419,71,0,70,26,0,27,2459,1803,4259
SAL50671,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50672,..,3,3,12,0,12,5,0,5,6,0,6,0,0,0,0,0,0,27,9,31
SAL50673,..,3,3,8,0,8,3,0,3,7,0,7,6,0,6,8,0,8,24,3,31
SAL50674,..,5,5,11,0,14,0,0,3,5,0,5,0,0,0,0,0,0,18,4,25
SAL50675,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50676,..,4,4,10,0,10,0,0,0,5,0,5,6,0,6,0,0,0,15,4,20
SAL50677,..,5,5,12,0,13,0,0,0,3,0,3,0,0,0,0,0,0,17,7,22
SAL50678,..,8,8,3,0,3,0,0,0,9,0,9,6,0,6,0,0,0,16,8,16
SAL50679,..,21,21,33,0,36,5,0,5,0,0,0,0,0,0,0,0,0,46,19,68
SAL50680,..,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,11,0,13
SAL50681,..,14,14,39,9,49,14,0,14,13,0,13,8,0,8,8,0,8,80,22,102
SAL50682,..,123,123,303,10,308,155,4,160,171,0,171,82,0,82,27,0,27,740,135,874
SAL50683,..,181,181,391,14,402,253,8,255,269,0,269,88,0,86,53,0,53,1053,198,1247
SAL50684,..,17,17,19,0,20,10,0,10,9,0,9,0,0,0,0,0,0,44,23,63
SAL50685,..,3,3,7,0,9,0,0,0,0,0,0,4,0,4,0,0,0,6,3,13
SAL50686,..,84,84,165,8,169,71,0,71,58,0,58,28,0,28,20,0,20,338,92,433
SAL50687,..,4,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,4,4
SAL50688,..,4,4,17,0,17,5,0,5,10,0,10,3,0,3,4,0,4,39,4,50
SAL50689,..,3,3,6,0,6,4,0,4,0,0,0,3,0,3,0,0,0,16,3,18
SAL50690,..,5,5,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,4,25
SAL50691,..,12,12,18,0,18,4,0,4,3,0,3,4,0,4,0,0,0,25,12,37
SAL50692,..,42,42,33,0,37,14,0,14,17,0,17,10,0,10,3,0,3,80,43,124
SAL50693,..,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7
SAL50694,..,14,14,3,0,3,4,0,4,11,0,11,12,0,12,17,0,17,52,14,65
SAL50695,..,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,3,17
SAL50696,..,172,172,448,15,463,248,3,250,331,0,331,123,0,123,34,0,34,1180,191,1373
SAL50697,..,3,3,5,0,5,9,0,9,0,0,0,5,0,5,0,0,0,21,3,23
SAL50698,..,14,14,13,0,13,0,0,0,8,0,8,10,0,10,0,0,0,29,14,44
SAL50699,..,0,0,10,0,10,3,0,3,0,0,0,5,0,5,0,0,0,22,0,21
SAL50700,..,369,369,247,16,260,53,0,56,50,4,57,14,0,14,0,0,0,364,387,752
SAL50701,..,1039,1039,1201,138,1339,520,40,561,409,23,427,143,5,153,53,8,66,2329,1256,3586
SAL50702,..,977,977,750,85,834,294,18,315,243,9,250,53,5,54,11,0,11,1356,1087,2442
SAL50703,..,30,30,61,8,64,23,0,23,14,0,14,3,0,3,0,0,0,104,38,141
SAL50704,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50705,..,219,219,338,17,351,77,0,80,83,0,88,35,0,35,10,0,10,542,236,779
SAL50706,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13
SAL50707,..,699,699,1086,30,1118,375,5,377,408,0,408,162,0,162,57,0,59,2084,735,2820
SAL50708,..,13,13,20,0,20,6,0,6,8,0,8,11,0,11,0,0,0,38,16,45
SAL50709,..,176,176,244,8,251,58,0,58,51,0,51,15,0,15,9,0,9,371,183,557
SAL50710,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50711,..,58,58,111,4,110,35,0,35,51,0,51,15,0,15,7,0,7,221,62,285
SAL50712,..,492,492,370,50,419,192,14,213,158,3,158,61,0,66,32,0,32,805,568,1378
SAL50713,..,0,0,17,0,17,3,0,3,3,0,3,3,0,3,0,0,0,23,0,33
SAL50714,..,371,371,694,28,718,335,6,343,368,4,369,127,0,127,35,0,36,1558,405,1961
SAL50715,..,5,5,11,0,11,3,0,3,8,0,8,0,0,0,0,0,0,17,5,24
SAL50716,..,16,16,10,0,10,8,0,8,7,0,7,13,0,13,27,0,27,68,16,85
SAL50717,..,79,79,77,4,78,23,0,19,24,0,24,11,0,11,4,0,4,139,83,219
SAL50718,..,161,161,189,17,208,95,0,95,73,0,73,31,0,31,17,0,17,403,182,582
SAL50719,..,35,35,108,0,109,12,0,12,24,0,24,10,0,10,5,0,5,164,34,196
SAL50720,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50721,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50722,..,30,30,52,0,54,10,0,10,5,0,5,9,0,9,0,0,0,77,30,102
SAL50723,..,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,18
SAL50724,..,148,148,153,27,176,82,16,97,88,8,93,33,8,42,19,5,25,386,208,594
SAL50725,..,701,701,1211,84,1293,584,51,634,546,21,566,183,10,193,63,4,66,2582,870,3459
SAL50726,..,8,8,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,8,20
SAL50727,..,9,9,11,0,11,7,0,7,3,0,3,0,0,0,0,0,0,24,9,33
SAL50728,..,12,12,21,0,24,17,0,17,14,0,12,16,0,16,0,0,3,72,12,85
SAL50729,..,0,0,4,0,4,3,0,3,5,0,5,0,0,0,0,0,0,8,0,15
SAL50730,..,35,35,39,3,39,27,0,27,19,0,19,10,0,10,12,0,12,97,36,136
SAL50731,..,87,87,189,10,198,141,0,137,149,0,149,60,0,60,39,0,39,569,99,665
SAL50732,..,18,18,48,0,51,21,0,21,23,0,23,10,0,10,6,0,6,113,17,132
SAL50733,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50734,..,12,12,23,0,26,10,0,10,9,0,9,3,0,3,3,0,3,49,14,63
SAL50735,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50736,..,10,10,15,0,15,3,0,3,4,0,4,3,0,3,0,0,0,22,10,30
SAL50737,..,26,26,18,0,15,0,0,6,0,0,0,0,0,0,0,0,0,17,30,41
SAL50738,..,28,28,9,0,10,0,0,0,4,0,4,0,0,0,0,0,0,11,29,43
SAL50739,..,28,28,38,0,41,16,0,16,16,0,16,4,0,4,5,0,5,77,30,106
SAL50740,..,690,690,1013,63,1078,552,28,577,769,5,780,231,4,233,57,0,57,2629,785,3414
SAL50741,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50742,..,404,404,418,33,457,171,13,179,143,0,146,61,0,62,72,0,72,867,450,1317
SAL50743,..,3,3,15,0,15,3,0,3,3,0,3,0,0,0,0,0,0,18,3,21
SAL50744,..,13,13,9,0,9,0,0,0,4,0,4,3,0,3,0,0,0,11,13,30
SAL50745,..,76,76,118,14,126,76,5,84,73,0,73,22,0,22,17,0,17,308,88,395
SAL50746,..,3,3,3,0,3,3,0,3,5,0,5,6,0,6,0,0,0,12,3,14
SAL50747,..,132,132,122,3,126,42,0,42,27,0,27,9,0,10,7,0,7,212,144,352
SAL50748,..,1221,1221,1304,113,1418,578,15,597,502,6,508,213,6,221,122,0,122,2723,1364,4089
SAL50749,..,138,138,175,12,176,56,0,55,31,0,31,10,0,10,21,0,21,289,149,435
SAL50750,..,0,0,6,0,6,0,0,0,3,0,3,3,0,3,0,0,0,8,0,8
SAL50751,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50752,..,368,368,454,50,500,260,14,275,331,9,342,114,0,119,27,0,27,1186,442,1632
SAL50753,..,11,11,21,0,22,7,0,7,4,0,4,0,0,0,0,0,0,35,10,50
SAL50754,..,511,511,490,54,545,320,15,341,287,7,294,156,0,160,119,0,122,1375,589,1966
SAL50755,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50756,..,842,842,818,107,923,422,37,453,362,9,370,157,12,167,101,3,105,1859,1001,2860
SAL50757,..,21,21,41,0,42,15,0,12,7,0,7,8,0,8,5,0,5,67,24,86
SAL50758,..,167,167,220,23,241,122,3,126,90,3,92,40,0,36,19,0,19,494,194,683
SAL50759,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SAL50760,..,29,29,13,5,20,4,0,3,3,0,4,0,0,0,9,0,9,29,31,58
SAL50761,..,22,22,34,4,30,10,0,10,16,0,16,5,0,5,3,0,3,69,26,95
SAL50762,..,3,3,11,0,11,3,0,3,0,0,0,0,0,0,0,0,0,14,3,16
SAL50763,..,32,32,33,0,37,16,0,16,8,0,8,6,0,6,0,0,0,70,33,101
SAL50764,..,1038,1038,1609,49,1662,758,7,762,924,3,930,311,0,314,105,0,109,3712,1095,4808
SAL50765,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5
SAL50766,..,344,344,730,26,752,461,9,466,543,0,540,199,0,199,54,0,54,1982,377,2360
SAL50767,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL50768,..,13,13,15,0,21,4,0,4,10,0,10,7,0,7,0,0,0,39,18,57
SAL50769,..,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
SAL50770,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL50771,..,178,178,141,11,152,52,0,52,52,0,52,20,0,24,18,0,18,284,188,468
SAL50772,..,12,12,21,0,21,0,0,0,3,0,3,0,0,0,0,0,0,28,12,33
SAL50773,..,52,52,57,4,56,10,0,11,7,0,7,3,0,3,0,0,0,89,52,140
SAL50774,..,3,3,6,0,6,0,0,0,0,0,0,3,0,3,0,0,0,7,3,16
SAL50775,..,0,0,10,0,10,3,0,3,0,0,0,6,0,6,0,0,0,18,0,25
SAL50776,..,4,4,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,14,4,15
SAL50777,..,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4
SAL50778,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50779,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50780,..,0,0,8,0,8,4,0,4,4,0,4,4,0,4,0,0,0,20,0,18
SAL50781,..,336,336,336,31,372,205,9,209,165,0,172,110,6,111,104,0,104,925,378,1306
SAL50782,..,137,137,114,15,126,60,7,64,42,0,48,19,0,19,5,0,5,238,159,398
SAL50783,..,45,45,34,0,34,10,0,10,5,0,5,9,0,9,0,0,0,52,43,99
SAL50784,..,0,0,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,16,0,25
SAL50785,..,18,18,18,0,16,9,0,9,0,0,0,0,0,0,6,0,6,28,19,50
SAL50786,..,5,5,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,16,5,22
SAL50787,..,26,26,42,0,41,19,0,19,10,0,10,10,0,10,4,0,4,77,24,105
SAL50788,..,8,8,21,0,21,5,0,5,3,0,3,0,0,0,0,0,0,31,8,46
SAL50789,..,3,3,10,4,9,4,0,4,0,0,0,0,0,0,0,0,0,13,3,16
SAL50790,..,6,6,9,0,9,3,0,3,0,0,0,0,0,0,0,0,0,14,6,16
SAL50791,..,7,7,26,0,26,4,0,4,12,0,12,0,0,0,0,0,0,39,7,47
SAL50792,..,46,46,50,4,50,11,0,11,17,0,17,6,0,6,3,0,3,84,46,131
SAL50793,..,5,5,9,0,9,0,0,0,0,0,0,8,0,8,0,0,0,19,5,28
SAL50794,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5
SAL50795,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50796,..,5,5,5,3,8,5,0,5,8,0,8,4,0,4,8,0,8,20,4,23
SAL50797,..,0,0,9,0,9,0,0,0,0,0,0,3,0,3,0,0,0,14,0,15
SAL50798,..,14,14,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,10,14,30
SAL50799,..,388,388,477,49,524,259,13,272,209,8,213,124,4,127,83,0,83,1149,463,1608
SAL50800,..,3,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,3,17
SAL50801,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50802,..,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,12,0,12
SAL50803,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL50804,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50805,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL50806,..,41,41,51,3,55,36,0,36,42,0,42,12,0,12,10,0,10,152,48,198
SAL50807,..,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SAL50808,..,32,32,33,0,38,24,0,24,25,0,25,19,0,19,28,0,28,132,39,170
SAL50809,..,22,22,18,0,18,5,0,5,7,0,7,4,0,4,7,0,7,33,21,53
SAL50810,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50811,..,8,8,6,0,6,0,0,0,4,0,4,0,0,0,0,0,0,10,8,23
SAL50812,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50813,..,0,0,5,0,5,0,0,0,4,0,4,4,0,4,0,0,0,11,0,8
SAL50814,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50815,..,45,45,88,7,98,33,0,33,35,0,35,21,0,21,18,0,18,191,60,250
SAL50816,..,374,374,496,23,523,350,4,354,319,0,320,104,0,104,52,0,52,1323,403,1721
SAL50817,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50818,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50819,..,68,68,63,6,66,26,0,26,27,0,27,15,0,15,0,0,0,130,75,204
SAL50820,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAL50821,..,7,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
SAL50822,..,8,8,10,0,10,0,0,0,5,0,5,0,0,0,0,0,0,20,10,28
SAL50823,..,4,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6
SAL50824,..,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL50825,..,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11
SAL50826,..,4,4,6,0,8,0,0,0,0,0,0,3,0,3,3,0,3,17,7,21
SAL50827,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50828,..,383,383,637,37,676,359,14,369,412,0,412,186,0,186,89,0,89,1689,428,2119
SAL50829,..,136,136,225,14,237,119,6,127,121,0,123,54,0,54,26,0,26,544,149,700
SAL50830,..,123,123,117,15,127,23,3,30,13,0,19,8,0,9,0,0,0,168,142,311
SAL50831,..,467,467,1059,44,1104,967,8,973,1351,0,1353,477,0,477,263,4,264,4123,526,4647
SAL50832,..,46,46,68,0,66,14,0,16,19,0,20,6,0,11,3,0,3,109,52,163
