SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL50895,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,9,5,3,0,0,0,0,20,0,0,0,0,0,0,0,0,8,12,3,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,6,9,3,4,3,0,0,25
SAL50896,192,250,136,92,124,91,57,935,65,73,30,27,26,7,3,227,44,35,20,10,25,7,3,139,200,145,70,72,70,24,14,588,0,4,0,0,0,0,0,9,501,510,256,198,242,123,82,1910,23,40,30,23,40,17,12,185,7,20,3,5,14,4,4,51,5,17,12,6,6,0,0,42,45,50,42,26,30,3,4,209,4,4,8,0,0,0,0,15,84,128,87,57,87,33,23,501,578,639,348,257,326,155,103,2406
SAL50897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,7
SAL50898,0,0,0,3,0,0,0,8,0,9,6,3,0,0,0,20,6,0,0,3,0,0,0,9,24,29,21,10,3,0,0,83,0,0,0,0,0,0,0,0,26,38,29,19,8,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,38,31,16,9,0,0,135
SAL50899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,8,8,3,0,0,49,0,0,0,0,0,0,0,0,14,19,8,8,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,6,0,4,0,0,0,23,0,0,0,0,0,0,0,4,7,6,5,7,5,0,0,26,20,25,14,12,6,0,0,75
SAL50900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SAL50901,0,0,3,0,3,4,0,8,0,6,6,4,6,0,0,12,3,7,3,3,0,0,0,15,10,16,8,8,8,4,4,50,0,0,0,0,0,0,0,0,15,23,15,12,13,4,4,93,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,5,4,0,0,10,19,27,14,14,11,4,4,99
SAL50902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50903,80,90,44,29,33,0,0,278,47,78,45,25,32,0,0,213,87,88,44,33,30,0,0,283,242,260,153,98,93,12,0,860,3,8,0,0,0,0,0,12,450,520,293,180,190,9,3,1649,0,6,10,0,11,0,0,32,8,14,23,12,10,0,0,61,7,10,18,6,5,0,0,49,34,57,47,35,51,4,0,222,0,8,0,5,0,0,0,10,45,94,91,57,73,4,0,368,499,610,390,237,264,16,3,2015
SAL50904,9,8,9,0,6,0,6,40,0,5,6,4,3,0,0,15,10,6,7,0,7,0,0,23,12,21,9,11,20,3,3,82,0,0,0,0,0,0,0,0,22,43,27,23,34,10,12,161,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,6,0,3,0,0,0,14,0,0,0,0,0,0,0,0,9,10,0,5,0,0,0,19,29,46,30,20,34,10,6,181
SAL50905,14,25,14,11,5,7,0,79,11,24,9,5,3,7,4,70,10,19,16,11,15,9,0,69,66,84,64,34,43,19,9,322,0,0,0,0,0,0,0,0,101,154,107,54,72,39,14,539,0,0,0,0,0,0,0,5,4,0,5,4,6,0,0,26,0,6,0,0,0,0,0,3,3,9,4,4,4,4,3,32,0,0,0,0,0,0,0,0,9,16,14,11,14,6,6,70,106,165,124,60,85,43,21,615
SAL50906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
SAL50908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20
SAL50909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50911,32,33,26,15,18,11,3,135,9,13,5,0,0,0,0,30,11,10,3,9,9,0,0,33,46,32,28,15,8,3,3,137,0,0,0,0,0,0,0,0,97,86,61,40,34,12,7,336,0,9,10,3,3,3,0,22,0,5,5,0,5,0,0,13,0,0,4,5,0,0,0,11,3,9,7,3,9,0,0,28,0,0,0,0,0,0,0,0,13,18,19,9,9,0,4,77,106,104,79,49,44,14,9,411
SAL50912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50913,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,11,5,3,3,0,0,29,0,0,0,0,0,0,0,0,8,14,8,5,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,8,5,5,0,0,39
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50916,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,4,4,0,0,31,0,0,0,0,0,0,0,0,16,6,6,3,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,16,6,6,3,4,0,0,39
SAL50917,249,181,83,43,55,19,19,644,64,31,18,22,30,7,3,186,75,59,27,18,16,8,8,206,190,113,68,48,53,24,12,511,3,0,0,0,0,0,0,5,582,385,203,127,153,61,39,1549,28,26,27,20,16,9,9,132,12,19,12,12,7,4,4,65,8,11,12,8,0,5,0,46,24,35,25,21,18,4,0,131,3,5,0,0,0,0,0,6,83,94,75,55,43,20,12,380,661,475,278,183,191,82,53,1927
SAL50918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,20
SAL50919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50920,41,40,32,21,24,8,0,173,17,21,15,6,9,0,0,60,14,13,16,6,7,0,0,50,213,155,91,65,51,7,0,574,0,0,0,0,0,0,0,0,281,223,146,99,91,13,0,853,0,4,3,0,5,0,0,16,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,7,32,59,32,31,27,0,0,176,0,0,0,0,0,0,0,0,30,66,36,33,34,0,0,212,312,290,181,136,128,14,0,1065
SAL50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50922,139,171,124,70,101,29,24,661,60,49,23,12,16,8,0,159,52,55,35,22,20,11,3,190,263,203,140,95,67,23,8,801,6,0,0,0,0,0,0,7,512,477,326,200,205,64,38,1824,5,10,11,4,11,9,4,56,11,19,15,11,5,0,0,68,7,15,10,11,3,0,4,50,72,86,49,34,34,13,9,294,3,0,0,0,0,0,0,9,106,139,82,59,58,18,11,477,616,619,411,263,268,85,50,2303
SAL50923,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,10,12,3,9,0,0,37,0,0,0,0,0,0,0,0,11,10,9,5,7,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,7,13,5,7,0,0,46
SAL50924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50925,11,28,13,10,14,4,0,84,8,10,5,3,3,0,0,30,11,7,5,0,3,0,0,25,43,38,24,12,10,0,0,119,0,0,0,0,0,0,0,5,72,81,41,25,31,7,6,264,0,0,3,5,8,4,0,18,4,6,5,0,0,0,0,16,0,0,0,4,0,0,0,11,13,31,8,4,15,7,0,76,0,0,0,0,0,0,0,0,20,34,18,15,22,8,0,123,95,121,60,46,49,16,6,394
SAL50926,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,22,13,11,5,3,0,0,61,0,0,0,0,0,0,0,3,31,15,10,5,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,14,9,3,0,0,59,0,0,0,0,0,0,0,5,22,20,14,9,3,0,0,64,50,35,27,12,16,0,0,133
SAL50927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0
SAL50928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,7,4,0,0,24,0,0,0,0,0,0,0,0,10,3,0,7,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,4,4,0,0,28
SAL50929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50930,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,0,13,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,3,3,11,4,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,9,4,8,11,4,9,0,0,31
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,47,60,32,21,36,14,5,212,42,54,45,27,16,24,4,202,41,34,21,18,8,13,7,150,169,191,133,91,127,51,27,785,0,0,0,0,0,0,0,4,303,348,226,154,182,98,40,1353,0,6,9,3,7,7,0,28,7,8,8,3,11,0,0,46,0,3,5,0,6,0,0,13,7,10,15,23,31,19,10,115,0,0,0,0,0,0,0,0,16,25,33,38,51,29,9,208,313,372,267,192,236,123,50,1561
SAL50933,7,18,17,9,15,12,5,87,10,16,16,7,15,3,3,66,14,17,14,8,10,8,3,79,40,55,31,32,36,25,17,228,0,0,0,0,0,0,0,0,74,102,74,59,73,45,31,458,0,0,3,0,0,0,0,8,0,0,0,0,5,5,0,7,0,0,0,6,0,0,0,5,3,0,5,0,7,0,0,20,0,0,0,0,0,0,0,0,5,3,10,10,6,6,0,43,82,104,79,66,85,52,33,497
SAL50934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,16,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,5,0,0,14
SAL50935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,14
SAL50937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15
SAL50938,14,9,9,0,3,0,0,37,6,3,6,0,0,0,0,18,3,17,3,0,8,0,0,30,93,90,56,37,27,0,0,300,0,0,0,0,0,0,0,0,120,117,72,42,40,0,0,381,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,21,20,18,7,10,3,0,80,0,0,0,4,0,0,0,7,17,27,24,11,15,3,0,98,136,146,97,53,48,3,0,483
SAL50939,66,70,37,27,43,20,8,289,33,31,16,4,7,0,0,96,34,26,10,9,9,4,0,94,95,119,60,39,33,10,6,345,8,0,0,0,0,0,0,4,235,249,126,80,91,35,16,836,9,12,22,16,11,5,0,74,13,18,11,11,4,4,0,55,3,10,10,9,6,3,0,44,45,54,42,31,33,6,0,213,0,0,5,6,0,0,0,12,69,104,87,58,59,16,0,398,306,357,211,140,153,47,19,1237
SAL50940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50941,0,0,0,0,3,0,0,5,0,5,5,0,0,0,0,8,0,8,0,0,0,0,0,10,0,8,8,4,0,0,0,28,0,0,0,0,0,0,0,0,6,20,16,10,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,6,21,16,10,6,0,0,61
SAL50942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,11
SAL50943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50944,29,35,24,16,19,4,0,135,9,7,0,0,0,0,0,19,22,16,6,11,5,0,0,54,65,57,24,22,14,3,0,191,0,5,0,0,0,0,0,9,119,115,56,48,45,15,7,400,4,3,7,3,0,0,0,23,4,9,0,4,5,3,0,23,0,3,3,4,5,0,0,10,28,26,22,14,14,0,0,108,0,0,0,0,0,0,0,4,38,39,31,27,24,7,0,168,150,156,86,73,67,23,7,566
SAL50945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,9,8,0,4,0,0,0,21,0,0,0,0,0,0,0,0,11,8,0,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,9,4,0,0,34
SAL50946,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,8,0,3,5,3,4,0,0,15,16,16,6,6,16,0,0,62,0,0,0,0,0,0,0,0,22,23,17,11,16,0,0,85,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,9,3,0,9,0,0,25,25,32,18,14,24,0,0,112
SAL50947,98,83,36,18,33,4,4,271,14,3,5,8,6,0,0,32,32,10,3,0,0,0,0,58,56,34,25,14,9,0,0,140,0,0,0,0,0,0,0,0,201,135,72,38,46,10,5,502,18,19,12,13,13,7,8,76,7,20,0,7,10,4,0,43,3,7,0,0,4,0,0,20,50,54,24,14,24,10,3,176,0,7,0,0,0,0,0,10,83,99,39,31,49,16,12,336,282,233,111,76,92,27,13,839
SAL50948,65,49,20,22,22,14,10,202,6,4,3,0,3,0,0,19,15,0,3,0,5,0,0,22,30,33,22,8,3,0,0,102,0,0,0,0,0,0,0,0,117,84,50,37,36,14,11,351,6,0,0,3,6,0,5,20,0,3,9,0,0,0,0,12,0,6,0,0,0,0,0,10,20,20,26,8,10,0,0,90,3,4,0,0,0,0,0,9,29,27,31,13,21,5,0,136,152,118,82,48,61,14,13,484
SAL50949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,3,0,0,0,0,15
SAL50950,35,25,16,12,13,0,0,97,20,4,3,3,0,0,0,36,25,25,11,4,3,0,0,65,81,100,55,28,20,0,0,273,0,0,0,0,0,0,0,0,166,151,76,44,37,0,0,478,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,13,10,8,0,0,0,33,0,0,0,0,0,0,0,4,10,18,7,11,0,0,0,47,178,168,87,50,40,0,0,526
SAL50951,46,46,19,11,7,3,3,141,27,23,9,7,12,0,0,73,20,11,10,0,3,0,0,40,164,162,54,41,58,3,0,483,0,0,0,0,0,0,0,3,253,242,91,65,77,8,10,745,4,0,3,3,0,0,0,11,3,0,0,0,0,0,0,4,0,5,4,0,5,0,0,7,16,19,13,12,4,0,0,54,0,0,0,0,0,0,0,0,18,21,17,17,8,0,0,77,274,261,106,83,93,8,10,825
