SAL_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SAL50826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,3,3,0,0,5,0,23
SAL50827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50828,14,7,50,31,20,15,13,8,0,155,0,0,0,0,0,0,0,0,0,0,3,4,8,3,0,0,6,0,0,26,10,3,9,10,6,0,4,6,4,50,198,376,414,331,197,97,153,123,18,1912
SAL50829,6,0,11,3,3,11,11,3,0,46,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,15,7,4,3,4,4,0,3,3,3,27,100,217,199,57,68,28,67,31,10,763
SAL50830,3,0,4,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,12,0,21,24,27,32,15,14,9,15,55,8,202
SAL50831,32,0,104,60,63,38,17,29,0,353,0,0,3,0,0,0,0,0,0,3,3,10,20,12,14,9,10,8,0,79,14,12,27,13,7,8,10,15,17,123,697,1500,997,688,732,375,291,312,72,5667
SAL50832,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,20,16,11,5,0,11,0,101
SAL50833,12,3,54,19,9,9,13,14,0,123,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,5,8,0,0,28,4,0,9,7,5,0,10,10,13,60,104,310,281,240,161,69,143,154,29,1490
SAL50834,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SAL50835,9,11,32,20,9,13,0,4,0,94,0,0,0,0,0,0,0,0,0,8,5,4,0,0,8,0,0,0,0,16,4,4,11,0,0,0,0,0,8,37,241,582,207,200,191,77,49,59,26,1634
SAL50836,0,0,0,3,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,9,16,38,47,16,10,3,44,13,0,188
SAL50837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10
SAL50838,3,4,17,11,8,9,9,10,0,61,0,0,0,0,0,0,0,0,0,4,0,0,4,4,3,0,3,3,0,17,0,0,0,0,3,4,10,10,7,34,57,136,166,146,93,50,77,75,17,816
SAL50839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,13,4,9,0,8,14,0,58
SAL50840,0,0,25,4,9,9,0,4,0,53,0,0,0,0,0,0,0,3,0,0,4,8,4,9,3,0,0,0,0,21,3,10,0,7,0,0,0,0,4,31,295,1021,145,136,170,73,24,47,19,1929
SAL50841,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,8,11,8,3,5,7,10,0,67
SAL50842,27,4,34,26,28,12,5,8,0,141,0,0,0,0,0,0,0,0,0,0,7,11,6,4,14,4,0,3,0,52,13,9,9,7,8,4,5,3,20,67,609,1728,495,366,566,181,113,140,55,4257
SAL50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50844,0,0,13,0,5,0,5,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,16,17,62,11,20,4,48,21,5,208
SAL50845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,10,9,6,7,3,7,6,0,58
SAL50846,7,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,9,24,25,30,25,12,5,19,14,8,153
SAL50847,0,4,13,9,5,4,0,4,0,50,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,4,0,0,18,3,0,4,0,0,0,0,3,7,16,104,245,257,114,120,36,76,54,16,1016
SAL50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50849,14,6,44,29,29,5,3,8,3,142,0,0,0,0,0,0,0,0,0,0,6,7,10,7,3,0,4,0,0,35,16,4,6,3,13,6,6,5,14,69,442,924,511,300,352,95,111,117,41,2892
SAL50850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,4,0,18
SAL50853,8,0,8,3,5,0,3,6,0,33,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,5,5,0,0,0,0,0,5,13,65,142,116,68,46,33,22,33,7,528
SAL50854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,12
SAL50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50857,4,0,16,16,7,4,6,9,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,11,0,0,5,5,4,3,7,7,6,37,46,162,168,148,92,53,66,92,13,844
SAL50858,0,0,5,4,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,5,0,17,15,39,50,56,20,18,10,44,3,264
SAL50859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SAL50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3,0,0,6,0,21
SAL50862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,11,4,7,0,0,0,0,56
SAL50863,5,0,14,10,8,8,3,3,0,56,0,0,0,0,0,0,0,0,0,0,3,0,8,4,0,0,0,0,0,11,3,0,6,3,0,3,5,0,3,33,110,134,225,99,114,31,59,49,11,827
SAL50864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SAL50865,0,0,6,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,0,9,0,0,3,0,3,5,0,0,4,15,53,182,114,81,60,32,28,35,6,592
SAL50866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,9,16,5,9,5,0,0,5,0,50
SAL50867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,13,7,8,0,6,3,0,45
SAL50868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,7,0,0,0,0,0,0,0,35
SAL50869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
SAL50870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8
SAL50871,6,0,47,18,12,5,11,8,0,110,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,5,5,21,4,4,8,0,3,3,10,3,6,47,90,328,236,184,133,70,87,94,24,1249
SAL50872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50873,12,0,82,37,19,19,23,30,0,229,0,0,0,0,0,0,4,5,0,9,5,10,3,6,0,0,13,5,5,53,3,3,29,15,9,10,18,20,18,123,186,525,705,540,339,172,326,353,57,3214
SAL50874,9,5,34,26,20,14,8,10,0,128,0,0,0,0,0,0,0,0,0,0,3,0,9,7,3,0,0,0,0,28,8,9,15,5,9,6,5,4,11,59,386,761,353,291,327,129,93,120,27,2482
SAL50875,5,0,22,14,6,9,3,3,0,66,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,12,6,0,6,11,0,0,3,0,4,25,172,344,314,207,140,68,68,51,20,1389
SAL50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50877,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,7
SAL50878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6
SAL50879,0,0,11,5,7,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,10,8,0,4,0,0,0,4,0,0,14,40,74,67,29,51,7,14,18,7,309
SAL50880,0,0,6,0,0,5,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,19,71,57,30,26,10,16,24,6,262
SAL50881,12,0,30,12,12,10,3,6,3,89,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,14,8,0,9,4,0,3,9,0,8,45,210,369,303,149,207,67,88,63,25,1480
SAL50882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,3,3,0,0,6,0,0,0,9
SAL50884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
SAL50885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,4,0,0,0,0,3,14
SAL50886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL50889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,13,9,5,0,0,0,0,51
SAL50890,10,3,51,21,10,19,11,33,0,168,0,0,3,0,0,0,0,0,0,7,0,0,0,7,0,0,5,0,3,27,8,5,9,8,7,8,18,12,8,81,180,313,371,286,166,147,158,207,32,1870
SAL50891,11,0,30,14,7,11,5,8,0,86,0,0,0,0,0,0,0,0,0,0,7,5,4,4,0,0,3,0,0,14,3,0,6,8,3,0,4,5,5,35,130,190,227,175,92,61,61,108,16,1050
SAL50892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,9
SAL50893,4,4,17,7,10,3,0,4,0,46,0,0,0,0,0,0,0,0,0,0,8,9,3,0,7,5,0,0,0,28,0,0,3,4,0,4,0,4,9,29,269,733,164,129,186,63,43,47,26,1664
SAL50894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,7
SAL50895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,13,9,4,6,0,5,0,47
SAL50896,23,8,45,41,29,31,10,19,0,209,0,0,0,0,0,0,0,4,0,11,3,5,10,8,0,0,4,6,5,44,5,6,15,17,12,3,8,19,31,113,215,582,562,447,341,166,180,267,59,2821
SAL50897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,6,0,0,0,0,18
SAL50898,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,12,34,41,29,27,18,6,15,12,0,180
SAL50899,0,0,8,0,0,0,6,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,0,3,25,15,28,88,14,8,4,38,38,7,237
SAL50900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,14
SAL50901,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,3,29,40,34,17,22,4,8,21,0,176
SAL50902,0,0,4,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,12,8,40,73,3,4,0,21,18,0,169
SAL50903,35,8,128,32,18,20,23,42,4,302,0,0,0,0,0,0,0,0,0,3,6,9,10,10,0,6,0,11,0,59,8,12,31,13,7,9,7,19,10,100,428,793,661,413,218,189,153,325,44,3222
SAL50904,0,0,7,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,50,53,72,27,26,17,20,12,4,274
SAL50905,0,0,8,4,4,3,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,6,3,3,0,0,0,20,178,376,108,61,108,42,12,13,7,912
SAL50906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,3,0,17
SAL50909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50911,7,0,4,4,4,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,9,5,0,0,3,0,3,18,74,124,123,92,82,20,38,39,11,590
SAL50912,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,7,0,0,33
SAL50913,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,19,11,11,4,3,0,0,9,0,58
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,7
SAL50916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,8,0,5,4,0,0,0,59
SAL50917,38,10,110,69,41,21,21,28,0,351,0,3,0,0,0,0,0,4,0,9,21,25,17,8,14,8,8,13,0,111,18,16,18,12,16,10,10,7,24,120,830,2469,698,725,677,285,224,319,98,6332
SAL50918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,11
SAL50919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,8
SAL50920,0,3,40,13,12,10,10,14,0,105,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,4,0,0,0,15,3,0,3,6,7,0,5,6,4,31,98,197,266,252,131,81,71,113,12,1224
SAL50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50922,23,5,46,37,20,22,23,20,0,205,0,0,0,0,0,0,0,0,0,0,0,3,7,10,5,0,9,0,0,39,6,3,10,8,5,5,10,11,11,73,254,564,539,431,277,150,207,174,43,2629
SAL50923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,8,0,0,5,4,0,41
SAL50924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50925,0,0,14,4,4,9,4,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,3,6,0,0,4,9,5,37,35,107,125,108,68,40,49,74,12,602
SAL50926,0,0,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,14,29,34,43,11,8,9,18,13,5,177
SAL50927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL50928,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,16,5,4,0,0,9,0,57
SAL50929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SAL50930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,7,10,3,0,3,0,0,41
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,10,0,21,15,17,10,9,3,0,88,0,0,0,0,0,0,0,0,0,0,6,5,0,6,13,3,0,0,0,39,0,3,9,0,4,4,0,0,6,33,458,955,291,215,290,107,48,74,33,2474
SAL50933,4,0,0,4,3,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,11,0,3,3,0,0,0,0,0,0,12,172,344,68,50,81,29,10,26,9,789
SAL50934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,0,16
SAL50935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,0,0,0,0,0,5,5,32
SAL50937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,3,0,24
SAL50938,4,0,14,5,4,4,4,4,0,40,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,10,4,0,7,5,0,0,4,8,4,35,87,128,155,93,69,20,57,50,9,661
SAL50939,6,3,31,20,12,15,8,15,5,107,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,3,0,0,18,3,0,10,9,0,3,4,5,4,41,96,187,291,230,155,72,104,120,16,1273
SAL50940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50941,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,17,6,4,6,3,13,0,103
SAL50942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL50943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
SAL50944,3,0,17,7,3,6,3,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,11,6,0,0,4,5,0,5,5,7,34,69,116,189,122,98,44,74,64,16,792
SAL50945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,7,5,12,0,5,4,0,72
SAL50946,0,0,3,3,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,8,48,101,19,25,26,14,3,10,3,247
SAL50947,10,3,41,20,12,19,4,17,0,128,0,0,3,0,5,0,3,4,0,12,4,3,0,7,0,0,6,3,0,32,4,3,14,3,5,9,10,10,16,78,150,321,337,325,200,119,157,187,42,1842
SAL50948,4,0,24,10,8,6,11,8,0,67,0,0,0,0,0,0,0,0,0,3,4,5,3,0,0,0,0,0,0,9,0,0,11,3,0,0,6,6,5,31,43,101,173,115,68,32,48,61,10,641
SAL50949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,3,0,0,32
