SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL50786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,9,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,3,0,0,6,0,5,3,0,36
SAL50787,0,0,0,3,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,5,7,3,4,0,0,0,0,24,5,7,0,4,5,0,0,10,0,34,9,17,3,0,5,6,0,3,0,46,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,19,14,17,8,3,19,0,130
SAL50788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,3,0,4,0,3,0,0,0,0,20,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,3,6,0,0,10,0,51
SAL50789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,5,0,0,4,0,33
SAL50790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,4,5,3,0,18
SAL50791,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,5,4,0,0,0,3,0,0,0,0,8,8,0,4,0,0,0,0,0,0,13,9,0,0,0,4,0,0,0,0,17,6,0,0,0,0,0,4,5,0,16,10,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,7,0,9,0,4,9,0,75
SAL50792,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,8,5,4,0,0,0,10,0,24,5,7,8,0,6,5,4,3,0,33,3,4,7,10,0,4,0,3,0,30,12,0,0,4,0,0,8,9,0,30,3,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,19,22,15,9,10,24,23,4,148
SAL50793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,4,0,0,4,0,0,0,0,9,13,4,0,0,0,0,0,0,0,16,5,3,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,3,0,5,0,0,3,0,55
SAL50794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11
SAL50795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,0,3,8,0,17,0,0,6,0,0,0,3,0,0,11,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,19,3,0,0,18,10,0,52
SAL50796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,6,0,26
SAL50797,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,4,0,0,30
SAL50798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,15
SAL50799,0,0,17,22,8,21,5,26,9,101,5,32,29,31,29,17,8,23,3,170,70,202,95,94,66,36,26,75,13,678,103,117,78,84,71,17,22,43,18,558,110,104,58,63,72,16,40,35,12,513,95,73,38,50,73,25,35,37,11,439,19,18,15,15,11,8,22,11,0,118,4,0,0,0,3,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,400,543,333,362,336,138,160,262,65,2597
SAL50800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,4,0,13
SAL50801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,0,0,0,0,4,0,20
SAL50803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SAL50804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
SAL50805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,15
SAL50806,0,0,0,0,0,8,5,8,0,18,0,0,9,9,0,5,0,11,0,35,6,11,6,15,6,3,4,12,0,61,0,10,21,8,7,4,13,16,0,83,0,3,20,12,3,3,6,7,4,55,0,3,4,0,8,0,4,0,0,22,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,61,45,25,25,32,45,7,280
SAL50807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12
SAL50808,0,0,0,0,0,0,0,0,0,6,0,3,0,4,0,0,0,3,0,12,3,14,4,3,5,3,0,6,0,41,4,12,0,0,4,0,0,0,0,23,5,9,4,9,3,3,0,0,0,31,0,3,5,6,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,14,19,12,9,7,7,4,130
SAL50809,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,3,10,0,31,4,4,0,3,0,0,0,5,0,18,6,0,0,0,0,0,3,0,0,9,4,3,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,6,5,9,0,6,22,4,82
SAL50810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,27
SAL50812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL50813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,16
SAL50814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50815,0,0,5,0,0,6,0,11,0,23,0,0,6,0,3,0,8,4,8,23,5,3,7,0,3,3,10,9,0,46,14,8,16,14,6,5,15,9,5,83,9,13,16,3,6,7,11,11,3,80,3,6,15,0,8,9,5,6,4,61,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,72,22,33,30,53,44,23,343
SAL50816,3,0,15,25,3,47,8,23,0,138,15,26,43,29,22,35,11,24,0,203,47,134,133,49,73,22,32,47,12,554,94,139,131,62,103,31,35,27,9,638,90,95,106,57,76,41,27,45,12,547,48,60,76,32,91,34,44,46,9,445,3,7,21,3,17,9,12,13,0,95,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,306,467,526,266,383,222,179,226,55,2623
SAL50817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,3,3,0,0,0,5,0,0,13,4,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,0,0,0,13,0,0,33
SAL50818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50819,0,0,4,4,0,0,5,0,0,11,4,4,8,3,4,0,0,4,3,31,13,12,16,0,10,9,11,4,0,58,12,10,11,5,6,7,9,5,0,58,9,4,14,6,0,6,3,7,3,49,17,3,0,3,4,4,8,8,0,59,10,0,0,0,4,0,0,0,0,22,6,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,64,37,55,23,28,23,26,29,12,298
SAL50820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,12
SAL50821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9
SAL50822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,8,3,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,5,0,17,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,3,0,0,0,7,3,0,55
SAL50823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,12
SAL50824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10
SAL50825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,16
SAL50826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,6,0,0,4,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,4,6,7,0,0,5,0,42
SAL50827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50828,0,0,26,37,5,75,11,55,0,216,15,25,49,43,22,36,17,48,6,252,59,98,177,113,70,50,85,63,10,729,86,112,146,106,89,47,81,71,8,741,59,111,86,77,57,43,74,35,3,548,29,52,42,39,34,11,45,14,5,272,7,3,4,9,17,8,4,6,0,55,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,260,405,532,424,285,264,319,297,35,2822
SAL50829,0,0,11,6,0,14,4,12,0,54,0,17,28,13,13,10,18,5,3,110,24,75,73,19,34,6,25,12,6,279,38,58,42,12,39,14,31,8,0,247,28,42,58,12,34,12,40,9,11,233,34,29,28,10,19,13,26,14,3,188,6,4,4,6,0,4,5,4,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,130,231,248,82,139,66,147,70,25,1145
SAL50830,0,0,0,0,0,3,0,0,0,12,4,0,3,0,0,3,0,15,0,30,5,3,13,6,4,0,5,65,3,105,5,7,5,5,4,0,10,14,6,52,12,5,12,7,5,4,7,8,0,65,16,11,8,5,5,3,8,12,0,66,4,5,3,0,4,0,0,3,4,22,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,49,33,44,26,23,13,35,123,19,360
SAL50831,0,5,50,87,25,194,18,111,3,500,27,110,123,138,106,147,46,83,7,775,204,458,323,215,256,138,96,111,28,1835,353,561,336,212,342,163,143,175,34,2320,251,313,277,178,267,115,126,145,28,1697,145,155,176,107,202,81,93,113,5,1069,11,35,19,11,35,9,16,24,0,172,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,992,1639,1300,959,1236,846,541,759,109,8388
SAL50832,0,0,6,5,0,0,0,0,0,8,0,6,8,0,4,4,0,6,0,27,0,11,4,0,0,0,0,4,0,23,3,7,4,7,4,5,0,0,0,35,0,3,3,0,0,4,0,0,0,24,3,5,4,0,3,0,3,5,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,24,17,19,16,7,20,0,147
SAL50833,0,8,14,13,4,37,8,28,3,110,11,34,56,49,28,38,19,39,8,280,36,83,94,82,62,28,55,68,12,529,34,105,109,80,55,20,66,64,14,559,27,66,78,64,52,22,70,67,8,438,21,42,47,42,43,12,47,49,13,307,8,10,14,14,11,6,18,18,0,93,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,145,336,408,342,250,165,278,334,61,2317
SAL50834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,7,5,0,21
SAL50835,0,9,10,33,5,29,0,22,3,107,6,36,21,57,31,21,10,29,0,221,61,192,83,75,70,37,21,25,15,584,89,174,57,45,55,19,15,23,3,480,81,123,41,31,59,14,22,16,5,387,49,74,38,28,53,16,15,20,6,301,9,17,11,4,10,4,4,4,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,621,258,273,278,152,89,133,36,2153
SAL50836,0,0,0,4,0,0,0,5,3,13,0,0,0,5,0,0,8,0,0,19,0,14,19,7,9,0,29,8,0,87,9,7,11,0,3,0,21,3,0,58,4,4,9,10,4,0,24,0,0,60,10,12,7,10,8,0,14,9,0,74,0,0,5,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,41,56,32,25,4,105,29,4,329
SAL50837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13
SAL50838,0,0,11,5,9,31,0,24,0,82,3,12,29,16,5,22,12,29,4,136,18,30,53,40,38,21,46,52,7,301,29,41,56,47,37,11,49,31,9,311,20,38,40,34,38,17,38,54,7,286,16,33,24,30,25,19,50,27,8,226,0,5,3,5,3,0,8,4,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,83,160,215,183,157,122,208,221,31,1379
SAL50839,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,5,3,0,33,11,4,0,0,0,0,0,10,0,26,0,6,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,13,8,6,7,8,16,4,93
SAL50840,0,0,5,19,10,30,0,14,0,71,9,50,23,46,14,26,12,10,3,193,74,477,52,57,76,28,12,23,10,817,113,257,45,33,37,15,0,11,7,514,88,148,34,21,51,18,6,15,0,379,42,94,17,10,29,7,11,7,0,216,13,29,8,4,5,4,5,3,0,72,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,345,1062,177,195,225,123,43,83,29,2274
SAL50841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,4,0,0,0,4,0,13,4,0,8,5,0,0,4,3,0,19,3,0,4,4,5,0,4,4,3,31,5,0,9,0,0,4,10,0,0,41,7,3,0,0,4,0,6,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,23,8,14,7,20,16,5,116
SAL50842,5,5,30,91,12,115,19,84,0,362,19,93,66,84,60,71,25,32,3,462,68,378,120,80,116,35,37,46,7,894,179,510,129,81,194,37,42,40,19,1231,221,386,133,89,205,68,41,51,15,1210,184,323,120,86,222,60,49,62,13,1123,60,128,40,30,70,19,26,29,8,415,12,8,0,0,5,0,6,5,0,40,0,0,0,0,0,0,0,0,0,0,750,1829,650,540,880,410,246,356,75,5736
SAL50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50844,0,0,0,0,0,6,3,0,0,7,0,0,6,6,0,0,14,15,0,49,5,8,27,10,8,0,24,8,0,89,11,4,28,3,14,0,21,6,6,90,3,0,12,4,12,0,15,9,0,58,0,0,5,0,3,4,16,8,0,38,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,77,22,34,9,105,46,8,342
SAL50845,0,0,3,4,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,5,0,0,16,7,0,7,0,0,0,0,3,0,24,0,7,4,0,4,5,6,3,0,22,9,0,0,0,5,0,3,4,0,29,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,10,9,11,10,10,16,0,112
SAL50846,0,0,0,0,0,0,0,4,0,10,0,0,5,0,0,0,0,3,0,18,6,8,15,13,3,4,10,8,0,75,8,6,4,4,4,3,5,9,0,47,8,3,10,9,3,0,11,8,0,52,12,8,7,8,9,0,5,14,0,62,3,0,0,0,6,5,3,0,0,9,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,34,33,42,38,33,11,34,40,4,269
