SAL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,346,0,0,0,0,346,454,0,0,0,0,452,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,64,0,0,0,0,64,9,0,0,0,0,9,7,0,0,0,0,7,870,0,0,0,3,872
SAL51409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51410,142,0,0,0,0,142,205,0,0,0,0,205,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,36,3,0,0,0,0,3,4,0,0,0,0,4,385,0,0,0,0,387
SAL51411,127,0,0,0,0,129,109,0,0,0,0,109,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,3,0,0,0,0,3,5,0,0,0,0,5,262,0,0,0,0,261
SAL51412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL51413,210,0,0,0,0,210,619,0,0,0,0,623,151,4,0,0,0,151,47,0,26,0,0,77,4,0,13,0,0,19,113,0,0,0,0,113,4,0,0,0,0,4,0,0,3,0,0,3,326,3,41,0,0,368,9,0,0,0,0,8,13,0,0,0,0,18,1173,6,47,0,0,1228
SAL51414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,15,0,0,0,0,0,0,4,0,4,6,0,15
SAL51415,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,76,0,0,0,0,75,5,5,0,0,0,12,0,0,0,0,0,0,77,3,0,0,0,86
SAL51416,777,205,303,0,0,1287,594,194,291,0,0,1080,235,312,818,4,0,1370,0,24,185,0,0,212,0,0,26,0,0,24,89,102,186,0,0,383,0,9,17,0,0,28,0,0,0,0,0,6,327,446,1242,5,0,2018,20,10,21,0,0,56,16,0,12,0,0,31,1738,863,1869,5,3,4482
SAL51417,566,53,27,0,0,643,1894,92,89,0,0,2082,521,121,244,0,0,881,11,0,30,0,0,40,0,0,3,0,0,7,162,23,27,0,0,217,14,10,6,0,0,23,0,0,0,0,0,4,714,147,309,0,0,1171,12,71,0,0,0,87,33,6,5,0,0,41,3221,377,431,0,0,4026
SAL51418,18,0,0,0,0,18,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,28,0,0,0,0,28
SAL51419,163,4,0,20,0,182,190,0,0,0,0,190,126,8,0,0,0,128,12,6,4,0,0,14,0,0,0,0,0,0,32,0,0,0,0,35,9,0,0,0,0,8,0,0,0,0,0,0,178,8,0,0,0,193,5,0,0,0,0,8,6,0,0,3,0,6,541,16,0,25,0,584
SAL51420,1036,74,0,0,0,1109,1266,45,5,0,0,1314,220,51,0,0,0,266,40,61,0,0,0,95,4,18,0,0,0,29,187,30,0,0,0,214,13,17,0,0,0,29,0,12,0,0,0,13,455,190,0,0,0,651,30,8,5,0,0,33,46,5,0,0,0,51,2830,315,5,0,3,3158
SAL51421,524,48,49,0,0,623,407,32,30,0,0,469,101,18,54,0,0,174,14,0,0,0,0,12,0,0,0,0,0,0,44,3,7,0,0,57,124,8,0,0,0,136,0,0,0,0,0,0,282,28,72,0,0,383,8,8,24,0,0,32,12,0,3,0,0,12,1235,114,169,0,0,1519
SAL51422,12,0,0,0,0,12,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,16,9,0,0,0,0,9,0,0,0,0,0,0,46,0,0,0,0,46
SAL51423,4,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,12
SAL51424,27,0,0,0,0,27,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,44,0,0,0,4,47
SAL51425,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL51426,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51430,43,0,0,3,0,48,17,0,0,0,0,17,0,0,0,0,0,0,8,0,0,0,0,11,0,4,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,21,3,0,0,0,25,0,0,0,0,0,0,9,0,0,0,0,9,95,3,0,3,0,104
SAL51431,33,0,0,0,0,33,10,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,5,58,0,0,0,0,58
SAL51432,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SAL51433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,78,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,81,14,4,0,0,0,15,0,0,0,0,0,0,94,4,0,0,0,100
SAL51434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL51435,604,8,0,0,0,614,1835,27,0,0,0,1867,295,46,0,0,0,341,3,5,0,0,0,5,5,0,0,0,0,5,132,20,0,0,0,150,21,0,0,0,0,23,0,0,0,0,0,0,452,72,0,0,0,524,28,3,0,0,0,26,34,0,0,0,0,34,2946,115,3,0,0,3066
SAL51436,137,48,0,0,0,190,145,40,0,0,0,185,51,17,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,31,23,0,0,0,52,7,0,0,0,0,7,0,0,0,0,0,0,89,41,0,0,0,130,0,3,0,0,0,5,0,5,0,0,0,6,376,136,0,0,0,516
SAL51437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL51438,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL51439,20,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,29,0,0,0,0,29
SAL51440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,45,0,0,0,0,44,7,0,0,0,0,7,0,0,0,0,0,0,49,0,0,0,0,52
SAL51441,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SAL51442,49,0,0,0,0,49,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,9,0,0,0,0,9,0,0,0,0,0,0,85,0,0,0,0,85
SAL51443,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL51444,4,0,0,0,0,9,8,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,22
SAL51445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51446,462,16,0,0,0,479,1122,34,0,0,0,1163,118,19,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,37,15,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,158,32,0,0,0,189,6,5,0,0,0,13,16,0,0,0,0,18,1762,88,3,0,0,1852
SAL51447,14,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,34,0,0,0,0,34
SAL51448,2661,137,0,0,0,2795,3431,128,20,0,0,3578,783,131,44,0,3,966,88,66,5,0,0,166,13,4,9,0,0,32,452,65,7,0,0,531,62,5,0,0,0,73,8,5,5,0,0,14,1408,284,77,0,3,1775,59,83,4,0,0,143,102,16,0,0,0,112,7654,642,104,0,6,8401
SAL51449,59,0,0,0,0,57,24,0,0,0,0,24,3,0,0,0,0,3,4,4,0,0,0,9,0,0,0,0,0,0,10,3,0,0,0,8,8,0,0,0,0,9,0,0,0,0,0,0,31,7,0,0,0,39,10,0,0,0,0,10,0,0,0,0,0,0,113,11,0,0,0,122
SAL51450,8,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,31,0,0,0,0,31
SAL51451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51452,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL51453,17,0,0,0,0,17,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,28,0,0,0,0,28
SAL51454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,5,0,0,0,0,5,3,0,0,0,0,3,16,0,0,0,0,16
SAL51456,32,0,0,10,0,38,16,0,0,7,0,19,28,0,3,0,0,29,38,0,0,0,0,41,7,3,3,0,0,11,3,0,0,0,0,8,548,20,8,0,5,579,4,0,0,0,0,3,631,27,14,5,5,669,56,8,0,0,0,69,8,0,0,0,0,8,742,32,18,16,7,816
SAL51457,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL51458,238,0,0,5,0,245,173,3,0,0,0,178,41,0,0,0,0,41,8,0,0,0,0,12,0,0,0,0,0,0,44,0,0,0,0,44,0,0,0,0,0,8,0,0,0,0,0,0,99,4,0,0,0,105,13,0,0,0,0,13,31,0,0,8,0,46,550,10,0,18,0,581
SAL51459,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL51460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51461,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SAL51462,59,0,0,0,0,59,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,113,0,0,0,0,116
SAL51463,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
SAL51464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3
SAL51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51466,32,0,0,0,0,32,5,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,49,0,0,0,3,55
SAL51467,119,115,0,0,0,229,856,146,0,0,6,1008,137,35,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,39,13,0,0,0,47,9,0,0,0,0,9,0,0,0,0,0,0,183,42,0,0,0,230,6,0,0,0,0,6,8,3,0,0,0,12,1167,306,4,0,6,1483
SAL51468,26,0,0,0,0,26,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,45,0,0,0,0,49
SAL51469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51470,425,35,0,0,0,458,336,29,4,0,0,366,47,18,0,0,0,59,0,0,0,0,0,0,0,3,0,0,0,3,36,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,85,24,0,0,0,109,6,41,0,0,0,49,12,3,0,0,0,13,867,129,3,0,0,1001
SAL51471,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SAL51472,333,398,38,0,0,772,345,647,91,0,0,1085,175,662,236,0,0,1074,17,73,12,0,0,102,0,13,4,0,0,21,93,256,58,0,0,403,3,31,11,0,0,44,0,4,0,0,0,6,292,1036,329,0,0,1657,14,27,4,0,0,41,7,32,4,0,0,50,999,2144,461,0,0,3599
SAL51473,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL51474,11,0,0,0,0,11,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,25
SAL51475,357,4,0,0,0,365,722,0,0,0,0,724,154,0,0,0,0,154,3,0,0,0,0,3,0,0,0,0,0,0,58,0,0,0,0,58,3,0,0,0,0,3,0,0,0,0,0,0,222,0,0,0,0,222,14,0,0,0,0,14,28,0,0,0,5,28,1340,4,0,3,0,1350
SAL51476,14,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,24
SAL51477,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SAL51478,48,0,0,0,0,48,45,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,117,0,0,0,0,116
SAL51479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51480,30,0,0,0,0,31,26,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,61
SAL51481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51482,103,0,3,0,0,101,81,0,0,0,0,81,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,4,0,0,0,0,4,0,0,0,0,0,0,208,0,3,0,0,206
SAL51483,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SAL51484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,24,0,0,0,0,23,3,0,0,0,0,4,38,0,0,0,3,45
SAL51485,181,4,0,0,0,184,327,0,0,0,0,326,107,9,0,0,0,115,35,35,0,0,0,66,8,0,0,0,0,8,62,4,0,0,0,64,0,7,0,0,0,4,0,0,0,0,0,0,208,50,0,0,0,258,4,0,0,0,0,9,12,26,0,9,0,48,730,85,0,10,0,827
SAL51486,115,3,0,0,0,117,191,0,0,0,0,195,57,15,0,0,0,69,15,0,0,0,0,13,12,0,0,0,0,10,50,3,0,0,0,55,4,3,0,0,0,8,0,0,0,0,0,0,134,25,0,0,0,158,8,0,0,0,0,8,12,0,0,0,0,12,461,25,4,0,0,495
SAL51487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51488,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,18,6,0,0,0,17
SAL51489,299,0,0,0,0,303,454,0,0,0,0,458,83,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,9,0,0,0,0,9,5,0,0,0,0,5,145,0,0,0,0,140,10,0,0,0,0,10,4,0,0,0,0,4,911,5,0,4,0,922
SAL51490,521,224,84,0,5,827,558,329,164,4,0,1052,341,627,609,0,0,1576,10,56,9,0,0,72,0,57,0,0,0,61,140,189,122,0,0,453,5,12,10,0,0,28,0,7,4,0,0,8,489,951,756,5,0,2202,28,15,12,0,0,57,11,17,17,0,5,48,1606,1536,1030,7,9,4185
