SAL_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SAL50423,13,41,55,5,7,13,15,49,66,12,91,106,27,173,205,37,83,116,62,63,128,71,66,139,98,87,181,99,50,151,75,65,136,94,66,158,215,128,344,238,18,253,237,47,281,198,18,210,708,73,778,228,54,280,14,22,34,2426,1200,3629
SAL50424,0,0,0,0,0,0,0,0,0,0,5,5,4,24,23,4,3,9,12,7,19,10,9,15,16,4,19,8,6,11,0,8,9,3,0,5,16,4,22,12,0,12,0,0,3,5,0,5,3,0,5,11,0,13,6,5,11,108,83,186
SAL50425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,16
SAL50426,3,0,8,0,3,0,0,5,4,3,9,8,7,10,22,6,11,16,28,5,25,13,8,19,21,10,26,27,11,35,17,6,24,11,7,25,62,7,70,50,0,54,35,5,40,32,0,33,54,3,54,77,4,81,3,0,4,447,100,545
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10
SAL50429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,4,13
SAL50430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,17,0,19
SAL50431,27,40,66,14,8,26,12,36,50,10,72,85,36,212,244,64,100,162,188,76,264,148,72,225,157,68,225,156,44,203,99,50,150,99,31,127,188,45,231,133,8,139,105,5,114,66,0,73,182,13,199,206,16,224,25,40,69,1915,941,2853
SAL50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,6
SAL50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,3,8
SAL50434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL50435,3,0,3,0,0,0,0,8,8,0,0,0,0,3,3,0,0,0,5,0,5,0,0,5,5,5,10,3,0,3,0,5,10,0,0,0,12,0,9,11,0,11,4,0,3,0,0,0,9,0,9,10,0,10,0,0,0,64,24,90
SAL50436,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,5,0,0,4,6,0,6,0,0,3,7,0,9,4,5,8,5,0,5,6,0,6,0,0,0,4,0,10,9,0,7,0,0,5,42,18,57
SAL50437,0,0,0,0,0,0,0,0,6,0,3,3,0,10,13,0,3,8,5,3,6,8,3,10,12,8,15,9,0,8,8,0,11,9,0,9,5,5,10,6,0,4,3,0,3,0,0,0,0,0,0,8,0,9,0,3,9,69,46,116
SAL50438,38,28,69,21,26,41,18,33,49,12,49,67,60,166,225,56,111,164,137,85,222,151,90,237,220,73,287,237,56,296,183,73,256,171,40,215,439,72,512,395,4,399,484,28,511,311,0,315,1168,31,1199,384,22,405,44,31,69,4532,1006,5543
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50441,15,12,28,7,3,12,6,22,27,5,18,32,14,76,88,23,53,75,82,40,121,78,48,118,120,57,174,113,57,168,92,30,118,113,20,134,204,43,248,176,3,175,125,18,143,59,7,61,194,8,198,230,29,263,20,15,31,1674,547,2222
SAL50442,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,3,24,15,34
SAL50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,12,7,21
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8
SAL50446,5,5,6,0,4,4,0,0,0,0,6,5,0,8,9,3,6,14,11,6,16,12,0,14,8,5,16,6,4,11,4,0,7,8,0,4,20,9,26,12,0,12,6,0,8,0,0,0,11,0,15,17,0,21,5,0,8,136,53,190
SAL50447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,29,5,33
SAL50448,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,7,22
SAL50449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,3,10
SAL50450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,3,0,3,3,0,3,3,0,3,3,0,3,0,0,0,4,0,4,6,0,6,5,0,5,0,0,0,27,10,34
SAL50451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,16
SAL50452,9,13,18,0,6,10,6,24,32,3,50,48,23,164,189,35,76,109,115,48,161,76,58,132,74,48,124,98,33,126,68,39,107,65,24,94,123,35,160,80,4,85,65,8,74,43,0,43,79,10,86,111,9,119,7,21,30,1088,676,1762
SAL50453,11,15,29,7,5,13,7,10,23,5,28,36,26,67,90,25,39,62,75,26,101,63,45,107,98,59,156,116,49,166,97,48,147,110,31,137,240,37,273,175,15,191,151,18,169,78,7,81,150,14,168,146,40,184,16,18,24,1596,563,2158
SAL50454,3,0,3,0,0,0,0,0,0,0,13,13,4,10,15,0,11,10,14,3,16,7,13,18,7,6,10,8,10,17,9,8,12,13,4,22,19,10,27,18,0,19,19,0,24,7,0,7,19,4,19,21,0,24,13,0,12,185,91,273
SAL50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50457,17,34,50,8,13,21,0,30,32,4,45,49,20,106,125,28,85,114,61,59,122,53,58,105,81,62,146,113,72,185,72,57,132,76,40,117,179,83,267,131,8,144,159,23,190,118,0,120,731,50,782,184,19,204,13,20,25,2058,860,2913
SAL50458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SAL50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,7,7,14
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,20
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL50464,47,116,161,10,20,26,16,60,77,8,110,119,24,170,197,26,144,169,70,106,173,80,148,229,124,232,358,157,207,372,136,240,376,147,186,330,358,414,776,249,48,304,258,142,400,163,23,183,688,252,941,217,92,312,11,34,49,2817,2748,5564
SAL50465,0,0,0,0,0,0,0,0,0,0,4,4,5,4,3,0,3,5,0,3,6,0,0,0,7,0,7,4,0,4,0,0,0,3,0,4,9,0,11,3,0,3,8,0,8,3,0,3,3,0,3,12,0,12,0,0,0,64,16,80
SAL50466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12
SAL50467,0,4,0,0,0,0,0,0,0,4,15,15,4,12,15,3,33,39,11,4,13,7,14,26,6,9,15,10,3,6,3,0,7,0,0,3,3,5,3,0,0,0,0,0,0,0,0,0,3,0,8,4,0,4,0,11,12,54,119,172
SAL50468,19,53,78,8,26,29,4,31,40,10,83,90,31,149,178,44,123,168,68,91,159,80,100,181,115,123,237,136,109,246,105,102,209,134,81,214,287,192,487,256,28,284,267,67,332,191,15,205,656,60,713,218,66,287,19,11,31,2669,1501,4172
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SAL50471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,7,0,0,0,0,0,0,3,0,3,8,0,8,3,0,3,0,0,0,0,0,0,3,0,3,8,0,8,0,0,0,37,3,43
SAL50472,13,28,41,5,7,13,8,13,23,9,64,71,45,177,224,47,97,143,193,79,273,157,72,231,164,81,244,168,56,219,130,50,183,141,40,180,330,56,382,227,9,233,168,23,196,82,0,80,185,10,191,246,18,256,26,22,42,2328,894,3223
SAL50473,5,14,15,0,3,8,6,7,13,4,21,28,24,66,91,17,46,60,63,23,83,53,25,78,66,39,104,76,34,113,53,24,77,57,24,71,136,37,175,107,4,119,76,0,81,48,0,51,110,11,120,79,3,82,7,15,28,996,393,1396
SAL50474,15,15,28,9,0,11,7,10,9,3,22,30,30,64,94,13,41,61,64,35,105,52,24,78,86,35,119,75,26,95,52,23,77,74,13,82,166,30,197,136,5,137,126,17,144,82,5,85,222,11,233,113,5,120,11,13,21,1329,405,1730
SAL50475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,12,0,15
SAL50476,3,4,15,3,0,3,0,0,0,3,6,16,10,19,25,21,11,37,29,0,38,29,16,42,53,26,85,67,25,88,71,31,103,69,15,91,200,26,223,110,6,113,89,4,98,39,0,39,76,0,75,141,4,142,11,8,19,1027,206,1237
SAL50477,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,6,17,13,27
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,9
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL50480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,3,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,10,0,7,5,0,5,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,38,15,52
SAL50481,0,5,5,0,0,0,0,0,3,0,0,0,7,0,6,4,0,7,8,3,8,4,5,6,7,0,9,16,0,16,10,3,16,9,4,10,12,0,11,11,0,11,4,0,4,0,0,0,0,0,0,15,0,15,0,0,0,104,29,132
SAL50482,32,53,84,19,17,32,26,43,72,43,93,132,81,227,306,118,141,261,329,96,429,279,149,433,378,183,558,422,159,580,349,144,494,422,107,531,953,164,1107,677,18,698,531,37,567,295,0,302,554,28,586,744,40,782,62,47,110,6313,1744,8056
SAL50483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7
SAL50484,7,14,22,4,10,11,5,14,20,10,24,34,15,61,71,21,25,41,49,28,76,40,31,72,57,33,91,51,45,95,48,30,77,51,29,75,119,36,155,93,11,105,90,10,99,54,5,61,134,19,152,74,14,86,7,13,18,919,434,1352
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50486,0,3,3,0,0,0,0,0,0,0,4,4,0,3,4,0,21,20,3,6,9,3,7,9,9,5,11,0,5,10,0,3,3,3,0,3,6,9,15,4,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,47,67,111
SAL50487,0,0,0,0,0,0,4,0,4,0,5,5,3,3,9,3,0,5,3,0,3,6,0,7,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,3,35,25,56
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50491,22,30,51,14,11,21,5,26,33,3,65,66,42,208,248,32,194,229,236,71,306,171,55,223,157,60,212,139,33,170,71,34,107,66,22,86,139,55,189,85,0,88,86,13,103,34,0,34,90,14,106,166,4,171,29,42,75,1580,937,2522
SAL50492,0,15,21,0,16,19,0,21,21,4,42,42,13,106,122,10,58,69,28,28,56,21,20,38,29,32,59,32,20,55,25,16,50,24,10,38,73,25,100,39,0,39,32,10,38,18,0,19,33,3,36,56,11,66,5,31,33,441,472,910
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,10,14
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,5
SAL50497,10,4,9,0,3,3,0,5,5,6,15,20,10,30,40,6,21,29,27,12,38,27,16,39,39,23,56,33,15,51,32,18,52,38,22,55,90,36,124,79,6,82,45,19,67,41,4,50,78,18,99,125,15,142,7,25,33,684,313,992
SAL50498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,6,21
SAL50499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,0,9,0,0,0,0,0,0,10,0,13
SAL50500,34,24,66,4,8,16,4,26,32,14,63,72,35,130,162,34,102,138,156,54,212,117,61,180,136,55,186,110,40,148,76,26,97,81,29,109,139,56,195,119,3,120,104,10,116,65,0,69,138,9,145,194,3,203,19,17,32,1564,729,2288
SAL50501,0,0,0,3,0,0,0,0,4,0,0,0,3,0,8,0,0,0,0,0,0,4,5,6,3,0,5,10,0,10,0,0,0,3,0,3,7,0,6,8,0,8,11,0,11,8,0,8,9,0,9,11,0,11,0,0,0,72,15,83
SAL50502,14,11,30,0,7,11,6,23,28,0,42,45,27,84,105,25,51,78,92,30,124,74,51,126,74,48,127,76,44,120,62,30,94,63,19,86,151,37,189,122,3,134,104,7,113,59,0,57,135,10,145,93,4,102,0,9,15,1192,532,1729
SAL50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50508,0,0,0,0,6,5,0,7,10,3,15,20,17,6,20,9,0,5,28,7,29,27,7,35,13,15,28,13,10,20,4,12,18,14,14,23,24,28,48,16,4,20,16,5,23,10,0,10,12,8,14,27,0,29,0,5,7,226,133,358
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50510,15,18,35,10,9,15,6,15,23,3,19,25,24,39,67,19,52,67,37,46,79,31,34,68,71,42,114,81,39,114,61,31,90,78,19,94,151,42,193,144,6,146,152,8,167,127,5,127,1172,42,1207,178,15,192,8,4,17,2377,466,2846
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,0,0,0,0,0,0,3,0,4,0,3,3,0,10,11,4,0,3,8,4,10,4,0,3,3,3,7,4,3,13,3,6,8,3,0,8,4,0,8,3,0,3,7,0,4,3,0,3,0,0,0,7,5,15,0,0,0,63,41,108
SAL50513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,6,6,4,0,4,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,20,8,29
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,13
SAL50516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50517,3,4,4,0,0,0,0,6,6,3,5,11,6,12,15,0,10,12,19,0,22,15,7,22,21,7,28,12,7,16,11,3,13,14,8,15,41,9,50,23,0,26,16,0,19,15,0,15,33,4,38,26,3,24,8,5,8,267,77,350
SAL50518,29,41,69,21,21,39,10,41,53,23,97,124,58,233,287,67,167,232,200,85,286,169,122,297,213,150,361,261,122,385,228,103,328,222,60,282,494,117,616,362,14,376,292,25,325,171,0,171,311,39,345,387,31,418,44,41,89,3568,1521,5096
SAL50519,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11
SAL50520,0,0,0,0,0,0,0,0,0,5,8,9,0,5,9,0,3,3,0,3,5,0,4,12,8,5,14,6,3,6,4,3,12,9,0,8,19,4,16,8,0,8,7,0,7,3,0,3,9,0,9,9,0,14,3,0,0,87,56,144
SAL50521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50522,17,60,74,11,24,33,8,71,77,8,119,134,26,229,257,24,138,161,87,93,185,88,135,218,98,154,247,91,138,229,84,119,205,97,126,224,218,218,436,174,28,200,180,66,252,131,4,136,586,112,695,192,68,261,11,39,51,2137,1933,4068
SAL50523,5,4,13,0,3,5,0,10,9,0,22,24,13,45,53,6,45,51,40,7,51,25,8,38,20,8,28,23,6,30,9,5,13,13,8,19,20,8,22,9,0,9,5,3,6,8,0,8,27,6,25,30,0,32,4,12,21,266,199,465
SAL50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50525,0,4,3,0,0,0,3,0,3,0,9,9,8,11,22,3,9,11,25,3,31,13,3,19,11,0,8,12,4,20,9,0,11,19,0,18,22,0,22,11,0,11,11,0,11,3,0,3,13,0,13,39,4,43,7,4,9,218,55,271
