SAL_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
SAL50414,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,5,0,5,..,16,0,16,0,16,..,0,0,0,0,0,53,16,0,16,0,68
SAL50415,0,0,0,0,..,18,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,99,5,110,0,103,..,285,12,295,0,297,..,21,3,23,476,508,2489,305,15,323,484,3291
SAL50416,0,3,0,3,..,4,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,22,0,25,0,25,..,7,0,7,98,100,1271,26,0,31,98,1393
SAL50417,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,11,11,42,0,0,3,11,53
SAL50418,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,0,5
SAL50419,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,6,17,0,17,..,27,11,38,0,39,..,139,32,178,0,179,..,6,3,12,166,172,2684,144,33,178,167,3035
SAL50420,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,15,15,34,0,0,0,15,51
SAL50421,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,20,20,59,0,0,0,20,81
SAL50422,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50423,0,6,0,6,..,21,6,23,0,23,..,0,0,8,0,5,..,21,5,29,0,29,..,174,14,189,3,191,..,1246,138,1381,14,1394,..,32,3,32,342,375,7430,1274,142,1415,358,9205
SAL50424,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,4,..,4,0,4,0,4,..,0,0,0,30,31,402,5,0,5,34,436
SAL50425,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,46,0,0,0,4,52
SAL50426,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,3,29,0,29,..,83,6,79,0,84,..,8,0,8,81,96,1426,91,6,95,84,1605
SAL50427,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,7,0,0,0,0,7
SAL50428,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,11,6,26,8,0,8,11,38
SAL50429,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,34,0,0,0,0,34
SAL50430,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,57,0,0,0,3,59
SAL50431,0,11,0,11,..,19,4,21,0,21,..,0,0,0,0,0,..,18,10,23,0,23,..,72,5,74,0,74,..,449,47,493,5,499,..,35,4,42,389,430,6030,486,50,531,396,6957
SAL50432,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,33,0,0,0,0,33
SAL50433,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,35,31,21,0,0,0,35,52
SAL50434,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,17,0,0,0,4,27
SAL50435,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,9,0,9,..,0,0,0,42,43,219,4,0,10,42,266
SAL50436,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,22,0,22,0,22,..,0,0,0,4,4,167,22,0,22,4,193
SAL50437,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,9,66,70,231,6,0,9,66,299
SAL50438,0,13,0,13,..,21,6,25,0,25,..,0,0,0,0,0,..,30,4,39,0,39,..,181,17,196,3,199,..,1583,136,1715,18,1730,..,59,0,58,312,372,13874,1639,135,1775,329,15982
SAL50439,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,11,0,0,0,0,11
SAL50441,0,4,0,4,..,15,0,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,56,0,55,0,58,..,366,21,390,4,392,..,17,0,20,433,455,5567,383,19,408,435,6413
SAL50442,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,32,0,32,0,32,..,47,0,48,0,48,..,5,0,5,23,27,100,50,0,50,23,169
SAL50443,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,50,0,0,0,9,53
SAL50444,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,6,0,0,0,0,6
SAL50445,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,20,0,0,0,6,30
SAL50446,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,12,0,17,0,17,..,3,0,3,38,39,465,18,0,19,38,524
SAL50447,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,13,0,13,0,13,..,0,0,0,15,15,92,12,0,12,15,120
SAL50448,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,38,0,0,0,5,41
SAL50449,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,31,0,0,0,0,35
SAL50450,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,10,80,0,0,0,10,96
SAL50451,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,10,36,0,0,0,10,46
SAL50452,0,3,0,3,..,5,0,6,0,6,..,0,0,0,0,0,..,14,5,18,0,21,..,27,8,36,0,36,..,287,41,330,4,331,..,10,0,9,213,226,3461,293,41,338,215,4019
SAL50453,0,41,0,38,..,27,10,38,0,38,..,121,40,162,0,162,..,52,15,66,0,66,..,406,56,461,17,480,..,3031,510,3540,67,3613,..,67,12,79,309,387,2511,3103,523,3621,380,6512
SAL50454,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,14,3,14,0,19,..,43,10,54,3,54,..,0,0,0,71,73,667,44,10,51,74,798
SAL50455,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,17,17,23,0,0,0,17,43
SAL50456,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,6,0,0,0,0,9
SAL50457,0,0,0,0,..,7,0,7,0,7,..,0,0,6,0,6,..,0,7,5,0,5,..,73,5,79,6,78,..,536,42,582,3,586,..,21,5,25,308,335,6902,553,51,603,315,7819
SAL50458,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,13,0,0,0,0,13
SAL50459,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,28,0,0,0,9,39
SAL50460,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,4,0,0,0,3,7
SAL50462,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,35,0,0,0,6,43
SAL50463,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,0,..,0,0,0,0,0,14,4,0,4,0,17
SAL50464,4,64,4,66,..,57,7,69,0,69,..,9,0,9,0,9,..,111,30,142,0,145,..,288,31,318,10,323,..,3893,493,4386,49,4433,..,49,3,53,973,1024,6221,3942,499,4436,1022,11681
SAL50465,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,5,196,11,0,11,0,211
SAL50466,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,20,0,0,0,5,18
SAL50467,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,6,..,3,0,3,3,7,..,0,0,0,59,62,240,6,0,6,60,311
SAL50468,0,23,0,23,..,31,4,34,0,33,..,11,0,10,0,9,..,73,25,96,3,105,..,334,48,383,3,386,..,2023,224,2248,19,2274,..,64,6,66,650,716,7579,2086,233,2317,668,10569
SAL50469,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,18,0,0,0,9,19
SAL50470,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,7,0,7,..,0,0,0,11,11,26,0,0,7,11,38
SAL50471,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,27,27,105,3,0,3,27,140
SAL50472,0,3,0,3,..,10,5,16,0,16,..,0,0,0,0,0,..,9,10,18,0,18,..,114,10,124,0,126,..,468,59,526,4,530,..,22,3,26,514,541,7592,495,56,553,525,8669
SAL50473,0,11,0,11,..,8,0,8,0,8,..,6,0,4,0,4,..,66,33,93,0,101,..,108,17,128,4,128,..,575,107,684,7,692,..,20,3,20,197,217,2797,595,108,703,205,3703
SAL50474,0,4,0,4,..,10,6,15,0,15,..,0,0,0,0,0,..,0,0,3,0,3,..,57,8,67,0,69,..,402,54,457,3,459,..,18,0,18,132,146,4048,424,54,471,135,4657
SAL50475,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,28,28,40,0,0,3,28,70
SAL50476,0,7,0,7,..,0,5,3,0,3,..,4,0,4,0,4,..,6,4,11,0,11,..,109,18,128,4,130,..,414,37,455,12,462,..,13,0,15,181,195,3047,425,41,464,194,3705
SAL50477,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,3,24,0,24,..,0,0,0,3,5,95,24,3,23,3,120
SAL50478,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,13,0,0,0,9,22
SAL50479,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,9,0,0,0,0,9
SAL50480,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,15,15,123,0,0,0,15,133
SAL50481,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,21,21,327,3,0,3,21,356
SAL50482,6,102,0,102,..,77,10,79,0,79,..,8,0,12,0,12,..,91,26,114,0,114,..,1188,197,1386,25,1412,..,4241,486,4727,54,4778,..,115,10,124,1221,1346,18542,4352,502,4850,1274,24668
SAL50483,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,21,0,0,0,5,25
SAL50484,0,12,0,14,..,16,0,18,0,18,..,0,0,0,0,0,..,102,46,149,0,149,..,129,13,146,5,148,..,864,192,1061,10,1067,..,10,0,17,180,197,2336,877,201,1078,193,3600
SAL50485,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,10,5,0,5,0,8
SAL50486,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,13,13,262,3,0,8,13,285
SAL50487,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,11,0,11,0,11,..,0,0,0,12,12,120,11,0,11,12,142
SAL50488,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,0,3
SAL50490,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,0,5
SAL50491,0,0,0,0,..,12,0,18,0,18,..,3,0,3,0,3,..,14,0,16,0,16,..,46,13,57,3,58,..,254,32,280,5,289,..,26,0,33,206,234,4905,283,29,318,210,5429
SAL50492,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,5,0,11,0,11,..,8,0,8,0,8,..,100,5,105,0,109,..,10,0,10,207,218,1753,109,5,115,208,2080
SAL50493,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,31,0,0,0,3,37
SAL50495,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,21,0,0,0,0,21
SAL50497,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,31,0,32,3,35,..,171,17,181,7,186,..,7,0,8,228,240,2378,184,16,195,234,2806
SAL50498,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,11,11,39,0,0,0,11,49
SAL50499,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,13,13,39,7,0,7,13,55
SAL50500,0,0,0,0,..,9,4,13,0,16,..,0,0,0,0,0,..,4,0,4,0,4,..,39,4,42,0,40,..,187,19,201,4,207,..,11,0,11,251,266,5055,200,18,220,257,5531
SAL50501,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,24,24,208,7,0,7,24,233
SAL50502,0,14,0,19,..,12,4,13,0,13,..,16,7,18,0,18,..,20,5,29,0,29,..,141,20,153,4,161,..,785,145,929,12,942,..,27,3,31,207,234,3283,808,149,959,218,4457
SAL50503,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,9,0,0,0,0,8
SAL50504,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,0,3,0,3,0,4
SAL50508,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,453,32,477,10,492,..,508,36,546,12,557,..,24,0,24,117,145,475,535,36,574,130,1181
SAL50509,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50510,0,17,0,17,..,14,6,15,0,15,..,0,0,0,0,0,..,14,0,14,0,14,..,125,4,129,0,131,..,981,78,1060,10,1070,..,22,0,26,137,164,7388,1009,76,1082,147,8621
SAL50511,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50512,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,4,4,0,4,..,11,4,16,0,16,..,0,0,0,17,20,220,12,4,16,17,253
SAL50513,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,0,0,6,0,6,..,0,0,0,71,71,66,0,0,6,71,143
SAL50514,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,0,3
SAL50515,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,34,0,0,0,0,34
SAL50516,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,21,4,0,4,0,28
SAL50517,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,12,0,12,..,82,6,95,0,95,..,0,0,0,61,62,870,84,6,96,61,1027
SAL50518,3,37,0,38,..,42,12,52,0,52,..,5,0,6,0,6,..,13,3,16,0,16,..,468,91,558,12,569,..,1662,225,1884,29,1916,..,71,0,73,612,679,10580,1731,227,1955,639,13181
SAL50519,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,25,0,25,..,43,3,49,0,49,..,0,0,0,5,5,136,43,3,49,5,190
SAL50520,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,22,0,22,0,22,..,0,0,0,31,28,302,18,0,25,30,353
SAL50521,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,14,14,29,3,0,3,14,50
SAL50522,0,4,0,4,..,13,3,14,0,14,..,4,0,4,0,4,..,8,0,7,0,7,..,139,21,158,3,158,..,982,123,1107,7,1124,..,21,4,27,717,743,7387,1014,126,1137,723,9251
SAL50523,0,0,0,0,..,0,3,4,0,4,..,0,0,0,0,0,..,0,4,3,0,3,..,0,0,0,0,0,..,19,6,24,0,24,..,6,0,5,110,111,926,22,6,27,110,1061
SAL50524,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,4,0,0,0,0,8
SAL50525,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,31,4,35,0,35,..,0,0,0,41,37,687,33,4,38,41,764
SAL50526,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,44,0,0,0,0,44
SAL50527,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,7,7,95,0,0,0,7,105
SAL50528,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,15,..,0,0,0,109,109,59,13,0,13,106,175
SAL50529,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,24,0,27,0,33,..,0,0,0,407,407,335,24,0,27,411,772
SAL50530,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,9,0,9,..,0,0,0,9,9,50,9,0,9,9,65
SAL50531,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,15,0,15,0,15,..,0,0,0,4,4,70,15,0,15,4,87
SAL50532,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,9,0,0,0,0,9
SAL50533,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,4,4,10,0,10,..,26,0,26,0,26,..,109,8,114,0,114,..,0,0,0,69,72,2063,109,8,119,69,2255
SAL50534,0,0,0,0,..,9,0,11,0,14,..,0,0,0,0,0,..,18,5,25,0,25,..,39,10,47,0,54,..,167,22,195,6,198,..,8,0,8,231,241,3182,183,24,205,233,3622
SAL50535,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,13,8,68,0,0,0,13,80
SAL50536,0,0,0,0,..,3,0,7,0,7,..,0,0,0,0,0,..,13,3,23,0,23,..,41,3,48,0,48,..,293,38,336,3,340,..,9,0,10,387,406,2513,305,42,349,388,3246
SAL50537,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,17,0,0,0,0,17
SAL50538,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,14,0,14,0,14,..,0,0,0,32,31,37,14,0,15,32,80
SAL50539,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,9,0,9,..,11,3,14,0,14,..,0,0,0,52,59,331,17,3,17,52,406
SAL50540,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,179,60,235,6,239,..,184,60,245,6,242,..,0,0,0,3,3,15,184,56,239,4,262
SAL50541,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,0,0,0,0,4,4
SAL50542,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,3,9,0,9,..,22,0,23,0,23,..,109,4,113,0,113,..,10,0,10,158,167,2532,120,4,119,158,2818
SAL50543,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,76,0,0,0,9,85
SAL50544,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,21,0,0,0,0,21
SAL50545,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,48,0,0,0,9,49
SAL50546,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
