SAL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SAL50369,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50371,0,0,0,3,9,4,0,0,0,14,23,46,69,94,93,64,23,0,0,418,0,0,0,0,0,0,0,0,0,0,0,3,13,19,25,6,4,0,0,67,0,0,6,10,5,8,0,0,0,32,0,0,3,0,6,0,0,0,0,13,0,8,0,7,7,3,0,0,0,31,0,0,6,0,0,0,0,0,0,12,14,11,3,0,0,9,8,0,0,41,27,10,9,5,0,0,0,0,0,61,0,0,3,5,7,7,0,0,0,27,0,0,3,0,0,0,0,0,0,7,0,0,5,7,5,5,0,0,0,21,0,0,0,3,0,0,0,0,0,8,0,13,25,33,39,19,7,3,0,143,0,0,3,7,3,0,0,0,0,15,0,6,3,10,9,9,0,0,0,29,8,12,14,25,26,17,6,0,0,112,0,13,35,27,30,31,11,0,0,148,4,7,0,3,0,0,0,0,0,16
SAL50372,0,0,0,0,0,4,0,0,0,4,0,0,7,4,13,12,0,0,0,40,3,0,0,0,15,9,5,0,0,34,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SAL50373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50374,0,4,4,12,20,12,4,0,0,56,72,101,98,165,270,172,69,17,0,959,4,0,0,0,4,0,0,0,0,13,0,9,12,31,34,30,12,0,0,119,7,6,3,9,15,14,6,4,0,61,0,0,0,5,0,3,0,0,0,10,5,20,16,14,21,10,8,6,0,92,0,6,3,4,17,4,3,0,0,36,30,29,5,13,29,16,4,4,0,136,42,29,5,8,4,6,3,0,0,105,0,3,6,3,3,6,6,0,0,24,0,0,0,5,0,4,4,0,0,17,0,4,14,19,20,23,9,8,0,94,0,6,3,13,20,30,14,9,0,95,7,34,39,49,92,55,42,11,0,324,0,6,4,4,9,7,3,0,0,32,0,3,9,12,15,21,0,0,0,60,10,20,19,18,23,39,13,0,0,146,18,25,54,101,174,109,63,16,0,563,5,9,4,0,0,4,0,0,0,31
SAL50375,0,3,0,0,0,0,0,0,0,8,4,13,38,38,22,28,7,3,0,159,0,0,16,14,5,16,13,3,3,75,0,0,6,6,0,0,0,0,0,15,0,6,20,26,13,10,4,0,0,72,0,0,0,0,0,0,0,0,0,5,0,6,4,0,0,5,0,0,0,13,0,5,7,0,4,0,0,0,0,15,3,0,5,5,0,7,0,0,0,18,0,0,7,5,3,0,0,0,0,14,0,0,5,6,0,5,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,4,0,6,10,5,0,0,0,21,0,0,9,6,4,5,6,0,0,27,0,0,3,6,6,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0
SAL50376,8,10,13,20,15,3,0,0,0,60,219,214,467,632,582,287,48,0,0,2444,6,5,12,9,8,17,3,0,0,69,3,17,62,103,106,69,9,0,0,370,23,35,72,104,107,56,0,0,0,395,0,9,13,26,26,21,6,0,0,94,21,56,129,106,108,60,13,0,0,488,5,11,17,25,14,9,0,0,0,75,96,59,95,105,88,43,3,4,0,488,160,47,29,39,24,12,0,0,0,313,0,13,25,33,53,41,9,0,0,169,8,5,6,5,0,3,0,0,0,29,0,3,15,13,21,7,0,0,0,62,0,6,13,10,3,10,0,0,0,45,4,9,31,43,45,13,6,0,0,154,3,11,22,31,42,11,0,3,0,131,3,17,38,71,73,43,9,0,0,259,10,12,56,113,158,74,20,0,0,446,27,69,174,259,201,136,23,0,0,888,16,0,19,13,7,11,0,0,0,64
SAL50377,0,0,0,0,0,0,0,0,0,0,0,3,4,5,10,5,0,0,0,29,3,8,4,9,17,15,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50378,0,0,0,0,9,0,0,0,0,7,16,10,63,86,85,42,3,0,0,302,0,0,0,0,3,0,3,0,0,6,5,9,29,74,76,34,0,0,0,227,0,0,0,5,5,0,3,0,0,18,0,0,0,0,0,0,0,0,0,11,3,3,14,16,9,5,0,0,0,59,0,0,6,0,3,0,0,0,0,7,0,0,3,5,0,4,0,0,0,24,19,4,12,8,3,12,0,0,0,59,3,0,4,12,22,18,9,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,16,0,0,0,6,4,0,0,0,0,12,0,0,3,5,6,6,0,0,0,18,0,0,5,9,8,4,0,0,0,29,0,0,9,20,21,18,0,0,0,55,0,3,3,7,16,5,0,0,0,35,0,0,3,0,0,0,0,0,0,5
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,0,0,0,0,0,0,0,0,0,4,5,18,32,35,23,18,3,0,0,135,0,10,15,3,3,6,0,0,0,33,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,15,7,3,10,6,0,0,37,0,0,4,4,4,0,0,0,0,10,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,13,0,3,5,7,5,7,0,0,0,30,0,5,21,13,15,12,3,0,0,68,0,0,3,9,9,3,0,0,0,27,0,0,0,0,0,0,0,0,0,6
SAL50381,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50382,0,0,0,0,0,0,0,0,0,0,0,6,15,12,17,18,7,6,0,76,0,0,11,6,6,11,12,8,0,59,0,5,0,8,3,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,12,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,10,0,0,3,0,0,6,0,0,0,12,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0
SAL50383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50384,0,3,10,25,17,14,0,0,0,75,179,185,297,469,503,211,40,4,0,1894,6,0,3,7,12,10,6,0,0,38,7,18,38,75,61,15,4,0,0,205,14,7,22,47,77,42,0,0,0,207,0,0,4,12,10,10,0,0,0,45,15,36,65,105,99,33,5,0,0,366,8,7,17,28,30,11,5,0,0,111,100,91,37,63,100,47,11,0,0,453,119,44,16,25,32,15,0,0,0,261,4,7,17,37,57,38,4,0,0,168,3,4,5,11,7,0,0,0,0,29,3,10,22,49,55,12,4,0,0,144,0,3,7,10,9,9,3,0,0,50,8,23,48,74,83,30,4,0,0,275,0,10,16,26,30,18,3,0,0,106,5,7,32,61,71,35,8,0,0,221,7,25,51,79,87,49,4,0,0,301,15,55,95,140,149,64,18,0,0,540,12,16,6,9,10,3,0,0,0,65
SAL50385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50386,0,0,0,0,0,0,0,0,0,3,5,13,21,30,32,19,8,0,0,133,3,4,5,3,4,0,6,5,0,26,0,0,3,7,0,4,0,0,0,18,0,4,9,11,10,3,0,0,0,41,0,0,0,0,0,0,0,0,0,3,4,0,9,6,6,3,0,0,0,25,0,4,0,0,7,0,0,0,0,7,3,6,0,0,0,3,0,0,0,19,11,0,0,0,0,0,0,0,0,16,0,0,4,0,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,3,0,0,0,8,0,0,4,4,4,4,4,0,0,20,0,0,10,8,14,9,0,0,0,37,0,0,0,0,0,0,0,0,0,3
SAL50387,3,5,0,0,5,0,0,0,0,10,13,11,22,31,43,36,13,0,0,177,0,0,0,0,0,0,8,0,0,13,0,0,0,3,14,11,0,0,0,27,0,0,0,0,11,5,3,0,0,33,0,0,0,6,5,4,0,0,0,12,0,0,3,5,9,6,5,0,0,40,0,0,0,0,4,4,0,0,0,13,9,3,0,5,9,11,0,0,0,34,13,3,0,0,4,0,0,0,0,19,0,0,4,0,5,9,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,15,0,0,0,0,0,0,4,0,0,4,0,0,3,9,0,10,0,0,0,17,0,0,4,8,12,7,0,0,0,28,0,5,5,9,8,10,0,0,0,40,0,0,0,0,0,0,0,0,0,0
SAL50388,0,0,0,0,0,0,0,0,0,0,3,5,7,12,21,16,6,0,0,76,4,3,6,11,21,17,15,10,0,93,0,0,0,3,0,3,0,0,0,9,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,3,0,0,12,0,0,4,0,3,4,0,0,0,16,0,0,3,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
SAL50389,3,4,0,5,5,4,0,0,0,20,35,44,78,87,90,73,16,0,0,422,0,0,3,0,4,4,0,0,0,9,0,3,10,15,24,13,0,0,0,65,0,3,17,9,9,17,8,0,0,61,0,0,0,4,4,4,0,0,0,11,4,9,33,22,21,20,4,0,0,111,0,4,6,6,7,8,3,0,0,36,12,5,6,7,10,8,0,0,0,59,16,6,0,0,0,0,0,0,0,28,5,5,4,3,9,11,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,22,0,4,5,3,0,0,3,0,0,8,0,0,13,15,10,5,4,0,0,52,0,0,3,3,5,0,0,0,0,19,0,0,10,13,19,21,0,0,0,65,3,10,8,21,21,14,5,0,0,78,0,6,12,20,23,20,10,0,0,90,9,3,3,0,0,0,0,0,0,16
SAL50390,0,3,5,10,10,3,0,4,0,29,59,59,89,212,245,177,54,9,0,907,0,0,0,0,0,4,0,0,0,10,0,5,16,55,43,32,6,0,0,153,3,9,0,18,31,15,5,0,0,86,0,0,3,4,6,6,4,0,0,27,5,6,14,31,35,26,14,0,0,137,0,4,8,12,10,14,0,5,0,49,23,32,9,22,19,14,11,0,0,130,44,22,3,12,5,3,0,0,0,87,3,3,15,13,17,13,4,4,0,69,0,0,3,0,4,6,0,0,0,18,0,4,0,13,6,4,3,0,0,42,0,3,0,3,7,4,4,0,0,29,0,0,12,52,61,42,19,5,0,190,3,4,3,8,10,12,5,0,0,44,0,11,18,31,47,40,8,0,0,148,5,12,27,52,71,68,18,3,0,257,5,14,31,49,65,58,17,4,0,235,5,0,4,5,4,5,5,0,0,26
SAL50391,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50393,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,8,0,0,4,0,11,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
