SAL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SAL50312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,22,0,0,0,3,0,6,3,3,22,43,43,42,36,41,28,23,3,250,0,6,0,0,6,6,6,4,12,45,41,44,43,46,34,22,11,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,41,47,43,42,26,22,10,261,0,0,0,0,3,4,4,0,7,36,41,49,42,41,28,27,10,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,25,0,0,0,3,0,8,3,3,25,76,85,90,80,77,51,45,18,514,0,6,0,0,5,4,9,4,26,72,90,92,81,87,66,53,23,566
SAL50313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,4,0,0,8,12,10,6,12,15,17,6,0,71,0,0,0,0,5,0,0,0,8,17,10,11,15,19,24,6,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,11,23,16,7,0,85,0,4,0,0,0,0,0,0,6,6,12,12,16,23,17,7,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,5,21,16,17,26,39,32,7,0,159,0,4,0,0,9,0,0,0,10,23,20,17,31,45,40,7,0,181
SAL50314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,4,0,0,18,0,0,0,0,0,0,0,0,5,4,0,0,6,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,3,11,3,0,28,0,0,0,0,0,0,0,0,4,4,0,7,4,6,11,3,5,36
SAL50315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,15
SAL50316,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,14,7,15,19,30,22,50,34,41,221,6,20,19,37,19,50,34,41,237,849,1226,959,663,623,591,304,124,5336,25,79,58,38,41,27,36,39,340,881,1320,1033,739,685,674,381,206,5910,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,10,4,11,7,9,14,52,7,7,10,5,11,7,9,14,55,960,1379,1026,770,800,789,458,325,6506,27,51,44,33,29,42,59,83,373,986,1434,1079,814,836,836,524,422,6937,0,4,0,3,0,0,0,0,7,4,10,0,0,0,0,0,0,15,7,14,25,41,28,60,41,59,270,12,24,26,47,30,60,41,59,293,1807,2606,1982,1434,1423,1384,765,448,11845,48,129,105,68,73,72,101,126,711,1868,2757,2117,1549,1519,1513,901,628,12845
SAL50317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,10,19,20,13,17,7,0,92,3,0,0,8,4,0,0,0,19,13,18,14,29,20,18,9,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,15,14,13,14,3,0,82,4,0,3,5,0,4,0,0,15,19,10,17,17,14,15,3,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,26,23,32,33,28,28,11,0,175,8,0,3,12,6,7,0,0,40,28,26,34,48,35,32,15,0,212
SAL50318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,19,20,9,7,62,0,3,7,7,18,20,9,7,64,241,120,180,243,311,192,87,11,1380,6,8,6,15,16,4,3,6,66,247,136,188,264,342,218,96,20,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14,0,0,3,0,10,0,0,0,19,223,121,209,274,334,224,91,29,1510,8,0,5,10,13,9,4,3,54,237,127,219,280,353,235,93,31,1580,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,10,28,22,11,7,73,0,3,4,12,28,22,11,7,85,468,241,390,513,646,420,176,42,2893,10,10,14,20,21,11,13,9,119,483,260,411,545,691,453,193,51,3094
SAL50319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,6,0,15,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,6,0,15
SAL50320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,57,46,17,155,0,4,0,8,27,57,46,17,163,192,170,185,190,203,236,153,46,1370,16,15,13,29,17,18,19,9,143,209,189,201,232,242,318,216,70,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,10,10,5,0,27,3,3,0,11,10,10,5,0,29,225,190,196,227,285,331,231,84,1763,20,18,18,25,15,24,18,15,152,248,208,219,253,311,360,254,94,1948,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,9,0,17,33,70,50,13,188,4,4,3,17,33,70,50,13,191,416,352,384,415,488,569,382,129,3132,38,35,35,54,35,44,35,24,294,460,395,415,485,550,675,464,170,3624
SAL50321,4,6,6,0,0,0,0,0,14,3,0,3,0,0,0,0,0,10,0,3,12,17,23,39,23,13,137,6,8,19,24,28,39,23,13,158,285,216,279,344,350,277,156,32,1939,8,16,14,18,22,29,14,18,139,299,240,313,385,400,343,200,60,2237,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,3,0,19,6,4,0,4,8,8,3,0,24,291,231,297,375,386,340,154,39,2122,8,14,11,18,16,26,22,4,119,301,248,314,395,406,373,184,50,2269,7,0,3,0,0,0,0,0,14,3,5,3,0,0,0,0,0,9,0,3,17,26,29,43,26,13,159,4,12,23,26,32,43,26,13,183,580,449,577,715,732,621,307,75,4054,21,30,25,33,40,50,40,20,259,602,488,621,780,803,718,379,108,4500
SAL50322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,8,0,0,5,0,5,3,0,0,8,33,20,28,46,52,31,9,6,214,4,0,4,0,3,5,4,0,20,29,23,34,48,58,40,10,6,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,25,25,33,51,50,25,18,9,236,6,0,0,0,3,0,4,0,16,33,26,32,54,54,25,17,9,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,19,0,0,0,0,8,3,0,0,14,59,42,58,93,99,61,25,7,451,9,0,3,0,7,5,5,0,32,71,47,66,101,114,68,28,12,502
SAL50323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,6,0,0,0,0,9,0,3,4,0,0,0,0,0,8,0,8,6,7,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,0,0,0,0,17,0,3,4,4,0,0,0,0,9,0,9,5,8,4,0,0,0,30
SAL50324,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,5,14,9,14,30,9,88,0,7,9,19,9,14,30,9,97,299,497,383,306,237,182,114,27,2048,23,46,32,19,7,17,18,8,162,321,549,425,339,255,212,157,41,2305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,0,0,14,0,0,3,3,4,5,0,0,14,285,535,424,335,273,228,192,48,2323,9,30,23,23,10,15,14,10,129,299,566,447,359,285,247,210,59,2471,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,3,9,19,9,16,33,9,105,3,8,15,19,9,16,33,9,115,583,1032,806,640,512,414,308,74,4369,36,73,54,34,15,30,29,14,291,628,1114,871,701,540,457,371,96,4775
SAL50325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,7,27,0,0,0,0,7,0,8,7,32,105,76,99,140,109,67,27,7,630,0,0,5,4,0,0,0,0,12,106,77,103,151,117,71,30,14,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,116,73,139,149,104,75,30,15,700,0,0,3,3,0,0,0,0,15,113,75,142,159,103,78,32,21,719,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,8,7,28,3,0,0,12,7,6,8,7,36,222,149,238,290,207,145,56,22,1330,3,4,9,9,0,0,0,0,27,223,156,246,307,216,143,62,30,1395
SAL50326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,8,3,0,0,3,0,0,3,0,9
SAL50327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,12,4,3,32,0,0,4,7,8,12,4,3,32,18,25,21,47,63,59,16,0,254,4,7,12,16,16,7,4,0,69,23,34,39,71,93,71,20,4,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,32,51,50,44,5,0,240,10,8,8,13,8,7,5,0,61,32,33,41,63,63,47,12,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,12,4,3,32,0,0,4,6,8,12,4,3,35,45,51,59,99,119,94,20,0,486,15,12,27,25,24,11,4,0,124,60,63,82,132,154,117,35,4,647
SAL50328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,4,0,0,0,0,0,5,0,0,13
SAL50329,0,8,6,5,0,0,0,0,19,0,0,0,0,5,0,0,0,3,3,11,19,45,70,68,30,11,262,3,23,27,49,78,68,30,11,285,373,385,290,339,373,288,157,40,2243,25,37,46,27,29,17,10,13,209,398,446,358,414,480,372,202,60,2735,4,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,8,12,16,7,4,0,52,4,9,8,12,16,7,4,0,64,310,362,341,390,454,392,193,71,2513,28,41,28,30,21,20,30,28,221,341,407,382,428,491,419,223,100,2798,4,13,4,5,0,0,0,0,25,0,0,0,0,5,0,0,0,7,3,14,29,54,90,70,38,9,315,4,27,31,56,93,70,38,9,347,679,750,630,724,830,683,356,110,4762,52,77,73,60,47,37,39,41,429,740,856,733,844,972,792,426,164,5532
SAL50330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,4,0,3,6,24,18,23,25,25,25,9,0,140,0,0,3,0,0,5,0,0,15,24,18,29,24,22,30,8,3,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,28,24,27,17,8,0,153,0,0,3,0,3,0,0,0,9,24,23,24,30,28,18,8,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,0,0,0,0,4,0,3,8,51,33,47,51,48,39,14,0,290,0,0,10,3,0,4,0,0,24,52,33,54,59,53,47,21,7,321
SAL50331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,11,8,4,0,0,44,0,0,0,3,0,0,0,0,6,7,12,10,17,11,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,13,3,8,3,0,0,40,0,0,0,7,0,0,0,0,7,6,10,13,5,3,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,21,17,9,8,0,0,82,0,3,0,8,5,0,0,0,16,15,16,22,23,16,8,0,0,98
SAL50332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,6,3,5,3,3,0,19,0,0,0,3,0,0,0,0,3,0,0,6,8,3,6,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,7,0,0,19,0,0,0,0,0,0,0,0,3,0,0,3,3,5,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,3,9,7,7,5,3,41,0,0,0,7,0,0,0,0,3,0,3,9,12,7,12,5,3,45
SAL50333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,11,12,19,13,4,0,62,0,0,0,0,0,0,0,0,3,6,4,8,12,21,13,4,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,11,0,3,0,43,0,0,0,0,0,0,0,0,0,0,3,7,9,11,6,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,9,15,19,35,10,5,0,97,0,0,0,0,0,0,0,0,3,6,10,19,19,33,14,5,0,105
SAL50334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,0,0,21,0,0,0,6,7,10,0,0,22,23,17,20,41,61,52,25,3,241,5,0,4,12,19,16,5,0,53,28,11,28,58,85,77,32,3,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,15,18,15,44,54,52,17,5,225,4,3,0,14,17,5,7,0,52,21,24,24,57,71,58,21,6,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,9,0,0,24,0,0,0,6,11,9,0,0,26,42,32,36,87,117,106,38,8,466,8,10,4,27,30,17,5,0,112,47,38,52,118,156,134,49,5,598
SAL50335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,6,9,12,11,20,11,7,0,67,0,4,0,0,4,0,0,0,15,7,10,9,10,23,8,4,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,11,6,12,10,7,0,61,0,0,3,5,0,0,0,0,8,5,12,13,10,9,9,10,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,15,19,18,13,30,24,12,0,129,0,4,3,4,3,0,3,0,22,20,25,22,18,35,26,15,0,152
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,6,6,0,0,21,0,0,0,4,4,0,0,0,8,4,5,4,6,5,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,16,6,3,0,0,50,0,0,0,3,4,0,0,0,13,3,8,3,21,14,9,0,4,57
SAL50338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,11,30,21,15,11,14,0,0,90,0,0,6,0,0,0,0,0,11,11,34,21,11,15,14,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,23,27,18,6,12,8,0,0,98,0,8,0,0,4,0,0,0,8,23,36,18,10,15,13,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,33,59,36,18,21,24,0,0,190,0,4,6,0,4,0,0,0,18,33,63,39,24,31,23,3,0,217
SAL50339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,11
