SAL_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SAL50168,0,0,0,0,0,0,0,0,0,8,3,0,16,0,0,0,13,5,0,16
SAL50169,0,0,0,0,0,0,0,0,3,6,14,3,26,6,0,6,30,12,0,41
SAL50170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50171,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
SAL50172,0,0,0,0,0,0,0,0,0,10,11,4,21,0,3,3,25,21,0,41
SAL50173,0,0,0,0,0,0,0,0,0,130,71,13,212,6,3,13,226,56,0,278
SAL50174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL50175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50177,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,4,0,0,7
SAL50178,0,0,0,0,0,0,0,0,0,31,24,3,60,3,4,10,70,40,0,109
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,0,0,0,0,0,0,0,0,0,32,31,0,63,0,5,5,67,39,0,105
SAL50181,0,0,0,0,0,0,0,0,0,7,6,4,11,0,0,0,16,0,0,23
SAL50182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50183,0,0,0,0,0,0,0,0,0,41,54,13,104,0,6,6,113,44,0,152
SAL50184,0,0,0,0,0,0,0,0,0,7,4,0,11,0,0,0,11,3,0,16
SAL50185,0,0,0,0,0,0,0,0,0,25,9,0,28,0,0,4,38,17,0,58
SAL50186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50187,0,0,0,0,0,0,0,3,3,53,46,5,104,0,11,17,115,98,7,223
SAL50188,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
SAL50189,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,10,0,16
SAL50190,0,0,0,0,0,0,6,12,19,69,30,3,96,3,10,7,109,77,15,198
SAL50191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11
SAL50193,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL50196,0,0,0,0,0,0,0,0,0,3,3,0,9,0,4,3,11,13,0,23
SAL50197,0,0,0,0,0,0,0,0,5,15,11,0,29,0,0,0,32,24,0,54
SAL50198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50200,0,0,0,0,0,0,0,0,0,42,16,4,61,0,3,5,61,12,0,75
SAL50201,0,0,0,0,0,0,0,0,0,92,59,10,161,0,3,3,165,92,0,256
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6
SAL50205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50207,0,0,0,0,0,0,0,0,4,96,55,4,153,3,0,7,168,63,4,233
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50210,0,0,0,0,0,0,0,0,0,58,26,4,88,0,3,5,92,35,0,130
SAL50211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,0,0,0,0,0,0,0,0,0,6,6,0,15,0,0,0,16,6,0,25
SAL50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50219,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SAL50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50221,0,0,0,0,0,0,0,0,0,29,21,0,45,0,4,0,45,13,0,65
SAL50222,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,6
SAL50223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50226,0,0,0,0,0,0,0,0,0,36,13,0,56,0,7,4,59,24,0,87
SAL50227,0,0,0,0,0,0,0,0,0,15,4,0,17,0,0,0,15,7,0,21
SAL50228,0,0,0,0,0,0,0,0,0,18,22,0,38,3,0,3,43,31,0,71
SAL50229,0,0,0,0,0,3,4,0,13,283,234,29,548,29,25,60,601,256,0,863
SAL50230,0,3,0,0,0,3,5,6,11,288,207,30,528,17,22,35,568,232,4,806
SAL50231,0,0,0,0,0,0,6,6,12,94,48,11,144,4,8,16,163,96,6,269
SAL50232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50234,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,5
SAL50235,0,0,0,0,0,0,0,0,0,24,14,9,44,5,9,9,61,64,0,122
SAL50236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50238,0,0,0,0,0,0,7,0,11,4,0,3,3,0,0,0,3,34,0,42
SAL50239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50240,0,0,0,0,0,3,0,4,4,85,62,10,154,13,6,25,181,125,4,309
SAL50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50245,0,5,0,0,0,5,3,4,8,383,274,35,696,14,21,32,730,293,12,1034
SAL50246,0,0,0,0,0,0,0,0,5,61,49,6,119,8,3,10,129,75,5,203
SAL50247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50248,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,3,7,0,11
SAL50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50251,0,0,0,0,0,0,0,0,0,39,39,5,86,3,0,4,88,42,0,130
SAL50252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL50253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50255,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,0,11,3,0,11
SAL50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SAL50260,0,0,0,0,0,0,0,0,0,10,6,0,15,0,4,4,16,3,0,20
SAL50261,0,0,0,0,0,0,4,0,6,72,81,17,178,5,13,17,194,190,4,381
SAL50262,0,0,0,0,0,0,0,0,0,74,50,5,137,0,0,0,136,51,0,186
SAL50263,0,0,0,0,0,0,0,0,6,84,59,3,139,0,5,14,155,93,0,249
SAL50264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50265,0,0,0,0,0,0,0,0,0,9,4,0,13,0,0,0,13,11,0,27
SAL50266,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL50267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SAL50268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50269,0,0,0,0,0,0,0,0,0,109,76,10,191,3,9,13,195,64,0,264
SAL50270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50273,0,0,0,0,0,0,0,0,0,42,38,3,88,0,0,5,88,52,0,148
SAL50274,0,0,0,0,0,0,0,0,0,4,4,0,13,0,0,0,15,10,0,22
SAL50275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50277,0,4,0,0,0,4,0,0,7,75,58,8,141,6,0,5,146,84,0,232
SAL50278,0,0,0,0,0,0,0,0,0,9,14,0,22,0,0,0,21,19,0,44
SAL50279,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,8,0,14
SAL50280,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5
SAL50281,0,0,0,0,0,0,0,0,0,23,7,0,35,0,0,0,39,24,0,58
SAL50282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50290,0,0,0,0,0,0,0,0,0,29,18,0,51,5,0,5,51,24,0,70
SAL50291,0,0,0,0,0,0,0,0,3,11,0,0,14,0,0,0,14,10,0,24
