SAL_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SAL50292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50293,0,0,0,0,0,0,0,0,0,58,34,0,96,5,3,3,100,42,0,143
SAL50294,0,0,0,0,0,0,0,0,0,51,35,0,88,0,0,0,87,59,0,142
SAL50295,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,0,15
SAL50296,0,0,0,0,0,0,0,3,3,124,96,8,227,9,9,18,245,99,6,348
SAL50297,0,3,0,0,0,3,0,5,8,310,243,30,581,32,17,47,632,264,6,901
SAL50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50301,0,0,0,0,0,0,4,0,11,122,84,9,214,14,15,36,247,190,5,442
SAL50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50304,0,0,0,0,0,0,0,0,0,25,14,4,39,0,4,4,44,8,0,48
SAL50305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50307,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,3,0,4
SAL50308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50309,0,0,0,0,0,0,0,0,0,20,14,3,38,0,0,0,38,22,0,60
SAL50310,0,0,0,0,0,0,0,0,4,65,75,8,154,18,11,25,184,164,3,356
SAL50311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50312,0,0,0,0,0,0,0,0,0,11,4,0,9,0,0,0,15,8,0,20
SAL50313,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,7,0,0,8
SAL50314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50316,0,0,0,0,0,0,0,5,7,189,116,16,314,7,14,17,335,124,5,464
SAL50317,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,7
SAL50318,0,0,0,0,0,0,0,0,0,55,27,6,89,0,4,4,92,22,0,116
SAL50319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50320,0,0,0,0,0,0,0,3,6,38,47,5,92,7,20,23,113,137,14,262
SAL50321,0,0,0,0,0,0,0,0,0,44,31,8,78,0,0,6,86,44,3,125
SAL50322,0,0,0,0,0,0,0,0,3,9,0,6,9,0,0,4,11,19,0,28
SAL50323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50324,0,0,0,0,0,0,0,0,3,106,87,8,199,6,13,20,217,123,3,346
SAL50325,0,0,0,0,0,0,0,0,0,11,9,0,26,0,0,0,25,11,0,37
SAL50326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50327,0,0,0,0,0,0,0,6,6,7,4,0,14,0,0,0,19,17,0,38
SAL50328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50329,0,0,0,0,0,0,7,4,5,95,77,12,185,14,18,34,219,204,7,431
SAL50330,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,9,8,0,15
SAL50331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,5
SAL50335,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,6
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50340,0,0,0,0,0,0,0,0,0,4,9,0,10,6,0,6,12,0,0,12
SAL50341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL50342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50343,0,0,0,0,0,0,0,0,0,82,66,5,146,8,3,8,160,52,0,210
SAL50344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50347,0,0,0,0,0,0,0,0,0,19,32,0,50,0,0,0,57,8,0,66
SAL50348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50350,0,0,0,0,0,0,0,0,3,131,103,10,242,3,10,18,251,109,5,365
SAL50351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,18
SAL50353,0,0,0,0,0,0,0,0,0,19,16,0,32,3,0,3,38,17,0,54
SAL50354,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,0,0,6
SAL50355,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAL50356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50357,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,8,0,9
SAL50358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50364,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,9,8,0,20
SAL50365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50367,0,0,0,0,0,0,0,5,5,129,72,7,214,3,5,6,225,62,5,291
SAL50368,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,5
SAL50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50371,0,0,0,0,0,0,0,0,0,20,15,3,36,0,0,0,42,12,0,48
SAL50372,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,0,3
SAL50373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50374,0,0,0,0,0,0,0,0,0,23,33,3,60,0,0,0,60,33,0,95
SAL50375,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,0,6,5,0,12
SAL50376,0,0,0,0,0,0,0,5,6,170,125,21,315,12,14,23,337,131,5,470
SAL50377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50378,0,0,0,0,0,0,0,0,0,6,5,0,12,0,0,0,18,3,0,16
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,0,0,0,0,0,0,6,3,10,4,11,6,25,9,8,16,35,53,3,89
SAL50381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50382,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,4
SAL50383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50384,0,0,0,0,0,0,0,3,3,83,72,15,165,0,12,15,183,52,4,236
SAL50385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50386,0,0,0,0,0,0,0,0,0,10,8,0,23,0,0,0,23,10,0,26
SAL50387,0,0,0,0,0,0,0,0,0,10,5,0,12,0,0,0,12,3,0,11
SAL50388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
SAL50389,0,0,0,0,0,0,0,0,0,11,4,4,20,0,0,0,20,13,0,30
SAL50390,0,0,0,0,0,0,0,0,0,48,27,0,71,0,0,0,75,35,0,110
SAL50391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50396,0,4,0,0,0,4,0,0,9,68,72,9,152,23,8,32,175,89,3,271
SAL50397,0,0,0,0,0,0,0,0,0,66,55,0,122,4,0,4,127,38,0,168
SAL50398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50399,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,16
SAL50400,0,0,0,0,0,0,0,0,0,13,6,0,19,0,0,0,22,9,0,25
SAL50401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50402,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SAL50403,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,11,3,0,15
SAL50404,0,0,0,0,0,0,0,0,0,27,53,5,79,0,0,4,83,33,3,120
SAL50405,0,0,0,0,0,0,0,0,0,24,7,3,41,7,0,7,48,79,0,123
SAL50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50407,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SAL50408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50409,0,3,0,0,0,4,3,0,8,292,240,16,547,22,13,32,577,358,9,944
SAL50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50415,0,0,0,0,0,0,0,0,0,50,16,0,67,3,0,3,67,20,0,91
SAL50416,0,0,0,0,0,0,0,0,0,15,19,0,38,0,0,0,38,16,0,50
SAL50417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50419,0,0,0,0,0,0,0,0,0,16,34,12,57,3,3,4,65,62,0,123
SAL50420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,0,0,0,0,0,0,0,0,0,137,97,7,240,11,10,16,251,116,0,371
SAL50424,0,0,0,0,0,0,0,0,3,4,3,0,7,0,0,0,7,10,0,17
SAL50425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50426,0,0,0,0,0,0,0,0,0,28,17,0,43,0,0,0,42,15,0,57
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50431,0,0,0,0,0,0,0,5,4,89,79,10,180,14,19,27,208,136,3,348
SAL50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50435,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,6,8,0,14
SAL50436,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,6
SAL50437,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,6,0,3
SAL50438,0,0,0,0,0,0,3,0,3,228,148,6,384,11,7,18,400,121,4,521
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50441,0,4,0,0,0,4,0,0,4,65,91,13,170,0,4,6,171,49,0,223
SAL50442,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,11
SAL50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50446,0,0,0,0,0,0,0,0,0,5,0,4,8,0,0,0,8,8,0,11
SAL50447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50450,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5
SAL50451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50452,0,0,0,0,0,0,0,0,0,56,51,8,118,3,3,6,122,78,0,205
SAL50453,0,0,0,0,0,0,0,7,7,64,41,9,117,8,7,16,130,67,12,206
SAL50454,0,0,0,0,0,0,0,0,0,4,6,0,10,4,0,4,16,12,0,24
SAL50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50457,0,0,0,0,0,0,0,0,0,108,71,3,185,6,3,7,192,65,0,259
SAL50458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50464,0,0,0,0,0,0,0,4,4,102,43,3,152,0,6,9,164,91,0,252
SAL50465,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,0,5
SAL50466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50467,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,10
SAL50468,0,0,0,0,0,0,0,4,4,97,84,11,188,9,8,14,205,125,4,330
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50472,0,6,0,0,0,6,3,0,7,143,113,19,269,14,7,21,290,117,3,410
SAL50473,0,0,0,0,0,0,0,0,0,61,48,0,112,6,7,15,129,64,0,199
SAL50474,0,0,0,0,0,0,0,0,0,60,51,6,113,0,7,8,120,38,0,167
SAL50475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50476,0,0,0,0,0,0,0,0,0,68,56,6,126,3,3,6,135,48,0,184
SAL50477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50480,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,6
SAL50481,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,8,9,0,12
SAL50482,6,6,0,0,0,6,11,5,18,472,322,49,843,33,30,67,910,380,7,1297
SAL50483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50484,0,0,0,0,0,0,0,0,3,60,34,4,100,6,6,9,108,73,0,180
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50486,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,0,7
SAL50487,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,6
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50491,0,0,0,0,0,0,0,0,5,44,56,0,107,5,5,12,122,79,0,202
SAL50492,0,0,0,0,0,0,0,0,0,27,14,4,45,0,0,5,49,31,0,78
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50497,0,0,0,0,0,0,0,0,0,26,19,0,50,0,4,4,50,13,0,68
SAL50498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50500,0,3,0,0,0,0,0,0,3,63,66,9,140,3,15,16,156,92,0,247
SAL50501,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,5
SAL50502,0,0,0,0,0,0,0,0,3,51,50,6,116,6,0,6,113,68,0,183
SAL50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50508,0,0,0,0,0,0,0,0,0,11,8,6,20,0,0,5,26,43,0,69
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50510,0,0,0,0,0,0,0,0,3,87,59,6,150,3,4,6,156,62,0,223
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,10,0,0,14
SAL50513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50517,0,0,0,0,0,0,0,0,0,14,9,0,27,0,0,0,31,24,0,51
SAL50518,4,4,0,0,0,4,0,0,8,231,161,20,414,24,25,45,460,210,9,682
SAL50519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SAL50521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50522,0,0,0,0,0,0,3,0,5,113,98,7,214,4,3,8,218,107,0,331
SAL50523,0,0,0,0,0,0,0,0,0,16,12,0,24,5,5,3,28,28,0,62
SAL50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50525,0,0,0,0,0,0,0,0,0,6,12,0,14,0,0,0,14,12,0,25
SAL50526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50527,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4
SAL50528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50533,0,0,0,0,0,0,0,0,0,29,8,4,39,0,0,0,36,20,0,57
SAL50534,0,0,0,0,0,0,0,3,3,43,42,7,92,4,7,9,99,67,3,167
SAL50535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50536,0,0,0,0,0,0,0,0,0,38,34,0,73,0,7,11,81,60,5,140
SAL50537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50539,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,11
SAL50540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50542,0,0,0,0,0,0,0,0,0,16,17,5,31,0,6,4,39,27,0,63
SAL50543,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4
SAL50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,0,0,0,0,0,0,0,0,0,11,8,0,22,0,0,0,21,6,0,30
SAL50549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50550,0,0,0,0,0,0,3,3,12,129,115,25,262,12,25,33,298,289,3,594
SAL50551,0,0,0,0,0,0,0,0,0,21,10,3,32,0,0,0,31,23,7,55
SAL50552,0,0,0,0,0,0,0,0,0,37,22,4,60,0,0,4,68,29,0,95
SAL50553,0,0,0,0,0,0,0,0,0,44,51,9,102,4,4,15,115,61,3,183
SAL50554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50556,0,0,0,0,0,0,0,0,0,23,18,6,41,4,0,4,41,27,3,74
SAL50557,0,0,0,0,0,0,0,0,0,18,15,0,32,0,0,0,38,14,0,47
SAL50558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50559,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL50560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50561,0,0,0,0,0,0,0,0,0,7,3,0,18,0,0,6,16,12,0,27
SAL50562,0,0,0,0,0,0,0,0,0,9,3,0,18,0,0,0,18,0,0,17
SAL50563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50564,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,5,0,11
SAL50565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50566,0,6,0,0,0,6,0,3,8,124,92,17,241,11,3,19,256,98,6,356
SAL50567,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,3
SAL50568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50569,0,0,0,0,0,0,0,0,0,5,6,0,8,0,0,0,12,7,0,15
SAL50570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50571,0,0,0,0,0,0,0,0,0,27,10,0,43,0,0,5,43,32,0,72
SAL50572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,0,3,0,0,0,3,7,10,26,307,223,36,565,50,42,88,652,487,24,1166
SAL50575,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9
SAL50576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50577,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3
SAL50578,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,6,0,0,6
SAL50579,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,7
SAL50580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,11
SAL50583,0,5,0,0,0,5,0,3,8,109,149,25,280,25,18,38,323,263,3,585
SAL50584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50585,0,0,0,0,0,0,0,0,0,41,30,6,75,3,5,6,82,28,0,108
SAL50586,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,5,5,0,10
SAL50587,0,0,0,0,0,0,0,0,3,142,112,14,270,12,9,17,288,134,5,419
SAL50588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
