SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL50301,0,3,18,23,29,29,42,64,43,249,0,3,18,14,12,18,14,3,0,88,30,66,155,103,82,72,64,35,18,627,260,684,1768,1345,1023,839,616,357,197,7092
SAL50302,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,3,6,0,31
SAL50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50304,0,0,0,0,0,4,4,3,0,24,0,0,0,0,0,0,3,0,0,9,6,9,21,21,6,16,8,0,0,97,39,214,471,218,161,125,84,36,6,1350
SAL50305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,13,0,6,10,0,0,0,0,0,0,15
SAL50306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,5,14,9,3,3,36
SAL50307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,17,9,21,21,3,0,82
SAL50308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,3,4,3,0,0,12
SAL50309,0,0,4,3,0,3,6,4,0,27,0,0,0,5,12,6,0,0,0,22,4,12,32,29,24,14,11,9,0,124,44,110,317,328,272,195,150,60,14,1483
SAL50310,3,4,3,7,13,31,88,89,39,270,0,0,0,4,0,0,9,3,0,21,55,26,72,84,82,75,95,82,58,626,236,369,837,839,928,1050,1050,521,169,6002
SAL50311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,6,10,8,9,0,0,47
SAL50312,0,0,0,0,0,0,0,10,4,20,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,5,4,22,17,33,90,92,81,87,66,53,23,543
SAL50313,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,17,6,10,20,17,31,45,40,7,0,177
SAL50314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,6,11,3,5,36
SAL50315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,15
SAL50316,4,0,7,5,17,24,25,50,54,186,0,0,7,9,4,4,3,4,3,40,17,33,126,100,72,84,103,162,248,944,313,1229,2757,2116,1547,1512,1513,901,628,12510
SAL50317,0,0,0,0,0,6,4,3,0,12,0,0,0,0,0,0,0,0,0,0,4,3,0,3,12,6,6,0,0,34,8,11,26,34,48,35,32,15,0,206
SAL50318,0,0,0,0,0,3,14,11,0,30,0,0,0,0,0,0,0,0,0,6,8,9,15,14,24,24,10,13,7,121,105,237,259,411,545,691,453,193,51,2946
SAL50319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,6,0,15
SAL50320,0,0,0,12,10,26,50,57,27,189,0,0,0,3,3,0,0,0,0,9,13,21,38,31,53,41,57,54,35,343,123,220,393,415,485,550,675,466,170,3501
SAL50321,0,0,0,0,4,12,51,72,24,170,3,0,0,0,0,3,10,13,3,33,7,13,31,24,37,39,59,47,17,272,136,290,485,621,780,803,714,379,108,4325
SAL50322,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,6,8,8,5,5,0,29,23,20,47,66,101,114,68,28,12,478
SAL50323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,9,0,0,9,5,8,4,0,0,0,30
SAL50324,0,0,4,3,12,16,47,65,14,165,0,0,4,3,0,5,7,0,0,25,12,21,82,53,44,19,41,37,22,336,114,400,1114,871,697,540,454,371,96,4666
SAL50325,0,0,0,0,0,0,3,3,3,21,0,0,0,4,0,0,0,0,0,6,0,0,12,14,14,4,0,0,5,50,41,119,156,246,307,214,143,62,30,1323
SAL50326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,0,3,0,9
SAL50327,0,0,0,0,0,5,15,4,3,33,0,0,0,0,0,0,0,3,0,7,8,3,13,25,29,29,20,7,0,143,27,29,63,84,132,154,115,35,4,637
SAL50328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,13
SAL50329,0,0,6,9,17,30,51,49,29,192,0,0,4,4,3,3,5,4,4,28,31,19,78,72,64,54,60,63,49,492,207,360,853,733,842,975,793,426,164,5361
SAL50330,0,0,0,0,0,0,3,5,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,5,0,0,24,12,25,34,54,59,53,47,21,7,305
SAL50331,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,0,0,0,16,0,11,16,22,23,16,8,0,0,100
SAL50332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,3,9,12,7,12,5,3,45
SAL50333,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,19,19,33,14,5,0,105
SAL50334,0,0,0,0,5,0,6,10,0,22,0,0,0,0,0,0,0,0,0,3,6,0,8,4,27,30,19,9,0,112,26,9,38,52,118,156,134,49,5,590
SAL50335,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,3,0,0,20,3,16,25,22,18,35,26,15,0,152
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50337,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,8,8,3,21,14,9,0,4,58
SAL50338,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,5,0,0,0,16,9,25,66,39,24,31,23,3,0,214
SAL50339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,11
SAL50340,0,0,0,0,0,0,3,9,9,32,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10,9,8,0,10,46,20,33,75,71,74,94,118,68,40,589
SAL50341,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,8,3,8,38,33,17,18,9,3,0,120
SAL50342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,4,5,7,0,0,0,0,0,0,14
SAL50343,0,0,0,0,0,0,0,11,12,31,0,0,0,0,0,0,0,0,0,4,10,18,58,49,31,57,40,48,54,362,203,442,892,824,1063,1082,919,550,210,6194
SAL50344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,6,3,9,11,5,13,3,4,0,0,44
SAL50345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,6,0,0,0,18
SAL50346,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,3,7,13,10,13,0,0,48
SAL50347,0,0,0,0,0,0,0,10,7,12,0,0,0,0,0,0,0,0,0,0,7,7,23,53,40,30,13,15,0,194,40,54,217,494,376,288,185,74,23,1759
SAL50348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,16
SAL50349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,6,7,9,0,0,0,30
SAL50350,0,0,10,4,11,16,25,17,4,85,0,0,0,0,9,0,0,4,0,16,6,10,47,32,29,22,14,21,18,209,123,342,1242,1036,740,618,541,270,68,4989
SAL50351,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,4,11,3,4,3,35
SAL50352,0,0,0,0,0,0,8,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,12,3,3,5,53,12,18,40,63,62,72,62,44,4,381
SAL50353,0,0,0,0,0,4,5,0,4,14,0,0,0,0,0,0,0,0,0,7,34,63,37,27,6,6,20,9,4,204,667,1087,743,353,146,156,251,182,52,3642
SAL50354,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,10,0,0,27,8,14,26,32,45,39,44,12,7,220
SAL50355,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,9,7,9,13,20,28,23,14,0,123
SAL50356,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,3,24,28,19,3,0,87
SAL50357,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,9,3,36,8,16,37,42,60,91,85,31,7,380
SAL50358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,4,4,0,0,17
SAL50359,0,0,0,0,0,0,6,5,0,8,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,7,10,0,0,27,0,9,9,5,14,22,52,11,0,134
SAL50360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,8,0,0,23
SAL50361,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,14,7,0,5,0,0,0,37
SAL50362,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,5,0,12
SAL50363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,20,12,5,0,0,0,63,0,18,53,36,23,5,0,0,0,136
SAL50364,0,0,5,0,0,6,8,6,9,29,0,0,0,0,0,0,0,0,0,0,6,5,6,12,5,7,6,0,3,53,30,38,111,80,90,91,85,45,24,591
SAL50365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,9,5,0,3,6,12,9,12,4,0,49
SAL50366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,19
SAL50367,0,0,0,8,4,6,18,19,5,66,0,0,4,0,3,0,3,0,0,15,8,11,38,22,43,28,26,20,10,208,213,505,792,797,1128,1036,545,264,67,5345
SAL50368,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,12,9,7,16,12,20,37,20,11,0,130
SAL50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,3,0,25
SAL50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,0,0,14,0,3,6,6,6,6,3,0,0,32
SAL50371,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,12,14,0,7,3,0,45,35,110,180,219,230,177,147,90,17,1207
SAL50372,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,4,3,7,0,5,7,10,0,0,36,8,8,14,9,45,49,39,15,3,182
SAL50373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,4,0,4,15,12,6,5,46
SAL50374,0,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,4,11,8,13,8,17,16,22,21,5,111,138,277,261,452,657,583,558,319,92,3334
SAL50375,0,0,0,0,0,8,3,4,3,21,0,0,0,0,0,0,0,0,0,0,0,9,18,26,16,13,13,11,0,102,16,45,120,133,81,99,63,42,25,622
SAL50376,0,3,3,12,13,10,31,35,7,117,0,0,0,3,0,0,4,3,0,18,34,29,51,77,68,50,35,25,6,368,333,552,1187,1460,1421,955,608,293,48,6854
SAL50377,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,0,16,4,11,16,10,25,30,11,0,3,121
SAL50378,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,0,26,28,28,17,8,0,0,117,27,41,163,235,223,156,35,13,0,886
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,4,3,6,0,3,6,7,6,3,41,3,0,0,0,0,0,0,0,0,7,0,4,27,14,11,13,0,8,0,89,48,69,184,147,111,95,38,20,7,727
SAL50381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,0,15
SAL50382,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9,5,0,0,0,16,13,15,34,28,41,53,34,31,0,249
SAL50383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,4,0,0,0,14,0,0,3,4,10,5,5,4,4,30
SAL50384,0,0,4,8,27,23,38,30,7,142,0,0,0,13,20,41,9,6,4,96,18,21,16,41,32,18,20,14,6,187,284,536,710,1155,1266,685,386,214,54,5290
SAL50385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,15
SAL50386,0,0,0,0,0,0,8,3,6,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,16,15,35,64,65,86,69,63,42,11,446
SAL50387,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,3,6,9,11,4,3,0,39,29,28,60,63,129,129,77,22,10,545
SAL50388,0,0,0,0,0,0,0,3,7,15,0,0,0,0,0,0,0,0,0,4,0,0,8,11,4,12,0,0,3,34,5,17,27,48,51,63,48,26,12,302
SAL50389,0,0,0,3,4,0,6,12,0,27,0,0,0,0,0,0,0,0,0,0,0,4,9,7,7,9,6,4,0,48,53,102,184,190,226,237,154,53,10,1218
SAL50390,0,0,0,0,0,0,6,8,3,21,0,0,0,0,0,0,0,0,0,0,4,4,9,14,24,25,22,24,3,129,93,147,233,492,568,521,445,255,58,2816
SAL50391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,5,20,0,0,35
SAL50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,9
SAL50393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,12,9,0,0,0,29
SAL50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,15
SAL50395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,0,8
SAL50396,5,0,6,5,10,3,36,47,14,126,0,0,0,0,0,0,0,0,0,0,28,14,41,52,72,47,36,27,16,332,177,277,692,859,910,878,1094,501,63,5444
SAL50397,0,0,9,18,14,10,12,6,5,63,0,3,8,13,12,4,4,0,0,53,3,19,60,48,17,15,3,7,0,166,108,328,1377,1155,504,253,145,26,6,3906
SAL50398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,4,5,0,5,0,0,26
SAL50399,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,9,6,7,7,0,0,0,29,10,12,22,34,47,73,28,9,0,239
SAL50400,0,0,0,0,0,0,3,5,4,17,0,0,0,0,0,0,0,0,0,0,5,3,0,18,11,6,4,3,0,48,34,53,95,142,166,128,53,23,3,699
SAL50401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,7,15,11,17,4,0,51
SAL50402,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,5,17,17,13,8,0,0,73
SAL50403,0,0,0,0,5,0,11,5,0,23,0,0,0,0,0,0,0,0,0,4,3,9,13,19,15,22,15,15,5,117,16,42,127,98,101,140,135,65,8,722
SAL50404,0,0,0,4,4,3,7,18,9,55,0,0,0,0,0,0,0,0,0,4,15,10,25,27,43,38,39,29,15,229,60,65,191,308,318,370,422,271,106,2105
SAL50405,9,5,9,11,22,18,18,18,4,103,0,0,6,0,10,0,3,5,6,31,43,62,132,103,110,96,66,23,8,638,112,223,554,418,430,413,271,87,24,2535
SAL50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,12
SAL50407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,11,0,0,10,6,16,16,16,6,0,70
SAL50408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,8,4,0,0,24
SAL50409,0,6,25,38,43,106,185,300,198,895,0,0,15,22,36,44,40,50,42,244,41,58,128,135,133,111,140,124,78,951,569,1470,2965,3119,3314,3064,2529,1846,817,19698
SAL50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,7
SAL50411,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,4,5,3,0,21,4,7,15,25,31,37,25,9,0,155
SAL50412,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,15,0,7,10,23,29,20,23,4,0,117
SAL50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
SAL50414,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,5,6,10,5,0,0,60
SAL50415,0,0,3,6,11,3,8,0,0,31,3,0,0,0,0,0,0,0,0,9,28,18,77,99,81,49,22,3,0,383,77,134,537,633,495,306,114,21,4,2325
SAL50416,0,0,5,0,3,11,14,16,7,54,0,0,0,0,0,0,0,3,0,0,4,4,12,9,16,29,12,14,0,110,31,43,111,142,170,251,235,125,24,1128
SAL50417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,11,7,15,0,0,0,41
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
SAL50419,3,0,0,5,6,4,26,43,20,112,0,0,4,0,0,6,0,0,4,14,7,3,13,27,18,20,37,30,10,173,76,112,281,359,357,420,421,259,100,2385
SAL50420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,12,0,0,10,5,3,9,7,0,0,39
SAL50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,0,0,0,17,0,9,7,5,11,18,13,5,0,67
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,0,0,0,5,11,8,21,38,30,112,0,0,0,0,3,10,8,8,0,38,16,19,101,70,46,49,32,30,19,371,219,504,1530,1476,1271,1021,663,334,164,7181
SAL50424,0,0,0,0,0,3,3,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,11,6,0,35,3,29,26,58,56,40,90,41,10,346
SAL50425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,10,6,7,7,0,0,39
SAL50426,0,0,0,0,0,5,4,9,4,22,0,0,0,0,0,0,0,0,0,0,4,6,13,18,17,9,4,3,0,77,49,62,245,211,233,156,130,44,12,1142
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SAL50428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,5,0,4,5,10,9,0,0,28
SAL50429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,0,0,0,24
SAL50430,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,9,15,5,7,7,0,51
SAL50431,5,0,4,11,16,17,53,102,47,257,0,0,0,0,4,0,6,0,0,17,24,19,41,58,58,58,80,86,88,509,167,326,595,623,835,1024,1176,809,341,5885
SAL50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,6,0,23
SAL50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,5,0,0,26,0,0,3,4,21,11,8,3,0,42
SAL50434,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,9,0,7,3,0,4,0,26
SAL50435,0,0,0,0,0,0,5,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,14,4,5,0,37,11,8,21,19,38,56,40,20,6,219
SAL50436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,10,18,20,38,19,4,5,123
SAL50437,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,6,14,5,0,57,5,7,40,31,43,47,50,26,0,244
SAL50438,4,0,0,3,6,10,29,60,63,165,0,0,3,5,3,4,4,4,3,24,11,11,51,64,70,53,71,75,24,434,361,670,1184,2270,2324,1773,1956,988,314,11837
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3
SAL50441,0,4,5,3,4,0,9,14,13,51,0,0,0,0,0,0,0,0,0,4,17,15,67,91,62,56,32,47,12,400,128,165,653,1038,881,681,765,401,96,4816
SAL50442,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,5,0,0,4,0,0,4,9,0,0,18,8,7,33,23,20,18,16,6,0,131
SAL50443,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,7,5,3,10,8,12,6,0,45
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SAL50445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,5,0,5,5,5,0,20
SAL50446,0,0,0,0,0,6,3,8,10,26,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,6,10,5,0,36,13,10,52,53,72,86,83,32,16,416
SAL50447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,11,0,0,4,11,10,21,39,16,3,102
SAL50448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,7,7,5,3,6,0,35
SAL50449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,3,0,22
SAL50450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10,4,0,17,6,17,9,7,5,0,73
SAL50451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,8,3,6,6,4,0,32
SAL50452,0,0,0,6,7,14,30,58,39,162,0,0,0,0,0,0,0,4,6,15,5,8,35,29,31,28,35,29,12,207,84,230,475,438,509,548,532,380,137,3331
SAL50453,0,6,9,18,30,34,25,27,9,159,0,4,8,17,14,15,12,4,0,78,7,41,117,64,33,28,15,18,10,329,114,566,1514,1059,653,543,334,132,47,4955
SAL50454,0,0,0,0,0,9,7,8,0,33,0,0,0,0,3,0,0,0,0,7,3,7,7,7,12,7,9,4,0,64,22,38,91,105,90,112,83,37,12,594
