SAL_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL50879,271,279,546,8,14,22,0,0,0,3,3,9,0,4,5,0,0,0,82,85,166,0,0,0,4,0,4,0,0,0,0,0,0,87,91,181,3,7,9,6,0,6,102,104,209,24,9,33,401,392,792
SAL50880,222,197,419,37,32,72,4,4,4,0,0,0,0,4,0,0,0,3,95,89,181,0,0,0,0,0,0,0,0,0,0,0,0,97,96,194,9,3,15,6,6,7,147,135,288,33,29,63,402,362,763
SAL50881,1410,1440,2855,94,115,217,5,3,4,3,8,10,9,9,19,0,0,0,444,425,870,3,10,12,5,10,11,0,0,0,0,0,0,472,455,932,23,42,69,22,15,32,615,621,1236,89,73,161,2111,2139,4250
SAL50882,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,6,11,0,0,0,11,4,12
SAL50883,15,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,5,9,6,5,5,17,25,48
SAL50884,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,4,14,0,0,0,0,0,0,11,4,13,4,0,4,17,4,21
SAL50885,13,12,31,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,3,0,9,0,0,0,21,12,34
SAL50886,13,11,21,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,15,14,28
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,7,8,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,15,11,20
SAL50889,19,17,31,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,36,31,65,0,0,0,0,0,0,0,0,0,0,0,0,35,34,68,0,0,0,0,0,0,37,35,73,5,3,11,64,54,114
SAL50890,1563,1706,3267,250,283,530,45,46,95,25,46,68,44,50,96,9,14,26,1229,1474,2710,10,20,27,8,12,23,0,3,7,0,0,0,1385,1663,3050,173,210,389,82,104,188,1891,2259,4149,505,503,1007,3956,4468,8420
SAL50891,1177,1164,2341,294,335,629,13,10,21,8,0,9,9,4,20,3,4,10,302,335,633,0,4,9,0,0,4,0,0,0,0,0,0,341,363,702,33,28,59,8,17,27,675,744,1418,146,132,276,2004,2036,4040
SAL50892,14,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,5,0,9,3,5,4,23,22,42
SAL50893,1120,1176,2300,84,85,170,4,11,16,21,19,38,12,9,23,8,6,12,512,576,1084,0,6,7,3,0,4,0,0,0,0,0,0,561,619,1184,71,82,153,15,15,27,728,799,1529,77,72,150,1925,2052,3973
SAL50894,47,47,92,3,5,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,8,7,14,0,0,8,57,56,113
SAL50895,45,34,77,10,8,18,0,0,0,0,0,0,0,0,0,0,0,0,16,19,37,0,0,0,0,0,0,0,0,0,0,0,0,16,18,36,0,0,0,0,0,0,23,23,54,3,0,4,72,62,137
SAL50896,3304,3438,6740,120,116,234,20,12,25,19,12,21,8,6,13,0,0,5,936,943,1876,0,4,5,3,3,4,0,0,0,0,3,3,983,980,1957,140,170,304,33,18,54,1273,1281,2555,288,289,580,4862,5014,9875
SAL50897,15,13,28,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6,8,16,0,0,0,0,0,0,0,0,0,0,0,0,11,9,19,0,0,0,0,0,0,13,9,18,3,3,6,29,28,54
SAL50898,116,109,223,5,4,13,3,0,9,0,0,0,0,0,0,0,0,0,92,84,175,0,0,0,6,0,3,0,0,0,0,0,0,101,88,190,0,0,0,0,0,0,105,96,203,18,12,29,241,220,460
SAL50899,224,112,340,10,6,19,15,9,17,7,4,7,15,6,18,4,0,6,111,50,162,0,0,0,8,0,8,0,0,0,0,0,0,154,64,220,24,13,40,0,0,0,190,87,274,239,51,291,654,254,905
SAL50900,16,7,25,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,8,7,6,7,13,25,21,45
SAL50901,145,160,304,9,6,19,0,0,0,0,0,0,0,0,0,0,0,0,42,47,86,0,0,0,0,0,0,0,0,0,0,0,0,42,50,88,3,0,6,0,0,0,51,61,112,8,3,16,200,221,425
SAL50902,102,14,120,0,0,0,8,0,8,10,0,9,3,0,3,0,0,0,58,14,72,0,0,0,0,0,0,0,0,0,0,0,0,73,21,94,15,5,23,3,0,3,95,22,119,301,66,367,503,107,603
SAL50903,1972,2027,3991,656,685,1341,44,49,98,36,37,75,20,19,47,14,19,25,738,815,1558,9,15,22,13,11,18,5,5,7,0,0,0,881,970,1847,252,208,461,28,38,66,1811,1902,3713,368,278,647,4154,4198,8353
SAL50904,295,265,556,9,15,29,6,3,6,5,6,4,0,0,0,0,0,0,91,78,171,0,0,0,0,0,0,0,0,0,0,0,0,97,80,181,4,4,11,4,0,3,119,105,221,31,25,58,443,394,841
SAL50905,760,808,1571,36,44,84,13,18,31,5,5,12,3,0,0,0,3,3,222,212,436,0,0,0,0,4,7,0,0,0,0,0,0,246,245,490,27,34,60,3,3,12,314,323,640,43,32,75,1119,1164,2287
SAL50906,8,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9
SAL50907,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,12,13
SAL50908,20,18,43,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,8,5,12,0,0,0,28,25,56
SAL50909,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50910,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50911,531,494,1027,22,29,54,0,0,0,3,3,7,0,0,0,0,0,0,215,225,440,0,0,0,0,0,0,0,0,0,0,0,0,219,229,447,20,21,41,5,7,15,264,291,555,72,81,158,873,867,1733
SAL50912,32,16,48,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,4,15,0,0,0,0,0,0,0,0,0,0,0,0,18,4,21,3,0,11,0,0,0,24,12,29,34,4,45,91,30,120
SAL50913,56,52,106,8,3,11,0,0,0,0,0,0,0,0,4,0,0,0,36,29,68,0,0,0,0,0,0,0,0,0,0,0,0,39,37,73,6,4,9,0,0,0,47,45,90,14,5,17,118,102,223
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,8,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,11,10,20
SAL50916,62,57,116,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,6,14,22,0,0,0,0,0,0,0,0,0,0,0,0,10,14,23,0,0,0,0,0,0,13,20,31,4,5,14,75,79,157
SAL50917,2639,2539,5176,357,341,694,71,98,171,68,75,139,43,49,94,25,24,51,1995,2018,4005,7,7,18,16,13,27,11,9,15,0,0,0,2232,2284,4520,556,643,1196,73,53,127,3224,3312,6542,430,354,787,6289,6208,12504
SAL50918,34,21,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,7,36,33,65
SAL50919,15,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,0,0,0,0,0,4,4,8,0,3,4,23,12,32
SAL50920,950,915,1857,234,247,481,19,20,38,5,9,17,6,0,8,0,4,4,474,512,987,0,0,0,0,0,0,0,0,0,0,0,0,511,545,1057,29,35,60,15,13,26,786,834,1623,96,70,165,1832,1820,3650
SAL50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3
SAL50922,2139,2359,4498,364,402,763,39,43,85,28,29,61,34,50,86,12,12,22,925,1166,2090,7,10,12,17,12,29,4,6,14,0,4,3,1071,1329,2404,108,142,256,33,31,66,1573,1914,3487,282,236,520,3996,4506,8507
SAL50923,82,74,156,12,14,20,0,0,0,0,0,0,0,0,0,0,0,0,6,10,11,0,0,0,0,0,0,0,0,0,0,0,0,6,10,11,3,0,0,0,0,0,22,23,44,14,13,27,115,108,220
SAL50924,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3,0,5,6,5,17
SAL50925,626,561,1188,33,41,76,5,6,18,6,11,21,14,12,20,0,6,3,267,284,547,4,9,5,0,0,0,0,0,0,0,0,0,299,319,614,25,32,61,14,14,27,371,402,779,106,83,192,1105,1049,2158
SAL50926,176,125,305,30,35,63,7,0,3,7,0,11,4,0,5,4,4,3,87,75,168,0,0,0,0,3,7,0,0,0,0,0,0,105,87,195,20,12,28,3,0,3,156,132,289,105,82,188,437,339,781
SAL50927,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3
SAL50928,66,50,114,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,15,16,32,0,0,0,0,0,0,0,0,0,0,0,0,15,19,32,0,0,4,0,0,0,23,22,40,3,5,8,86,72,161
SAL50929,14,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,16,10,29
SAL50930,59,49,110,9,5,17,0,0,0,0,0,0,0,0,4,0,0,0,12,5,15,0,0,0,0,0,0,0,0,0,0,0,0,8,6,18,0,6,6,0,0,0,13,20,40,3,5,9,84,76,158
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,1645,1825,3473,178,217,389,14,15,28,22,27,43,17,13,28,3,3,10,685,773,1455,0,0,3,0,0,4,0,0,0,0,0,0,733,841,1571,72,85,155,29,34,64,1010,1173,2184,113,103,217,2767,3108,5877
SAL50933,787,871,1658,44,59,106,9,11,14,9,9,21,0,3,9,0,5,5,252,286,538,0,0,0,3,6,6,0,0,0,0,0,0,276,314,592,28,33,63,7,4,9,353,419,771,91,97,182,1233,1380,2614
SAL50934,26,16,38,8,15,24,0,0,5,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,0,0,4,0,0,0,25,22,42,14,0,15,61,37,98
SAL50935,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13
SAL50936,24,25,48,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,8,16,0,0,0,0,0,0,0,0,0,0,0,0,4,11,17,0,0,0,0,0,0,4,10,15,12,8,13,41,41,86
SAL50937,13,12,29,11,5,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,3,0,0,0,11,6,22,0,0,0,32,22,54
SAL50938,659,619,1282,183,180,356,5,4,8,0,4,5,0,7,4,0,0,0,224,222,446,0,0,0,0,0,0,0,0,0,0,0,0,237,240,475,15,18,35,6,0,10,440,435,876,155,135,293,1255,1193,2444
SAL50939,1423,1568,2990,162,192,350,3,13,17,14,16,24,25,17,34,3,3,5,574,586,1158,4,0,11,0,0,4,0,4,4,0,0,0,625,634,1261,61,70,139,38,40,83,891,940,1831,220,223,446,2535,2724,5261
SAL50940,8,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,179,11,186,196,23,219
SAL50941,80,80,159,4,8,8,0,0,0,0,0,0,0,0,0,0,0,3,18,26,46,0,0,0,0,0,0,0,0,0,0,0,0,25,26,47,3,6,13,0,0,0,36,34,71,11,13,25,131,124,256
SAL50942,9,5,10,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,8,7,0,0,0,6,8,17,0,3,3,18,13,31
SAL50943,9,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14
SAL50944,819,787,1607,37,39,78,3,5,11,5,9,8,13,9,24,4,3,3,333,338,672,0,0,4,3,0,3,0,0,0,0,0,0,363,362,726,28,35,63,14,8,24,445,450,893,105,84,192,1371,1319,2694
SAL50945,66,62,129,17,19,37,0,0,0,0,0,0,0,0,0,0,0,0,14,13,23,0,0,0,0,0,0,0,0,0,0,0,0,17,13,28,0,0,0,0,0,0,36,33,66,12,14,22,113,110,220
SAL50946,182,210,393,45,48,91,0,5,3,0,0,6,0,0,3,0,0,0,76,109,185,0,0,0,0,0,0,0,0,0,0,0,0,81,113,194,12,5,17,0,5,0,136,169,312,15,18,34,336,406,738
SAL50947,1089,1080,2168,196,209,399,24,31,52,13,17,27,20,23,42,11,10,16,967,1024,1995,0,10,11,14,7,26,0,5,0,0,0,0,1048,1123,2172,170,198,368,77,72,155,1488,1602,3092,393,362,753,2970,3046,6012
SAL50948,378,371,748,71,78,145,8,3,14,3,0,6,7,0,8,3,0,3,446,428,877,0,0,0,5,0,9,0,0,0,0,0,0,470,442,912,58,58,115,7,13,22,599,591,1191,101,86,190,1078,1048,2124
SAL50949,34,26,65,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,0,0,0,0,0,0,3,11,17,7,11,16,52,45,97
SAL50950,301,266,566,197,179,376,21,19,39,18,16,34,16,11,26,6,6,8,193,219,409,0,4,8,15,12,30,5,3,5,0,0,0,264,298,560,41,53,89,17,3,22,514,533,1049,149,130,276,962,929,1896
SAL50951,681,687,1371,108,109,218,7,3,15,0,6,10,14,8,23,0,0,5,309,327,639,0,0,0,11,10,15,0,0,0,0,0,0,338,359,702,23,30,56,13,16,29,491,518,1007,52,28,74,1213,1239,2454
SAL50952,89,70,155,11,12,23,0,0,0,0,0,0,0,0,0,0,0,0,26,29,60,0,0,0,0,0,0,0,0,0,0,0,0,26,35,58,0,3,5,0,0,0,41,47,89,12,13,23,146,123,268
SAL50953,160,177,334,0,5,8,4,6,11,0,0,0,0,0,0,0,0,0,41,48,95,0,0,0,0,0,0,0,0,0,0,0,0,51,55,109,0,3,3,0,0,0,52,71,122,9,10,13,224,248,470
SAL50954,12,11,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,5,5,16,19,33
SAL50955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5
SAL50956,5,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,5,12,16
SAL50957,290,299,590,41,43,83,0,0,0,0,0,0,0,0,3,0,0,0,81,80,164,0,0,0,0,0,0,0,0,0,0,0,0,87,85,170,0,4,5,7,6,8,132,129,262,25,27,48,449,455,906
SAL50958,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8
SAL50959,10,10,18,6,0,10,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,5,12,10,21,0,4,4,21,16,41
SAL50960,2249,2303,4550,326,280,608,53,53,105,27,28,57,20,18,34,6,4,9,700,806,1501,0,8,5,8,5,10,0,0,0,0,0,0,806,917,1723,176,197,372,28,39,59,1332,1436,2764,159,108,269,3739,3844,7583
SAL50961,17,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,6,4,4,6,20,8,33
SAL50962,15,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,18,9,32
SAL50963,67,54,126,13,7,19,0,0,0,0,0,0,4,0,4,0,0,0,21,17,34,3,0,4,0,0,0,0,0,0,0,0,0,23,22,40,0,0,0,0,0,0,30,28,64,32,26,52,134,105,242
SAL50964,30,28,58,7,8,12,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,0,0,0,0,0,0,7,8,15,0,0,0,39,38,74
SAL50965,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,3,9,5,0,3,8,10,20
SAL50966,13,8,23,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,9,0,12,0,0,0,22,16,39
SAL50967,13,13,28,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,4,6,10,0,0,0,18,23,40
SAL50968,16,18,33,6,6,13,0,0,0,0,3,3,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,0,0,3,3,0,3,14,22,38,0,3,4,33,39,74
SAL50969,387,475,865,117,120,237,7,13,15,4,4,14,3,0,0,0,5,4,214,245,460,0,0,0,8,8,11,3,0,8,0,0,0,238,275,511,14,27,40,10,8,12,379,431,804,63,65,128,828,972,1799
SAL50970,2511,2537,5051,186,193,381,15,4,22,16,13,26,8,6,15,0,3,3,532,523,1053,0,0,0,4,0,8,0,0,0,0,0,0,571,556,1127,244,262,511,27,25,49,1027,1037,2066,223,203,429,3764,3780,7539
SAL50971,28,13,41,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,13,3,11,0,0,0,0,0,0,0,0,0,0,0,0,18,3,16,6,0,5,0,0,0,20,3,23,20,0,19,62,24,87
SAL50972,13,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,7,10,0,5,7,19,23,44
SAL50973,29,28,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,11,0,0,0,0,0,0,0,0,0,0,0,0,6,8,11,0,0,5,0,0,0,9,11,18,7,4,8,44,39,80
SAL50974,20,14,31,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,4,15,0,0,0,0,0,0,0,0,0,0,0,0,10,4,15,0,0,5,0,0,0,11,7,20,0,4,5,27,29,60
SAL50975,77,75,160,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,22,31,0,0,0,0,0,0,0,0,0,0,0,0,8,22,31,0,4,3,0,0,0,14,21,41,4,6,12,107,107,212
SAL50976,25,21,42,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,8,8,15,36,24,62
SAL50977,8,9,16,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,5,0,0,0,14,13,23
SAL50978,48,46,90,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,18,22,39,5,0,6,4,0,0,0,0,0,0,0,0,22,24,48,0,0,0,0,0,0,26,27,55,6,7,14,84,80,163
SAL50979,7,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,3,9,0,0,0,9,12,21
SAL50980,114,90,203,41,37,77,0,4,7,0,0,0,0,0,0,0,0,0,16,10,29,0,0,0,0,0,0,0,0,0,0,0,0,20,17,38,0,0,0,0,6,6,62,53,113,27,22,48,197,169,367
SAL50981,13,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17,0,0,0,0,0,0,8,8,17,5,3,9,28,28,57
SAL50982,20,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,4,4,7,8,25,25,56
SAL50983,51,52,105,9,10,12,0,0,0,0,0,0,0,0,0,0,0,0,28,13,35,0,0,0,0,0,0,0,0,0,0,0,0,28,13,35,0,5,7,0,0,0,31,26,54,23,19,41,107,97,204
SAL50984,7,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,6,6,4,9,13,17,30
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,9,10,16,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,0,14,12,27
SAL50987,81,77,155,11,3,10,0,0,0,0,0,0,0,0,0,0,0,0,16,9,22,0,0,0,0,0,0,0,0,0,0,0,0,15,10,30,4,4,10,0,0,0,26,20,47,34,27,67,146,121,270
SAL50988,465,444,913,102,127,229,3,0,4,0,0,3,9,4,3,0,0,0,109,131,240,0,0,0,0,0,0,0,0,0,0,0,0,124,139,258,8,10,21,11,8,14,241,287,525,111,110,222,818,837,1657
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,3,5,6,7,0,9,7,9,21
SAL50991,27,16,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,0,0,3,3,5,0,0,0,31,24,53
SAL50992,262,255,523,12,6,16,0,0,0,4,4,9,0,0,3,0,0,0,66,78,143,0,0,0,0,0,0,0,0,0,0,0,0,71,74,148,5,0,10,0,0,0,86,87,173,27,11,34,373,355,729
SAL50993,95,82,180,24,30,53,0,0,0,0,0,0,5,0,4,3,0,0,24,38,62,0,0,0,0,0,0,0,0,0,0,0,0,28,42,71,0,0,0,0,0,0,54,66,125,69,71,136,216,220,432
