SAL_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL50951,9,12,31,25,18,14,19,5,0,138,5,19,36,24,22,16,5,0,0,139,0,13,54,41,25,15,9,0,0,164,0,9,44,37,21,21,5,0,0,136,0,4,52,45,26,20,0,0,0,147,0,5,32,36,28,31,5,0,0,131,0,5,85,97,50,33,6,0,0,277,0,0,13,17,7,6,0,0,0,52,0,0,13,24,14,8,0,0,0,65,4,0,22,24,10,9,3,3,0,77,156,103,499,476,281,253,164,56,13,1990
SAL50952,0,0,5,6,4,4,0,0,0,22,0,0,0,0,0,4,0,5,0,14,0,0,3,0,7,8,0,4,0,17,0,0,0,0,6,6,3,0,0,15,0,0,5,0,8,5,0,0,0,15,0,0,0,5,5,0,0,0,0,8,0,0,6,0,5,0,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,6,4,5,4,0,3,0,26,18,3,27,21,41,43,37,16,4,218
SAL50953,0,3,3,4,0,0,9,5,3,25,0,3,8,5,11,5,7,0,0,31,0,0,9,0,7,5,3,0,0,24,0,0,6,10,7,4,6,0,0,23,0,0,3,0,3,9,8,0,0,30,0,0,0,6,9,6,0,0,0,23,0,0,4,0,12,12,4,0,0,33,0,0,3,0,0,0,4,0,0,9,0,0,0,3,11,4,5,0,0,20,0,3,0,4,0,3,3,0,0,18,20,29,37,43,89,75,77,35,3,418
SAL50954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,3,0,5,8,9,7,0,0,0,33
SAL50955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5
SAL50956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,11
SAL50957,7,4,5,11,10,16,13,4,5,67,0,3,11,13,10,17,3,3,0,65,0,8,11,9,14,25,9,0,0,77,0,0,11,10,12,13,6,0,0,52,0,0,7,8,15,5,0,0,0,31,0,0,4,4,10,15,0,0,0,31,0,0,4,10,10,13,0,0,0,34,0,0,0,3,4,0,0,0,0,7,0,0,0,3,0,0,0,6,0,7,6,0,4,9,5,8,11,10,5,53,59,31,78,92,103,149,153,78,23,772
SAL50958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,10
SAL50959,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,10,10,4,0,0,37
SAL50960,20,63,26,27,62,61,59,43,6,369,18,84,51,47,97,73,40,20,10,432,3,57,77,47,119,110,53,25,4,496,0,37,70,62,114,100,27,15,0,430,3,16,52,80,133,93,22,9,0,416,0,8,33,70,118,99,16,7,0,351,0,10,60,123,273,175,30,3,0,673,0,3,16,49,82,53,7,0,0,221,0,0,14,63,178,98,18,0,3,367,30,29,38,27,59,76,36,38,47,377,675,584,559,770,1489,1264,654,453,167,6614
SAL50961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,4,3,10,0,4,0,27
SAL50962,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,3,4,3,0,0,26
SAL50963,0,0,0,8,3,0,0,3,0,15,0,0,3,0,0,0,6,0,0,9,0,0,5,7,6,4,0,3,0,27,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,3,3,6,14,9,5,4,45,0,6,18,25,28,56,41,26,9,215
SAL50964,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,4,9,13,7,13,7,0,63
SAL50965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,3,0,0,0,14
SAL50966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,9,5,4,3,0,33
SAL50967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,13,0,5,9,3,0,0,28
SAL50968,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,8,0,0,0,3,4,0,4,3,0,14,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,5,14,15,12,13,8,10,0,72
SAL50969,6,16,11,8,16,15,24,19,6,131,0,11,26,13,15,22,25,14,3,136,0,7,35,22,28,30,14,3,0,145,0,5,20,26,22,22,8,3,3,100,0,4,22,16,25,21,6,4,0,108,0,0,14,19,20,14,8,7,0,73,0,0,14,32,33,19,8,0,0,107,0,0,0,3,3,8,0,0,0,17,0,0,4,9,14,10,3,0,0,40,10,9,14,14,18,14,13,17,0,116,113,91,211,205,234,278,233,179,53,1601
SAL50970,11,50,90,89,90,74,38,8,3,451,9,49,112,120,118,98,33,5,5,549,7,54,139,104,106,88,30,4,0,527,3,14,85,77,46,54,12,0,0,296,0,10,59,62,22,36,8,4,0,205,0,3,26,27,28,25,5,0,0,117,0,4,36,36,42,30,7,0,0,158,0,0,5,10,3,3,0,0,0,26,0,0,5,5,6,8,3,0,0,36,37,37,85,81,61,58,40,26,13,432,615,559,1012,1004,951,1034,724,302,119,6313
SAL50971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,11,8,0,3,3,6,0,0,0,0,20,6,7,16,18,20,0,0,0,0,74
SAL50972,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,9,0,3,14,0,5,4,37
SAL50973,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,3,0,0,0,9,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,13,13,14,14,4,4,0,68
SAL50974,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,5,3,0,0,0,3,0,0,0,5,0,9,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,10,14,10,9,6,0,53
SAL50975,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,9,0,14,0,0,0,4,6,3,0,0,0,16,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,7,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,5,0,0,0,5,0,0,0,4,0,4,0,0,0,9,0,0,0,5,3,0,0,0,0,14,8,8,13,19,43,36,39,16,4,191
SAL50976,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,13,0,5,3,5,14,7,18,0,6,56
SAL50977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,15
SAL50978,0,0,0,4,0,6,4,0,0,19,0,0,0,0,0,9,5,0,0,11,0,0,0,0,0,4,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,0,0,15,3,0,3,9,11,68,49,17,3,161
SAL50979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,14
SAL50980,4,3,4,0,10,3,0,0,0,27,0,0,0,3,6,5,5,3,0,20,0,0,0,0,10,6,0,0,0,24,0,0,0,4,7,6,0,0,0,23,0,0,6,6,3,5,0,0,0,25,0,0,0,0,3,3,0,0,0,16,0,0,3,4,10,6,0,3,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,3,0,11,7,7,3,4,6,7,3,0,0,38,23,15,34,40,64,71,46,13,0,313
SAL50981,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,9,11,12,6,7,0,44
SAL50982,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,6,0,11,12,9,7,6,0,0,44
SAL50983,0,0,0,0,0,3,0,0,0,11,0,0,0,0,5,7,0,0,0,14,0,0,5,3,0,4,0,3,0,10,0,0,0,0,4,0,0,0,0,10,0,0,8,0,0,5,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,8,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,4,4,9,6,4,0,36,13,3,24,12,31,39,30,21,3,183
SAL50984,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,4,4,0,0,11,5,0,30
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,7,0,0,0,19
SAL50987,6,0,0,0,4,3,3,0,0,18,0,0,0,0,3,3,0,0,0,7,0,5,0,5,8,4,0,0,0,20,0,0,4,0,6,3,0,0,0,14,0,0,0,6,4,0,0,0,0,14,0,0,0,3,3,4,0,0,0,7,0,0,6,4,7,5,0,0,0,12,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,3,7,8,12,7,9,5,0,54,22,12,22,36,47,37,36,6,4,226
SAL50988,4,6,16,14,17,13,21,4,7,107,6,21,24,17,15,26,11,10,0,114,0,7,23,12,32,37,13,0,0,122,0,6,12,11,19,16,9,0,0,74,0,7,15,17,9,28,4,3,0,83,0,0,12,13,15,17,3,0,0,61,0,0,17,16,21,16,9,0,0,74,0,0,3,5,0,6,0,0,0,17,0,0,0,8,0,4,3,0,0,15,16,9,33,21,25,24,31,22,20,209,100,97,202,173,218,249,212,115,51,1414
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,0,0,0,12
SAL50991,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,5,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,3,13,8,0,0,49
SAL50992,0,3,0,5,5,4,4,4,0,27,0,0,5,3,8,6,13,0,0,39,0,0,3,11,14,19,3,0,0,55,0,0,0,10,6,13,5,0,0,40,0,0,5,5,15,5,3,0,0,44,0,0,0,3,8,4,4,0,0,23,0,0,3,8,25,14,5,0,0,59,0,0,0,3,5,7,0,0,0,14,0,0,0,0,0,3,0,0,0,12,3,0,3,0,6,10,6,5,0,38,41,30,53,67,129,159,114,40,3,648
SAL50993,0,0,0,0,5,3,0,0,4,18,0,0,4,3,8,5,5,0,0,25,0,0,8,5,3,8,5,0,0,26,0,4,3,0,7,5,0,0,0,18,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,6,0,0,0,11,0,0,3,5,3,11,0,0,0,19,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,21,0,9,9,4,15,30,5,11,102,35,15,38,42,41,60,80,28,18,367
SAL50994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,6,0,8,8,0,0,0,30
SAL50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,4,0,0,14
SAL50996,6,9,7,3,10,9,5,6,0,55,0,11,7,11,14,18,4,3,0,66,0,0,6,9,4,13,3,0,0,47,0,4,6,3,12,7,6,0,0,40,0,3,7,9,19,8,6,0,0,51,0,0,7,6,13,16,0,0,0,37,0,0,14,23,31,25,4,0,0,96,0,0,0,5,9,3,0,0,0,15,0,0,0,8,10,9,0,0,0,23,3,3,8,12,5,6,5,4,0,49,52,43,97,97,155,145,101,41,7,741
SAL50997,0,3,8,6,10,7,4,0,0,39,0,0,7,9,6,8,7,0,0,42,0,0,19,13,8,17,4,0,0,59,0,0,4,10,8,6,0,0,0,36,0,3,11,7,7,4,0,0,0,33,0,0,7,10,9,5,0,0,0,30,0,0,8,12,12,8,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,11,11,13,24,22,14,9,11,11,4,111,33,53,122,95,110,99,58,31,17,622
SAL50998,23,169,281,215,180,182,150,102,35,1335,15,174,402,269,257,231,135,52,17,1553,10,134,531,354,309,281,117,31,3,1769,3,92,400,309,258,207,64,19,3,1354,3,42,323,287,227,165,60,10,4,1117,0,17,222,216,193,116,26,3,3,805,0,23,314,414,298,225,39,5,0,1325,0,0,47,92,55,29,11,5,0,241,0,3,31,79,59,40,11,3,0,232,54,85,200,177,157,124,84,81,54,1017,1100,1432,3639,3212,2736,2564,2247,1462,523,18909
SAL50999,0,0,0,0,0,0,0,0,0,6,0,0,3,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,5,8,4,11,4,0,41
SAL51000,16,47,74,41,48,41,59,35,11,376,4,31,95,69,57,64,68,37,14,437,0,54,98,77,89,70,70,36,10,504,0,25,108,73,60,69,49,15,0,408,0,18,97,92,80,74,26,24,3,413,0,5,65,72,76,57,39,16,3,338,0,7,99,167,185,117,65,34,9,680,0,3,32,54,86,60,22,5,0,261,0,0,37,237,332,239,112,57,6,1027,29,29,75,63,59,76,66,49,35,482,638,553,1009,1139,1334,1141,995,594,211,7622
SAL51001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,0,4,6,0,6,5,0,0,19
SAL51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,8
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,7,12,30,26,23,36,22,11,0,171,3,17,20,29,35,46,24,3,3,186,3,13,35,35,46,49,14,3,6,192,0,12,14,28,26,14,13,0,0,111,0,3,16,14,25,14,9,0,0,86,0,0,7,13,22,14,3,0,0,68,0,0,11,18,28,30,3,0,0,100,0,0,7,4,5,3,0,0,0,22,0,0,4,3,8,12,0,0,0,31,21,14,25,42,44,49,47,37,36,309,178,106,249,289,367,455,413,192,98,2355
