SAL_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL50371,617,621,1239,24,25,48,0,0,0,0,6,9,3,5,6,0,0,0,79,74,156,0,0,0,0,0,0,0,0,0,0,0,0,90,82,174,17,13,28,0,0,0,128,125,252,27,20,42,771,764,1535
SAL50372,76,71,149,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,0,0,0,0,0,3,7,10,20,16,31,100,90,191
SAL50373,24,18,39,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,4,8,13,0,0,3,32,24,52
SAL50374,1841,1850,3684,106,112,208,5,9,14,6,9,16,0,0,0,3,0,3,128,137,266,0,0,0,0,0,0,0,0,4,0,0,0,145,157,299,48,35,79,3,0,8,301,298,600,46,43,91,2184,2195,4375
SAL50375,303,295,595,21,23,40,0,0,0,0,0,0,0,0,5,0,0,3,20,13,38,0,0,0,0,0,0,0,0,0,0,0,0,26,21,44,5,3,8,3,0,3,48,43,92,70,57,126,424,395,813
SAL50376,3773,3937,7707,245,286,529,5,4,12,6,17,22,14,18,26,3,0,7,371,450,825,0,4,0,0,4,10,0,0,4,0,0,0,407,498,905,24,31,56,15,15,25,694,821,1517,218,190,408,4679,4954,9629
SAL50377,57,55,116,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,0,0,0,0,0,0,9,7,15,14,6,16,83,62,142
SAL50378,490,437,927,39,32,73,3,0,3,0,0,3,0,6,8,0,0,0,62,63,125,0,0,0,0,0,3,0,0,0,0,4,0,70,72,146,0,5,5,0,0,0,111,108,217,63,71,129,658,611,1274
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,397,397,798,23,27,47,0,3,6,4,9,16,0,0,0,0,0,0,26,22,48,0,0,0,4,6,11,0,0,0,0,0,0,35,45,79,0,0,0,3,0,7,55,71,131,53,54,102,508,518,1034
SAL50381,12,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24
SAL50382,127,115,245,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,8,12,16,0,0,0,0,0,0,0,0,0,0,0,0,8,12,19,0,0,0,0,0,0,9,18,27,16,6,26,159,139,292
SAL50383,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,18,14,31
SAL50384,3176,3264,6446,69,72,136,0,3,7,4,9,10,5,4,14,4,0,4,220,224,439,3,0,3,0,0,0,0,0,0,0,0,0,242,240,476,19,22,38,4,0,4,327,332,658,110,74,178,3611,3666,7287
SAL50385,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,15
SAL50386,259,237,498,5,10,13,0,0,0,0,0,0,0,0,0,0,0,0,22,26,46,0,0,6,0,0,0,0,0,0,0,0,0,27,31,55,0,0,0,0,0,0,34,34,69,8,4,19,303,282,583
SAL50387,291,279,573,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,18,10,30,0,0,0,0,0,0,0,0,0,0,0,0,18,10,30,0,0,0,0,0,0,26,19,43,26,25,53,344,320,669
SAL50388,150,135,286,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,4,11,9,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,0,0,0,0,0,0,8,13,23,28,34,67,184,188,371
SAL50389,637,703,1335,10,15,31,0,0,0,0,0,0,3,0,7,0,0,0,67,89,153,0,0,0,0,0,0,0,0,0,0,0,0,72,90,162,4,0,4,6,4,5,90,109,196,26,18,42,745,830,1575
SAL50390,1590,1603,3192,20,22,40,5,0,5,5,3,7,10,7,15,0,0,0,123,159,279,0,0,0,0,0,0,0,0,0,0,0,0,139,171,309,12,4,21,3,0,6,173,198,374,60,66,129,1825,1861,3689
SAL50391,20,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,24,16,41
SAL50392,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9
SAL50393,15,8,26,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,14,13,30
SAL50394,7,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,19
SAL50395,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,5,0,6,3,0,3,10,0,8
SAL50396,2756,2875,5631,96,93,188,12,18,29,15,8,21,9,16,26,3,4,7,376,384,755,0,4,7,3,5,16,0,0,0,0,0,0,422,437,861,15,22,40,7,5,15,545,561,1111,202,130,332,3510,3568,7074
SAL50397,2149,2074,4223,68,79,149,13,10,25,15,17,24,7,4,6,3,0,3,346,364,706,0,0,0,3,3,9,0,0,0,0,0,0,381,398,780,17,32,49,5,4,12,477,512,989,119,58,176,2743,2644,5390
SAL50398,10,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,24
SAL50399,134,132,262,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,5,10,18,0,0,0,0,0,0,10,14,23,20,18,33,162,164,326
SAL50400,392,392,787,12,4,10,0,0,4,0,0,0,0,0,0,0,0,0,39,45,81,0,0,0,0,4,4,0,0,0,0,0,0,38,53,91,0,0,0,0,0,0,44,55,103,38,24,66,485,472,956
SAL50401,25,21,45,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,0,3,32,30,56
SAL50402,39,38,82,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,3,4,4,8,0,0,0,47,45,91
SAL50403,275,261,534,17,22,34,3,6,9,0,3,5,3,8,15,0,0,3,33,39,73,0,0,0,0,0,0,0,0,0,0,0,0,50,60,108,0,0,0,4,5,10,69,79,149,78,82,154,418,424,844
SAL50404,918,1066,1989,81,74,154,0,0,0,3,3,9,6,0,3,0,0,0,108,123,229,0,0,0,0,4,4,0,0,0,0,0,0,122,139,255,3,0,6,4,5,6,214,210,424,126,128,256,1260,1409,2668
SAL50405,871,874,1743,89,87,174,5,4,9,5,3,13,11,13,23,3,4,7,91,102,187,0,0,0,7,9,15,0,0,0,0,0,0,116,128,245,10,9,22,4,8,11,222,232,449,532,458,990,1624,1562,3185
SAL50406,9,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16
SAL50407,32,26,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,15,0,0,0,0,0,0,0,0,0,0,0,0,8,5,14,0,0,0,0,0,0,8,5,14,6,5,11,46,37,82
SAL50408,17,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,16,28
SAL50409,9696,10503,20199,155,162,324,22,22,46,41,35,78,25,22,48,4,0,5,1043,1059,2100,5,3,9,8,5,15,0,0,0,0,0,0,1148,1151,2296,84,80,163,16,20,36,1402,1419,2819,462,449,907,11557,12368,23924
SAL50410,10,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,13
SAL50411,74,71,147,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,0,4,0,0,0,9,11,18,11,17,24,92,101,197
SAL50412,66,61,127,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,3,6,14,11,7,16,83,74,156
SAL50413,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SAL50414,28,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,10,0,10,0,0,0,17,0,20,0,0,0,45,18,68
SAL50415,1034,1058,2098,138,134,269,10,11,24,6,15,20,10,16,29,0,0,0,118,153,269,3,0,8,0,5,8,0,0,3,0,0,0,159,200,358,8,10,13,0,9,7,300,350,642,237,257,489,1565,1664,3233
SAL50416,519,567,1087,25,35,58,0,0,3,0,0,0,0,0,0,0,0,0,47,50,95,4,4,3,0,3,3,0,0,0,0,0,0,55,58,111,0,3,0,0,0,0,81,99,174,66,45,112,662,711,1373
SAL50417,26,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,7,5,10,23,22,51
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50419,1122,1219,2338,84,103,185,4,0,4,4,7,10,4,0,11,0,0,0,102,139,240,0,0,3,0,4,5,0,0,0,0,0,0,114,150,263,4,4,12,9,0,7,204,264,471,109,82,192,1441,1566,3001
SAL50420,17,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,19,24,21,46
SAL50421,24,29,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,6,3,4,14,8,20,44,38,81
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,3495,3801,7303,76,92,170,19,22,38,17,26,43,9,28,42,4,0,9,450,526,979,3,0,6,4,3,6,3,0,0,0,0,0,514,606,1123,38,44,77,11,11,18,638,753,1387,199,175,377,4338,4736,9069
SAL50424,184,169,349,7,11,23,0,0,0,0,0,0,0,0,0,0,6,9,8,13,20,0,0,0,0,0,0,0,0,0,0,0,0,10,13,24,0,0,0,0,0,0,21,31,51,25,15,36,225,207,432
SAL50425,13,12,35,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,0,0,0,0,0,0,3,8,16,4,4,4,23,26,51
SAL50426,592,607,1195,47,39,82,0,5,5,0,0,0,4,0,5,0,0,0,78,107,187,0,0,0,0,0,0,0,0,0,0,0,0,83,111,194,3,6,12,4,3,4,133,156,291,53,32,86,781,796,1575
SAL50427,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
SAL50428,12,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,4,3,9,4,6,8,19,22,38
SAL50429,17,11,22,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,21,9,32
SAL50430,24,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,0,0,27,31,58
SAL50431,2518,2835,5351,61,71,135,9,6,19,9,11,20,9,11,24,0,4,10,362,420,788,0,0,0,0,0,0,0,0,0,0,0,0,398,464,856,28,22,45,0,0,6,486,552,1046,250,260,513,3259,3649,6906
SAL50432,19,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,33
SAL50433,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,4,3,6,18,16,35,25,27,52
SAL50434,12,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,4,4,10,12,24
SAL50435,91,103,196,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,10,13,0,0,0,0,0,0,0,0,0,0,0,0,4,10,13,0,0,0,0,0,0,13,11,20,20,26,49,125,142,265
SAL50436,78,62,142,3,7,15,0,0,0,6,0,5,0,0,0,0,0,0,15,11,21,0,0,0,0,0,0,0,0,0,0,0,0,19,10,26,0,0,0,0,0,0,23,20,40,5,0,13,113,84,193
SAL50437,101,112,208,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,22,0,0,0,0,0,0,0,0,0,0,0,0,9,12,20,0,0,0,0,0,0,10,12,24,32,33,64,145,154,299
SAL50438,6818,7044,13866,107,103,204,19,23,42,16,16,35,4,10,9,8,0,6,565,574,1143,0,0,0,0,0,4,0,0,0,0,0,0,612,635,1244,51,50,105,11,8,20,776,796,1575,206,172,374,7803,8018,15816
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,9,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,11
SAL50441,2350,2470,4817,244,279,528,6,3,15,12,17,33,12,6,14,0,0,0,175,201,374,0,0,0,5,0,6,0,0,0,0,0,0,213,233,440,25,24,48,10,4,18,489,548,1034,271,219,492,3109,3240,6349
SAL50442,53,58,106,4,0,5,0,4,0,5,3,8,3,3,8,0,0,0,4,7,12,0,0,0,0,3,3,0,0,0,0,0,0,12,20,32,0,0,0,0,0,0,14,19,34,8,15,27,76,90,168
SAL50443,24,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,33,19,53
SAL50444,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,5,6
SAL50445,14,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,12,8,26
SAL50446,206,205,410,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,21,31,49,0,0,0,0,0,0,0,0,0,0,0,0,21,34,53,3,0,3,0,0,0,30,33,62,22,20,43,256,264,520
SAL50447,46,47,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,6,10,11,3,13,57,58,114
SAL50448,12,9,27,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,8,0,9,4,0,5,26,14,41
SAL50449,16,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,35
SAL50450,43,31,78,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,6,4,12,4,3,10,54,39,96
SAL50451,15,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,17,29,43
SAL50452,1515,1640,3156,33,31,66,11,8,11,0,0,10,10,7,15,0,0,0,221,234,453,3,3,9,8,4,15,0,0,0,0,0,0,256,258,510,7,6,11,0,9,8,300,300,599,112,112,229,1926,2057,3980
SAL50453,2542,2533,5072,107,111,218,16,14,27,16,5,20,5,6,8,0,0,4,323,300,620,6,4,7,0,0,0,0,0,0,0,0,0,362,329,694,43,40,86,19,10,25,535,489,1022,163,132,295,3244,3146,6394
SAL50454,290,266,558,32,21,53,0,0,0,0,0,0,3,0,3,0,0,0,27,27,52,0,0,0,0,0,0,0,0,0,0,0,0,31,26,57,3,0,8,0,0,5,69,52,119,55,49,105,411,367,786
SAL50455,14,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17,23,18,43
SAL50456,0,3,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,8,9
SAL50457,3026,3293,6308,94,103,198,16,25,39,17,29,45,10,6,17,4,0,6,303,373,676,0,0,3,0,7,7,3,0,5,0,0,0,350,437,790,35,48,85,9,13,22,488,603,1092,167,171,338,3682,4068,7746
SAL50458,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,3,5,6,0,0,0,10,7,13
SAL50459,17,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,5,9,4,6,9,22,16,40
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7
SAL50462,14,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,6,4,6,6,22,20,43
SAL50463,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,5,17
SAL50464,3762,3530,7292,242,248,491,81,70,145,71,66,136,76,63,133,36,20,52,951,872,1819,14,3,15,9,9,15,0,0,7,0,0,0,1229,1094,2328,215,204,419,21,22,44,1714,1573,3279,609,405,1011,6082,5498,11584
SAL50465,92,83,177,7,12,12,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13,0,0,0,0,0,0,9,22,28,0,0,0,109,103,208
SAL50466,8,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,12,18
SAL50467,92,76,170,0,0,6,0,0,0,4,0,7,3,0,5,0,3,0,29,28,49,0,0,0,0,0,0,0,0,0,0,0,0,35,33,66,0,0,0,0,0,6,36,33,70,37,25,65,167,141,311
SAL50468,3866,4003,7868,103,109,220,19,9,33,29,20,49,18,11,25,8,7,15,715,667,1384,5,0,3,4,6,6,0,0,5,0,0,0,792,720,1519,65,45,112,17,12,23,977,888,1868,377,316,696,5226,5201,10432
SAL50469,6,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,12,12,19
SAL50470,8,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,5,0,9,5,3,11,22,22,38
SAL50471,48,50,96,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,3,3,14,14,15,28,69,70,139
SAL50472,3327,3484,6812,145,131,273,6,11,14,12,11,17,11,16,24,0,5,6,354,434,789,0,0,0,4,0,4,0,0,0,0,0,0,384,477,857,18,14,32,12,8,18,551,630,1181,312,258,573,4194,4375,8572
SAL50473,1470,1591,3061,23,29,53,3,4,3,0,3,5,7,10,14,0,0,0,144,161,306,0,0,0,6,0,9,0,0,0,0,0,0,161,175,341,7,9,10,4,9,9,197,218,417,106,90,195,1770,1897,3670
SAL50474,1895,2012,3910,26,31,55,7,5,11,7,7,13,4,5,4,0,0,0,204,217,417,0,0,0,0,0,0,0,0,0,0,0,0,218,229,450,18,16,30,5,4,9,264,279,542,87,68,161,2243,2367,4610
SAL50475,26,12,42,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,13,25,37,27,72
SAL50476,1306,1427,2734,44,74,118,9,3,13,8,5,13,9,4,11,3,3,6,235,245,483,4,4,3,0,0,0,0,0,0,0,0,0,263,268,526,14,8,21,4,3,7,324,347,674,115,86,203,1741,1860,3606
SAL50477,51,29,79,0,0,0,0,7,7,0,0,0,3,0,7,0,0,3,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,14,14,24,4,0,4,0,0,0,14,17,29,5,5,3,71,45,119
SAL50478,9,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,12,13,22
SAL50479,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9
SAL50480,46,52,100,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,0,0,0,0,0,0,7,5,13,12,5,16,67,67,132
SAL50481,162,141,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,30,0,0,0,0,0,0,0,0,0,0,0,0,16,12,30,0,0,0,0,0,0,16,12,30,12,7,23,186,165,352
SAL50482,9731,10221,19948,250,304,561,37,36,69,42,47,86,18,20,44,6,10,17,987,1142,2131,7,5,15,8,3,12,8,13,25,0,0,0,1115,1271,2386,56,60,115,34,22,61,1461,1660,3122,675,582,1256,11869,12465,24331
SAL50483,12,4,21,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,6,0,0,5,17,11,25
SAL50484,1422,1431,2856,31,30,67,6,10,15,0,4,12,0,0,3,0,0,0,181,185,357,0,0,4,0,5,6,0,0,0,0,0,0,190,203,388,17,6,24,8,11,20,252,249,499,109,92,199,1783,1775,3551
SAL50485,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8
