SAL_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Other_0_14,M_Other_15_24,M_Other_25_34,M_Other_35_44,M_Other_45_54,M_Other_55_64,M_Other_65_74,M_Other_75_84,M_Other_85_over,M_Other_Tot,M_None_0_14,M_None_15_24,M_None_25_34,M_None_35_44,M_None_45_54,M_None_55_64,M_None_65_74,M_None_75_84,M_None_85_over,M_None_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
SAL50854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,0,0,0,0,5,9,0,0,3,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50857,0,0,0,11,20,21,25,15,6,105,35,13,21,29,14,18,7,4,4,135,0,0,0,3,4,15,13,10,0,45,0,0,0,0,3,0,0,6,0,13,0,0,0,6,12,29,28,15,0,99,0,0,0,4,10,17,34,13,7,84,0,0,0,0,4,3,8,9,3,34,0,0,0,3,11,8,17,19,0,61,14,15,25,36,24,15,15,8,3,150,0,0,0,0,0,0,8,3,0,19,23,15,9,19,22,27,14,9,5,139,247,150,164,136,135,84,49,18,0,985,40,25,16,26,24,14,13,10,0,171,347,214,222,239,247,188,141,78,18,1699,0,3,3,11,27,59,58,34,8,200,16,29,31,25,35,29,23,15,0,193,0,0,0,3,4,10,15,10,0,40,0,0,0,0,0,0,3,6,0,10,0,0,4,4,16,30,37,19,5,119,0,0,0,3,5,13,23,19,4,71
SAL50858,0,0,0,10,9,13,17,8,7,57,18,16,6,8,5,6,6,3,0,66,0,0,0,0,0,5,4,5,3,21,0,0,0,0,0,0,3,3,0,12,0,0,3,0,5,9,10,9,4,48,0,0,0,0,0,4,11,8,3,35,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,9,6,4,0,16,7,24,10,10,11,14,13,3,8,87,0,0,0,0,0,0,3,4,0,9,5,5,5,3,13,9,4,3,3,56,85,46,41,32,40,26,18,9,5,299,11,12,6,8,7,4,7,0,0,61,126,94,68,70,72,61,57,37,23,611,0,0,0,5,11,24,23,30,13,111,4,8,16,12,12,15,8,15,0,88,0,0,0,0,3,3,0,4,3,12,0,0,0,0,0,0,0,3,15,23,0,0,4,7,4,17,19,13,5,74,0,0,0,0,5,3,11,11,9,38
SAL50859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,0,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,3,9,4,0,7,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50862,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,7,0,10,11,8,0,45,0,0,0,0,0,0,0,6,0,4,12,4,0,13,10,17,17,13,0,78,0,0,0,0,3,6,3,0,0,12,0,0,5,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
SAL50863,0,0,0,7,8,20,10,10,0,57,19,12,10,11,16,4,0,3,0,77,0,0,0,0,4,9,3,6,0,25,0,0,0,0,0,0,0,3,0,3,0,0,0,3,14,16,12,10,4,59,0,0,0,0,6,15,19,16,0,54,0,0,0,0,0,0,6,5,0,7,0,0,0,0,3,4,6,6,0,19,14,9,11,17,15,8,3,3,0,82,0,0,0,0,0,0,0,3,0,13,14,12,5,3,13,10,10,7,0,81,198,110,68,112,128,98,42,3,4,752,11,17,8,9,26,32,12,9,0,126,240,155,100,154,205,204,97,48,9,1214,0,0,3,3,18,39,30,16,0,118,21,6,8,17,27,15,5,4,0,112,0,0,0,0,6,14,10,3,0,38,0,0,0,0,0,0,0,0,3,5,0,0,0,0,4,11,6,7,0,37,0,0,0,0,0,8,8,5,6,18
SAL50864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50865,0,0,0,3,12,22,30,7,5,78,12,11,8,5,7,9,5,3,0,58,0,0,0,0,0,5,17,12,3,43,0,0,0,0,0,0,0,0,4,7,0,0,0,0,3,20,7,6,6,46,0,0,0,0,4,9,14,9,5,53,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,8,3,12,0,10,11,10,8,27,6,4,0,79,0,0,0,0,0,0,5,0,3,11,10,5,5,4,15,13,15,3,0,76,126,73,45,63,80,63,61,17,9,539,11,7,4,15,17,15,6,5,0,82,161,98,73,98,139,140,134,59,27,935,0,0,0,0,11,26,43,21,10,111,8,0,10,10,14,7,16,7,0,70,0,0,0,0,3,11,13,8,0,40,0,0,0,0,0,0,0,0,0,3,0,6,0,0,4,14,9,5,0,43,0,0,0,0,0,3,10,8,5,27
SAL50866,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,11,0,0,0,7,3,13,0,0,43,0,0,0,0,0,3,0,0,0,6,8,0,4,3,11,14,23,0,0,77,0,0,0,0,5,5,5,0,0,12,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,15,4,8,9,8,3,6,0,0,47,0,0,0,0,0,0,0,0,0,0,17,4,4,9,9,4,9,0,0,66,0,0,0,0,0,3,7,0,0,6,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3
SAL50868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,4,3,6,6,0,4,0,0,26,0,0,0,0,0,0,0,0,0,6,11,7,8,3,8,9,5,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,6,0,3,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50871,0,0,0,3,10,16,22,26,8,80,14,12,9,23,16,9,11,12,0,94,0,0,0,4,0,11,10,7,0,34,0,0,0,0,0,0,0,3,0,4,3,0,9,10,15,28,30,23,5,123,0,0,0,8,5,17,21,20,7,79,0,0,0,0,0,3,4,3,0,18,0,0,0,0,3,7,4,7,0,25,5,19,18,22,15,21,12,6,0,108,0,0,0,0,0,0,5,0,3,8,15,18,16,17,12,16,10,13,5,124,284,168,237,218,118,81,48,16,4,1168,23,19,9,18,19,12,7,4,3,114,333,220,290,305,194,175,125,78,36,1763,0,0,0,15,19,28,41,34,10,149,15,17,26,18,14,12,12,12,0,128,0,0,0,3,4,8,12,9,0,50,0,0,0,0,0,0,6,7,3,7,0,3,5,7,9,15,17,12,3,84,0,0,0,0,0,11,14,12,8,57
SAL50872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50873,0,0,9,26,43,71,89,62,18,324,65,40,52,51,36,40,43,19,8,352,0,5,3,0,8,15,37,27,12,109,0,0,0,0,0,0,8,9,0,22,0,0,9,36,81,92,119,64,10,405,0,0,0,11,27,55,87,71,23,276,0,0,0,0,3,10,19,17,4,50,3,0,3,0,15,30,42,24,7,120,32,52,63,62,58,48,30,28,0,369,0,0,0,3,8,8,18,20,3,63,56,23,43,55,80,58,29,32,3,373,1089,622,666,743,455,229,140,64,16,4022,119,61,86,116,93,73,43,15,15,617,1333,803,905,1053,807,577,456,246,69,6249,0,10,13,44,68,120,178,127,65,625,63,79,78,89,80,72,75,41,9,589,0,0,0,12,15,28,39,35,14,141,0,0,0,0,0,0,4,9,10,26,0,7,11,43,67,81,100,39,12,369,0,0,0,8,17,29,56,46,26,185
SAL50874,0,0,3,7,26,25,45,41,19,165,45,20,20,34,33,12,11,10,9,187,0,0,0,0,7,8,21,24,20,85,0,0,0,0,0,0,5,11,13,27,0,0,4,4,25,25,48,33,16,154,4,0,0,4,17,29,48,33,24,155,0,0,0,0,6,0,3,3,3,27,0,0,0,3,0,7,10,9,5,36,16,20,25,29,30,14,5,12,9,156,0,0,0,0,0,0,7,9,12,33,39,9,19,26,33,25,30,20,19,231,626,327,266,391,360,154,94,42,10,2268,43,27,35,28,31,15,20,4,8,208,754,400,365,516,526,279,253,150,77,3326,3,0,3,13,42,49,82,88,59,345,29,29,38,39,38,21,18,13,14,232,0,0,0,8,11,21,27,19,11,105,0,0,0,0,0,0,11,20,33,64,0,0,4,8,15,31,34,31,11,131,0,0,0,0,5,8,22,45,22,110
SAL50875,0,0,4,5,12,28,30,14,0,97,29,22,7,18,9,17,16,0,0,115,0,0,0,5,3,11,11,10,0,46,0,0,0,0,0,0,4,0,4,11,0,0,4,3,12,16,15,11,0,64,0,0,0,0,3,14,26,9,0,57,0,0,0,0,0,4,4,0,0,8,0,0,0,0,0,0,5,0,8,20,9,11,19,19,12,15,8,4,0,104,0,0,0,0,0,0,6,0,0,10,15,7,10,12,9,25,11,11,4,102,366,189,150,174,200,119,65,20,0,1294,27,28,18,29,25,21,10,0,0,153,451,255,213,252,281,234,158,49,11,1905,0,4,8,14,23,37,44,18,6,167,15,23,27,31,17,23,15,3,0,160,0,0,0,0,6,11,17,6,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,9,3,0,50,0,0,0,0,0,9,18,9,3,40
SAL50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50879,0,0,0,0,4,6,8,6,8,36,5,0,0,0,3,5,3,6,0,27,0,0,0,0,0,7,6,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,0,0,22,0,0,0,0,0,6,16,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,5,6,6,9,6,3,6,0,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,3,0,0,31,60,36,30,32,35,38,18,9,0,249,9,3,7,3,5,12,3,0,0,44,75,46,46,41,58,76,52,19,7,424,0,0,0,0,10,6,13,7,0,43,3,0,3,9,3,3,9,0,0,39,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,6,0,3,0,0,0,5,4,7,9,5,0,19,0,0,0,0,0,3,3,6,3,12
SAL50880,0,0,0,0,4,5,12,3,0,24,5,5,3,5,3,4,4,0,0,33,0,0,0,0,0,4,3,3,4,18,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,6,5,3,0,24,0,0,0,0,5,4,7,3,3,28,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,7,5,0,8,11,7,7,0,0,0,40,0,0,0,0,0,0,0,0,0,3,8,0,0,8,3,0,0,3,0,32,59,42,40,37,27,34,11,0,0,256,4,3,8,6,3,8,0,0,0,32,75,53,60,61,48,68,35,17,13,420,0,0,0,7,8,13,8,4,3,40,0,3,3,8,12,3,10,3,0,41,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,3,0,0,16,0,0,0,0,0,0,3,0,0,7
SAL50881,0,3,4,7,14,40,55,34,10,163,25,21,23,24,15,14,19,10,0,158,0,0,0,4,9,15,14,24,5,72,0,0,0,0,0,0,0,4,0,15,3,0,0,9,17,36,46,18,8,135,0,0,0,3,5,22,49,32,11,123,0,0,0,0,0,0,11,0,4,22,0,0,0,0,7,11,8,16,0,43,7,21,25,19,20,23,24,6,0,146,0,0,0,0,0,4,5,8,4,31,14,16,18,12,22,33,25,14,8,142,368,200,184,161,199,152,88,26,7,1385,21,15,12,23,39,24,21,4,0,163,431,261,248,256,321,313,264,114,36,2251,0,3,5,11,36,71,77,43,19,261,18,21,21,26,20,39,23,8,4,184,0,0,0,0,7,19,27,11,4,77,0,0,0,0,0,0,0,0,0,7,0,4,0,6,10,21,25,18,4,87,0,0,0,3,3,11,23,22,6,70
