SAL_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Other_0_14,M_Other_15_24,M_Other_25_34,M_Other_35_44,M_Other_45_54,M_Other_55_64,M_Other_65_74,M_Other_75_84,M_Other_85_over,M_Other_Tot,M_None_0_14,M_None_15_24,M_None_25_34,M_None_35_44,M_None_45_54,M_None_55_64,M_None_65_74,M_None_75_84,M_None_85_over,M_None_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
SAL50001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,4,3,0,0,0,23,0,0,0,0,0,0,0,0,0,6,6,5,3,4,8,10,5,3,0,34,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50002,0,0,0,0,6,11,23,10,7,50,6,5,6,7,4,6,6,4,0,38,0,0,0,0,0,4,11,10,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,6,7,4,0,21,0,0,0,0,0,0,16,8,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,8,3,4,0,9,13,5,12,0,0,44,0,0,0,0,0,0,0,0,0,4,10,0,5,9,5,6,11,11,3,49,118,58,34,50,55,42,37,13,3,409,11,0,3,8,12,3,6,0,0,49,145,77,53,75,95,75,94,34,12,650,0,0,0,0,12,11,20,11,4,71,10,8,6,14,12,9,10,5,0,70,0,0,0,4,4,3,9,4,3,28,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,5,6,0,12,0,0,0,0,0,4,7,3,3,16
SAL50003,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,9,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,10,8,4,8,0,11,8,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50004,0,0,0,0,0,0,4,0,0,4,3,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,7,4,0,10,3,0,9,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,9,0,7,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50006,0,0,0,0,4,11,24,9,4,55,3,6,9,3,4,9,7,0,0,41,0,0,0,0,5,3,16,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,3,0,29,0,0,0,0,0,8,17,12,6,47,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,4,0,16,6,3,3,6,7,12,15,3,0,41,0,0,0,0,0,0,3,4,0,12,3,0,3,0,0,8,10,4,4,40,54,57,70,35,45,60,60,16,4,385,8,11,11,7,6,14,13,6,6,74,65,72,89,54,80,112,141,59,17,689,0,3,0,3,9,27,43,19,14,111,6,8,6,6,9,10,10,8,0,57,0,0,0,0,4,9,15,6,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,4,0,17,0,0,0,0,0,3,3,6,3,26
SAL50007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,3,4,4,3,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50008,0,0,5,14,22,62,57,39,9,214,61,38,28,48,29,36,22,12,4,282,0,0,0,0,4,27,28,15,0,87,0,0,0,0,0,0,5,4,5,19,0,3,4,8,31,68,72,33,4,228,0,0,0,11,17,47,64,30,9,173,0,0,0,0,0,6,13,9,0,29,3,0,0,0,7,20,23,12,7,80,14,30,31,43,33,36,25,9,5,225,0,0,0,0,3,17,12,4,3,44,40,29,16,31,37,71,36,17,6,292,569,416,366,335,325,314,140,36,6,2511,66,21,24,34,27,30,17,14,9,236,740,533,474,493,489,586,345,138,41,3837,0,0,6,17,37,89,104,64,30,344,43,39,40,47,41,48,32,28,8,321,0,0,0,13,16,41,17,8,7,105,0,0,0,0,0,4,4,3,7,21,0,0,4,9,32,53,62,38,4,205,0,0,4,0,9,24,29,23,16,105
SAL50009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50010,0,0,0,4,12,12,19,14,3,62,13,11,6,14,10,9,6,6,0,90,0,0,0,0,0,8,14,9,0,30,0,0,0,0,0,0,4,0,0,7,0,0,0,0,5,7,18,12,4,47,0,0,0,0,3,15,19,13,12,68,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,10,0,13,6,15,11,10,18,14,3,6,0,77,0,0,0,0,0,0,0,5,0,9,8,11,6,5,21,9,19,4,0,90,223,123,104,126,137,91,48,28,6,892,13,7,14,13,18,9,4,5,6,79,270,161,144,176,197,156,118,75,27,1342,0,0,0,3,16,27,32,29,21,126,3,12,9,16,21,12,12,10,3,102,0,0,0,0,9,10,14,7,0,44,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,12,9,3,4,37,0,0,0,0,6,5,7,18,4,42
SAL50011,0,3,8,23,27,36,37,14,6,152,89,46,67,74,39,23,22,3,0,355,0,0,0,4,12,5,20,10,5,65,0,0,0,0,0,0,3,9,7,24,3,4,8,21,45,29,37,12,4,163,0,0,4,3,17,25,37,14,4,107,0,0,4,0,6,0,7,0,0,21,0,0,4,0,5,12,8,4,0,42,31,49,75,67,45,22,12,4,0,308,0,0,0,0,3,0,7,3,4,20,64,29,29,45,49,35,25,11,9,285,1092,412,689,589,328,170,71,16,0,3374,69,50,84,83,68,26,4,4,0,390,1336,569,935,873,580,325,190,63,14,4885,0,3,27,33,73,71,62,18,11,289,85,57,118,85,62,30,23,6,0,464,4,0,3,4,14,23,20,5,4,80,0,0,0,0,0,0,5,14,5,24,0,0,7,11,26,33,35,13,3,135,0,0,3,3,10,14,18,15,9,69
SAL50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50013,0,0,0,5,0,9,8,4,0,21,5,0,3,0,0,3,0,0,0,18,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,12,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,11,7,0,4,7,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,5,0,21,37,32,15,20,31,35,18,3,3,202,3,4,0,4,0,0,0,0,0,16,56,44,24,36,44,55,37,9,3,301,0,0,0,0,8,15,9,0,0,39,9,5,3,8,7,5,3,0,0,32,0,0,0,4,0,3,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,0,8,0,0,0,0,0,3,0,0,0,4
SAL50014,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,7,6,3,4,3,0,34,3,0,0,0,3,0,0,3,0,14,17,5,0,10,7,7,13,7,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50016,0,0,0,0,0,10,3,0,0,18,3,0,5,6,0,0,0,0,0,23,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,7,0,0,0,0,0,3,6,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,3,3,4,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,8,56,26,10,28,19,23,22,0,0,183,4,4,0,3,3,3,0,0,0,22,63,35,21,42,38,44,33,8,0,283,0,0,0,0,3,12,8,0,0,26,0,4,0,4,8,6,4,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,4
SAL50017,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,8,5,0,8,4,4,8,3,0,39,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50019,0,0,0,0,0,5,4,3,0,12,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,5,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,16,26,14,9,15,18,15,10,0,0,98,4,0,0,0,0,5,5,3,0,16,28,18,17,16,22,34,21,6,0,156,0,0,0,0,0,0,3,5,0,12,0,0,0,0,0,6,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
SAL50020,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,0,0,0,13,13,32,47,48,25,167,32,28,29,34,23,23,23,10,4,200,0,0,4,0,7,18,53,39,17,140,0,0,0,0,0,0,0,6,6,15,0,0,5,6,17,35,48,30,11,145,0,0,0,4,9,32,61,62,19,186,0,4,0,0,0,3,6,9,6,28,0,0,0,0,0,0,14,19,10,48,3,11,35,25,18,24,13,5,4,138,0,0,0,0,0,9,9,11,3,24,20,12,20,20,20,27,37,18,8,185,514,330,264,325,315,278,199,95,14,2331,38,21,17,38,34,32,25,12,3,229,602,408,360,437,437,459,434,249,74,3462,0,0,0,12,18,48,100,77,38,298,21,35,23,26,31,24,38,13,3,226,0,0,3,4,19,24,37,24,7,111,0,0,0,0,0,0,5,6,12,26,0,0,3,8,0,23,20,19,5,81,0,0,0,0,4,0,28,33,12,80
SAL50023,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,14,0,0,0,0,3,0,0,0,0,5,3,4,6,0,10,5,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAL50024,0,3,6,5,8,28,33,29,5,120,19,16,10,31,15,10,9,5,4,123,0,0,0,3,3,13,25,13,6,66,0,0,0,0,0,0,0,6,3,14,0,0,0,5,8,16,36,14,5,86,0,0,0,5,9,17,51,19,8,114,0,0,0,0,0,0,3,0,7,14,0,0,0,0,0,3,4,11,3,26,5,17,16,12,17,11,5,4,0,101,0,0,0,0,3,6,3,3,5,13,23,12,3,15,26,18,23,17,6,134,366,240,152,222,210,155,101,42,8,1493,19,15,9,18,21,10,14,7,4,111,428,299,192,302,308,248,239,126,33,2176,0,3,0,5,14,40,59,40,28,197,8,12,22,25,16,23,28,8,4,154,0,0,0,0,4,19,18,9,11,65,0,0,0,0,0,0,3,0,6,11,0,4,0,3,9,12,17,7,7,66,0,0,0,0,0,4,21,9,12,50
SAL50025,0,0,0,0,0,3,13,0,0,22,0,0,5,0,4,6,10,0,0,23,0,0,0,0,0,4,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,3,6,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,0,6,0,14,42,26,12,24,30,26,13,0,0,178,0,3,0,0,3,3,8,0,0,17,46,27,18,31,48,56,36,9,0,276,0,0,0,0,6,11,5,0,0,24,0,0,0,4,5,5,6,4,0,17,0,0,0,0,7,7,3,0,0,11,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,3,0,0,8,0,0,0,0,0,0,0,0,0,4
SAL50026,0,3,19,38,66,128,150,106,30,540,119,74,97,63,74,55,55,21,0,576,3,6,4,7,18,35,64,43,16,203,0,0,0,0,0,0,11,22,21,61,0,0,16,34,69,120,150,98,24,511,0,3,6,9,40,64,129,97,32,380,3,0,0,3,8,13,20,21,12,83,4,0,3,8,27,36,63,43,14,198,54,98,152,114,112,98,68,28,9,736,0,0,0,0,5,13,24,29,10,85,97,46,76,68,85,118,89,50,27,657,869,475,512,456,369,298,182,91,20,3278,176,138,142,101,95,79,46,33,7,811,1277,805,941,791,774,764,662,385,122,6514,0,6,27,52,135,233,297,208,92,1043,95,102,142,122,122,138,141,45,19,929,0,5,3,16,24,39,69,55,10,222,0,0,0,0,0,6,8,40,44,101,5,8,19,28,82,124,166,88,36,556,6,6,7,7,23,72,106,80,48,354
SAL50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,8,4,7,4,4,0,6,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
