SAL_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SAL51491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51492,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,10,0,7,11,9,4,0,0,0,29,5,10,12,8,5,0,0,0,31,12,32,38,39,21,6,0,0,151,15,0,0,4,0,0,0,0,17,0,5,0,8,4,0,0,0,19,27,41,48,44,20,6,0,0,192,0,0,0,0,0,0,0,0,5,4,13,20,15,6,0,5,0,61,38,73,97,71,36,14,3,0,324
SAL51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51494,11,10,3,5,0,0,45,0,3,10,13,4,0,0,0,33,7,37,41,25,16,12,11,0,142,0,17,15,18,34,15,4,0,111,15,38,33,31,45,11,11,3,189,9,0,0,0,6,0,0,0,15,3,0,3,4,6,9,4,0,29,27,38,40,40,53,18,17,3,234,0,0,0,0,5,0,0,0,11,14,8,9,11,10,10,7,6,85,53,125,122,114,130,63,43,8,659
SAL51495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,3,5,0,0,7,4,6,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,14,6,8,9,6,7,6,0,0,41
SAL51496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,10,3,0,0,0,16
SAL51497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,14
SAL51498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,7,7,8,0,0,0,0,25
SAL51499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,3,0,3,0,0,6,8,0,24
SAL51500,11,6,4,3,0,0,21,0,0,4,0,0,3,4,0,17,4,26,39,23,13,12,3,0,113,11,30,18,38,27,24,8,0,149,46,121,91,101,63,32,20,0,472,26,21,13,5,6,0,0,0,68,0,3,9,9,11,5,3,0,42,78,141,107,117,75,38,23,3,584,0,0,0,4,4,0,0,0,11,41,38,52,57,43,34,14,5,284,139,243,229,241,164,106,57,5,1179
SAL51501,0,0,7,0,4,0,11,0,0,0,3,0,0,0,0,12,0,23,22,7,15,11,4,0,89,0,10,6,3,12,14,0,0,52,10,31,30,25,50,32,17,0,199,0,0,0,4,6,0,0,0,12,0,0,0,4,8,0,3,0,17,12,33,39,29,62,37,21,0,234,0,0,0,0,3,0,0,0,5,24,24,20,26,27,35,17,7,176,42,91,87,73,118,102,48,7,570
SAL51502,42,43,31,9,6,0,149,0,25,32,39,32,15,5,0,151,56,180,196,185,118,65,27,3,824,53,140,186,212,207,92,24,7,922,231,478,432,490,425,249,78,21,2407,85,46,19,34,23,7,0,0,220,23,17,36,41,38,34,12,0,204,333,540,486,571,490,296,96,21,2834,9,8,3,9,13,12,15,3,64,89,142,147,130,134,79,67,46,833,547,1061,1089,1183,1020,565,238,84,5779
SAL51503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,0,4,0,0,23
SAL51504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,14,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,4,7,9,4,3,0,0,0,31
SAL51505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,3,6,0,0,0,19,6,0,4,0,3,0,0,0,14,0,7,3,4,3,3,0,0,27,0,3,0,3,0,0,0,0,8,0,0,0,0,5,0,0,0,4,0,13,8,9,6,3,3,0,39,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,5,13,10,19,14,10,3,4,84
SAL51506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51508,4,9,6,0,0,0,26,0,3,4,6,0,0,0,0,13,17,23,34,8,7,12,5,0,103,0,8,19,21,15,17,5,5,81,15,34,37,30,42,33,14,4,205,4,0,8,3,0,0,0,0,9,0,0,5,0,3,6,0,0,15,10,32,43,37,44,33,12,5,228,0,0,0,0,0,7,0,0,5,0,0,3,7,5,5,9,6,41,30,67,113,86,74,74,34,11,499
SAL51509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,8,3,7,0,0,15
SAL51510,0,5,4,4,0,0,11,0,0,3,0,0,4,0,0,7,0,0,0,3,10,8,10,0,39,0,3,6,6,7,11,6,0,33,0,8,3,20,24,21,7,0,82,0,4,0,4,0,0,0,0,8,0,0,0,4,0,0,0,0,4,0,5,5,23,25,25,8,0,98,0,0,0,0,0,0,0,0,5,0,8,0,4,8,12,7,7,46,3,16,15,44,56,61,30,3,237
SAL51511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,13,0,3,5,10,0,11,0,0,33
SAL51512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,13
SAL51513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12
SAL51515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL51516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,4,4,0,0,12,0,4,9,0,8,5,0,0,27
SAL51517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
SAL51518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,5,0,0,0,0,15,0,7,4,6,9,5,0,0,29,3,10,5,21,12,11,4,0,69,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,14,10,20,12,13,8,0,80,0,0,0,0,0,0,0,0,0,14,11,9,21,19,6,13,0,81,13,24,27,49,35,31,14,0,204
SAL51519,78,28,16,9,0,0,176,0,24,20,5,11,6,0,0,71,34,268,236,74,37,33,0,0,677,25,96,111,75,41,29,13,0,392,73,265,159,84,79,34,8,0,711,25,12,15,5,3,0,0,0,63,6,12,12,16,7,9,0,0,55,98,293,185,109,92,41,8,0,828,4,4,3,3,0,3,0,0,18,19,42,22,21,14,12,0,0,134,182,763,649,317,202,142,31,7,2297
SAL51520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,3,6,0,5,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,6,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,4,0,7,8,0,5,7,0,0,33
SAL51521,40,30,16,3,0,0,117,4,16,28,17,10,8,0,0,77,27,88,122,113,34,24,5,0,408,11,48,94,68,50,28,12,0,316,59,170,175,151,95,52,18,5,723,30,21,13,9,5,3,0,0,79,6,5,15,15,7,8,3,0,56,90,196,199,175,111,59,19,3,857,6,0,9,7,0,0,0,0,19,34,44,43,32,24,21,43,6,243,169,411,538,434,243,147,76,16,2030
SAL51522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,3,0,5,4,0,0,10,0,0,3,6,7,4,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,5,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,22,0,0,5,8,24,23,4,0,67
SAL51523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,4,0,4,5,0,0,0,17
SAL51524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,6,0,6,7,0,0,12,0,11,0,0,0,0,4,0,17,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,9,0,3,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,13,0,14,5,5,13,11,3,0,52
SAL51525,16,17,15,7,0,0,65,0,3,7,12,16,11,4,0,54,16,46,60,70,48,57,17,0,318,9,39,48,69,72,68,31,4,337,63,100,149,139,158,147,50,9,817,28,6,3,10,9,4,0,0,63,5,6,9,10,12,22,3,0,75,96,120,160,156,180,178,57,6,958,0,0,0,9,7,4,5,0,27,24,20,44,25,37,60,24,5,244,144,231,348,360,370,398,137,22,2004
SAL51526,81,36,44,21,8,0,247,3,21,39,29,24,13,6,0,135,58,238,279,187,132,93,33,9,1034,57,155,214,178,155,143,58,19,977,207,445,402,325,358,268,119,33,2159,51,29,15,16,25,13,3,0,155,13,21,31,35,36,50,22,9,219,272,494,446,383,423,331,145,42,2525,0,9,11,11,10,15,7,0,67,57,88,113,113,107,102,107,97,784,455,1054,1188,932,891,730,354,170,5774
SAL51527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,11,0,3,4,3,0,0,27
SAL51528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,13,4,11,9,3,9,0,0,0,37
SAL51529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,7,3,0,6,6,8,3,0,0,26,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,5,8,3,0,0,31,0,0,0,0,0,3,0,0,3,0,0,0,0,3,6,3,0,13,3,7,13,14,11,17,5,0,61
SAL51530,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,9,8,6,0,0,0,0,21,0,0,0,0,3,0,0,0,4,0,0,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,15,11,9,5,11,0,0,0,48,21,22,25,13,16,4,0,0,103
SAL51531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,3,0,0,0,0,12
SAL51532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,20
SAL51533,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,7,18,15,6,0,0,0,0,49,5,3,5,0,0,0,0,0,13,0,3,3,0,4,0,0,0,11,11,25,20,8,3,0,0,0,67,0,0,0,0,0,0,0,0,0,6,6,4,11,5,0,11,0,41,22,33,23,24,7,3,9,0,128
SAL51534,32,28,23,17,3,0,132,8,18,20,20,32,14,3,0,113,45,113,148,134,107,72,15,4,632,33,102,137,166,163,68,31,5,707,217,455,407,405,418,172,102,25,2201,81,41,26,16,19,9,4,0,196,9,23,29,34,41,22,12,3,164,305,519,462,455,473,206,114,23,2557,0,7,11,10,10,11,3,0,57,88,102,115,104,90,68,37,17,625,475,888,925,916,895,458,210,60,4819
SAL51535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,5,3,3,0,0,24
SAL51536,3,0,0,4,0,0,15,0,0,3,0,3,4,0,0,20,0,25,26,28,19,15,0,0,120,3,13,25,41,34,23,18,6,158,51,95,111,105,111,69,22,8,558,19,13,9,9,9,4,0,0,52,0,0,5,9,11,7,3,0,46,68,107,120,114,124,82,24,11,654,0,4,0,0,4,7,5,0,20,22,29,22,39,32,35,45,32,261,95,181,204,231,223,166,90,47,1239
SAL51537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL51538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,0,3,5,0,3,5,21,3,4,5,0,11,6,7,5,39
SAL51539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5
SAL51540,0,5,0,0,0,0,9,0,0,3,3,5,0,0,0,19,0,4,25,20,17,12,4,0,79,0,9,8,14,10,8,8,0,59,12,29,29,38,20,15,3,0,154,8,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,8,19,29,34,42,22,22,6,0,168,0,0,0,0,0,0,0,0,9,0,5,3,6,3,7,6,0,30,22,48,73,88,55,53,23,3,362
SAL51541,47,25,17,15,3,0,158,0,25,19,26,11,18,0,0,105,44,145,145,88,68,69,30,0,590,20,47,51,55,63,61,42,3,340,56,96,93,101,92,69,48,14,566,11,3,9,4,6,3,7,0,42,4,6,6,9,11,15,4,0,57,70,108,109,116,106,84,55,9,658,4,3,4,3,3,9,4,3,28,12,21,33,23,10,18,26,3,155,159,386,408,335,287,279,159,30,2035
SAL51542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,3,0,0,12,0,0,0,0,0,0,0,0,8,0,3,0,3,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,6,8,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,5,4,3,4,3,0,17,4,5,11,16,12,7,6,0,62
SAL51543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,4,0,0,0,18
SAL51544,50,45,50,34,8,0,284,0,4,10,14,17,12,6,0,70,67,118,117,94,100,87,26,6,612,18,20,20,30,48,51,35,0,219,18,27,26,29,33,30,20,4,188,4,0,5,0,0,0,0,0,9,0,0,4,10,8,4,0,0,26,28,30,35,36,39,31,20,4,224,0,3,0,4,8,7,0,0,27,25,20,11,15,19,19,13,5,124,148,275,252,237,282,241,114,14,1562
SAL51545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,5,3,0,3,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,11,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,0,13,5,0,7,15,5,5,5,6,52
SAL51546,20,13,23,12,10,4,89,0,0,8,6,8,9,4,0,43,10,43,56,59,53,55,10,0,292,4,6,26,15,19,31,17,0,120,16,18,12,28,24,20,11,4,133,0,0,0,0,0,3,3,0,9,0,0,4,6,0,5,3,5,20,18,18,16,32,28,24,20,3,158,0,0,5,5,3,0,0,0,14,3,11,10,10,4,15,16,0,79,38,89,134,141,143,153,77,11,793
SAL51547,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,5,0,15,0,0,0,0,0,0,0,0,3,0,0,4,6,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,14,3,5,11,12,10,0,3,0,50
SAL51548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,0,3,0,0,0,0,3,3,0,0,8,4,0,4,5,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,3,6,9,3,3,0,0,30
SAL51549,168,69,27,9,3,0,361,0,14,34,19,10,5,0,0,86,41,213,370,145,82,34,13,0,887,34,69,170,110,69,27,8,0,497,70,159,235,166,96,50,22,3,803,29,11,8,3,11,0,0,0,66,4,5,21,13,6,8,4,0,64,102,176,265,190,113,61,22,3,931,3,11,10,8,5,5,0,0,32,52,61,85,50,47,23,5,6,318,228,629,1104,588,341,155,43,10,3113
SAL51550,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,7,6,0,0,0,24,0,4,3,5,11,3,0,0,21,8,6,18,15,27,11,4,0,92,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,12,6,15,24,18,29,18,4,0,107,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,3,0,29,12,24,32,31,53,24,5,0,188
SAL51551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,11
SAL51552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,4,0,0,0,0,12,0,3,10,0,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,3,3,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,7,7,13,15,11,10,3,0,62
