POW_LGA_CODE_2021,Pro_500_649_A_25_34,Pro_500_649_A_35_44,Pro_500_649_A_45_54,Pro_500_649_A_55_64,Pro_500_649_A_65_74,Pro_500_649_A_75ov,Pro_500_649_Tot,Pro_650_799_A_15_19,Pro_650_799_A_20_24,Pro_650_799_A_25_34,Pro_650_799_A_35_44,Pro_650_799_A_45_54,Pro_650_799_A_55_64,Pro_650_799_A_65_74,Pro_650_799_A_75ov,Pro_650_799_Tot,Pro_800_999_A_15_19,Pro_800_999_A_20_24,Pro_800_999_A_25_34,Pro_800_999_A_35_44,Pro_800_999_A_45_54,Pro_800_999_A_55_64,Pro_800_999_A_65_74,Pro_800_999_A_75ov,Pro_800_999_Tot,Pro_1000_1249_A_15_19,Pro_1000_1249_A_20_24,Pro_1000_1249_A_25_34,Pro_1000_1249_A_35_44,Pro_1000_1249_A_45_54,Pro_1000_1249_A_55_64,Pro_1000_1249_A_65_74,Pro_1000_1249_A_75ov,Pro_1000_1249_Tot,Pro_1250_1499_A_15_19,Pro_1250_1499_A_20_24,Pro_1250_1499_A_25_34,Pro_1250_1499_A_35_44,Pro_1250_1499_A_45_54,Pro_1250_1499_A_55_64,Pro_1250_1499_A_65_74,Pro_1250_1499_A_75ov,Pro_1250_1499_Tot,Pro_1500_1749_A_15_19,Pro_1500_1749_A_20_24,Pro_1500_1749_A_25_34,Pro_1500_1749_A_35_44,Pro_1500_1749_A_45_54,Pro_1500_1749_A_55_64,Pro_1500_1749_A_65_74,Pro_1500_1749_A_75ov,Pro_1500_1749_Tot,Pro_1750_1999_A_15_19,Pro_1750_1999_A_20_24,Pro_1750_1999_A_25_34,Pro_1750_1999_A_35_44,Pro_1750_1999_A_45_54,Pro_1750_1999_A_55_64,Pro_1750_1999_A_65_74,Pro_1750_1999_A_75ov,Pro_1750_1999_Tot,Pro_2000_2999_A_15_19,Pro_2000_2999_A_20_24,Pro_2000_2999_A_25_34,Pro_2000_2999_A_35_44,Pro_2000_2999_A_45_54,Pro_2000_2999_A_55_64,Pro_2000_2999_A_65_74,Pro_2000_2999_A_75ov,Pro_2000_2999_Tot,Pro_3000_3499_A_15_19,Pro_3000_3499_A_20_24,Pro_3000_3499_A_25_34,Pro_3000_3499_A_35_44,Pro_3000_3499_A_45_54,Pro_3000_3499_A_55_64,Pro_3000_3499_A_65_74,Pro_3000_3499_A_75ov,Pro_3000_3499_Tot,Pro_3500mo_A_15_19,Pro_3500mo_A_20_24,Pro_3500mo_A_25_34,Pro_3500mo_A_35_44,Pro_3500mo_A_45_54,Pro_3500mo_A_55_64,Pro_3500mo_A_65_74,Pro_3500mo_A_75ov,Pro_3500mo_Tot,Pro_PINS_A_15_19,Pro_PINS_A_20_24,Pro_PINS_A_25_34,Pro_PINS_A_35_44,Pro_PINS_A_45_54,Pro_PINS_A_55_64,Pro_PINS_A_65_74,Pro_PINS_A_75ov,Pro_PINS_Tot,Pro_Tot_A_15_19,Pro_Tot_A_20_24,Pro_Tot_A_25_34,Pro_Tot_A_35_44,Pro_Tot_A_45_54,Pro_Tot_A_55_64,Pro_Tot_A_65_74,Pro_Tot_A_75ov,Pro_Tot_Tot,TaTW_NNI_A_15_19,TaTW_NNI_A_20_24,TaTW_NNI_A_25_34,TaTW_NNI_A_35_44,TaTW_NNI_A_45_54,TaTW_NNI_A_55_64,TaTW_NNI_A_65_74,TaTW_NNI_A_75ov,TaTW_NNI_Tot,TaTW_1_149_A_15_19,TaTW_1_149_A_20_24,TaTW_1_149_A_25_34,TaTW_1_149_A_35_44,TaTW_1_149_A_45_54,TaTW_1_149_A_55_64,TaTW_1_149_A_65_74,TaTW_1_149_A_75ov,TaTW_1_149_Tot,TaTW_150_299_A_15_19,TaTW_150_299_A_20_24,TaTW_150_299_A_25_34,TaTW_150_299_A_35_44,TaTW_150_299_A_45_54,TaTW_150_299_A_55_64,TaTW_150_299_A_65_74,TaTW_150_299_A_75ov,TaTW_150_299_Tot,TaTW_300_399_A_15_19,TaTW_300_399_A_20_24,TaTW_300_399_A_25_34,TaTW_300_399_A_35_44,TaTW_300_399_A_45_54,TaTW_300_399_A_55_64,TaTW_300_399_A_65_74,TaTW_300_399_A_75ov,TaTW_300_399_Tot,TaTW_400_499_A_15_19,TaTW_400_499_A_20_24,TaTW_400_499_A_25_34,TaTW_400_499_A_35_44,TaTW_400_499_A_45_54,TaTW_400_499_A_55_64,TaTW_400_499_A_65_74,TaTW_400_499_A_75ov,TaTW_400_499_Tot,TaTW_500_649_A_15_19,TaTW_500_649_A_20_24,TaTW_500_649_A_25_34,TaTW_500_649_A_35_44,TaTW_500_649_A_45_54,TaTW_500_649_A_55_64,TaTW_500_649_A_65_74,TaTW_500_649_A_75ov,TaTW_500_649_Tot,TaTW_650_799_A_15_19,TaTW_650_799_A_20_24,TaTW_650_799_A_25_34,TaTW_650_799_A_35_44,TaTW_650_799_A_45_54,TaTW_650_799_A_55_64,TaTW_650_799_A_65_74,TaTW_650_799_A_75ov,TaTW_650_799_Tot,TaTW_800_999_A_15_19,TaTW_800_999_A_20_24,TaTW_800_999_A_25_34,TaTW_800_999_A_35_44,TaTW_800_999_A_45_54,TaTW_800_999_A_55_64,TaTW_800_999_A_65_74,TaTW_800_999_A_75ov,TaTW_800_999_Tot,TaTW_1000_1249_A_15_19,TaTW_1000_1249_A_20_24,TaTW_1000_1249_A_25_34,TaTW_1000_1249_A_35_44,TaTW_1000_1249_A_45_54,TaTW_1000_1249_A_55_64,TaTW_1000_1249_A_65_74,TaTW_1000_1249_A_75ov,TaTW_1000_1249_Tot,TaTW_1250_1499_A_15_19,TaTW_1250_1499_A_20_24,TaTW_1250_1499_A_25_34,TaTW_1250_1499_A_35_44,TaTW_1250_1499_A_45_54,TaTW_1250_1499_A_55_64,TaTW_1250_1499_A_65_74,TaTW_1250_1499_A_75ov,TaTW_1250_1499_Tot,TaTW_1500_1749_A_15_19,TaTW_1500_1749_A_20_24,TaTW_1500_1749_A_25_34,TaTW_1500_1749_A_35_44
LGA50840,0,0,4,4,0,0,11,0,0,5,0,0,3,0,0,16,0,3,0,6,6,3,3,0,23,0,0,0,12,5,5,3,0,33,0,3,5,4,3,11,0,0,27,0,0,3,5,11,10,0,0,34,0,0,7,6,9,3,0,0,24,0,0,21,22,21,12,0,0,78,0,0,3,0,0,3,0,0,15,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,53,71,71,57,28,5,288,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,3,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,12,0,0,0,0,0,5,0,0,12,3,0,4,0,3,0,0,0,16,0,5,4,4,0,6,3,0,18,0,3,9,5,3,10,0,0,29,4,7,9,3,3,16,3,0,40,0,5,8,13,10,6,0,0,39,0,4,11,8
LGA50910,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,12,9,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50980,6,7,12,3,0,0,25,0,3,15,17,10,9,3,0,57,0,0,22,35,12,7,6,0,82,0,14,45,31,19,23,7,4,138,0,27,64,47,29,23,4,0,198,0,10,128,73,41,44,5,0,307,0,7,102,88,53,40,9,0,297,0,0,115,139,125,73,11,0,469,0,0,17,19,13,8,3,0,64,0,0,22,59,47,28,6,0,163,0,0,0,3,3,3,0,0,13,8,74,556,534,361,278,69,4,1881,0,0,0,0,4,0,0,0,3,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,4,0,0,0,5,0,0,0,10,6,0,0,0,5,6,0,0,24,3,6,5,6,3,7,3,0,42,4,16,14,10,3,5,3,0,63,3,14,20,14,20,10,7,0,91,7,18,44,27,27,18,4,0,141,0,10,29,36,32,17,7,0,123,0,3,31,37
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,10,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,5,0,0,5,7
LGA51190,35,33,23,19,15,0,132,0,9,54,64,40,36,18,0,219,0,39,72,97,57,58,23,0,350,5,42,118,147,126,81,31,3,551,0,55,169,151,149,93,24,0,648,0,26,174,188,189,139,28,0,745,0,5,140,144,150,125,22,0,580,0,13,145,228,271,223,38,0,916,0,0,17,31,35,22,7,0,117,0,0,19,85,98,76,22,0,296,0,0,8,4,5,6,3,0,23,27,201,1000,1220,1163,904,255,13,4786,0,0,0,0,0,4,0,0,12,13,3,9,9,0,5,4,0,45,6,4,10,4,3,3,4,0,37,21,4,15,9,11,7,9,0,83,44,25,18,7,20,17,0,0,128,93,48,31,34,32,21,10,0,261,41,92,60,28,43,25,3,0,297,15,98,115,57,65,43,10,3,396,9,92,159,139,94,75,18,0,580,6,46,126,130,94,74,17,0,498,0,21,119,114
LGA51260,21,27,22,18,12,3,110,0,7,20,55,31,28,17,4,159,0,9,41,58,49,41,6,3,211,0,13,57,101,83,55,7,4,320,0,14,75,78,79,52,13,3,319,0,7,67,95,106,61,9,0,353,0,0,55,80,122,54,9,0,325,0,3,60,126,156,103,15,0,456,0,0,4,15,39,19,5,0,83,0,0,11,52,65,36,10,0,170,0,0,0,13,4,0,0,0,17,12,58,426,745,801,497,134,14,2691,0,4,4,6,4,5,0,0,24,6,5,4,0,3,9,0,0,28,9,0,4,3,6,6,5,0,32,14,5,7,3,4,9,0,0,48,40,11,12,11,16,12,10,0,111,47,27,25,32,24,33,17,4,195,24,66,50,35,22,27,11,0,224,11,61,73,64,42,39,18,0,315,0,40,117,119,97,68,18,0,460,0,20,86,99,80,46,10,0,346,0,3,52,70
LGA51310,32,43,25,30,16,5,158,0,5,53,61,35,36,17,4,221,0,32,79,103,55,58,29,4,358,0,49,158,123,97,82,25,5,537,3,49,177,124,102,73,30,3,565,0,31,209,158,117,74,16,0,612,0,10,156,126,104,97,17,5,507,0,6,211,231,241,180,36,4,904,0,0,23,56,68,39,15,3,208,0,0,32,117,189,139,45,4,528,0,0,6,4,5,4,3,0,23,14,231,1165,1202,1098,847,263,51,4866,0,0,4,0,0,0,0,0,7,0,5,0,0,0,0,0,0,13,3,7,8,0,0,0,4,0,24,0,10,3,3,4,3,3,0,30,3,3,6,5,7,5,3,0,41,8,24,11,8,11,4,5,0,83,3,35,30,20,14,11,4,0,114,3,33,56,24,24,15,10,0,162,0,20,90,48,42,21,4,0,219,0,10,49,44,26,12,9,0,151,0,5,35,31
LGA51330,51,39,34,34,22,4,226,0,26,80,94,57,43,23,3,325,0,54,158,122,96,60,49,11,547,0,75,287,221,167,109,52,5,922,0,80,376,261,168,116,44,3,1041,0,37,386,304,260,182,54,3,1232,0,0,238,286,231,173,55,4,995,0,15,344,537,475,345,73,3,1789,0,5,45,102,86,61,16,0,308,0,0,43,129,142,103,27,11,457,0,8,14,7,11,19,0,0,59,68,417,2109,2175,1796,1314,447,68,8393,0,7,9,5,8,0,0,0,23,18,4,3,13,3,3,5,0,57,11,28,12,19,19,12,3,0,110,23,30,17,18,25,14,13,5,147,65,76,33,34,25,17,10,5,262,119,124,79,53,41,40,18,0,476,90,228,152,94,69,68,29,0,733,43,247,324,221,136,111,38,3,1117,21,218,494,356,287,215,37,4,1634,5,118,402,378,308,224,38,0,1466,0,62,344,336
LGA51400,0,3,8,3,6,0,20,0,0,3,7,6,0,5,0,23,0,0,4,7,10,0,0,3,38,0,5,11,16,16,15,5,0,66,0,7,13,17,22,4,9,0,69,0,0,15,23,20,20,3,0,77,0,0,12,24,18,17,0,0,73,0,0,12,37,62,28,3,0,144,0,0,4,6,5,0,0,0,15,0,0,0,5,8,8,4,0,28,0,0,0,0,0,0,0,0,3,7,18,89,161,186,106,39,0,602,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,12,0,0,3,0,3,4,0,0,14,6,0,5,3,0,3,7,0,26,10,9,0,6,5,4,0,0,36,9,9,7,7,4,4,3,0,41,3,13,11,8,12,10,0,0,59,0,10,17,21,13,11,3,0,75,0,9,12,18,7,10,6,0,54,0,5,15,10
LGA51470,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,5
LGA51540,0,0,3,7,0,0,8,0,0,0,0,4,0,4,0,12,0,0,4,3,0,4,0,0,10,0,4,9,3,13,6,0,0,32,0,7,17,9,0,7,3,0,42,0,3,17,12,4,9,0,0,50,0,0,7,10,10,4,0,0,40,0,0,13,18,15,22,0,0,66,0,0,0,0,9,0,0,0,6,0,0,0,7,8,9,0,0,20,0,0,0,0,0,4,0,0,0,0,24,63,64,73,75,12,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,0,9,11,3,4,0,0,4,0,0,20,0,3,0,0,0,5,0,0,12,0,8,7,3,7,0,3,0,24,4,4,8,8,9,7,6,0,36,0,4,11,4,7,5,0,0,35,0,3,11,9
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,8,0,0,3,4
LGA51680,0,0,0,0,3,0,5,0,0,0,4,0,0,0,0,9,0,0,6,3,0,0,0,0,13,0,4,6,0,0,6,0,0,16,0,0,11,12,0,0,0,0,23,0,0,3,4,5,4,0,0,20,0,0,4,8,3,0,0,0,16,0,0,6,13,6,4,0,0,33,0,0,0,6,0,0,0,0,10,0,0,0,0,8,4,0,0,12,0,0,0,0,0,0,0,0,4,0,17,36,52,40,20,13,0,181,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,12,0,3,0,0,0,5,0,0,7,0,0,5,0,0,0,0,0,14,3,0,3,3,0,10,0,0,26,0,14,0,0,0,0,0,0,19,3,4,9,12,3,3,0,0,29,0,4,8,8,6,10,4,0,41,0,0,5,6,5,10,0,0,29,0,0,4,11
LGA51710,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,11,0,0,6,0,0,0,0,0,5,0,0,3,0,7,0,0,0,10,0,0,8,9,3,5,0,0,24,0,0,3,9,9,0,0,0,20,0,0,5,10,13,3,0,0,30,0,0,0,0,0,0,5,0,5,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,26,31,31,16,8,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,0,0,0,5,5,0,4,3,0,0,16,0,0,4,4,3,0,0,0,15,0,4,9,0,5,3,0,0,22,0,0,10,0
LGA51750,24,8,9,6,15,5,79,0,4,17,15,16,11,0,0,78,0,10,26,29,23,21,14,0,120,0,14,55,27,35,34,17,0,189,0,6,71,34,37,32,5,5,190,0,3,57,43,40,44,18,0,202,0,0,42,51,38,37,8,5,181,0,0,79,134,118,82,25,0,451,0,0,7,32,24,8,9,4,86,0,0,11,44,63,25,14,3,168,0,0,5,3,0,0,0,0,10,36,93,417,448,414,323,132,30,1900,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,8,5,0,0,0,0,5,0,0,17,5,5,4,0,0,0,0,0,17,9,7,7,4,0,6,0,0,36,8,18,8,4,6,0,0,0,47,0,13,12,11,3,13,0,0,51,3,12,24,14,10,10,7,0,82,0,8,38,25,22,7,0,0,105,0,4,38,14,6,12,3,0,89,0,0,13,19
LGA51820,66,62,37,32,25,9,253,0,27,95,82,39,35,17,0,302,0,48,140,142,58,45,22,0,449,0,107,264,190,111,81,29,0,789,0,70,332,237,148,71,26,0,880,0,51,365,272,197,115,27,8,1035,0,15,286,287,187,134,25,3,930,0,4,358,549,461,273,48,6,1702,0,0,57,113,77,62,12,3,320,0,4,39,146,137,81,19,4,434,0,3,7,12,10,8,5,0,48,65,415,2095,2205,1529,988,294,31,7609,4,3,4,0,5,5,0,0,30,19,9,13,5,8,3,0,0,61,13,11,13,17,12,13,4,0,97,31,20,25,30,20,28,5,3,158,65,50,36,35,28,20,14,5,259,136,116,58,62,45,50,21,5,496,84,228,128,93,70,61,29,0,698,54,240,270,151,147,101,25,0,987,28,186,466,313,287,188,43,5,1513,4,119,387,358,312,210,50,4,1446,8,89,371,388
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,9,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,8,8,9,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,6,0,3,3,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,3,3,3,3,0,0,8,0,0,4,4,0,3,0,0,16,0,0,0,9,0,7,4,0,21,0,4,5,7,10,9,4,0,38,0,0,11,7,10,5,0,0,40,0,4,15,11,11,7,3,0,53,0,5,17,12,16,12,3,0,56,0,0,32,54,62,31,4,0,184,0,0,6,18,14,9,5,0,54,0,0,4,19,11,5,0,0,36,0,0,0,0,0,0,0,0,3,0,16,103,152,150,103,26,6,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,4,5,3,6,0,6,4,0,0,16,3,0,0,6,3,0,4,0,19,9,4,6,5,0,4,0,3,34,17,10,7,7,6,4,5,0,50,10,11,10,8,3,4,0,0,48,4,15,11,7,8,16,0,0,64,0,6,14,7,24,12,0,0,67,0,8,24,26
LGA51960,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,3,10,4,3,0,0,0,18,0,0,8,0,0,0,0,0,9,0,8,17,3,0,7,0,0,39,0,6,45,25,34,5,0,0,115,0,0,17,15,9,7,0,0,55,0,0,11,22,10,11,0,0,55,0,0,0,0,0,0,0,0,0,0,19,110,78,64,43,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,0,5,0,0,0,0,6,0,0,0,3,0,0,0,0,8,3,5,0,3,8,0,0,0,17,5,0,3,4,9,0,0,0,22,6,5,6,0,12,5,0,0,29,0,11,14,10
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,3,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,4,0,0,0,0,0,5,0,0,5,0,0,0,0
LGA52100,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,4,0,3,4,3,0,0,0,0,9,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,13,11,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,10,0,0,3,5
LGA52170,5,6,7,3,4,0,26,0,0,8,11,0,4,3,0,30,0,3,9,7,8,4,6,0,35,0,12,15,12,13,10,11,0,73,0,3,29,9,10,4,4,0,65,0,5,15,23,13,9,7,0,71,0,4,17,18,8,6,5,5,55,0,0,13,26,26,14,3,0,82,0,0,3,4,6,13,3,0,30,0,0,5,20,35,40,15,0,114,0,0,0,0,0,0,0,0,3,5,37,121,137,136,121,68,8,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,5,3,0,0,0,14,4,0,8,6,8,4,0,0,27,5,4,8,6,5,3,0,0,40,0,11,16,20,4,5,3,0,53,0,7,26,22,7,8,5,0,78,0,3,13,16,12,8,0,0,56,0,0,4,16
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,8,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,3,0,7,0,0,0,3,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,7,0,0,6,3,7,5,0,0,22,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,16,14,7,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,0,0,4,0
