POW_LGA_CODE_2021,TaTW_650_799_H_0,TaTW_650_799_H_1_19,TaTW_650_799_H_20_29,TaTW_650_799_H_30_34,TaTW_650_799_H_35_39,TaTW_650_799_H_40_44,TaTW_650_799_H_45_49,TaTW_650_799_H_50ov,TaTW_650_799_H_NS,TaTW_650_799_H_Tot,TaTW_800_999_H_0,TaTW_800_999_H_1_19,TaTW_800_999_H_20_29,TaTW_800_999_H_30_34,TaTW_800_999_H_35_39,TaTW_800_999_H_40_44,TaTW_800_999_H_45_49,TaTW_800_999_H_50ov,TaTW_800_999_H_NS,TaTW_800_999_H_Tot,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_19,TaTW_1000_1249_H_20_29,TaTW_1000_1249_H_30_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40_44,TaTW_1000_1249_H_45_49,TaTW_1000_1249_H_50ov,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_19,TaTW_1250_1499_H_20_29,TaTW_1250_1499_H_30_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40_44,TaTW_1250_1499_H_45_49,TaTW_1250_1499_H_50ov,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_19,TaTW_1500_1749_H_20_29,TaTW_1500_1749_H_30_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40_44,TaTW_1500_1749_H_45_49,TaTW_1500_1749_H_50ov,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_19,TaTW_1750_1999_H_20_29,TaTW_1750_1999_H_30_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40_44,TaTW_1750_1999_H_45_49,TaTW_1750_1999_H_50ov,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_19,TaTW_2000_2999_H_20_29,TaTW_2000_2999_H_30_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40_44,TaTW_2000_2999_H_45_49,TaTW_2000_2999_H_50ov,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000_3499_H_0,TaTW_3000_3499_H_1_19,TaTW_3000_3499_H_20_29,TaTW_3000_3499_H_30_34,TaTW_3000_3499_H_35_39,TaTW_3000_3499_H_40_44,TaTW_3000_3499_H_45_49,TaTW_3000_3499_H_50ov,TaTW_3000_3499_H_NS,TaTW_3000_3499_H_Tot,TaTW_3500mo_H_0,TaTW_3500mo_H_1_19,TaTW_3500mo_H_20_29,TaTW_3500mo_H_30_34,TaTW_3500mo_H_35_39,TaTW_3500mo_H_40_44,TaTW_3500mo_H_45_49,TaTW_3500mo_H_50ov,TaTW_3500mo_H_NS,TaTW_3500mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_19,TaTW_PINS_H_20_29,TaTW_PINS_H_30_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40_44,TaTW_PINS_H_45_49,TaTW_PINS_H_50ov,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_19,TaTW_Tot_H_20_29,TaTW_Tot_H_30_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40_44,TaTW_Tot_H_45_49,TaTW_Tot_H_50ov,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_19,CoPSW_NNI_H_20_29,CoPSW_NNI_H_30_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40_44,CoPSW_NNI_H_45_49,CoPSW_NNI_H_50ov,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_19,CoPSW_1_149_H_20_29,CoPSW_1_149_H_30_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40_44,CoPSW_1_149_H_45_49,CoPSW_1_149_H_50ov,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_19,CoPSW_150_299_H_20_29,CoPSW_150_299_H_30_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40_44,CoPSW_150_299_H_45_49,CoPSW_150_299_H_50ov,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_19,CoPSW_300_399_H_20_29,CoPSW_300_399_H_30_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40_44,CoPSW_300_399_H_45_49,CoPSW_300_399_H_50ov,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_19,CoPSW_400_499_H_20_29,CoPSW_400_499_H_30_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40_44,CoPSW_400_499_H_45_49,CoPSW_400_499_H_50ov,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_19,CoPSW_500_649_H_20_29,CoPSW_500_649_H_30_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40_44,CoPSW_500_649_H_45_49,CoPSW_500_649_H_50ov,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_19,CoPSW_650_799_H_20_29,CoPSW_650_799_H_30_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40_44,CoPSW_650_799_H_45_49,CoPSW_650_799_H_50ov,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_19,CoPSW_800_999_H_20_29,CoPSW_800_999_H_30_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40_44,CoPSW_800_999_H_45_49,CoPSW_800_999_H_50ov,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_19,CoPSW_1000_1249_H_20_29,CoPSW_1000_1249_H_30_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40_44,CoPSW_1000_1249_H_45_49,CoPSW_1000_1249_H_50ov,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot
LGA52450,0,0,0,0,0,5,0,3,0,4,0,0,0,0,4,4,0,8,0,11,0,0,5,0,5,4,4,0,0,18,0,0,0,0,3,4,4,3,0,11,0,0,0,0,0,5,3,3,0,11,0,0,0,0,0,0,4,4,0,8,0,0,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,14,22,16,25,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8
LGA52520,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,4,0,0,8,0,0,0,0,0,4,3,0,0,18,0,3,0,0,0,3,0,10,0,20,0,0,0,0,0,3,4,7,0,11,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,22,10,37,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA52590,0,5,0,3,7,3,0,5,0,22,3,0,0,0,5,3,5,5,0,29,0,0,7,0,7,3,4,3,0,21,0,0,0,0,4,13,4,3,0,25,0,0,4,0,0,3,0,5,0,21,3,0,0,0,4,3,7,0,0,23,6,0,3,0,3,7,8,38,0,65,0,0,0,0,0,0,3,16,0,24,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,4,10,22,26,10,42,46,37,78,0,276,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,6,0,4,5,0,0,0,0,0,0,8,3,8,7,0,0,0,0,0,0,19,0,4,11,5,0,5,0,0,0,19,0,3,0,6,0,4,0,0,0,16,0,0,0,4,6,4,0,0,0,17
LGA52660,0,0,4,3,10,9,0,4,0,31,0,5,10,3,6,7,4,10,0,49,0,4,4,3,13,16,15,4,0,54,0,0,5,3,6,8,11,12,0,49,0,0,0,4,4,10,15,12,0,51,0,0,3,0,0,11,13,22,0,54,4,0,0,0,0,14,15,32,0,70,0,0,0,0,0,0,4,6,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,9,20,53,35,23,45,97,75,118,4,478,0,0,0,0,0,0,0,0,0,0,5,28,0,0,0,0,0,0,0,35,6,17,4,0,0,0,0,0,0,24,0,18,9,0,0,4,0,0,0,22,3,24,18,7,0,6,0,0,0,52,4,20,29,6,5,0,0,0,0,69,9,13,32,24,15,9,0,0,0,98,0,11,22,17,17,9,0,0,0,78,0,4,4,17,7,7,0,10,0,54
LGA52730,0,3,13,8,4,6,3,3,0,41,0,0,0,0,12,4,0,9,0,29,3,0,5,0,14,7,5,8,0,41,4,0,0,0,8,8,0,5,0,29,0,0,0,0,0,3,0,8,0,19,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,9,27,30,17,52,52,20,39,4,250,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,16,0,10,5,0,0,0,0,0,0,9,0,11,14,3,0,0,0,0,0,26,0,15,7,0,0,3,0,0,0,31,0,6,16,9,0,0,0,6,0,42,4,5,5,0,8,0,0,3,0,34,0,3,7,4,5,5,0,0,0,29
LGA52800,0,3,0,0,4,3,0,8,0,22,0,0,0,0,10,9,0,4,0,26,0,7,0,0,4,8,0,9,0,28,0,0,0,0,11,7,0,3,0,22,6,0,0,0,4,6,7,8,0,29,0,0,0,0,0,4,0,12,0,20,4,4,0,0,0,10,3,35,0,45,7,0,0,0,0,0,0,20,0,35,0,0,0,0,0,0,0,28,0,29,0,0,0,0,0,0,3,6,0,7,16,28,13,13,37,49,21,131,6,319,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,12,0,0,0,0,0,0,15,0,4,6,7,0,0,0,0,0,16,0,3,0,0,5,0,0,0,0,13,0,6,8,3,11,7,0,3,0,33,0,0,5,11,7,4,0,5,0,36,0,3,0,8,22,3,0,9,0,45,5,0,0,5,31,10,3,14,0,62
LGA52870,5,5,0,6,3,3,0,0,0,24,0,5,0,7,4,7,0,4,0,24,0,0,0,0,9,13,8,10,0,36,0,0,0,0,7,7,8,4,0,24,6,3,0,0,0,6,0,11,0,21,0,0,0,0,0,6,3,5,0,9,0,0,0,0,3,3,0,10,0,21,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,5,10,35,9,18,36,50,21,51,0,232,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,11,0,7,4,0,0,0,0,0,0,12,0,5,4,0,0,0,0,0,0,15,0,8,14,9,6,0,0,0,0,32,0,0,10,15,0,0,0,0,0,34,0,4,5,7,4,6,0,0,0,26,6,0,0,3,4,3,0,0,0,19
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,0,5,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,9,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,0,3,0,0,5,0,15,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,14,6,0,0,0,0,0,3,30,0,43,0,0,0,0,0,0,0,20,0,23,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,11,4,3,5,12,9,4,76,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4
LGA53150,0,6,10,3,0,3,0,0,0,24,0,9,4,0,8,10,4,5,0,33,0,0,0,7,17,5,9,0,0,39,0,0,0,4,4,10,3,6,0,34,0,0,0,0,5,8,3,7,0,19,0,0,0,0,0,6,0,5,0,18,0,0,4,0,0,4,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,7,29,26,16,53,50,15,31,3,230,0,0,0,0,0,0,0,0,0,0,3,39,0,0,0,0,0,0,0,42,3,31,3,0,0,0,0,0,0,42,0,27,4,0,0,0,0,0,0,38,0,22,13,5,0,0,0,0,0,43,3,27,24,8,0,5,0,0,0,70,4,14,24,17,11,3,0,0,5,82,0,7,18,20,17,13,0,3,0,72,0,7,5,8,14,6,0,0,0,44
LGA53220,5,3,0,6,3,4,0,11,0,37,3,3,0,5,4,0,8,22,0,54,12,3,3,5,12,16,13,62,5,122,19,8,5,7,6,25,14,142,9,235,39,6,7,5,19,26,17,242,4,360,45,16,14,5,17,18,29,320,9,469,258,60,63,20,93,71,170,1418,20,2170,140,27,36,4,45,38,104,803,12,1203,137,15,22,13,41,26,88,799,8,1144,9,0,0,0,0,6,0,23,12,52,671,157,160,66,244,237,444,3851,82,5909,0,0,4,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,12,0,13,12,3,0,0,0,0,0,24,0,4,4,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,12,4,3,4,3,0,0,0,0,3,28,0,4,7,8,9,6,0,6,0,30,5,5,5,8,4,3,0,4,0,41,11,3,4,4,10,9,5,18,0,64
LGA53290,0,5,8,10,19,18,8,12,0,81,0,5,3,10,34,27,6,12,0,98,6,3,10,8,31,47,11,23,0,143,0,0,0,6,18,38,15,14,3,93,0,0,4,0,13,30,17,31,0,91,5,0,0,0,0,16,15,25,3,60,8,6,0,6,7,29,16,46,0,118,0,0,0,0,0,7,0,11,0,22,0,0,0,0,0,8,0,9,0,25,0,0,0,0,0,0,0,4,3,15,35,43,45,46,149,250,101,194,14,872,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,22,0,17,4,0,0,0,0,0,0,26,0,17,7,0,0,0,0,0,3,30,3,13,10,0,0,0,0,0,0,37,8,17,16,16,6,3,0,0,3,71,6,9,28,15,22,4,0,5,0,99,5,8,23,12,34,18,0,7,0,103,4,3,3,6,25,17,3,9,0,70
LGA53360,0,0,0,0,6,8,0,0,0,18,3,0,0,4,3,6,0,9,0,30,0,0,3,0,4,13,5,7,0,35,3,3,0,0,10,15,4,9,3,47,3,0,0,0,7,10,4,7,0,26,0,0,0,0,9,12,3,7,0,36,4,0,0,4,3,25,5,10,0,52,0,0,0,0,6,5,0,4,0,12,0,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,20,14,16,9,56,97,29,64,4,314,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,6,0,0,5,4,0,0,0,0,0,3,0,7,7,4,0,0,0,0,0,11,0,6,4,0,0,3,0,0,0,23,0,4,3,11,7,8,6,0,0,42,3,0,7,13,15,8,0,4,3,46,0,0,5,9,8,14,4,4,0,44
LGA53430,9,31,70,44,67,41,12,19,5,290,16,19,54,42,143,115,37,28,6,453,19,14,31,42,172,207,63,63,10,620,14,13,12,26,90,161,60,55,3,433,9,12,6,8,78,119,39,86,0,357,5,0,0,3,33,80,39,46,0,210,16,0,9,14,49,75,44,94,0,306,6,0,0,0,4,13,5,19,0,51,0,0,0,0,3,6,7,9,0,32,0,0,3,0,5,4,0,3,9,29,114,257,332,228,689,891,317,442,49,3314,0,13,0,0,0,0,0,0,0,18,17,195,6,0,0,0,0,0,0,231,5,200,31,5,0,0,0,0,4,244,9,176,55,6,9,3,0,0,5,266,7,143,77,18,14,10,0,3,5,279,14,152,209,59,23,11,3,5,6,482,19,81,184,92,85,30,7,17,5,515,14,51,93,113,124,65,16,17,6,495,17,31,55,75,114,79,17,26,9,423
LGA53570,0,0,5,3,0,0,0,3,0,17,0,0,3,3,6,4,0,0,0,14,4,0,0,4,0,14,6,8,0,34,0,0,0,0,6,8,0,9,0,23,0,0,0,0,0,9,0,6,0,26,0,0,0,0,0,3,6,9,0,17,4,0,0,0,0,4,0,10,0,21,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,4,0,6,0,11,0,0,0,0,0,0,0,0,0,4,11,20,20,8,25,59,11,59,8,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,3,5,0,0,0,0,0,0,13,0,0,7,0,0,0,0,0,0,13,0,3,5,3,5,0,0,0,0,13,0,0,5,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,5,0,3,0,14,0,0,0,0,0,0,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,0,0,0,6,0,7,0,12,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,8,4,16,9,31,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,12
LGA53710,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,9,5,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA53780,10,34,59,44,124,104,27,29,4,439,11,32,46,62,200,174,50,48,7,625,19,26,39,42,220,212,52,93,10,712,16,17,17,20,171,196,66,86,5,589,14,11,9,10,87,163,69,113,5,484,7,3,5,9,39,89,43,105,0,301,12,9,9,9,39,75,52,172,0,364,4,0,0,0,5,11,6,40,0,70,4,0,0,5,0,5,7,25,0,48,0,0,0,3,8,8,0,10,11,46,104,352,336,246,1024,1142,391,759,70,4431,4,11,0,0,0,0,0,0,0,21,5,110,4,0,0,0,0,0,0,126,7,150,22,0,8,0,0,4,0,190,8,144,50,7,3,6,0,0,5,220,11,134,105,19,12,13,0,0,4,305,19,131,190,64,31,14,3,13,10,478,28,86,216,111,118,28,5,20,0,615,30,44,163,155,205,44,12,34,6,695,25,40,78,114,234,98,10,39,8,642
LGA53800,3,12,36,22,43,63,13,29,6,223,7,15,16,23,95,89,18,29,4,295,13,14,13,18,75,127,34,48,0,346,11,4,7,20,58,113,44,57,3,316,9,9,12,9,51,79,33,79,0,272,9,0,0,0,16,49,28,71,5,185,26,16,8,6,36,91,55,182,3,420,4,0,0,0,5,9,4,37,0,62,0,0,0,4,0,7,3,22,0,43,0,0,0,0,0,8,0,6,3,23,109,161,169,127,445,687,254,590,36,2580,4,8,5,0,0,0,0,0,0,14,3,107,6,3,0,0,0,3,0,118,0,65,16,0,0,0,0,0,0,88,11,52,22,9,4,0,0,0,3,95,3,55,42,12,10,3,0,5,0,122,17,74,94,37,18,9,8,11,3,268,22,37,106,73,43,20,6,19,3,327,13,17,75,94,97,46,10,18,0,377,9,19,50,65,89,70,23,21,4,351
LGA53920,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,5,6,0,3,0,21,0,0,0,0,0,4,0,7,0,10,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,3,3,25,0,38,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,3,13,8,12,12,10,12,6,63,7,145,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,6,0,0,3,0,0,0,0,10,0,4,5,3,0,0,0,0,0,7,0,0,6,0,3,0,0,0,0,12,0,3,8,6,6,0,0,0,0,19,0,0,0,0,7,6,0,0,0,14,3,0,0,0,14,4,0,0,0,24,3,0,0,4,11,3,5,3,0,33
LGA53990,3,10,11,10,20,18,12,9,0,85,0,5,13,11,33,33,11,18,0,116,4,8,10,10,42,60,15,19,3,171,0,3,4,10,19,46,8,50,0,145,0,6,3,5,20,39,21,62,5,151,9,0,4,7,17,41,13,78,0,171,15,5,3,8,25,92,28,202,3,381,3,0,0,0,8,15,4,47,0,81,4,0,0,0,0,0,0,46,0,57,0,0,0,0,0,3,0,3,0,14,52,93,79,63,200,365,110,558,19,1540,0,0,0,0,0,0,0,0,0,5,4,49,0,0,0,0,0,0,0,60,3,39,7,0,0,0,0,0,0,49,3,21,9,7,0,0,0,0,0,44,4,28,23,3,0,4,0,0,0,67,3,30,60,12,12,3,5,4,0,133,6,21,58,32,17,5,0,3,0,145,4,8,25,31,38,15,5,8,0,134,4,9,20,16,33,11,0,8,0,92
LGA54060,0,0,4,0,3,3,0,0,0,11,0,0,0,7,4,4,0,0,0,14,0,3,0,0,10,11,3,5,0,39,0,0,0,0,4,3,0,0,0,16,0,0,0,0,0,5,4,13,0,17,0,0,0,0,0,4,0,0,0,8,0,4,0,0,3,3,4,11,0,31,4,0,0,0,6,4,0,9,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,8,20,20,8,33,39,14,54,3,194,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,8,4,3,0,0,0,0,0,14,4,0,5,0,0,4,0,0,0,15,0,0,7,3,0,0,0,0,0,15,0,0,4,0,5,0,0,0,0,15,0,0,0,0,4,4,0,0,0,13
LGA54130,0,0,0,0,0,9,0,0,0,12,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,3,20,8,15,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
LGA54170,13,75,149,95,104,75,20,24,3,555,12,58,79,89,185,115,33,41,7,617,25,38,57,83,222,274,44,81,7,827,21,35,33,43,156,202,56,84,0,623,16,16,22,37,105,173,51,98,7,522,11,10,8,18,53,83,34,47,0,254,17,6,9,17,41,92,35,95,4,321,3,6,3,0,10,15,11,30,0,70,0,0,0,0,10,12,5,36,0,63,3,3,10,0,3,9,0,6,20,59,160,637,648,457,1007,1157,302,576,70,5012,9,21,5,4,0,5,0,0,0,45,29,585,19,6,0,0,0,0,6,644,20,508,95,14,5,8,0,3,8,657,21,379,134,19,7,11,0,3,5,590,27,360,229,48,24,19,0,7,13,728,46,349,417,110,68,28,6,16,18,1058,44,181,405,222,122,63,15,31,6,1092,29,105,295,283,387,169,25,38,10,1341,31,65,154,196,373,232,44,60,10,1168
LGA54200,4,16,30,26,53,49,9,18,6,215,7,23,36,41,80,87,12,24,4,310,7,7,22,19,123,120,33,48,9,380,5,11,11,11,76,104,35,70,0,329,5,9,10,3,63,90,52,89,3,329,7,6,10,3,44,74,37,86,0,264,12,10,8,11,44,89,43,161,0,383,12,0,0,6,3,10,6,33,0,59,7,4,0,0,6,3,3,26,0,42,0,3,0,0,4,9,0,0,11,29,78,210,193,144,537,677,261,581,40,2722,0,6,0,0,0,0,0,0,0,8,11,125,0,0,0,0,0,0,0,135,7,109,19,4,0,0,0,3,3,148,3,72,27,5,0,0,0,0,0,111,4,62,36,13,0,3,3,0,4,125,13,67,103,23,27,5,0,5,8,246,12,36,87,64,58,21,9,9,4,287,5,27,48,73,90,24,9,9,0,282,8,14,39,36,75,39,10,10,4,246
