POW_LGA_CODE_2021,CL_nfd_650_799_Mng,CL_nfd_650_799_Pro,CL_nfd_650_799_TecTW,CL_nfd_650_799_CoPSW,CL_nfd_650_799_ClAW,CL_nfd_650_799_SWks,CL_nfd_650_799_MaOpDv,CL_nfd_650_799_Lab,CL_nfd_650_799_IDNS,CL_nfd_650_799_Tot,CL_nfd_800_999_Mng,CL_nfd_800_999_Pro,CL_nfd_800_999_TecTW,CL_nfd_800_999_CoPSW,CL_nfd_800_999_ClAW,CL_nfd_800_999_SWks,CL_nfd_800_999_MaOpDv,CL_nfd_800_999_Lab,CL_nfd_800_999_IDNS,CL_nfd_800_999_Tot,CL_nfd_1000_1249_Mng,CL_nfd_1000_1249_Pro,CL_nfd_1000_1249_TecTW,CL_nfd_1000_1249_CoPSW,CL_nfd_1000_1249_ClAW,CL_nfd_1000_1249_SWks,CL_nfd_1000_1249_MaOpDv,CL_nfd_1000_1249_Lab,CL_nfd_1000_1249_IDNS,CL_nfd_1000_1249_Tot,CL_nfd_1250_1499_Mng,CL_nfd_1250_1499_Pro,CL_nfd_1250_1499_TecTW,CL_nfd_1250_1499_CoPSW,CL_nfd_1250_1499_ClAW,CL_nfd_1250_1499_SWks,CL_nfd_1250_1499_MaOpDv,CL_nfd_1250_1499_Lab,CL_nfd_1250_1499_IDNS,CL_nfd_1250_1499_Tot,CL_nfd_1500_1749_Mng,CL_nfd_1500_1749_Pro,CL_nfd_1500_1749_TecTW,CL_nfd_1500_1749_CoPSW,CL_nfd_1500_1749_ClAW,CL_nfd_1500_1749_SWks,CL_nfd_1500_1749_MaOpDv,CL_nfd_1500_1749_Lab,CL_nfd_1500_1749_IDNS,CL_nfd_1500_1749_Tot,CL_nfd_1750_1999_Mng,CL_nfd_1750_1999_Pro,CL_nfd_1750_1999_TecTW,CL_nfd_1750_1999_CoPSW,CL_nfd_1750_1999_ClAW,CL_nfd_1750_1999_SWks,CL_nfd_1750_1999_MaOpDv,CL_nfd_1750_1999_Lab,CL_nfd_1750_1999_IDNS,CL_nfd_1750_1999_Tot,CL_nfd_2000_2999_Mng,CL_nfd_2000_2999_Pro,CL_nfd_2000_2999_TecTW,CL_nfd_2000_2999_CoPSW,CL_nfd_2000_2999_ClAW,CL_nfd_2000_2999_SWks,CL_nfd_2000_2999_MaOpDv,CL_nfd_2000_2999_Lab,CL_nfd_2000_2999_IDNS,CL_nfd_2000_2999_Tot,CL_nfd_3000_3499_Mng,CL_nfd_3000_3499_Pro,CL_nfd_3000_3499_TecTW,CL_nfd_3000_3499_CoPSW,CL_nfd_3000_3499_ClAW,CL_nfd_3000_3499_SWks,CL_nfd_3000_3499_MaOpDv,CL_nfd_3000_3499_Lab,CL_nfd_3000_3499_IDNS,CL_nfd_3000_3499_Tot,CL_nfd_3500mo_Mng,CL_nfd_3500mo_Pro,CL_nfd_3500mo_TecTW,CL_nfd_3500mo_CoPSW,CL_nfd_3500mo_ClAW,CL_nfd_3500mo_SWks,CL_nfd_3500mo_MaOpDv,CL_nfd_3500mo_Lab,CL_nfd_3500mo_IDNS,CL_nfd_3500mo_Tot,CL_nfd_PINS_Mng,CL_nfd_PINS_Pro,CL_nfd_PINS_TecTW,CL_nfd_PINS_CoPSW,CL_nfd_PINS_ClAW,CL_nfd_PINS_SWks,CL_nfd_PINS_MaOpDv,CL_nfd_PINS_Lab,CL_nfd_PINS_IDNS,CL_nfd_PINS_Tot,CL_nfd_Tot_Mng,CL_nfd_Tot_Pro,CL_nfd_Tot_TecTW,CL_nfd_Tot_CoPSW,CL_nfd_Tot_ClAW,CL_nfd_Tot_SWks,CL_nfd_Tot_MaOpDv,CL_nfd_Tot_Lab,CL_nfd_Tot_IDNS,CL_nfd_Tot_Tot,CIII_IV_NNI_Mng,CIII_IV_NNI_Pro,CIII_IV_NNI_TecTW,CIII_IV_NNI_CoPSW,CIII_IV_NNI_ClAW,CIII_IV_NNI_SWks,CIII_IV_NNI_MaOpDv,CIII_IV_NNI_Lab,CIII_IV_NNI_IDNS,CIII_IV_NNI_Tot,CIII_IV_1_149_Mng,CIII_IV_1_149_Pro,CIII_IV_1_149_TecTW,CIII_IV_1_149_CoPSW,CIII_IV_1_149_ClAW,CIII_IV_1_149_SWks,CIII_IV_1_149_MaOpDv,CIII_IV_1_149_Lab,CIII_IV_1_149_IDNS,CIII_IV_1_149_Tot,CIII_IV_150_299_Mng,CIII_IV_150_299_Pro,CIII_IV_150_299_TecTW,CIII_IV_150_299_CoPSW,CIII_IV_150_299_ClAW,CIII_IV_150_299_SWks,CIII_IV_150_299_MaOpDv,CIII_IV_150_299_Lab,CIII_IV_150_299_IDNS,CIII_IV_150_299_Tot,CIII_IV_300_399_Mng,CIII_IV_300_399_Pro,CIII_IV_300_399_TecTW,CIII_IV_300_399_CoPSW,CIII_IV_300_399_ClAW,CIII_IV_300_399_SWks,CIII_IV_300_399_MaOpDv,CIII_IV_300_399_Lab,CIII_IV_300_399_IDNS,CIII_IV_300_399_Tot,CIII_IV_400_499_Mng,CIII_IV_400_499_Pro,CIII_IV_400_499_TecTW,CIII_IV_400_499_CoPSW,CIII_IV_400_499_ClAW,CIII_IV_400_499_SWks,CIII_IV_400_499_MaOpDv,CIII_IV_400_499_Lab,CIII_IV_400_499_IDNS,CIII_IV_400_499_Tot,CIII_IV_500_649_Mng,CIII_IV_500_649_Pro,CIII_IV_500_649_TecTW,CIII_IV_500_649_CoPSW,CIII_IV_500_649_ClAW,CIII_IV_500_649_SWks,CIII_IV_500_649_MaOpDv,CIII_IV_500_649_Lab,CIII_IV_500_649_IDNS,CIII_IV_500_649_Tot,CIII_IV_650_799_Mng,CIII_IV_650_799_Pro,CIII_IV_650_799_TecTW,CIII_IV_650_799_CoPSW,CIII_IV_650_799_ClAW,CIII_IV_650_799_SWks,CIII_IV_650_799_MaOpDv,CIII_IV_650_799_Lab,CIII_IV_650_799_IDNS,CIII_IV_650_799_Tot,CIII_IV_800_999_Mng,CIII_IV_800_999_Pro,CIII_IV_800_999_TecTW,CIII_IV_800_999_CoPSW,CIII_IV_800_999_ClAW,CIII_IV_800_999_SWks,CIII_IV_800_999_MaOpDv,CIII_IV_800_999_Lab,CIII_IV_800_999_IDNS,CIII_IV_800_999_Tot,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,3,0,3,4,0,0,0,0,14,3,0,5,0,0,0,0,0,0,14,0,0,8,0,4,0,0,4,0,21
LGA52520,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,6,3,0,4,3,0,0,3,0,0,14,3,0,5,0,0,0,0,4,0,18
LGA52590,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,4,8,5,3,14,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,3,4,0,4,0,0,4,3,19,0,3,3,5,5,0,0,4,0,23,0,0,6,7,8,0,0,7,0,21,4,0,7,3,4,9,0,4,0,32,4,0,15,3,6,6,3,8,0,41,7,0,14,0,0,0,6,9,0,45
LGA52660,0,0,0,5,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,11,9,10,8,0,65,4,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,3,0,21,5,0,3,8,4,5,0,4,0,34,5,0,5,5,3,6,0,3,0,34,0,0,12,17,3,0,0,8,0,55,5,3,11,40,10,11,4,11,0,96,4,6,13,41,9,18,4,16,0,104,4,4,24,40,26,8,4,17,0,125,15,3,33,23,12,3,23,17,0,131
LGA52730,0,0,0,0,0,0,0,0,0,7,3,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,3,7,4,0,4,0,34,6,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,8,0,0,8,0,3,0,0,5,0,17,0,0,0,4,0,6,0,3,0,12,9,0,3,4,0,0,0,3,0,25,6,0,4,8,6,7,0,12,0,47,10,0,18,13,0,0,0,3,0,50,7,3,13,14,10,4,8,11,0,63,9,5,21,11,3,8,9,9,0,67
LGA52800,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,9,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,18,5,5,3,5,4,55,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,6,7,0,0,0,0,0,0,0,0,20,0,0,7,11,0,3,0,4,0,21,0,0,8,9,9,0,0,9,0,33,7,3,10,11,11,0,0,20,0,64,7,8,15,12,10,6,0,18,5,81
LGA52870,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,12,7,4,0,3,0,36,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,4,0,13,0,0,0,0,3,4,0,12,0,27,5,0,0,11,3,0,0,3,0,21,4,0,9,4,4,0,0,8,0,23,4,0,3,11,10,4,0,5,0,47,9,5,12,10,5,3,4,7,0,54,4,0,13,15,9,0,0,5,0,49,8,0,22,4,3,5,6,9,0,58
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,4,0,5,0,6,0,0,0,0,13
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,7,0,0,4,3,0,0,0,0,0,7,5,0,6,0,0,0,0,3,0,12
LGA53080,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,6,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,9,0,0,8,0,0,0,0,0,0,14
LGA53150,0,0,0,4,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,13,12,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,3,4,0,3,0,0,0,13,0,0,9,6,3,4,0,0,0,22,5,0,6,17,4,3,0,3,0,37,0,0,10,12,8,0,0,0,0,34,0,0,18,14,4,0,0,8,0,46,5,0,21,9,0,3,0,3,0,49
LGA53220,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,5,0,17,0,0,0,0,3,0,8,3,0,18,0,0,0,0,3,0,8,5,0,15,0,0,4,0,3,0,6,0,0,18,3,6,22,0,3,0,46,8,0,79,0,0,13,0,0,0,16,0,0,27,6,0,7,0,5,0,9,0,0,25,0,0,0,0,0,0,0,0,0,0,12,3,44,11,17,6,91,28,3,220,0,3,8,0,0,0,0,0,4,10,0,0,5,0,0,0,0,0,0,10,0,5,0,5,5,0,0,7,0,18,0,0,0,5,0,0,0,4,0,12,5,0,3,0,0,0,0,0,0,13,0,0,5,0,3,0,0,9,0,35,3,0,11,3,4,0,10,5,0,40,4,4,30,16,5,3,11,24,0,91,5,5,58,13,15,8,42,44,0,194
LGA53290,0,0,3,5,6,0,5,0,0,18,0,0,3,3,0,0,0,0,0,14,0,0,0,5,5,3,3,0,0,17,0,0,0,0,6,0,0,6,0,11,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,17,9,10,16,21,12,14,8,0,108,6,0,0,0,3,0,0,0,0,17,3,0,0,4,3,0,0,4,0,20,3,0,5,7,9,0,0,6,0,33,3,0,9,12,7,4,0,0,0,38,9,0,10,8,10,0,5,10,0,57,7,0,16,31,14,9,0,14,0,95,15,4,30,24,16,7,4,22,0,127,23,5,50,34,32,14,7,32,4,217,29,13,92,30,18,10,34,21,7,253
LGA53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,4,0,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,4,5,0,0,0,0,8,0,0,6,0,0,6,0,0,0,13,8,0,7,3,3,3,0,10,5,37,0,5,6,6,5,3,0,6,5,41,3,3,13,5,6,3,3,12,0,43,13,9,22,13,10,0,0,7,0,73
LGA53430,6,0,0,19,6,10,0,5,0,50,3,3,4,16,18,4,5,4,5,56,16,3,7,13,21,5,3,4,0,87,8,8,10,9,33,6,12,3,0,84,6,3,5,8,15,0,8,7,0,44,12,7,0,6,6,0,0,3,0,31,10,9,3,8,4,0,9,7,0,46,3,3,4,0,0,0,0,0,0,14,8,7,0,0,5,7,0,0,0,20,0,0,0,0,0,0,0,0,0,4,61,53,39,105,127,56,30,56,7,534,5,0,7,7,3,0,0,0,0,17,0,0,12,6,0,4,6,10,0,33,0,0,6,22,10,23,3,20,0,89,11,5,22,36,7,16,3,26,0,124,6,8,40,50,15,27,11,22,0,176,31,5,51,97,38,19,20,39,6,306,28,16,103,126,52,31,17,57,3,430,41,30,181,133,71,27,35,51,8,569,67,31,279,100,110,32,41,39,9,718
LGA53570,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,4,0,0,11,0,28,5,0,0,0,4,0,0,6,0,8,0,0,0,0,5,0,0,0,0,8,0,0,0,3,5,4,0,0,0,14,7,0,3,0,4,3,4,0,0,22,7,0,4,0,0,0,0,3,0,16,3,0,0,4,0,0,0,9,0,18,0,0,7,0,11,3,3,6,0,31,7,4,5,0,3,0,7,22,0,50,9,0,18,0,11,0,11,14,0,59
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,8,4,0,4,0,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,11,0,0,0,6,3,0,0,4,0,15,0,0,5,0,0,0,0,0,0,12
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,5,0,7,0,3,0,4,0,0,10,6,0,3,0,0,0,0,0,0,5
LGA53780,0,0,3,24,12,4,8,8,0,57,5,8,11,26,10,5,7,8,0,77,7,0,4,24,8,4,8,13,0,70,8,3,6,4,9,3,11,5,0,49,6,0,7,15,0,3,5,0,3,44,0,0,3,9,0,0,9,0,0,28,9,0,3,5,0,0,4,0,0,34,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,3,0,7,48,25,57,152,62,39,47,48,10,489,6,0,7,8,3,6,0,6,4,34,9,6,9,17,9,17,9,13,0,86,3,9,30,37,12,28,11,16,5,139,3,5,45,47,24,32,11,34,7,210,8,11,64,71,25,35,9,23,3,253,16,10,100,140,43,64,12,55,0,439,30,22,143,218,58,39,30,67,0,606,49,27,241,259,90,43,75,58,7,843,57,31,352,199,116,46,106,78,14,993
LGA53800,9,4,4,16,8,3,0,8,0,41,5,0,4,14,12,4,0,5,0,36,0,3,5,11,15,5,3,9,0,51,3,5,4,0,10,3,0,3,0,30,4,8,5,3,0,3,0,5,0,21,0,3,4,4,0,0,0,0,0,16,7,0,4,5,0,4,3,0,0,27,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,36,20,28,65,65,30,19,41,0,303,8,0,3,0,0,3,0,0,0,11,4,0,0,3,0,8,0,3,0,27,0,3,10,16,7,11,3,21,0,76,0,9,22,26,13,15,3,16,0,105,10,6,24,42,13,33,8,17,0,147,10,11,78,92,44,31,8,34,0,305,17,18,95,110,60,42,17,54,0,424,31,23,167,143,84,42,25,59,6,576,54,29,217,122,133,42,44,61,12,707
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,6,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,4,4,0,0,0,0,0,3,9,0,0,0,0,0,0,0,3,6,9,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,12,4,0,0,9,3,0,5,7,0,22,4,5,0,7,0,0,0,5,0,20,6,0,6,16,0,0,0,3,0,30
LGA53990,0,0,0,10,3,0,0,3,0,14,0,0,0,3,3,4,0,6,0,18,0,0,0,4,3,0,0,5,0,18,0,0,5,0,3,0,0,0,0,8,5,0,3,0,0,0,0,3,0,16,3,0,0,0,0,0,0,0,0,13,0,0,9,3,0,0,3,4,0,11,0,0,5,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,12,23,34,19,14,6,31,0,152,3,0,6,0,0,0,6,0,3,21,4,0,0,16,4,5,3,4,0,38,3,3,8,11,3,3,3,5,0,51,8,5,11,17,7,3,4,11,0,59,5,0,11,31,12,11,0,7,0,81,11,5,31,51,14,16,0,16,4,137,11,6,36,63,31,14,0,22,0,188,16,7,56,53,21,20,14,42,3,232,24,5,101,37,29,7,28,37,7,289
LGA54060,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,4,0,3,0,0,0,3,0,0,13,0,0,3,0,0,5,0,7,0,13,0,0,0,10,0,7,0,9,0,29,5,0,7,3,0,3,6,6,0,21,0,5,9,5,4,0,0,4,0,29,3,0,19,3,0,5,0,0,0,42
LGA54130,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,6,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,14,3,0,5,0,0,0,4,3,0,15
LGA54170,13,5,8,32,38,20,4,10,0,121,9,8,12,39,22,18,3,15,4,127,15,8,15,41,30,11,3,9,0,138,10,7,3,18,32,14,4,3,0,92,5,3,7,3,21,0,0,5,0,59,6,5,0,7,6,0,0,0,0,26,6,11,3,4,5,0,0,0,0,36,4,3,0,0,0,0,0,0,0,9,8,4,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,10,95,70,73,256,232,130,23,81,11,967,9,4,11,3,4,0,0,5,4,36,3,8,9,59,13,56,12,30,0,188,6,3,44,114,20,88,7,50,0,341,11,12,78,105,34,80,18,61,4,400,14,10,92,162,47,98,10,50,4,489,35,24,167,308,104,114,17,61,4,832,46,34,247,336,116,130,23,76,8,1025,65,41,263,393,179,96,36,83,16,1173,120,54,428,334,172,74,47,80,13,1316
LGA54200,3,0,3,12,11,7,0,3,0,36,0,4,4,12,15,3,3,0,0,38,7,0,0,9,12,4,10,5,0,37,0,0,3,3,7,0,12,0,0,30,3,0,0,0,11,0,0,0,0,21,0,0,5,0,7,3,6,0,0,20,10,3,3,0,9,3,8,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,33,11,24,59,78,32,36,25,3,296,5,0,7,0,3,0,0,0,0,27,0,3,6,13,4,7,5,10,0,47,5,6,10,19,10,16,3,14,0,78,5,3,15,22,9,20,4,11,0,93,4,4,28,26,18,8,7,15,0,112,12,3,70,66,27,21,12,19,0,230,17,11,77,96,36,13,28,32,0,306,10,6,132,97,60,15,75,43,4,452,40,11,188,98,70,22,98,48,7,571
