POW_LGA_CODE_2021,SW_300_399_Tot,SW_400_499_A_15_19,SW_400_499_A_20_24,SW_400_499_A_25_34,SW_400_499_A_35_44,SW_400_499_A_45_54,SW_400_499_A_55_64,SW_400_499_A_65_74,SW_400_499_A_75ov,SW_400_499_Tot,SW_500_649_A_15_19,SW_500_649_A_20_24,SW_500_649_A_25_34,SW_500_649_A_35_44,SW_500_649_A_45_54,SW_500_649_A_55_64,SW_500_649_A_65_74,SW_500_649_A_75ov,SW_500_649_Tot,SW_650_799_A_15_19,SW_650_799_A_20_24,SW_650_799_A_25_34,SW_650_799_A_35_44,SW_650_799_A_45_54,SW_650_799_A_55_64,SW_650_799_A_65_74,SW_650_799_A_75ov,SW_650_799_Tot,SW_800_999_A_15_19,SW_800_999_A_20_24,SW_800_999_A_25_34,SW_800_999_A_35_44,SW_800_999_A_45_54,SW_800_999_A_55_64,SW_800_999_A_65_74,SW_800_999_A_75ov,SW_800_999_Tot,SW_1000_1249_A_15_19,SW_1000_1249_A_20_24,SW_1000_1249_A_25_34,SW_1000_1249_A_35_44,SW_1000_1249_A_45_54,SW_1000_1249_A_55_64,SW_1000_1249_A_65_74,SW_1000_1249_A_75ov,SW_1000_1249_Tot,SW_1250_1499_A_15_19,SW_1250_1499_A_20_24,SW_1250_1499_A_25_34,SW_1250_1499_A_35_44,SW_1250_1499_A_45_54,SW_1250_1499_A_55_64,SW_1250_1499_A_65_74,SW_1250_1499_A_75ov,SW_1250_1499_Tot,SW_1500_1749_A_15_19,SW_1500_1749_A_20_24,SW_1500_1749_A_25_34,SW_1500_1749_A_35_44,SW_1500_1749_A_45_54,SW_1500_1749_A_55_64,SW_1500_1749_A_65_74,SW_1500_1749_A_75ov,SW_1500_1749_Tot,SW_1750_1999_A_15_19,SW_1750_1999_A_20_24,SW_1750_1999_A_25_34,SW_1750_1999_A_35_44,SW_1750_1999_A_45_54,SW_1750_1999_A_55_64,SW_1750_1999_A_65_74,SW_1750_1999_A_75ov,SW_1750_1999_Tot,SW_2000_2999_A_15_19,SW_2000_2999_A_20_24,SW_2000_2999_A_25_34,SW_2000_2999_A_35_44,SW_2000_2999_A_45_54,SW_2000_2999_A_55_64,SW_2000_2999_A_65_74,SW_2000_2999_A_75ov,SW_2000_2999_Tot,SW_3000_3499_A_15_19,SW_3000_3499_A_20_24,SW_3000_3499_A_25_34,SW_3000_3499_A_35_44,SW_3000_3499_A_45_54,SW_3000_3499_A_55_64,SW_3000_3499_A_65_74,SW_3000_3499_A_75ov,SW_3000_3499_Tot,SW_3500mo_A_15_19,SW_3500mo_A_20_24,SW_3500mo_A_25_34,SW_3500mo_A_35_44,SW_3500mo_A_45_54,SW_3500mo_A_55_64,SW_3500mo_A_65_74,SW_3500mo_A_75ov,SW_3500mo_Tot,SW_PINS_A_15_19,SW_PINS_A_20_24,SW_PINS_A_25_34,SW_PINS_A_35_44,SW_PINS_A_45_54,SW_PINS_A_55_64,SW_PINS_A_65_74,SW_PINS_A_75ov,SW_PINS_Tot,SW_Tot_A_15_19,SW_Tot_A_20_24,SW_Tot_A_25_34,SW_Tot_A_35_44,SW_Tot_A_45_54,SW_Tot_A_55_64,SW_Tot_A_65_74,SW_Tot_A_75ov,SW_Tot_Tot,MaOpD_NNI_A_15_19,MaOpD_NNI_A_20_24,MaOpD_NNI_A_25_34,MaOpD_NNI_A_35_44,MaOpD_NNI_A_45_54,MaOpD_NNI_A_55_64,MaOpD_NNI_A_65_74,MaOpD_NNI_A_75ov,MaOpD_NNI_Tot,MaOpD_1_149_A_15_19,MaOpD_1_149_A_20_24,MaOpD_1_149_A_25_34,MaOpD_1_149_A_35_44,MaOpD_1_149_A_45_54,MaOpD_1_149_A_55_64,MaOpD_1_149_A_65_74,MaOpD_1_149_A_75ov,MaOpD_1_149_Tot,MaOpD_150_299_A_15_19,MaOpD_150_299_A_20_24,MaOpD_150_299_A_25_34,MaOpD_150_299_A_35_44,MaOpD_150_299_A_45_54,MaOpD_150_299_A_55_64,MaOpD_150_299_A_65_74,MaOpD_150_299_A_75ov,MaOpD_150_299_Tot,MaOpD_300_399_A_15_19,MaOpD_300_399_A_20_24,MaOpD_300_399_A_25_34,MaOpD_300_399_A_35_44,MaOpD_300_399_A_45_54,MaOpD_300_399_A_55_64,MaOpD_300_399_A_65_74,MaOpD_300_399_A_75ov,MaOpD_300_399_Tot,MaOpD_400_499_A_15_19,MaOpD_400_499_A_20_24,MaOpD_400_499_A_25_34,MaOpD_400_499_A_35_44,MaOpD_400_499_A_45_54,MaOpD_400_499_A_55_64,MaOpD_400_499_A_65_74,MaOpD_400_499_A_75ov,MaOpD_400_499_Tot,MaOpD_500_649_A_15_19,MaOpD_500_649_A_20_24,MaOpD_500_649_A_25_34,MaOpD_500_649_A_35_44,MaOpD_500_649_A_45_54,MaOpD_500_649_A_55_64,MaOpD_500_649_A_65_74,MaOpD_500_649_A_75ov,MaOpD_500_649_Tot,MaOpD_650_799_A_15_19,MaOpD_650_799_A_20_24,MaOpD_650_799_A_25_34,MaOpD_650_799_A_35_44,MaOpD_650_799_A_45_54,MaOpD_650_799_A_55_64,MaOpD_650_799_A_65_74,MaOpD_650_799_A_75ov,MaOpD_650_799_Tot,MaOpD_800_999_A_15_19,MaOpD_800_999_A_20_24,MaOpD_800_999_A_25_34,MaOpD_800_999_A_35_44,MaOpD_800_999_A_45_54,MaOpD_800_999_A_55_64,MaOpD_800_999_A_65_74,MaOpD_800_999_A_75ov,MaOpD_800_999_Tot,MaOpD_1000_1249_A_15_19,MaOpD_1000_1249_A_20_24,MaOpD_1000_1249_A_25_34,MaOpD_1000_1249_A_35_44,MaOpD_1000_1249_A_45_54,MaOpD_1000_1249_A_55_64,MaOpD_1000_1249_A_65_74,MaOpD_1000_1249_A_75ov,MaOpD_1000_1249_Tot,MaOpD_1250_1499_A_15_19
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,4,8,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,5,0,0,0,0,0,8,0
LGA52590,6,0,0,0,0,3,0,0,0,10,0,3,0,0,3,4,0,0,13,0,3,0,0,7,4,0,0,13,0,0,5,7,4,6,0,0,20,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,16,8,9,12,23,19,8,4,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,3,0,5,0,4,0,0,0,5,0,0,17,0,0,5,3,7,12,3,0,33,0
LGA52660,45,6,7,4,9,6,9,0,0,37,12,11,11,7,12,6,0,0,58,3,14,24,8,14,10,4,0,74,0,11,11,8,3,7,0,0,38,0,0,8,0,5,3,0,0,12,0,0,3,0,0,0,0,0,9,0,0,0,8,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,150,50,79,66,51,51,6,0,456,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,9,4,3,0,0,0,0,0,0,6,5,0,0,0,4,7,0,0,14,0,6,4,5,0,0,0,0,16,0,8,9,7,7,4,0,0,34,0,8,19,6,18,13,5,0,71,0
LGA52730,14,0,0,0,0,0,10,0,0,11,4,0,4,3,3,0,3,0,26,5,6,0,0,5,5,3,0,18,0,0,4,3,9,3,0,0,22,0,0,0,5,4,6,0,0,12,0,0,0,0,6,3,0,0,10,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,44,11,15,22,31,33,10,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,10,0,3,0,0,0,9,3,0,9,0,0,3,3,3,11,3,0,20,0
LGA52800,6,0,0,0,0,0,5,0,0,7,0,0,0,3,0,6,0,0,9,0,0,3,0,0,0,0,0,8,0,0,3,0,3,4,0,0,8,0,4,3,6,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,12,20,15,10,12,8,0,93,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,7,0,0,4,0,8,3,0,0,16,0
LGA52870,5,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,12,4,5,0,5,0,3,0,0,17,0,0,8,3,0,0,0,0,16,0,0,0,0,0,5,3,0,14,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,17,20,9,19,7,3,111,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,11,0,0,0,0,0,5,3,0,8,0,0,0,6,3,4,3,0,18,0,0,0,6,3,3,5,0,26,0
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA53150,11,4,0,0,0,0,0,0,0,9,0,0,3,0,3,0,5,0,14,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,5,3,7,5,0,0,17,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,0,5,0,4,0,0,8,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,5,13,4,0,0,21,0,0,0,0,0,0,0,0,4,21,17,22,23,32,15,3,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0
LGA53220,7,0,4,0,0,0,0,0,0,5,4,0,6,0,3,0,0,0,20,0,3,3,0,0,3,0,0,12,4,4,10,4,4,5,3,0,27,0,7,15,0,4,0,0,0,30,0,3,3,0,0,5,0,0,11,0,0,0,3,6,8,0,0,17,0,0,0,3,0,0,0,0,7,0,0,6,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,29,29,50,22,29,20,6,0,184,0,0,3,0,3,3,0,0,11,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,4,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,5,0,4,8,5,0,6,0,0,20,0,0,10,9,4,4,0,0,27,0,3,13,5,11,14,6,0,50,4,17,39,36,48,29,8,0,178,0
LGA53290,29,0,6,5,6,3,10,0,0,36,10,7,14,11,8,3,0,0,45,4,14,15,7,17,6,3,0,73,0,9,19,9,11,9,3,0,64,0,4,14,15,17,12,0,0,50,0,4,7,7,0,3,0,0,21,0,0,4,4,14,4,0,0,19,0,0,3,0,7,0,0,0,13,0,0,3,5,9,4,0,0,24,0,0,0,6,0,0,0,0,3,0,0,0,0,0,4,0,0,8,0,0,0,0,0,3,0,0,11,130,55,82,88,83,63,12,0,514,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,13,0,5,0,6,0,7,3,0,15,0,3,0,4,0,4,3,0,20,4,10,9,6,3,3,0,0,25,3,10,4,5,8,14,3,0,54,0,7,21,12,11,26,11,0,92,0
LGA53360,7,0,0,0,4,0,0,0,0,8,3,5,3,0,5,3,0,0,18,0,4,3,3,6,0,0,0,18,0,4,4,8,10,10,0,0,28,3,0,3,3,3,4,0,0,20,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,10,18,26,22,24,3,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,0,0,9,0
LGA53430,153,24,66,23,11,18,17,9,3,182,16,73,78,19,37,30,9,0,255,8,54,53,30,28,32,13,5,231,6,48,41,35,24,40,14,0,205,0,23,48,43,30,30,8,3,182,0,8,29,28,36,30,6,3,142,0,0,18,19,36,18,5,0,98,0,0,9,19,22,12,0,0,70,0,0,3,16,21,13,5,0,59,0,0,0,10,3,4,0,0,23,0,0,0,4,11,7,7,3,36,0,3,4,0,6,0,0,0,14,424,401,350,256,297,255,103,20,2108,0,0,0,4,0,0,0,0,6,8,4,6,5,0,4,0,0,20,13,15,0,0,5,9,0,0,40,9,11,10,10,0,3,4,0,35,6,10,9,6,6,6,6,0,43,6,15,13,11,14,11,9,0,84,3,14,23,17,16,16,5,0,92,7,21,41,34,32,34,8,0,183,6,14,50,46,50,54,18,0,240,0
LGA53570,6,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,9,0,5,3,0,0,0,0,0,12,0,0,0,0,3,0,0,0,10,0,0,0,4,0,0,0,0,3,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,18,6,11,15,12,16,6,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,6,0,4,0,0,0,6,0,0,13,0,6,8,0,6,4,0,0,22,0,3,4,9,6,8,0,0,34,0
LGA53640,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,5,0,0,0,0,0,10,0,0,0,0,3,4,0,0,13,0
LGA53710,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,4,0
LGA53780,249,46,61,50,38,28,29,9,0,262,37,91,72,46,54,45,17,0,358,12,83,68,45,45,40,9,4,302,8,46,75,53,57,41,5,3,294,0,30,64,55,42,39,8,0,246,0,19,40,31,30,19,11,0,158,0,3,16,28,20,33,7,0,108,0,3,8,13,14,17,0,0,54,0,3,15,19,25,4,5,0,75,0,0,7,5,11,3,0,0,21,0,0,0,3,7,3,4,0,15,4,6,0,0,0,5,0,0,22,653,496,463,400,378,316,96,8,2815,0,0,5,0,0,5,0,0,11,24,4,9,3,0,4,0,0,43,29,4,8,8,3,9,4,0,63,11,13,5,10,12,6,6,5,59,9,5,7,19,6,10,11,0,71,10,18,21,32,16,17,9,0,121,7,34,49,40,41,20,14,0,200,10,48,108,83,47,48,18,0,366,8,33,114,102,108,107,23,0,491,0
LGA53800,89,22,15,20,15,23,13,9,0,123,30,36,32,23,39,27,7,0,202,10,49,51,39,36,38,9,0,236,10,38,44,24,35,32,14,5,207,4,18,35,32,30,25,4,0,158,0,5,19,25,18,9,0,0,73,0,4,3,10,11,14,3,0,49,0,0,0,9,11,12,0,0,38,0,0,3,8,15,9,0,0,35,0,0,0,5,8,5,0,0,12,0,3,3,4,4,5,0,0,17,4,0,3,0,0,6,0,0,10,437,200,230,224,257,221,57,7,1630,0,0,0,4,0,0,0,0,4,7,0,0,0,4,0,4,0,18,7,0,6,0,0,0,5,0,19,0,6,0,7,4,5,10,0,25,5,5,0,6,0,3,5,0,32,9,4,6,0,9,7,9,4,48,9,6,18,11,17,24,9,0,97,10,11,28,20,22,31,11,0,141,0,19,16,22,46,63,9,0,177,0
LGA53920,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,7,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,6,8,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA53990,51,17,6,5,4,14,4,0,0,49,7,9,4,14,16,12,0,0,56,6,16,17,13,18,11,4,0,89,0,8,17,19,13,18,3,0,70,0,3,7,6,15,6,0,0,34,0,0,4,0,4,0,0,0,15,0,0,0,6,6,0,0,0,15,0,0,0,0,3,6,0,0,17,0,0,0,0,0,3,0,0,7,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,156,46,68,78,107,71,10,4,544,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,6,0,0,0,0,3,3,0,0,10,3,0,0,3,0,0,6,0,16,0,3,0,3,4,4,0,0,20,11,5,12,8,14,17,5,0,73,4,12,17,26,19,32,8,0,109,3
LGA54060,12,0,0,0,0,0,6,3,0,16,0,4,3,0,9,3,0,0,18,0,0,3,3,0,5,0,0,9,0,0,3,0,0,5,0,0,14,0,0,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,16,3,16,19,9,5,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,3,0
LGA54130,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,6,0,0,0,11,0
LGA54170,645,118,226,91,57,91,71,18,3,679,94,259,135,91,115,125,29,3,852,37,179,187,82,95,88,37,3,702,21,127,158,94,111,83,34,4,623,6,52,108,68,81,81,16,0,409,0,19,41,49,47,37,14,4,213,0,3,23,31,49,23,18,0,154,0,3,14,9,20,23,8,0,67,0,0,12,19,38,35,11,0,120,0,0,5,8,10,17,4,0,39,0,0,5,12,28,16,15,0,78,11,17,11,4,5,10,4,0,54,2024,1409,929,620,764,701,230,23,6703,5,0,0,0,0,0,0,0,11,55,7,4,0,0,0,0,0,68,46,12,4,3,6,0,0,0,68,19,14,4,0,6,7,5,0,49,10,10,5,5,3,8,4,0,43,8,17,15,10,8,7,9,5,78,10,15,21,13,12,20,7,0,101,5,23,41,20,27,33,16,0,163,0,10,37,31,46,54,9,0,191,0
LGA54200,93,18,38,13,16,10,14,5,0,120,11,25,28,20,25,17,3,0,132,5,22,33,21,22,29,10,0,137,0,18,14,17,22,17,0,0,100,0,8,27,21,22,16,4,0,98,0,5,21,17,11,9,6,0,76,0,0,6,10,7,10,4,0,41,0,0,13,13,19,7,0,0,48,0,0,7,16,19,13,4,0,56,0,0,0,5,8,3,0,0,10,0,0,0,3,8,9,4,0,30,0,0,0,0,0,5,0,0,6,302,187,198,171,190,174,47,9,1280,0,0,0,0,0,4,0,0,13,14,0,0,0,0,0,0,0,22,24,3,3,0,0,6,0,0,35,4,3,4,3,5,3,0,0,19,0,4,9,5,4,0,4,0,28,0,15,14,10,9,7,8,0,75,3,17,27,16,19,12,6,0,111,4,36,66,61,55,63,11,0,303,4,33,113,117,96,90,23,0,477,0
LGA54280,60,19,9,17,15,8,12,4,0,77,14,20,20,20,19,13,8,0,108,15,20,29,23,24,9,5,0,129,15,25,29,26,18,14,7,0,132,4,13,19,22,21,23,0,0,98,6,6,10,13,11,15,0,0,66,0,6,7,5,6,7,0,0,33,0,0,0,0,10,5,0,0,13,0,0,5,7,10,12,0,0,39,0,0,0,5,0,0,0,0,4,0,0,0,4,9,3,0,0,19,0,0,0,0,0,0,0,0,12,255,123,162,144,143,133,29,0,996,0,0,0,0,3,6,0,0,15,4,0,0,0,0,0,0,0,10,8,0,4,0,0,4,0,0,18,3,0,4,0,0,6,0,0,12,6,0,9,5,4,5,7,0,27,0,4,4,9,7,7,6,0,45,3,3,9,6,7,9,9,0,48,0,15,34,12,17,25,10,0,117,6,22,37,37,45,41,10,0,202,6
LGA54310,32,3,5,12,8,6,9,0,0,40,4,10,12,10,5,8,0,0,50,4,12,11,13,13,11,0,0,59,10,13,17,11,21,8,4,0,75,4,10,32,8,16,3,0,0,62,0,3,14,7,10,3,0,0,49,0,0,10,5,0,0,0,0,27,0,0,4,14,6,4,0,0,32,0,4,4,7,5,3,0,0,20,0,0,0,0,0,0,0,0,3,0,0,3,0,6,5,0,0,12,0,0,0,0,0,0,0,0,3,186,57,128,90,96,54,6,0,621,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,7,0,0,5,4,0,0,3,0,16,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,4,0,6,5,0,0,0,5,0,5,0,14,0,0,3,4,7,9,3,0,30,3,5,5,7,7,4,4,0,34,7,15,9,7,15,12,8,0,75,0
